Ex_imag,Ex_real,Ey_imag,Ey_real,Ez_imag,Ez_real,complex_source_normalized,frequency_index,order_efficiency_source_norm,order_fraction_transmitted,order_m,order_n,polarization,total_transmission,ux,uy,wavelength_nm
6.354799214757764e-11,3.3553455157411073e-10,1.0879120746116082e-09,-2.906439493462338e-09,1.1120781376923231e-10,5.871792744913499e-10,True,1,1.0104711672084897e-17,1.00791682685348e-17,0,-5,y,1.0025342769234082,-0.8682408888086127,0.0,450.0
-7.239515935926366e-11,3.487619588127029e-11,7.650071714448605e-10,-8.716409320554695e-10,-6.989842403921038e-11,3.367339957753204e-11,True,1,1.3574709824566699e-18,1.3540394714707378e-18,0,-4,y,1.0025342769234082,-0.6945927110468901,0.0,450.0
0.0019417565259683795,-0.0013072577300614885,-0.000585403867247994,-0.003905180789011652,0.0011850499875411561,-0.0007978166860800728,True,1,2.311333079915997e-05,2.3054903289781267e-05,0,-3,y,1.0025342769234082,-0.5209445332851677,0.0,450.0
1.2807342931000778e-09,-1.4277908661862413e-10,-3.124172576223537e-09,7.643405942592534e-11,4.7431807850561e-10,-5.2878026598168106e-11,True,1,1.165473637385992e-17,1.1625274708438044e-17,0,-2,y,1.0025342769234082,-0.34729635552344507,0.0,450.0
1.5173759670224048e-09,5.301880860247748e-10,1.196024981193157e-09,-6.932286961239513e-10,2.6755432301524325e-10,9.348646446896813e-11,True,1,4.574896047430652e-18,4.563331302217576e-18,0,-1,y,1.0025342769234082,-0.17364817776172253,0.0,450.0
-0.006356608734774701,0.01749050168644368,-0.7264518600346104,-0.6887759830994643,0.0,0.0,True,1,1.0024909839662297,0.999956816481815,0,0,y,1.0025342769234082,0.0,0.0,450.0
2.8421702066847437e-10,-7.212825420119923e-10,9.738140446278987e-10,9.18110775597425e-10,-5.011512914863521e-11,1.2718157294228638e-10,True,1,2.410955688697258e-18,2.4048611046956256e-18,0,1,y,1.0025342769234082,0.17364817776172253,0.0,450.0
-1.7689388683682112e-10,5.911968406379276e-10,-2.6177462749970433e-09,5.159271924584681e-10,6.551239312936353e-11,-2.189488881344861e-10,True,1,7.551812069028346e-18,7.532722065327738e-18,0,2,y,1.0025342769234082,0.34729635552344507,0.0,450.0
-0.0017723230532555674,0.00020046751135704125,0.002027237691029943,-0.003421066079222899,0.0010816450899434834,-0.00012234490712865868,True,1,2.017962637945195e-05,2.0128614895222814e-05,0,3,y,1.0025342769234082,0.5209445332851677,0.0,450.0
-2.257829431645362e-10,-3.0463482621403675e-10,1.5859952687172314e-09,4.321155493986006e-10,2.1799623126482205e-10,2.941287020883559e-10,True,1,2.979919205429841e-18,2.972386355282196e-18,0,4,y,1.0025342769234082,0.6945927110468901,0.0,450.0
4.25866764571967e-11,7.942848071512992e-10,-2.1273263208123506e-09,-1.3288824907917432e-09,-7.452589805676529e-11,-1.3899837576029447e-09,True,1,8.861756885318099e-18,8.839355510629708e-18,0,5,y,1.0025342769234082,0.8682408888086127,0.0,450.0
-1.9223366639877757e-10,-6.627846933909597e-10,9.119851027422613e-10,1.840609051758618e-09,-3.3793163921878644e-10,-1.1651232694178695e-09,True,2,6.16750586705412e-18,6.177005388410802e-18,0,-5,y,0.9984621154168807,-0.8692056009072888,0.0,450.5
2.1411489147536393e-11,-1.5844672220326791e-10,4.265003679979886e-10,5.133806413961148e-10,2.0717510455464604e-11,-1.5331122470096848e-10,True,2,4.9495960936596365e-19,4.957219725450542e-19,0,-4,y,0.9984621154168807,-0.6953644807258311,0.0,450.5
0.0005780651614831514,0.0017808003647553827,0.00249855859757198,0.0028550387391768966,0.00035333029901284883,0.0010884771601644924,True,2,1.9209075366135382e-05,1.923866220814513e-05,0,-3,y,0.9984621154168807,-0.5215233605443733,0.0,450.5
-2.3965061003632814e-10,-7.312195224914671e-10,1.9280372657782388e-10,-1.3525105529490572e-09,-8.886642152940421e-11,-2.7114832842030345e-10,True,2,2.5399911346648614e-18,2.5439033644299635e-18,0,-2,y,0.9984621154168807,-0.34768224036291556,0.0,450.5
-2.3442482210853505e-10,3.720832598239672e-10,-1.1623675417677226e-09,1.9811963571899252e-09,-4.138277977390877e-11,6.568348633202481e-11,True,2,5.475665112198163e-18,5.484099023538763e-18,0,-1,y,0.9984621154168807,-0.17384112018145778,0.0,450.5
-0.01117989472552398,-0.013719136306158336,0.9932490187832467,0.10753839838168272,0.0,0.0,True,2,0.9984213251874408,0.9999591469432739,0,0,y,0.9984621154168807,0.0,0.0,450.5
1.352294288267774e-09,3.0648396984184e-09,9.120103784123221e-12,-3.7868231079720455e-10,-2.387191604436435e-10,-5.41033091722943e-10,True,2,1.1715129331788982e-17,1.1733173598577296e-17,0,1,y,0.9984621154168807,0.17384112018145778,0.0,450.5
6.672090796242984e-10,6.335846944400712e-10,1.6805364962051096e-09,3.2969891216196984e-11,-2.4741219439896564e-10,-2.3494371461084556e-10,True,2,3.788298792738431e-18,3.794133732511954e-18,0,2,y,0.9984621154168807,0.34768224036291556,0.0,450.5
0.00032905601156111815,-0.0016535040589961657,0.00021043386930113178,0.0041991203443588945,-0.00020112863860980844,0.001010669942615289,True,2,2.1581154073794147e-05,2.161439451789668e-05,0,3,y,0.9984621154168807,0.5215233605443733,0.0,450.5
-6.633444300713563e-11,-7.087778286373239e-10,-9.778127321668802e-10,7.692060751270782e-10,6.418444355216077e-11,6.858052690410287e-10,True,2,2.5290105037355076e-18,2.5329058205474206e-18,0,4,y,0.9984621154168807,0.6953644807258311,0.0,450.5
-2.737651292496436e-10,-1.61366989343023e-10,1.2002204859748694e-09,-1.0792840846132735e-09,4.812575269534747e-10,2.836704529755302e-10,True,2,3.0184477346366864e-18,3.0230969087659534e-18,0,5,y,0.9984621154168807,0.8692056009072888,0.0,450.5
3.764817919801093e-10,1.5369990037913786e-11,1.9004079193724014e-09,2.213134433904918e-09,6.648453801276168e-10,2.7142526111473684e-11,True,3,9.094245155036048e-18,9.105862553047794e-18,0,-5,y,0.9987241847827082,-0.870170313005965,0.0,451.0
-1.1556687095092416e-09,1.6967300888845073e-10,1.0752075406146163e-09,-3.184334937140593e-10,-1.1206185053794566e-09,1.645270067963974e-10,True,3,3.9046852119617585e-18,3.909673232566505e-18,0,-4,y,0.9987241847827082,-0.696136250404772,0.0,451.0
0.0004180560225107934,0.00037952398998573753,0.003730144443519179,0.001691637809098679,0.00025591784560178465,0.0002323300147382416,True,3,1.7213896523067155e-05,1.723588632912937e-05,0,-3,y,0.9987241847827082,-0.522102187803579,0.0,451.0
3.908843104252641e-10,2.0451755590234734e-09,1.713738021401085e-09,9.638343030973562e-11,1.4512942181450323e-10,7.593426967363023e-10,True,3,7.879385263160557e-18,7.889450744476435e-18,0,-2,y,0.9987241847827082,-0.348068125202386,0.0,451.0
1.0129921783942681e-09,1.9306639496863412e-10,-2.681037178913325e-10,1.9449524241154705e-09,1.7902716439781912e-10,3.4120825381428786e-11,True,3,4.9513622782909795e-18,4.957687371281837e-18,0,-1,y,0.9987241847827082,-0.174034062601193,0.0,451.0
-0.01011069928292097,-0.004148449283305819,0.940242431724236,-0.3383948983987652,0.0,0.0,True,3,0.9986863735484609,0.9999621404639806,0,0,y,0.9987241847827082,0.0,0.0,451.0
1.8996661006520358e-09,-5.475729366265218e-11,-1.1559925470717062e-09,2.2170672780258838e-10,-3.3572997161882173e-10,9.677313629471907e-12,True,3,5.1100105614562874e-18,5.116538318903401e-18,0,1,y,0.9987241847827082,0.174034062601193,0.0,451.0
1.3052302091366986e-10,-2.9725916607367567e-13,2.092066703245732e-09,-1.8633152700542436e-09,-4.84612199913432e-11,1.1036782431712646e-13,True,3,7.868071735822331e-18,7.878122764729266e-18,0,2,y,0.9987241847827082,0.348068125202386,0.0,451.0
-0.00044266814561486686,-0.0006040544728889855,0.0023670924393698447,0.003771366485823293,0.0002709844423766649,0.00036977895546016115,True,3,2.0597337724183708e-05,2.0623649690294682e-05,0,3,y,0.9987241847827082,0.522102187803579,0.0,451.0
-1.0101325945300735e-10,-4.186548984581217e-10,-1.4835981461405882e-09,1.2214697365741432e-09,9.794963461440947e-11,4.059575401839473e-10,True,3,4.052923034539895e-18,4.058100420810062e-18,0,4,y,0.9987241847827082,0.696136250404772,0.0,451.0
-1.479626209161308e-09,-9.93530422488347e-10,1.7333482808459888e-09,-1.2147725154803823e-09,2.612935526849085e-09,1.7545180815610738e-09,True,3,1.756233071232007e-17,1.7584765623895545e-17,0,5,y,0.9987241847827082,0.870170313005965,0.0,451.0
-2.0249157037948103e-10,2.509156840807364e-10,-2.164538164228533e-09,-2.5352275137565494e-10,-3.5922984678572784e-10,4.4513656830029097e-10,True,4,5.1806534137192214e-18,5.177489942918727e-18,0,-5,y,1.0006110047214714,-0.8711350251046411,0.0,451.5
-1.8621817915996214e-10,7.441717670889989e-10,9.409631437472155e-11,-4.906168935354257e-10,-1.8095940714891855e-10,7.23156473749594e-10,True,4,1.3937294743449085e-18,1.3928784190544308e-18,0,-4,y,1.0006110047214714,-0.6969080200837129,0.0,451.5
9.656980385272573e-05,-0.0011414478228651578,-0.004071148874644623,-0.0008919561177900957,5.920648173249975e-05,-0.0006998161638200326,True,4,1.917531580554606e-05,1.916360675134057e-05,0,-3,y,1.0006110047214714,-0.5226810150627846,0.0,451.5
4.1066112257023776e-10,-6.668587855820407e-10,-1.9828576986348757e-09,1.0170676211452595e-09,1.5266463689868956e-10,-2.479069694408944e-10,True,4,5.664258753373054e-18,5.6607999778592774e-18,0,-2,y,1.0006110047214714,-0.34845401004185644,0.0,451.5
