subrun_id,candidate_id,input_polarization,status,solver_entered,failure_stage,setup_before_save,configuration_gate,error,traceback,runtime_seconds,retained_data_status
LPML_R1_GLOBAL_SOBOL_054_y,LPML_R1_GLOBAL_SOBOL_054,y,FAILED,True,SOLVER,"{'material_name': 'APCD_TIO2_NATIVE_M1', 'geometry_readback': {'J1_center_x_nm': -9.9e-08, 'J1_center_y_nm': 0.0, 'J2_center_x_nm': 9.9e-08, 'J2_center_y_nm': 0.0, 'J1_material': 'APCD_TIO2_NATIVE_M1', 'J2_material': 'APCD_TIO2_NATIVE_M1'}, 'config_readback': {'FDTD': {'x span': 4.32e-07, 'y span': 4.32e-07, 'z min': -5.000000000000001e-07, 'z max': 1.2000000000000002e-06, 'x min bc': 'Periodic', 'x max bc': 'Periodic', 'y min bc': 'Periodic', 'y max bc': 'Periodic', 'z min bc': 'PML', 'z max bc': 'PML'}, 'source': {'z': -2.5000000000000004e-07, 'wavelength start': 4.500000000000001e-07, 'wavelength stop': 4.5399999999999996e-07, 'polarization angle': 90.0, 'direction': 'Forward'}, 'T': {'z': 1.0000000000000002e-06, 'x span': 4.32e-07, 'y span': 4.32e-07}, 'field_monitor': {'z': 1.0000000000000002e-06, 'x span': 4.32e-07, 'y span': 4.32e-07}}}","{'pass': True, 'checks': {'FDTD_x_span': 4.32e-07, 'FDTD_y_span': 4.32e-07, 'source_start': 4.500000000000001e-07, 'source_stop': 4.5399999999999996e-07, 'source_pol': 90.0, 'monitor_z': 1.0000000000000002e-06, 'T_z': 1.0000000000000002e-06, 'material_1': 'APCD_TIO2_NATIVE_M1', 'material_2': 'APCD_TIO2_NATIVE_M1', 'T_override_global': 1.0, 'T_use_wavelength_spacing': 1.0, 'T_frequency_points': 9.0, 'T_use_source_limits': 1.0, 'field_override_global': 1.0, 'field_use_wavelength_spacing': 1.0, 'field_frequency_points': 9.0, 'field_use_source_limits': 1.0}, 'objects': ""ERROR:AttributeError:'FDTD' object has no attribute 'getobjectnames'"", 'expected_wavelengths_nm': [450.0, 450.5, 451.0, 451.5, 452.0, 452.5, 453.0, 453.5, 454.0], 'sampling_mode': 'wavelength_domain_uniform_via_source_limits', 'input_polarization': 'y', 'observable': 'coordinate_weighted_full_period_G0', 'normalization': 'sqrt(T)/norm(weighted Ex,Ey)'}",RuntimeError: NORMALIZATION_REVIEW_REQUIRED: negative source transmission at 450.0 nm: -8.41216338271679e-05,"Traceback (most recent call last):
  File ""D:\project\worktrees\blue_apcd_lp_stage11_4\scripts\lp_ml_broadband_recovery.py"", line 100, in run_subrun
    f.run(); rows,grid=extract_broadband(f); f.close(); f=None
  File ""D:\project\worktrees\blue_apcd_lp_stage11_4\scripts\lp_ml_broadband_recovery.py"", line 85, in extract_broadband
    raise RuntimeError(f'NORMALIZATION_REVIEW_REQUIRED: negative source transmission at {wl} nm: {t_value!r}')
RuntimeError: NORMALIZATION_REVIEW_REQUIRED: negative source transmission at 450.0 nm: -8.41216338271679e-05
",20.7175772190094,checkpoint_or_failure_evidence_preserved
