order,candidate_id,role,wavelength_nm,J1_side_nm,J2_length_nm,J2_width_nm,D_nm,Psi_deg,J1_center_x_nm,J1_center_y_nm,J2_center_x_nm,J2_center_y_nm,direct_gap_nm,periodic_gap_nm,exact_geometry_hash_sha256,canonical_relative_geometry_hash_sha256,symmetry_equivalence_geometry_hash_sha256,geometry,checks,status,physics_status,phase_label,full_jones_label
11,LP_5D_PHASE_REACHABILITY_V2_11,HIGH_PHASE_EXTREME,450.0,111,109,102,196.02295783912655,-0.8769077414306453,-98.0,1.5,98.0,-1.5,85.02295783912655,125.0,ac2b72fe2603d777c376ff550c877126ba5a9a495de6e542e252d0383553e645,52b141484bef01be27359e965f758310d6337f932e1bdf4d459e0ab0ac0fd373,36da5c62133425b97c1099b0809d580d64eda34c12a6aadfc8dc25801caf51d4,"{'J1_shape': 'sharp_rectangle', 'J1_side_nm': 111.0, 'J2_shape': 'sharp_rectangle', 'J2_length_nm': 109.0, 'J2_width_nm': 102.0, 'J1_center_x_nm': -98.0, 'J1_center_y_nm': 1.5, 'J2_center_x_nm': 98.0, 'J2_center_y_nm': -1.5, 'J1_rotation_deg': 0.0, 'J2_rotation_deg': 0.0, 'H_nm': 500.0, 'period_x_nm': 432.0, 'period_y_nm': 432.0, 'material': 'APCD_TIO2_NATIVE_M1', 'background': 'air', 'source': 'normal_incidence_plane_wave', 'reference_plane': 'field_monitor_z_1000_nm', 'field_monitor_z_nm': 1000.0, 'mesh': 'frozen_mesh_contract', 'boundaries': 'x/y_periodic_z_PML', 'observable': 'coordinate_weighted_full_period_G0', 'endpoint_handling': 'duplicate_endpoint_remove_then_periodic_reclosure', 'normalization': 'sqrt(T)/norm(weighted_Ex,weighted_Ey)', 'jones_convention': '[[txx,txy],[tyx,tyy]]'}","{'exact_order': True, 'within_bounds': True, 'center_quantized': True, 'gap_legal': True, 'cell_containment': True, 'no_overlap': True, 'canonical_duplicate_free': True, 'unique_in_probe': True, 'r1_quarantine_free': True, 'not_d9': True}",FROZEN_FOR_EXECUTION,ABSENT_NOT_SIMULATED,PHASE_ONLY_REACHABILITY_PHYSICS_AFTER_ACCEPTANCE,FULL_JONES_REACHABILITY_PHYSICS_AFTER_XY_ACCEPTANCE
12,LP_5D_PHASE_REACHABILITY_V2_12,HIGH_PHASE_EXTREME,450.0,111,110,98,196.02295783912655,-0.8769077414306453,-98.0,1.5,98.0,-1.5,85.02295783912655,125.0,9cac7031e71d19083c23c486c627656c1627f067b30530b81d2e4a5cb4891226,51182e5cc361aafa8682302a85abdd4f9e48857810b26785adab4cfdf5ee55b7,df2e6eaa769472bfe27011f6d96a7a5d4e5ad7b69ca2b7df92887669615f7b0d,"{'J1_shape': 'sharp_rectangle', 'J1_side_nm': 111.0, 'J2_shape': 'sharp_rectangle', 'J2_length_nm': 110.0, 'J2_width_nm': 98.0, 'J1_center_x_nm': -98.0, 'J1_center_y_nm': 1.5, 'J2_center_x_nm': 98.0, 'J2_center_y_nm': -1.5, 'J1_rotation_deg': 0.0, 'J2_rotation_deg': 0.0, 'H_nm': 500.0, 'period_x_nm': 432.0, 'period_y_nm': 432.0, 'material': 'APCD_TIO2_NATIVE_M1', 'background': 'air', 'source': 'normal_incidence_plane_wave', 'reference_plane': 'field_monitor_z_1000_nm', 'field_monitor_z_nm': 1000.0, 'mesh': 'frozen_mesh_contract', 'boundaries': 'x/y_periodic_z_PML', 'observable': 'coordinate_weighted_full_period_G0', 'endpoint_handling': 'duplicate_endpoint_remove_then_periodic_reclosure', 'normalization': 'sqrt(T)/norm(weighted_Ex,weighted_Ey)', 'jones_convention': '[[txx,txy],[tyx,tyy]]'}","{'exact_order': True, 'within_bounds': True, 'center_quantized': True, 'gap_legal': True, 'cell_containment': True, 'no_overlap': True, 'canonical_duplicate_free': True, 'unique_in_probe': True, 'r1_quarantine_free': True, 'not_d9': True}",FROZEN_FOR_EXECUTION,ABSENT_NOT_SIMULATED,PHASE_ONLY_REACHABILITY_PHYSICS_AFTER_ACCEPTANCE,FULL_JONES_REACHABILITY_PHYSICS_AFTER_XY_ACCEPTANCE
13,LP_5D_PHASE_REACHABILITY_V2_13,PHASE_PROJECTOR_TRADEOFF,450.0,109,107,98,199.01004999748125,-0.5758175932449805,-99.5,1.0,99.5,-1.0,90.01004999748125,124.0,78d3ec19841d04c39d6b4f24916f637f6dfeacaffd2b54837e9daed658de8d58,535e4f77dc29ad4d185a20ba8a94e6b941f435975355f2e4a21ee521a7159cfa,f7453aec6eec0b8053c81cbcf90d63200129719bb42fa962502bcc4cdd93c907,"{'J1_shape': 'sharp_rectangle', 'J1_side_nm': 109.0, 'J2_shape': 'sharp_rectangle', 'J2_length_nm': 107.0, 'J2_width_nm': 98.0, 'J1_center_x_nm': -99.5, 'J1_center_y_nm': 1.0, 'J2_center_x_nm': 99.5, 'J2_center_y_nm': -1.0, 'J1_rotation_deg': 0.0, 'J2_rotation_deg': 0.0, 'H_nm': 500.0, 'period_x_nm': 432.0, 'period_y_nm': 432.0, 'material': 'APCD_TIO2_NATIVE_M1', 'background': 'air', 'source': 'normal_incidence_plane_wave', 'reference_plane': 'field_monitor_z_1000_nm', 'field_monitor_z_nm': 1000.0, 'mesh': 'frozen_mesh_contract', 'boundaries': 'x/y_periodic_z_PML', 'observable': 'coordinate_weighted_full_period_G0', 'endpoint_handling': 'duplicate_endpoint_remove_then_periodic_reclosure', 'normalization': 'sqrt(T)/norm(weighted_Ex,weighted_Ey)', 'jones_convention': '[[txx,txy],[tyx,tyy]]'}","{'exact_order': True, 'within_bounds': True, 'center_quantized': True, 'gap_legal': True, 'cell_containment': True, 'no_overlap': True, 'canonical_duplicate_free': True, 'unique_in_probe': True, 'r1_quarantine_free': True, 'not_d9': True}",FROZEN_FOR_EXECUTION,ABSENT_NOT_SIMULATED,PHASE_ONLY_REACHABILITY_PHYSICS_AFTER_ACCEPTANCE,FULL_JONES_REACHABILITY_PHYSICS_AFTER_XY_ACCEPTANCE
14,LP_5D_PHASE_REACHABILITY_V2_14,PHASE_PROJECTOR_TRADEOFF,450.0,109,107,99,199.01004999748125,-0.5758175932449805,-99.5,1.0,99.5,-1.0,90.01004999748125,124.0,5f009062e5bd59371d163d281cf878280480a33ac27c0c341878efd9a19ec054,2fc90fe0793534e81773789e9b7e9cabd207f927ee59987893acc6f45ba1569b,8370295b074329594b003703fb3dbb23faa2f72545279af30a0f9f5bd13079b6,"{'J1_shape': 'sharp_rectangle', 'J1_side_nm': 109.0, 'J2_shape': 'sharp_rectangle', 'J2_length_nm': 107.0, 'J2_width_nm': 99.0, 'J1_center_x_nm': -99.5, 'J1_center_y_nm': 1.0, 'J2_center_x_nm': 99.5, 'J2_center_y_nm': -1.0, 'J1_rotation_deg': 0.0, 'J2_rotation_deg': 0.0, 'H_nm': 500.0, 'period_x_nm': 432.0, 'period_y_nm': 432.0, 'material': 'APCD_TIO2_NATIVE_M1', 'background': 'air', 'source': 'normal_incidence_plane_wave', 'reference_plane': 'field_monitor_z_1000_nm', 'field_monitor_z_nm': 1000.0, 'mesh': 'frozen_mesh_contract', 'boundaries': 'x/y_periodic_z_PML', 'observable': 'coordinate_weighted_full_period_G0', 'endpoint_handling': 'duplicate_endpoint_remove_then_periodic_reclosure', 'normalization': 'sqrt(T)/norm(weighted_Ex,weighted_Ey)', 'jones_convention': '[[txx,txy],[tyx,tyy]]'}","{'exact_order': True, 'within_bounds': True, 'center_quantized': True, 'gap_legal': True, 'cell_containment': True, 'no_overlap': True, 'canonical_duplicate_free': True, 'unique_in_probe': True, 'r1_quarantine_free': True, 'not_d9': True}",FROZEN_FOR_EXECUTION,ABSENT_NOT_SIMULATED,PHASE_ONLY_REACHABILITY_PHYSICS_AFTER_ACCEPTANCE,FULL_JONES_REACHABILITY_PHYSICS_AFTER_XY_ACCEPTANCE
15,LP_5D_PHASE_REACHABILITY_V2_15,PHASE_PROJECTOR_TRADEOFF,450.0,109,107,100,199.01004999748125,-0.5758175932449805,-99.5,1.0,99.5,-1.0,90.01004999748125,124.0,9d98dab183d29ac7bfb42fe83eb51d42a92db61ca96533955e088dc27686c6b7,5abb9c75b1df0f404595edcc2e5cbc9b1acdd43651cd36dfc72f6b5b081e2063,d613e795ffb3c861d8dc04d849e14c47c7df8dc44240280933b08891a9781d9a,"{'J1_shape': 'sharp_rectangle', 'J1_side_nm': 109.0, 'J2_shape': 'sharp_rectangle', 'J2_length_nm': 107.0, 'J2_width_nm': 100.0, 'J1_center_x_nm': -99.5, 'J1_center_y_nm': 1.0, 'J2_center_x_nm': 99.5, 'J2_center_y_nm': -1.0, 'J1_rotation_deg': 0.0, 'J2_rotation_deg': 0.0, 'H_nm': 500.0, 'period_x_nm': 432.0, 'period_y_nm': 432.0, 'material': 'APCD_TIO2_NATIVE_M1', 'background': 'air', 'source': 'normal_incidence_plane_wave', 'reference_plane': 'field_monitor_z_1000_nm', 'field_monitor_z_nm': 1000.0, 'mesh': 'frozen_mesh_contract', 'boundaries': 'x/y_periodic_z_PML', 'observable': 'coordinate_weighted_full_period_G0', 'endpoint_handling': 'duplicate_endpoint_remove_then_periodic_reclosure', 'normalization': 'sqrt(T)/norm(weighted_Ex,weighted_Ey)', 'jones_convention': '[[txx,txy],[tyx,tyy]]'}","{'exact_order': True, 'within_bounds': True, 'center_quantized': True, 'gap_legal': True, 'cell_containment': True, 'no_overlap': True, 'canonical_duplicate_free': True, 'unique_in_probe': True, 'r1_quarantine_free': True, 'not_d9': True}",FROZEN_FOR_EXECUTION,ABSENT_NOT_SIMULATED,PHASE_ONLY_REACHABILITY_PHYSICS_AFTER_ACCEPTANCE,FULL_JONES_REACHABILITY_PHYSICS_AFTER_XY_ACCEPTANCE
16,LP_5D_PHASE_REACHABILITY_V2_16,PHASE_PROJECTOR_TRADEOFF,450.0,109,107,101,199.01004999748125,-0.5758175932449805,-99.5,1.0,99.5,-1.0,90.01004999748125,124.0,70e7cf8ad86e38393e465a07236c3f497547c9fa6b57f6f07ea69a028736f307,b9e069a9dcd1e5b269c0a25bd4de43eb9e6138eb09b97e010a44475e797c936a,67c9aed7d33264e79c855ad171a1acd8346b87cac128abf89311a23096c50941,"{'J1_shape': 'sharp_rectangle', 'J1_side_nm': 109.0, 'J2_shape': 'sharp_rectangle', 'J2_length_nm': 107.0, 'J2_width_nm': 101.0, 'J1_center_x_nm': -99.5, 'J1_center_y_nm': 1.0, 'J2_center_x_nm': 99.5, 'J2_center_y_nm': -1.0, 'J1_rotation_deg': 0.0, 'J2_rotation_deg': 0.0, 'H_nm': 500.0, 'period_x_nm': 432.0, 'period_y_nm': 432.0, 'material': 'APCD_TIO2_NATIVE_M1', 'background': 'air', 'source': 'normal_incidence_plane_wave', 'reference_plane': 'field_monitor_z_1000_nm', 'field_monitor_z_nm': 1000.0, 'mesh': 'frozen_mesh_contract', 'boundaries': 'x/y_periodic_z_PML', 'observable': 'coordinate_weighted_full_period_G0', 'endpoint_handling': 'duplicate_endpoint_remove_then_periodic_reclosure', 'normalization': 'sqrt(T)/norm(weighted_Ex,weighted_Ey)', 'jones_convention': '[[txx,txy],[tyx,tyy]]'}","{'exact_order': True, 'within_bounds': True, 'center_quantized': True, 'gap_legal': True, 'cell_containment': True, 'no_overlap': True, 'canonical_duplicate_free': True, 'unique_in_probe': True, 'r1_quarantine_free': True, 'not_d9': True}",FROZEN_FOR_EXECUTION,ABSENT_NOT_SIMULATED,PHASE_ONLY_REACHABILITY_PHYSICS_AFTER_ACCEPTANCE,FULL_JONES_REACHABILITY_PHYSICS_AFTER_XY_ACCEPTANCE
17,LP_5D_PHASE_REACHABILITY_V2_17,5D_BOUNDARY_SPARSE_REGION,450.0,108,106,98,196.01020381602586,-0.5846305207051778,-98.0,1.0,98.0,-1.0,88.01020381602586,128.0,1afad0e6daeee2cfdbe3e7ace1535167889d4f4a9a44e35c9d6abb1c6636349d,a5109b310f76db3f03cf4f4eeb1010926eaeff7b3f81a638ec6021b077860949,3cba9c4828d2f07f37a87fc298a44044e775cfdc911b69b1b487d6602d0f1af1,"{'J1_shape': 'sharp_rectangle', 'J1_side_nm': 108.0, 'J2_shape': 'sharp_rectangle', 'J2_length_nm': 106.0, 'J2_width_nm': 98.0, 'J1_center_x_nm': -98.0, 'J1_center_y_nm': 1.0, 'J2_center_x_nm': 98.0, 'J2_center_y_nm': -1.0, 'J1_rotation_deg': 0.0, 'J2_rotation_deg': 0.0, 'H_nm': 500.0, 'period_x_nm': 432.0, 'period_y_nm': 432.0, 'material': 'APCD_TIO2_NATIVE_M1', 'background': 'air', 'source': 'normal_incidence_plane_wave', 'reference_plane': 'field_monitor_z_1000_nm', 'field_monitor_z_nm': 1000.0, 'mesh': 'frozen_mesh_contract', 'boundaries': 'x/y_periodic_z_PML', 'observable': 'coordinate_weighted_full_period_G0', 'endpoint_handling': 'duplicate_endpoint_remove_then_periodic_reclosure', 'normalization': 'sqrt(T)/norm(weighted_Ex,weighted_Ey)', 'jones_convention': '[[txx,txy],[tyx,tyy]]'}","{'exact_order': True, 'within_bounds': True, 'center_quantized': True, 'gap_legal': True, 'cell_containment': True, 'no_overlap': True, 'canonical_duplicate_free': True, 'unique_in_probe': True, 'r1_quarantine_free': True, 'not_d9': True}",FROZEN_FOR_EXECUTION,ABSENT_NOT_SIMULATED,PHASE_ONLY_REACHABILITY_PHYSICS_AFTER_ACCEPTANCE,FULL_JONES_REACHABILITY_PHYSICS_AFTER_XY_ACCEPTANCE
18,LP_5D_PHASE_REACHABILITY_V2_18,5D_BOUNDARY_SPARSE_REGION,450.0,108,106,99,196.01020381602586,-0.5846305207051778,-98.0,1.0,98.0,-1.0,88.01020381602586,128.0,0a3efb36df9c367b6732548a8383fb3d0ddb8c3e0f040c054e36fd0cc9369133,5c8fd260fe480be73a4032da48fe9fdd7c809eeb1383f162a77955ffae2ca715,fe6a87afaef350acf1a74498f5b3902a0821d5542dc7b923f94e3eecb9f2c71d,"{'J1_shape': 'sharp_rectangle', 'J1_side_nm': 108.0, 'J2_shape': 'sharp_rectangle', 'J2_length_nm': 106.0, 'J2_width_nm': 99.0, 'J1_center_x_nm': -98.0, 'J1_center_y_nm': 1.0, 'J2_center_x_nm': 98.0, 'J2_center_y_nm': -1.0, 'J1_rotation_deg': 0.0, 'J2_rotation_deg': 0.0, 'H_nm': 500.0, 'period_x_nm': 432.0, 'period_y_nm': 432.0, 'material': 'APCD_TIO2_NATIVE_M1', 'background': 'air', 'source': 'normal_incidence_plane_wave', 'reference_plane': 'field_monitor_z_1000_nm', 'field_monitor_z_nm': 1000.0, 'mesh': 'frozen_mesh_contract', 'boundaries': 'x/y_periodic_z_PML', 'observable': 'coordinate_weighted_full_period_G0', 'endpoint_handling': 'duplicate_endpoint_remove_then_periodic_reclosure', 'normalization': 'sqrt(T)/norm(weighted_Ex,weighted_Ey)', 'jones_convention': '[[txx,txy],[tyx,tyy]]'}","{'exact_order': True, 'within_bounds': True, 'center_quantized': True, 'gap_legal': True, 'cell_containment': True, 'no_overlap': True, 'canonical_duplicate_free': True, 'unique_in_probe': True, 'r1_quarantine_free': True, 'not_d9': True}",FROZEN_FOR_EXECUTION,ABSENT_NOT_SIMULATED,PHASE_ONLY_REACHABILITY_PHYSICS_AFTER_ACCEPTANCE,FULL_JONES_REACHABILITY_PHYSICS_AFTER_XY_ACCEPTANCE
19,LP_5D_PHASE_REACHABILITY_V2_19,5D_BOUNDARY_SPARSE_REGION,450.0,108,106,100,196.01020381602586,-0.5846305207051778,-98.0,1.0,98.0,-1.0,88.01020381602586,128.0,6378cec6bf565e0513623e83bb1ffff89e31f99544878dc8caa4aa135e461045,6e7392abd2326ce4e5f9aed2484f7198426f2f35154e39c09c06cbd451d09831,6fe7adcfe1c02bea7a6a4b7f2378135dafca9bbefa2cc1176c80a228557e59ab,"{'J1_shape': 'sharp_rectangle', 'J1_side_nm': 108.0, 'J2_shape': 'sharp_rectangle', 'J2_length_nm': 106.0, 'J2_width_nm': 100.0, 'J1_center_x_nm': -98.0, 'J1_center_y_nm': 1.0, 'J2_center_x_nm': 98.0, 'J2_center_y_nm': -1.0, 'J1_rotation_deg': 0.0, 'J2_rotation_deg': 0.0, 'H_nm': 500.0, 'period_x_nm': 432.0, 'period_y_nm': 432.0, 'material': 'APCD_TIO2_NATIVE_M1', 'background': 'air', 'source': 'normal_incidence_plane_wave', 'reference_plane': 'field_monitor_z_1000_nm', 'field_monitor_z_nm': 1000.0, 'mesh': 'frozen_mesh_contract', 'boundaries': 'x/y_periodic_z_PML', 'observable': 'coordinate_weighted_full_period_G0', 'endpoint_handling': 'duplicate_endpoint_remove_then_periodic_reclosure', 'normalization': 'sqrt(T)/norm(weighted_Ex,weighted_Ey)', 'jones_convention': '[[txx,txy],[tyx,tyy]]'}","{'exact_order': True, 'within_bounds': True, 'center_quantized': True, 'gap_legal': True, 'cell_containment': True, 'no_overlap': True, 'canonical_duplicate_free': True, 'unique_in_probe': True, 'r1_quarantine_free': True, 'not_d9': True}",FROZEN_FOR_EXECUTION,ABSENT_NOT_SIMULATED,PHASE_ONLY_REACHABILITY_PHYSICS_AFTER_ACCEPTANCE,FULL_JONES_REACHABILITY_PHYSICS_AFTER_XY_ACCEPTANCE
20,LP_5D_PHASE_REACHABILITY_V2_20,5D_BOUNDARY_SPARSE_REGION,450.0,108,106,101,196.01020381602586,-0.5846305207051778,-98.0,1.0,98.0,-1.0,88.01020381602586,128.0,30a0fdb7243e390a1804168a3fbe40988c6d92f644984b62e82aeb034565bf1a,20b1fd1b603bb888bc78e06fb5065b1eedefb918733b2235c454282eb3c1f610,0be69657ee86bd2d17d9f4e51025e46a7247eadbc9ba6e33f3783a936e7f2d6b,"{'J1_shape': 'sharp_rectangle', 'J1_side_nm': 108.0, 'J2_shape': 'sharp_rectangle', 'J2_length_nm': 106.0, 'J2_width_nm': 101.0, 'J1_center_x_nm': -98.0, 'J1_center_y_nm': 1.0, 'J2_center_x_nm': 98.0, 'J2_center_y_nm': -1.0, 'J1_rotation_deg': 0.0, 'J2_rotation_deg': 0.0, 'H_nm': 500.0, 'period_x_nm': 432.0, 'period_y_nm': 432.0, 'material': 'APCD_TIO2_NATIVE_M1', 'background': 'air', 'source': 'normal_incidence_plane_wave', 'reference_plane': 'field_monitor_z_1000_nm', 'field_monitor_z_nm': 1000.0, 'mesh': 'frozen_mesh_contract', 'boundaries': 'x/y_periodic_z_PML', 'observable': 'coordinate_weighted_full_period_G0', 'endpoint_handling': 'duplicate_endpoint_remove_then_periodic_reclosure', 'normalization': 'sqrt(T)/norm(weighted_Ex,weighted_Ey)', 'jones_convention': '[[txx,txy],[tyx,tyy]]'}","{'exact_order': True, 'within_bounds': True, 'center_quantized': True, 'gap_legal': True, 'cell_containment': True, 'no_overlap': True, 'canonical_duplicate_free': True, 'unique_in_probe': True, 'r1_quarantine_free': True, 'not_d9': True}",FROZEN_FOR_EXECUTION,ABSENT_NOT_SIMULATED,PHASE_ONLY_REACHABILITY_PHYSICS_AFTER_ACCEPTANCE,FULL_JONES_REACHABILITY_PHYSICS_AFTER_XY_ACCEPTANCE
21,LP_5D_PHASE_REACHABILITY_V2_21,DISAGREEMENT_PHYSICS_CONTROL,450.0,109,107,99,198.0,0.0,-99.0,-0.0,99.0,0.0,89.0,125.0,3428df0f2763197eb57fe187c6c98e50a2c065d2eb324b9e36873b9f11364d18,5eebfab7a4c257e775c9bf9cebbf55659eec166e7412862ab0f6644154d79ff8,58c5a89e1a6d5f4071b540423dce674a27104147b8db8dae9ba8de2abc7f7d1d,"{'J1_shape': 'sharp_rectangle', 'J1_side_nm': 109.0, 'J2_shape': 'sharp_rectangle', 'J2_length_nm': 107.0, 'J2_width_nm': 99.0, 'J1_center_x_nm': -99.0, 'J1_center_y_nm': -0.0, 'J2_center_x_nm': 99.0, 'J2_center_y_nm': 0.0, 'J1_rotation_deg': 0.0, 'J2_rotation_deg': 0.0, 'H_nm': 500.0, 'period_x_nm': 432.0, 'period_y_nm': 432.0, 'material': 'APCD_TIO2_NATIVE_M1', 'background': 'air', 'source': 'normal_incidence_plane_wave', 'reference_plane': 'field_monitor_z_1000_nm', 'field_monitor_z_nm': 1000.0, 'mesh': 'frozen_mesh_contract', 'boundaries': 'x/y_periodic_z_PML', 'observable': 'coordinate_weighted_full_period_G0', 'endpoint_handling': 'duplicate_endpoint_remove_then_periodic_reclosure', 'normalization': 'sqrt(T)/norm(weighted_Ex,weighted_Ey)', 'jones_convention': '[[txx,txy],[tyx,tyy]]'}","{'exact_order': True, 'within_bounds': True, 'center_quantized': True, 'gap_legal': True, 'cell_containment': True, 'no_overlap': True, 'canonical_duplicate_free': True, 'unique_in_probe': True, 'r1_quarantine_free': True, 'not_d9': True}",FROZEN_FOR_EXECUTION,ABSENT_NOT_SIMULATED,PHASE_ONLY_REACHABILITY_PHYSICS_AFTER_ACCEPTANCE,FULL_JONES_REACHABILITY_PHYSICS_AFTER_XY_ACCEPTANCE
22,LP_5D_PHASE_REACHABILITY_V2_22,DISAGREEMENT_PHYSICS_CONTROL,450.0,109,107,100,198.0,0.0,-99.0,-0.0,99.0,0.0,89.0,125.0,e5d2fcafda6604205aba931c1198b99d0ec30e28f196be79980dc42703775392,1d5747bf68d41113ec65c3c8f8de7b3e4207b1ff921fe23fc703fcd2ecc3a981,15ac6faff826229be6c80821af65d4c13f665723de80103512c25a663faf2bd9,"{'J1_shape': 'sharp_rectangle', 'J1_side_nm': 109.0, 'J2_shape': 'sharp_rectangle', 'J2_length_nm': 107.0, 'J2_width_nm': 100.0, 'J1_center_x_nm': -99.0, 'J1_center_y_nm': -0.0, 'J2_center_x_nm': 99.0, 'J2_center_y_nm': 0.0, 'J1_rotation_deg': 0.0, 'J2_rotation_deg': 0.0, 'H_nm': 500.0, 'period_x_nm': 432.0, 'period_y_nm': 432.0, 'material': 'APCD_TIO2_NATIVE_M1', 'background': 'air', 'source': 'normal_incidence_plane_wave', 'reference_plane': 'field_monitor_z_1000_nm', 'field_monitor_z_nm': 1000.0, 'mesh': 'frozen_mesh_contract', 'boundaries': 'x/y_periodic_z_PML', 'observable': 'coordinate_weighted_full_period_G0', 'endpoint_handling': 'duplicate_endpoint_remove_then_periodic_reclosure', 'normalization': 'sqrt(T)/norm(weighted_Ex,weighted_Ey)', 'jones_convention': '[[txx,txy],[tyx,tyy]]'}","{'exact_order': True, 'within_bounds': True, 'center_quantized': True, 'gap_legal': True, 'cell_containment': True, 'no_overlap': True, 'canonical_duplicate_free': True, 'unique_in_probe': True, 'r1_quarantine_free': True, 'not_d9': True}",FROZEN_FOR_EXECUTION,ABSENT_NOT_SIMULATED,PHASE_ONLY_REACHABILITY_PHYSICS_AFTER_ACCEPTANCE,FULL_JONES_REACHABILITY_PHYSICS_AFTER_XY_ACCEPTANCE
23,LP_5D_PHASE_REACHABILITY_V2_23,DISAGREEMENT_PHYSICS_CONTROL,450.0,109,107,101,198.0,0.0,-99.0,-0.0,99.0,0.0,89.0,125.0,7afefa0ab08f643886ee8463084829663cb0cc9d2d52bc601f61294064f2dea4,4cffadccdd9e5c709d89eb332aaddea81877b87dd0f96d60ee37fc2dca924fb3,980f615455cfaae15a49a92ea6e90b4a32f865976c3117806520cb624430ada3,"{'J1_shape': 'sharp_rectangle', 'J1_side_nm': 109.0, 'J2_shape': 'sharp_rectangle', 'J2_length_nm': 107.0, 'J2_width_nm': 101.0, 'J1_center_x_nm': -99.0, 'J1_center_y_nm': -0.0, 'J2_center_x_nm': 99.0, 'J2_center_y_nm': 0.0, 'J1_rotation_deg': 0.0, 'J2_rotation_deg': 0.0, 'H_nm': 500.0, 'period_x_nm': 432.0, 'period_y_nm': 432.0, 'material': 'APCD_TIO2_NATIVE_M1', 'background': 'air', 'source': 'normal_incidence_plane_wave', 'reference_plane': 'field_monitor_z_1000_nm', 'field_monitor_z_nm': 1000.0, 'mesh': 'frozen_mesh_contract', 'boundaries': 'x/y_periodic_z_PML', 'observable': 'coordinate_weighted_full_period_G0', 'endpoint_handling': 'duplicate_endpoint_remove_then_periodic_reclosure', 'normalization': 'sqrt(T)/norm(weighted_Ex,weighted_Ey)', 'jones_convention': '[[txx,txy],[tyx,tyy]]'}","{'exact_order': True, 'within_bounds': True, 'center_quantized': True, 'gap_legal': True, 'cell_containment': True, 'no_overlap': True, 'canonical_duplicate_free': True, 'unique_in_probe': True, 'r1_quarantine_free': True, 'not_d9': True}",FROZEN_FOR_EXECUTION,ABSENT_NOT_SIMULATED,PHASE_ONLY_REACHABILITY_PHYSICS_AFTER_ACCEPTANCE,FULL_JONES_REACHABILITY_PHYSICS_AFTER_XY_ACCEPTANCE
24,LP_5D_PHASE_REACHABILITY_V2_24,DISAGREEMENT_PHYSICS_CONTROL,450.0,109,108,99,198.0,0.0,-99.0,-0.0,99.0,0.0,89.0,125.0,2936c877eb38898d4dd231e858e959efd95d8e72cc669406b36c0634e480809d,1406c83f902128cfa7eb6bd4b570a9c2146fcabb747691a6428e5222c6fa2020,5acdee4a8892748e16c3f05134912fbe029be1fea3e533eca1b588a03413eb47,"{'J1_shape': 'sharp_rectangle', 'J1_side_nm': 109.0, 'J2_shape': 'sharp_rectangle', 'J2_length_nm': 108.0, 'J2_width_nm': 99.0, 'J1_center_x_nm': -99.0, 'J1_center_y_nm': -0.0, 'J2_center_x_nm': 99.0, 'J2_center_y_nm': 0.0, 'J1_rotation_deg': 0.0, 'J2_rotation_deg': 0.0, 'H_nm': 500.0, 'period_x_nm': 432.0, 'period_y_nm': 432.0, 'material': 'APCD_TIO2_NATIVE_M1', 'background': 'air', 'source': 'normal_incidence_plane_wave', 'reference_plane': 'field_monitor_z_1000_nm', 'field_monitor_z_nm': 1000.0, 'mesh': 'frozen_mesh_contract', 'boundaries': 'x/y_periodic_z_PML', 'observable': 'coordinate_weighted_full_period_G0', 'endpoint_handling': 'duplicate_endpoint_remove_then_periodic_reclosure', 'normalization': 'sqrt(T)/norm(weighted_Ex,weighted_Ey)', 'jones_convention': '[[txx,txy],[tyx,tyy]]'}","{'exact_order': True, 'within_bounds': True, 'center_quantized': True, 'gap_legal': True, 'cell_containment': True, 'no_overlap': True, 'canonical_duplicate_free': True, 'unique_in_probe': True, 'r1_quarantine_free': True, 'not_d9': True}",FROZEN_FOR_EXECUTION,ABSENT_NOT_SIMULATED,PHASE_ONLY_REACHABILITY_PHYSICS_AFTER_ACCEPTANCE,FULL_JONES_REACHABILITY_PHYSICS_AFTER_XY_ACCEPTANCE
