candidate_id,position,cone_deg,target_LP_power_xdip,target_LP_power_ydip,leakage_LP_power_xdip,leakage_LP_power_ydip,target_LP_power_incoherent,leakage_LP_power_incoherent,LP_fraction_incoherent,target_to_leakage_ratio_incoherent,total_cone_power_incoherent,pass_center_lp_fraction_gt_0p60,notes
H500_LP_APCD_K6_XGRAD_FROZEN_STAGE12,center,5.0,2.9852629392419364e-15,2.785937548162662e-16,4.842558589384649e-16,2.0327400943199403e-15,3.2638566940582026e-15,2.5169959532584054e-15,0.5645978012557092,1.2967270328078757,5.789961509944343e-15,False,x/y dipole powers summed incoherently; no field addition; Ez included only in each total_cone_power
H500_LP_APCD_K6_XGRAD_FROZEN_STAGE12,center,10.0,7.339971438553428e-15,8.380813661244699e-16,1.3120640720975684e-15,6.958660369061855e-15,8.178052804677898e-15,8.270724441159423e-15,0.4971830235434377,0.9887952213689597,1.658674129010913e-14,False,x/y dipole powers summed incoherently; no field addition; Ez included only in each total_cone_power
H500_LP_APCD_K6_XGRAD_FROZEN_STAGE12,center,20.0,2.1462317714954676e-14,4.428900572840575e-15,4.673801680877536e-15,2.5442112537754048e-14,2.589121828779525e-14,3.011591421863158e-14,0.4622843043218509,0.8597188217443298,5.825333502934683e-14,False,x/y dipole powers summed incoherently; no field addition; Ez included only in each total_cone_power
