candidate_id,category,wavelength_nm,geometry_hash_sha256,source_polarization_x_status,source_polarization_y_status,physics_origin,model_fill,Jones_complete,txx_real,txx_imag,txy_real,txy_imag,tyx_real,tyx_imag,tyy_real,tyy_imag,Txx,Txy,Tyx,Tyy,cross_power_xy_yx,combined_leakage,target_transmission,orthogonal_rejection,sigma1,sigma2,sigma2_over_sigma1,determinant_real,determinant_imag,jones_frobenius_norm,projection_error_apcd_v1,phase_wrapped_deg,primitive_valid,manufacturing_pass,phase_unwrapped_deg,x_checkpoint_sha256,y_checkpoint_sha256
LPML_R1_GLOBAL_SOBOL_001,GLOBAL_SOBOL,450.0,7e0266a84191c1bb7f029d5e94e09c1744dae0262c18ada6857918e04995561d,ACCEPTED,ACCEPTED,PROSPECTIVE_LP_ML_ROUND1_SMOKE_FORMAL_WEIGHTED_G0,NONE,True,0.19931356368349146,0.9609709734945641,-0.0020420397556558723,-0.002815076210983921,-0.0020382710714159764,-0.00298628653996139,-0.23720120582717186,0.5913066122710161,0.9631911085673034,1.2094580437326683e-05,1.3072456259325803e-05,0.4059079217612901,2.5167036696652486e-05,0.40593308879798673,0.9631911085673034,2.3727829416897745,0.9814475552052184,0.6370909619096711,0.6491339843181502,-0.615501664077649,-0.11009988156071412,1.1700958069172327,0.2964910631038108,78.28250439014863,True,True,78.28250439014863,f9f8a3d3176822ef7bceb5cdcc45d954aa72d458e5922d9ae9ae29f6f5a95af4,740459f7abfb64d0b168a3d52beb1c21e7a3ad9f1ffa0a5b579f4ee3e6979bbd
LPML_R1_GLOBAL_SOBOL_001,GLOBAL_SOBOL,450.5,7e0266a84191c1bb7f029d5e94e09c1744dae0262c18ada6857918e04995561d,ACCEPTED,ACCEPTED,PROSPECTIVE_LP_ML_ROUND1_SMOKE_FORMAL_WEIGHTED_G0,NONE,True,0.2467468582389502,0.9634023129616454,0.0003982711365178471,-0.004509075692044728,0.0005474023322915402,-0.004523482851516099,-0.1850936322719809,0.6604972511512112,0.9890280286706407,2.0490383494771866e-05,2.0761546421358427e-05,0.4705162714859415,4.125192991613029e-05,0.4705575234158576,0.9890280286706407,2.101821731573043,0.9945652441100917,0.6858757375025973,0.689623673825742,-0.6819756729950125,-0.015339741997067804,1.2081330854200203,0.3223911902547876,75.63419663629077,True,True,75.63419663629077,f9f8a3d3176822ef7bceb5cdcc45d954aa72d458e5922d9ae9ae29f6f5a95af4,740459f7abfb64d0b168a3d52beb1c21e7a3ad9f1ffa0a5b579f4ee3e6979bbd
LPML_R1_GLOBAL_SOBOL_001,GLOBAL_SOBOL,451.0,7e0266a84191c1bb7f029d5e94e09c1744dae0262c18ada6857918e04995561d,ACCEPTED,ACCEPTED,PROSPECTIVE_LP_ML_ROUND1_SMOKE_FORMAL_WEIGHTED_G0,NONE,True,0.27387719414191597,0.9598727990647897,0.0017539666305051084,-0.001623328697463861,0.001736788489795656,-0.0015120055328003224,-0.14445994393751796,0.7120833300872179,0.996364507855523,5.711595000935158e-06,5.302594989505461e-06,0.5279313443905326,1.101418999044062e-05,0.5279423585805231,0.996364507855523,1.887260023110184,0.9981907589128501,0.7265824628058636,0.7278994083227132,-0.7230742951167834,0.05636568508531758,1.2346282300498583,0.34634913100857134,74.075145174444,True,True,74.075145174444,f9f8a3d3176822ef7bceb5cdcc45d954aa72d458e5922d9ae9ae29f6f5a95af4,740459f7abfb64d0b168a3d52beb1c21e7a3ad9f1ffa0a5b579f4ee3e6979bbd
LPML_R1_GLOBAL_SOBOL_001,GLOBAL_SOBOL,451.5,7e0266a84191c1bb7f029d5e94e09c1744dae0262c18ada6857918e04995561d,ACCEPTED,ACCEPTED,PROSPECTIVE_LP_ML_ROUND1_SMOKE_FORMAL_WEIGHTED_G0,NONE,True,0.30691306468930224,0.9376187996606455,-0.0009416958572579352,-0.00043065114557231033,-0.0010576308241202106,-0.0004916555868596357,-0.09020374561079887,0.7383479390516504,0.9733246427540495,1.0722514967595005e-06,1.3603081762194884e-06,0.5532943948240374,2.432559672978989e-06,0.5532968273837104,0.9733246427540495,1.7591364970525134,0.9865739770954141,0.7438368489500216,0.7539595268263225,-0.7199744005919083,0.14203098263692537,1.235565243173245,0.36243223235539956,71.8750486735388,True,True,71.87504867353881,f9f8a3d3176822ef7bceb5cdcc45d954aa72d458e5922d9ae9ae29f6f5a95af4,740459f7abfb64d0b168a3d52beb1c21e7a3ad9f1ffa0a5b579f4ee3e6979bbd
LPML_R1_GLOBAL_SOBOL_001,GLOBAL_SOBOL,452.0,7e0266a84191c1bb7f029d5e94e09c1744dae0262c18ada6857918e04995561d,ACCEPTED,ACCEPTED,PROSPECTIVE_LP_ML_ROUND1_SMOKE_FORMAL_WEIGHTED_G0,NONE,True,0.3550121211850938,0.923034174292522,-0.001417380760368531,-0.0028321411757014628,-0.0013527753806373132,-0.0029621331274099615,-0.019326102383187247,0.767098558643623,0.9780256931002176,1.0029991858966538e-05,1.0604233894957946e-05,0.5888136969064495,2.0634225753924485e-05,0.5888343311322034,0.9780256931002176,1.660952226103532,0.988995351163079,0.767299302495603,0.7758371175286548,-0.7149127134984954,0.2544826037851812,1.2517427947595388,0.37580531893438507,68.96254428022601,True,True,68.96254428022601,f9f8a3d3176822ef7bceb5cdcc45d954aa72d458e5922d9ae9ae29f6f5a95af4,740459f7abfb64d0b168a3d52beb1c21e7a3ad9f1ffa0a5b579f4ee3e6979bbd
LPML_R1_GLOBAL_SOBOL_001,GLOBAL_SOBOL,452.5,7e0266a84191c1bb7f029d5e94e09c1744dae0262c18ada6857918e04995561d,ACCEPTED,ACCEPTED,PROSPECTIVE_LP_ML_ROUND1_SMOKE_FORMAL_WEIGHTED_G0,NONE,True,0.3907061046983757,0.9208447937916749,0.0011080967132271278,-0.002686573728474675,0.001214104075078287,-0.002629637819507955,0.040361307928031755,0.799949464484184,1.0006063945018107,8.44555672439508e-06,8.389043766908255e-06,0.6415481809061941,1.6834600491303334e-05,0.6415650155066854,1.0006063945018107,1.5596336619314677,1.0003320631762154,0.8009414294379533,0.8006755545701848,-0.7208541708944602,0.3497178151734544,1.2814723602202647,0.3906809067534345,67.00892740203687,True,True,67.00892740203687,f9f8a3d3176822ef7bceb5cdcc45d954aa72d458e5922d9ae9ae29f6f5a95af4,740459f7abfb64d0b168a3d52beb1c21e7a3ad9f1ffa0a5b579f4ee3e6979bbd
LPML_R1_GLOBAL_SOBOL_001,GLOBAL_SOBOL,453.0,7e0266a84191c1bb7f029d5e94e09c1744dae0262c18ada6857918e04995561d,ACCEPTED,ACCEPTED,PROSPECTIVE_LP_ML_ROUND1_SMOKE_FORMAL_WEIGHTED_G0,NONE,True,0.4138664715615846,0.903966625543709,0.0007919375742022718,-0.0003351026462434148,0.0007139962842466185,-0.00026597672309666145,0.08985677846908895,0.8119394935076676,0.9884411163797162,7.39458904952718e-07,5.805343111472161e-07,0.6673199817543308,1.319993216099934e-06,0.667321301747547,0.9884411163797162,1.4812071992775249,0.9942041758250163,0.8168968569527997,0.8216590483286973,-0.6967779725518833,0.4172625120134547,1.2867643211277127,0.4030296221497257,65.40009236852711,True,True,65.40009236852711,f9f8a3d3176822ef7bceb5cdcc45d954aa72d458e5922d9ae9ae29f6f5a95af4,740459f7abfb64d0b168a3d52beb1c21e7a3ad9f1ffa0a5b579f4ee3e6979bbd
LPML_R1_GLOBAL_SOBOL_001,GLOBAL_SOBOL,453.5,7e0266a84191c1bb7f029d5e94e09c1744dae0262c18ada6857918e04995561d,ACCEPTED,ACCEPTED,PROSPECTIVE_LP_ML_ROUND1_SMOKE_FORMAL_WEIGHTED_G0,NONE,True,0.45184601289263165,0.8770520389372068,-0.0009369430609518008,-0.001106266580197031,-0.0009952290739472386,-0.0012158472263558504,0.15261343178048728,0.8098406766156462,0.97338509837088,2.101688045926564e-06,2.468765387467093e-06,0.679132781061105,4.5704534333936565e-06,0.6791373515145384,0.97338509837088,1.4332669175096058,0.9866152359272355,0.8240830213768899,0.8352628171228317,-0.6413142333979867,0.4997709621510455,1.285504745181992,0.41097012119964116,62.743054376093966,True,True,62.743054376093966,f9f8a3d3176822ef7bceb5cdcc45d954aa72d458e5922d9ae9ae29f6f5a95af4,740459f7abfb64d0b168a3d52beb1c21e7a3ad9f1ffa0a5b579f4ee3e6979bbd
LPML_R1_GLOBAL_SOBOL_001,GLOBAL_SOBOL,454.0,7e0266a84191c1bb7f029d5e94e09c1744dae0262c18ada6857918e04995561d,ACCEPTED,ACCEPTED,PROSPECTIVE_LP_ML_ROUND1_SMOKE_FORMAL_WEIGHTED_G0,NONE,True,0.49477031227760504,0.8659405746059858,0.0004966942855676393,-0.0025616988653947128,0.0006087417442850186,-0.0026200606109277663,0.2192999414453091,0.8166195285671843,0.9946507406602236,6.809006290280106e-06,7.235284116170346e-06,0.7149599187552066,1.4044290406450453e-05,0.714973963045613,0.9946507406602236,1.3911705769301814,0.9973544809294458,0.845522763191975,0.8477655431036143,-0.5986344738428322,0.5939426772495553,1.3075261770633262,0.41820521281414147,60.25775603247757,True,True,60.25775603247757,f9f8a3d3176822ef7bceb5cdcc45d954aa72d458e5922d9ae9ae29f6f5a95af4,740459f7abfb64d0b168a3d52beb1c21e7a3ad9f1ffa0a5b579f4ee3e6979bbd
LPML_R1_GLOBAL_SOBOL_002,GLOBAL_SOBOL,450.0,c4a870c85d7e72817465811491a3316fcabd28c16794fde9ffb73276ee150aac,ACCEPTED,ACCEPTED,PROSPECTIVE_LP_ML_ROUND1_SMOKE_FORMAL_WEIGHTED_G0,NONE,True,0.10506126278404905,0.9869555526979165,-1.1821801928845506e-09,-3.6200298351861617e-09,1.6117579701044343e-09,-4.974521271194934e-09,-0.29106020807855326,0.19530259115222837,0.9851191319390287,1.45021660160865e-17,2.734362563176603e-17,0.12285914683750519,4.184579164785253e-17,0.12285914683750523,0.9851191319390287,8.018280749108223,0.9925316780531636,0.35051269140718017,0.3531501302756459,-0.22333412980090364,-0.26674475168108913,1.05260547156878,0.11088588033798841,83.9237554992942,True,True,83.9237554992942,ddb5ad765919bf80830de9ab4760fd24e9657aa8b4585102df77306e375c0888,5f6b0c9990a3ba7630ce7e4f3f5ded455f143e75e35b01aa68eec07be59770ce
