candidate_id,position,order_id,order_center_ux,order_center_theta_x_deg,cone_deg,target_LP_power_xdip,target_LP_power_ydip,leakage_LP_power_xdip,leakage_LP_power_ydip,target_LP_power_incoherent,leakage_LP_power_incoherent,LP_fraction_incoherent,target_to_leakage_ratio_incoherent,total_vector_power_incoherent,pass_lp_fraction_gt_0p60,failed_lp_fraction_lt_0p50,notes
H500_LP_APCD_K6_XGRAD_FROZEN_STAGE12,center,zero_order,0.0,0.0,3.0,1.5355410879812512e-15,1.2098092984368788e-16,1.731494184174321e-16,7.086088628671685e-16,1.656522017824939e-15,8.817582812846006e-16,0.6526158747739829,1.8786577375963107,2.5397221179303775e-15,True,False,independent center_x/center_y powers summed incoherently; no field addition
H500_LP_APCD_K6_XGRAD_FROZEN_STAGE12,center,zero_order,0.0,0.0,5.0,2.9852629392419364e-15,2.785937548162662e-16,4.842558589384649e-16,2.0327400943199403e-15,3.2638566940582026e-15,2.5169959532584054e-15,0.5645978012557092,1.2967270328078757,5.789961509944342e-15,False,False,independent center_x/center_y powers summed incoherently; no field addition
H500_LP_APCD_K6_XGRAD_FROZEN_STAGE12,center,zero_order,0.0,0.0,10.0,7.339971438553428e-15,8.380813661244699e-16,1.3120640720975684e-15,6.958660369061855e-15,8.178052804677898e-15,8.270724441159423e-15,0.4971830235434377,0.9887952213689597,1.658674129010913e-14,False,True,independent center_x/center_y powers summed incoherently; no field addition
H500_LP_APCD_K6_XGRAD_FROZEN_STAGE12,center,plus_target_order,0.1736481777617225,10.000000005514975,3.0,4.647525547421962e-16,6.080371632565301e-17,1.329979891730232e-16,2.285183349143286e-16,5.255562710678491e-16,3.615163240873518e-16,0.5924613993693476,1.453755296927784,9.056865570356999e-16,False,False,independent center_x/center_y powers summed incoherently; no field addition
H500_LP_APCD_K6_XGRAD_FROZEN_STAGE12,center,plus_target_order,0.1736481777617225,10.000000005514975,5.0,1.059505230551244e-15,1.738151435749e-16,3.3624265685056684e-16,5.57654287251977e-16,1.2333203741261439e-15,8.938969441025439e-16,0.5797810893872927,1.3797120375709249,2.164514916102832e-15,False,False,independent center_x/center_y powers summed incoherently; no field addition
H500_LP_APCD_K6_XGRAD_FROZEN_STAGE12,center,plus_target_order,0.1736481777617225,10.000000005514975,10.0,3.657620191081421e-15,8.751611325137862e-16,1.600393256341453e-15,2.2007493280618944e-15,4.532781323595207e-15,3.801142584403347e-15,0.5438952135433864,1.1924786358169994,8.487045714511059e-15,False,False,independent center_x/center_y powers summed incoherently; no field addition
H500_LP_APCD_K6_XGRAD_FROZEN_STAGE12,center,minus_target_order,-0.1736481777617225,-10.000000005514975,3.0,1.0692949848829937e-15,3.4390321057369134e-17,3.8831379937191195e-17,6.413196976842941e-16,1.1036853059403629e-15,6.801510776214853e-16,0.618714427012973,1.6227061049436151,1.815820585883608e-15,True,False,independent center_x/center_y powers summed incoherently; no field addition
H500_LP_APCD_K6_XGRAD_FROZEN_STAGE12,center,minus_target_order,-0.1736481777617225,-10.000000005514975,5.0,3.002128447542664e-15,1.640815234049041e-16,1.9706197966845863e-16,1.8608043511614093e-15,3.166209970947568e-15,2.0578663308298678e-15,0.6060803457005977,1.5385887428707494,5.312497307713531e-15,True,False,independent center_x/center_y powers summed incoherently; no field addition
H500_LP_APCD_K6_XGRAD_FROZEN_STAGE12,center,minus_target_order,-0.1736481777617225,-10.000000005514975,10.0,8.309734892476727e-15,8.695888589567278e-16,1.168120300442757e-15,8.432472406234576e-15,9.179323751433455e-15,9.600592706677332e-15,0.48878405672933817,0.9561205262930403,1.922291442317827e-14,False,True,independent center_x/center_y powers summed incoherently; no field addition
