case_id,candidate_id,component,peak_ux,peak_uy,peak_theta_x_deg,peak_theta_y_deg,peak_polar_angle_deg,nearest_expected_order,nearest_order_angular_distance_deg,peak_close_to,peak_value,steering_present_within_3deg,notes
center_x,H500_LP_APCD_K6_XGRAD_FROZEN_STAGE12,Ex_target,-0.33999999999999997,-0.11999999999999995,-19.876874070078827,-6.8921025793463775,21.134292214786235,other,12.147831986605695,other,2.712601347340163e-13,False,global propagating-region peak on the sampled ux/uy grid
center_x,H500_LP_APCD_K6_XGRAD_FROZEN_STAGE12,Ey_leakage,0.38,-0.25999999999999995,22.3336826578053,-15.07006214488883,27.415153538072133,other,19.915857216242305,other,1.024748405710732e-13,False,global propagating-region peak on the sampled ux/uy grid
center_x,H500_LP_APCD_K6_XGRAD_FROZEN_STAGE12,transverse_total,0.0,0.020000000000000035,0.0,1.1459919983885944,1.1459919983885944,zero_order,1.1459919983885607,0deg,2.8059596167204403e-13,False,global propagating-region peak on the sampled ux/uy grid
center_x,H500_LP_APCD_K6_XGRAD_FROZEN_STAGE12,vector_total,-0.36,-0.11999999999999995,-21.10019602409302,-6.8921025793463775,22.301062658123236,other,13.179607036524859,other,3.1447573440426293e-13,False,global propagating-region peak on the sampled ux/uy grid
center_y,H500_LP_APCD_K6_XGRAD_FROZEN_STAGE12,Ex_target,-0.46,0.10000000000000005,-27.38710750265391,5.739170477266789,28.08260799110064,other,18.42389278453259,other,1.035332513845436e-13,False,global propagating-region peak on the sampled ux/uy grid
center_y,H500_LP_APCD_K6_XGRAD_FROZEN_STAGE12,Ey_leakage,-0.58,0.0,-35.45054263917541,0.0,35.45054263917541,other,25.450542633660426,other,2.452051734897052e-13,False,global propagating-region peak on the sampled ux/uy grid
center_y,H500_LP_APCD_K6_XGRAD_FROZEN_STAGE12,transverse_total,-0.48,0.08000000000000002,-28.685402014118925,4.588565735785836,29.118730767602923,other,19.318849714067767,other,2.718291500220662e-13,False,global propagating-region peak on the sampled ux/uy grid
center_y,H500_LP_APCD_K6_XGRAD_FROZEN_STAGE12,vector_total,-0.48,0.08000000000000002,-28.685402014118925,4.588565735785836,29.118730767602923,other,19.318849714067767,other,2.8657183564721767e-13,False,global propagating-region peak on the sampled ux/uy grid
