wavelength_nm,frequency_hz,T,R_raw,R_total,energy_residual,ax_pillar_real,ax_pillar_imag,ax_pillar_amplitude,ax_pillar_phase_deg,ay_pillar_real,ay_pillar_imag,ay_pillar_amplitude,ay_pillar_phase_deg,txx_real,txx_imag,txx_amplitude,txx_phase_deg_wrapped,tyx_real,tyx_imag,tyx_amplitude,tyx_phase_deg_wrapped,cross_pol_fraction,x_input_reconstruction_residual
445.00000000000006,673690916853932.5,0.9880930533180492,-0.011487598165864839,0.011487598165864839,0.00041934851608596384,0.6416054763639344,-0.9699848898887569,1.1629824908022885,-56.516988273482845,-3.568414237757538e-23,-1.6916991536929677e-23,3.9491044806178795e-23,-154.63549787800616,0.6168803577661911,0.7691451946557656,0.9859643534427598,51.269212324622515,2.2897693723642168e-23,-2.442564797035836e-23,3.3480093438244667e-23,-46.8492972799008,1.1530573149292176e-45,0.03954576430944334
445.99999999999994,672180399103139.0,0.9885528373476534,-0.011092469649963578,0.011092469649963578,0.000354693002382998,0.5818676710079621,-1.0073838226409149,1.1633538381261535,-59.98915142015766,3.2512562588995483e-23,-6.524254742732283e-23,7.289483329365544e-23,-63.5113755033169,0.6224958184012536,0.7650240297808684,0.9862873871591411,50.864941503541715,4.1876387034684514e-23,4.54489480375533e-23,6.179998922976373e-23,47.34271742038246,3.926176688978478e-45,0.039383192735742534
447.00000000000006,670676639821029.0,0.9890171990631302,-0.01071019599425215,0.01071019599425215,0.0002726049426176134,0.5202801982604022,-1.0409461067971921,1.1637268932005114,-63.44344156179255,-4.676885627307361e-23,5.276960579980605e-23,7.051210685661251e-23,131.5500571295738,0.6280391077540074,0.76091328135409,0.9866215802472081,50.46457280010117,-2.4830581500932303e-23,-5.438024546463038e-23,5.97810076401184e-23,-114.54192850853251,3.671345368092332e-45,0.03922324915514841
448.0,669179593750000.0,0.9893796881371504,-0.010332439931941134,0.010332439931941134,0.0002878719309084843,0.4571383166112244,-1.0705198661899789,1.164039614627249,-66.87632577051104,-6.368413205773439e-24,-4.2085582090762495e-23,4.256469084438155e-23,-98.60474794840769,0.6334338336892629,0.7567941684646217,0.986902140581494,50.070796419408396,3.42539248015711e-23,1.1356513385808198e-23,3.608741831433399e-23,18.34237424151174,1.3370986360056505e-45,0.03906079917808225
449.0,667689216035634.8,0.989800019454802,-0.009960774561346798,0.009960774561346798,0.0002392059838511977,0.3927525155027511,-1.0961480602619937,1.1643861509181008,-70.28727456108108,1.3664555544123903e-23,-4.522566947194098e-24,1.4393529449384533e-23,-18.313028425091577,0.6387084811533952,0.7527495963927043,0.9872084272161863,49.68537524891339,-2.4662625469371893e-24,1.1951541270302026e-23,1.2203351575946572e-23,101.65962138490288,1.5280604622269887e-46,0.038901683218585004
450.00000000000006,666205462222222.1,0.9902269373304001,-0.009604225355795488,0.009604225355795488,0.0001688373138043868,0.32727526448078753,-1.1178103319285035,1.1647356081562377,-73.68089459246065,1.1607001785296533e-24,-3.031678547480285e-23,3.0338996463786605e-23,-87.80746026959405,0.6439258393060049,0.7487107404771635,0.987526333538405,49.30294681324818,2.102557359513482e-23,1.481893404096822e-23,2.5723054855809744e-23,35.17638113611476,6.784966643950653e-46,0.038745269666158544
450.9999999999999,664728288248337.1,0.9905524787972192,-0.009257116837821279,0.009257116837821279,0.0001904043649595278,0.2610007520193629,-1.1354126493855745,1.1650250112935097,-77.05414473141174,-1.8705828779279144e-23,-6.5723728919827784e-24,1.9826853400148446e-23,-160.64085676495296,0.6489959405237481,0.744662246213473,0.9877841827808337,48.92685280202746,1.3827353010227456e-23,-9.560188114135083e-24,1.6810499339612017e-23,-34.65985923151374,2.896256974722286e-46,0.0385863029544804
451.99999999999994,663257650442477.9,0.9909213439117872,-0.008919003423079205,0.008919003423079205,0.00015965266513358334,0.19422046133643575,-1.1490409368404575,1.1653397196255408,-80.40607265232896,-1.347276388063054e-24,3.1131241920806304e-23,3.116038153164367e-23,92.47806087374092,0.6539572371069758,0.7406904494698335,0.9880700430133551,48.558644430702216,-1.9805118393074655e-23,-1.7486857813228227e-23,2.642031246491542e-23,-138.55722204322794,7.149907687212848e-46,0.0384300582954904
453.0,661793505518763.8,0.9913050999233052,-0.008598321891957614,0.008598321891957614,9.657818473720811e-05,0.12708188195520984,-1.158714261381541,1.165662277098409,-83.74110577986657,-5.173649996863129e-24,5.2169778656262335e-23,5.242568511076843e-23,95.66347531551231,0.6588654619588067,0.7367206697285774,0.9883628089762966,48.19303537724437,-2.997521106525315e-23,-3.2824302418531136e-23,4.4451637851373535e-23,-132.40238352737674,2.0227524922944184e-45,0.03827668219205904
453.9999999999999,660335810572687.4,0.9915876057822246,-0.00829173978161333,0.00829173978161333,0.00012065443616206782,0.05986336247756575,-1.1643869761766763,1.165924805661576,-87.05690556320732,9.955758994543976e-24,3.927424948397191e-24,1.070242046841442e-23,21.528626874113865,0.663635308241833,0.7327454159898895,0.9885988402782137,47.83338854215623,-8.31690250752479e-24,3.630295080181631e-24,9.07468510136099e-24,156.41892097947743,8.42602869738581e-47,0.03812081572235526
455.0,658884523076923.0,0.9918942972637813,-0.007996976446768715,0.007996976446768715,0.00010872628944997437,-0.007161785595393389,-1.1661794400128405,1.166201430920738,-90.35186260004178,5.5369591038207564e-24,-1.5418305909526672e-23,1.6382370806361596e-23,-70.24597876860481,0.6683034956388254,0.7288387556812028,0.988855648750614,47.48095490810052,5.296429891974334e-24,1.2841728639330707e-23,1.3891082176951e-23,67.5868387395375,1.97336019420238e-46,0.037966881530674845
