full_path,relative_path,name,extension,is_directory,size_bytes,last_modified,depth,category,priority_name_match
F:\wc_312\al_grating_period\period_30duty_22.fsp,al_grating_period\period_30duty_22.fsp,period_30duty_22.fsp,.fsp,False,478422,2026-03-12T17:29:30,2,heavy_binary_not_opened,False
F:\wc_312\al_grating_period\period_30duty_23.fsp,al_grating_period\period_30duty_23.fsp,period_30duty_23.fsp,.fsp,False,478422,2026-03-12T17:29:31,2,heavy_binary_not_opened,False
F:\wc_312\al_grating_period\period_30duty_24.fsp,al_grating_period\period_30duty_24.fsp,period_30duty_24.fsp,.fsp,False,478422,2026-03-12T17:29:31,2,heavy_binary_not_opened,False
F:\wc_312\al_grating_period\period_30duty_25.fsp,al_grating_period\period_30duty_25.fsp,period_30duty_25.fsp,.fsp,False,478422,2026-03-12T17:29:31,2,heavy_binary_not_opened,False
F:\wc_312\al_grating_period\period_30duty_26.fsp,al_grating_period\period_30duty_26.fsp,period_30duty_26.fsp,.fsp,False,478422,2026-03-12T17:29:32,2,heavy_binary_not_opened,False
F:\wc_312\al_grating_period\period_30duty_27.fsp,al_grating_period\period_30duty_27.fsp,period_30duty_27.fsp,.fsp,False,478422,2026-03-12T17:29:32,2,heavy_binary_not_opened,False
F:\wc_312\al_grating_period\period_30duty_28.fsp,al_grating_period\period_30duty_28.fsp,period_30duty_28.fsp,.fsp,False,478422,2026-03-12T17:29:32,2,heavy_binary_not_opened,False
F:\wc_312\al_grating_period\period_30duty_29.fsp,al_grating_period\period_30duty_29.fsp,period_30duty_29.fsp,.fsp,False,478422,2026-03-12T17:29:33,2,heavy_binary_not_opened,False
F:\wc_312\al_grating_period\period_30duty_3.fsp,al_grating_period\period_30duty_3.fsp,period_30duty_3.fsp,.fsp,False,478326,2026-03-12T17:29:24,2,heavy_binary_not_opened,False
F:\wc_312\al_grating_period\period_30duty_30.fsp,al_grating_period\period_30duty_30.fsp,period_30duty_30.fsp,.fsp,False,478422,2026-03-12T17:29:33,2,heavy_binary_not_opened,False
F:\wc_312\al_grating_period\period_30duty_31.fsp,al_grating_period\period_30duty_31.fsp,period_30duty_31.fsp,.fsp,False,478422,2026-03-12T17:29:33,2,heavy_binary_not_opened,False
F:\wc_312\al_grating_period\period_30duty_4.fsp,al_grating_period\period_30duty_4.fsp,period_30duty_4.fsp,.fsp,False,478334,2026-03-12T17:29:24,2,heavy_binary_not_opened,False
F:\wc_312\al_grating_period\period_30duty_5.fsp,al_grating_period\period_30duty_5.fsp,period_30duty_5.fsp,.fsp,False,478334,2026-03-12T17:29:25,2,heavy_binary_not_opened,False
F:\wc_312\al_grating_period\period_30duty_6.fsp,al_grating_period\period_30duty_6.fsp,period_30duty_6.fsp,.fsp,False,478342,2026-03-12T17:29:25,2,heavy_binary_not_opened,False
F:\wc_312\al_grating_period\period_30duty_7.fsp,al_grating_period\period_30duty_7.fsp,period_30duty_7.fsp,.fsp,False,478334,2026-03-12T17:29:25,2,heavy_binary_not_opened,False
F:\wc_312\al_grating_period\period_30duty_8.fsp,al_grating_period\period_30duty_8.fsp,period_30duty_8.fsp,.fsp,False,478334,2026-03-12T17:29:26,2,heavy_binary_not_opened,False
F:\wc_312\al_grating_period\period_30duty_9.fsp,al_grating_period\period_30duty_9.fsp,period_30duty_9.fsp,.fsp,False,478342,2026-03-12T17:29:26,2,heavy_binary_not_opened,False
F:\wc_312\al_grating_period\period_31duty_1.fsp,al_grating_period\period_31duty_1.fsp,period_31duty_1.fsp,.fsp,False,478318,2026-03-12T17:29:33,2,heavy_binary_not_opened,False
F:\wc_312\al_grating_period\period_31duty_10.fsp,al_grating_period\period_31duty_10.fsp,period_31duty_10.fsp,.fsp,False,478350,2026-03-12T17:29:36,2,heavy_binary_not_opened,False
F:\wc_312\al_grating_period\period_31duty_11.fsp,al_grating_period\period_31duty_11.fsp,period_31duty_11.fsp,.fsp,False,478350,2026-03-12T17:29:37,2,heavy_binary_not_opened,False
F:\wc_312\al_grating_period\period_31duty_12.fsp,al_grating_period\period_31duty_12.fsp,period_31duty_12.fsp,.fsp,False,478358,2026-03-12T17:29:37,2,heavy_binary_not_opened,False
F:\wc_312\al_grating_period\period_31duty_13.fsp,al_grating_period\period_31duty_13.fsp,period_31duty_13.fsp,.fsp,False,478350,2026-03-12T17:29:37,2,heavy_binary_not_opened,False
F:\wc_312\al_grating_period\period_31duty_14.fsp,al_grating_period\period_31duty_14.fsp,period_31duty_14.fsp,.fsp,False,478350,2026-03-12T17:29:38,2,heavy_binary_not_opened,False
F:\wc_312\al_grating_period\period_31duty_15.fsp,al_grating_period\period_31duty_15.fsp,period_31duty_15.fsp,.fsp,False,478358,2026-03-12T17:29:38,2,heavy_binary_not_opened,False
F:\wc_312\al_grating_period\period_31duty_16.fsp,al_grating_period\period_31duty_16.fsp,period_31duty_16.fsp,.fsp,False,478366,2026-03-12T17:29:38,2,heavy_binary_not_opened,False
F:\wc_312\al_grating_period\period_31duty_17.fsp,al_grating_period\period_31duty_17.fsp,period_31duty_17.fsp,.fsp,False,478430,2026-03-12T17:29:39,2,heavy_binary_not_opened,False
F:\wc_312\al_grating_period\period_31duty_18.fsp,al_grating_period\period_31duty_18.fsp,period_31duty_18.fsp,.fsp,False,478430,2026-03-12T17:29:39,2,heavy_binary_not_opened,False
F:\wc_312\al_grating_period\period_31duty_19.fsp,al_grating_period\period_31duty_19.fsp,period_31duty_19.fsp,.fsp,False,478430,2026-03-12T17:29:39,2,heavy_binary_not_opened,False
F:\wc_312\al_grating_period\period_31duty_2.fsp,al_grating_period\period_31duty_2.fsp,period_31duty_2.fsp,.fsp,False,478326,2026-03-12T17:29:34,2,heavy_binary_not_opened,False
F:\wc_312\al_grating_period\period_31duty_20.fsp,al_grating_period\period_31duty_20.fsp,period_31duty_20.fsp,.fsp,False,478430,2026-03-12T17:29:40,2,heavy_binary_not_opened,False
F:\wc_312\al_grating_period\period_31duty_21.fsp,al_grating_period\period_31duty_21.fsp,period_31duty_21.fsp,.fsp,False,478430,2026-03-12T17:29:40,2,heavy_binary_not_opened,False
F:\wc_312\al_grating_period\period_31duty_22.fsp,al_grating_period\period_31duty_22.fsp,period_31duty_22.fsp,.fsp,False,478430,2026-03-12T17:29:40,2,heavy_binary_not_opened,False
F:\wc_312\al_grating_period\period_31duty_23.fsp,al_grating_period\period_31duty_23.fsp,period_31duty_23.fsp,.fsp,False,478430,2026-03-12T17:29:41,2,heavy_binary_not_opened,False
F:\wc_312\al_grating_period\period_31duty_24.fsp,al_grating_period\period_31duty_24.fsp,period_31duty_24.fsp,.fsp,False,478430,2026-03-12T17:29:41,2,heavy_binary_not_opened,False
F:\wc_312\al_grating_period\period_31duty_25.fsp,al_grating_period\period_31duty_25.fsp,period_31duty_25.fsp,.fsp,False,478430,2026-03-12T17:29:41,2,heavy_binary_not_opened,False
F:\wc_312\al_grating_period\period_31duty_26.fsp,al_grating_period\period_31duty_26.fsp,period_31duty_26.fsp,.fsp,False,478430,2026-03-12T17:29:42,2,heavy_binary_not_opened,False
F:\wc_312\al_grating_period\period_31duty_27.fsp,al_grating_period\period_31duty_27.fsp,period_31duty_27.fsp,.fsp,False,478430,2026-03-12T17:29:42,2,heavy_binary_not_opened,False
F:\wc_312\al_grating_period\period_31duty_28.fsp,al_grating_period\period_31duty_28.fsp,period_31duty_28.fsp,.fsp,False,478430,2026-03-12T17:29:42,2,heavy_binary_not_opened,False
F:\wc_312\al_grating_period\period_31duty_29.fsp,al_grating_period\period_31duty_29.fsp,period_31duty_29.fsp,.fsp,False,478430,2026-03-12T17:29:43,2,heavy_binary_not_opened,False
F:\wc_312\al_grating_period\period_31duty_3.fsp,al_grating_period\period_31duty_3.fsp,period_31duty_3.fsp,.fsp,False,478326,2026-03-12T17:29:34,2,heavy_binary_not_opened,False
F:\wc_312\al_grating_period\period_31duty_30.fsp,al_grating_period\period_31duty_30.fsp,period_31duty_30.fsp,.fsp,False,478430,2026-03-12T17:29:43,2,heavy_binary_not_opened,False
F:\wc_312\al_grating_period\period_31duty_31.fsp,al_grating_period\period_31duty_31.fsp,period_31duty_31.fsp,.fsp,False,478430,2026-03-12T17:29:43,2,heavy_binary_not_opened,False
F:\wc_312\al_grating_period\period_31duty_4.fsp,al_grating_period\period_31duty_4.fsp,period_31duty_4.fsp,.fsp,False,478334,2026-03-12T17:29:34,2,heavy_binary_not_opened,False
F:\wc_312\al_grating_period\period_31duty_5.fsp,al_grating_period\period_31duty_5.fsp,period_31duty_5.fsp,.fsp,False,478342,2026-03-12T17:29:35,2,heavy_binary_not_opened,False
F:\wc_312\al_grating_period\period_31duty_6.fsp,al_grating_period\period_31duty_6.fsp,period_31duty_6.fsp,.fsp,False,478342,2026-03-12T17:29:35,2,heavy_binary_not_opened,False
F:\wc_312\al_grating_period\period_31duty_7.fsp,al_grating_period\period_31duty_7.fsp,period_31duty_7.fsp,.fsp,False,478334,2026-03-12T17:29:35,2,heavy_binary_not_opened,False
F:\wc_312\al_grating_period\period_31duty_8.fsp,al_grating_period\period_31duty_8.fsp,period_31duty_8.fsp,.fsp,False,478334,2026-03-12T17:29:36,2,heavy_binary_not_opened,False
F:\wc_312\al_grating_period\period_31duty_9.fsp,al_grating_period\period_31duty_9.fsp,period_31duty_9.fsp,.fsp,False,478342,2026-03-12T17:29:36,2,heavy_binary_not_opened,False
F:\wc_312\al_grating_period\period_32duty_1.fsp,al_grating_period\period_32duty_1.fsp,period_32duty_1.fsp,.fsp,False,478318,2026-03-12T17:29:44,2,heavy_binary_not_opened,False
F:\wc_312\al_grating_period\period_32duty_10.fsp,al_grating_period\period_32duty_10.fsp,period_32duty_10.fsp,.fsp,False,478350,2026-03-12T17:29:46,2,heavy_binary_not_opened,False
F:\wc_312\al_grating_period\period_32duty_11.fsp,al_grating_period\period_32duty_11.fsp,period_32duty_11.fsp,.fsp,False,478358,2026-03-12T17:29:47,2,heavy_binary_not_opened,False
F:\wc_312\al_grating_period\period_32duty_12.fsp,al_grating_period\period_32duty_12.fsp,period_32duty_12.fsp,.fsp,False,478358,2026-03-12T17:29:47,2,heavy_binary_not_opened,False
F:\wc_312\al_grating_period\period_32duty_13.fsp,al_grating_period\period_32duty_13.fsp,period_32duty_13.fsp,.fsp,False,478366,2026-03-12T17:29:47,2,heavy_binary_not_opened,False
F:\wc_312\al_grating_period\period_32duty_14.fsp,al_grating_period\period_32duty_14.fsp,period_32duty_14.fsp,.fsp,False,478358,2026-03-12T17:29:48,2,heavy_binary_not_opened,False
F:\wc_312\al_grating_period\period_32duty_15.fsp,al_grating_period\period_32duty_15.fsp,period_32duty_15.fsp,.fsp,False,478358,2026-03-12T17:29:48,2,heavy_binary_not_opened,False
F:\wc_312\al_grating_period\period_32duty_16.fsp,al_grating_period\period_32duty_16.fsp,period_32duty_16.fsp,.fsp,False,478366,2026-03-12T17:29:48,2,heavy_binary_not_opened,False
F:\wc_312\al_grating_period\period_32duty_17.fsp,al_grating_period\period_32duty_17.fsp,period_32duty_17.fsp,.fsp,False,478430,2026-03-12T17:29:49,2,heavy_binary_not_opened,False
F:\wc_312\al_grating_period\period_32duty_18.fsp,al_grating_period\period_32duty_18.fsp,period_32duty_18.fsp,.fsp,False,478430,2026-03-12T17:29:49,2,heavy_binary_not_opened,False
F:\wc_312\al_grating_period\period_32duty_19.fsp,al_grating_period\period_32duty_19.fsp,period_32duty_19.fsp,.fsp,False,478430,2026-03-12T17:29:49,2,heavy_binary_not_opened,False
F:\wc_312\al_grating_period\period_32duty_2.fsp,al_grating_period\period_32duty_2.fsp,period_32duty_2.fsp,.fsp,False,478326,2026-03-12T17:29:44,2,heavy_binary_not_opened,False
F:\wc_312\al_grating_period\period_32duty_20.fsp,al_grating_period\period_32duty_20.fsp,period_32duty_20.fsp,.fsp,False,478430,2026-03-12T17:29:50,2,heavy_binary_not_opened,False
F:\wc_312\al_grating_period\period_32duty_21.fsp,al_grating_period\period_32duty_21.fsp,period_32duty_21.fsp,.fsp,False,478430,2026-03-12T17:29:50,2,heavy_binary_not_opened,False
F:\wc_312\al_grating_period\period_32duty_22.fsp,al_grating_period\period_32duty_22.fsp,period_32duty_22.fsp,.fsp,False,478430,2026-03-12T17:29:50,2,heavy_binary_not_opened,False
F:\wc_312\al_grating_period\period_32duty_23.fsp,al_grating_period\period_32duty_23.fsp,period_32duty_23.fsp,.fsp,False,478430,2026-03-12T17:29:51,2,heavy_binary_not_opened,False
F:\wc_312\al_grating_period\period_32duty_24.fsp,al_grating_period\period_32duty_24.fsp,period_32duty_24.fsp,.fsp,False,478430,2026-03-12T17:29:51,2,heavy_binary_not_opened,False
F:\wc_312\al_grating_period\period_32duty_25.fsp,al_grating_period\period_32duty_25.fsp,period_32duty_25.fsp,.fsp,False,478430,2026-03-12T17:29:51,2,heavy_binary_not_opened,False
F:\wc_312\al_grating_period\period_32duty_26.fsp,al_grating_period\period_32duty_26.fsp,period_32duty_26.fsp,.fsp,False,478430,2026-03-12T17:29:52,2,heavy_binary_not_opened,False
F:\wc_312\al_grating_period\period_32duty_27.fsp,al_grating_period\period_32duty_27.fsp,period_32duty_27.fsp,.fsp,False,478430,2026-03-12T17:29:52,2,heavy_binary_not_opened,False
F:\wc_312\al_grating_period\period_32duty_28.fsp,al_grating_period\period_32duty_28.fsp,period_32duty_28.fsp,.fsp,False,478430,2026-03-12T17:29:52,2,heavy_binary_not_opened,False
F:\wc_312\al_grating_period\period_32duty_29.fsp,al_grating_period\period_32duty_29.fsp,period_32duty_29.fsp,.fsp,False,478430,2026-03-12T17:29:53,2,heavy_binary_not_opened,False
F:\wc_312\al_grating_period\period_32duty_3.fsp,al_grating_period\period_32duty_3.fsp,period_32duty_3.fsp,.fsp,False,478326,2026-03-12T17:29:44,2,heavy_binary_not_opened,False
F:\wc_312\al_grating_period\period_32duty_30.fsp,al_grating_period\period_32duty_30.fsp,period_32duty_30.fsp,.fsp,False,478430,2026-03-12T17:29:53,2,heavy_binary_not_opened,False
F:\wc_312\al_grating_period\period_32duty_31.fsp,al_grating_period\period_32duty_31.fsp,period_32duty_31.fsp,.fsp,False,478430,2026-03-12T17:29:53,2,heavy_binary_not_opened,False
F:\wc_312\al_grating_period\period_32duty_4.fsp,al_grating_period\period_32duty_4.fsp,period_32duty_4.fsp,.fsp,False,478334,2026-03-12T17:29:44,2,heavy_binary_not_opened,False
F:\wc_312\al_grating_period\period_32duty_5.fsp,al_grating_period\period_32duty_5.fsp,period_32duty_5.fsp,.fsp,False,478342,2026-03-12T17:29:45,2,heavy_binary_not_opened,False
F:\wc_312\al_grating_period\period_32duty_6.fsp,al_grating_period\period_32duty_6.fsp,period_32duty_6.fsp,.fsp,False,478342,2026-03-12T17:29:45,2,heavy_binary_not_opened,False
F:\wc_312\al_grating_period\period_32duty_7.fsp,al_grating_period\period_32duty_7.fsp,period_32duty_7.fsp,.fsp,False,478350,2026-03-12T17:29:45,2,heavy_binary_not_opened,False
F:\wc_312\al_grating_period\period_32duty_8.fsp,al_grating_period\period_32duty_8.fsp,period_32duty_8.fsp,.fsp,False,478342,2026-03-12T17:29:46,2,heavy_binary_not_opened,False
F:\wc_312\al_grating_period\period_32duty_9.fsp,al_grating_period\period_32duty_9.fsp,period_32duty_9.fsp,.fsp,False,478342,2026-03-12T17:29:46,2,heavy_binary_not_opened,False
F:\wc_312\al_grating_period\period_33duty_1.fsp,al_grating_period\period_33duty_1.fsp,period_33duty_1.fsp,.fsp,False,478318,2026-03-12T17:29:54,2,heavy_binary_not_opened,False
F:\wc_312\al_grating_period\period_33duty_10.fsp,al_grating_period\period_33duty_10.fsp,period_33duty_10.fsp,.fsp,False,478350,2026-03-12T17:29:57,2,heavy_binary_not_opened,False
F:\wc_312\al_grating_period\period_33duty_11.fsp,al_grating_period\period_33duty_11.fsp,period_33duty_11.fsp,.fsp,False,478358,2026-03-12T17:29:57,2,heavy_binary_not_opened,False
F:\wc_312\al_grating_period\period_33duty_12.fsp,al_grating_period\period_33duty_12.fsp,period_33duty_12.fsp,.fsp,False,478366,2026-03-12T17:29:57,2,heavy_binary_not_opened,False
F:\wc_312\al_grating_period\period_33duty_13.fsp,al_grating_period\period_33duty_13.fsp,period_33duty_13.fsp,.fsp,False,478366,2026-03-12T17:29:58,2,heavy_binary_not_opened,False
F:\wc_312\al_grating_period\period_33duty_14.fsp,al_grating_period\period_33duty_14.fsp,period_33duty_14.fsp,.fsp,False,478374,2026-03-12T17:29:58,2,heavy_binary_not_opened,False
F:\wc_312\al_grating_period\period_33duty_15.fsp,al_grating_period\period_33duty_15.fsp,period_33duty_15.fsp,.fsp,False,478366,2026-03-12T17:29:58,2,heavy_binary_not_opened,False
F:\wc_312\al_grating_period\period_33duty_16.fsp,al_grating_period\period_33duty_16.fsp,period_33duty_16.fsp,.fsp,False,478366,2026-03-12T17:29:59,2,heavy_binary_not_opened,False
F:\wc_312\al_grating_period\period_33duty_17.fsp,al_grating_period\period_33duty_17.fsp,period_33duty_17.fsp,.fsp,False,478374,2026-03-12T17:29:59,2,heavy_binary_not_opened,False
F:\wc_312\al_grating_period\period_33duty_18.fsp,al_grating_period\period_33duty_18.fsp,period_33duty_18.fsp,.fsp,False,478438,2026-03-12T17:29:59,2,heavy_binary_not_opened,False
F:\wc_312\al_grating_period\period_33duty_19.fsp,al_grating_period\period_33duty_19.fsp,period_33duty_19.fsp,.fsp,False,478438,2026-03-12T17:30:00,2,heavy_binary_not_opened,False
F:\wc_312\al_grating_period\period_33duty_2.fsp,al_grating_period\period_33duty_2.fsp,period_33duty_2.fsp,.fsp,False,478326,2026-03-12T17:29:54,2,heavy_binary_not_opened,False
F:\wc_312\al_grating_period\period_33duty_20.fsp,al_grating_period\period_33duty_20.fsp,period_33duty_20.fsp,.fsp,False,478438,2026-03-12T17:30:00,2,heavy_binary_not_opened,False
F:\wc_312\al_grating_period\period_33duty_21.fsp,al_grating_period\period_33duty_21.fsp,period_33duty_21.fsp,.fsp,False,478438,2026-03-12T17:30:00,2,heavy_binary_not_opened,False
F:\wc_312\al_grating_period\period_33duty_22.fsp,al_grating_period\period_33duty_22.fsp,period_33duty_22.fsp,.fsp,False,478438,2026-03-12T17:30:01,2,heavy_binary_not_opened,False
F:\wc_312\al_grating_period\period_33duty_23.fsp,al_grating_period\period_33duty_23.fsp,period_33duty_23.fsp,.fsp,False,478438,2026-03-12T17:30:01,2,heavy_binary_not_opened,False
F:\wc_312\al_grating_period\period_33duty_24.fsp,al_grating_period\period_33duty_24.fsp,period_33duty_24.fsp,.fsp,False,478438,2026-03-12T17:30:01,2,heavy_binary_not_opened,False
F:\wc_312\al_grating_period\period_33duty_25.fsp,al_grating_period\period_33duty_25.fsp,period_33duty_25.fsp,.fsp,False,478438,2026-03-12T17:30:02,2,heavy_binary_not_opened,False
F:\wc_312\al_grating_period\period_33duty_26.fsp,al_grating_period\period_33duty_26.fsp,period_33duty_26.fsp,.fsp,False,478438,2026-03-12T17:30:02,2,heavy_binary_not_opened,False
F:\wc_312\al_grating_period\period_33duty_27.fsp,al_grating_period\period_33duty_27.fsp,period_33duty_27.fsp,.fsp,False,478438,2026-03-12T17:30:02,2,heavy_binary_not_opened,False
F:\wc_312\al_grating_period\period_33duty_28.fsp,al_grating_period\period_33duty_28.fsp,period_33duty_28.fsp,.fsp,False,478438,2026-03-12T17:30:03,2,heavy_binary_not_opened,False
F:\wc_312\al_grating_period\period_33duty_29.fsp,al_grating_period\period_33duty_29.fsp,period_33duty_29.fsp,.fsp,False,478438,2026-03-12T17:30:03,2,heavy_binary_not_opened,False
F:\wc_312\al_grating_period\period_33duty_3.fsp,al_grating_period\period_33duty_3.fsp,period_33duty_3.fsp,.fsp,False,478334,2026-03-12T17:29:54,2,heavy_binary_not_opened,False
F:\wc_312\al_grating_period\period_33duty_30.fsp,al_grating_period\period_33duty_30.fsp,period_33duty_30.fsp,.fsp,False,478438,2026-03-12T17:30:03,2,heavy_binary_not_opened,False
F:\wc_312\al_grating_period\period_33duty_31.fsp,al_grating_period\period_33duty_31.fsp,period_33duty_31.fsp,.fsp,False,478438,2026-03-12T17:30:03,2,heavy_binary_not_opened,False
F:\wc_312\al_grating_period\period_33duty_4.fsp,al_grating_period\period_33duty_4.fsp,period_33duty_4.fsp,.fsp,False,478334,2026-03-12T17:29:55,2,heavy_binary_not_opened,False
F:\wc_312\al_grating_period\period_33duty_5.fsp,al_grating_period\period_33duty_5.fsp,period_33duty_5.fsp,.fsp,False,478342,2026-03-12T17:29:55,2,heavy_binary_not_opened,False
F:\wc_312\al_grating_period\period_33duty_6.fsp,al_grating_period\period_33duty_6.fsp,period_33duty_6.fsp,.fsp,False,478350,2026-03-12T17:29:55,2,heavy_binary_not_opened,False
F:\wc_312\al_grating_period\period_33duty_7.fsp,al_grating_period\period_33duty_7.fsp,period_33duty_7.fsp,.fsp,False,478350,2026-03-12T17:29:56,2,heavy_binary_not_opened,False
F:\wc_312\al_grating_period\period_33duty_8.fsp,al_grating_period\period_33duty_8.fsp,period_33duty_8.fsp,.fsp,False,478342,2026-03-12T17:29:56,2,heavy_binary_not_opened,False
F:\wc_312\al_grating_period\period_33duty_9.fsp,al_grating_period\period_33duty_9.fsp,period_33duty_9.fsp,.fsp,False,478350,2026-03-12T17:29:56,2,heavy_binary_not_opened,False
F:\wc_312\al_grating_period\period_34duty_1.fsp,al_grating_period\period_34duty_1.fsp,period_34duty_1.fsp,.fsp,False,478318,2026-03-12T17:30:04,2,heavy_binary_not_opened,False
F:\wc_312\al_grating_period\period_34duty_10.fsp,al_grating_period\period_34duty_10.fsp,period_34duty_10.fsp,.fsp,False,478350,2026-03-12T17:30:07,2,heavy_binary_not_opened,False
F:\wc_312\al_grating_period\period_34duty_11.fsp,al_grating_period\period_34duty_11.fsp,period_34duty_11.fsp,.fsp,False,478358,2026-03-12T17:30:07,2,heavy_binary_not_opened,False
F:\wc_312\al_grating_period\period_34duty_12.fsp,al_grating_period\period_34duty_12.fsp,period_34duty_12.fsp,.fsp,False,478366,2026-03-12T17:30:07,2,heavy_binary_not_opened,False
F:\wc_312\al_grating_period\period_34duty_13.fsp,al_grating_period\period_34duty_13.fsp,period_34duty_13.fsp,.fsp,False,478366,2026-03-12T17:30:08,2,heavy_binary_not_opened,False
F:\wc_312\al_grating_period\period_34duty_14.fsp,al_grating_period\period_34duty_14.fsp,period_34duty_14.fsp,.fsp,False,478374,2026-03-12T17:30:08,2,heavy_binary_not_opened,False
F:\wc_312\al_grating_period\period_34duty_15.fsp,al_grating_period\period_34duty_15.fsp,period_34duty_15.fsp,.fsp,False,478382,2026-03-12T17:30:09,2,heavy_binary_not_opened,False
F:\wc_312\al_grating_period\period_34duty_16.fsp,al_grating_period\period_34duty_16.fsp,period_34duty_16.fsp,.fsp,False,478366,2026-03-12T17:30:09,2,heavy_binary_not_opened,False
F:\wc_312\al_grating_period\period_34duty_17.fsp,al_grating_period\period_34duty_17.fsp,period_34duty_17.fsp,.fsp,False,478374,2026-03-12T17:30:09,2,heavy_binary_not_opened,False
F:\wc_312\al_grating_period\period_34duty_18.fsp,al_grating_period\period_34duty_18.fsp,period_34duty_18.fsp,.fsp,False,478438,2026-03-12T17:30:10,2,heavy_binary_not_opened,False
F:\wc_312\al_grating_period\period_34duty_19.fsp,al_grating_period\period_34duty_19.fsp,period_34duty_19.fsp,.fsp,False,478438,2026-03-12T17:30:10,2,heavy_binary_not_opened,False
F:\wc_312\al_grating_period\period_34duty_2.fsp,al_grating_period\period_34duty_2.fsp,period_34duty_2.fsp,.fsp,False,478326,2026-03-12T17:30:04,2,heavy_binary_not_opened,False
F:\wc_312\al_grating_period\period_34duty_20.fsp,al_grating_period\period_34duty_20.fsp,period_34duty_20.fsp,.fsp,False,478438,2026-03-12T17:30:10,2,heavy_binary_not_opened,False
F:\wc_312\al_grating_period\period_34duty_21.fsp,al_grating_period\period_34duty_21.fsp,period_34duty_21.fsp,.fsp,False,478438,2026-03-12T17:30:11,2,heavy_binary_not_opened,False
F:\wc_312\al_grating_period\period_34duty_22.fsp,al_grating_period\period_34duty_22.fsp,period_34duty_22.fsp,.fsp,False,478438,2026-03-12T17:30:11,2,heavy_binary_not_opened,False
F:\wc_312\al_grating_period\period_34duty_23.fsp,al_grating_period\period_34duty_23.fsp,period_34duty_23.fsp,.fsp,False,478438,2026-03-12T17:30:11,2,heavy_binary_not_opened,False
F:\wc_312\al_grating_period\period_34duty_24.fsp,al_grating_period\period_34duty_24.fsp,period_34duty_24.fsp,.fsp,False,478438,2026-03-12T17:30:12,2,heavy_binary_not_opened,False
F:\wc_312\al_grating_period\period_34duty_25.fsp,al_grating_period\period_34duty_25.fsp,period_34duty_25.fsp,.fsp,False,478438,2026-03-12T17:30:12,2,heavy_binary_not_opened,False
F:\wc_312\al_grating_period\period_34duty_26.fsp,al_grating_period\period_34duty_26.fsp,period_34duty_26.fsp,.fsp,False,478438,2026-03-12T17:30:12,2,heavy_binary_not_opened,False
F:\wc_312\al_grating_period\period_34duty_27.fsp,al_grating_period\period_34duty_27.fsp,period_34duty_27.fsp,.fsp,False,478438,2026-03-12T17:30:13,2,heavy_binary_not_opened,False
F:\wc_312\al_grating_period\period_34duty_28.fsp,al_grating_period\period_34duty_28.fsp,period_34duty_28.fsp,.fsp,False,478438,2026-03-12T17:30:13,2,heavy_binary_not_opened,False
F:\wc_312\al_grating_period\period_34duty_29.fsp,al_grating_period\period_34duty_29.fsp,period_34duty_29.fsp,.fsp,False,478438,2026-03-12T17:30:13,2,heavy_binary_not_opened,False
F:\wc_312\al_grating_period\period_34duty_3.fsp,al_grating_period\period_34duty_3.fsp,period_34duty_3.fsp,.fsp,False,478334,2026-03-12T17:30:04,2,heavy_binary_not_opened,False
F:\wc_312\al_grating_period\period_34duty_30.fsp,al_grating_period\period_34duty_30.fsp,period_34duty_30.fsp,.fsp,False,478438,2026-03-12T17:30:14,2,heavy_binary_not_opened,False
F:\wc_312\al_grating_period\period_34duty_31.fsp,al_grating_period\period_34duty_31.fsp,period_34duty_31.fsp,.fsp,False,478438,2026-03-12T17:30:14,2,heavy_binary_not_opened,False
F:\wc_312\al_grating_period\period_34duty_4.fsp,al_grating_period\period_34duty_4.fsp,period_34duty_4.fsp,.fsp,False,478334,2026-03-12T17:30:05,2,heavy_binary_not_opened,False
F:\wc_312\al_grating_period\period_34duty_5.fsp,al_grating_period\period_34duty_5.fsp,period_34duty_5.fsp,.fsp,False,478342,2026-03-12T17:30:05,2,heavy_binary_not_opened,False
F:\wc_312\al_grating_period\period_34duty_6.fsp,al_grating_period\period_34duty_6.fsp,period_34duty_6.fsp,.fsp,False,478350,2026-03-12T17:30:05,2,heavy_binary_not_opened,False
F:\wc_312\al_grating_period\period_34duty_7.fsp,al_grating_period\period_34duty_7.fsp,period_34duty_7.fsp,.fsp,False,478350,2026-03-12T17:30:06,2,heavy_binary_not_opened,False
F:\wc_312\al_grating_period\period_34duty_8.fsp,al_grating_period\period_34duty_8.fsp,period_34duty_8.fsp,.fsp,False,478358,2026-03-12T17:30:06,2,heavy_binary_not_opened,False
F:\wc_312\al_grating_period\period_34duty_9.fsp,al_grating_period\period_34duty_9.fsp,period_34duty_9.fsp,.fsp,False,478350,2026-03-12T17:30:06,2,heavy_binary_not_opened,False
F:\wc_312\al_grating_period\period_35duty_1.fsp,al_grating_period\period_35duty_1.fsp,period_35duty_1.fsp,.fsp,False,478318,2026-03-12T17:30:14,2,heavy_binary_not_opened,False
F:\wc_312\al_grating_period\period_35duty_10.fsp,al_grating_period\period_35duty_10.fsp,period_35duty_10.fsp,.fsp,False,478358,2026-03-12T17:30:17,2,heavy_binary_not_opened,False
