full_path,relative_path,name,extension,is_directory,size_bytes,last_modified,depth,category,priority_name_match
F:\wc_312\MDC_D1\D1_11d22_13.fsp,MDC_D1\D1_11d22_13.fsp,D1_11d22_13.fsp,.fsp,False,3665934,2026-04-07T15:15:55,2,heavy_binary_not_opened,False
F:\wc_312\MDC_D1\D1_11d22_13_p0.log,MDC_D1\D1_11d22_13_p0.log,D1_11d22_13_p0.log,.log,False,4791,2026-04-07T15:15:55,2,file,False
F:\wc_312\MDC_D1\D1_11d22_14.fsp,MDC_D1\D1_11d22_14.fsp,D1_11d22_14.fsp,.fsp,False,3668926,2026-04-07T15:15:56,2,heavy_binary_not_opened,False
F:\wc_312\MDC_D1\D1_11d22_14_p0.log,MDC_D1\D1_11d22_14_p0.log,D1_11d22_14_p0.log,.log,False,4800,2026-04-07T15:15:56,2,file,False
F:\wc_312\MDC_D1\D1_11d22_15.fsp,MDC_D1\D1_11d22_15.fsp,D1_11d22_15.fsp,.fsp,False,3666956,2026-04-07T15:15:56,2,heavy_binary_not_opened,False
F:\wc_312\MDC_D1\D1_11d22_15_p0.log,MDC_D1\D1_11d22_15_p0.log,D1_11d22_15_p0.log,.log,False,4800,2026-04-07T15:15:56,2,file,False
F:\wc_312\MDC_D1\D1_11d22_16.fsp,MDC_D1\D1_11d22_16.fsp,D1_11d22_16.fsp,.fsp,False,3665012,2026-04-07T15:15:56,2,heavy_binary_not_opened,False
F:\wc_312\MDC_D1\D1_11d22_16_p0.log,MDC_D1\D1_11d22_16_p0.log,D1_11d22_16_p0.log,.log,False,4792,2026-04-07T15:15:56,2,file,False
F:\wc_312\MDC_D1\D1_11d22_17.fsp,MDC_D1\D1_11d22_17.fsp,D1_11d22_17.fsp,.fsp,False,3664590,2026-04-07T15:16:01,2,heavy_binary_not_opened,False
F:\wc_312\MDC_D1\D1_11d22_17_p0.log,MDC_D1\D1_11d22_17_p0.log,D1_11d22_17_p0.log,.log,False,4789,2026-04-07T15:16:01,2,file,False
F:\wc_312\MDC_D1\D1_11d22_18.fsp,MDC_D1\D1_11d22_18.fsp,D1_11d22_18.fsp,.fsp,False,3664212,2026-04-07T15:16:02,2,heavy_binary_not_opened,False
F:\wc_312\MDC_D1\D1_11d22_18_p0.log,MDC_D1\D1_11d22_18_p0.log,D1_11d22_18_p0.log,.log,False,4800,2026-04-07T15:16:02,2,file,False
F:\wc_312\MDC_D1\D1_11d22_19.fsp,MDC_D1\D1_11d22_19.fsp,D1_11d22_19.fsp,.fsp,False,3667358,2026-04-07T15:16:02,2,heavy_binary_not_opened,False
F:\wc_312\MDC_D1\D1_11d22_19_p0.log,MDC_D1\D1_11d22_19_p0.log,D1_11d22_19_p0.log,.log,False,4800,2026-04-07T15:16:02,2,file,False
F:\wc_312\MDC_D1\D1_11d22_1_p0.log,MDC_D1\D1_11d22_1_p0.log,D1_11d22_1_p0.log,.log,False,4790,2026-04-07T15:15:37,2,file,False
F:\wc_312\MDC_D1\D1_11d22_2.fsp,MDC_D1\D1_11d22_2.fsp,D1_11d22_2.fsp,.fsp,False,3664262,2026-04-07T15:15:37,2,heavy_binary_not_opened,False
F:\wc_312\MDC_D1\D1_11d22_20.fsp,MDC_D1\D1_11d22_20.fsp,D1_11d22_20.fsp,.fsp,False,3666924,2026-04-07T15:16:02,2,heavy_binary_not_opened,False
F:\wc_312\MDC_D1\D1_11d22_20_p0.log,MDC_D1\D1_11d22_20_p0.log,D1_11d22_20_p0.log,.log,False,4798,2026-04-07T15:16:02,2,file,False
F:\wc_312\MDC_D1\D1_11d22_21.fsp,MDC_D1\D1_11d22_21.fsp,D1_11d22_21.fsp,.fsp,False,3667924,2026-04-07T15:16:07,2,heavy_binary_not_opened,False
F:\wc_312\MDC_D1\D1_11d22_21_p0.log,MDC_D1\D1_11d22_21_p0.log,D1_11d22_21_p0.log,.log,False,4789,2026-04-07T15:16:08,2,file,False
F:\wc_312\MDC_D1\D1_11d22_22.fsp,MDC_D1\D1_11d22_22.fsp,D1_11d22_22.fsp,.fsp,False,3667542,2026-04-07T15:16:08,2,heavy_binary_not_opened,False
F:\wc_312\MDC_D1\D1_11d22_22_p0.log,MDC_D1\D1_11d22_22_p0.log,D1_11d22_22_p0.log,.log,False,4793,2026-04-07T15:16:08,2,file,False
F:\wc_312\MDC_D1\D1_11d22_23.fsp,MDC_D1\D1_11d22_23.fsp,D1_11d22_23.fsp,.fsp,False,3667164,2026-04-07T15:16:08,2,heavy_binary_not_opened,False
F:\wc_312\MDC_D1\D1_11d22_23_p0.log,MDC_D1\D1_11d22_23_p0.log,D1_11d22_23_p0.log,.log,False,4791,2026-04-07T15:16:08,2,file,False
F:\wc_312\MDC_D1\D1_11d22_24.fsp,MDC_D1\D1_11d22_24.fsp,D1_11d22_24.fsp,.fsp,False,3670156,2026-04-07T15:16:08,2,heavy_binary_not_opened,False
F:\wc_312\MDC_D1\D1_11d22_24_p0.log,MDC_D1\D1_11d22_24_p0.log,D1_11d22_24_p0.log,.log,False,4797,2026-04-07T15:16:08,2,file,False
F:\wc_312\MDC_D1\D1_11d22_25.fsp,MDC_D1\D1_11d22_25.fsp,D1_11d22_25.fsp,.fsp,False,3669774,2026-04-07T15:16:14,2,heavy_binary_not_opened,False
F:\wc_312\MDC_D1\D1_11d22_25_p0.log,MDC_D1\D1_11d22_25_p0.log,D1_11d22_25_p0.log,.log,False,4790,2026-04-07T15:16:14,2,file,False
F:\wc_312\MDC_D1\D1_11d22_26.fsp,MDC_D1\D1_11d22_26.fsp,D1_11d22_26.fsp,.fsp,False,3669389,2026-04-07T15:16:14,2,heavy_binary_not_opened,False
F:\wc_312\MDC_D1\D1_11d22_26_p0.log,MDC_D1\D1_11d22_26_p0.log,D1_11d22_26_p0.log,.log,False,4792,2026-04-07T15:16:14,2,file,False
F:\wc_312\MDC_D1\D1_11d22_2_p0.log,MDC_D1\D1_11d22_2_p0.log,D1_11d22_2_p0.log,.log,False,4791,2026-04-07T15:15:37,2,file,False
F:\wc_312\MDC_D1\D1_11d22_3.fsp,MDC_D1\D1_11d22_3.fsp,D1_11d22_3.fsp,.fsp,False,3668508,2026-04-07T15:15:37,2,heavy_binary_not_opened,False
F:\wc_312\MDC_D1\D1_11d22_3_p0.log,MDC_D1\D1_11d22_3_p0.log,D1_11d22_3_p0.log,.log,False,4792,2026-04-07T15:15:37,2,file,False
F:\wc_312\MDC_D1\D1_11d22_4.fsp,MDC_D1\D1_11d22_4.fsp,D1_11d22_4.fsp,.fsp,False,3667781,2026-04-07T15:15:37,2,heavy_binary_not_opened,False
F:\wc_312\MDC_D1\D1_11d22_4_p0.log,MDC_D1\D1_11d22_4_p0.log,D1_11d22_4_p0.log,.log,False,4798,2026-04-07T15:15:37,2,file,False
F:\wc_312\MDC_D1\D1_11d22_5.fsp,MDC_D1\D1_11d22_5.fsp,D1_11d22_5.fsp,.fsp,False,3667030,2026-04-07T15:15:43,2,heavy_binary_not_opened,False
F:\wc_312\MDC_D1\D1_11d22_5_p0.log,MDC_D1\D1_11d22_5_p0.log,D1_11d22_5_p0.log,.log,False,4790,2026-04-07T15:15:43,2,file,False
F:\wc_312\MDC_D1\D1_11d22_6.fsp,MDC_D1\D1_11d22_6.fsp,D1_11d22_6.fsp,.fsp,False,3664964,2026-04-07T15:15:43,2,heavy_binary_not_opened,False
F:\wc_312\MDC_D1\D1_11d22_6_p0.log,MDC_D1\D1_11d22_6_p0.log,D1_11d22_6_p0.log,.log,False,4799,2026-04-07T15:15:43,2,file,False
F:\wc_312\MDC_D1\D1_11d22_7.fsp,MDC_D1\D1_11d22_7.fsp,D1_11d22_7.fsp,.fsp,False,3664438,2026-04-07T15:15:43,2,heavy_binary_not_opened,False
F:\wc_312\MDC_D1\D1_11d22_7_p0.log,MDC_D1\D1_11d22_7_p0.log,D1_11d22_7_p0.log,.log,False,4792,2026-04-07T15:15:43,2,file,False
F:\wc_312\MDC_D1\D1_11d22_8.fsp,MDC_D1\D1_11d22_8.fsp,D1_11d22_8.fsp,.fsp,False,3668222,2026-04-07T15:15:43,2,heavy_binary_not_opened,False
F:\wc_312\MDC_D1\D1_11d22_8_p0.log,MDC_D1\D1_11d22_8_p0.log,D1_11d22_8_p0.log,.log,False,4789,2026-04-07T15:15:43,2,file,False
F:\wc_312\MDC_D1\D1_11d22_9.fsp,MDC_D1\D1_11d22_9.fsp,D1_11d22_9.fsp,.fsp,False,3666212,2026-04-07T15:15:49,2,heavy_binary_not_opened,False
F:\wc_312\MDC_D1\D1_11d22_9_p0.log,MDC_D1\D1_11d22_9_p0.log,D1_11d22_9_p0.log,.log,False,4790,2026-04-07T15:15:49,2,file,False
F:\wc_312\MDC_D1\D1_12d22_1.fsp,MDC_D1\D1_12d22_1.fsp,D1_12d22_1.fsp,.fsp,False,3664919,2026-04-07T15:16:14,2,heavy_binary_not_opened,False
F:\wc_312\MDC_D1\D1_12d22_10.fsp,MDC_D1\D1_12d22_10.fsp,D1_12d22_10.fsp,.fsp,False,3667024,2026-04-07T15:16:26,2,heavy_binary_not_opened,False
F:\wc_312\MDC_D1\D1_12d22_10_p0.log,MDC_D1\D1_12d22_10_p0.log,D1_12d22_10_p0.log,.log,False,4792,2026-04-07T15:16:26,2,file,False
F:\wc_312\MDC_D1\D1_12d22_11.fsp,MDC_D1\D1_12d22_11.fsp,D1_12d22_11.fsp,.fsp,False,3666454,2026-04-07T15:16:32,2,heavy_binary_not_opened,False
F:\wc_312\MDC_D1\D1_12d22_11_p0.log,MDC_D1\D1_12d22_11_p0.log,D1_12d22_11_p0.log,.log,False,4801,2026-04-07T15:16:32,2,file,False
F:\wc_312\MDC_D1\D1_12d22_12.fsp,MDC_D1\D1_12d22_12.fsp,D1_12d22_12.fsp,.fsp,False,3665982,2026-04-07T15:16:32,2,heavy_binary_not_opened,False
F:\wc_312\MDC_D1\D1_12d22_12_p0.log,MDC_D1\D1_12d22_12_p0.log,D1_12d22_12_p0.log,.log,False,4799,2026-04-07T15:16:32,2,file,False
F:\wc_312\MDC_D1\D1_12d22_13.fsp,MDC_D1\D1_12d22_13.fsp,D1_12d22_13.fsp,.fsp,False,3665456,2026-04-07T15:16:32,2,heavy_binary_not_opened,False
F:\wc_312\MDC_D1\D1_12d22_13_p0.log,MDC_D1\D1_12d22_13_p0.log,D1_12d22_13_p0.log,.log,False,4800,2026-04-07T15:16:32,2,file,False
F:\wc_312\MDC_D1\D1_12d22_14.fsp,MDC_D1\D1_12d22_14.fsp,D1_12d22_14.fsp,.fsp,False,3667432,2026-04-07T15:16:32,2,heavy_binary_not_opened,False
F:\wc_312\MDC_D1\D1_12d22_14_p0.log,MDC_D1\D1_12d22_14_p0.log,D1_12d22_14_p0.log,.log,False,4800,2026-04-07T15:16:32,2,file,False
F:\wc_312\MDC_D1\D1_12d22_15.fsp,MDC_D1\D1_12d22_15.fsp,D1_12d22_15.fsp,.fsp,False,3666918,2026-04-07T15:16:38,2,heavy_binary_not_opened,False
F:\wc_312\MDC_D1\D1_12d22_15_p0.log,MDC_D1\D1_12d22_15_p0.log,D1_12d22_15_p0.log,.log,False,4800,2026-04-07T15:16:38,2,file,False
F:\wc_312\MDC_D1\D1_12d22_16.fsp,MDC_D1\D1_12d22_16.fsp,D1_12d22_16.fsp,.fsp,False,3666446,2026-04-07T15:16:38,2,heavy_binary_not_opened,False
F:\wc_312\MDC_D1\D1_12d22_16_p0.log,MDC_D1\D1_12d22_16_p0.log,D1_12d22_16_p0.log,.log,False,4800,2026-04-07T15:16:38,2,file,False
F:\wc_312\MDC_D1\D1_12d22_17.fsp,MDC_D1\D1_12d22_17.fsp,D1_12d22_17.fsp,.fsp,False,3666032,2026-04-07T15:16:38,2,heavy_binary_not_opened,False
F:\wc_312\MDC_D1\D1_12d22_17_p0.log,MDC_D1\D1_12d22_17_p0.log,D1_12d22_17_p0.log,.log,False,4799,2026-04-07T15:16:38,2,file,False
F:\wc_312\MDC_D1\D1_12d22_18.fsp,MDC_D1\D1_12d22_18.fsp,D1_12d22_18.fsp,.fsp,False,3665590,2026-04-07T15:16:38,2,heavy_binary_not_opened,False
F:\wc_312\MDC_D1\D1_12d22_18_p0.log,MDC_D1\D1_12d22_18_p0.log,D1_12d22_18_p0.log,.log,False,4792,2026-04-07T15:16:39,2,file,False
F:\wc_312\MDC_D1\D1_12d22_19.fsp,MDC_D1\D1_12d22_19.fsp,D1_12d22_19.fsp,.fsp,False,3667336,2026-04-07T15:16:44,2,heavy_binary_not_opened,False
F:\wc_312\MDC_D1\D1_12d22_19_p0.log,MDC_D1\D1_12d22_19_p0.log,D1_12d22_19_p0.log,.log,False,4798,2026-04-07T15:16:44,2,file,False
F:\wc_312\MDC_D1\D1_12d22_1_p0.log,MDC_D1\D1_12d22_1_p0.log,D1_12d22_1_p0.log,.log,False,4792,2026-04-07T15:16:14,2,file,False
F:\wc_312\MDC_D1\D1_12d22_2.fsp,MDC_D1\D1_12d22_2.fsp,D1_12d22_2.fsp,.fsp,False,3664240,2026-04-07T15:16:14,2,heavy_binary_not_opened,False
F:\wc_312\MDC_D1\D1_12d22_20.fsp,MDC_D1\D1_12d22_20.fsp,D1_12d22_20.fsp,.fsp,False,3668358,2026-04-07T15:16:45,2,heavy_binary_not_opened,False
F:\wc_312\MDC_D1\D1_12d22_20_p0.log,MDC_D1\D1_12d22_20_p0.log,D1_12d22_20_p0.log,.log,False,4799,2026-04-07T15:16:45,2,file,False
F:\wc_312\MDC_D1\D1_12d22_21.fsp,MDC_D1\D1_12d22_21.fsp,D1_12d22_21.fsp,.fsp,False,3667902,2026-04-07T15:16:45,2,heavy_binary_not_opened,False
F:\wc_312\MDC_D1\D1_12d22_21_p0.log,MDC_D1\D1_12d22_21_p0.log,D1_12d22_21_p0.log,.log,False,4797,2026-04-07T15:16:45,2,file,False
F:\wc_312\MDC_D1\D1_12d22_22.fsp,MDC_D1\D1_12d22_22.fsp,D1_12d22_22.fsp,.fsp,False,3667528,2026-04-07T15:16:45,2,heavy_binary_not_opened,False
F:\wc_312\MDC_D1\D1_12d22_22_p0.log,MDC_D1\D1_12d22_22_p0.log,D1_12d22_22_p0.log,.log,False,4793,2026-04-07T15:16:45,2,file,False
F:\wc_312\MDC_D1\D1_12d22_23.fsp,MDC_D1\D1_12d22_23.fsp,D1_12d22_23.fsp,.fsp,False,3667166,2026-04-07T15:16:51,2,heavy_binary_not_opened,False
F:\wc_312\MDC_D1\D1_12d22_23_p0.log,MDC_D1\D1_12d22_23_p0.log,D1_12d22_23_p0.log,.log,False,4789,2026-04-07T15:16:51,2,file,False
F:\wc_312\MDC_D1\D1_12d22_24.fsp,MDC_D1\D1_12d22_24.fsp,D1_12d22_24.fsp,.fsp,False,3670166,2026-04-07T15:16:51,2,heavy_binary_not_opened,False
F:\wc_312\MDC_D1\D1_12d22_24_p0.log,MDC_D1\D1_12d22_24_p0.log,D1_12d22_24_p0.log,.log,False,4799,2026-04-07T15:16:51,2,file,False
F:\wc_312\MDC_D1\D1_12d22_25.fsp,MDC_D1\D1_12d22_25.fsp,D1_12d22_25.fsp,.fsp,False,3669752,2026-04-07T15:16:51,2,heavy_binary_not_opened,False
F:\wc_312\MDC_D1\D1_12d22_25_p0.log,MDC_D1\D1_12d22_25_p0.log,D1_12d22_25_p0.log,.log,False,4800,2026-04-07T15:16:51,2,file,False
F:\wc_312\MDC_D1\D1_12d22_26.fsp,MDC_D1\D1_12d22_26.fsp,D1_12d22_26.fsp,.fsp,False,3669375,2026-04-07T15:16:51,2,heavy_binary_not_opened,False
F:\wc_312\MDC_D1\D1_12d22_26_p0.log,MDC_D1\D1_12d22_26_p0.log,D1_12d22_26_p0.log,.log,False,4800,2026-04-07T15:16:51,2,file,False
F:\wc_312\MDC_D1\D1_12d22_2_p0.log,MDC_D1\D1_12d22_2_p0.log,D1_12d22_2_p0.log,.log,False,4791,2026-04-07T15:16:14,2,file,False
F:\wc_312\MDC_D1\D1_12d22_3.fsp,MDC_D1\D1_12d22_3.fsp,D1_12d22_3.fsp,.fsp,False,3668486,2026-04-07T15:16:20,2,heavy_binary_not_opened,False
F:\wc_312\MDC_D1\D1_12d22_3_p0.log,MDC_D1\D1_12d22_3_p0.log,D1_12d22_3_p0.log,.log,False,4799,2026-04-07T15:16:20,2,file,False
F:\wc_312\MDC_D1\D1_12d22_4.fsp,MDC_D1\D1_12d22_4.fsp,D1_12d22_4.fsp,.fsp,False,3667759,2026-04-07T15:16:20,2,heavy_binary_not_opened,False
F:\wc_312\MDC_D1\D1_12d22_4_p0.log,MDC_D1\D1_12d22_4_p0.log,D1_12d22_4_p0.log,.log,False,4800,2026-04-07T15:16:20,2,file,False
F:\wc_312\MDC_D1\D1_12d22_5.fsp,MDC_D1\D1_12d22_5.fsp,D1_12d22_5.fsp,.fsp,False,3667032,2026-04-07T15:16:20,2,heavy_binary_not_opened,False
F:\wc_312\MDC_D1\D1_12d22_5_p0.log,MDC_D1\D1_12d22_5_p0.log,D1_12d22_5_p0.log,.log,False,4792,2026-04-07T15:16:20,2,file,False
F:\wc_312\MDC_D1\D1_12d22_6.fsp,MDC_D1\D1_12d22_6.fsp,D1_12d22_6.fsp,.fsp,False,3666446,2026-04-07T15:16:20,2,heavy_binary_not_opened,False
F:\wc_312\MDC_D1\D1_12d22_6_p0.log,MDC_D1\D1_12d22_6_p0.log,D1_12d22_6_p0.log,.log,False,4792,2026-04-07T15:16:20,2,file,False
F:\wc_312\MDC_D1\D1_12d22_7.fsp,MDC_D1\D1_12d22_7.fsp,D1_12d22_7.fsp,.fsp,False,3664416,2026-04-07T15:16:26,2,heavy_binary_not_opened,False
F:\wc_312\MDC_D1\D1_12d22_7_p0.log,MDC_D1\D1_12d22_7_p0.log,D1_12d22_7_p0.log,.log,False,4797,2026-04-07T15:16:26,2,file,False
F:\wc_312\MDC_D1\D1_12d22_8.fsp,MDC_D1\D1_12d22_8.fsp,D1_12d22_8.fsp,.fsp,False,3668200,2026-04-07T15:16:26,2,heavy_binary_not_opened,False
F:\wc_312\MDC_D1\D1_12d22_8_p0.log,MDC_D1\D1_12d22_8_p0.log,D1_12d22_8_p0.log,.log,False,4793,2026-04-07T15:16:26,2,file,False
F:\wc_312\MDC_D1\D1_12d22_9.fsp,MDC_D1\D1_12d22_9.fsp,D1_12d22_9.fsp,.fsp,False,3667590,2026-04-07T15:16:26,2,heavy_binary_not_opened,False
F:\wc_312\MDC_D1\D1_12d22_9_p0.log,MDC_D1\D1_12d22_9_p0.log,D1_12d22_9_p0.log,.log,False,4792,2026-04-07T15:16:26,2,file,False
F:\wc_312\MDC_D1\D1_13d22_1.fsp,MDC_D1\D1_13d22_1.fsp,D1_13d22_1.fsp,.fsp,False,3664933,2026-04-07T15:16:57,2,heavy_binary_not_opened,False
F:\wc_312\MDC_D1\D1_13d22_10.fsp,MDC_D1\D1_13d22_10.fsp,D1_13d22_10.fsp,.fsp,False,3667046,2026-04-07T15:17:09,2,heavy_binary_not_opened,False
F:\wc_312\MDC_D1\D1_13d22_10_p0.log,MDC_D1\D1_13d22_10_p0.log,D1_13d22_10_p0.log,.log,False,4800,2026-04-07T15:17:09,2,file,False
F:\wc_312\MDC_D1\D1_13d22_11.fsp,MDC_D1\D1_13d22_11.fsp,D1_13d22_11.fsp,.fsp,False,3666468,2026-04-07T15:17:09,2,heavy_binary_not_opened,False
F:\wc_312\MDC_D1\D1_13d22_11_p0.log,MDC_D1\D1_13d22_11_p0.log,D1_13d22_11_p0.log,.log,False,4792,2026-04-07T15:17:09,2,file,False
F:\wc_312\MDC_D1\D1_13d22_12.fsp,MDC_D1\D1_13d22_12.fsp,D1_13d22_12.fsp,.fsp,False,3665988,2026-04-07T15:17:09,2,heavy_binary_not_opened,False
F:\wc_312\MDC_D1\D1_13d22_12_p0.log,MDC_D1\D1_13d22_12_p0.log,D1_13d22_12_p0.log,.log,False,4790,2026-04-07T15:17:09,2,file,False
F:\wc_312\MDC_D1\D1_13d22_13.fsp,MDC_D1\D1_13d22_13.fsp,D1_13d22_13.fsp,.fsp,False,3665462,2026-04-07T15:17:15,2,heavy_binary_not_opened,False
F:\wc_312\MDC_D1\D1_13d22_13_p0.log,MDC_D1\D1_13d22_13_p0.log,D1_13d22_13_p0.log,.log,False,4799,2026-04-07T15:17:15,2,file,False
F:\wc_312\MDC_D1\D1_13d22_14.fsp,MDC_D1\D1_13d22_14.fsp,D1_13d22_14.fsp,.fsp,False,3667422,2026-04-07T15:17:15,2,heavy_binary_not_opened,False
F:\wc_312\MDC_D1\D1_13d22_14_p0.log,MDC_D1\D1_13d22_14_p0.log,D1_13d22_14_p0.log,.log,False,4799,2026-04-07T15:17:15,2,file,False
F:\wc_312\MDC_D1\D1_13d22_15.fsp,MDC_D1\D1_13d22_15.fsp,D1_13d22_15.fsp,.fsp,False,3666932,2026-04-07T15:17:15,2,heavy_binary_not_opened,False
F:\wc_312\MDC_D1\D1_13d22_15_p0.log,MDC_D1\D1_13d22_15_p0.log,D1_13d22_15_p0.log,.log,False,4800,2026-04-07T15:17:15,2,file,False
F:\wc_312\MDC_D1\D1_13d22_16.fsp,MDC_D1\D1_13d22_16.fsp,D1_13d22_16.fsp,.fsp,False,3666468,2026-04-07T15:17:15,2,heavy_binary_not_opened,False
F:\wc_312\MDC_D1\D1_13d22_16_p0.log,MDC_D1\D1_13d22_16_p0.log,D1_13d22_16_p0.log,.log,False,4798,2026-04-07T15:17:15,2,file,False
F:\wc_312\MDC_D1\D1_13d22_17.fsp,MDC_D1\D1_13d22_17.fsp,D1_13d22_17.fsp,.fsp,False,3666038,2026-04-07T15:17:21,2,heavy_binary_not_opened,False
F:\wc_312\MDC_D1\D1_13d22_17_p0.log,MDC_D1\D1_13d22_17_p0.log,D1_13d22_17_p0.log,.log,False,4791,2026-04-07T15:17:21,2,file,False
F:\wc_312\MDC_D1\D1_13d22_18.fsp,MDC_D1\D1_13d22_18.fsp,D1_13d22_18.fsp,.fsp,False,3665596,2026-04-07T15:17:21,2,heavy_binary_not_opened,False
F:\wc_312\MDC_D1\D1_13d22_18_p0.log,MDC_D1\D1_13d22_18_p0.log,D1_13d22_18_p0.log,.log,False,4800,2026-04-07T15:17:21,2,file,False
F:\wc_312\MDC_D1\D1_13d22_19.fsp,MDC_D1\D1_13d22_19.fsp,D1_13d22_19.fsp,.fsp,False,3668806,2026-04-07T15:17:21,2,heavy_binary_not_opened,False
F:\wc_312\MDC_D1\D1_13d22_19_p0.log,MDC_D1\D1_13d22_19_p0.log,D1_13d22_19_p0.log,.log,False,4797,2026-04-07T15:17:21,2,file,False
F:\wc_312\MDC_D1\D1_13d22_1_p0.log,MDC_D1\D1_13d22_1_p0.log,D1_13d22_1_p0.log,.log,False,4797,2026-04-07T15:16:57,2,file,False
F:\wc_312\MDC_D1\D1_13d22_2.fsp,MDC_D1\D1_13d22_2.fsp,D1_13d22_2.fsp,.fsp,False,3664246,2026-04-07T15:16:57,2,heavy_binary_not_opened,False
F:\wc_312\MDC_D1\D1_13d22_20.fsp,MDC_D1\D1_13d22_20.fsp,D1_13d22_20.fsp,.fsp,False,3668372,2026-04-07T15:17:21,2,heavy_binary_not_opened,False
F:\wc_312\MDC_D1\D1_13d22_20_p0.log,MDC_D1\D1_13d22_20_p0.log,D1_13d22_20_p0.log,.log,False,4797,2026-04-07T15:17:21,2,file,False
F:\wc_312\MDC_D1\D1_13d22_21.fsp,MDC_D1\D1_13d22_21.fsp,D1_13d22_21.fsp,.fsp,False,3667924,2026-04-07T15:17:27,2,heavy_binary_not_opened,False
F:\wc_312\MDC_D1\D1_13d22_21_p0.log,MDC_D1\D1_13d22_21_p0.log,D1_13d22_21_p0.log,.log,False,4797,2026-04-07T15:17:27,2,file,False
F:\wc_312\MDC_D1\D1_13d22_22.fsp,MDC_D1\D1_13d22_22.fsp,D1_13d22_22.fsp,.fsp,False,3667558,2026-04-07T15:17:28,2,heavy_binary_not_opened,False
F:\wc_312\MDC_D1\D1_13d22_22_p0.log,MDC_D1\D1_13d22_22_p0.log,D1_13d22_22_p0.log,.log,False,4800,2026-04-07T15:17:28,2,file,False
F:\wc_312\MDC_D1\D1_13d22_23.fsp,MDC_D1\D1_13d22_23.fsp,D1_13d22_23.fsp,.fsp,False,3668580,2026-04-07T15:17:28,2,heavy_binary_not_opened,False
F:\wc_312\MDC_D1\D1_13d22_23_p0.log,MDC_D1\D1_13d22_23_p0.log,D1_13d22_23_p0.log,.log,False,4791,2026-04-07T15:17:28,2,file,False
F:\wc_312\MDC_D1\D1_13d22_24.fsp,MDC_D1\D1_13d22_24.fsp,D1_13d22_24.fsp,.fsp,False,3670172,2026-04-07T15:17:28,2,heavy_binary_not_opened,False
F:\wc_312\MDC_D1\D1_13d22_24_p0.log,MDC_D1\D1_13d22_24_p0.log,D1_13d22_24_p0.log,.log,False,4799,2026-04-07T15:17:28,2,file,False
F:\wc_312\MDC_D1\D1_13d22_25.fsp,MDC_D1\D1_13d22_25.fsp,D1_13d22_25.fsp,.fsp,False,3669758,2026-04-07T15:17:34,2,heavy_binary_not_opened,False
F:\wc_312\MDC_D1\D1_13d22_25_p0.log,MDC_D1\D1_13d22_25_p0.log,D1_13d22_25_p0.log,.log,False,4791,2026-04-07T15:17:34,2,file,False
F:\wc_312\MDC_D1\D1_13d22_26.fsp,MDC_D1\D1_13d22_26.fsp,D1_13d22_26.fsp,.fsp,False,3669397,2026-04-07T15:17:34,2,heavy_binary_not_opened,False
F:\wc_312\MDC_D1\D1_13d22_26_p0.log,MDC_D1\D1_13d22_26_p0.log,D1_13d22_26_p0.log,.log,False,4800,2026-04-07T15:17:34,2,file,False
F:\wc_312\MDC_D1\D1_13d22_2_p0.log,MDC_D1\D1_13d22_2_p0.log,D1_13d22_2_p0.log,.log,False,4791,2026-04-07T15:16:57,2,file,False
F:\wc_312\MDC_D1\D1_13d22_3.fsp,MDC_D1\D1_13d22_3.fsp,D1_13d22_3.fsp,.fsp,False,3668500,2026-04-07T15:16:57,2,heavy_binary_not_opened,False
F:\wc_312\MDC_D1\D1_13d22_3_p0.log,MDC_D1\D1_13d22_3_p0.log,D1_13d22_3_p0.log,.log,False,4798,2026-04-07T15:16:57,2,file,False
F:\wc_312\MDC_D1\D1_13d22_4.fsp,MDC_D1\D1_13d22_4.fsp,D1_13d22_4.fsp,.fsp,False,3667797,2026-04-07T15:16:57,2,heavy_binary_not_opened,False
F:\wc_312\MDC_D1\D1_13d22_4_p0.log,MDC_D1\D1_13d22_4_p0.log,D1_13d22_4_p0.log,.log,False,4799,2026-04-07T15:16:57,2,file,False
F:\wc_312\MDC_D1\D1_13d22_5.fsp,MDC_D1\D1_13d22_5.fsp,D1_13d22_5.fsp,.fsp,False,3667062,2026-04-07T15:17:03,2,heavy_binary_not_opened,False
F:\wc_312\MDC_D1\D1_13d22_5_p0.log,MDC_D1\D1_13d22_5_p0.log,D1_13d22_5_p0.log,.log,False,4799,2026-04-07T15:17:03,2,file,False
F:\wc_312\MDC_D1\D1_13d22_6.fsp,MDC_D1\D1_13d22_6.fsp,D1_13d22_6.fsp,.fsp,False,3665004,2026-04-07T15:17:03,2,heavy_binary_not_opened,False
F:\wc_312\MDC_D1\D1_13d22_6_p0.log,MDC_D1\D1_13d22_6_p0.log,D1_13d22_6_p0.log,.log,False,4799,2026-04-07T15:17:03,2,file,False
F:\wc_312\MDC_D1\D1_13d22_7.fsp,MDC_D1\D1_13d22_7.fsp,D1_13d22_7.fsp,.fsp,False,3664438,2026-04-07T15:17:03,2,heavy_binary_not_opened,False
F:\wc_312\MDC_D1\D1_13d22_7_p0.log,MDC_D1\D1_13d22_7_p0.log,D1_13d22_7_p0.log,.log,False,4799,2026-04-07T15:17:03,2,file,False
