geometry_uid,source_weighted_DoLP,source_weighted_useful_LP_power,source_weighted_target_x_fidelity,source_weighted_leakage_power,source_weighted_leakage_fraction,MDC_FWHM_DoLP,MDC_FWHM_useful_LP_power,MDC_FWHM_target_x_fidelity,MDC_FWHM_state_flip_detected,MDC_FWHM_leakage_dominant_weight_fraction,full_window_max_formal_weight,gate_checks,meets_gate_a_prime
H1C1B_V2_009,0.36999675577550056,0.3811697288724078,0.6849505481810916,0.17532260460278443,0.31504945181890825,0.4258386185715674,0.36578245500893214,0.7128685046436896,True,0.09844785659506226,0.053894065745725764,"{'DoLP_ge_0.80': False, 'useful_ge_0.35': True, 'x_fidelity_ge_0.85': False, 'no_state_flip': False, 'leakage_not_dominant': True, 'not_single_point': True}",False
H1C1B_V2_015,0.31700121951197613,0.4418973165513354,0.6584777032284771,0.22919194643318058,0.34152229677152324,0.4177868538530601,0.4276195248978037,0.7088710810637203,True,0.13416044719985176,0.053894065745725764,"{'DoLP_ge_0.80': False, 'useful_ge_0.35': True, 'x_fidelity_ge_0.85': False, 'no_state_flip': False, 'leakage_not_dominant': True, 'not_single_point': True}",False
H1C1B_V2_010,0.37772811055512595,0.3972754829592868,0.6886024765656105,0.17965459858890856,0.31139752343438987,0.4651752129571084,0.3868672557572911,0.7318914286911378,True,0.0926187914818246,0.053894065745725764,"{'DoLP_ge_0.80': False, 'useful_ge_0.35': True, 'x_fidelity_ge_0.85': False, 'no_state_flip': False, 'leakage_not_dominant': True, 'not_single_point': True}",False
