model,fold,epoch,train_loss,monitor_loss,lr,batch_device,model_device
CNN,C,78,0.004825270269066095,0.026685545220971107,0.00025,cuda:0,cuda:0
CNN,C,79,0.0049561212460199995,0.026501689106225967,0.00025,cuda:0,cuda:0
CNN,C,80,0.004545381447921197,0.026251962408423424,0.00025,cuda:0,cuda:0
CNN,C,81,0.004478490989034374,0.02609245479106903,0.00025,cuda:0,cuda:0
CNN,C,82,0.004865103323633472,0.026086263358592987,0.00025,cuda:0,cuda:0
CNN,C,83,0.004445373856772979,0.026052743196487427,0.00025,cuda:0,cuda:0
CNN,C,84,0.004627338300148646,0.02596456930041313,0.00025,cuda:0,cuda:0
CNN,C,85,0.004431499168276787,0.025671258568763733,0.00025,cuda:0,cuda:0
CNN,C,86,0.004357574973255396,0.025514893233776093,0.00025,cuda:0,cuda:0
CNN,C,87,0.004289421873788039,0.025444064289331436,0.00025,cuda:0,cuda:0
CNN,C,88,0.0042908167621741695,0.025355204939842224,0.00025,cuda:0,cuda:0
CNN,C,89,0.004483527969568968,0.02536081150174141,0.00025,cuda:0,cuda:0
CNN,C,90,0.0041607164312154055,0.025269363075494766,0.00025,cuda:0,cuda:0
CNN,C,91,0.004101783425236742,0.025135129690170288,0.00025,cuda:0,cuda:0
CNN,C,92,0.004143979089955489,0.025042766705155373,0.00025,cuda:0,cuda:0
CNN,C,93,0.00418244410927097,0.024948764592409134,0.00025,cuda:0,cuda:0
CNN,C,94,0.004302197368815541,0.024929169565439224,0.00025,cuda:0,cuda:0
CNN,C,95,0.0041013068209091825,0.02476486749947071,0.00025,cuda:0,cuda:0
CNN,C,96,0.004045766778290272,0.02463560551404953,0.00025,cuda:0,cuda:0
CNN,C,97,0.004022222477942705,0.024473171681165695,0.00025,cuda:0,cuda:0
CNN,C,98,0.004101938800886273,0.024337321519851685,0.00025,cuda:0,cuda:0
CNN,C,99,0.00401587466088434,0.024190528318285942,0.00025,cuda:0,cuda:0
CNN,C,100,0.004155110102146864,0.02419055998325348,0.00025,cuda:0,cuda:0
CNN,C,101,0.0040909405797719955,0.024253761395812035,0.00025,cuda:0,cuda:0
CNN,C,102,0.00414889701642096,0.024280879646539688,0.00025,cuda:0,cuda:0
CNN,C,103,0.004040935387214025,0.024400386959314346,0.00025,cuda:0,cuda:0
CNN,C,104,0.004120883299037814,0.024509252980351448,0.00025,cuda:0,cuda:0
CNN,C,105,0.0039053141760329404,0.02454609051346779,0.00025,cuda:0,cuda:0
CNN,C,106,0.004287428998698791,0.0244982298463583,0.00025,cuda:0,cuda:0
CNN,C,107,0.003855218024303516,0.024408716708421707,0.00025,cuda:0,cuda:0
CNN,C,108,0.004314453651507695,0.024328667670488358,0.000125,cuda:0,cuda:0
CNN,C,109,0.004148459605251749,0.024270856752991676,0.000125,cuda:0,cuda:0
CNN,C,110,0.0038978365870813527,0.024081390351057053,0.000125,cuda:0,cuda:0
CNN,C,111,0.003850082711627086,0.023968426510691643,0.000125,cuda:0,cuda:0
CNN,C,112,0.0038295487562815347,0.02385304681956768,0.000125,cuda:0,cuda:0
CNN,C,113,0.004154013314594825,0.02375847101211548,0.000125,cuda:0,cuda:0
CNN,C,114,0.0038869443039099374,0.023655090481042862,0.000125,cuda:0,cuda:0
CNN,C,115,0.004142395686358213,0.023613642901182175,0.000125,cuda:0,cuda:0
CNN,C,116,0.003834513248875737,0.023589644581079483,0.000125,cuda:0,cuda:0
CNN,C,117,0.00390113377943635,0.023574858903884888,0.000125,cuda:0,cuda:0
CNN,C,118,0.003920155654971798,0.023560093715786934,0.000125,cuda:0,cuda:0
CNN,C,119,0.0037357637969156108,0.02352817729115486,0.000125,cuda:0,cuda:0
CNN,C,120,0.004115669910485546,0.023534849286079407,0.000125,cuda:0,cuda:0
CNN,C,121,0.003884417392934362,0.023385148495435715,0.000125,cuda:0,cuda:0
CNN,C,122,0.004057293913016717,0.02344628795981407,0.000125,cuda:0,cuda:0
CNN,C,123,0.0038479719466219344,0.02340313419699669,0.000125,cuda:0,cuda:0
CNN,C,124,0.003956052319457133,0.023367930203676224,0.000125,cuda:0,cuda:0
CNN,C,125,0.004131207475438714,0.023459240794181824,0.000125,cuda:0,cuda:0
CNN,C,126,0.0038173378755648932,0.023484304547309875,0.000125,cuda:0,cuda:0
CNN,C,127,0.003791825845837593,0.023517098277807236,0.000125,cuda:0,cuda:0
CNN,C,128,0.004150330244253079,0.023565175011754036,0.000125,cuda:0,cuda:0
CNN,C,129,0.004119142346705,0.023501113057136536,0.000125,cuda:0,cuda:0
CNN,C,130,0.0038220834297438464,0.023412011563777924,0.000125,cuda:0,cuda:0
CNN,C,131,0.003654754332577189,0.023385800421237946,0.000125,cuda:0,cuda:0
CNN,C,132,0.003744222146148483,0.02334199845790863,0.000125,cuda:0,cuda:0
CNN,C,133,0.00376038687924544,0.023205820471048355,0.000125,cuda:0,cuda:0
CNN,C,134,0.004075940465554595,0.023224245756864548,0.000125,cuda:0,cuda:0
CNN,C,135,0.003811603101591269,0.023146599531173706,0.000125,cuda:0,cuda:0
CNN,C,136,0.0037731846484045186,0.02302595227956772,0.000125,cuda:0,cuda:0
CNN,C,137,0.0040463154048969345,0.023039737716317177,0.000125,cuda:0,cuda:0
CNN,C,138,0.0038089975714683533,0.02297656424343586,0.000125,cuda:0,cuda:0
CNN,C,139,0.0038525660832722983,0.02287166565656662,0.000125,cuda:0,cuda:0
CNN,C,140,0.004016547774275144,0.02289288491010666,0.000125,cuda:0,cuda:0
CNN,C,141,0.004020629761119683,0.022853251546621323,0.000125,cuda:0,cuda:0
CNN,C,142,0.003846542133639256,0.022825513035058975,0.000125,cuda:0,cuda:0
CNN,C,143,0.003769459823767344,0.022782515734434128,0.000125,cuda:0,cuda:0
CNN,C,144,0.0036765338542560735,0.02269521914422512,0.000125,cuda:0,cuda:0
CNN,C,145,0.004042214015498757,0.022688057273626328,0.000125,cuda:0,cuda:0
CNN,C,146,0.0036202811946471534,0.022696349769830704,0.000125,cuda:0,cuda:0
CNN,C,147,0.003760524559766054,0.02264321595430374,0.000125,cuda:0,cuda:0
CNN,C,148,0.0037059485912323,0.02269316092133522,0.000125,cuda:0,cuda:0
CNN,C,149,0.0039976167026907206,0.022725025191903114,0.000125,cuda:0,cuda:0
CNN,C,150,0.0037142407769958177,0.022689759731292725,0.000125,cuda:0,cuda:0
CNN,C,151,0.004014856026818355,0.02267361432313919,0.000125,cuda:0,cuda:0
CNN,C,152,0.003590876469388604,0.02263607084751129,0.000125,cuda:0,cuda:0
CNN,C,153,0.0037991306744515896,0.02265094593167305,0.000125,cuda:0,cuda:0
CNN,C,154,0.0040182797238230705,0.022687500342726707,0.000125,cuda:0,cuda:0
CNN,C,155,0.004009908530861139,0.022704418748617172,0.000125,cuda:0,cuda:0
CNN,C,156,0.0036472089122980833,0.02261289395391941,0.000125,cuda:0,cuda:0
CNN,C,157,0.0036941595220317445,0.022576870396733284,0.000125,cuda:0,cuda:0
CNN,C,158,0.0037453840486705303,0.022509301081299782,0.000125,cuda:0,cuda:0
CNN,C,159,0.004009991884231567,0.02254517748951912,0.000125,cuda:0,cuda:0
CNN,C,160,0.003771888247380654,0.022563982754945755,0.000125,cuda:0,cuda:0
CNN,C,161,0.003822463331744075,0.02256370335817337,0.000125,cuda:0,cuda:0
CNN,C,162,0.0036069380585104227,0.022519871592521667,0.000125,cuda:0,cuda:0
CNN,C,163,0.0036101813117663064,0.022530822083353996,0.000125,cuda:0,cuda:0
CNN,C,164,0.003593959418746332,0.02248198911547661,0.000125,cuda:0,cuda:0
CNN,C,165,0.0036707686570783458,0.022493839263916016,0.000125,cuda:0,cuda:0
CNN,C,166,0.003590328541273872,0.02250891737639904,0.000125,cuda:0,cuda:0
CNN,C,167,0.004049251244092981,0.022513985633850098,0.000125,cuda:0,cuda:0
CNN,C,168,0.0036724997529139123,0.022413242608308792,0.000125,cuda:0,cuda:0
CNN,C,169,0.0036223488859832287,0.02229718118906021,0.000125,cuda:0,cuda:0
CNN,C,170,0.003581320672916869,0.02231452241539955,0.000125,cuda:0,cuda:0
CNN,C,171,0.0036271039862185717,0.022268986329436302,0.000125,cuda:0,cuda:0
CNN,C,172,0.0037866301524142423,0.022220076993107796,0.000125,cuda:0,cuda:0
CNN,C,173,0.003634755111609896,0.022202644497156143,0.000125,cuda:0,cuda:0
CNN,C,174,0.0038831567702194056,0.022306282073259354,0.000125,cuda:0,cuda:0
CNN,C,175,0.0036118211379895606,0.022355347871780396,0.000125,cuda:0,cuda:0
CNN,C,176,0.0036932603300859532,0.022334059700369835,0.000125,cuda:0,cuda:0
CNN,C,177,0.0036570990923792124,0.02236427739262581,0.000125,cuda:0,cuda:0
CNN,C,178,0.0037462200659016767,0.0223980825394392,0.000125,cuda:0,cuda:0
CNN,C,179,0.0037088089156895876,0.022309107705950737,0.000125,cuda:0,cuda:0
CNN,C,180,0.0035480352429052195,0.022263051941990852,0.000125,cuda:0,cuda:0
CNN,C,181,0.0036866191464165845,0.022183552384376526,0.000125,cuda:0,cuda:0
CNN,C,182,0.003569356476267179,0.022210514172911644,0.000125,cuda:0,cuda:0
CNN,C,183,0.003554412474234899,0.022153731435537338,0.000125,cuda:0,cuda:0
CNN,C,184,0.0035595980007201433,0.022148720920085907,0.000125,cuda:0,cuda:0
CNN,C,185,0.003926613523314397,0.022131800651550293,0.000125,cuda:0,cuda:0
CNN,C,186,0.003970053357382615,0.022078145295381546,0.000125,cuda:0,cuda:0
CNN,C,187,0.003576460760086775,0.0219813771545887,0.000125,cuda:0,cuda:0
CNN,C,188,0.0035638295424481234,0.021998994052410126,0.000125,cuda:0,cuda:0
CNN,C,189,0.003818244052429994,0.022001350298523903,0.000125,cuda:0,cuda:0
CNN,C,190,0.0035899570987870297,0.021973159164190292,0.000125,cuda:0,cuda:0
CNN,C,191,0.0037459981006880603,0.02186049520969391,0.000125,cuda:0,cuda:0
CNN,C,192,0.0035125138238072395,0.021904801949858665,0.000125,cuda:0,cuda:0
CNN,C,193,0.003601224704956015,0.02193620055913925,0.000125,cuda:0,cuda:0
CNN,C,194,0.0035717928549274802,0.02198883146047592,0.000125,cuda:0,cuda:0
CNN,C,195,0.003586520440876484,0.021887704730033875,0.000125,cuda:0,cuda:0
CNN,C,196,0.003961838471392791,0.021875515580177307,0.000125,cuda:0,cuda:0
CNN,C,197,0.00358583964407444,0.02182643674314022,0.000125,cuda:0,cuda:0
CNN,C,198,0.0034822310165812573,0.021768849343061447,0.000125,cuda:0,cuda:0
CNN,C,199,0.0035513905653109155,0.021699417382478714,0.000125,cuda:0,cuda:0
CNN,C,200,0.0034790818269054094,0.02171160653233528,0.000125,cuda:0,cuda:0
CNN,C,201,0.003567286146183809,0.021659426391124725,0.000125,cuda:0,cuda:0
CNN,C,202,0.0037949911008278527,0.021654162555933,0.000125,cuda:0,cuda:0
CNN,C,203,0.003558017468700806,0.02158329263329506,0.000125,cuda:0,cuda:0
CNN,C,204,0.003816543302188317,0.021597059443593025,0.000125,cuda:0,cuda:0
CNN,C,205,0.0036384707782417536,0.02156297117471695,0.000125,cuda:0,cuda:0
CNN,C,206,0.003719943497950832,0.02159014157950878,0.000125,cuda:0,cuda:0
CNN,C,207,0.0034767879794041314,0.021529512479901314,0.000125,cuda:0,cuda:0
CNN,C,208,0.003804790244127313,0.021599650382995605,0.000125,cuda:0,cuda:0
CNN,C,209,0.003538508511458834,0.021504104137420654,0.000125,cuda:0,cuda:0
CNN,C,210,0.003892198670655489,0.021534256637096405,0.000125,cuda:0,cuda:0
CNN,C,211,0.0036122575402259827,0.02141556143760681,0.000125,cuda:0,cuda:0
CNN,C,212,0.0036144713715960584,0.021335354074835777,0.000125,cuda:0,cuda:0
CNN,C,213,0.003816771941880385,0.021413054317235947,0.000125,cuda:0,cuda:0
CNN,C,214,0.003453556913882494,0.021351231262087822,0.000125,cuda:0,cuda:0
CNN,C,215,0.003567230887711048,0.021393761038780212,0.000125,cuda:0,cuda:0
CNN,C,216,0.0038725179620087147,0.02146756835281849,0.000125,cuda:0,cuda:0
CNN,C,217,0.003364292070424805,0.021469149738550186,0.000125,cuda:0,cuda:0
CNN,C,218,0.003552041637400786,0.02146776393055916,0.000125,cuda:0,cuda:0
CNN,C,219,0.0035124873587240777,0.021405119448900223,0.000125,cuda:0,cuda:0
CNN,C,220,0.003403429640457034,0.021354835480451584,0.000125,cuda:0,cuda:0
CNN,C,221,0.0036291456005225577,0.021330220624804497,0.000125,cuda:0,cuda:0
CNN,C,222,0.003647485049441457,0.021303128451108932,0.000125,cuda:0,cuda:0
CNN,C,223,0.00353309977799654,0.021372709423303604,0.000125,cuda:0,cuda:0
CNN,C,224,0.003441551079352697,0.021454401314258575,0.000125,cuda:0,cuda:0
CNN,C,225,0.003447084299599131,0.02146920934319496,0.000125,cuda:0,cuda:0
CNN,C,226,0.0035716776037588716,0.02144213765859604,0.000125,cuda:0,cuda:0
CNN,C,227,0.003801685214663545,0.021425016224384308,0.000125,cuda:0,cuda:0
CNN,C,228,0.0034663879002134004,0.02141222357749939,0.000125,cuda:0,cuda:0
CNN,C,229,0.003539529124585291,0.021270528435707092,0.000125,cuda:0,cuda:0
CNN,C,230,0.0034629215952008963,0.02116963267326355,0.000125,cuda:0,cuda:0
CNN,C,231,0.003485387579227487,0.0211460180580616,0.000125,cuda:0,cuda:0
CNN,C,232,0.003457189459974567,0.021130595356225967,0.000125,cuda:0,cuda:0
CNN,C,233,0.0034076004521921277,0.021133560687303543,0.000125,cuda:0,cuda:0
CNN,C,234,0.0034904625111569962,0.021161116659641266,0.000125,cuda:0,cuda:0
CNN,C,235,0.003374222277974089,0.021227184683084488,0.000125,cuda:0,cuda:0
CNN,C,236,0.0034448772203177214,0.021193139255046844,0.000125,cuda:0,cuda:0
CNN,C,237,0.0037667128102233014,0.021176209673285484,0.000125,cuda:0,cuda:0
CNN,C,238,0.003396176927102109,0.021052097901701927,0.000125,cuda:0,cuda:0
CNN,C,239,0.003387839145337542,0.020916998386383057,0.000125,cuda:0,cuda:0
CNN,C,240,0.0034683041740208864,0.020909398794174194,0.000125,cuda:0,cuda:0
CNN,C,241,0.003498181002214551,0.020898990333080292,0.000125,cuda:0,cuda:0
CNN,C,242,0.003493840262914697,0.020927131175994873,0.000125,cuda:0,cuda:0
CNN,C,243,0.003764431457966566,0.021002773195505142,0.000125,cuda:0,cuda:0
CNN,C,244,0.003710638964548707,0.021056296303868294,0.000125,cuda:0,cuda:0
CNN,C,245,0.003505509851189951,0.020961318165063858,0.000125,cuda:0,cuda:0
CNN,C,246,0.003846743144094944,0.02094588801264763,0.000125,cuda:0,cuda:0
CNN,C,247,0.0034012255103637776,0.02096382901072502,0.000125,cuda:0,cuda:0
CNN,C,248,0.0033979550935328007,0.020882926881313324,0.000125,cuda:0,cuda:0
CNN,C,249,0.003709738841280341,0.02087748423218727,0.000125,cuda:0,cuda:0
CNN,C,250,0.003367347759194672,0.02075381390750408,0.000125,cuda:0,cuda:0
CNN,C,251,0.003646615194156766,0.02070893533527851,0.000125,cuda:0,cuda:0
CNN,C,252,0.003302738070487976,0.02065451256930828,0.000125,cuda:0,cuda:0
CNN,C,253,0.0034671203854183355,0.020652908831834793,0.000125,cuda:0,cuda:0
CNN,C,254,0.0033462070859968662,0.020637230947613716,0.000125,cuda:0,cuda:0
CNN,C,255,0.003465325105935335,0.020595433190464973,0.000125,cuda:0,cuda:0
CNN,C,256,0.0033622911044706902,0.020681260153651237,0.000125,cuda:0,cuda:0
CNN,C,257,0.00332566195478042,0.020775416865944862,0.000125,cuda:0,cuda:0
CNN,C,258,0.0034056700921307006,0.020838197320699692,0.000125,cuda:0,cuda:0
CNN,C,259,0.003398508376752337,0.020860891789197922,0.000125,cuda:0,cuda:0
CNN,C,260,0.0033932606844852367,0.020929791033267975,0.000125,cuda:0,cuda:0
CNN,C,261,0.0033066021278500557,0.021032297983765602,0.000125,cuda:0,cuda:0
CNN,C,262,0.0036623870643476644,0.02102651633322239,0.000125,cuda:0,cuda:0
CNN,C,263,0.003621879577015837,0.021086379885673523,0.000125,cuda:0,cuda:0
CNN,C,264,0.003340289850408832,0.020939746871590614,6.25e-05,cuda:0,cuda:0
CNN,C,265,0.003423515629644195,0.020878218114376068,6.25e-05,cuda:0,cuda:0
CNN,C,266,0.0033906604318569102,0.020841293036937714,6.25e-05,cuda:0,cuda:0
CNN,C,267,0.0033047995530068874,0.02088107541203499,6.25e-05,cuda:0,cuda:0
CNN,C,268,0.0033861761136601367,0.020846225321292877,6.25e-05,cuda:0,cuda:0
CNN,C,269,0.0037848111630106964,0.02082902193069458,6.25e-05,cuda:0,cuda:0
CNN,C,270,0.0033414095329741635,0.020763184875249863,6.25e-05,cuda:0,cuda:0
CNN,C,271,0.003415787282089392,0.02075527235865593,6.25e-05,cuda:0,cuda:0
CNN,C,272,0.0033129253812755146,0.02075885981321335,6.25e-05,cuda:0,cuda:0
CNN,C,273,0.0033345180563628674,0.02071356028318405,3.125e-05,cuda:0,cuda:0
CNN,C,274,0.0036148917861282825,0.020710382610559464,3.125e-05,cuda:0,cuda:0
CNN,C,275,0.0036946656182408333,0.020680271089076996,3.125e-05,cuda:0,cuda:0
CNN,C,276,0.0036781185772269964,0.020676597952842712,3.125e-05,cuda:0,cuda:0
CNN,C,277,0.0034093124171098075,0.020655222237110138,3.125e-05,cuda:0,cuda:0
CNN,C,278,0.0037178841109077134,0.020653899759054184,3.125e-05,cuda:0,cuda:0
CNN,C,279,0.003361338128646215,0.020665012300014496,3.125e-05,cuda:0,cuda:0
CNN,C,280,0.0034046194050461054,0.020638253539800644,3.125e-05,cuda:0,cuda:0
MLP,C,1,0.5968142747879028,0.4430583417415619,0.001,cuda:0,cuda:0
MLP,C,2,0.5303939382235209,0.3761427104473114,0.001,cuda:0,cuda:0
MLP,C,3,0.458793580532074,0.30651092529296875,0.001,cuda:0,cuda:0
MLP,C,4,0.3779955208301544,0.23220723867416382,0.001,cuda:0,cuda:0
MLP,C,5,0.2917001446088155,0.1551714688539505,0.001,cuda:0,cuda:0
MLP,C,6,0.1953175812959671,0.08457817137241364,0.001,cuda:0,cuda:0
MLP,C,7,0.10107532143592834,0.04699454829096794,0.001,cuda:0,cuda:0
MLP,C,8,0.03621714127560457,0.05799802392721176,0.001,cuda:0,cuda:0
MLP,C,9,0.019733048975467682,0.07774797081947327,0.001,cuda:0,cuda:0
MLP,C,10,0.02437562185029189,0.0898013487458229,0.001,cuda:0,cuda:0
MLP,C,11,0.02862718142569065,0.09553755819797516,0.001,cuda:0,cuda:0
MLP,C,12,0.03236126403013865,0.09802577644586563,0.001,cuda:0,cuda:0
MLP,C,13,0.03316430374979973,0.09868456423282623,0.001,cuda:0,cuda:0
MLP,C,14,0.03285603473583857,0.09816280007362366,0.001,cuda:0,cuda:0
MLP,C,15,0.033252409348885216,0.09667519479990005,0.001,cuda:0,cuda:0
MLP,C,16,0.031651586294174194,0.09415740519762039,0.0005,cuda:0,cuda:0
MLP,C,17,0.029532133291165035,0.09235597401857376,0.0005,cuda:0,cuda:0
MLP,C,18,0.02839955190817515,0.09009098261594772,0.0005,cuda:0,cuda:0
MLP,C,19,0.027607813477516174,0.08728812634944916,0.0005,cuda:0,cuda:0
MLP,C,20,0.02552499684194724,0.08395218849182129,0.0005,cuda:0,cuda:0
MLP,C,21,0.023933439205090206,0.08007989078760147,0.0005,cuda:0,cuda:0
MLP,C,22,0.02181664916376273,0.0756363496184349,0.0005,cuda:0,cuda:0
MLP,C,23,0.02037901058793068,0.07081510126590729,0.0005,cuda:0,cuda:0
MLP,C,24,0.017300971162815888,0.0656215250492096,0.0005,cuda:0,cuda:0
MLP,C,25,0.01629872682193915,0.060720957815647125,0.00025,cuda:0,cuda:0
MLP,C,26,0.014961306005716324,0.058414116501808167,0.00025,cuda:0,cuda:0
MLP,C,27,0.01488850669314464,0.05637618526816368,0.00025,cuda:0,cuda:0
MLP,C,28,0.01398678527524074,0.05453798174858093,0.00025,cuda:0,cuda:0
MLP,C,29,0.013708057502905527,0.05292529612779617,0.00025,cuda:0,cuda:0
MLP,C,30,0.013184446841478348,0.051471445709466934,0.00025,cuda:0,cuda:0
MLP,C,31,0.013509494562943777,0.05036173015832901,0.00025,cuda:0,cuda:0
MLP,C,32,0.01292663129667441,0.0492255724966526,0.00025,cuda:0,cuda:0
