candidate_id,dipole_group,cone_half_angle_deg,points_used,weight_sum,weighted_R_power_arb,weighted_L_power_arb,weighted_total_cone_power_arb,weighted_L_fraction,weighted_DoCP_RminusL,diagnostic_weighted_mean_L_fraction,dominant_state_count,state_flip_count_common
BW2_J1J2_D194_T90_PSI99_H525,x,5.0,60,1.0,3.982369100483287e-13,1.6906553659305645e-12,2.0888922759788932e-12,0.8093549798484905,-0.618709959696981,0.8103333037011835,101,0
BW2_J1J2_D194_T90_PSI99_H525,x,10.0,60,1.0,1.609689230103383e-12,7.210335078353937e-12,8.82002430845732e-12,0.8174960551344639,-0.6349921102689277,0.8176003011166115,101,0
BW2_J1J2_D194_T90_PSI99_H525,x,20.0,60,1.0,5.990526453425816e-12,2.768021116553451e-11,3.367073761896032e-11,0.8220850840507726,-0.6441701681015453,0.8177581361396224,101,0
BW2_J1J2_D194_T90_PSI99_H525,y,5.0,60,1.0,2.1408408390199493e-13,1.3155138054113401e-12,1.529597889313335e-12,0.860038977957729,-0.720077955915458,0.8558477598064966,101,0
BW2_J1J2_D194_T90_PSI99_H525,y,10.0,60,1.0,1.2529511805183772e-12,5.034996181173697e-12,6.2879473616920745e-12,0.800737648003909,-0.6014752960078181,0.7987878211850392,101,0
BW2_J1J2_D194_T90_PSI99_H525,y,20.0,60,1.0,7.927742553287217e-12,1.6313222154138075e-11,2.4240964707425293e-11,0.6729609300219451,-0.34592186004389036,0.6726446482026708,101,0
BW2_J1J2_D194_T90_PSI99_H525,incoherent_xy,5.0,60,1.0,6.123209939503236e-13,3.0061691713419046e-12,3.618490165292228e-12,0.8307799756308382,-0.6615599512616762,0.8325805799082571,101,0
BW2_J1J2_D194_T90_PSI99_H525,incoherent_xy,10.0,60,1.0,2.8626404106217602e-12,1.2245331259527634e-11,1.5107971670149393e-11,0.8105211954906021,-0.6210423909812041,0.8099522390236719,101,0
BW2_J1J2_D194_T90_PSI99_H525,incoherent_xy,20.0,60,1.0,1.391826900671303e-11,4.399343331967258e-11,5.7911702326385615e-11,0.7596639634547296,-0.5193279269094592,0.7565771744158212,101,0
