candidate_id,dipole_axis,wavelength_nm,frequency_hz,cone_half_angle_deg,R_power,L_power,total_cone_power,L_fraction,DoCP_RminusL,status,data_source,result_fsp,state
BW2_J1J2_D194_T90_PSI99_H525,x,496.2779156327544,604081802869999.9,10.0,4.158276359022114e-13,1.4010341987632339e-12,1.8168618346654454e-12,0.7711286417226209,-0.5422572834452417,ok,current_Native_M1_FDTD_post_FSP_farfieldvector3d,D:\project\worktrees\blue_apcd_cp_stage10_bw2a\_runtime\stage_paper_a_cp_current_native_broadband_revalidation_v1\cases\CP_NATIVE_M1_CENTER_X\attempt_001\CP_NATIVE_M1_CENTER_X_run.fsp,
BW2_J1J2_D194_T90_PSI99_H525,x,496.2779156327544,604081802869999.9,20.0,3.6370160703103984e-12,6.54965964346025e-12,1.0186675713770649e-11,0.6429633991986441,-0.2859267983972882,ok,current_Native_M1_FDTD_post_FSP_farfieldvector3d,D:\project\worktrees\blue_apcd_cp_stage10_bw2a\_runtime\stage_paper_a_cp_current_native_broadband_revalidation_v1\cases\CP_NATIVE_M1_CENTER_X\attempt_001\CP_NATIVE_M1_CENTER_X_run.fsp,
BW2_J1J2_D194_T90_PSI99_H525,x,495.0495049504952,605580765159999.9,5.0,5.4518536718843236e-14,3.464231610852629e-13,4.0094169780410616e-13,0.8640237794735929,-0.7280475589471856,ok,current_Native_M1_FDTD_post_FSP_farfieldvector3d,D:\project\worktrees\blue_apcd_cp_stage10_bw2a\_runtime\stage_paper_a_cp_current_native_broadband_revalidation_v1\cases\CP_NATIVE_M1_CENTER_X\attempt_001\CP_NATIVE_M1_CENTER_X_run.fsp,
BW2_J1J2_D194_T90_PSI99_H525,x,495.0495049504952,605580765159999.9,10.0,4.1294251424723425e-13,1.3972136206301522e-12,1.8101561348773865e-12,0.7718746431366786,-0.5437492862733572,ok,current_Native_M1_FDTD_post_FSP_farfieldvector3d,D:\project\worktrees\blue_apcd_cp_stage10_bw2a\_runtime\stage_paper_a_cp_current_native_broadband_revalidation_v1\cases\CP_NATIVE_M1_CENTER_X\attempt_001\CP_NATIVE_M1_CENTER_X_run.fsp,
BW2_J1J2_D194_T90_PSI99_H525,x,495.0495049504952,605580765159999.9,20.0,3.618025569275429e-12,6.5883232951775425e-12,1.0206348864452972e-11,0.6455122573875154,-0.2910245147750309,ok,current_Native_M1_FDTD_post_FSP_farfieldvector3d,D:\project\worktrees\blue_apcd_cp_stage10_bw2a\_runtime\stage_paper_a_cp_current_native_broadband_revalidation_v1\cases\CP_NATIVE_M1_CENTER_X\attempt_001\CP_NATIVE_M1_CENTER_X_run.fsp,
BW2_J1J2_D194_T90_PSI99_H525,x,493.8271604938273,607079727449999.9,5.0,5.2747431653801435e-14,3.476334693713239e-13,4.0038090102512535e-13,0.8682568735952484,-0.7365137471904967,ok,current_Native_M1_FDTD_post_FSP_farfieldvector3d,D:\project\worktrees\blue_apcd_cp_stage10_bw2a\_runtime\stage_paper_a_cp_current_native_broadband_revalidation_v1\cases\CP_NATIVE_M1_CENTER_X\attempt_001\CP_NATIVE_M1_CENTER_X_run.fsp,
BW2_J1J2_D194_T90_PSI99_H525,x,493.8271604938273,607079727449999.9,10.0,4.0861396841755153e-13,1.4012468671040737e-12,1.8098608355216253e-12,0.7742290675626539,-0.5484581351253078,ok,current_Native_M1_FDTD_post_FSP_farfieldvector3d,D:\project\worktrees\blue_apcd_cp_stage10_bw2a\_runtime\stage_paper_a_cp_current_native_broadband_revalidation_v1\cases\CP_NATIVE_M1_CENTER_X\attempt_001\CP_NATIVE_M1_CENTER_X_run.fsp,
BW2_J1J2_D194_T90_PSI99_H525,x,493.8271604938273,607079727449999.9,20.0,3.5927665873534027e-12,6.65498368916934e-12,1.0247750276522744e-11,0.649409237109894,-0.2988184742197881,ok,current_Native_M1_FDTD_post_FSP_farfieldvector3d,D:\project\worktrees\blue_apcd_cp_stage10_bw2a\_runtime\stage_paper_a_cp_current_native_broadband_revalidation_v1\cases\CP_NATIVE_M1_CENTER_X\attempt_001\CP_NATIVE_M1_CENTER_X_run.fsp,
BW2_J1J2_D194_T90_PSI99_H525,x,492.6108374384237,608578689739999.9,5.0,5.0893295335067065e-14,3.519914038212839e-13,4.02884699156351e-13,0.8736777657686214,-0.7473555315372429,ok,current_Native_M1_FDTD_post_FSP_farfieldvector3d,D:\project\worktrees\blue_apcd_cp_stage10_bw2a\_runtime\stage_paper_a_cp_current_native_broadband_revalidation_v1\cases\CP_NATIVE_M1_CENTER_X\attempt_001\CP_NATIVE_M1_CENTER_X_run.fsp,
BW2_J1J2_D194_T90_PSI99_H525,x,492.6108374384237,608578689739999.9,10.0,4.0286846051272625e-13,1.4176466315217256e-12,1.820515092034452e-12,0.7787063330178082,-0.5574126660356163,ok,current_Native_M1_FDTD_post_FSP_farfieldvector3d,D:\project\worktrees\blue_apcd_cp_stage10_bw2a\_runtime\stage_paper_a_cp_current_native_broadband_revalidation_v1\cases\CP_NATIVE_M1_CENTER_X\attempt_001\CP_NATIVE_M1_CENTER_X_run.fsp,
BW2_J1J2_D194_T90_PSI99_H525,x,492.6108374384237,608578689739999.9,20.0,3.5601903228659538e-12,6.759594282277185e-12,1.0319784605143139e-11,0.6550131171253673,-0.31002623425073456,ok,current_Native_M1_FDTD_post_FSP_farfieldvector3d,D:\project\worktrees\blue_apcd_cp_stage10_bw2a\_runtime\stage_paper_a_cp_current_native_broadband_revalidation_v1\cases\CP_NATIVE_M1_CENTER_X\attempt_001\CP_NATIVE_M1_CENTER_X_run.fsp,
BW2_J1J2_D194_T90_PSI99_H525,x,491.40049140049155,610077652029999.9,5.0,4.905799622428647e-14,3.6074819732915787e-13,4.0980619355344436e-13,0.8802897638054153,-0.7605795276108308,ok,current_Native_M1_FDTD_post_FSP_farfieldvector3d,D:\project\worktrees\blue_apcd_cp_stage10_bw2a\_runtime\stage_paper_a_cp_current_native_broadband_revalidation_v1\cases\CP_NATIVE_M1_CENTER_X\attempt_001\CP_NATIVE_M1_CENTER_X_run.fsp,
BW2_J1J2_D194_T90_PSI99_H525,x,491.40049140049155,610077652029999.9,10.0,3.961444396308428e-13,1.450732312993298e-12,1.846876752624141e-12,0.7855057523096873,-0.5710115046193747,ok,current_Native_M1_FDTD_post_FSP_farfieldvector3d,D:\project\worktrees\blue_apcd_cp_stage10_bw2a\_runtime\stage_paper_a_cp_current_native_broadband_revalidation_v1\cases\CP_NATIVE_M1_CENTER_X\attempt_001\CP_NATIVE_M1_CENTER_X_run.fsp,
BW2_J1J2_D194_T90_PSI99_H525,x,491.40049140049155,610077652029999.9,20.0,3.5208960018134596e-12,6.911108318752454e-12,1.0432004320565914e-11,0.6624909371565081,-0.32498187431301623,ok,current_Native_M1_FDTD_post_FSP_farfieldvector3d,D:\project\worktrees\blue_apcd_cp_stage10_bw2a\_runtime\stage_paper_a_cp_current_native_broadband_revalidation_v1\cases\CP_NATIVE_M1_CENTER_X\attempt_001\CP_NATIVE_M1_CENTER_X_run.fsp,
BW2_J1J2_D194_T90_PSI99_H525,x,490.19607843137265,611576614319999.9,5.0,4.739553718075068e-14,3.7469182537296363e-13,4.220873625537143e-13,0.8877115465054485,-0.7754230930108968,ok,current_Native_M1_FDTD_post_FSP_farfieldvector3d,D:\project\worktrees\blue_apcd_cp_stage10_bw2a\_runtime\stage_paper_a_cp_current_native_broadband_revalidation_v1\cases\CP_NATIVE_M1_CENTER_X\attempt_001\CP_NATIVE_M1_CENTER_X_run.fsp,
BW2_J1J2_D194_T90_PSI99_H525,x,490.19607843137265,611576614319999.9,10.0,3.892457436866055e-13,1.5030344262456252e-12,1.892280169932231e-12,0.7942980379588579,-0.5885960759177159,ok,current_Native_M1_FDTD_post_FSP_farfieldvector3d,D:\project\worktrees\blue_apcd_cp_stage10_bw2a\_runtime\stage_paper_a_cp_current_native_broadband_revalidation_v1\cases\CP_NATIVE_M1_CENTER_X\attempt_001\CP_NATIVE_M1_CENTER_X_run.fsp,
BW2_J1J2_D194_T90_PSI99_H525,x,490.19607843137265,611576614319999.9,20.0,3.477129127870136e-12,7.114076937067616e-12,1.0591206064937752e-11,0.6716965842652055,-0.34339316853041096,ok,current_Native_M1_FDTD_post_FSP_farfieldvector3d,D:\project\worktrees\blue_apcd_cp_stage10_bw2a\_runtime\stage_paper_a_cp_current_native_broadband_revalidation_v1\cases\CP_NATIVE_M1_CENTER_X\attempt_001\CP_NATIVE_M1_CENTER_X_run.fsp,
BW2_J1J2_D194_T90_PSI99_H525,x,488.99755501222506,613075576609999.9,5.0,4.608628350373889e-14,3.93776466638555e-13,4.398627501422939e-13,0.8952257641984229,-0.7904515283968458,ok,current_Native_M1_FDTD_post_FSP_farfieldvector3d,D:\project\worktrees\blue_apcd_cp_stage10_bw2a\_runtime\stage_paper_a_cp_current_native_broadband_revalidation_v1\cases\CP_NATIVE_M1_CENTER_X\attempt_001\CP_NATIVE_M1_CENTER_X_run.fsp,
BW2_J1J2_D194_T90_PSI99_H525,x,488.99755501222506,613075576609999.9,10.0,3.8313858545312725e-13,1.5740509638283122e-12,1.9571895492814396e-12,0.8042404295517558,-0.6084808591035116,ok,current_Native_M1_FDTD_post_FSP_farfieldvector3d,D:\project\worktrees\blue_apcd_cp_stage10_bw2a\_runtime\stage_paper_a_cp_current_native_broadband_revalidation_v1\cases\CP_NATIVE_M1_CENTER_X\attempt_001\CP_NATIVE_M1_CENTER_X_run.fsp,
BW2_J1J2_D194_T90_PSI99_H525,x,488.99755501222506,613075576609999.9,20.0,3.4321228281083853e-12,7.366293139149769e-12,1.0798415967258153e-11,0.6821642323730708,-0.3643284647461415,ok,current_Native_M1_FDTD_post_FSP_farfieldvector3d,D:\project\worktrees\blue_apcd_cp_stage10_bw2a\_runtime\stage_paper_a_cp_current_native_broadband_revalidation_v1\cases\CP_NATIVE_M1_CENTER_X\attempt_001\CP_NATIVE_M1_CENTER_X_run.fsp,
BW2_J1J2_D194_T90_PSI99_H525,x,487.80487804878055,614574538899999.9,5.0,4.529345140924765e-14,4.1698302528414814e-13,4.622764766933957e-13,0.9020208604746107,-0.8040417209492212,ok,current_Native_M1_FDTD_post_FSP_farfieldvector3d,D:\project\worktrees\blue_apcd_cp_stage10_bw2a\_runtime\stage_paper_a_cp_current_native_broadband_revalidation_v1\cases\CP_NATIVE_M1_CENTER_X\attempt_001\CP_NATIVE_M1_CENTER_X_run.fsp,
BW2_J1J2_D194_T90_PSI99_H525,x,487.80487804878055,614574538899999.9,10.0,3.78661158322519e-13,1.6598998347494342e-12,2.038560993071953e-12,0.8142507584470622,-0.6285015168941244,ok,current_Native_M1_FDTD_post_FSP_farfieldvector3d,D:\project\worktrees\blue_apcd_cp_stage10_bw2a\_runtime\stage_paper_a_cp_current_native_broadband_revalidation_v1\cases\CP_NATIVE_M1_CENTER_X\attempt_001\CP_NATIVE_M1_CENTER_X_run.fsp,
BW2_J1J2_D194_T90_PSI99_H525,x,487.80487804878055,614574538899999.9,20.0,3.3890455160335413e-12,7.65855175498919e-12,1.1047597271022731e-11,0.6932323442923802,-0.3864646885847604,ok,current_Native_M1_FDTD_post_FSP_farfieldvector3d,D:\project\worktrees\blue_apcd_cp_stage10_bw2a\_runtime\stage_paper_a_cp_current_native_broadband_revalidation_v1\cases\CP_NATIVE_M1_CENTER_X\attempt_001\CP_NATIVE_M1_CENTER_X_run.fsp,
BW2_J1J2_D194_T90_PSI99_H525,x,486.6180048661801,616073501189999.9,5.0,4.51175565798191e-14,4.424856538142539e-13,4.87603210394073e-13,0.9074707556922035,-0.8149415113844068,ok,current_Native_M1_FDTD_post_FSP_farfieldvector3d,D:\project\worktrees\blue_apcd_cp_stage10_bw2a\_runtime\stage_paper_a_cp_current_native_broadband_revalidation_v1\cases\CP_NATIVE_M1_CENTER_X\attempt_001\CP_NATIVE_M1_CENTER_X_run.fsp,
BW2_J1J2_D194_T90_PSI99_H525,x,486.6180048661801,616073501189999.9,10.0,3.762610715674335e-13,1.7540846110979165e-12,2.13034568266535e-12,0.8233802736198756,-0.6467605472397513,ok,current_Native_M1_FDTD_post_FSP_farfieldvector3d,D:\project\worktrees\blue_apcd_cp_stage10_bw2a\_runtime\stage_paper_a_cp_current_native_broadband_revalidation_v1\cases\CP_NATIVE_M1_CENTER_X\attempt_001\CP_NATIVE_M1_CENTER_X_run.fsp,
BW2_J1J2_D194_T90_PSI99_H525,x,486.6180048661801,616073501189999.9,20.0,3.349993135501495e-12,7.976775859087406e-12,1.1326768994588902e-11,0.704241064940772,-0.40848212988154414,ok,current_Native_M1_FDTD_post_FSP_farfieldvector3d,D:\project\worktrees\blue_apcd_cp_stage10_bw2a\_runtime\stage_paper_a_cp_current_native_broadband_revalidation_v1\cases\CP_NATIVE_M1_CENTER_X\attempt_001\CP_NATIVE_M1_CENTER_X_run.fsp,
BW2_J1J2_D194_T90_PSI99_H525,x,485.43689320388364,617572463479999.9,5.0,4.556877243494699e-14,4.680824732675974e-13,5.136512457025444e-13,0.9112846064013327,-0.8225692128026654,ok,current_Native_M1_FDTD_post_FSP_farfieldvector3d,D:\project\worktrees\blue_apcd_cp_stage10_bw2a\_runtime\stage_paper_a_cp_current_native_broadband_revalidation_v1\cases\CP_NATIVE_M1_CENTER_X\attempt_001\CP_NATIVE_M1_CENTER_X_run.fsp,
BW2_J1J2_D194_T90_PSI99_H525,x,485.43689320388364,617572463479999.9,10.0,3.7587292056398236e-13,1.849150283147839e-12,2.2250232037118215e-12,0.8310701120163849,-0.6621402240327698,ok,current_Native_M1_FDTD_post_FSP_farfieldvector3d,D:\project\worktrees\blue_apcd_cp_stage10_bw2a\_runtime\stage_paper_a_cp_current_native_broadband_revalidation_v1\cases\CP_NATIVE_M1_CENTER_X\attempt_001\CP_NATIVE_M1_CENTER_X_run.fsp,
BW2_J1J2_D194_T90_PSI99_H525,x,485.43689320388364,617572463479999.9,20.0,3.3154372763890793e-12,8.305795682083738e-12,1.1621232958472818e-11,0.7147086468160112,-0.4294172936320224,ok,current_Native_M1_FDTD_post_FSP_farfieldvector3d,D:\project\worktrees\blue_apcd_cp_stage10_bw2a\_runtime\stage_paper_a_cp_current_native_broadband_revalidation_v1\cases\CP_NATIVE_M1_CENTER_X\attempt_001\CP_NATIVE_M1_CENTER_X_run.fsp,
BW2_J1J2_D194_T90_PSI99_H525,x,484.2615012106539,619071425769999.9,5.0,4.6572292880028e-14,4.917446702016103e-13,5.383169630816384e-13,0.9134853700068799,-0.8269707400137598,ok,current_Native_M1_FDTD_post_FSP_farfieldvector3d,D:\project\worktrees\blue_apcd_cp_stage10_bw2a\_runtime\stage_paper_a_cp_current_native_broadband_revalidation_v1\cases\CP_NATIVE_M1_CENTER_X\attempt_001\CP_NATIVE_M1_CENTER_X_run.fsp,
BW2_J1J2_D194_T90_PSI99_H525,x,484.2615012106539,619071425769999.9,10.0,3.769939930772404e-13,1.938644210746813e-12,2.3156382038240533e-12,0.837196504853534,-0.674393009707068,ok,current_Native_M1_FDTD_post_FSP_farfieldvector3d,D:\project\worktrees\blue_apcd_cp_stage10_bw2a\_runtime\stage_paper_a_cp_current_native_broadband_revalidation_v1\cases\CP_NATIVE_M1_CENTER_X\attempt_001\CP_NATIVE_M1_CENTER_X_run.fsp,
BW2_J1J2_D194_T90_PSI99_H525,x,484.2615012106539,619071425769999.9,20.0,3.2843310455865086e-12,8.633390308355628e-12,1.1917721353942137e-11,0.7244161909776385,-0.4488323819552772,ok,current_Native_M1_FDTD_post_FSP_farfieldvector3d,D:\project\worktrees\blue_apcd_cp_stage10_bw2a\_runtime\stage_paper_a_cp_current_native_broadband_revalidation_v1\cases\CP_NATIVE_M1_CENTER_X\attempt_001\CP_NATIVE_M1_CENTER_X_run.fsp,
BW2_J1J2_D194_T90_PSI99_H525,x,483.09178743961365,620570388059999.9,5.0,4.8008416594426814e-14,5.120926053037184e-13,5.601010218981452e-13,0.9142861471101598,-0.8285722942203195,ok,current_Native_M1_FDTD_post_FSP_farfieldvector3d,D:\project\worktrees\blue_apcd_cp_stage10_bw2a\_runtime\stage_paper_a_cp_current_native_broadband_revalidation_v1\cases\CP_NATIVE_M1_CENTER_X\attempt_001\CP_NATIVE_M1_CENTER_X_run.fsp,
BW2_J1J2_D194_T90_PSI99_H525,x,483.09178743961365,620570388059999.9,10.0,3.7893241839325954e-13,2.018678176689102e-12,2.397610595082362e-12,0.8419541441923588,-0.6839082883847177,ok,current_Native_M1_FDTD_post_FSP_farfieldvector3d,D:\project\worktrees\blue_apcd_cp_stage10_bw2a\_runtime\stage_paper_a_cp_current_native_broadband_revalidation_v1\cases\CP_NATIVE_M1_CENTER_X\attempt_001\CP_NATIVE_M1_CENTER_X_run.fsp,
BW2_J1J2_D194_T90_PSI99_H525,x,483.09178743961365,620570388059999.9,20.0,3.2547878021703794e-12,8.953122813738832e-12,1.2207910615909211e-11,0.7333869894223524,-0.46677397884470473,ok,current_Native_M1_FDTD_post_FSP_farfieldvector3d,D:\project\worktrees\blue_apcd_cp_stage10_bw2a\_runtime\stage_paper_a_cp_current_native_broadband_revalidation_v1\cases\CP_NATIVE_M1_CENTER_X\attempt_001\CP_NATIVE_M1_CENTER_X_run.fsp,
BW2_J1J2_D194_T90_PSI99_H525,x,481.9277108433736,622069350349999.9,5.0,4.9772630204237974e-14,5.286409423359262e-13,5.784135725401642e-13,0.9139497540044639,-0.8278995080089276,ok,current_Native_M1_FDTD_post_FSP_farfieldvector3d,D:\project\worktrees\blue_apcd_cp_stage10_bw2a\_runtime\stage_paper_a_cp_current_native_broadband_revalidation_v1\cases\CP_NATIVE_M1_CENTER_X\attempt_001\CP_NATIVE_M1_CENTER_X_run.fsp,
BW2_J1J2_D194_T90_PSI99_H525,x,481.9277108433736,622069350349999.9,10.0,3.811264921409948e-13,2.088565460305877e-12,2.469691952446872e-12,0.8456785301651123,-0.6913570603302246,ok,current_Native_M1_FDTD_post_FSP_farfieldvector3d,D:\project\worktrees\blue_apcd_cp_stage10_bw2a\_runtime\stage_paper_a_cp_current_native_broadband_revalidation_v1\cases\CP_NATIVE_M1_CENTER_X\attempt_001\CP_NATIVE_M1_CENTER_X_run.fsp,
BW2_J1J2_D194_T90_PSI99_H525,x,481.9277108433736,622069350349999.9,20.0,3.22501887234092e-12,9.265047898220744e-12,1.2490066770561665e-11,0.7417933041044988,-0.48358660820899757,ok,current_Native_M1_FDTD_post_FSP_farfieldvector3d,D:\project\worktrees\blue_apcd_cp_stage10_bw2a\_runtime\stage_paper_a_cp_current_native_broadband_revalidation_v1\cases\CP_NATIVE_M1_CENTER_X\attempt_001\CP_NATIVE_M1_CENTER_X_run.fsp,
BW2_J1J2_D194_T90_PSI99_H525,x,480.76923076923083,623568312639999.9,5.0,5.182972432775709e-14,5.417520467633457e-13,5.935817710911028e-13,0.9126830929587252,-0.8253661859174505,ok,current_Native_M1_FDTD_post_FSP_farfieldvector3d,D:\project\worktrees\blue_apcd_cp_stage10_bw2a\_runtime\stage_paper_a_cp_current_native_broadband_revalidation_v1\cases\CP_NATIVE_M1_CENTER_X\attempt_001\CP_NATIVE_M1_CENTER_X_run.fsp,
BW2_J1J2_D194_T90_PSI99_H525,x,480.76923076923083,623568312639999.9,10.0,3.834022584331176e-13,2.150400589599206e-12,2.5338028480323235e-12,0.8486850471689791,-0.6973700943379582,ok,current_Native_M1_FDTD_post_FSP_farfieldvector3d,D:\project\worktrees\blue_apcd_cp_stage10_bw2a\_runtime\stage_paper_a_cp_current_native_broadband_revalidation_v1\cases\CP_NATIVE_M1_CENTER_X\attempt_001\CP_NATIVE_M1_CENTER_X_run.fsp,
BW2_J1J2_D194_T90_PSI99_H525,x,480.76923076923083,623568312639999.9,20.0,3.1941436647219425e-12,9.574287066936187e-12,1.276843073165813e-11,0.7498405456512082,-0.49968109130241634,ok,current_Native_M1_FDTD_post_FSP_farfieldvector3d,D:\project\worktrees\blue_apcd_cp_stage10_bw2a\_runtime\stage_paper_a_cp_current_native_broadband_revalidation_v1\cases\CP_NATIVE_M1_CENTER_X\attempt_001\CP_NATIVE_M1_CENTER_X_run.fsp,
BW2_J1J2_D194_T90_PSI99_H525,x,479.6163069544365,625067274929999.9,5.0,5.423672795483087e-14,5.523540804726184e-13,6.065908084274494e-13,0.9105876198562316,-0.8211752397124631,ok,current_Native_M1_FDTD_post_FSP_farfieldvector3d,D:\project\worktrees\blue_apcd_cp_stage10_bw2a\_runtime\stage_paper_a_cp_current_native_broadband_revalidation_v1\cases\CP_NATIVE_M1_CENTER_X\attempt_001\CP_NATIVE_M1_CENTER_X_run.fsp,
BW2_J1J2_D194_T90_PSI99_H525,x,479.6163069544365,625067274929999.9,10.0,3.8606506287824547e-13,2.2078782805947115e-12,2.593943343472957e-12,0.8511667327470022,-0.7023334654940042,ok,current_Native_M1_FDTD_post_FSP_farfieldvector3d,D:\project\worktrees\blue_apcd_cp_stage10_bw2a\_runtime\stage_paper_a_cp_current_native_broadband_revalidation_v1\cases\CP_NATIVE_M1_CENTER_X\attempt_001\CP_NATIVE_M1_CENTER_X_run.fsp,
BW2_J1J2_D194_T90_PSI99_H525,x,479.6163069544365,625067274929999.9,20.0,3.162586800865445e-12,9.888323653775533e-12,1.3050910454640978e-11,0.7576730901758038,-0.5153461803516074,ok,current_Native_M1_FDTD_post_FSP_farfieldvector3d,D:\project\worktrees\blue_apcd_cp_stage10_bw2a\_runtime\stage_paper_a_cp_current_native_broadband_revalidation_v1\cases\CP_NATIVE_M1_CENTER_X\attempt_001\CP_NATIVE_M1_CENTER_X_run.fsp,
BW2_J1J2_D194_T90_PSI99_H525,x,478.4688995215312,626566237219999.9,5.0,5.712330843037896e-14,5.615651672598437e-13,6.186884756902226e-13,0.9076703208886331,-0.8153406417772662,ok,current_Native_M1_FDTD_post_FSP_farfieldvector3d,D:\project\worktrees\blue_apcd_cp_stage10_bw2a\_runtime\stage_paper_a_cp_current_native_broadband_revalidation_v1\cases\CP_NATIVE_M1_CENTER_X\attempt_001\CP_NATIVE_M1_CENTER_X_run.fsp,
BW2_J1J2_D194_T90_PSI99_H525,x,478.4688995215312,626566237219999.9,10.0,3.897973408326302e-13,2.2649188166688006e-12,2.6547161575014308e-12,0.8531679781542069,-0.7063359563084136,ok,current_Native_M1_FDTD_post_FSP_farfieldvector3d,D:\project\worktrees\blue_apcd_cp_stage10_bw2a\_runtime\stage_paper_a_cp_current_native_broadband_revalidation_v1\cases\CP_NATIVE_M1_CENTER_X\attempt_001\CP_NATIVE_M1_CENTER_X_run.fsp,
