case_id,u_x,polarization,wavelength_nm,output,rcwa,fdtd,delta
NP_K6_M11_ALT1_UX_M0d378689399989_P,-0.3786893999886029,P_XLIKE,449,eta_minus1,0.0026310700566276094,0.037141623748710786,0.034510553692083175
NP_K6_M11_ALT1_UX_M0d378689399989_P,-0.3786893999886029,P_XLIKE,450,eta_plus1,0.7649905045282254,0.5398816134613701,-0.22510889106685528
NP_K6_M11_ALT1_UX_M0d378689399989_P,-0.3786893999886029,P_XLIKE,450,T,0.8666484724404631,0.7092578344421673,-0.15739063799829578
NP_K6_M11_ALT1_UX_M0d378689399989_P,-0.3786893999886029,P_XLIKE,450,R,0.13335152755881324,0.29750575344764385,0.1641542258888306
NP_K6_M11_ALT1_UX_M0d378689399989_P,-0.3786893999886029,P_XLIKE,450,eta_0,0.02885476729435402,0.07824369204760351,0.04938892475324949
NP_K6_M11_ALT1_UX_M0d378689399989_P,-0.3786893999886029,P_XLIKE,450,eta_minus1,0.0023831064785086605,0.04150912165298384,0.03912601517447518
NP_K6_M11_ALT1_UX_M0d378689399989_P,-0.3786893999886029,P_XLIKE,451,eta_plus1,0.766173550091196,0.5341689330700774,-0.23200461702111863
NP_K6_M11_ALT1_UX_M0d378689399989_P,-0.3786893999886029,P_XLIKE,451,T,0.8680188996296987,0.7018469621341394,-0.16617193749555925
NP_K6_M11_ALT1_UX_M0d378689399989_P,-0.3786893999886029,P_XLIKE,451,R,0.13198110037029698,0.3011684581218697,0.16918735775157273
NP_K6_M11_ALT1_UX_M0d378689399989_P,-0.3786893999886029,P_XLIKE,451,eta_0,0.030340467579675876,0.07860750553651392,0.04826703795683805
NP_K6_M11_ALT1_UX_M0d378689399989_P,-0.3786893999886029,P_XLIKE,451,eta_minus1,0.0022120285775746804,0.042936247525404904,0.040724218947830224
NP_K6_M11_ALT1_UX_M0d378689399989_P,-0.3786893999886029,P_XLIKE,452,eta_plus1,0.7558362004756157,0.530216560058377,-0.2256196404172387
NP_K6_M11_ALT1_UX_M0d378689399989_P,-0.3786893999886029,P_XLIKE,452,T,0.8611783532556052,0.7020825269967417,-0.15909582625886354
NP_K6_M11_ALT1_UX_M0d378689399989_P,-0.3786893999886029,P_XLIKE,452,R,0.1388216467440008,0.30258596293252243,0.16376431618852164
NP_K6_M11_ALT1_UX_M0d378689399989_P,-0.3786893999886029,P_XLIKE,452,eta_0,0.033057749858382265,0.0803647037904899,0.04730695393210764
NP_K6_M11_ALT1_UX_M0d378689399989_P,-0.3786893999886029,P_XLIKE,452,eta_minus1,0.002370440758136595,0.04507402551738376,0.04270358475924716
NP_K6_M11_ALT1_UX_M0d378689399989_P,-0.3786893999886029,P_XLIKE,453,eta_plus1,0.8184440037922083,0.5261510651132291,-0.2922929386789792
NP_K6_M11_ALT1_UX_M0d378689399989_P,-0.3786893999886029,P_XLIKE,453,T,0.8936432380736009,0.7027215594439821,-0.19092167862961884
NP_K6_M11_ALT1_UX_M0d378689399989_P,-0.3786893999886029,P_XLIKE,453,R,0.1063567619262383,0.30338136119150905,0.19702459926527074
NP_K6_M11_ALT1_UX_M0d378689399989_P,-0.3786893999886029,P_XLIKE,453,eta_0,0.02405841668591912,0.08253272998568405,0.05847431329976493
NP_K6_M11_ALT1_UX_M0d378689399989_P,-0.3786893999886029,P_XLIKE,453,eta_minus1,0.0047508398232107,0.047330787598044724,0.04257994777483402
NP_K6_M11_ALT1_UX_M0d378689399989_P,-0.3786893999886029,P_XLIKE,454,eta_plus1,0.7839035713805961,0.5222142758063347,-0.26168929557426135
NP_K6_M11_ALT1_UX_M0d378689399989_P,-0.3786893999886029,P_XLIKE,454,T,0.8852923376488429,0.7044551554379667,-0.1808371822108762
NP_K6_M11_ALT1_UX_M0d378689399989_P,-0.3786893999886029,P_XLIKE,454,R,0.11470766235188203,0.30031191747519703,0.18560425512331502
NP_K6_M11_ALT1_UX_M0d378689399989_P,-0.3786893999886029,P_XLIKE,454,eta_0,0.0307998915135618,0.0853679932595873,0.0545681017460255
NP_K6_M11_ALT1_UX_M0d378689399989_P,-0.3786893999886029,P_XLIKE,454,eta_minus1,0.0024806544697153934,0.04971594643086209,0.0472352919611467
NP_K6_M11_ALT1_UX_M0d378689399989_P,-0.3786893999886029,P_XLIKE,455,eta_plus1,0.7733027483414074,0.5201830901034317,-0.2531196582379758
NP_K6_M11_ALT1_UX_M0d378689399989_P,-0.3786893999886029,P_XLIKE,455,T,0.8815902773878473,0.7086329341878692,-0.17295734319997813
NP_K6_M11_ALT1_UX_M0d378689399989_P,-0.3786893999886029,P_XLIKE,455,R,0.11840972261230784,0.2975758174378378,0.17916609482552995
NP_K6_M11_ALT1_UX_M0d378689399989_P,-0.3786893999886029,P_XLIKE,455,eta_0,0.03358236557563846,0.08870549051210895,0.05512312493647049
NP_K6_M11_ALT1_UX_M0d378689399989_P,-0.3786893999886029,P_XLIKE,455,eta_minus1,0.002551887949101162,0.0521256509362019,0.04957376298710074
NP_K6_M11_ALT1_UX_M0d378689399989_S,-0.3786893999886029,S_YLIKE,445,eta_plus1,0.7265536331148428,0.7038867657539629,-0.02266686736087986
NP_K6_M11_ALT1_UX_M0d378689399989_S,-0.3786893999886029,S_YLIKE,445,T,0.8304495407776212,0.7779812906884465,-0.05246825008917477
NP_K6_M11_ALT1_UX_M0d378689399989_S,-0.3786893999886029,S_YLIKE,445,R,0.16955045922225243,0.21868015750109496,0.04912969827884253
NP_K6_M11_ALT1_UX_M0d378689399989_S,-0.3786893999886029,S_YLIKE,445,eta_0,0.020424957484190355,0.013439857213366635,-0.00698510027082372
NP_K6_M11_ALT1_UX_M0d378689399989_S,-0.3786893999886029,S_YLIKE,445,eta_minus1,0.0010509927579138993,0.008047715644010134,0.006996722886096235
NP_K6_M11_ALT1_UX_M0d378689399989_S,-0.3786893999886029,S_YLIKE,446,eta_plus1,0.7299066207919805,0.7046070670301924,-0.025299553761788163
NP_K6_M11_ALT1_UX_M0d378689399989_S,-0.3786893999886029,S_YLIKE,446,T,0.836487193190648,0.7743836059784143,-0.062103587212233746
NP_K6_M11_ALT1_UX_M0d378689399989_S,-0.3786893999886029,S_YLIKE,446,R,0.16351280680989808,0.22191729209886873,0.05840448528897066
NP_K6_M11_ALT1_UX_M0d378689399989_S,-0.3786893999886029,S_YLIKE,446,eta_0,0.020801764326658412,0.013237983844937393,-0.00756378048172102
NP_K6_M11_ALT1_UX_M0d378689399989_S,-0.3786893999886029,S_YLIKE,446,eta_minus1,0.0007927125496338898,0.010322516654057947,0.009529804104424057
NP_K6_M11_ALT1_UX_M0d378689399989_S,-0.3786893999886029,S_YLIKE,447,eta_plus1,0.7255811070298387,0.7039572211809467,-0.021623885848891966
NP_K6_M11_ALT1_UX_M0d378689399989_S,-0.3786893999886029,S_YLIKE,447,T,0.836130420340091,0.7691814418438496,-0.06694897849624137
NP_K6_M11_ALT1_UX_M0d378689399989_S,-0.3786893999886029,S_YLIKE,447,R,0.16386957966016874,0.22761833768492679,0.06374875802475805
NP_K6_M11_ALT1_UX_M0d378689399989_S,-0.3786893999886029,S_YLIKE,447,eta_0,0.02080585066955387,0.013359770204547771,-0.0074460804650061
NP_K6_M11_ALT1_UX_M0d378689399989_S,-0.3786893999886029,S_YLIKE,447,eta_minus1,0.0004075127504092135,0.012518132938325394,0.012110620187916182
NP_K6_M11_ALT1_UX_M0d378689399989_S,-0.3786893999886029,S_YLIKE,448,eta_plus1,0.7133011882436485,0.7008502803606106,-0.012450907883037932
NP_K6_M11_ALT1_UX_M0d378689399989_S,-0.3786893999886029,S_YLIKE,448,T,0.8285475760808138,0.7616208182972433,-0.06692675778357049
NP_K6_M11_ALT1_UX_M0d378689399989_S,-0.3786893999886029,S_YLIKE,448,R,0.17145242392548868,0.23574452915404243,0.06429210522855375
NP_K6_M11_ALT1_UX_M0d378689399989_S,-0.3786893999886029,S_YLIKE,448,eta_0,0.019998509775199565,0.013933113950032468,-0.006065395825167097
NP_K6_M11_ALT1_UX_M0d378689399989_S,-0.3786893999886029,S_YLIKE,448,eta_minus1,5.836073599277926e-05,0.014328022257173634,0.014269661521180855
NP_K6_M11_ALT1_UX_M0d378689399989_S,-0.3786893999886029,S_YLIKE,449,eta_plus1,0.6940127309166225,0.6951124472232458,0.0010997163066233107
NP_K6_M11_ALT1_UX_M0d378689399989_S,-0.3786893999886029,S_YLIKE,449,T,0.8141265785708176,0.7514122784469107,-0.06271430012390689
NP_K6_M11_ALT1_UX_M0d378689399989_S,-0.3786893999886029,S_YLIKE,449,R,0.18587342142964247,0.2470718841698964,0.06119846274025392
NP_K6_M11_ALT1_UX_M0d378689399989_S,-0.3786893999886029,S_YLIKE,449,eta_0,0.017752836726310343,0.015047084948230208,-0.0027057517780801343
NP_K6_M11_ALT1_UX_M0d378689399989_S,-0.3786893999886029,S_YLIKE,449,eta_minus1,0.00019971612145719257,0.01530599769966878,0.015106281578211587
NP_K6_M11_ALT1_UX_M0d378689399989_S,-0.3786893999886029,S_YLIKE,450,eta_plus1,0.6655595060647375,0.6848963548171816,0.019336848752444125
NP_K6_M11_ALT1_UX_M0d378689399989_S,-0.3786893999886029,S_YLIKE,450,T,0.7890879210575441,0.7373144047055932,-0.05177351635195093
NP_K6_M11_ALT1_UX_M0d378689399989_S,-0.3786893999886029,S_YLIKE,450,R,0.210912078942325,0.2627813363601391,0.05186925741781412
NP_K6_M11_ALT1_UX_M0d378689399989_S,-0.3786893999886029,S_YLIKE,450,eta_0,0.01411392467504763,0.016790983725791152,0.0026770590507435212
NP_K6_M11_ALT1_UX_M0d378689399989_S,-0.3786893999886029,S_YLIKE,450,eta_minus1,0.0018076087727008857,0.015024126849236832,0.013216518076535946
NP_K6_M11_ALT1_UX_M0d378689399989_S,-0.3786893999886029,S_YLIKE,451,eta_plus1,0.6376410232245132,0.6673861859348011,0.02974516271028793
NP_K6_M11_ALT1_UX_M0d378689399989_S,-0.3786893999886029,S_YLIKE,451,T,0.7611495425036396,0.7176366335024815,-0.04351290900115812
NP_K6_M11_ALT1_UX_M0d378689399989_S,-0.3786893999886029,S_YLIKE,451,R,0.23885045749729888,0.2835642862198812,0.04471382872258234
NP_K6_M11_ALT1_UX_M0d378689399989_S,-0.3786893999886029,S_YLIKE,451,eta_0,0.008724180068664362,0.019643055549808306,0.010918875481143944
NP_K6_M11_ALT1_UX_M0d378689399989_S,-0.3786893999886029,S_YLIKE,451,eta_minus1,0.006345360051836212,0.013209669792335744,0.006864309740499532
NP_K6_M11_ALT1_UX_M0d378689399989_S,-0.3786893999886029,S_YLIKE,452,eta_plus1,0.6238079027054194,0.6403353304112676,0.01652742770584814
NP_K6_M11_ALT1_UX_M0d378689399989_S,-0.3786893999886029,S_YLIKE,452,T,0.7447360521463903,0.6916996114291254,-0.05303644071726488
NP_K6_M11_ALT1_UX_M0d378689399989_S,-0.3786893999886029,S_YLIKE,452,R,0.25526394785336654,0.31018631465484625,0.054922366801479716
NP_K6_M11_ALT1_UX_M0d378689399989_S,-0.3786893999886029,S_YLIKE,452,eta_0,0.0035560317754809653,0.024169018466862223,0.020612986691381258
NP_K6_M11_ALT1_UX_M0d378689399989_S,-0.3786893999886029,S_YLIKE,452,eta_minus1,0.015075934458283475,0.010060815518442871,-0.005015118939840604
NP_K6_M11_ALT1_UX_M0d378689399989_S,-0.3786893999886029,S_YLIKE,453,eta_plus1,0.6284407157811616,0.6028843663249999,-0.025556349456161698
NP_K6_M11_ALT1_UX_M0d378689399989_S,-0.3786893999886029,S_YLIKE,453,T,0.7519634624381222,0.661121698527441,-0.09084176391068122
NP_K6_M11_ALT1_UX_M0d378689399989_S,-0.3786893999886029,S_YLIKE,453,R,0.2480365375626183,0.3402565146062388,0.0922199770436205
NP_K6_M11_ALT1_UX_M0d378689399989_S,-0.3786893999886029,S_YLIKE,453,eta_0,0.0019900169433297475,0.03117689767601384,0.029186880732684092
NP_K6_M11_ALT1_UX_M0d378689399989_S,-0.3786893999886029,S_YLIKE,453,eta_minus1,0.026924583523982012,0.006611179386142111,-0.0203134041378399
NP_K6_M11_ALT1_UX_M0d378689399989_S,-0.3786893999886029,S_YLIKE,454,eta_plus1,0.6338712821647582,0.5656605937320633,-0.06821068843269484
NP_K6_M11_ALT1_UX_M0d378689399989_S,-0.3786893999886029,S_YLIKE,454,T,0.7742192315273719,0.6375450551202526,-0.13667417640711932
NP_K6_M11_ALT1_UX_M0d378689399989_S,-0.3786893999886029,S_YLIKE,454,R,0.2257807684733649,0.3621609737867343,0.1363802053133694
NP_K6_M11_ALT1_UX_M0d378689399989_S,-0.3786893999886029,S_YLIKE,454,eta_0,0.004177299994544552,0.03969268471196034,0.035515384717415784
NP_K6_M11_ALT1_UX_M0d378689399989_S,-0.3786893999886029,S_YLIKE,454,eta_minus1,0.03900258463597556,0.004500254544466677,-0.03450233009150888
NP_K6_M11_ALT1_UX_M0d378689399989_S,-0.3786893999886029,S_YLIKE,455,eta_plus1,0.6230585168954911,0.5489146982638758,-0.07414381863161523
NP_K6_M11_ALT1_UX_M0d378689399989_S,-0.3786893999886029,S_YLIKE,455,T,0.7955274363259021,0.6373153565079132,-0.1582120798179889
NP_K6_M11_ALT1_UX_M0d378689399989_S,-0.3786893999886029,S_YLIKE,455,R,0.20447256367640051,0.36136461241222556,0.15689204873582505
NP_K6_M11_ALT1_UX_M0d378689399989_S,-0.3786893999886029,S_YLIKE,455,eta_0,0.006947098068194057,0.044926550130003004,0.037979452061808944
NP_K6_M11_ALT1_UX_M0d378689399989_S,-0.3786893999886029,S_YLIKE,455,eta_minus1,0.05058575047379923,0.005017667625962298,-0.04556808284783693
NP_K6_M11_ALT1_UX_P0d224137931034_S,0.22413793103448276,S_YLIKE,445,eta_plus1,0.745770858343626,0.7294241604100041,-0.016346697933621868
NP_K6_M11_ALT1_UX_P0d224137931034_S,0.22413793103448276,S_YLIKE,445,T,0.827899560648239,0.8285227553664776,0.0006231947182385733
NP_K6_M11_ALT1_UX_P0d224137931034_S,0.22413793103448276,S_YLIKE,445,R,0.17210043935225905,0.1681408185194816,-0.003959620832777455
NP_K6_M11_ALT1_UX_P0d224137931034_S,0.22413793103448276,S_YLIKE,445,eta_0,0.00039268369041565966,0.0007506172316772205,0.0003579335412615608
NP_K6_M11_ALT1_UX_P0d224137931034_S,0.22413793103448276,S_YLIKE,445,eta_minus1,0.0032621910352866987,0.00425226224906996,0.000990071213783261
NP_K6_M11_ALT1_UX_P0d224137931034_S,0.22413793103448276,S_YLIKE,446,eta_plus1,0.7542300877945434,0.7287000529510556,-0.025530034843487814
NP_K6_M11_ALT1_UX_P0d224137931034_S,0.22413793103448276,S_YLIKE,446,T,0.8327091674074061,0.8287389754921577,-0.003970191915248389
NP_K6_M11_ALT1_UX_P0d224137931034_S,0.22413793103448276,S_YLIKE,446,R,0.16729083259234917,0.16874695414189703,0.0014561215495478563
NP_K6_M11_ALT1_UX_P0d224137931034_S,0.22413793103448276,S_YLIKE,446,eta_0,0.00013530812400113938,0.00036904338376552874,0.00023373525976438936
NP_K6_M11_ALT1_UX_P0d224137931034_S,0.22413793103448276,S_YLIKE,446,eta_minus1,0.0030914188966245978,0.004152719278554387,0.0010613003819297893
NP_K6_M11_ALT1_UX_P0d224137931034_S,0.22413793103448276,S_YLIKE,447,eta_plus1,0.760831773425029,0.7353623986964631,-0.025469374728565808
NP_K6_M11_ALT1_UX_P0d224137931034_S,0.22413793103448276,S_YLIKE,447,T,0.8358196760481434,0.8312333718812577,-0.0045863041668857685
NP_K6_M11_ALT1_UX_P0d224137931034_S,0.22413793103448276,S_YLIKE,447,R,0.16418032395152504,0.16562565930572526,0.0014453353542002167
NP_K6_M11_ALT1_UX_P0d224137931034_S,0.22413793103448276,S_YLIKE,447,eta_0,5.047314689806567e-05,0.000277994229088721,0.00022752108219065536
NP_K6_M11_ALT1_UX_P0d224137931034_S,0.22413793103448276,S_YLIKE,447,eta_minus1,0.0028405356823486654,0.0036019191988565635,0.0007613835165078981
NP_K6_M11_ALT1_UX_P0d224137931034_S,0.22413793103448276,S_YLIKE,448,eta_plus1,0.7653355868996442,0.7523101413301236,-0.013025445569520566
NP_K6_M11_ALT1_UX_P0d224137931034_S,0.22413793103448276,S_YLIKE,448,T,0.8368118519010435,0.8362435474253451,-0.0005683044756983335
NP_K6_M11_ALT1_UX_P0d224137931034_S,0.22413793103448276,S_YLIKE,448,R,0.16318814809908275,0.16147535099683227,-0.001712797102250474
NP_K6_M11_ALT1_UX_P0d224137931034_S,0.22413793103448276,S_YLIKE,448,eta_0,0.00015486068161353346,0.0004397238747783402,0.00028486319316480674
NP_K6_M11_ALT1_UX_P0d224137931034_S,0.22413793103448276,S_YLIKE,448,eta_minus1,0.0025033809646707724,0.002852837180328593,0.00034945621565782075
NP_K6_M11_ALT1_UX_P0d224137931034_S,0.22413793103448276,S_YLIKE,449,eta_plus1,0.7673052321192702,0.761663578924976,-0.005641653194294105
NP_K6_M11_ALT1_UX_P0d224137931034_S,0.22413793103448276,S_YLIKE,449,T,0.8349729298700632,0.833986428727437,-0.0009865011426262171
NP_K6_M11_ALT1_UX_P0d224137931034_S,0.22413793103448276,S_YLIKE,449,R,0.16502707013020226,0.16310358405155356,-0.0019234860786487007
NP_K6_M11_ALT1_UX_P0d224137931034_S,0.22413793103448276,S_YLIKE,449,eta_0,0.0004870227493848833,0.0007442233892435622,0.0002572006398586789
NP_K6_M11_ALT1_UX_P0d224137931034_S,0.22413793103448276,S_YLIKE,449,eta_minus1,0.002070461172714024,0.002397068946929137,0.00032660777421511305
NP_K6_M11_ALT1_UX_P0d224137931034_S,0.22413793103448276,S_YLIKE,450,eta_plus1,0.7686381183579005,0.7580261794616757,-0.010611938896224804
NP_K6_M11_ALT1_UX_P0d224137931034_S,0.22413793103448276,S_YLIKE,450,T,0.8287568767771185,0.8225732925992202,-0.006183584177898327
NP_K6_M11_ALT1_UX_P0d224137931034_S,0.22413793103448276,S_YLIKE,450,R,0.17124312322272334,0.17539957890500332,0.004156455682279986
NP_K6_M11_ALT1_UX_P0d224137931034_S,0.22413793103448276,S_YLIKE,450,eta_0,0.0011120060608080505,0.0013349200257571946,0.00022291396494914417
NP_K6_M11_ALT1_UX_P0d224137931034_S,0.22413793103448276,S_YLIKE,450,eta_minus1,0.0015008278864922686,0.0020644187704347843,0.0005635908839425156
NP_K6_M11_ALT1_UX_P0d224137931034_S,0.22413793103448276,S_YLIKE,451,eta_plus1,0.7503232699791004,0.73976514862208,-0.010558121357020389
NP_K6_M11_ALT1_UX_P0d224137931034_S,0.22413793103448276,S_YLIKE,451,T,0.8113063443553777,0.8014622900040931,-0.009844054351284659
NP_K6_M11_ALT1_UX_P0d224137931034_S,0.22413793103448276,S_YLIKE,451,R,0.18869365564685803,0.1959439358203393,0.007250280173481283
NP_K6_M11_ALT1_UX_P0d224137931034_S,0.22413793103448276,S_YLIKE,451,eta_0,0.0021318014914264443,0.0024204055684422993,0.0002886040770158551
NP_K6_M11_ALT1_UX_P0d224137931034_S,0.22413793103448276,S_YLIKE,451,eta_minus1,0.0011789035191391917,0.0016822359396558909,0.0005033324205166992
NP_K6_M11_ALT1_UX_P0d224137931034_S,0.22413793103448276,S_YLIKE,452,eta_plus1,0.71999365219345,0.7078277887387409,-0.012165863454709158
NP_K6_M11_ALT1_UX_P0d224137931034_S,0.22413793103448276,S_YLIKE,452,T,0.7858459773834128,0.7712781433059805,-0.014567834077432229
NP_K6_M11_ALT1_UX_P0d224137931034_S,0.22413793103448276,S_YLIKE,452,R,0.2141540226163561,0.22717466797944297,0.013020645363086863
NP_K6_M11_ALT1_UX_P0d224137931034_S,0.22413793103448276,S_YLIKE,452,eta_0,0.0037656598693582856,0.004114867516180543,0.00034920764682225746
NP_K6_M11_ALT1_UX_P0d224137931034_S,0.22413793103448276,S_YLIKE,452,eta_minus1,0.0008627937891599496,0.0013375273907483825,0.0004747336015884329
NP_K6_M11_ALT1_UX_P0d224137931034_S,0.22413793103448276,S_YLIKE,453,eta_plus1,0.672020190067073,0.6615660226132029,-0.010454167453870178
NP_K6_M11_ALT1_UX_P0d224137931034_S,0.22413793103448276,S_YLIKE,453,T,0.7509550813162359,0.7359428866782343,-0.01501219463800163
NP_K6_M11_ALT1_UX_P0d224137931034_S,0.22413793103448276,S_YLIKE,453,R,0.2490449186839514,0.2621017169933782,0.013056798309426798
NP_K6_M11_ALT1_UX_P0d224137931034_S,0.22413793103448276,S_YLIKE,453,eta_0,0.005958274171142492,0.006271660627336429,0.00031338645619393736
NP_K6_M11_ALT1_UX_P0d224137931034_S,0.22413793103448276,S_YLIKE,453,eta_minus1,0.001109637564057623,0.0015125072870413184,0.0004028697229836954
NP_K6_M11_ALT1_UX_P0d224137931034_S,0.22413793103448276,S_YLIKE,454,eta_plus1,0.6122147309762691,0.6125112333693812,0.0002965023931120747
NP_K6_M11_ALT1_UX_P0d224137931034_S,0.22413793103448276,S_YLIKE,454,T,0.7161043849758207,0.711457534923813,-0.004646850052007712
NP_K6_M11_ALT1_UX_P0d224137931034_S,0.22413793103448276,S_YLIKE,454,R,0.2838956150246178,0.2879941773965336,0.004098562371915804
NP_K6_M11_ALT1_UX_P0d224137931034_S,0.22413793103448276,S_YLIKE,454,eta_0,0.007934466949754145,0.007902667206684763,-3.179974306938109e-05
NP_K6_M11_ALT1_UX_P0d224137931034_S,0.22413793103448276,S_YLIKE,454,eta_minus1,0.00295536179811416,0.0031662063928790734,0.0002108445947649135
NP_K6_M11_ALT1_UX_P0d224137931034_S,0.22413793103448276,S_YLIKE,455,eta_plus1,0.5721545565288912,0.5876677913887906,0.015513234859899305
NP_K6_M11_ALT1_UX_P0d224137931034_S,0.22413793103448276,S_YLIKE,455,T,0.7052762469447829,0.7161575445646609,0.010881297619877994
NP_K6_M11_ALT1_UX_P0d224137931034_S,0.22413793103448276,S_YLIKE,455,R,0.29472375305581766,0.2827893490721654,-0.011934403983652253
NP_K6_M11_ALT1_UX_P0d224137931034_S,0.22413793103448276,S_YLIKE,455,eta_0,0.00798431907668315,0.007639707808350683,-0.00034461126833246637
NP_K6_M11_ALT1_UX_P0d224137931034_S,0.22413793103448276,S_YLIKE,455,eta_minus1,0.007031171215098351,0.006713826835015671,-0.0003173443800826795
NP_K6_M11_ALT1_UX_P0d378689399989_P,0.37868939998860307,P_XLIKE,445,eta_plus1,0.4248506752438372,0.41109953329671545,-0.013751141947121737
NP_K6_M11_ALT1_UX_P0d378689399989_P,0.37868939998860307,P_XLIKE,445,T,0.8731404415856595,0.8730476696296685,-9.277195599100008e-05
NP_K6_M11_ALT1_UX_P0d378689399989_P,0.37868939998860307,P_XLIKE,445,R,0.12685955841404775,0.12378410818079495,-0.0030754502332527994
NP_K6_M11_ALT1_UX_P0d378689399989_P,0.37868939998860307,P_XLIKE,445,eta_0,0.03252401755641444,0.0422415018698454,0.00971748431343096
NP_K6_M11_ALT1_UX_P0d378689399989_P,0.37868939998860307,P_XLIKE,445,eta_minus1,0.010110993070484088,0.011748194518683742,0.001637201448199654
NP_K6_M11_ALT1_UX_P0d378689399989_P,0.37868939998860307,P_XLIKE,446,eta_plus1,0.42687149697892085,0.4153298997202264,-0.01154159725869447
NP_K6_M11_ALT1_UX_P0d378689399989_P,0.37868939998860307,P_XLIKE,446,T,0.8722292907509679,0.8734402394740696,0.0012109487231016791
NP_K6_M11_ALT1_UX_P0d378689399989_P,0.37868939998860307,P_XLIKE,446,R,0.12777070924911768,0.1235115333196546,-0.00425917592946308
NP_K6_M11_ALT1_UX_P0d378689399989_P,0.37868939998860307,P_XLIKE,446,eta_0,0.031726082275336825,0.04145292714333936,0.009726844868002536
NP_K6_M11_ALT1_UX_P0d378689399989_P,0.37868939998860307,P_XLIKE,446,eta_minus1,0.0098927214301491,0.011401673775484069,0.0015089523453349681
NP_K6_M11_ALT1_UX_P0d378689399989_P,0.37868939998860307,P_XLIKE,447,eta_plus1,0.4288876533859581,0.41969568098289134,-0.00919197240306674
