model,profile_mae,profile_p90,profile_max,eta_plus1_mae,T_mae,R_mae,eta_0_mae,eta_minus1_mae
RAW_RCWA,0.035733071885336455,0.08900319863294043,0.11989266703034918,0.0547754983364997,0.04878921468127942,0.048729573001263064,0.01498281232743608,0.011388261080203998
GLOBAL_BIAS,0.05025304902471066,0.08110233437821808,0.10870575922313935,0.08210854829015186,0.0656140540538639,0.06728086108199069,0.020177020396367873,0.01608476130117901
POLARIZATION_CONDITIONAL_BIAS,0.061494398860705145,0.1151579006708413,0.1151579006708413,0.09054571580123816,0.08725250880243374,0.08965188639362019,0.021118990420831985,0.01890289288540169
AFFINE_CALIBRATION,0.0557963114704812,0.08192787289689767,0.08360153082416528,0.13281989631935437,0.047564370793616174,0.050219854294072865,0.021053400426947467,0.027324035518415075
RIDGE_RESIDUAL,0.058193962565046796,0.07018979281758589,0.07110392076089794,0.1728100636060335,0.042909214542821005,0.045639214229251726,0.014865514320067488,0.014745806127060364
