wavelength_nm,theta_deg,I_proxy
445.5,28.0,0.00092287
445.5,29.0,0.00076007
445.5,30.0,0.00059222
445.5,31.0,0.00043654
445.5,32.0,0.00030443
445.5,33.0,0.00020085
445.5,34.0,0.00012536
445.5,35.0,7.403e-05
445.5,36.0,4.135e-05
445.5,37.0,2.186e-05
445.5,38.0,1.093e-05
445.5,39.0,5.17e-06
445.5,40.0,2.31e-06
446.0,0.0,0.00573692
446.0,1.0,0.00653315
446.0,2.0,0.00682239
446.0,3.0,0.00653315
446.0,4.0,0.00573694
446.0,5.0,0.00461967
446.0,6.0,0.00341132
446.0,7.0,0.00231015
446.0,8.0,0.00143512
446.0,9.0,0.00081887
446.0,10.0,0.00043165
446.0,11.0,0.0002159
446.0,12.0,0.00011445
446.0,13.0,8.571e-05
446.0,14.0,0.00010721
446.0,15.0,0.00017257
446.0,16.0,0.00028601
446.0,17.0,0.00045639
446.0,18.0,0.00069126
446.0,19.0,0.0009911
446.0,20.0,0.00134451
446.0,21.0,0.00172557
446.0,22.0,0.00209518
446.0,23.0,0.00240673
446.0,24.0,0.00261547
446.0,25.0,0.00268901
446.0,26.0,0.00261547
446.0,27.0,0.00240673
446.0,28.0,0.00209518
446.0,29.0,0.00172557
446.0,30.0,0.0013445
446.0,31.0,0.00099108
446.0,32.0,0.00069115
446.0,33.0,0.00045599
446.0,34.0,0.00028461
446.0,35.0,0.00016806
446.0,36.0,9.389e-05
446.0,37.0,4.962e-05
446.0,38.0,2.481e-05
446.0,39.0,1.174e-05
446.0,40.0,5.25e-06
446.5,0.0,0.01231082
446.5,1.0,0.01401942
446.5,2.0,0.01464012
446.5,3.0,0.01401943
446.5,4.0,0.01231085
446.5,5.0,0.00991332
446.5,6.0,0.00732032
446.5,7.0,0.00495734
446.5,8.0,0.00307962
446.5,9.0,0.0017572
446.5,10.0,0.00092628
446.5,11.0,0.00046329
446.5,12.0,0.0002456
446.5,13.0,0.00018393
446.5,14.0,0.00023007
446.5,15.0,0.00037033
446.5,16.0,0.00061375
446.5,17.0,0.00097936
446.5,18.0,0.00148336
446.5,19.0,0.0021268
446.5,20.0,0.00288517
446.5,21.0,0.00370289
446.5,22.0,0.00449603
446.5,23.0,0.00516458
446.5,24.0,0.00561253
446.5,25.0,0.00577032
446.5,26.0,0.00561253
446.5,27.0,0.00516458
446.5,28.0,0.00449603
446.5,29.0,0.00370289
446.5,30.0,0.00288516
446.5,31.0,0.00212675
446.5,32.0,0.00148314
446.5,33.0,0.0009785
446.5,34.0,0.00061075
446.5,35.0,0.00036064
446.5,36.0,0.00020147
446.5,37.0,0.00010648
446.5,38.0,5.324e-05
446.5,39.0,2.518e-05
446.5,40.0,1.127e-05
447.0,0.0,0.0249702
447.0,1.0,0.02843578
447.0,2.0,0.02969474
447.0,3.0,0.02843579
447.0,4.0,0.02497026
447.0,5.0,0.02010731
447.0,6.0,0.01484789
447.0,7.0,0.01005503
447.0,8.0,0.00624643
447.0,9.0,0.00356415
447.0,10.0,0.00187878
447.0,11.0,0.0009397
447.0,12.0,0.00049815
447.0,13.0,0.00037306
447.0,14.0,0.00046665
447.0,15.0,0.00075114
447.0,16.0,0.00124489
447.0,17.0,0.00198645
447.0,18.0,0.00300872
447.0,19.0,0.00431382
447.0,20.0,0.00585203
447.0,21.0,0.00751062
447.0,22.0,0.00911935
447.0,23.0,0.01047538
447.0,24.0,0.01138396
447.0,25.0,0.01170401
447.0,26.0,0.01138396
447.0,27.0,0.01047538
447.0,28.0,0.00911935
447.0,29.0,0.00751061
447.0,30.0,0.005852
447.0,31.0,0.00431371
447.0,32.0,0.00300826
447.0,33.0,0.00198471
447.0,34.0,0.00123879
447.0,35.0,0.0007315
447.0,36.0,0.00040865
447.0,37.0,0.00021597
447.0,38.0,0.00010799
447.0,39.0,5.108e-05
447.0,40.0,2.286e-05
447.5,0.0,0.04787227
447.5,1.0,0.0545164
447.5,2.0,0.05693006
447.5,3.0,0.05451643
447.5,4.0,0.04787238
447.5,5.0,0.03854926
447.5,6.0,0.02846603
447.5,7.0,0.01927727
447.5,8.0,0.0119755
447.5,9.0,0.0068331
447.5,10.0,0.00360195
447.5,11.0,0.00180157
447.5,12.0,0.00095503
447.5,13.0,0.00071522
447.5,14.0,0.00089464
447.5,15.0,0.00144006
447.5,16.0,0.00238666
447.5,17.0,0.00380837
447.5,18.0,0.00576824
447.5,19.0,0.00827036
447.5,20.0,0.01121937
447.5,21.0,0.01439918
447.5,22.0,0.0174834
447.5,23.0,0.02008315
447.5,24.0,0.02182506
447.5,25.0,0.02243864
447.5,26.0,0.02182506
447.5,27.0,0.02008315
447.5,28.0,0.0174834
447.5,29.0,0.01439917
447.5,30.0,0.01121932
447.5,31.0,0.00827015
447.5,32.0,0.00576737
447.5,33.0,0.00380505
447.5,34.0,0.00237498
447.5,35.0,0.00140242
447.5,36.0,0.00078345
447.5,37.0,0.00041406
447.5,38.0,0.00020703
447.5,39.0,9.793e-05
447.5,40.0,4.383e-05
448.0,0.0,0.08675074
448.0,1.0,0.09879076
448.0,2.0,0.10316461
448.0,3.0,0.09879081
448.0,4.0,0.08675094
448.0,5.0,0.06985623
448.0,6.0,0.05158413
448.0,7.0,0.03493291
448.0,8.0,0.02170115
448.0,9.0,0.01238247
448.0,10.0,0.0065272
448.0,11.0,0.00326468
448.0,12.0,0.00173065
448.0,13.0,0.00129608
448.0,14.0,0.00162121
448.0,15.0,0.00260958
448.0,16.0,0.00432494
448.0,17.0,0.00690126
448.0,18.0,0.01045279
448.0,19.0,0.01498696
448.0,20.0,0.02033094
448.0,21.0,0.02609317
448.0,22.0,0.03168218
448.0,23.0,0.03639326
448.0,24.0,0.03954982
448.0,25.0,0.04066172
448.0,26.0,0.03954982
448.0,27.0,0.03639326
448.0,28.0,0.03168217
448.0,29.0,0.02609315
448.0,30.0,0.02033086
448.0,31.0,0.01498658
448.0,32.0,0.01045122
448.0,33.0,0.00689523
448.0,34.0,0.00430377
448.0,35.0,0.00254136
448.0,36.0,0.00141971
448.0,37.0,0.00075033
448.0,38.0,0.00037517
448.0,39.0,0.00017746
448.0,40.0,7.942e-05
448.5,0.0,0.14858995
448.5,1.0,0.16921255
448.5,2.0,0.17670425
448.5,3.0,0.16921264
448.5,4.0,0.14859028
448.5,5.0,0.1196524
448.5,6.0,0.08835524
448.5,7.0,0.05983441
448.5,8.0,0.03717055
448.5,9.0,0.02120916
448.5,10.0,0.01118004
448.5,11.0,0.00559186
448.5,12.0,0.00296432
448.5,13.0,0.00221997
448.5,14.0,0.00277686
448.5,15.0,0.00446978
448.5,16.0,0.00740793
448.5,17.0,0.01182074
448.5,18.0,0.01790394
448.5,19.0,0.02567023
448.5,20.0,0.03482361
448.5,21.0,0.04469337
448.5,22.0,0.05426643
448.5,23.0,0.06233575
448.5,24.0,0.06774243
448.5,25.0,0.06964693
448.5,26.0,0.06774243
448.5,27.0,0.06233575
448.5,28.0,0.05426642
448.5,29.0,0.04469334
448.5,30.0,0.03482347
448.5,31.0,0.02566958
448.5,32.0,0.01790124
448.5,33.0,0.01181042
448.5,34.0,0.00737165
448.5,35.0,0.00435293
448.5,36.0,0.00243174
448.5,37.0,0.0012852
448.5,38.0,0.0006426
448.5,39.0,0.00030397
448.5,40.0,0.00013603
449.0,0.0,0.24056518
449.0,1.0,0.2739529
449.0,2.0,0.28608186
449.0,3.0,0.27395305
449.0,4.0,0.24056573
449.0,5.0,0.19371566
449.0,6.0,0.14304598
449.0,7.0,0.09687112
449.0,8.0,0.06017864
449.0,9.0,0.03433735
449.0,10.0,0.01810034
449.0,11.0,0.00905315
449.0,12.0,0.00479919
449.0,13.0,0.0035941
449.0,14.0,0.00449571
449.0,15.0,0.00723652
449.0,16.0,0.01199334
449.0,17.0,0.01913763
449.0,18.0,0.02898624
449.0,19.0,0.04155976
449.0,20.0,0.05637897
449.0,21.0,0.07235798
449.0,22.0,0.08785664
449.0,23.0,0.10092077
449.0,24.0,0.10967411
449.0,25.0,0.11275747
449.0,26.0,0.10967411
449.0,27.0,0.10092076
449.0,28.0,0.08785663
449.0,29.0,0.07235793
449.0,30.0,0.05637874
449.0,31.0,0.04155872
449.0,32.0,0.02898188
449.0,33.0,0.01912091
449.0,34.0,0.01193461
449.0,35.0,0.00704734
449.0,36.0,0.00393695
449.0,37.0,0.00208071
449.0,38.0,0.00104036
449.0,39.0,0.00049212
449.0,40.0,0.00022023
449.5,0.0,0.36813168
449.5,1.0,0.41922419
449.5,2.0,0.43778488
449.5,3.0,0.41922442
449.5,4.0,0.36813252
449.5,5.0,0.29643888
449.5,6.0,0.21890017
449.5,7.0,0.14823978
449.5,8.0,0.09209007
449.5,9.0,0.0525457
449.5,10.0,0.02769856
449.5,11.0,0.01385383
449.5,12.0,0.00734409
449.5,13.0,0.00549998
449.5,14.0,0.00687968
449.5,15.0,0.01107388
449.5,16.0,0.01835315
449.5,17.0,0.0292859
449.5,18.0,0.04435702
449.5,19.0,0.063598
449.5,20.0,0.08627551
449.5,21.0,0.11072784
449.5,22.0,0.13444511
449.5,23.0,0.15443686
449.5,24.0,0.16783192
449.5,25.0,0.17255032
449.5,26.0,0.16783192
449.5,27.0,0.15443686
449.5,28.0,0.1344451
449.5,29.0,0.11072777
449.5,30.0,0.08627516
449.5,31.0,0.06359641
449.5,32.0,0.04435034
449.5,33.0,0.02926031
449.5,34.0,0.01826327
449.5,35.0,0.01078439
449.5,36.0,0.00602463
449.5,37.0,0.00318407
449.5,38.0,0.00159204
449.5,39.0,0.00075308
449.5,40.0,0.00033701
450.0,0.0,0.53247684
450.0,1.0,0.60637859
450.0,2.0,0.63322534
450.0,3.0,0.60637893
450.0,4.0,0.53247805
450.0,5.0,0.4287782
450.0,6.0,0.31662385
450.0,7.0,0.21441852
450.0,8.0,0.13320187
450.0,9.0,0.0760037
450.0,10.0,0.04006404
450.0,11.0,0.02003861
450.0,12.0,0.01062272
450.0,13.0,0.00795534
450.0,14.0,0.00995098
450.0,15.0,0.0160176
450.0,16.0,0.02654655
450.0,17.0,0.04236002
450.0,18.0,0.06415934
450.0,19.0,0.09199008
450.0,20.0,0.12479152
450.0,21.0,0.16016011
450.0,22.0,0.19446549
450.0,23.0,0.22338217
450.0,24.0,0.24275718
450.0,25.0,0.24958202
450.0,26.0,0.24275718
450.0,27.0,0.22338216
450.0,28.0,0.19446547
450.0,29.0,0.16016001
450.0,30.0,0.12479101
450.0,31.0,0.09198777
450.0,32.0,0.06414968
450.0,33.0,0.04232301
450.0,34.0,0.02641655
450.0,35.0,0.01559888
450.0,36.0,0.00871421
450.0,37.0,0.00460554
450.0,38.0,0.00230277
450.0,39.0,0.00108928
450.0,40.0,0.00048746
450.5,0.0,0.72798988
450.5,1.0,0.82902663
450.5,2.0,0.86573088
450.5,3.0,0.82902709
450.5,4.0,0.72799154
450.5,5.0,0.58621553
450.5,6.0,0.43288072
450.5,7.0,0.29314799
450.5,8.0,0.18211048
450.5,9.0,0.10391048
450.5,10.0,0.05477462
450.5,11.0,0.02739631
450.5,12.0,0.01452313
450.5,13.0,0.01087635
450.5,14.0,0.01360475
450.5,15.0,0.02189889
450.5,16.0,0.03629382
450.5,17.0,0.05791362
450.5,18.0,0.08771715
450.5,19.0,0.12576669
450.5,20.0,0.17061204
450.5,21.0,0.21896716
450.5,22.0,0.26586867
450.5,23.0,0.30540287
450.5,24.0,0.33189195
450.5,25.0,0.3412227
450.5,26.0,0.33189195
450.5,27.0,0.30540287
450.5,28.0,0.26586864
450.5,29.0,0.21896702
450.5,30.0,0.17061135
450.5,31.0,0.12576353
450.5,32.0,0.08770394
450.5,33.0,0.05786302
450.5,34.0,0.03611609
450.5,35.0,0.02132642
450.5,36.0,0.01191387
450.5,37.0,0.00629659
450.5,38.0,0.00314829
450.5,39.0,0.00148923
450.5,40.0,0.00066645
451.0,0.0,0.94075613
451.0,1.0,1.07132243
451.0,2.0,1.11875406
451.0,3.0,1.07132303
451.0,4.0,0.94075828
451.0,5.0,0.75754605
451.0,6.0,0.55939677
451.0,7.0,0.378825
451.0,8.0,0.23533507
451.0,9.0,0.13427992
451.0,10.0,0.07078335
451.0,11.0,0.03540331
451.0,12.0,0.01876774
451.0,13.0,0.01405514
451.0,14.0,0.01758094
451.0,15.0,0.02829918
451.0,16.0,0.04690125
451.0,17.0,0.07483977
451.0,18.0,0.11335384
451.0,19.0,0.16252395
451.0,20.0,0.22047604
451.0,21.0,0.28296369
451.0,22.0,0.34357288
451.0,23.0,0.39466157
451.0,24.0,0.42889248
451.0,25.0,0.44095029
451.0,26.0,0.42889248
451.0,27.0,0.39466156
451.0,28.0,0.34357284
451.0,29.0,0.28296351
451.0,30.0,0.22047514
451.0,31.0,0.16251986
451.0,32.0,0.11333677
451.0,33.0,0.07477438
451.0,34.0,0.04667157
451.0,35.0,0.02755939
451.0,36.0,0.01539588
451.0,37.0,0.00813686
451.0,38.0,0.00406843
451.0,39.0,0.00192448
451.0,40.0,0.00086123
451.5,0.0,1.14909483
451.5,1.0,1.30857617
451.5,2.0,1.36651196
451.5,3.0,1.30857691
451.5,4.0,1.14909745
451.5,5.0,0.92531126
451.5,6.0,0.6832801
451.5,7.0,0.46271912
451.5,8.0,0.28745209
451.5,9.0,0.16401738
451.5,10.0,0.08645894
451.5,11.0,0.04324368
451.5,12.0,0.02292403
451.5,13.0,0.01716777
451.5,14.0,0.0214744
451.5,15.0,0.03456628
451.5,16.0,0.05728794
451.5,17.0,0.0914137
451.5,18.0,0.13845705
451.5,19.0,0.1985163
451.5,20.0,0.26930239
451.5,21.0,0.34562848
451.5,22.0,0.41966011
451.5,23.0,0.48206283
451.5,24.0,0.52387448
451.5,25.0,0.5386026
451.5,26.0,0.52387448
451.5,27.0,0.48206283
451.5,28.0,0.41966006
451.5,29.0,0.34562826
451.5,30.0,0.2693013
451.5,31.0,0.19851131
451.5,32.0,0.13843619
451.5,33.0,0.09133383
451.5,34.0,0.0570074
451.5,35.0,0.03366266
451.5,36.0,0.01880543
451.5,37.0,0.00993884
451.5,38.0,0.00496942
451.5,39.0,0.00235068
451.5,40.0,0.00105196
452.0,0.0,1.32666654
452.0,1.0,1.51079283
452.0,2.0,1.57768154
452.0,3.0,1.51079369
452.0,4.0,1.32666957
452.0,5.0,1.0683013
452.0,6.0,0.78886861
452.0,7.0,0.53422394
452.0,8.0,0.33187258
452.0,9.0,0.18936329
452.0,10.0,0.0998196
452.0,11.0,0.04992621
452.0,12.0,0.02646652
452.0,13.0,0.01982074
452.0,14.0,0.02479288
452.0,15.0,0.03990787
452.0,16.0,0.06614075
452.0,17.0,0.10554002
452.0,18.0,0.15985306
452.0,19.0,0.22919338
452.0,20.0,0.31091818
452.0,21.0,0.39903908
452.0,22.0,0.48451095
452.0,23.0,0.55655688
452.0,24.0,0.60482976
452.0,25.0,0.62183383
452.0,26.0,0.60482976
452.0,27.0,0.55655687
452.0,28.0,0.4845109
452.0,29.0,0.39903882
452.0,30.0,0.31091692
452.0,31.0,0.22918762
452.0,32.0,0.15982899
452.0,33.0,0.10544781
452.0,34.0,0.06581686
452.0,35.0,0.03886461
452.0,36.0,0.02171147
452.0,37.0,0.01147471
452.0,38.0,0.00573735
452.0,39.0,0.00271393
452.0,40.0,0.00121452
452.5,0.0,1.44775402
452.5,1.0,1.64868588
452.5,2.0,1.72167965
452.5,3.0,1.64868681
452.5,4.0,1.44775732
452.5,5.0,1.16580727
452.5,6.0,0.86087021
452.5,7.0,0.58298362
452.5,8.0,0.36216325
452.5,9.0,0.20664685
452.5,10.0,0.10893033
452.5,11.0,0.05448307
452.5,12.0,0.02888217
452.5,13.0,0.02162981
452.5,14.0,0.02705577
452.5,15.0,0.04355034
452.5,16.0,0.07217755
452.5,17.0,0.11517287
452.5,18.0,0.17444317
452.5,19.0,0.25011232
452.5,20.0,0.3392963
452.5,21.0,0.43546016
452.5,22.0,0.52873322
452.5,23.0,0.60735493
452.5,24.0,0.66003376
452.5,25.0,0.67858984
452.5,26.0,0.66003376
452.5,27.0,0.60735492
452.5,28.0,0.52873317
452.5,29.0,0.43545989
452.5,30.0,0.33929492
452.5,31.0,0.25010603
452.5,32.0,0.1744169
452.5,33.0,0.11507224
452.5,34.0,0.0718241
452.5,35.0,0.04241186
452.5,36.0,0.02369312
452.5,37.0,0.01252203
452.5,38.0,0.00626101
452.5,39.0,0.00296164
452.5,40.0,0.00132537
453.0,0.0,1.49332686
453.0,1.0,1.70058372
453.0,2.0,1.7758752
453.0,3.0,1.70058468
453.0,4.0,1.49333027
453.0,5.0,1.2025049
453.0,6.0,0.88796894
453.0,7.0,0.60133496
453.0,8.0,0.37356354
453.0,9.0,0.21315174
453.0,10.0,0.11235927
453.0,11.0,0.05619811
453.0,12.0,0.02979133
453.0,13.0,0.02231068
453.0,14.0,0.02790744
453.0,15.0,0.04492123
453.0,16.0,0.07444958
453.0,17.0,0.11879831
453.0,18.0,0.17993434
453.0,19.0,0.25798543
453.0,20.0,0.34997677
453.0,21.0,0.44916771
453.0,22.0,0.54537684
453.0,23.0,0.62647343
453.0,24.0,0.68081051
453.0,25.0,0.69995069
453.0,26.0,0.68081051
453.0,27.0,0.62647342
453.0,28.0,0.54537679
453.0,29.0,0.44916742
453.0,30.0,0.34997535
453.0,31.0,0.25797894
453.0,32.0,0.17990725
453.0,33.0,0.11869452
453.0,34.0,0.074085
453.0,35.0,0.04374692
453.0,36.0,0.02443893
453.0,37.0,0.0129162
453.0,38.0,0.0064581
453.0,39.0,0.00305487
453.0,40.0,0.00136709
453.5,0.0,1.45593528
453.5,1.0,1.65800261
453.5,2.0,1.73140886
453.5,3.0,1.65800354
453.5,4.0,1.4559386
453.5,5.0,1.17239524
453.5,6.0,0.86573499
453.5,7.0,0.58627806
453.5,8.0,0.36420984
453.5,9.0,0.20781461
453.5,10.0,0.1095459
453.5,11.0,0.05479095
453.5,12.0,0.02904538
453.5,13.0,0.02175204
453.5,14.0,0.02720866
453.5,15.0,0.04379644
453.5,16.0,0.07258543
453.5,17.0,0.11582371
453.5,18.0,0.17542895
453.5,19.0,0.2515257
453.5,20.0,0.34121366
453.5,21.0,0.43792095
453.5,22.0,0.53172109
453.5,23.0,0.61078709
453.5,24.0,0.66376362
453.5,25.0,0.68242455
453.5,26.0,0.66376361
453.5,27.0,0.61078708
453.5,28.0,0.53172104
453.5,29.0,0.43792067
453.5,30.0,0.34121227
453.5,31.0,0.25151938
453.5,32.0,0.17540253
453.5,33.0,0.11572251
453.5,34.0,0.07222997
453.5,35.0,0.04265153
453.5,36.0,0.02382701
453.5,37.0,0.01259279
453.5,38.0,0.00629639
453.5,39.0,0.00297838
453.5,40.0,0.00133286
454.0,0.0,1.3417029
454.0,1.0,1.52791606
454.0,2.0,1.59556288
454.0,3.0,1.52791693
454.0,4.0,1.34170596
454.0,5.0,1.08040935
454.0,6.0,0.7978096
454.0,7.0,0.54027881
454.0,8.0,0.33563401
454.0,9.0,0.19150952
454.0,10.0,0.10095095
454.0,11.0,0.05049207
454.0,12.0,0.02676649
454.0,13.0,0.02004538
454.0,14.0,0.02507388
454.0,15.0,0.04036018
454.0,16.0,0.06689039
454.0,17.0,0.1067362
454.0,18.0,0.16166483
454.0,19.0,0.23179105
454.0,20.0,0.31444211
454.0,21.0,0.40356176
454.0,22.0,0.49000236
454.0,23.0,0.56286486
454.0,24.0,0.61168486
454.0,25.0,0.62888166
454.0,26.0,0.61168486
454.0,27.0,0.56286485
454.0,28.0,0.49000231
454.0,29.0,0.4035615
454.0,30.0,0.31444083
454.0,31.0,0.23178522
454.0,32.0,0.16164048
454.0,33.0,0.10664295
454.0,34.0,0.06656282
454.0,35.0,0.0393051
454.0,36.0,0.02195754
454.0,37.0,0.01160476
454.0,38.0,0.00580238
454.0,39.0,0.00274469
454.0,40.0,0.00122828
454.5,0.0,1.16868573
454.5,1.0,1.33088607
454.5,2.0,1.3898096
454.5,3.0,1.33088682
454.5,4.0,1.1686884
454.5,5.0,0.94108688
454.5,6.0,0.69492933
454.5,7.0,0.47060801
454.5,8.0,0.29235286
454.5,9.0,0.16681371
454.5,10.0,0.08793298
454.5,11.0,0.04398094
454.5,12.0,0.02331486
454.5,13.0,0.01746046
454.5,14.0,0.02184051
454.5,15.0,0.0351556
454.5,16.0,0.05826464
454.5,17.0,0.09297221
454.5,18.0,0.1408176
454.5,19.0,0.2019008
454.5,20.0,0.27389373
454.5,21.0,0.3515211
454.5,22.0,0.42681488
454.5,23.0,0.49028152
454.5,24.0,0.53280601
454.5,25.0,0.54778522
454.5,26.0,0.53280601
454.5,27.0,0.49028151
454.5,28.0,0.42681484
454.5,29.0,0.35152087
454.5,30.0,0.27389261
454.5,31.0,0.20189572
454.5,32.0,0.14079639
454.5,33.0,0.09289098
454.5,34.0,0.05797932
454.5,35.0,0.03423658
454.5,36.0,0.01912604
454.5,37.0,0.01010829
454.5,38.0,0.00505414
454.5,39.0,0.00239076
454.5,40.0,0.00106989
455.0,0.0,0.96220192
455.0,1.0,1.09574465
455.0,2.0,1.14425755
455.0,3.0,1.09574527
455.0,4.0,0.96220412
455.0,5.0,0.77481532
455.0,6.0,0.57214897
455.0,7.0,0.38746082
455.0,8.0,0.24069985
455.0,9.0,0.13734101
455.0,10.0,0.07239695
455.0,11.0,0.03621037
455.0,12.0,0.01919558
455.0,13.0,0.01437554
455.0,14.0,0.01798172
455.0,15.0,0.02894429
455.0,16.0,0.04797043
455.0,17.0,0.07654584
455.0,18.0,0.11593789
455.0,19.0,0.1662289
455.0,20.0,0.22550209
455.0,21.0,0.28941422
455.0,22.0,0.35140508
455.0,23.0,0.4036584
455.0,24.0,0.43866965
455.0,25.0,0.45100234
455.0,26.0,0.43866965
455.0,27.0,0.4036584
455.0,28.0,0.35140505
455.0,29.0,0.28941404
455.0,30.0,0.22550117
455.0,31.0,0.16622472
455.0,32.0,0.11592043
455.0,33.0,0.07647897
455.0,34.0,0.04773551
455.0,35.0,0.02818765
455.0,36.0,0.01574685
455.0,37.0,0.00832235
455.0,38.0,0.00416118
455.0,39.0,0.00196836
455.0,40.0,0.00088086
455.5,0.0,0.74879303
455.5,1.0,0.85271702
455.5,2.0,0.89047014
455.5,3.0,0.8527175
455.5,4.0,0.74879474
455.5,5.0,0.60296731
455.5,6.0,0.44525078
455.5,7.0,0.30152503
455.5,8.0,0.1873145
455.5,9.0,0.10687984
455.5,10.0,0.05633987
455.5,11.0,0.0281792
455.5,12.0,0.01493815
455.5,13.0,0.01118716
455.5,14.0,0.01399352
455.5,15.0,0.02252468
455.5,16.0,0.03733096
455.5,17.0,0.05956857
455.5,18.0,0.09022377
455.5,19.0,0.12936062
455.5,20.0,0.17548748
455.5,21.0,0.2252244
455.5,22.0,0.27346617
455.5,23.0,0.31413011
455.5,24.0,0.34137614
455.5,25.0,0.35097353
455.5,26.0,0.34137614
455.5,27.0,0.31413011
455.5,28.0,0.27346614
455.5,29.0,0.22522426
455.5,30.0,0.17548677
455.5,31.0,0.12935737
455.5,32.0,0.09021018
455.5,33.0,0.05951653
455.5,34.0,0.03714815
455.5,35.0,0.02193585
455.5,36.0,0.01225432
455.5,37.0,0.00647652
455.5,38.0,0.00323826
455.5,39.0,0.00153179
455.5,40.0,0.0006855
456.0,0.0,0.55078799
456.0,1.0,0.62723112
456.0,2.0,0.6550011
456.0,3.0,0.62723148
456.0,4.0,0.55078925
456.0,5.0,0.4435233
456.0,6.0,0.32751211
456.0,7.0,0.22179208
456.0,8.0,0.1377825
456.0,9.0,0.07861736
456.0,10.0,0.04144179
456.0,11.0,0.02072771
456.0,12.0,0.01098802
456.0,13.0,0.00822891
456.0,14.0,0.01029318
456.0,15.0,0.01656842
456.0,16.0,0.02745945
456.0,17.0,0.04381672
456.0,18.0,0.0663657
456.0,19.0,0.0951535
456.0,20.0,0.12908293
456.0,21.0,0.1656678
456.0,22.0,0.20115289
456.0,23.0,0.23106398
456.0,24.0,0.25110527
456.0,25.0,0.2581648
456.0,26.0,0.25110527
456.0,27.0,0.23106397
456.0,28.0,0.20115287
456.0,29.0,0.1656677
456.0,30.0,0.1290824
456.0,31.0,0.09515111
456.0,32.0,0.0663557
456.0,33.0,0.04377844
456.0,34.0,0.02732498
456.0,35.0,0.0161353
456.0,36.0,0.00901388
456.0,37.0,0.00476392
456.0,38.0,0.00238196
456.0,39.0,0.00112674
456.0,40.0,0.00050423
456.5,0.0,0.38294308
456.5,1.0,0.43609124
456.5,2.0,0.45539871
456.5,3.0,0.43609149
456.5,4.0,0.38294395
456.5,5.0,0.3083658
456.5,6.0,0.22770739
456.5,7.0,0.15420406
456.5,8.0,0.09579522
456.5,9.0,0.05465983
456.5,10.0,0.02881299
456.5,11.0,0.01441123
456.5,12.0,0.00763958
456.5,13.0,0.00572127
456.5,14.0,0.00715648
456.5,15.0,0.01151943
456.5,16.0,0.01909157
456.5,17.0,0.03046419
456.5,18.0,0.04614168
456.5,19.0,0.06615681
456.5,20.0,0.08974672
456.5,21.0,0.11518287
456.5,22.0,0.13985437
456.5,23.0,0.16065047
456.5,24.0,0.17458447
456.5,25.0,0.1794927
456.5,26.0,0.17458447
456.5,27.0,0.16065047
456.5,28.0,0.13985436
456.5,29.0,0.11518279
456.5,30.0,0.08974635
456.5,31.0,0.06615514
456.5,32.0,0.04613473
456.5,33.0,0.03043757
456.5,34.0,0.01899808
456.5,35.0,0.01121829
456.5,36.0,0.00626703
456.5,37.0,0.00331218
456.5,38.0,0.00165609
456.5,39.0,0.00078338
456.5,40.0,0.00035057
457.0,0.0,0.2516582
457.0,1.0,0.28658551
457.0,2.0,0.29927377
457.0,3.0,0.28658567
457.0,4.0,0.25165877
457.0,5.0,0.20264835
457.0,6.0,0.14964217
457.0,7.0,0.10133808
457.0,8.0,0.06295362
457.0,9.0,0.03592073
