geometry_id,MDC_weighted_DoLP,MDC_weighted_P_LP_axisfree,MDC_FWHM_psi_span_deg,MDC_FWHM_DoLP_worst,formal_DoLP_worst,formal_P_LP_axisfree_worst,final_pass,promising,qualification_status
BF04,0.44157468386268967,0.4776416102087663,39.62464253012555,0.05159116633107364,0.05056511572780085,0.35462161713990475,False,False,VALID_31_POINT_FULL_JONES
BF03,0.1418742761559591,0.38532843168890657,229.84204592651284,0.009417707325168837,0.009417707325168837,0.08093870783081891,False,False,VALID_31_POINT_FULL_JONES
BF02,0.1337063894481962,0.38851843973227823,165.2224875538115,0.020359043898560615,0.009665164966040892,0.28242258830873224,False,False,VALID_31_POINT_FULL_JONES
BF01,0.12178944992047314,0.38084259546237875,89.99999911490494,0.023329919886714307,0.007139202517246657,0.28181099914193064,False,False,VALID_31_POINT_FULL_JONES
BF07,0.07359199707258006,0.365825452296268,85.44131472279715,0.0118962478971175,0.00892754701175807,0.2937213273602923,False,False,VALID_31_POINT_FULL_JONES
BF06,0.06364226884464323,0.2943994228305036,128.29628157866463,0.025598539229006432,0.005636051763987582,0.058353013710904275,False,False,VALID_31_POINT_FULL_JONES
BF05,0.018361675928655743,0.3630619577888428,269.460925215726,0.009225864774924937,0.005973871575459854,0.2562631802230519,False,False,VALID_31_POINT_FULL_JONES
BF08,,,,,,,False,False,INVALID_NEGATIVE_FORMAL_TRANSMISSION_AT_436_NM
