geometry_id,window,weighting,S0,S1,S2,S3,DoLP,psi_deg,P_LP_axisfree,circular_contamination
BF01,435-465,r12_normalized_output,0.6789912233340718,-0.08269396759068542,-7.02458781316775e-09,-3.4609319166456654e-09,0.12178944992047314,90.00000243354651,0.38084259546237875,5.097167382593464e-09
BF01,MDC-FWHM,r12_normalized_output,0.6740518145645457,-0.09359908915117598,-8.594465622558298e-09,-4.266564632002449e-09,0.13886037709377538,90.00000263050961,0.383825451857861,6.3297279820524724e-09
BF02,435-465,r12_normalized_output,0.685395166417612,-0.048951525130421114,0.07747226444079368,-0.23887003082813,0.1337063894481962,61.143550704693546,0.38851843973227823,0.34851432068983434
BF02,MDC-FWHM,r12_normalized_output,0.7199334643665449,-0.03575095951812918,0.0745576993883142,-0.22838131183404717,0.11485233943820648,57.809028475513166,0.40130975349444764,0.31722558144313423
BF03,435-465,r12_normalized_output,0.6749051795545971,0.06371815857739543,-0.07147294049139874,-0.06089834016370359,0.1418742761559591,155.85850911074658,0.38532843168890657,0.09023243858328867
BF03,MDC-FWHM,r12_normalized_output,0.690375222638842,0.08723295652936586,-0.05993587960682388,-0.054391518994853665,0.15330651730077588,162.7539417255936,0.3981071218261753,0.078785444800512
BF04,435-465,r12_normalized_output,0.6626664793098735,0.2922541050650891,0.014563490277766204,-0.06502318155689574,0.44157468386268967,1.4263903589464335,0.4776416102087663,0.09812354115846238
BF04,MDC-FWHM,r12_normalized_output,0.6126396382426278,0.3488606729432961,0.01812423083600356,-0.0781621337530879,0.5702065858105041,1.486996452211063,0.4809853973485695,0.12758256056904504
BF05,435-465,r12_normalized_output,0.713031462928458,0.01131794050950058,0.0065815301409075135,0.01632668028136841,0.018361675928655743,15.089280011509482,0.3630619577888428,0.02289755940686526
BF05,MDC-FWHM,r12_normalized_output,0.6810379745211528,0.048475996506616326,0.009744408070196435,0.019252998638091375,0.07260341780304137,5.6829232096545255,0.36524182956252454,0.028270080903533206
BF06,435-465,r12_normalized_output,0.5535684909368789,-0.033961374965911006,-0.009370320400749484,0.005317230683341384,0.06364226884464323,97.71238600516293,0.2943994228305036,0.009605370916871218
BF06,MDC-FWHM,r12_normalized_output,0.5876982106657657,-0.028286450565035537,-0.0013713013696634337,0.014328463530743654,0.04818743747174346,91.38773712960636,0.3080089407222389,0.02438064855516891
BF07,435-465,r12_normalized_output,0.6814980985211954,0.04014100178249408,0.03006665815695709,0.03784179770890469,0.07359199707258006,18.41708442379932,0.365825452296268,0.05552737093620484
BF07,MDC-FWHM,r12_normalized_output,0.6580290235831061,0.03587115377688016,0.02251219360945383,0.02430225727615827,0.06435915102505384,16.055880091639292,0.35018960644538,0.03693189267523092
