S0,S1,S2,S3,DoLP,psi_deg,P_LP_axisfree,total_power,circular_contamination,sigma1,sigma2,sigma2_over_sigma1,geometry_id,wavelength_nm,dominant_vector_overlap_adjacent,dominant_vector_drift_angle_deg
0.373783701873814,0.1898382964100473,1.7394968311566402e-09,-4.016830701433454e-09,0.5078827553431824,2.6250189973887005e-07,0.28181099914193064,0.186891850936907,1.0746404086900236e-08,0.7507476262259252,0.4288885699849865,0.5712819528195477,BF01,435.0,nan,nan
0.4899564229171355,0.13144494212548566,-7.189034346562408e-10,-7.301905134428254e-09,0.2682788427241752,179.99999984331794,0.31070068252131056,0.24497821145856774,1.490317259431702e-08,0.788290152826116,0.5987582824409611,0.7595658531244363,BF01,436.0,0.9999999999999999,8.537736462515939e-07
0.6165786870760099,0.04553577740396175,-6.61159777407976e-09,-3.9984444667634875e-09,0.0738523376795681,179.99999584045042,0.33105723223998607,0.30828934353800497,6.48488919674671e-09,0.813704162752024,0.7556738116886463,0.928683723495879,BF01,437.0,0.9999999999999974,4.094554566467037e-06
0.6892592786484222,0.004920761577153432,-9.410934889013822e-09,-8.034444999756022e-09,0.007139202517246657,179.99994521103676,0.34709002011279233,0.3446296393242111,1.1656636694845622e-08,0.8331746756986741,0.827247554889861,0.9928861006200858,BF01,438.0,0.9999999999993112,6.724788650779929e-05
0.8017584881025439,-0.08559216770934586,-5.938524340675988e-09,-1.021583867935482e-08,0.1067555491827845,90.00000198763736,0.443675327905945,0.40087924405127195,1.2741790490465286e-08,0.9419929170709781,0.8462661049535172,0.8983784162463633,BF01,439.0,1.3226639467635214e-06,89.99992421693813
0.6001230408975536,0.12951921085652476,-2.918434928007202e-08,-3.366001324741961e-08,0.2158210933924767,179.99999354481844,0.36482112587704085,0.3000615204487768,5.608852010927151e-08,0.8541909925503113,0.6860057070032445,0.8031057608733086,BF01,440.0,2.401438687043122e-07,89.99998624076986
0.8277946650141437,-0.08137507014969841,1.9354035811682106e-09,-2.4968601957858192e-09,0.09830344841411615,89.99999931864602,0.45458486758192107,0.41389733250707184,3.0162796419365157e-09,0.9535039250909471,0.8639557829336205,0.9060851876946545,BF01,441.0,1.7681191022018783e-07,89.99998986942377
0.408313902982478,0.3463663111477174,-1.945818259530036e-08,-2.019560990204816e-08,0.8482843925169542,179.99999839061752,0.37734010706509796,0.204156951491239,4.946099007291166e-08,0.868723324269699,0.24889273158282368,0.2865040279562631,BF01,442.0,4.735158251614261e-08,89.99999728695417
0.6552386909209532,0.10027127674982517,-1.5688677048042563e-08,-3.6712271996951532e-09,0.15303015243024307,179.99999551768457,0.3777549838353898,0.3276193454604766,5.60288525473848e-09,0.8692007637311301,0.7449613507901779,0.8570647678591051,BF01,443.0,0.999999999999999,2.561320938754782e-06
0.7163120937852219,0.036847126670101815,-9.324583381730176e-09,1.6244666202779634e-09,0.05144004546313187,179.99999275032653,0.37657961022766245,0.35815604689261094,2.267819619928184e-09,0.8678474638179943,0.8242966499477716,0.9498174325720491,BF01,444.0,0.9999999999999981,3.52019892386405e-06
