output,mean_bias,mae,median_abs,p90_abs,max_abs,new_m6_rows
eta_m-3,-0.020541578158557006,0.025219260730808858,0.006812005241109236,0.08510807848788149,0.1843824822183756,66
eta_m-2,-0.010236930393537904,0.020044896673342468,0.013517213507700646,0.04928574056311196,0.1415730712432365,66
eta_m-1,-0.004804977487031069,0.017371457403685193,0.008571873316393686,0.04452095994985069,0.15831548816298682,66
eta_m+0,-0.04690772478590139,0.0744356585238723,0.03376229366096524,0.18761224199555412,0.6150347256758999,66
eta_m+1,-0.07317320667915488,0.09567417415160709,0.06346357629046019,0.21346282311027218,0.581893715610032,66
eta_m+2,-0.045392967205721384,0.05879309578583675,0.029279343404647457,0.15368353847618027,0.4120320194143405,66
eta_m+3,-0.01165044150582008,0.029236715034570725,0.012651836341124621,0.0846296328668948,0.17342007782309946,66
T_proxy,-0.011886379471876185,0.11285658183607795,0.08283732845059988,0.2546570105882069,0.5249473962135288,66
