model,common_hf13_rows,old_m5b_order_profile_mae,new_m7_order_profile_mae,old_m5b_eta_plus1_mae,new_m7_eta_plus1_mae
LF_global_bias,286,0.11473655250522981,0.045969393074035005,0.13666542329029138,0.09427692681449186
LF_affine,286,0.11473655250522981,0.04684947393178703,0.13666542329029138,0.09638894672792167
LF_ridge_residual,286,0.11473655250522981,0.04194468034373424,0.13666542329029138,0.08092647034963033
LF_paired_shared_contrast,286,0.11473655250522981,0.056607452418555915,0.13666542329029138,0.14126891615935064
direct_mlp,286,0.11473655250522981,0.08193686508404117,0.13666542329029138,0.23718347660931285
resmlp,286,0.11473655250522981,0.07160486789505062,0.13666542329029138,0.20177182730037668
corrected_residual_mlp,286,0.11473655250522981,0.04924282323783301,0.13666542329029138,0.12289596351299263
circular_cnn,286,0.11473655250522981,0.06424043949895764,0.13666542329029138,0.1408437031931358
LF_only,286,0.11473655250522981,0.04290870545788542,0.13666542329029138,0.10621356384419711
