model,overall_mean_abs_delta_eta_plus1_error,overall_max_abs_delta_eta_plus1_error,true_mean_abs_delta_eta_plus1,true_max_abs_delta_eta_plus1
LF_only,0.08762444523893897,0.501273205047,0.08762444523893897,0.501273205047
LF_global_bias,0.08762444523893897,0.501273205047,0.08762444523893897,0.501273205047
LF_affine,0.08833228289701336,0.48561125506006,0.08762444523893897,0.501273205047
LF_ridge_residual,0.0883321915165458,0.4856114921214384,0.08762444523893897,0.501273205047
LF_paired_shared_contrast,0.24659864101931211,1.1788377055965107,0.08762444523893897,0.501273205047
corrected_residual_mlp,0.11726453110282103,0.3942741338666703,0.08762444523893897,0.501273205047
direct_mlp,0.09507066528033893,0.4492986104539519,0.08762444523893897,0.501273205047
resmlp,0.08358886201318318,0.44081863777354213,0.08762444523893897,0.501273205047
circular_cnn,0.09301292400128235,0.4907636942119882,0.08762444523893897,0.501273205047
