case_uid,geometry_id,geometry_hash,source_position,dipole_orientation,case_count_per_geometry,joint_profile_schema,labels_status,solver_status,case_identity_contract
63f8a67431b02f7efbc7a27ff49f94b2e6dd02c7b465567f183355b51efbbe30,MDC_V3_AL_G013,854f8790fcd9ec11628ce766a1a6a310e1402d6b183a0a639f4ec46d5fe11d14,bottom,x,6,native_301x2000,NOT_GENERATED,NOT_AUTHORIZED,MDC_HF_SURROGATE_V3_AL64_CASE_UID_V1
99ea12249168009ebba7578642a2df95ff02e14751f211ce00c718c743a536be,MDC_V3_AL_G013,854f8790fcd9ec11628ce766a1a6a310e1402d6b183a0a639f4ec46d5fe11d14,bottom,z,6,native_301x2000,NOT_GENERATED,NOT_AUTHORIZED,MDC_HF_SURROGATE_V3_AL64_CASE_UID_V1
2df5f10f4d36a9c85e448b80f6cd98b7a0be6cec86d7876b3214c18203ff3267,MDC_V3_AL_G014,590a1fbe5727bc050c114aa8dd4df5195c7fc35c23f63a589b919ba8d1e1e3d8,top,x,6,native_301x2000,NOT_GENERATED,NOT_AUTHORIZED,MDC_HF_SURROGATE_V3_AL64_CASE_UID_V1
f44f3f2d0bef30ecd07518f64ecff738f68e25f26482fcdd89008d4e6a84451a,MDC_V3_AL_G014,590a1fbe5727bc050c114aa8dd4df5195c7fc35c23f63a589b919ba8d1e1e3d8,top,z,6,native_301x2000,NOT_GENERATED,NOT_AUTHORIZED,MDC_HF_SURROGATE_V3_AL64_CASE_UID_V1
05476c8525b11dd439994d5d13ac6390cd56211cf806dd5eae3bfdf440e38385,MDC_V3_AL_G014,590a1fbe5727bc050c114aa8dd4df5195c7fc35c23f63a589b919ba8d1e1e3d8,centroid,x,6,native_301x2000,NOT_GENERATED,NOT_AUTHORIZED,MDC_HF_SURROGATE_V3_AL64_CASE_UID_V1
423c6f9871be482a12f5e59594cffdbb76cfb2b675817b24da18218f59d7574c,MDC_V3_AL_G014,590a1fbe5727bc050c114aa8dd4df5195c7fc35c23f63a589b919ba8d1e1e3d8,centroid,z,6,native_301x2000,NOT_GENERATED,NOT_AUTHORIZED,MDC_HF_SURROGATE_V3_AL64_CASE_UID_V1
24fc34917cd95b43e68213b53de401b3ceaa5fa9136723944d9fa15dff5c12b6,MDC_V3_AL_G014,590a1fbe5727bc050c114aa8dd4df5195c7fc35c23f63a589b919ba8d1e1e3d8,bottom,x,6,native_301x2000,NOT_GENERATED,NOT_AUTHORIZED,MDC_HF_SURROGATE_V3_AL64_CASE_UID_V1
7f13d3bb920f56148721a867f0eab32369475c75cad07e817e38b3ef43714323,MDC_V3_AL_G014,590a1fbe5727bc050c114aa8dd4df5195c7fc35c23f63a589b919ba8d1e1e3d8,bottom,z,6,native_301x2000,NOT_GENERATED,NOT_AUTHORIZED,MDC_HF_SURROGATE_V3_AL64_CASE_UID_V1
879c51241644624120fd95b4d550d853ef18ff38945f816dd61742150ec8a106,MDC_V3_AL_G015,bd2cf5986b071f773d766dc433bca6f4c165ce689b7b9bd8d3095ef05e7830cf,top,x,6,native_301x2000,NOT_GENERATED,NOT_AUTHORIZED,MDC_HF_SURROGATE_V3_AL64_CASE_UID_V1
5f264cfad9d6e6a55059911bcef0aa57c260a5f842047754ce65da3fec8c6813,MDC_V3_AL_G015,bd2cf5986b071f773d766dc433bca6f4c165ce689b7b9bd8d3095ef05e7830cf,top,z,6,native_301x2000,NOT_GENERATED,NOT_AUTHORIZED,MDC_HF_SURROGATE_V3_AL64_CASE_UID_V1
ac9eb7a618406ab5c8b967f6fa989856965448b53998f1ebfc37a0c7eb560820,MDC_V3_AL_G015,bd2cf5986b071f773d766dc433bca6f4c165ce689b7b9bd8d3095ef05e7830cf,centroid,x,6,native_301x2000,NOT_GENERATED,NOT_AUTHORIZED,MDC_HF_SURROGATE_V3_AL64_CASE_UID_V1
f3386155924723a9e1c74bedbd3fb3e496c0252452ee79df256bebdd3c4a89fe,MDC_V3_AL_G015,bd2cf5986b071f773d766dc433bca6f4c165ce689b7b9bd8d3095ef05e7830cf,centroid,z,6,native_301x2000,NOT_GENERATED,NOT_AUTHORIZED,MDC_HF_SURROGATE_V3_AL64_CASE_UID_V1
58d7ef5d5a97342764955c1ed4fd9b823905548500e9e4ad331e4ea42d028114,MDC_V3_AL_G015,bd2cf5986b071f773d766dc433bca6f4c165ce689b7b9bd8d3095ef05e7830cf,bottom,x,6,native_301x2000,NOT_GENERATED,NOT_AUTHORIZED,MDC_HF_SURROGATE_V3_AL64_CASE_UID_V1
0843279566644c9697f1bb817b90760e1c5f93617b30701c42d722ba87905b99,MDC_V3_AL_G015,bd2cf5986b071f773d766dc433bca6f4c165ce689b7b9bd8d3095ef05e7830cf,bottom,z,6,native_301x2000,NOT_GENERATED,NOT_AUTHORIZED,MDC_HF_SURROGATE_V3_AL64_CASE_UID_V1
08ae24d180a53279dbcc01a6de4f7684f608cd165bd670fa6eb6ed945ebbbaee,MDC_V3_AL_G016,b15d6f598156927bbab0ade4c9495703ffa6c7569aece4c787a5aae64747015d,top,x,6,native_301x2000,NOT_GENERATED,NOT_AUTHORIZED,MDC_HF_SURROGATE_V3_AL64_CASE_UID_V1
0fb76f2d054e19353afc1a10eb94db69fc5e7859f0caa84376a6bf88da723999,MDC_V3_AL_G016,b15d6f598156927bbab0ade4c9495703ffa6c7569aece4c787a5aae64747015d,top,z,6,native_301x2000,NOT_GENERATED,NOT_AUTHORIZED,MDC_HF_SURROGATE_V3_AL64_CASE_UID_V1
694d40a24f5f424822169c78ea90afc0320fd7f5c2c8e35816e05d95980550c4,MDC_V3_AL_G016,b15d6f598156927bbab0ade4c9495703ffa6c7569aece4c787a5aae64747015d,centroid,x,6,native_301x2000,NOT_GENERATED,NOT_AUTHORIZED,MDC_HF_SURROGATE_V3_AL64_CASE_UID_V1
692a94596869063e48fa526294ccb9ee8626d17bf94b38411972f05fc14448d8,MDC_V3_AL_G016,b15d6f598156927bbab0ade4c9495703ffa6c7569aece4c787a5aae64747015d,centroid,z,6,native_301x2000,NOT_GENERATED,NOT_AUTHORIZED,MDC_HF_SURROGATE_V3_AL64_CASE_UID_V1
4895ce103c454a503c52b82867718b622b4ab1f11166cc9e13f2d2990a259b6c,MDC_V3_AL_G016,b15d6f598156927bbab0ade4c9495703ffa6c7569aece4c787a5aae64747015d,bottom,x,6,native_301x2000,NOT_GENERATED,NOT_AUTHORIZED,MDC_HF_SURROGATE_V3_AL64_CASE_UID_V1
9a6b9348fc362c589fcfd0f2bab8356811848351c10e063e96d501b026b7ba49,MDC_V3_AL_G016,b15d6f598156927bbab0ade4c9495703ffa6c7569aece4c787a5aae64747015d,bottom,z,6,native_301x2000,NOT_GENERATED,NOT_AUTHORIZED,MDC_HF_SURROGATE_V3_AL64_CASE_UID_V1
caff4c43d5d215971065e7c3877a6335c94257a8f2f34ac69456485130c11278,MDC_V3_AL_G017,9ad8f255ee2e001cc304cb51e0c8cc61a817ca0c309bee05117fa4f549ffe261,top,x,6,native_301x2000,NOT_GENERATED,NOT_AUTHORIZED,MDC_HF_SURROGATE_V3_AL64_CASE_UID_V1
5bc00f5b12a59a0456efad6d6a400540b90746f1fd6bcb8bb6cf428943f62d80,MDC_V3_AL_G017,9ad8f255ee2e001cc304cb51e0c8cc61a817ca0c309bee05117fa4f549ffe261,top,z,6,native_301x2000,NOT_GENERATED,NOT_AUTHORIZED,MDC_HF_SURROGATE_V3_AL64_CASE_UID_V1
7a48a8ce959f1deb6cf242d2be0c8e5ac4cca81f50ad6fa7a7aedfc35d371367,MDC_V3_AL_G017,9ad8f255ee2e001cc304cb51e0c8cc61a817ca0c309bee05117fa4f549ffe261,centroid,x,6,native_301x2000,NOT_GENERATED,NOT_AUTHORIZED,MDC_HF_SURROGATE_V3_AL64_CASE_UID_V1
559b3d7c2a84650c5d7b577a9dd9d7bc99c184d4ff5813521ee09e967de95833,MDC_V3_AL_G017,9ad8f255ee2e001cc304cb51e0c8cc61a817ca0c309bee05117fa4f549ffe261,centroid,z,6,native_301x2000,NOT_GENERATED,NOT_AUTHORIZED,MDC_HF_SURROGATE_V3_AL64_CASE_UID_V1
b8a68038e544a86aef24689664b61583011d6cbca3775ec1aef1ccef7a469b26,MDC_V3_AL_G017,9ad8f255ee2e001cc304cb51e0c8cc61a817ca0c309bee05117fa4f549ffe261,bottom,x,6,native_301x2000,NOT_GENERATED,NOT_AUTHORIZED,MDC_HF_SURROGATE_V3_AL64_CASE_UID_V1
311a2fb061a9fe18ef7c36cf50d5ac1bb20d24ce5deba5da09a77d7c794318ff,MDC_V3_AL_G017,9ad8f255ee2e001cc304cb51e0c8cc61a817ca0c309bee05117fa4f549ffe261,bottom,z,6,native_301x2000,NOT_GENERATED,NOT_AUTHORIZED,MDC_HF_SURROGATE_V3_AL64_CASE_UID_V1
fc88209311a6e360e7b70223e81d96569048d170cda8faf28356aa4d52efa90d,MDC_V3_AL_G018,60936e0ccb2d7b9200ae6c04dfac49fb80fd3c4e2e2d6d5475e1a9fdd4f5bcc7,top,x,6,native_301x2000,NOT_GENERATED,NOT_AUTHORIZED,MDC_HF_SURROGATE_V3_AL64_CASE_UID_V1
b9d0a268f0428021034808c26ffb469f85d5b7da2948f88f9563f87717ac0cbc,MDC_V3_AL_G018,60936e0ccb2d7b9200ae6c04dfac49fb80fd3c4e2e2d6d5475e1a9fdd4f5bcc7,top,z,6,native_301x2000,NOT_GENERATED,NOT_AUTHORIZED,MDC_HF_SURROGATE_V3_AL64_CASE_UID_V1
271d3ac90d42b8961e4451485a6fd125308708e9b4e120a77c4b619cb4e6d265,MDC_V3_AL_G018,60936e0ccb2d7b9200ae6c04dfac49fb80fd3c4e2e2d6d5475e1a9fdd4f5bcc7,centroid,x,6,native_301x2000,NOT_GENERATED,NOT_AUTHORIZED,MDC_HF_SURROGATE_V3_AL64_CASE_UID_V1
bcb75e21f4a387791ffcc9e5c86b82245a7983c0a8d01450af5b0fae6b2763d3,MDC_V3_AL_G018,60936e0ccb2d7b9200ae6c04dfac49fb80fd3c4e2e2d6d5475e1a9fdd4f5bcc7,centroid,z,6,native_301x2000,NOT_GENERATED,NOT_AUTHORIZED,MDC_HF_SURROGATE_V3_AL64_CASE_UID_V1
e46a584bdc8936a441e662d85696a18221bde109587e4f78f3724457724e05eb,MDC_V3_AL_G018,60936e0ccb2d7b9200ae6c04dfac49fb80fd3c4e2e2d6d5475e1a9fdd4f5bcc7,bottom,x,6,native_301x2000,NOT_GENERATED,NOT_AUTHORIZED,MDC_HF_SURROGATE_V3_AL64_CASE_UID_V1
d232565d76c69870317553a2afdade97f24614ea6bee05a215796df676be27ea,MDC_V3_AL_G018,60936e0ccb2d7b9200ae6c04dfac49fb80fd3c4e2e2d6d5475e1a9fdd4f5bcc7,bottom,z,6,native_301x2000,NOT_GENERATED,NOT_AUTHORIZED,MDC_HF_SURROGATE_V3_AL64_CASE_UID_V1
663be76c34e3b9fd691268260f5042f18f0fa3111bdda6a0ec349ac0ebededc8,MDC_V3_AL_G019,9e9b04857fa510a7eb1d66ef7b03340801a0ba41859f60baea3ab4952824047c,top,x,6,native_301x2000,NOT_GENERATED,NOT_AUTHORIZED,MDC_HF_SURROGATE_V3_AL64_CASE_UID_V1
f29e9a08e8280354956a777611d2a2cfc656d1d8c048c7cc9eacafd647461b41,MDC_V3_AL_G019,9e9b04857fa510a7eb1d66ef7b03340801a0ba41859f60baea3ab4952824047c,top,z,6,native_301x2000,NOT_GENERATED,NOT_AUTHORIZED,MDC_HF_SURROGATE_V3_AL64_CASE_UID_V1
f94f8f27d53ab5652a0d3bacd248efe3da38b1d1c7e5eb3aa7d1955d564811c5,MDC_V3_AL_G019,9e9b04857fa510a7eb1d66ef7b03340801a0ba41859f60baea3ab4952824047c,centroid,x,6,native_301x2000,NOT_GENERATED,NOT_AUTHORIZED,MDC_HF_SURROGATE_V3_AL64_CASE_UID_V1
f1f159a6891b0026fdf6acf0228e10c3d1ca6980d55b119c2a16c657bd57a919,MDC_V3_AL_G019,9e9b04857fa510a7eb1d66ef7b03340801a0ba41859f60baea3ab4952824047c,centroid,z,6,native_301x2000,NOT_GENERATED,NOT_AUTHORIZED,MDC_HF_SURROGATE_V3_AL64_CASE_UID_V1
0a4a01c48a35371edda4b63b5631f93d77b330586ef4b15ea0b81be3aa78c821,MDC_V3_AL_G019,9e9b04857fa510a7eb1d66ef7b03340801a0ba41859f60baea3ab4952824047c,bottom,x,6,native_301x2000,NOT_GENERATED,NOT_AUTHORIZED,MDC_HF_SURROGATE_V3_AL64_CASE_UID_V1
263aaebf9718ed83927223e3ea13373486b76a764d9a32c05ed0d4a37eccccb3,MDC_V3_AL_G019,9e9b04857fa510a7eb1d66ef7b03340801a0ba41859f60baea3ab4952824047c,bottom,z,6,native_301x2000,NOT_GENERATED,NOT_AUTHORIZED,MDC_HF_SURROGATE_V3_AL64_CASE_UID_V1
503a7094aa53d9b4a3827651184d66e8c23cbf782edf3c522e862244d12bd249,MDC_V3_AL_G020,589fdb933ec2c1bb97d3169884660025d0d830fb6d5b51ce267cab50f83af9b2,top,x,6,native_301x2000,NOT_GENERATED,NOT_AUTHORIZED,MDC_HF_SURROGATE_V3_AL64_CASE_UID_V1
7ade69267e86ab40c9d4712ac04874c372b5f3915ba623b4aeb0ea9ae3b434d6,MDC_V3_AL_G020,589fdb933ec2c1bb97d3169884660025d0d830fb6d5b51ce267cab50f83af9b2,top,z,6,native_301x2000,NOT_GENERATED,NOT_AUTHORIZED,MDC_HF_SURROGATE_V3_AL64_CASE_UID_V1
b365f530904ea681b58e4bd2cd8cb7cb0408296fcea5001e955b1419772babff,MDC_V3_AL_G020,589fdb933ec2c1bb97d3169884660025d0d830fb6d5b51ce267cab50f83af9b2,centroid,x,6,native_301x2000,NOT_GENERATED,NOT_AUTHORIZED,MDC_HF_SURROGATE_V3_AL64_CASE_UID_V1
2a4968be33854379e6eb5370fa121dad3da5d9efbd2230b1bc0ee15858476303,MDC_V3_AL_G020,589fdb933ec2c1bb97d3169884660025d0d830fb6d5b51ce267cab50f83af9b2,centroid,z,6,native_301x2000,NOT_GENERATED,NOT_AUTHORIZED,MDC_HF_SURROGATE_V3_AL64_CASE_UID_V1
97680a94f67f806e35eda4644acd02236e0d16e3f65ec0c5e71af1a13bfe7592,MDC_V3_AL_G020,589fdb933ec2c1bb97d3169884660025d0d830fb6d5b51ce267cab50f83af9b2,bottom,x,6,native_301x2000,NOT_GENERATED,NOT_AUTHORIZED,MDC_HF_SURROGATE_V3_AL64_CASE_UID_V1
2d730ff28914aa017e649827419197d75c5f88ef2dff50d6246cda1c36bb681d,MDC_V3_AL_G020,589fdb933ec2c1bb97d3169884660025d0d830fb6d5b51ce267cab50f83af9b2,bottom,z,6,native_301x2000,NOT_GENERATED,NOT_AUTHORIZED,MDC_HF_SURROGATE_V3_AL64_CASE_UID_V1
258fdb8fd04a8058fe72fbfc74b63d8feae41aeae87c33a85cb901fd0c1eb93e,MDC_V3_AL_G021,a3ba6d8d3bf57a8200216688d38ac7a905a0900c03f1e5db8f05fa3aad8a83ec,top,x,6,native_301x2000,NOT_GENERATED,NOT_AUTHORIZED,MDC_HF_SURROGATE_V3_AL64_CASE_UID_V1
035dd6c1a580385055bdd38b7562bde332ad08899ab8749090c70c0316f93432,MDC_V3_AL_G021,a3ba6d8d3bf57a8200216688d38ac7a905a0900c03f1e5db8f05fa3aad8a83ec,top,z,6,native_301x2000,NOT_GENERATED,NOT_AUTHORIZED,MDC_HF_SURROGATE_V3_AL64_CASE_UID_V1
674687524a6f733d5ce504c83a2adafb95d46021afd7f1f869c4ec41689c1937,MDC_V3_AL_G021,a3ba6d8d3bf57a8200216688d38ac7a905a0900c03f1e5db8f05fa3aad8a83ec,centroid,x,6,native_301x2000,NOT_GENERATED,NOT_AUTHORIZED,MDC_HF_SURROGATE_V3_AL64_CASE_UID_V1
9cf172a748391a2092fc08ac93b070cbd4513ebc4e412107bcc85884ae6f6ff0,MDC_V3_AL_G021,a3ba6d8d3bf57a8200216688d38ac7a905a0900c03f1e5db8f05fa3aad8a83ec,centroid,z,6,native_301x2000,NOT_GENERATED,NOT_AUTHORIZED,MDC_HF_SURROGATE_V3_AL64_CASE_UID_V1
4b324d6ebc88830344273613be96c8b181ad7355b69c2c41fbfd9af97dd6ec0b,MDC_V3_AL_G021,a3ba6d8d3bf57a8200216688d38ac7a905a0900c03f1e5db8f05fa3aad8a83ec,bottom,x,6,native_301x2000,NOT_GENERATED,NOT_AUTHORIZED,MDC_HF_SURROGATE_V3_AL64_CASE_UID_V1
9f7d2e7a7cf4dcbcd174daf13a8f0237e7c351d0624438a3a1ba9b46cbef60e1,MDC_V3_AL_G021,a3ba6d8d3bf57a8200216688d38ac7a905a0900c03f1e5db8f05fa3aad8a83ec,bottom,z,6,native_301x2000,NOT_GENERATED,NOT_AUTHORIZED,MDC_HF_SURROGATE_V3_AL64_CASE_UID_V1
ab771b59f14a4043e67ec217c7011a67586577b1f271284f354eb4a0f6c67ecb,MDC_V3_AL_G022,2c9210d4ed7a9845f5fb31421de76cefa8233f999023af394b6793279a813983,top,x,6,native_301x2000,NOT_GENERATED,NOT_AUTHORIZED,MDC_HF_SURROGATE_V3_AL64_CASE_UID_V1
1451fad2b9ecdd0d598a962f589e88a16fb51678f8e44eeb6f619c2f362417d4,MDC_V3_AL_G022,2c9210d4ed7a9845f5fb31421de76cefa8233f999023af394b6793279a813983,top,z,6,native_301x2000,NOT_GENERATED,NOT_AUTHORIZED,MDC_HF_SURROGATE_V3_AL64_CASE_UID_V1
7d1e3a01ddc186e30041d459ce0085204efdfd8525ee90299de3f636fc3a4fbf,MDC_V3_AL_G022,2c9210d4ed7a9845f5fb31421de76cefa8233f999023af394b6793279a813983,centroid,x,6,native_301x2000,NOT_GENERATED,NOT_AUTHORIZED,MDC_HF_SURROGATE_V3_AL64_CASE_UID_V1
a259b026761a643d7aff8eafe4dfacbaa8aaccc9b65f43b14e6ee926c70a0a49,MDC_V3_AL_G022,2c9210d4ed7a9845f5fb31421de76cefa8233f999023af394b6793279a813983,centroid,z,6,native_301x2000,NOT_GENERATED,NOT_AUTHORIZED,MDC_HF_SURROGATE_V3_AL64_CASE_UID_V1
9fcd65fd5a1663841d2739897422dec4457866d6b43e7b5be7070b7cedfe9b43,MDC_V3_AL_G022,2c9210d4ed7a9845f5fb31421de76cefa8233f999023af394b6793279a813983,bottom,x,6,native_301x2000,NOT_GENERATED,NOT_AUTHORIZED,MDC_HF_SURROGATE_V3_AL64_CASE_UID_V1
158737f53e60a404ff03f99730f3dee32dac02e956d359e485fff8d589956732,MDC_V3_AL_G022,2c9210d4ed7a9845f5fb31421de76cefa8233f999023af394b6793279a813983,bottom,z,6,native_301x2000,NOT_GENERATED,NOT_AUTHORIZED,MDC_HF_SURROGATE_V3_AL64_CASE_UID_V1
5470d5342f3df762e4c295ba3fb4ba02db7566b0fc90fd26379bb9c5d16ce98f,MDC_V3_AL_G023,a24ed9ae9036b3a5edc08ac00564ee95ae612624de4ef425b7f64541efee5d14,top,x,6,native_301x2000,NOT_GENERATED,NOT_AUTHORIZED,MDC_HF_SURROGATE_V3_AL64_CASE_UID_V1
f09a3dd5cff26d0b5353ef90a8f30ecbfebe3c4beaa7187a862ec65fec84d0f9,MDC_V3_AL_G023,a24ed9ae9036b3a5edc08ac00564ee95ae612624de4ef425b7f64541efee5d14,top,z,6,native_301x2000,NOT_GENERATED,NOT_AUTHORIZED,MDC_HF_SURROGATE_V3_AL64_CASE_UID_V1
c518d36ec008ffb1db5201924909707e8723aca0b61b23ceacfcd0e0a93be622,MDC_V3_AL_G023,a24ed9ae9036b3a5edc08ac00564ee95ae612624de4ef425b7f64541efee5d14,centroid,x,6,native_301x2000,NOT_GENERATED,NOT_AUTHORIZED,MDC_HF_SURROGATE_V3_AL64_CASE_UID_V1
198adcd4a534dc23fcad5bfd5c18da5d93d82928fb42fde870207d80de798c20,MDC_V3_AL_G023,a24ed9ae9036b3a5edc08ac00564ee95ae612624de4ef425b7f64541efee5d14,centroid,z,6,native_301x2000,NOT_GENERATED,NOT_AUTHORIZED,MDC_HF_SURROGATE_V3_AL64_CASE_UID_V1
21a0da305ec07f71c93286859264c9f63852cb5eed0cca51f20d23c9221c9d2f,MDC_V3_AL_G023,a24ed9ae9036b3a5edc08ac00564ee95ae612624de4ef425b7f64541efee5d14,bottom,x,6,native_301x2000,NOT_GENERATED,NOT_AUTHORIZED,MDC_HF_SURROGATE_V3_AL64_CASE_UID_V1
1783b3156da6a919d9376bc0276dc59f5e8d9ef5cef7d2a2d48ca7fa61a009ed,MDC_V3_AL_G023,a24ed9ae9036b3a5edc08ac00564ee95ae612624de4ef425b7f64541efee5d14,bottom,z,6,native_301x2000,NOT_GENERATED,NOT_AUTHORIZED,MDC_HF_SURROGATE_V3_AL64_CASE_UID_V1
06931075d7592d3278125332df60659fa43b3ead235193ff323c5b7b9668fe24,MDC_V3_AL_G024,c2996f5a72e27d94559d433a43f9f894764eb3b5544a9d0f03e48f1d54c74093,top,x,6,native_301x2000,NOT_GENERATED,NOT_AUTHORIZED,MDC_HF_SURROGATE_V3_AL64_CASE_UID_V1
0c381327b1250b2ab640150bc3181d54bab78ca3f55819145d995aed0f7a2a53,MDC_V3_AL_G024,c2996f5a72e27d94559d433a43f9f894764eb3b5544a9d0f03e48f1d54c74093,top,z,6,native_301x2000,NOT_GENERATED,NOT_AUTHORIZED,MDC_HF_SURROGATE_V3_AL64_CASE_UID_V1
a8124ed1f3d8b97f9fdf944b32b6405dadf4eed4515ccd31cfff1d6bfee5ba3b,MDC_V3_AL_G024,c2996f5a72e27d94559d433a43f9f894764eb3b5544a9d0f03e48f1d54c74093,centroid,x,6,native_301x2000,NOT_GENERATED,NOT_AUTHORIZED,MDC_HF_SURROGATE_V3_AL64_CASE_UID_V1
748dccfafb68c5f428211a4cc43b09cd0cf22c5f20dff19132a92f94f62a5e93,MDC_V3_AL_G024,c2996f5a72e27d94559d433a43f9f894764eb3b5544a9d0f03e48f1d54c74093,centroid,z,6,native_301x2000,NOT_GENERATED,NOT_AUTHORIZED,MDC_HF_SURROGATE_V3_AL64_CASE_UID_V1
9e18b0b5ff37b78e48c30bbccea1251ab988123906f00ec4db9385624bd79b9f,MDC_V3_AL_G024,c2996f5a72e27d94559d433a43f9f894764eb3b5544a9d0f03e48f1d54c74093,bottom,x,6,native_301x2000,NOT_GENERATED,NOT_AUTHORIZED,MDC_HF_SURROGATE_V3_AL64_CASE_UID_V1
7c7e4e54e483af272ef83b4efcdd9410e28ffdbca5e46a61bd361c38c5b236e8,MDC_V3_AL_G024,c2996f5a72e27d94559d433a43f9f894764eb3b5544a9d0f03e48f1d54c74093,bottom,z,6,native_301x2000,NOT_GENERATED,NOT_AUTHORIZED,MDC_HF_SURROGATE_V3_AL64_CASE_UID_V1
4848e08e67f5631e79b09791cdeb5a1dad954295d9bcedb53ec39243bf1de8f1,MDC_V3_AL_G025,551442a450073bd34a3552225767d822f09b59042e8eb1dc62b40b844ac93174,top,x,6,native_301x2000,NOT_GENERATED,NOT_AUTHORIZED,MDC_HF_SURROGATE_V3_AL64_CASE_UID_V1
970f1eb8fa1cdf25ca5567bb68f69f37b1ed4a814e239780cf504fad38db110f,MDC_V3_AL_G025,551442a450073bd34a3552225767d822f09b59042e8eb1dc62b40b844ac93174,top,z,6,native_301x2000,NOT_GENERATED,NOT_AUTHORIZED,MDC_HF_SURROGATE_V3_AL64_CASE_UID_V1
5f66c8f108dad3888c331e6319223ec957afd10674c8230cfc27ec7e96447aa1,MDC_V3_AL_G025,551442a450073bd34a3552225767d822f09b59042e8eb1dc62b40b844ac93174,centroid,x,6,native_301x2000,NOT_GENERATED,NOT_AUTHORIZED,MDC_HF_SURROGATE_V3_AL64_CASE_UID_V1
666f8fae3df51a6f44a59bacfdec692cd60f73b6c7a06576a647899ee9511133,MDC_V3_AL_G025,551442a450073bd34a3552225767d822f09b59042e8eb1dc62b40b844ac93174,centroid,z,6,native_301x2000,NOT_GENERATED,NOT_AUTHORIZED,MDC_HF_SURROGATE_V3_AL64_CASE_UID_V1
69cc63047a571bffa5f68718a4b51c2ce29b3923fb3cde9c2a34e54f7e3418ea,MDC_V3_AL_G025,551442a450073bd34a3552225767d822f09b59042e8eb1dc62b40b844ac93174,bottom,x,6,native_301x2000,NOT_GENERATED,NOT_AUTHORIZED,MDC_HF_SURROGATE_V3_AL64_CASE_UID_V1
9baf12adf07b42f29d8b37033ac76d2ae59659fe6f732c3fd92514d2eec9fb76,MDC_V3_AL_G025,551442a450073bd34a3552225767d822f09b59042e8eb1dc62b40b844ac93174,bottom,z,6,native_301x2000,NOT_GENERATED,NOT_AUTHORIZED,MDC_HF_SURROGATE_V3_AL64_CASE_UID_V1
75b31e439fd1c5995d690e9e34ab5c2f6a180c4edcc4b60a068cb8b2f704c3e5,MDC_V3_AL_G026,907713968ab9099d94325dcc142ca1b2713ecc48d4d4cfe9aa67834f8681a5ee,top,x,6,native_301x2000,NOT_GENERATED,NOT_AUTHORIZED,MDC_HF_SURROGATE_V3_AL64_CASE_UID_V1
1ab6132e2d2fcc1af15a20126a900007ce0d34ae2d1278b77ec79cd1fb7a2ae1,MDC_V3_AL_G026,907713968ab9099d94325dcc142ca1b2713ecc48d4d4cfe9aa67834f8681a5ee,top,z,6,native_301x2000,NOT_GENERATED,NOT_AUTHORIZED,MDC_HF_SURROGATE_V3_AL64_CASE_UID_V1
7519ecfd3367f1d274fcd5c2372ee90faccc2055c687eb1473e42606ea5d58a0,MDC_V3_AL_G026,907713968ab9099d94325dcc142ca1b2713ecc48d4d4cfe9aa67834f8681a5ee,centroid,x,6,native_301x2000,NOT_GENERATED,NOT_AUTHORIZED,MDC_HF_SURROGATE_V3_AL64_CASE_UID_V1
3cbf0da39bd148bdd9614719e19f2f4aeeb6dec654ac0d243ab757f26abb6632,MDC_V3_AL_G026,907713968ab9099d94325dcc142ca1b2713ecc48d4d4cfe9aa67834f8681a5ee,centroid,z,6,native_301x2000,NOT_GENERATED,NOT_AUTHORIZED,MDC_HF_SURROGATE_V3_AL64_CASE_UID_V1
cd576c59e751568509c504de46def521ad3f2b1f94e1264e53516562aa41425f,MDC_V3_AL_G026,907713968ab9099d94325dcc142ca1b2713ecc48d4d4cfe9aa67834f8681a5ee,bottom,x,6,native_301x2000,NOT_GENERATED,NOT_AUTHORIZED,MDC_HF_SURROGATE_V3_AL64_CASE_UID_V1
62642e809546c0135be8413d3d5280bfcab8263aa4f4799c1e6c083a90da9829,MDC_V3_AL_G026,907713968ab9099d94325dcc142ca1b2713ecc48d4d4cfe9aa67834f8681a5ee,bottom,z,6,native_301x2000,NOT_GENERATED,NOT_AUTHORIZED,MDC_HF_SURROGATE_V3_AL64_CASE_UID_V1
1682647fb5ae131230b65dcc7dbbfb930c133ac80b40496b32eee97756b00116,MDC_V3_AL_G027,200f5f95f059ad9beab7223ffff91d0e06df1317430a6c1a52581dc9c3a9128d,top,x,6,native_301x2000,NOT_GENERATED,NOT_AUTHORIZED,MDC_HF_SURROGATE_V3_AL64_CASE_UID_V1
c4bf766dc400b5f57843085426dbc6350a8715a315499d254de5ede4c43ead58,MDC_V3_AL_G027,200f5f95f059ad9beab7223ffff91d0e06df1317430a6c1a52581dc9c3a9128d,top,z,6,native_301x2000,NOT_GENERATED,NOT_AUTHORIZED,MDC_HF_SURROGATE_V3_AL64_CASE_UID_V1
3687dc1001c1a0df18319852d31f72c0f882076ba03238c1d78eecd87fd6647a,MDC_V3_AL_G027,200f5f95f059ad9beab7223ffff91d0e06df1317430a6c1a52581dc9c3a9128d,centroid,x,6,native_301x2000,NOT_GENERATED,NOT_AUTHORIZED,MDC_HF_SURROGATE_V3_AL64_CASE_UID_V1
