al_geometry_id,geometry_id,geometry_hash,topology_family,N,M,H_nm,L_nm,C_nm,boundary_class,boundary_detail,selection_stratum,selection_key,metadata_distance_to_base136,metadata_distance_to_doe96,metadata_distance_to_v2_test40,future_case_count,future_labels_status,future_solver_status
MDC_V3_AL_G033,GEO_5e7c68405ae07293,5e7c68405ae07293973e3eefcb01c30473d969b82ae6280db820da971fe813c0,Explicit,2,,42,76,152.0,boundary,"{""C_nm"": {""boundary"": true, ""max"": 162, ""min"": 152, ""r"": 0.0, ""value"": 152}, ""H_nm"": {""boundary"": true, ""max"": 47, ""min"": 42, ""r"": 0.0, ""value"": 42}, ""L_nm"": {""boundary"": true, ""max"": 82, ""min"": 76, ""r"": 0.0, ""value"": 76}, ""N"": {""boundary"": true, ""max"": 5, ""min"": 2, ""r"": 0.0, ""value"": 2}}",Explicit_boundary,d13b834ea94fda2dc8dd547b44ce05cae9cb0bd93cacadf15627c89589cfdb8e,0.025641025641025633,0.051282051282051294,0.025641025641025633,6,NOT_GENERATED,NOT_AUTHORIZED
MDC_V3_AL_G034,GEO_0c74ef653666ecbd,0c74ef653666ecbd1e426334153ef221be37518683395c236dd4a8c7c925cd36,Explicit,3,,47,82,162.0,boundary,"{""C_nm"": {""boundary"": true, ""max"": 162, ""min"": 152, ""r"": 1.0, ""value"": 162}, ""H_nm"": {""boundary"": true, ""max"": 47, ""min"": 42, ""r"": 1.0, ""value"": 47}, ""L_nm"": {""boundary"": true, ""max"": 82, ""min"": 76, ""r"": 1.0, ""value"": 82}, ""N"": {""boundary"": false, ""max"": 5, ""min"": 2, ""r"": 0.3333333333333333, ""value"": 3}}",Explicit_boundary,69c22bc19b3787a1e20605b7e151b930c6e314ee19942cb62e0ae6d5bf28a9d0,0.020242914979757054,0.024966261808367085,0.020242914979757054,6,NOT_GENERATED,NOT_AUTHORIZED
MDC_V3_AL_G035,GEO_e3932a15722c2c24,e3932a15722c2c24e00f146d875d5f84357d777e4b8c92e5152912be188ee4f9,Explicit,4,,44,81,162.0,boundary,"{""C_nm"": {""boundary"": true, ""max"": 162, ""min"": 152, ""r"": 1.0, ""value"": 162}, ""H_nm"": {""boundary"": false, ""max"": 47, ""min"": 42, ""r"": 0.4, ""value"": 44}, ""L_nm"": {""boundary"": false, ""max"": 82, ""min"": 76, ""r"": 0.8333333333333334, ""value"": 81}, ""N"": {""boundary"": false, ""max"": 5, ""min"": 2, ""r"": 0.6666666666666666, ""value"": 4}}",Explicit_boundary,14b64d07e23268f7d452c40e678c833ce2f19e474033abb982298cea91b5e0e2,0.009446693657219951,0.05668016194331987,0.009446693657219951,6,NOT_GENERATED,NOT_AUTHORIZED
MDC_V3_AL_G036,GEO_781e4af83d3f0275,781e4af83d3f0275998c852d6e7f3250be89a4a1cd81e4f5f1b5071273b1dd3f,Explicit,3,,42,76,152.0,boundary,"{""C_nm"": {""boundary"": true, ""max"": 162, ""min"": 152, ""r"": 0.0, ""value"": 152}, ""H_nm"": {""boundary"": true, ""max"": 47, ""min"": 42, ""r"": 0.0, ""value"": 42}, ""L_nm"": {""boundary"": true, ""max"": 82, ""min"": 76, ""r"": 0.0, ""value"": 76}, ""N"": {""boundary"": false, ""max"": 5, ""min"": 2, ""r"": 0.3333333333333333, ""value"": 3}}",Explicit_boundary,7de19a4f70a6b18fe651215ece12d457e5339fbcb50b0588166b16cb0cb00967,0.015519568151147078,0.0728744939271255,0.015519568151147078,6,NOT_GENERATED,NOT_AUTHORIZED
MDC_V3_AL_G037,GEO_e48b85e3ee3a5db8,e48b85e3ee3a5db892a448b1ef7b24e54a50dca579e0a34aff873642e0533491,Explicit,4,,42,76,152.0,boundary,"{""C_nm"": {""boundary"": true, ""max"": 162, ""min"": 152, ""r"": 0.0, ""value"": 152}, ""H_nm"": {""boundary"": true, ""max"": 47, ""min"": 42, ""r"": 0.0, ""value"": 42}, ""L_nm"": {""boundary"": true, ""max"": 82, ""min"": 76, ""r"": 0.0, ""value"": 76}, ""N"": {""boundary"": false, ""max"": 5, ""min"": 2, ""r"": 0.6666666666666666, ""value"": 4}}",Explicit_boundary,2fe6547970d5c847adc6fea2d34472bcb3dfc6b9196fab7a2b00f7799ba95efe,0.017543859649122806,0.04790823211875844,0.017543859649122806,6,NOT_GENERATED,NOT_AUTHORIZED
MDC_V3_AL_G038,GEO_28040f5c420cbed7,28040f5c420cbed7e45c98b83ff15b264b41ea0a00ea78ecd4873b154aeedabc,Explicit,5,,47,82,162.0,boundary,"{""C_nm"": {""boundary"": true, ""max"": 162, ""min"": 152, ""r"": 1.0, ""value"": 162}, ""H_nm"": {""boundary"": true, ""max"": 47, ""min"": 42, ""r"": 1.0, ""value"": 47}, ""L_nm"": {""boundary"": true, ""max"": 82, ""min"": 76, ""r"": 1.0, ""value"": 82}, ""N"": {""boundary"": true, ""max"": 5, ""min"": 2, ""r"": 1.0, ""value"": 5}}",Explicit_boundary,e5e94c2e043762bd86f15558ad0f70998fdd900aaef7c31d960936332a729ffa,0.04048582995951422,0.045209176788124195,0.04048582995951422,6,NOT_GENERATED,NOT_AUTHORIZED
MDC_V3_AL_G039,GEO_2b515c311b0854bc,2b515c311b0854bcc091b34708cf335804fecf97e713c972141bdb1472f85be0,Explicit,5,,42,76,152.0,boundary,"{""C_nm"": {""boundary"": true, ""max"": 162, ""min"": 152, ""r"": 0.0, ""value"": 152}, ""H_nm"": {""boundary"": true, ""max"": 47, ""min"": 42, ""r"": 0.0, ""value"": 42}, ""L_nm"": {""boundary"": true, ""max"": 82, ""min"": 76, ""r"": 0.0, ""value"": 76}, ""N"": {""boundary"": true, ""max"": 5, ""min"": 2, ""r"": 1.0, ""value"": 5}}",Explicit_boundary,87ab99426698bacdc5e8f56d56d3a6c2ddc218be3c710f53f91a21265387f5d6,0.022941970310391357,0.022941970310391357,0.04048582995951411,6,NOT_GENERATED,NOT_AUTHORIZED
MDC_V3_AL_G040,GEO_384ae12f7758497d,384ae12f7758497dce8e638570ea1447bbb47d25d8629323a6ff3af648299f34,Explicit,4,,46,81,154.0,interior,"{""C_nm"": {""boundary"": false, ""max"": 162, ""min"": 152, ""r"": 0.2, ""value"": 154}, ""H_nm"": {""boundary"": false, ""max"": 47, ""min"": 42, ""r"": 0.8, ""value"": 46}, ""L_nm"": {""boundary"": false, ""max"": 82, ""min"": 76, ""r"": 0.8333333333333334, ""value"": 81}, ""N"": {""boundary"": false, ""max"": 5, ""min"": 2, ""r"": 0.6666666666666666, ""value"": 4}}",Explicit_interior,0072262143d4dd244e243b20cb3242aa010b4dd28ad8e937daca69709bb5b823,0.014844804318488503,0.05128205128205132,0.014844804318488503,6,NOT_GENERATED,NOT_AUTHORIZED
MDC_V3_AL_G041,GEO_17f0b0b6eb537e99,17f0b0b6eb537e9983a34caabfb560ff50b9ef644155c001101430fea371af48,Explicit,3,,43,77,154.0,interior,"{""C_nm"": {""boundary"": false, ""max"": 162, ""min"": 152, ""r"": 0.2, ""value"": 154}, ""H_nm"": {""boundary"": false, ""max"": 47, ""min"": 42, ""r"": 0.2, ""value"": 43}, ""L_nm"": {""boundary"": false, ""max"": 82, ""min"": 76, ""r"": 0.16666666666666666, ""value"": 77}, ""N"": {""boundary"": false, ""max"": 5, ""min"": 2, ""r"": 0.3333333333333333, ""value"": 3}}",Explicit_interior,12d303fa9a8994f8ae6566a329ed98d30c2749e9313a4229406ffd58d383cc22,0.006072874493927127,0.0668016194331984,0.006072874493927127,6,NOT_GENERATED,NOT_AUTHORIZED
MDC_V3_AL_G042,GEO_2d7d21e0a180ba76,2d7d21e0a180ba76692bce0f7671e13b9b54abf3a64309807b74803f54c57224,Explicit,4,,43,77,154.0,interior,"{""C_nm"": {""boundary"": false, ""max"": 162, ""min"": 152, ""r"": 0.2, ""value"": 154}, ""H_nm"": {""boundary"": false, ""max"": 47, ""min"": 42, ""r"": 0.2, ""value"": 43}, ""L_nm"": {""boundary"": false, ""max"": 82, ""min"": 76, ""r"": 0.16666666666666666, ""value"": 77}, ""N"": {""boundary"": false, ""max"": 5, ""min"": 2, ""r"": 0.6666666666666666, ""value"": 4}}",Explicit_interior,e0f905d7315f0de219331fff97f199555e4b724d6a9c23942723e6d87488dcd3,0.0053981106612685514,0.0600539811066127,0.0053981106612685514,6,NOT_GENERATED,NOT_AUTHORIZED
MDC_V3_AL_G043,GEO_b831d786fb2aa47c,b831d786fb2aa47c8a2ef3398bdb73fec0f0d5ca37667b66eb85fb907235f199,Explicit,3,,46,81,160.0,interior,"{""C_nm"": {""boundary"": false, ""max"": 162, ""min"": 152, ""r"": 0.8, ""value"": 160}, ""H_nm"": {""boundary"": false, ""max"": 47, ""min"": 42, ""r"": 0.8, ""value"": 46}, ""L_nm"": {""boundary"": false, ""max"": 82, ""min"": 76, ""r"": 0.8333333333333334, ""value"": 81}, ""N"": {""boundary"": false, ""max"": 5, ""min"": 2, ""r"": 0.3333333333333333, ""value"": 3}}",Explicit_interior,3e366c64f3552e2b3d5b182c8d7a875b2a6e8a49ece19d8a8058dc066365d31c,0.010796221322537103,0.034412955465587036,0.010796221322537103,6,NOT_GENERATED,NOT_AUTHORIZED
MDC_V3_AL_G044,GEO_f6f4d3e359f9bbf7,f6f4d3e359f9bbf7fad45bfd6ff39141805a4eb634eb78b34aceb6e95f162e29,Explicit,4,,45,78,158.0,interior,"{""C_nm"": {""boundary"": false, ""max"": 162, ""min"": 152, ""r"": 0.6, ""value"": 158}, ""H_nm"": {""boundary"": false, ""max"": 47, ""min"": 42, ""r"": 0.6, ""value"": 45}, ""L_nm"": {""boundary"": false, ""max"": 82, ""min"": 76, ""r"": 0.3333333333333333, ""value"": 78}, ""N"": {""boundary"": false, ""max"": 5, ""min"": 2, ""r"": 0.6666666666666666, ""value"": 4}}",Explicit_interior,2d95f61e37ee342fef3dd890d040dc81b7e55f205b07b99090ec0382a3612589,0.0013495276653171517,0.07017543859649122,0.0013495276653171517,6,NOT_GENERATED,NOT_AUTHORIZED
MDC_V3_AL_G045,GEO_bb8995c16e05660c,bb8995c16e05660c4feab1d8f448d833d6ecf3098825df8ca7dd3d133e10e4c2,Explicit,3,,43,81,154.0,interior,"{""C_nm"": {""boundary"": false, ""max"": 162, ""min"": 152, ""r"": 0.2, ""value"": 154}, ""H_nm"": {""boundary"": false, ""max"": 47, ""min"": 42, ""r"": 0.2, ""value"": 43}, ""L_nm"": {""boundary"": false, ""max"": 82, ""min"": 76, ""r"": 0.8333333333333334, ""value"": 81}, ""N"": {""boundary"": false, ""max"": 5, ""min"": 2, ""r"": 0.3333333333333333, ""value"": 3}}",Explicit_interior,3f943bc4ddccb2cf23231e965382a188c4adc16b27f30e45542950a1d5c7a466,0.002024291497975672,0.05060728744939269,0.002024291497975672,6,NOT_GENERATED,NOT_AUTHORIZED
MDC_V3_AL_G046,GEO_5abfb9391d741373,5abfb9391d741373dbbc6b94a0fc8c6ae0fa882723a1209c16fec2a281dd2bef,Explicit,4,,45,80,156.0,interior,"{""C_nm"": {""boundary"": false, ""max"": 162, ""min"": 152, ""r"": 0.4, ""value"": 156}, ""H_nm"": {""boundary"": false, ""max"": 47, ""min"": 42, ""r"": 0.6, ""value"": 45}, ""L_nm"": {""boundary"": false, ""max"": 82, ""min"": 76, ""r"": 0.6666666666666666, ""value"": 80}, ""N"": {""boundary"": false, ""max"": 5, ""min"": 2, ""r"": 0.6666666666666666, ""value"": 4}}",Explicit_interior,148b0b49195d796611a8db89f9e0521e4b846548cb047909d1c3b4243a38e17c,0.0053981106612685514,0.06072874493927127,0.0053981106612685514,6,NOT_GENERATED,NOT_AUTHORIZED
MDC_V3_AL_G047,GEO_e3114910b553c8e9,e3114910b553c8e9b36cad2bec413d320ef92c973d84651e7fe4b151b648ff9d,Explicit,4,,44,77,160.0,interior,"{""C_nm"": {""boundary"": false, ""max"": 162, ""min"": 152, ""r"": 0.8, ""value"": 160}, ""H_nm"": {""boundary"": false, ""max"": 47, ""min"": 42, ""r"": 0.4, ""value"": 44}, ""L_nm"": {""boundary"": false, ""max"": 82, ""min"": 76, ""r"": 0.16666666666666666, ""value"": 77}, ""N"": {""boundary"": false, ""max"": 5, ""min"": 2, ""r"": 0.6666666666666666, ""value"": 4}}",Explicit_interior,37db3f22cd78dd8ae0268ad9bab8b4d7c5975c99536ad477de74af2e9ba88152,0.0013495276653171517,0.06950067476383265,0.0013495276653171517,6,NOT_GENERATED,NOT_AUTHORIZED
MDC_V3_AL_G048,GEO_0b76bdf77405ee32,0b76bdf77405ee32d076c24a7cb8087aaa6d08b11c3b5a7951645eae7b43bdb4,ZL2,6,,46,78,,boundary,"{""H_nm"": {""boundary"": false, ""max"": 47, ""min"": 42, ""r"": 0.8, ""value"": 46}, ""L_nm"": {""boundary"": false, ""max"": 82, ""min"": 76, ""r"": 0.3333333333333333, ""value"": 78}, ""N"": {""boundary"": true, ""max"": 6, ""min"": 2, ""r"": 1.0, ""value"": 6}}",ZL2_boundary,00227f98d4cea590ae199cbe6cc44fa6796abc90f69a80361cb4979d4c84e8f8,0.038461538461538436,0.038461538461538436,0.13430164803253303,6,NOT_GENERATED,NOT_AUTHORIZED
MDC_V3_AL_G049,GEO_45f356d65b2bc0e9,45f356d65b2bc0e9e20d9ba04099bb13c95121d5652bdc137b9ad36658d640dc,ZL2,2,,43,76,,boundary,"{""H_nm"": {""boundary"": false, ""max"": 47, ""min"": 42, ""r"": 0.2, ""value"": 43}, ""L_nm"": {""boundary"": true, ""max"": 82, ""min"": 76, ""r"": 0.0, ""value"": 76}, ""N"": {""boundary"": true, ""max"": 6, ""min"": 2, ""r"": 0.0, ""value"": 2}}",ZL2_boundary,21ae666a006f400f8127d31e3b0c1a63af8f29143b1bffe3d839dfdc0d1fe519,0.16547512044069856,0.18759297535357197,0.16660073032323125,6,NOT_GENERATED,NOT_AUTHORIZED
MDC_V3_AL_G050,GEO_8bdb11aac420b3e8,8bdb11aac420b3e8084c6799deee73a051c5e4892e892c6db4876e04285e8bb3,ZL2,4,,42,81,,boundary,"{""H_nm"": {""boundary"": true, ""max"": 47, ""min"": 42, ""r"": 0.0, ""value"": 42}, ""L_nm"": {""boundary"": false, ""max"": 82, ""min"": 76, ""r"": 0.8333333333333334, ""value"": 81}, ""N"": {""boundary"": false, ""max"": 6, ""min"": 2, ""r"": 0.5, ""value"": 4}}",ZL2_boundary,2de06bb1d5f436031fb95cf13f7a11303ad162f6a280ee1369f038a81aef5a94,0.0,0.010121457489878527,0.0,6,NOT_GENERATED,NOT_AUTHORIZED
MDC_V3_AL_G051,GEO_8bf99af694dc759b,8bf99af694dc759bef09d2795d5cb6e84dd1d45d0de4290cd9e8dfd80978a1e4,ZL2,3,,42,80,,boundary,"{""H_nm"": {""boundary"": true, ""max"": 47, ""min"": 42, ""r"": 0.0, ""value"": 42}, ""L_nm"": {""boundary"": false, ""max"": 82, ""min"": 76, ""r"": 0.6666666666666666, ""value"": 80}, ""N"": {""boundary"": false, ""max"": 6, ""min"": 2, ""r"": 0.25, ""value"": 3}}",ZL2_boundary,257e9b7b999af071083b52380ba529f7b1d40742b30d3386a7ac1ea100da7d34,0.0040485829959514,0.0040485829959514,0.0040485829959514275,6,NOT_GENERATED,NOT_AUTHORIZED
MDC_V3_AL_G052,GEO_b23915dabf4edb63,b23915dabf4edb63f659d76d8598dd509e0de5965dec569be47202635f5ba16b,ZL2,5,,47,77,,boundary,"{""H_nm"": {""boundary"": true, ""max"": 47, ""min"": 42, ""r"": 1.0, ""value"": 47}, ""L_nm"": {""boundary"": false, ""max"": 82, ""min"": 76, ""r"": 0.16666666666666666, ""value"": 77}, ""N"": {""boundary"": false, ""max"": 6, ""min"": 2, ""r"": 0.75, ""value"": 5}}",ZL2_boundary,2fa45765218e8024e8547ac8ddedf9eeef486fdd4cd6c685cc1dc595a8b85f40,0.0,0.021592442645074206,0.0,6,NOT_GENERATED,NOT_AUTHORIZED
MDC_V3_AL_G053,GEO_8f23e9de03b3b436,8f23e9de03b3b43639297be6f2dad281743c54786f0308cfa026a2f28a464dde,ZL2,6,,42,76,,boundary,"{""H_nm"": {""boundary"": true, ""max"": 47, ""min"": 42, ""r"": 0.0, ""value"": 42}, ""L_nm"": {""boundary"": true, ""max"": 82, ""min"": 76, ""r"": 0.0, ""value"": 76}, ""N"": {""boundary"": true, ""max"": 6, ""min"": 2, ""r"": 1.0, ""value"": 6}}",ZL2_boundary,529c272cf1739b4f6a66bab25c18ab551ec319dcd465f4afde1ed3314a070051,0.062078272604588425,0.062078272604588425,0.11875641809278649,6,NOT_GENERATED,NOT_AUTHORIZED
MDC_V3_AL_G054,GEO_fd2dc455b57d0a5f,fd2dc455b57d0a5fa9e9c6d120a9e7e1e1f70a54f9b2ab549244af8138d62049,ZL2,6,,47,82,,boundary,"{""H_nm"": {""boundary"": true, ""max"": 47, ""min"": 42, ""r"": 1.0, ""value"": 47}, ""L_nm"": {""boundary"": true, ""max"": 82, ""min"": 76, ""r"": 1.0, ""value"": 82}, ""N"": {""boundary"": true, ""max"": 6, ""min"": 2, ""r"": 1.0, ""value"": 6}}",ZL2_boundary,204aad2b504516defe1b892216c094c7066d763769ec0fbc4d6184512c1c6ceb,0.002024291497975783,0.002024291497975783,0.15786438122578292,6,NOT_GENERATED,NOT_AUTHORIZED
MDC_V3_AL_G055,GEO_125ad4725d540053,125ad4725d540053f5ffd990dd5a53d9230b5b68acbfd9f0e339bae13af59cb7,ZL2,5,,42,76,,boundary,"{""H_nm"": {""boundary"": true, ""max"": 47, ""min"": 42, ""r"": 0.0, ""value"": 42}, ""L_nm"": {""boundary"": true, ""max"": 82, ""min"": 76, ""r"": 0.0, ""value"": 76}, ""N"": {""boundary"": false, ""max"": 6, ""min"": 2, ""r"": 0.75, ""value"": 5}}",ZL2_boundary,ee836c2702542e443bcc7ae36705e90cdacfe4da412448474345ca70aee0d918,0.026990553306342757,0.06207827260458837,0.026990553306342757,6,NOT_GENERATED,NOT_AUTHORIZED
MDC_V3_AL_G056,GEO_cd90f72ddcd22368,cd90f72ddcd22368ff507ce5997bbb5d8a3ee3286af9369585ea73e665ab34da,ZL2,4,,44,79,,interior,"{""H_nm"": {""boundary"": false, ""max"": 47, ""min"": 42, ""r"": 0.4, ""value"": 44}, ""L_nm"": {""boundary"": false, ""max"": 82, ""min"": 76, ""r"": 0.5, ""value"": 79}, ""N"": {""boundary"": false, ""max"": 6, ""min"": 2, ""r"": 0.5, ""value"": 4}}",ZL2_interior,00c3f4d7c84e70922ca8faa12104e0268034f7e859b4140b992e09d7e5f43e1c,0.0,0.010121457489878527,0.0,6,NOT_GENERATED,NOT_AUTHORIZED
MDC_V3_AL_G057,GEO_0da2ec9b66e2d7e0,0da2ec9b66e2d7e08a83401c6ea8032ee4668b3f76393a2c58663eb5d7311128,ZL2,5,,46,81,,interior,"{""H_nm"": {""boundary"": false, ""max"": 47, ""min"": 42, ""r"": 0.8, ""value"": 46}, ""L_nm"": {""boundary"": false, ""max"": 82, ""min"": 76, ""r"": 0.8333333333333334, ""value"": 81}, ""N"": {""boundary"": false, ""max"": 6, ""min"": 2, ""r"": 0.75, ""value"": 5}}",ZL2_interior,f3dddf7aa9fc282828e597641d38f3f94072d22fa50b046dff00c35732938052,0.0013495276653171517,0.0013495276653171517,0.013495276653171295,6,NOT_GENERATED,NOT_AUTHORIZED
MDC_V3_AL_G058,GEO_f4d7af81fc64da02,f4d7af81fc64da02ae54eafeabec19cf9807a3a159d95f94538d9a836a365600,ZL2,3,,43,77,,interior,"{""H_nm"": {""boundary"": false, ""max"": 47, ""min"": 42, ""r"": 0.2, ""value"": 43}, ""L_nm"": {""boundary"": false, ""max"": 82, ""min"": 76, ""r"": 0.16666666666666666, ""value"": 77}, ""N"": {""boundary"": false, ""max"": 6, ""min"": 2, ""r"": 0.25, ""value"": 3}}",ZL2_interior,765fd68d70000477e7adb2b27a5d30115b15511c386b5bc97ee12aaecab8aa97,0.0040485829959514275,0.0040485829959514275,0.012145748987854255,6,NOT_GENERATED,NOT_AUTHORIZED
MDC_V3_AL_G059,GEO_d02562df82cbfd07,d02562df82cbfd07425a6b55cc433ae3ab3160eeedcbb97e344118ccd715598b,ZL2,5,,43,77,,interior,"{""H_nm"": {""boundary"": false, ""max"": 47, ""min"": 42, ""r"": 0.2, ""value"": 43}, ""L_nm"": {""boundary"": false, ""max"": 82, ""min"": 76, ""r"": 0.16666666666666666, ""value"": 77}, ""N"": {""boundary"": false, ""max"": 6, ""min"": 2, ""r"": 0.75, ""value"": 5}}",ZL2_interior,f3362fa92c0fe9037554ed431db8f994a81e1950b736a38494e987762c2a8a3b,0.01349527665317135,0.04858299595141696,0.01349527665317135,6,NOT_GENERATED,NOT_AUTHORIZED
MDC_V3_AL_G060,GEO_a27917c5294c54d1,a27917c5294c54d1b4c55b371f73b67e081bced052bde4ee68676240da05e596,ZL2,3,,46,80,,interior,"{""H_nm"": {""boundary"": false, ""max"": 47, ""min"": 42, ""r"": 0.8, ""value"": 46}, ""L_nm"": {""boundary"": false, ""max"": 82, ""min"": 76, ""r"": 0.6666666666666666, ""value"": 80}, ""N"": {""boundary"": false, ""max"": 6, ""min"": 2, ""r"": 0.25, ""value"": 3}}",ZL2_interior,0b5c7589d994fe61c0d7d33b6f6cf29b4eadb6dc2929c3ce0c5273271c93dae2,0.0040485829959514,0.020242914979757082,0.0040485829959514,6,NOT_GENERATED,NOT_AUTHORIZED
MDC_V3_AL_G061,GEO_ac62594fd4d0ce49,ac62594fd4d0ce49311258e18dcc6bdac44a17e68baadc73d4059be79c1a52ce,ZL2,4,,46,81,,interior,"{""H_nm"": {""boundary"": false, ""max"": 47, ""min"": 42, ""r"": 0.8, ""value"": 46}, ""L_nm"": {""boundary"": false, ""max"": 82, ""min"": 76, ""r"": 0.8333333333333334, ""value"": 81}, ""N"": {""boundary"": false, ""max"": 6, ""min"": 2, ""r"": 0.5, ""value"": 4}}",ZL2_interior,4aefd71bfe0506833b6b7d9cec42e778184ab2f91d6385edc105a592b94231be,0.010796221322537103,0.011470985155195679,0.010796221322537103,6,NOT_GENERATED,NOT_AUTHORIZED
MDC_V3_AL_G062,GEO_e2b6daacceec73c3,e2b6daacceec73c344e970ff6dec1534c04004360add429afaa011949603c4c9,ZL2,5,,45,79,,interior,"{""H_nm"": {""boundary"": false, ""max"": 47, ""min"": 42, ""r"": 0.6, ""value"": 45}, ""L_nm"": {""boundary"": false, ""max"": 82, ""min"": 76, ""r"": 0.5, ""value"": 79}, ""N"": {""boundary"": false, ""max"": 6, ""min"": 2, ""r"": 0.75, ""value"": 5}}",ZL2_interior,4891c85b94460f7977839c747b8ef1e915d1311d9de6557be56d8c64b96857bd,0.0,0.021592442645074206,0.0,6,NOT_GENERATED,NOT_AUTHORIZED
MDC_V3_AL_G063,GEO_ae4ae57ec2ecd39a,ae4ae57ec2ecd39aabfc4447dc4888143e871ec1120ef0c097295fbd94982174,ZL2,5,,45,77,,interior,"{""H_nm"": {""boundary"": false, ""max"": 47, ""min"": 42, ""r"": 0.6, ""value"": 45}, ""L_nm"": {""boundary"": false, ""max"": 82, ""min"": 76, ""r"": 0.16666666666666666, ""value"": 77}, ""N"": {""boundary"": false, ""max"": 6, ""min"": 2, ""r"": 0.75, ""value"": 5}}",ZL2_interior,8dfb61e727c20ff665af90404e24ac06b6cdf5703fdbc1ffbfad9aab354fca80,0.0,0.03508771929824561,0.0,6,NOT_GENERATED,NOT_AUTHORIZED
