geometry_id,role,angular_stratum,sample_index,a1,b1,a2,b2,L1_nm,W1_nm,L2_nm,W2_nm,theta1_deg,theta2_deg,delta_theta_deg,D_nm,j1_center_x_nm,j1_center_y_nm,j2_center_x_nm,j2_center_y_nm,height_nm,period_x_nm,period_y_nm,direct_clearance_nm,periodic_image_clearance_nm,global_minimum_clearance_nm,minimum_lateral_feature_nm,aspect_ratio_H_over_min_feature,A1,A2,delta_A,geometry_hash_sha256,normalized_six_coordinates,nearest_selected_neighbor_distance,lineage_old_af,validity,solver_entered
BF01,INITIAL_TRUTH_CANDIDATE,S1,0,0.8521739130434782,0.85,0.85,0.8555555555555555,196,85,153,77,0.0,0.0,0.0,170,0.0,85.0,0.0,-85.0,525.0,432.0,432.0,89.0,181.0,89.0,77,6.818181818181818,0.39501779359430605,0.33043478260869563,0.06458301098561042,5b4cd23ca1a5e40ff2fa01938f1ec8a0f266d3c912510876f0fcf520fad77289,"[0.007246376811594163, 0.0, 0.0, 0.01851851851851846, 0.0, 0.0]",1.2950092580519654,AF02,PASS,False
BF02,INITIAL_TRUTH_CANDIDATE,S2,4011,0.9956521739130435,1.02,0.9611111111111111,0.9888888888888889,229,102,173,89,0.0,44.538574219,44.538574219,207,0.0,103.5,0.0,-103.5,525.0,432.0,432.0,63.611186709776376,81.6111867097764,63.611186709776376,89,5.898876404494382,0.38368580060422963,0.32061068702290074,0.06307511358132889,6b88ba06d8d1971f1b4c2a86f42c27a00b783188a64d822abb97d5472da85c70,"[0.48550724637681186, 0.5666666666666669, 0.3703703703703706, 0.4629629629629633, 0.4948730468777777, 0.74]",0.901393338625494,AF01,PASS,False
BF03,INITIAL_TRUTH_CANDIDATE,S3,2730,1.1478260869565218,0.87,0.85,1.0888888888888888,264,87,153,98,0.0,64.533691406,64.533691406,220,0.0,110.0,0.0,-110.0,525.0,432.0,432.0,86.36383791805183,78.36383791805181,78.36383791805181,87,6.0344827586206895,0.5042735042735043,0.21912350597609562,0.2851499982974086,81b5e1ca4cf8699cdca2f486b7340e40603d293a463be032aec92cea218ff4b8,"[0.9927536231884062, 0.06666666666666674, 0.0, 0.7962962962962963, 0.7170410156222222, 1.0]",0.9341000029354024,,PASS,False
BF04,INITIAL_TRUTH_CANDIDATE,S4,2554,1.1130434782608696,0.91,1.1333333333333333,0.8555555555555555,256,91,204,77,0.0,82.727050781,82.727050781,219,0.0,109.5,0.0,-109.5,525.0,432.0,432.0,67.44670171090638,61.44670171090638,61.44670171090638,77,6.818181818181818,0.4755043227665706,0.45195729537366547,0.02354702739290515,27f33a0ecb247535fff91c4784913bf7e887287144d3f3c6d85336ba0c80ccc1,"[0.8768115942028989, 0.20000000000000023, 0.9444444444444446, 0.01851851851851846, 0.9191894531222222, 0.98]",1.0258166777752158,AF06,PASS,False
BF05,CONDITIONAL_TRUTH_CANDIDATE,S1,2266,1.126086956521739,0.86,1.1277777777777778,1.0777777777777777,259,86,203,97,0.0,3.098144531,3.098144531,172,0.0,86.0,0.0,-86.0,525.0,432.0,432.0,75.08516923235194,163.08516923235194,75.08516923235194,86,6.104651162790698,0.5014492753623189,0.35333333333333333,0.14811594202898554,d087292f1308b235a6daedc188fea2fa0d5664d10c09cc3c2848b012636dc0ff,"[0.9202898550724639, 0.03333333333333337, 0.9259259259259262, 0.7592592592592593, 0.03442382812222222, 0.04]",1.1943103591586306,AF03,PASS,False
BF06,CONDITIONAL_TRUTH_CANDIDATE,S2,3797,1.1478260869565218,1.11,1.1444444444444444,0.8666666666666667,264,111,206,78,0.0,23.620605469,23.620605469,193,0.0,96.5,0.0,-96.5,525.0,432.0,432.0,60.49757922982839,106.49757922982837,60.49757922982839,78,6.730769230769231,0.408,0.4507042253521127,-0.04270422535211271,4a716cc5901299cdcf160e749bf913f05c86c74f505f09ea3831ec92491e1cd9,"[0.9927536231884062, 0.8666666666666673, 0.9814814814814815, 0.05555555555555574, 0.2624511718777778, 0.46]",1.0095327634608438,,PASS,False
BF07,CONDITIONAL_TRUTH_CANDIDATE,S3,272,0.8782608695652174,0.86,1.1,1.1111111111111112,202,86,198,100,0.0,50.44921875,50.44921875,214,0.0,107.0,0.0,-107.0,525.0,432.0,432.0,62.82691503626623,66.8269150362662,62.82691503626623,86,6.104651162790698,0.4027777777777778,0.3288590604026846,0.0739187173750932,ec70c1ff6b38a5f842f6c1b3b2053582a625f132eecf22daaaae5c0115aa9bac,"[0.09420289855072486, 0.03333333333333337, 0.8333333333333339, 0.8703703703703708, 0.560546875, 0.88]",0.9174922830510035,,PASS,False
BF08,CONDITIONAL_TRUTH_CANDIDATE,S4,999,0.8956521739130435,1.12,0.8722222222222222,1.1444444444444444,206,112,157,103,0.0,87.099609375,87.099609375,212,0.0,106.0,0.0,-106.0,525.0,432.0,432.0,74.99467046424066,82.99467046424067,74.99467046424066,103,5.097087378640777,0.29559748427672955,0.2076923076923077,0.08790517658442185,258b562b14b617072eeefb4a10288c9938564e0fcf1392b3b8892b7f7c6bba75,"[0.15217391304347852, 0.9000000000000006, 0.0740740740740742, 0.9814814814814815, 0.9677734375, 0.84]",0.901393338625494,,PASS,False
