candidate_id,top_pair_count,bottom_pair_count,cavity_spacer_nm,top_termination_nm,bottom_termination_nm,top_high_scale,top_low_scale,bottom_high_scale,bottom_low_scale,top_chirp,bottom_chirp,valid,score,pass_level,failure_mode,top_R_proxy,bottom_R_proxy,top_outcoupling_proxy,extraction_proxy,normal_peak_strength,offaxis_peak_strength_20_30,normal_offaxis_ratio,eta10_proxy,eta25_proxy,peak_angle_abs_deg_453,angular_fwhm_deg_453,angular_fwhm_bounded,spectral_peak_nm_normal_window,spectral_fwhm_nm_normal_window,spectral_fwhm_bounded,model_lam0_nm,model_spec_fwhm_nm,model_angle_fwhm_deg,total_stack_thickness_nm
R2_4B_OPT_02966,6,10,187,87,59,1.2495,1.0447,0.9512,1.0289,0.0417,-0.0821,True,-111.308111,fail_proxy,angular_fwhm_broad;spectral_fwhm_broad;spectral_peak_outside_450_456,0.000947,0.439555,0.999053,0.63510905,0.00552874,0.00152966,3.61436,0.543088,0.947314,7.0,32.87,True,445.0,999.0,False,439.853,9.988,18.548,2877
R2_4B_OPT_06404,7,11,273.0,29.0,0,0.8207,0.9501,1.0329,0.7582,0.1145,0.0342,True,-111.320531,fail_proxy,peak_off_normal;spectral_fwhm_broad;spectral_peak_outside_450_456,0.558985,0.841832,0.441015,0.39567504,0.00368695,0.00123954,2.974451,0.424409,0.953,11.0,12.18,True,459.25,999.0,False,459.245,5.126,11.607,2695.0
R2_4B_OPT_05562,8,4,344,69,86,1.0797,0.9276,0.94,0.7666,-0.0646,0.1011,True,-111.3379,fail_proxy,angular_fwhm_broad;spectral_fwhm_broad;spectral_peak_outside_450_456,0.173891,0.373218,0.826109,0.48954547,0.00447981,0.00092581,4.838805,0.568479,0.954181,7.0,31.503,True,461.0,999.0,False,465.922,9.891,16.323,2198
R2_4B_OPT_02391,8,9,240,71,65,1.0244,0.8551,1.2123,0.8167,0.0718,-0.0159,True,-111.344777,fail_proxy,spectral_fwhm_broad;spectral_peak_outside_450_456,0.545892,0.577431,0.454108,0.32937837,0.00107113,6.653e-05,16.098886,0.620413,0.953205,8.0,12.202,True,461.0,999.0,False,461.866,6.214,11.54,2791
R2_4B_OPT_03171,8,10,338,33,18,1.2104,0.841,0.7579,1.1596,-0.1239,-0.01,True,-111.353974,fail_proxy,angular_fwhm_broad;spectral_fwhm_broad;spectral_peak_outside_450_456,0.367895,0.529658,0.632105,0.43885646,0.00284018,0.00032487,8.742601,0.609544,0.955887,7.0,28.792,True,445.0,999.0,False,441.978,8.167,13.808,3125
R2_4B_OPT_06299,9,8,273.0,18.0,2.0,1.1836,0.9615,0.78,0.8042,0.0768,-0.0084,True,-111.37732,fail_proxy,angular_fwhm_broad;spectral_fwhm_broad;spectral_peak_outside_450_456,0.070449,0.888123,0.929551,0.86195393,0.00489747,0.00118406,4.136156,0.557601,0.950619,7.0,31.902,True,461.0,999.0,False,462.923,7.227,17.644,2683.0
R2_4B_OPT_04376,8,9,260,6,21,0.9887,1.2374,0.8734,1.0007,-0.0493,-0.134,True,-111.38888,fail_proxy,angular_fwhm_broad;spectral_fwhm_broad;spectral_peak_outside_450_456,0.141276,0.603212,0.858724,0.63724845,0.00433535,0.00089433,4.847587,0.573107,0.95357,7.0,30.926,True,461.0,999.0,False,463.942,8.114,16.723,3005
R2_4B_OPT_04148,6,10,344,21,85,0.8183,1.2035,0.7585,0.8008,0.0676,-0.0164,True,-111.435779,fail_proxy,angular_fwhm_broad;spectral_fwhm_broad;spectral_peak_outside_450_456,0.348597,0.940917,0.651403,0.62638702,0.00260172,0.00027818,9.35279,0.623015,0.956156,7.0,28.535,True,461.0,999.0,False,461.979,6.365,14.028,2625
R2_4B_OPT_00118,4,12,327,55,80,1.138,1.1203,1.1041,1.0193,-0.0701,-0.0373,True,-111.456483,fail_proxy,angular_fwhm_broad;spectral_fwhm_broad;spectral_peak_outside_450_456,0.000816,0.035051,0.999184,0.37247894,0.00901108,0.00461822,1.951201,0.442576,0.934487,9.5,38.67,True,461.0,999.0,False,466.94,12.15,18.771,3061
R2_4B_OPT_06490,8,10,343.0,46.0,81.0,1.1671,0.9239,0.9277,0.8752,0.0593,0.1022,True,-111.459896,fail_proxy,angular_fwhm_broad;spectral_fwhm_broad;spectral_peak_outside_450_456,0.128717,0.823844,0.871283,0.77152025,0.00438175,0.00093131,4.704924,0.570303,0.953069,7.0,31.51,True,461.0,999.0,False,463.92,7.955,16.887,3057.0
R2_4B_OPT_05208,6,5,307,73,63,0.9083,1.0099,0.9938,1.2134,0.0343,-0.0742,True,-111.466582,fail_proxy,peak_off_normal;normal_offaxis_ratio_low;spectral_fwhm_broad;spectral_peak_outside_450_456,0.313123,0.051209,0.686877,0.26327048,0.01293984,0.02174915,0.594958,0.255076,0.918188,14.5,15.998,True,445.0,999.0,False,443.836,10.389,15.089,2202
R2_4B_OPT_01187,8,6,263,22,9,1.233,1.0337,1.1769,0.9684,0.0673,0.1105,True,-111.490752,fail_proxy,peak_off_normal;spectral_fwhm_broad;spectral_peak_outside_450_456,0.004302,0.043489,0.995698,0.37664069,0.00704491,0.00487392,1.445431,0.391853,0.923207,11.0,20.057,True,461.0,999.0,False,466.414,11.453,18.835,2586
R2_4B_OPT_02228,6,10,258,7,47,1.0822,0.8193,0.9262,1.1262,0.0432,-0.0058,True,-111.492903,fail_proxy,peak_off_normal;spectral_fwhm_broad;spectral_peak_outside_450_456,0.369384,0.509533,0.630616,0.42957335,0.00663655,0.0048494,1.368528,0.363237,0.947557,12.0,15.057,True,461.0,999.0,False,461.554,7.455,14.161,2750
R2_4B_OPT_04268,10,9,352,19,1,0.874,1.0449,0.7787,1.2021,0.0599,-0.0434,True,-111.549421,fail_proxy,peak_off_normal;spectral_fwhm_broad;spectral_peak_outside_450_456,0.663997,0.527808,0.336003,0.23287491,0.00740412,0.00631692,1.172109,0.29765,0.948892,12.5,10.83,True,459.25,999.0,False,459.222,6.909,10.383,3321
R2_4B_OPT_06390,7,12,330.0,52.0,65.0,0.8176,1.2218,0.8598,0.8269,-0.094,0.0066,True,-111.567878,fail_proxy,angular_fwhm_broad;spectral_fwhm_broad;spectral_peak_outside_450_456,0.404213,0.980989,0.595787,0.58842421,0.00200871,0.00016775,11.974124,0.637632,0.955395,7.0,27.665,True,445.0,999.0,False,444.721,5.77,13.305,3134.0
R2_4B_OPT_01384,5,8,226,65,8,1.1855,1.2014,1.0627,1.1433,-0.0734,-0.0651,True,-111.572938,fail_proxy,peak_off_normal;spectral_fwhm_broad;spectral_peak_outside_450_456,0.000169,0.020951,0.999831,0.36355702,0.00697218,0.00503507,1.384723,0.384655,0.920756,11.0,19.779,True,445.0,999.0,False,439.496,11.59,18.904,2569
R2_4B_OPT_06046,5,10,258.0,38.0,25.0,0.9208,0.98,0.8108,0.7848,-0.1163,-0.0349,True,-111.583652,fail_proxy,angular_fwhm_broad;spectral_fwhm_broad;spectral_peak_outside_450_456,0.240623,0.962476,0.759377,0.74085471,0.00332935,0.00052193,6.378872,0.596149,0.955345,7.0,29.76,True,445.0,999.0,False,444.707,5.915,15.432,2261.0
R2_4B_OPT_04630,7,5,355,44,58,0.8739,0.9031,0.8184,0.8878,-0.0077,0.1421,True,-111.585728,fail_proxy,peak_off_normal;spectral_fwhm_broad;spectral_peak_outside_450_456,0.683191,0.430349,0.316809,0.19950308,0.00335285,0.00052954,6.33158,0.458963,0.949474,10.5,10.374,True,461.0,999.0,False,461.129,7.311,9.954,2072
R2_4B_OPT_06060,7,10,259.0,9.0,49.0,0.7847,1.0744,0.7864,0.76,-0.1205,-0.0692,True,-111.589285,fail_proxy,angular_fwhm_broad;spectral_fwhm_broad;spectral_peak_outside_450_456,0.375271,0.948052,0.624729,0.60363381,0.00215608,0.00020539,10.49733,0.629958,0.955549,7.0,27.858,True,445.25,999.0,False,445.346,5.354,13.681,2529.0
R2_4B_OPT_00087,7,4,251,25,52,0.8072,1.0817,1.0657,0.8566,-0.0363,0.136,True,-111.5917,fail_proxy,peak_off_normal;normal_offaxis_ratio_low;spectral_fwhm_broad;spectral_peak_outside_450_456,0.439737,0.159569,0.560263,0.25420249,0.01169391,0.02272391,0.514608,0.236659,0.930887,14.5,14.24,True,445.75,999.0,False,445.626,8.713,13.448,1945
R2_4B_OPT_05043,8,12,336,24,87,0.9906,1.0849,1.0319,0.8687,0.086,0.0051,True,-111.605597,fail_proxy,angular_fwhm_broad;spectral_fwhm_broad;spectral_peak_outside_450_456,0.165936,0.722643,0.834064,0.68369716,0.00388386,0.00075246,5.161515,0.578682,0.954018,7.0,30.761,True,461.0,999.0,False,464.238,8.189,16.403,3419
R2_4B_OPT_03582,10,8,250,28,17,1.2135,1.1686,1.0736,1.1159,0.0897,0.0109,True,-111.61318,fail_proxy,peak_off_normal;spectral_fwhm_broad;spectral_peak_outside_450_456,0.000407,0.011755,0.999593,0.35749498,0.00768848,0.00657755,1.168898,0.355956,0.911562,12.0,20.095,True,461.0,999.0,False,466.056,11.492,18.965,3435
R2_4B_OPT_00908,5,10,251,76,52,0.967,0.7683,1.0401,1.0309,-0.0897,0.0215,True,-111.6349,fail_proxy,peak_off_normal;normal_offaxis_ratio_low;spectral_fwhm_broad;spectral_peak_outside_450_456,0.482167,0.083841,0.517833,0.20946169,0.00981172,0.0113663,0.863229,0.294049,0.945487,13.0,13.55,True,460.75,999.0,False,460.832,8.871,12.789,2587
R2_4B_OPT_04648,8,6,315,49,81,1.0759,1.1728,1.1591,1.0907,-0.1311,-0.0979,True,-111.646713,fail_proxy,peak_off_normal;normal_offaxis_ratio_low;spectral_fwhm_broad;spectral_peak_outside_450_456,0.03813,0.003408,0.96187,0.33878483,0.01202722,0.01517166,0.792742,0.292209,0.889427,13.5,19.737,True,461.0,999.0,False,465.195,12.003,18.62,2856
R2_4B_OPT_04691,7,11,335,7,22,0.7562,1.0767,0.7509,1.0905,0.036,-0.0907,True,-111.690486,fail_proxy,spectral_fwhm_broad;spectral_peak_outside_450_456,0.324879,0.564791,0.675121,0.48413845,0.00321675,0.00079982,4.021841,0.51823,0.956015,9.0,15.241,True,445.0,999.0,False,442.125,8.174,14.497,3026
R2_4B_OPT_06619,8,4,337.0,41.0,84.0,0.7674,1.1429,0.9237,0.8152,0.1459,-0.0285,True,-111.712842,fail_proxy,spectral_fwhm_broad;spectral_peak_outside_450_456,0.367321,0.437183,0.632679,0.40122557,0.00199344,0.000279,7.144865,0.584368,0.955977,7.5,14.802,True,461.0,999.0,False,464.867,8.599,13.855,2224.0
R2_4B_OPT_02731,5,8,231,88,50,1.0649,0.8896,0.8026,1.0032,-0.057,-0.0557,True,-111.71627,fail_proxy,angular_fwhm_broad;spectral_fwhm_broad;spectral_peak_outside_450_456,0.15748,0.566724,0.84252,0.60524183,0.00380856,0.00075454,5.047506,0.57676,0.954002,7.0,30.818,True,445.0,999.0,False,441.857,8.2,16.513,2227
R2_4B_OPT_04510,6,11,257,81,17,0.8669,1.1515,0.7821,0.8344,0.0399,0.1333,True,-111.723421,fail_proxy,angular_fwhm_broad;spectral_fwhm_broad;spectral_peak_outside_450_456,0.351472,0.927249,0.648528,0.61785982,0.00233234,0.00024682,9.449403,0.623757,0.956403,7.0,28.516,True,445.0,999.0,False,445.109,5.546,13.991,2687
R2_4B_OPT_04334,7,5,243,26,26,0.9877,1.0419,0.772,1.0911,0.1179,-0.0142,True,-111.754255,fail_proxy,peak_off_normal;spectral_fwhm_broad;spectral_peak_outside_450_456,0.197993,0.221227,0.802007,0.39602871,0.00657583,0.0050885,1.292294,0.367447,0.935094,11.5,17.605,True,445.0,999.0,False,441.933,9.529,16.383,2132
R2_4B_OPT_04736,7,10,219,5,81,0.7606,0.9073,1.202,1.2094,0.0409,-0.0947,True,-111.787795,fail_proxy,peak_off_normal;normal_offaxis_ratio_low;spectral_fwhm_broad;spectral_peak_outside_450_456,0.596037,0.000434,0.403963,0.14150119,0.0081998,0.00839481,0.97677,0.293163,0.94963,13.0,12.04,True,446.0,999.0,False,445.882,8.927,11.287,3058
R2_4B_OPT_05519,9,7,242,82,75,1.1252,1.0768,1.1471,0.7518,-0.1488,-0.0836,True,-111.817333,fail_proxy,angular_fwhm_broad;spectral_fwhm_broad;spectral_peak_outside_450_456,0.04574,0.433486,0.95426,0.60286915,0.0044833,0.00113833,3.938492,0.552363,0.949031,7.0,32.568,True,461.0,999.0,False,465.376,9.254,17.965,2850
R2_4B_OPT_01629,4,7,342,56,52,1.1371,0.845,1.0544,1.0734,0.1169,0.0881,True,-111.850291,fail_proxy,peak_off_normal;spectral_fwhm_broad;spectral_peak_outside_450_456,0.130249,0.040136,0.869751,0.32710343,0.00711626,0.00386524,1.841093,0.426284,0.940476,10.5,18.06,True,461.0,999.0,False,466.396,11.661,17.147,2165
R2_4B_OPT_06526,5,10,241.0,52.0,25.0,0.8246,0.9001,0.8843,0.8815,0.0803,-0.15,True,-111.851103,fail_proxy,spectral_fwhm_broad;spectral_peak_outside_450_456,0.464449,0.83494,0.535551,0.47809221,0.00087025,5.776e-05,15.067365,0.644759,0.954589,7.0,13.439,True,445.0,999.0,False,444.898,5.368,12.536,2335.0
R2_4B_OPT_05441,6,6,322,76,44,1.2155,0.8465,0.9302,0.837,0.0626,0.0527,True,-111.944455,fail_proxy,angular_fwhm_broad;spectral_fwhm_broad;spectral_peak_outside_450_456,0.246636,0.62672,0.753364,0.57057363,0.00291802,0.00044965,6.489538,0.597594,0.955819,7.0,29.72,True,445.0,999.0,False,441.75,8.122,15.354,2125
R2_4B_OPT_05252,6,8,319,17,24,1.2259,0.8206,1.0087,1.0997,0.1213,-0.1439,True,-111.968327,fail_proxy,peak_off_normal;normal_offaxis_ratio_low;spectral_fwhm_broad;spectral_peak_outside_450_456,0.259127,0.164125,0.740873,0.33834263,0.00965729,0.01083627,0.891201,0.310494,0.927859,13.0,16.54,True,445.0,999.0,False,442.413,10.23,15.691,2544
R2_4B_OPT_06374,7,11,349.0,60.0,62.0,0.7908,1.1968,0.8216,0.8803,-0.0887,0.0378,True,-111.976151,fail_proxy,angular_fwhm_broad;spectral_fwhm_broad;spectral_peak_outside_450_456,0.373376,0.938025,0.626624,0.60138094,0.00193832,0.00018644,10.396695,0.629461,0.955801,7.0,27.871,True,461.0,999.0,False,462.103,6.311,13.706,3036.0
R2_4B_OPT_02749,8,9,307,56,79,1.1024,1.2032,1.0472,1.1151,-0.0903,0.0724,True,-111.977699,fail_proxy,angular_fwhm_broad;spectral_fwhm_broad;spectral_peak_outside_450_456,0.009904,0.061317,0.990096,0.38599482,0.00526865,0.00171603,3.070247,0.516461,0.945195,7.5,34.612,True,445.0,999.0,False,438.283,11.782,18.495,3363
R2_4B_OPT_03518,8,10,251,32,6,0.8548,1.2048,1.0594,1.1073,0.1332,0.0271,True,-112.00408,fail_proxy,peak_off_normal;normal_offaxis_ratio_low;spectral_fwhm_broad;spectral_peak_outside_450_456,0.428308,0.029044,0.571692,0.21088491,0.01492974,0.15185318,0.098317,0.054328,0.458657,26.0,15.395,True,456.25,999.0,False,456.319,9.388,14.519,3275
R2_4B_OPT_05404,4,11,335,5,79,1.1553,1.0392,0.83,1.009,0.0879,-0.1072,True,-112.096459,fail_proxy,angular_fwhm_broad;spectral_fwhm_broad;spectral_peak_outside_450_456,0.003391,0.753624,0.996609,0.83700772,0.00434617,0.00119616,3.633429,0.543587,0.947116,7.0,32.854,True,461.0,999.0,False,465.196,8.804,18.516,2666
R2_4B_OPT_04119,6,4,332,71,11,1.0515,1.0527,0.9,0.8109,-0.0052,0.1048,True,-112.150978,fail_proxy,angular_fwhm_broad;spectral_fwhm_broad;spectral_peak_outside_450_456,0.015896,0.395571,0.984104,0.59747071,0.00421104,0.00113492,3.710424,0.546153,0.948487,7.0,32.77,True,445.0,999.0,False,438.993,10.416,18.353,1888
R2_4B_OPT_05927,10,10,315,89,53,1.2488,1.0822,1.0207,0.8167,-0.0403,0.0483,True,-112.181824,fail_proxy,angular_fwhm_broad;spectral_fwhm_broad;spectral_peak_outside_450_456,0.000383,0.78119,0.999617,0.8574449,0.00425068,0.00117728,3.610603,0.542973,0.947293,7.0,32.874,True,445.0,999.0,False,441.191,8.488,18.555,3541
R2_4B_OPT_06137,5,10,263.0,77.0,20.0,1.1482,0.8304,0.9066,0.784,0.1029,0.0744,True,-112.184926,fail_proxy,angular_fwhm_broad;spectral_fwhm_broad;spectral_peak_outside_450_456,0.201581,0.936306,0.798419,0.76536393,0.00300811,0.00052926,5.68365,0.586908,0.954761,7.0,30.52,True,461.0,999.0,False,461.908,6.275,15.939,2336.0
R2_4B_OPT_01413,4,6,259,8,16,1.1748,0.8651,1.1908,1.1907,-0.019,-0.0095,True,-112.194379,fail_proxy,peak_off_normal;normal_offaxis_ratio_low;spectral_fwhm_broad;spectral_peak_outside_450_456,0.103509,2.4e-05,0.896491,0.31378548,0.01116773,0.01709265,0.653364,0.264074,0.886116,14.5,19.134,True,461.0,999.0,False,464.018,11.148,17.83,1959
R2_4B_OPT_01905,4,7,266,7,19,1.2412,1.2074,1.0444,1.0044,-0.0114,0.1029,True,-112.226585,fail_proxy,angular_fwhm_broad;spectral_fwhm_broad;spectral_peak_outside_450_456,1e-06,0.104419,0.999999,0.41787183,0.00617041,0.00264189,2.335607,0.472748,0.939962,8.5,36.847,True,461.0,999.0,False,466.791,11.214,18.716,2118
R2_4B_OPT_01434,7,4,351,66,47,1.1515,0.8695,0.7909,0.8678,-0.0099,0.0693,True,-112.237386,fail_proxy,peak_off_normal;spectral_fwhm_broad;spectral_peak_outside_450_456,0.263935,0.379409,0.736065,0.43914827,0.00530195,0.00369173,1.436169,0.379387,0.943298,11.5,16.419,True,461.0,999.0,False,464.473,9.504,15.506,2003
R2_4B_OPT_04167,6,12,284,8,3,0.9471,0.9903,0.9716,1.2411,-0.1435,0.133,True,-112.260198,fail_proxy,angular_fwhm_broad;spectral_fwhm_broad;spectral_peak_outside_450_456,0.272368,0.397086,0.727632,0.44247712,0.00260926,0.00039748,6.564482,0.594075,0.955569,7.0,29.767,True,461.0,999.0,False,464.888,8.71,15.037,3297
R2_4B_OPT_03959,4,4,234,31,8,0.994,1.1721,1.2346,1.2192,-0.0145,0.055,True,-112.289629,fail_proxy,angular_fwhm_broad;spectral_fwhm_broad;spectral_peak_outside_450_456,0.034243,4e-06,0.965757,0.33801729,0.00534673,0.0013942,3.834986,0.549682,0.949364,7.0,32.654,True,445.0,999.0,False,438.902,11.447,18.115,1695
R2_4B_OPT_02105,9,10,322,63,75,0.8682,1.2493,0.8544,0.9284,-0.0831,0.0187,True,-112.313457,fail_proxy,spectral_fwhm_broad;spectral_peak_outside_450_456,0.550486,0.842439,0.449514,0.40347714,0.00037255,1.807e-05,20.619217,0.655855,0.952313,7.0,12.096,True,445.0,999.0,False,444.044,5.654,11.435,3366
R2_4B_OPT_00830,6,4,323,80,71,1.1584,0.7905,1.2233,1.0382,0.1363,-0.0396,True,-112.317687,fail_proxy,spectral_fwhm_broad;spectral_peak_outside_450_456,0.307953,0.000635,0.692047,0.24250225,0.00288255,0.0005293,5.445992,0.562248,0.955828,8.0,15.391,True,461.0,999.0,False,466.636,10.814,14.642,1983
R2_4B_OPT_05732,10,5,332,74,75,0.8048,0.9921,1.2385,0.796,0.0567,0.0332,True,-112.32678,fail_proxy,spectral_fwhm_broad;spectral_peak_outside_450_456,0.727684,0.27291,0.272316,0.14361701,0.00081306,4.532e-05,17.93859,0.691371,0.944318,7.5,9.64,True,461.0,999.0,False,463.279,7.617,9.147,2612
R2_4B_OPT_05937,10,9,334,28,58,0.9046,1.2097,1.1443,0.8745,0.0271,-0.0389,True,-112.327527,fail_proxy,peak_off_normal;normal_offaxis_ratio_low;spectral_fwhm_broad;spectral_peak_outside_450_456,0.578308,0.371595,0.421692,0.24944634,0.00869576,0.01773326,0.490364,0.225708,0.943,14.0,12.064,True,459.75,999.0,False,459.678,7.878,11.625,3423
R2_4B_OPT_02572,6,7,216,75,37,1.2185,1.1591,1.1828,1.1995,-0.1339,-0.0399,True,-112.370246,fail_proxy,angular_fwhm_broad;spectral_fwhm_broad;spectral_peak_outside_450_456,0.001058,8.4e-05,0.998942,0.34968445,0.0064881,0.00221225,2.932801,0.509638,0.94384,7.5,34.82,True,445.0,999.0,False,438.821,11.785,18.622,2680
R2_4B_OPT_06759,8,8,338.0,17.0,59.0,1.2203,0.9681,0.9324,0.8043,-0.14,0.0758,True,-112.421769,fail_proxy,angular_fwhm_broad;spectral_fwhm_broad;spectral_peak_outside_450_456,0.080957,0.822109,0.919043,0.81277453,0.00348568,0.00082349,4.232792,0.559855,0.9507,7.0,31.832,True,445.0,999.0,False,441.526,8.14,17.508,2737.0
R2_4B_OPT_00902,7,6,353,79,4,0.9336,0.9421,1.0423,0.7915,-0.0325,0.0012,True,-112.44013,fail_proxy,peak_off_normal;normal_offaxis_ratio_low;spectral_fwhm_broad;spectral_peak_outside_450_456,0.45069,0.479056,0.54931,0.36330596,0.00867348,0.03413497,0.254094,0.161428,0.898389,16.5,14.333,True,460.25,999.0,False,460.283,8.164,13.469,2232
R2_4B_OPT_06018,5,11,321.0,60.0,75.0,0.965,0.8273,0.9374,0.9139,-0.0815,-0.0398,True,-112.496658,fail_proxy,spectral_fwhm_broad;spectral_peak_outside_450_456,0.449903,0.786508,0.550097,0.47376027,0.00104055,0.00010504,9.90644,0.601342,0.955561,7.5,13.782,True,445.0,999.0,False,443.546,6.387,12.783,2663.0
R2_4B_OPT_05648,8,5,226,87,78,0.8829,1.0301,1.1341,0.8851,0.1474,-0.0802,True,-112.510409,fail_proxy,peak_off_normal;normal_offaxis_ratio_low;spectral_fwhm_broad;spectral_peak_outside_450_456,0.457745,0.126064,0.542255,0.2342226,0.01012672,0.03169144,0.319541,0.184923,0.91343,15.5,13.95,True,460.0,999.0,False,460.08,8.917,13.316,2330
R2_4B_OPT_03510,5,6,319,78,61,0.8133,1.0927,0.8885,1.0186,-0.0696,0.0588,True,-112.520755,fail_proxy,spectral_fwhm_broad;spectral_peak_outside_450_456,0.256998,0.342687,0.743002,0.425552,0.00265883,0.0007545,3.523984,0.511045,0.954252,8.5,16.125,True,445.0,999.0,False,440.392,9.391,15.374,2106
R2_4B_OPT_01342,8,6,336,62,83,1.0099,1.055,1.0926,0.964,-0.12,0.036,True,-112.523742,fail_proxy,peak_off_normal;normal_offaxis_ratio_low;spectral_fwhm_broad;spectral_peak_outside_450_456,0.16833,0.038421,0.83167,0.31185412,0.00995811,0.01539518,0.646833,0.264342,0.897186,14.5,18.023,True,461.0,999.0,False,464.413,11.428,16.977,2669
R2_4B_OPT_05040,8,7,249,51,45,1.1661,1.1882,0.8385,0.7979,0.0959,-0.0314,True,-112.569695,fail_proxy,angular_fwhm_broad;spectral_fwhm_broad;spectral_peak_outside_450_456,0.001627,0.85886,0.998373,0.90678131,0.00375781,0.00103739,3.622369,0.543227,0.946964,7.0,32.866,True,461.0,999.0,False,463.541,7.453,18.539,2646
R2_4B_OPT_05448,6,6,314,78,46,1.0111,1.1144,0.9538,0.9744,0.0528,0.0775,True,-112.573498,fail_proxy,angular_fwhm_broad;spectral_fwhm_broad;spectral_peak_outside_450_456,0.053305,0.264058,0.946695,0.49383173,0.00377736,0.00104774,3.605248,0.538341,0.94911,7.0,32.946,True,445.0,999.0,False,438.775,10.683,17.901,2306
R2_4B_OPT_03032,5,9,315,49,44,1.0272,0.8255,1.0493,0.9201,0.1322,-0.1157,True,-112.589137,fail_proxy,spectral_fwhm_broad;spectral_peak_outside_450_456,0.325221,0.383615,0.674779,0.40442886,0.00296654,0.00099647,2.977048,0.476348,0.953853,9.5,15.569,True,445.0,999.0,False,441.467,8.833,14.558,2414
R2_4B_OPT_06274,8,7,264.0,46.0,0.0,0.9491,1.0426,0.8965,0.75,-0.1329,-0.0098,True,-112.611379,fail_proxy,angular_fwhm_broad;spectral_fwhm_broad;spectral_peak_outside_450_456,0.336858,0.832353,0.663142,0.5908791,0.00175259,0.00019598,8.942775,0.619998,0.955723,7.0,28.615,True,445.0,999.0,False,444.082,6.136,14.181,2396.0
R2_4B_OPT_02956,7,8,310,62,80,1.1436,0.8969,1.1098,0.8202,0.0239,0.0012,True,-112.645186,fail_proxy,angular_fwhm_broad;spectral_fwhm_broad;spectral_peak_outside_450_456,0.171197,0.523768,0.828803,0.57224651,0.00274082,0.00052478,5.222828,0.579884,0.954684,7.0,30.726,True,445.0,999.0,False,440.66,8.849,16.334,2616
R2_4B_OPT_05713,5,9,311,32,78,0.9467,1.1506,1.0624,0.9673,-0.1388,-0.0845,True,-112.646696,fail_proxy,peak_off_normal;spectral_fwhm_broad;spectral_peak_outside_450_456,0.116651,0.158944,0.883349,0.40043422,0.00577113,0.0054266,1.063489,0.339595,0.919432,12.5,18.325,True,445.0,999.0,False,440.196,10.851,17.493,2621
R2_4B_OPT_01198,4,6,317,80,30,1.059,0.9667,1.0422,1.035,-0.0549,0.0198,True,-112.661787,fail_proxy,peak_off_normal;spectral_fwhm_broad;spectral_peak_outside_450_456,0.031322,0.027622,0.968678,0.3564293,0.00681075,0.00496938,1.370544,0.382381,0.923305,11.0,19.686,True,445.0,999.0,False,439.122,11.94,18.508,1980
R2_4B_OPT_03095,10,8,259,3,39,0.8235,0.9621,1.0405,0.8244,0.0677,0.0886,True,-112.671498,fail_proxy,spectral_fwhm_broad;spectral_peak_outside_450_456,0.784372,0.597846,0.215628,0.15926314,0.00088492,6.627e-05,13.353535,0.599254,0.941605,9.0,9.121,True,446.25,999.0,False,446.356,5.074,8.513,2786
R2_4B_OPT_01488,7,6,341,53,27,0.8096,1.1402,0.8441,1.157,0.0886,-0.0382,True,-112.676939,fail_proxy,peak_off_normal;normal_offaxis_ratio_low;spectral_fwhm_broad;spectral_peak_outside_450_456,0.402845,0.365521,0.597155,0.35088151,0.00843612,0.01238368,0.681229,0.270725,0.934694,13.5,14.774,True,461.0,999.0,False,461.91,8.81,13.874,2475
R2_4B_OPT_02900,8,4,262,31,59,1.1435,0.9417,0.7534,0.804,0.0035,-0.068,True,-112.683576,fail_proxy,angular_fwhm_broad;spectral_fwhm_broad;spectral_peak_outside_450_456,0.077548,0.427777,0.922452,0.57935093,0.00322292,0.0007692,4.189946,0.559122,0.951568,7.0,31.855,True,461.0,999.0,False,465.753,9.27,17.552,2059
R2_4B_OPT_03548,5,10,319,63,82,1.2241,0.7875,1.1241,0.9851,0.0002,-0.0897,True,-112.689525,fail_proxy,peak_off_normal;normal_offaxis_ratio_low;spectral_fwhm_broad;spectral_peak_outside_450_456,0.283957,0.080147,0.716043,0.28791785,0.01346146,0.07676503,0.175359,0.109402,0.765874,19.5,17.222,True,460.25,999.0,False,460.33,10.511,15.899,2754
R2_4B_OPT_02948,8,9,247,62,49,1.0477,1.0584,1.08,0.8932,0.0093,-0.0441,True,-112.689869,fail_proxy,angular_fwhm_broad;spectral_fwhm_broad;spectral_peak_outside_450_456,0.032869,0.358113,0.967131,0.56361793,0.00347433,0.00090686,3.831147,0.54967,0.949358,7.0,32.656,True,461.0,999.0,False,466.167,9.663,18.133,2949
R2_4B_OPT_06496,7,8,323.0,43.0,78.0,1.118,0.9165,0.7827,0.9111,0.1233,0.1148,True,-112.698581,fail_proxy,angular_fwhm_broad;spectral_fwhm_broad;spectral_peak_outside_450_456,0.184406,0.690055,0.815594,0.65128086,0.00261711,0.00048256,5.423392,0.58292,0.95425,7.0,30.637,True,445.0,999.0,False,441.486,8.126,16.163,2558.0
R2_4B_OPT_03274,9,9,343,78,27,1.1294,0.9225,1.0034,0.9487,0.0221,-0.0202,True,-112.701451,fail_proxy,spectral_fwhm_broad;spectral_peak_outside_450_456,0.165962,0.314557,0.834038,0.46244273,0.00383057,0.00191361,2.001751,0.437061,0.944948,10.0,17.639,True,461.0,999.0,False,466.173,10.198,16.668,3128
