sample_index,L1_nm,W1_nm,L2_nm,W2_nm,A1,A2,A_mean,Delta_A,delta_theta_deg,D_nm,theta1_deg,theta2_deg,j1_center_x_nm,j1_center_y_nm,j2_center_x_nm,j2_center_y_nm,height_nm,period_x_nm,period_y_nm,pillar_1_area_nm2,pillar_2_area_nm2,total_footprint_nm2,cell_area_nm2,footprint_fill_fraction,direct_clearance_nm,periodic_image_clearance_nm,periodic_x_clearance_nm,periodic_y_clearance_nm,periodic_diagonal_clearance_nm,global_minimum_clearance_nm,nearest_object_image_pair,cell_containment_pass,overlap_or_touching_pass,minimum_lateral_feature_nm,aspect_ratio_H_over_min_feature,distance_from_i03_6d,geometry_hash_sha256,geometry_hash_recomputed,geometry_hash_recomputed_match,solver_entered,solver_run_called,parent_pool_sample_index
1,254,91,200,79,0.47246376811594204,0.4336917562724014,0.45307776219417173,0.03877201184354062,82.613525391,214,0.0,82.613525391,0.0,107.0,0.0,-107.0,525.0,432.0,432.0,23114,15800,38914,186624.0,0.20851551783264746,64.25166703012842,68.25166703012843,178.0,68.25166703012843,264.8442350771116,64.25166703012842,"{""distance_nm"": 64.25166703012842, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-26.31606112249291, 61.5], ""point_b_nm"": [-26.31606112249291, -2.751667030128413], ""touch_or_overlap"": false}",True,True,79,6.6455696202531644,1.5811633157430192,0791b1baac19211f019fcd42ccdf51d286583f52c5b111abb10a8786fedee152,0791b1baac19211f019fcd42ccdf51d286583f52c5b111abb10a8786fedee152,True,False,False,1
2,259,89,197,78,0.4885057471264368,0.43272727272727274,0.46061650992685477,0.05577847439916406,86.306762695,217,0.0,86.306762695,0.0,108.5,0.0,-108.5,525.0,432.0,432.0,23051,15366,38417,186624.0,0.20585240912208505,71.69239564819996,69.69239564819998,173.0,69.69239564819998,267.86756687604054,69.69239564819998,"{""distance_nm"": 69.69239564819998, ""image_shift"": [0, 1], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [32.574175428565255, 153.0], ""point_b_nm"": [32.574175428565255, 222.69239564819998], ""touch_or_overlap"": false}",True,True,78,6.730769230769231,1.0091359072944988,78fa5c07850358abe0af59d1cbc31d728c35f21f087583b5d0038d2bc5786381,78fa5c07850358abe0af59d1cbc31d728c35f21f087583b5d0038d2bc5786381,True,False,False,2
18,261,88,197,80,0.49570200573065903,0.4223826714801444,0.4590423386054017,0.07331933425051462,83.075180054,210,0.0,83.075180054,0.0,105.0,0.0,-105.0,525.0,432.0,432.0,22968,15760,38728,186624.0,0.20751886145404663,63.39586194149595,75.39586194149595,171.0,75.39586194149595,263.9886207581374,63.39586194149595,"{""distance_nm"": 63.39586194149595, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-27.832370601000576, 61.0], ""point_b_nm"": [-27.832370601000584, -2.3958619414959514], ""touch_or_overlap"": false}",True,True,80,6.5625,0.9983199609657036,53d9450f610193580494bb7b59aaa938bb8922943634a73ff174ff1e1fa6c8f5,53d9450f610193580494bb7b59aaa938bb8922943634a73ff174ff1e1fa6c8f5,True,False,False,18
22,259,90,202,77,0.48424068767908307,0.44802867383512546,0.4661346807571043,0.03621201384395761,88.615036011,208,0.0,88.615036011,0.0,104.0,0.0,-104.0,525.0,432.0,432.0,23310,15554,38864,186624.0,0.20824759945130317,61.09896706021445,77.09896706021445,173.0,77.09896706021445,273.2281150640426,61.09896706021445,"{""distance_nm"": 61.09896706021445, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-36.04760027803155, 59.0], ""point_b_nm"": [-36.04760027803156, -2.0989670602144463], ""touch_or_overlap"": false}",True,True,77,6.818181818181818,1.8917405921305457,9917ba9e5084b8433cf4712b766e3b6d3aa17a3366ae9cff20ba742495d450db,9917ba9e5084b8433cf4712b766e3b6d3aa17a3366ae9cff20ba742495d450db,True,False,False,22
30,255,87,199,79,0.49122807017543857,0.4316546762589928,0.4614413732172157,0.05957339391644578,82.151870727,211,0.0,82.151870727,0.0,105.5,0.0,-105.5,525.0,432.0,432.0,22185,15721,37906,186624.0,0.20311428326474623,63.53833116398439,73.5383311639844,177.0,73.5383311639844,265.52914267880885,63.53833116398439,"{""distance_nm"": 63.53833116398439, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-25.543519977297976, 62.0], ""point_b_nm"": [-25.54351997729798, -1.538331163984389], ""touch_or_overlap"": false}",True,True,79,6.6455696202531644,1.2633624084841235,80c9cae8f1414d0abc480afafda47c7a7f6653b9ee5d765be148f022c864f558,80c9cae8f1414d0abc480afafda47c7a7f6653b9ee5d765be148f022c864f558,True,False,False,30
42,264,89,194,80,0.49575070821529743,0.41605839416058393,0.4559045511879407,0.0796923140547135,81.921043396,213,0.0,81.921043396,0.0,106.5,0.0,-106.5,525.0,432.0,432.0,23496,15520,39016,186624.0,0.20906207133058985,66.84118755705532,72.84118755705532,168.0,72.84118755705532,260.69721412318046,66.84118755705532,"{""distance_nm"": 66.84118755705532, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-25.97086545901375, 62.0], ""point_b_nm"": [-25.970865459013755, -4.841187557055317], ""touch_or_overlap"": false}",True,True,80,6.5625,0.8615599733724014,46a39f5197655b6b2c9ad75d2f1ae4e2d5c4cd7299a94f2e1026a2778138d99e,46a39f5197655b6b2c9ad75d2f1ae4e2d5c4cd7299a94f2e1026a2778138d99e,True,False,False,42
50,261,91,201,78,0.48295454545454547,0.44086021505376344,0.46190738025415445,0.04209433040078203,85.152626038,218,0.0,85.152626038,0.0,109.0,0.0,-109.0,525.0,432.0,432.0,23751,15678,39429,186624.0,0.21127507716049382,69.06388710893515,65.06388710893515,171.0,65.06388710893515,264.05524572961485,65.06388710893515,"{""distance_nm"": 65.06388710893515, ""image_shift"": [0, 1], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [30.368084397717467, 154.5], ""point_b_nm"": [30.36808439771746, 219.56388710893515], ""touch_or_overlap"": false}",True,True,78,6.730769230769231,1.461118393749162,b8bad80bb249e4ca9f02445159b203aeee2f37ac31caf89208c94c397950b8b6,b8bad80bb249e4ca9f02445159b203aeee2f37ac31caf89208c94c397950b8b6,True,False,False,50
54,258,87,196,79,0.4956521739130435,0.4254545454545455,0.4605533596837945,0.07019762845849803,86.99924469,219,0.0,86.99924469,0.0,109.5,0.0,-109.5,525.0,432.0,432.0,22446,15484,37930,186624.0,0.2032428840877915,75.56658294301577,69.56658294301576,174.0,69.56658294301576,268.72838550957283,69.56658294301576,"{""distance_nm"": 69.56658294301576, ""image_shift"": [0, 1], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [34.31562552708098, 153.0], ""point_b_nm"": [34.31562552708099, 222.56658294301576], ""touch_or_overlap"": false}",True,True,79,6.6455696202531644,0.6279852506671002,1a5a50ffebc1ce8997ca8f612044f55e4f7af694aed2c799bfaefaa3cd403e96,1a5a50ffebc1ce8997ca8f612044f55e4f7af694aed2c799bfaefaa3cd403e96,True,False,False,54
66,260,88,201,79,0.4942528735632184,0.4357142857142857,0.46498357963875203,0.05853858784893268,81.113147735,216,0.0,81.113147735,0.0,108.0,0.0,-108.0,525.0,432.0,432.0,22880,15879,38759,186624.0,0.2076849708504801,66.60436307855994,66.60436307855994,172.0,66.60436307855994,259.69518362195697,66.60436307855994,"{""distance_nm"": 66.60436307855994, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-23.500206763430413, 64.0], ""point_b_nm"": [-23.500206763430413, -2.6043630785599383], ""touch_or_overlap"": false}",True,True,79,6.6455696202531644,1.0981195632583862,85b57762303a951def59b5c434e69853df84c44e4f36246aaf03e9e0fb346fa2,85b57762303a951def59b5c434e69853df84c44e4f36246aaf03e9e0fb346fa2,True,False,False,66
68,252,87,200,77,0.48672566371681414,0.44404332129963897,0.46538449250822655,0.04268234241717517,86.653003693,211,0.0,86.653003693,0.0,105.5,0.0,-105.5,525.0,432.0,432.0,21924,15400,37324,186624.0,0.1999957133058985,65.4228323794413,75.4228323794413,180.0,75.4228323794413,273.65701077129086,65.4228323794413,"{""distance_nm"": 65.4228323794413, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-32.59604041236241, 62.0], ""point_b_nm"": [-32.59604041236242, -3.42283237944131], ""touch_or_overlap"": false}",True,True,77,6.818181818181818,1.69291367557486,3cb290bf14d524d22327cbc6a3a2983a9b98aacb1ee9e0d0c009cf5a8606a148,3cb290bf14d524d22327cbc6a3a2983a9b98aacb1ee9e0d0c009cf5a8606a148,True,False,False,68
74,264,91,199,80,0.48732394366197185,0.4265232974910394,0.4569236205765056,0.06080064617093245,89.422931671,218,0.0,89.422931671,0.0,109.0,0.0,-109.0,525.0,432.0,432.0,24024,15920,39944,186624.0,0.2140346364883402,72.6021837141864,68.6021837141864,168.0,68.6021837141864,268.13878852509106,68.6021837141864,"{""distance_nm"": 68.6021837141864, ""image_shift"": [0, 1], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [38.99584979617492, 154.5], ""point_b_nm"": [38.995849796174916, 223.1021837141864], ""touch_or_overlap"": false}",True,True,80,6.5625,1.2108843522709467,29ebd3522a0ae1fb28891f44f76b5f977ef7bd90dcc341fd5c891b4c500b0433,29ebd3522a0ae1fb28891f44f76b5f977ef7bd90dcc341fd5c891b4c500b0433,True,False,False,74
84,254,91,194,79,0.47246376811594204,0.42124542124542125,0.44685459468068167,0.05121834687052079,83.421421051,216,0.0,83.421421051,0.0,108.0,0.0,-108.0,525.0,432.0,432.0,23114,15326,38440,186624.0,0.20597565157750342,69.613333038066,69.613333038066,178.0,69.613333038066,266.52059450504873,69.613333038066,"{""distance_nm"": 69.613333038066, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-28.127040891494644, 62.5], ""point_b_nm"": [-28.127040891494655, -7.113333038066], ""touch_or_overlap"": false}",True,True,79,6.6455696202531644,1.3680143838783398,043a6c06e5de212c29f20aa8b3661dc62815856d1447df3dec845912aeac346d,043a6c06e5de212c29f20aa8b3661dc62815856d1447df3dec845912aeac346d,True,False,False,84
90,263,87,195,78,0.5028571428571429,0.42857142857142855,0.46571428571428575,0.07428571428571434,86.191349029,208,0.0,86.191349029,0.0,104.0,0.0,-104.0,525.0,432.0,432.0,22881,15210,38091,186624.0,0.20410558127572018,64.62477592077042,80.62477592077042,169.0,80.62477592077042,269.1535436170843,64.62477592077042,"{""distance_nm"": 64.62477592077042, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-32.437472391104706, 60.5], ""point_b_nm"": [-32.4374723911047, -4.12477592077042], ""touch_or_overlap"": false}",True,True,78,6.730769230769231,1.2099947580878554,fd56213ae3c0f6270a7bb8d45caa48efca1cb4144950104bebe0d12899dd0535,fd56213ae3c0f6270a7bb8d45caa48efca1cb4144950104bebe0d12899dd0535,True,False,False,90
94,255,90,203,79,0.4782608695652174,0.4397163120567376,0.45898859081097754,0.03854455750847979,88.037967682,210,0.0,88.037967682,0.0,105.0,0.0,-105.0,525.0,432.0,432.0,22950,16037,38987,186624.0,0.20890667866941015,62.20713533364152,74.20713533364153,177.0,74.20713533364153,272.62214533433007,62.20713533364152,"{""distance_nm"": 62.20713533364152, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-36.00176348019231, 60.0], ""point_b_nm"": [-36.00176348019231, -2.2071353336415136], ""touch_or_overlap"": false}",True,True,79,6.6455696202531644,1.7019240452832154,0b4826b49e8ac8ae35495b6d97f45b95321e72493d6a565fa13bcd2379d68060,0b4826b49e8ac8ae35495b6d97f45b95321e72493d6a565fa13bcd2379d68060,True,False,False,94
108,251,87,197,80,0.48520710059171596,0.4223826714801444,0.4537948860359302,0.06282442911157154,81.80562973,219,0.0,81.80562973,0.0,109.5,0.0,-109.5,525.0,432.0,432.0,21837,15760,37597,186624.0,0.20145854766803842,72.30439410385748,66.30439410385748,181.0,66.30439410385748,264.5394260859795,66.30439410385748,"{""distance_nm"": 66.30439410385748, ""image_shift"": [0, 1], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [25.552239113784765, 153.0], ""point_b_nm"": [25.552239113784772, 219.30439410385748], ""touch_or_overlap"": false}",True,True,80,6.5625,1.1310155197738931,f1a6d2291b288ebfe25be227049ea21adc4cbaf47df5a0c6b3200fb76dfaa152,f1a6d2291b288ebfe25be227049ea21adc4cbaf47df5a0c6b3200fb76dfaa152,True,False,False,108
110,256,89,200,79,0.48405797101449277,0.4336917562724014,0.4588748636434471,0.05036621474209135,85.498867035,209,0.0,85.498867035,0.0,104.5,0.0,-104.5,525.0,432.0,432.0,22784,15800,38584,186624.0,0.20674725651577502,61.708508846296624,75.70850884629661,176.0,75.70850884629661,269.5214917356646,61.708508846296624,"{""distance_nm"": 61.708508846296624, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-31.530292520021447, 60.0], ""point_b_nm"": [-31.53029252002144, -1.708508846296624], ""touch_or_overlap"": false}",True,True,79,6.6455696202531644,1.423222375920957,d5273fa0568989095cef1a616420448623af13f1a6d1535b75bb8188642e43bd,d5273fa0568989095cef1a616420448623af13f1a6d1535b75bb8188642e43bd,True,False,False,110
121,257,91,199,77,0.47701149425287354,0.4420289855072464,0.45952023988005997,0.03498250874562714,87.80714035,216,0.0,87.80714035,0.0,108.0,0.0,-108.0,525.0,432.0,432.0,23387,15323,38710,186624.0,0.2074224108367627,69.59972837815599,69.59972837815599,175.0,69.59972837815599,271.1076019839701,69.59972837815599,"{""distance_nm"": 69.59972837815599, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-34.66461000268285, 62.5], ""point_b_nm"": [-34.664610002682856, -7.099728378155988], ""touch_or_overlap"": false}",True,True,77,6.818181818181818,1.658067156458395,172bda8c4b16edb964b13f3ef6e5524d0a41625825c9d0d4bdbae8b28e3d6eba,172bda8c4b16edb964b13f3ef6e5524d0a41625825c9d0d4bdbae8b28e3d6eba,True,False,False,121
122,262,89,203,80,0.4928774928774929,0.43462897526501765,0.46375323407125524,0.05824851761247524,84.113903046,219,0.0,84.113903046,0.0,109.5,0.0,-109.5,525.0,432.0,432.0,23318,16240,39558,186624.0,0.21196630658436214,69.43308871052707,63.43308871052707,170.0,63.43308871052707,260.8323267976843,63.43308871052707,"{""distance_nm"": 63.43308871052707, ""image_shift"": [0, 1], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [29.38016596430363, 154.0], ""point_b_nm"": [29.380165964303625, 217.43308871052707], ""touch_or_overlap"": false}",True,True,80,6.5625,1.144428249783608,75b63c7a8c8df6776b687bb45c8a3b60a338c003fa0eb05cb90c7209308a5bc8,75b63c7a8c8df6776b687bb45c8a3b60a338c003fa0eb05cb90c7209308a5bc8,True,False,False,122
126,254,88,195,77,0.4853801169590643,0.4338235294117647,0.45960182318541454,0.05155658754729958,89.653759003,218,0.0,89.653759003,0.0,109.0,0.0,-109.0,525.0,432.0,432.0,22352,15015,37367,186624.0,0.2002261231138546,76.2691244344977,72.26912443449768,178.0,72.26912443449768,275.67957695777255,72.26912443449768,"{""distance_nm"": 72.26912443449768, ""image_shift"": [0, 1], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [37.910103682267945, 153.0], ""point_b_nm"": [37.910103682267966, 225.26912443449768], ""touch_or_overlap"": false}",True,True,77,6.818181818181818,1.3569551022892825,ed9656a50ae663c3e8e2a4f10ab2a1932083b3bb5fb4d476ebe4d5c95226951b,ed9656a50ae663c3e8e2a4f10ab2a1932083b3bb5fb4d476ebe4d5c95226951b,True,False,False,126
137,258,91,197,80,0.4785100286532951,0.4223826714801444,0.45044635006671974,0.056127357173150705,89.480638504,213,0.0,89.480638504,0.0,106.5,0.0,-106.5,525.0,432.0,432.0,23478,15760,39238,186624.0,0.21025162894375857,68.64146890805009,74.64146890805011,174.0,74.64146890805011,272.729075824816,68.64146890805009,"{""distance_nm"": 68.64146890805009, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-39.105508951322605, 61.0], ""point_b_nm"": [-39.10550895132261, -7.641468908050089], ""touch_or_overlap"": false}",True,True,80,6.5625,1.341051653835134,1aa35201a820ad977646daefb0f86c5a75d815202aed4992a0ab59579bd0ef61,1aa35201a820ad977646daefb0f86c5a75d815202aed4992a0ab59579bd0ef61,True,False,False,137
142,255,88,198,80,0.4868804664723032,0.4244604316546763,0.45567044906348975,0.062420034817626924,87.634019852,208,0.0,87.634019852,0.0,104.0,0.0,-104.0,525.0,432.0,432.0,22440,15840,38280,186624.0,0.20511831275720166,63.43309936677498,79.43309936677497,177.0,79.43309936677497,273.27258899977437,63.43309936677498,"{""distance_nm"": 63.43309936677498, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-35.878942250671855, 60.0], ""point_b_nm"": [-35.878942250671855, -3.43309936677498], ""touch_or_overlap"": false}",True,True,80,6.5625,1.3312522367297124,b6d05050f28ba9238f5c6184c002c601de9d602e17cd856117d4fc9f5112067d,b6d05050f28ba9238f5c6184c002c601de9d602e17cd856117d4fc9f5112067d,True,False,False,142
146,261,90,200,80,0.48717948717948717,0.42857142857142855,0.45787545787545786,0.05860805860805862,81.632509231,215,0.0,81.632509231,0.0,107.5,0.0,-107.5,525.0,432.0,432.0,23490,16000,39490,186624.0,0.2116019375857339,65.24362602713771,67.24362602713768,171.0,67.24362602713768,259.64709128983,65.24362602713771,"{""distance_nm"": 65.24362602713771, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-25.022032532506586, 62.5], ""point_b_nm"": [-25.0220325325066, -2.7436260271377018], ""touch_or_overlap"": false}",True,True,80,6.5625,1.18707588903858,1ee8a3f76eb3df862e20a7ff42c49fe3912c5f89239be068bc3a85955ac8e220,1ee8a3f76eb3df862e20a7ff42c49fe3912c5f89239be068bc3a85955ac8e220,True,False,False,146
148,253,89,201,79,0.47953216374269003,0.4357142857142857,0.4576232247284879,0.04381787802840431,87.172365189,213,0.0,87.172365189,0.0,106.5,0.0,-106.5,525.0,432.0,432.0,22517,15879,38396,186624.0,0.20573988340192043,66.17376825273175,72.17376825273175,179.0,72.17376825273175,271.946544333523,66.17376825273175,"{""distance_nm"": 66.17376825273175, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-34.49409074616041, 62.0], ""point_b_nm"": [-34.49409074616041, -4.173768252731744], ""touch_or_overlap"": false}",True,True,79,6.6455696202531644,1.4284943681169084,46f6ed99b6389238720d8a8aec3cbf4786e1cc5265db9d8b39f2503330c624b8,46f6ed99b6389238720d8a8aec3cbf4786e1cc5265db9d8b39f2503330c624b8,True,False,False,148
154,263,89,201,79,0.4943181818181818,0.4357142857142857,0.4650162337662338,0.0586038961038961,89.942293167,217,0.0,89.942293167,0.0,108.5,0.0,-108.5,525.0,432.0,432.0,23407,15879,39286,186624.0,0.21050883058984912,71.96026759796732,69.96026759796732,169.0,69.96026759796732,270.13656127328346,69.96026759796732,"{""distance_nm"": 69.96026759796732, ""image_shift"": [0, 1], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [39.3987589719227, 153.0], ""point_b_nm"": [39.3987589719227, 222.96026759796732], ""touch_or_overlap"": false}",True,True,79,6.6455696202531644,1.0974565996143422,9ffb8c6aedf890f6d570bf8d26b7e8796978d0307253daaf65b5cadcaf3251bd,9ffb8c6aedf890f6d570bf8d26b7e8796978d0307253daaf65b5cadcaf3251bd,True,False,False,154
158,255,90,196,78,0.4782608695652174,0.4306569343065693,0.45445890193589333,0.04760393525864809,84.40243721,219,0.0,84.40243721,0.0,109.5,0.0,-109.5,525.0,432.0,432.0,22950,15288,38238,186624.0,0.20489326131687244,72.66322605168848,66.6632260516885,177.0,66.6632260516885,266.67822656711417,66.6632260516885,"{""distance_nm"": 66.6632260516885, ""image_shift"": [0, 1], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [29.25505504607382, 154.5], ""point_b_nm"": [29.25505504607382, 221.1632260516885], ""touch_or_overlap"": false}",True,True,78,6.730769230769231,1.2500609809434728,9d3c7e78ea9b2d3df2b0e8f2375df37765d435c051986a21cbb0a7815cd347bf,9d3c7e78ea9b2d3df2b0e8f2375df37765d435c051986a21cbb0a7815cd347bf,True,False,False,158
164,252,90,199,78,0.47368421052631576,0.4368231046931408,0.45525365760972825,0.03686110583317498,84.633264542,212,0.0,84.633264542,0.0,106.0,0.0,-106.0,525.0,432.0,432.0,22680,15522,38202,186624.0,0.20470036008230452,64.28848320011593,72.28848320011593,180.0,72.28848320011593,269.8662432311283,64.28848320011593,"{""distance_nm"": 64.28848320011593, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-29.5227762357664, 61.0], ""point_b_nm"": [-29.522776235766393, -3.288483200115934], ""touch_or_overlap"": false}",True,True,78,6.730769230769231,1.6205499031531019,d1d193603c9cf9089acd2bf7e92e07503e714a3110df95f522524158f8e37a9f,d1d193603c9cf9089acd2bf7e92e07503e714a3110df95f522524158f8e37a9f,True,False,False,164
166,258,88,195,77,0.4913294797687861,0.4338235294117647,0.46257650459027544,0.057505950357021385,80.940027237,215,0.0,80.940027237,0.0,107.5,0.0,-107.5,525.0,432.0,432.0,22704,15015,37719,186624.0,0.20211226851851852,68.65387827102745,70.65387827102745,174.0,70.65387827102745,262.9944426161196,68.65387827102745,"{""distance_nm"": 68.65387827102745, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-22.666525252855436, 63.5], ""point_b_nm"": [-22.666525252855457, -5.153878271027459], ""touch_or_overlap"": false}",True,True,77,6.818181818181818,1.3036879786757727,2f7eb0efbbabac1023e94e9f02e4fcf36347f05030918e4c85005c3abca70f14,2f7eb0efbbabac1023e94e9f02e4fcf36347f05030918e4c85005c3abca70f14,True,False,False,166
186,262,91,197,77,0.48441926345609065,0.43795620437956206,0.46118773391782636,0.04646305907652859,87.864847183,209,0.0,87.864847183,0.0,104.5,0.0,-104.5,525.0,432.0,432.0,23842,15169,39011,186624.0,0.20903527949245543,63.63399857457853,77.63399857457856,170.0,77.63399857457856,271.0859793308232,63.63399857457853,"{""distance_nm"": 63.63399857457853, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-34.80347337978951, 59.0], ""point_b_nm"": [-34.80347337978949, -4.633998574578528], ""touch_or_overlap"": false}",True,True,77,6.818181818181818,1.736916002817964,1e5637ce5d7a4ce9223fa92066668f91f263fd8b2d6e5b5ad4fce6426c9cae80,1e5637ce5d7a4ce9223fa92066668f91f263fd8b2d6e5b5ad4fce6426c9cae80,True,False,False,186
198,257,87,200,78,0.4941860465116279,0.43884892086330934,0.4665174836874686,0.05533712564831855,88.211088181,210,0.0,88.211088181,0.0,105.0,0.0,-105.0,525.0,432.0,432.0,22359,15600,37959,186624.0,0.20339827674897118,65.33126213756685,77.33126213756688,175.0,77.33126213756688,273.29687923961615,65.33126213756685,"{""distance_nm"": 65.33126213756685, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-35.85925932478651, 61.5], ""point_b_nm"": [-35.8592593247865, -3.831262137566854], ""touch_or_overlap"": false}",True,True,78,6.730769230769231,1.3894077234687596,c111b0e978f069df9fee367bbaacee0821ddab5e19f40017bf01f52c3af623c4,c111b0e978f069df9fee367bbaacee0821ddab5e19f40017bf01f52c3af623c4,True,False,False,198
206,256,89,201,77,0.48405797101449277,0.4460431654676259,0.46505056824105934,0.03801480554686687,81.747922897,213,0.0,81.747922897,0.0,106.5,0.0,-106.5,525.0,432.0,432.0,22784,15477,38261,186624.0,0.2050165037722908,63.51471127215166,69.51471127215169,176.0,69.51471127215169,264.06461766659845,63.51471127215166,"{""distance_nm"": 63.51471127215166, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-23.67676394126363, 62.0], ""point_b_nm"": [-23.676763941263623, -1.5147112721516605], ""touch_or_overlap"": false}",True,True,77,6.818181818181818,1.6552102879220447,0c8b5e7fa12bdc2b012fdb564de0f8c0c560d92bcb066694e81ed117ad757551,0c8b5e7fa12bdc2b012fdb564de0f8c0c560d92bcb066694e81ed117ad757551,True,False,False,206
210,262,87,202,77,0.501432664756447,0.44802867383512546,0.4747306692957862,0.05340399092132153,86.826124191,219,0.0,86.826124191,0.0,109.5,0.0,-109.5,525.0,432.0,432.0,22794,15554,38348,186624.0,0.2054826817558299,72.52332175446195,66.52332175446193,170.0,66.52332175446193,266.5385586297031,66.52332175446193,"{""distance_nm"": 66.52332175446193, ""image_shift"": [0, 1], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [32.84895337015975, 153.0], ""point_b_nm"": [32.84895337015977, 219.52332175446193], ""touch_or_overlap"": false}",True,True,77,6.818181818181818,1.353093563094118,15c283fa920b57624db868793ac8927146ab686dba8746b15c8e7d3d0d4c5cd2,15c283fa920b57624db868793ac8927146ab686dba8746b15c8e7d3d0d4c5cd2,True,False,False,210
218,263,90,198,79,0.49008498583569404,0.4296028880866426,0.4598439369611683,0.060482097749051444,80.362958908,216,0.0,80.362958908,0.0,108.0,0.0,-108.0,525.0,432.0,432.0,23670,15642,39312,186624.0,0.21064814814814814,66.78454350671238,66.78454350671237,169.0,66.78454350671237,257.71846311097187,66.78454350671237,"{""distance_nm"": 66.78454350671237, ""image_shift"": [0, 1], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [22.36936807099559, 153.0], ""point_b_nm"": [22.369368070995584, 219.78454350671237], ""touch_or_overlap"": false}",True,True,79,6.6455696202531644,1.1339965090674902,7ce729aa7dc9bd39e9d848910fa81dd34724c1e3215c0188a9ee0cd9bd75a61a,7ce729aa7dc9bd39e9d848910fa81dd34724c1e3215c0188a9ee0cd9bd75a61a,True,False,False,218
226,260,88,199,77,0.4942528735632184,0.4420289855072464,0.4681409295352324,0.052223888055972,84.748678207,219,0.0,84.748678207,0.0,109.5,0.0,-109.5,525.0,432.0,432.0,22880,15323,38203,186624.0,0.2047057184499314,72.39392299541717,66.39392299541717,172.0,66.39392299541717,264.93739146878966,66.39392299541717,"{""distance_nm"": 66.39392299541717, ""image_shift"": [0, 1], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [29.23171157714883, 153.5], ""point_b_nm"": [29.231711577148843, 219.89392299541717], ""touch_or_overlap"": false}",True,True,77,6.818181818181818,1.2182919633665115,4fff99f5aec8e05bd17736c4e8c230348f2ea607dfc6c657513e878216bf4ce8,4fff99f5aec8e05bd17736c4e8c230348f2ea607dfc6c657513e878216bf4ce8,True,False,False,226
