T_TE,T_TM,T_unpolarized,candidate_id,theta_air_external,wavelength_nm
0.0006064733598375157,0.07938488178304297,0.03999567757144024,ZL1_N3_M1_L81_H42,60,453
0.7608499366142768,0.760849936614276,0.7608499366142765,ZL2_N3_L79_H44,0,448
0.7689650124512178,0.7695286416952781,0.769246827073248,ZL2_N3_L79_H44,2,448
0.7907309047636701,0.792686833345975,0.7917088690548226,ZL2_N3_L79_H44,4,448
0.8165258208770718,0.8200561311994017,0.8182909760382368,ZL2_N3_L79_H44,6,448
0.8255604017541149,0.8311348565342468,0.8283476291441809,ZL2_N3_L79_H44,8,448
0.7875953689526802,0.7991887755586174,0.7933920722556489,ZL2_N3_L79_H44,10,448
0.6840677121852426,0.710540044056818,0.6973038781210303,ZL2_N3_L79_H44,12,448
0.5349899353971286,0.5826583100491242,0.5588241227231263,ZL2_N3_L79_H44,14,448
0.3852428663000228,0.4506080953121213,0.41792548080607206,ZL2_N3_L79_H44,16,448
0.26513828760534525,0.33906960514783613,0.30210394637659066,ZL2_N3_L79_H44,18,448
0.17997339513825208,0.2546807981922062,0.21732709666522915,ZL2_N3_L79_H44,20,448
0.12281035493154037,0.19401520237654227,0.15841277865404133,ZL2_N3_L79_H44,22,448
0.08504188250343662,0.15114612714779369,0.11809400482561516,ZL2_N3_L79_H44,24,448
0.059981311492992254,0.12084929985454086,0.09041530567376656,ZL2_N3_L79_H44,26,448
0.04312690422302663,0.09927973210534956,0.0712033181641881,ZL2_N3_L79_H44,28,448
0.031595255951493255,0.08379210690012368,0.05769368142580847,ZL2_N3_L79_H44,30,448
0.023561305056235157,0.07260993618093539,0.048085620618585276,ZL2_N3_L79_H44,32,448
0.017863915283732087,0.0645473663145346,0.041205640799133345,ZL2_N3_L79_H44,34,448
0.0137548323051335,0.05881292734958605,0.036283879827359776,ZL2_N3_L79_H44,36,448
0.010744102160428669,0.05487972515707038,0.032811913658749525,ZL2_N3_L79_H44,38,448
0.00850542437731356,0.05240182151106691,0.030453622944190236,ZL2_N3_L79_H44,40,448
0.006817807018913972,0.0511610881743169,0.028989447596615436,ZL2_N3_L79_H44,42,448
0.00552914461339514,0.05103390539748301,0.028281525005439075,ZL2_N3_L79_H44,44,448
0.004533135217729548,0.05197085156466261,0.02825199339119608,ZL2_N3_L79_H44,46,448
0.003754415801967171,0.0539849840435016,0.028869699922734384,ZL2_N3_L79_H44,48,448
0.0031388361429142923,0.05714575462817917,0.03014229538554673,ZL2_N3_L79_H44,50,448
0.002646995863505431,0.06157628824384363,0.03211164205367453,ZL2_N3_L79_H44,52,448
0.0022498861715305836,0.06745180248379172,0.034850844327661154,ZL2_N3_L79_H44,54,448
0.0019259098431427212,0.07499636455145192,0.038461137197297324,ZL2_N3_L79_H44,56,448
0.0016588169651521297,0.08447391448317071,0.04306636572416142,ZL2_N3_L79_H44,58,448
0.0014362576229872352,0.09616752366035543,0.048801890641671335,ZL2_N3_L79_H44,60,448
0.8101067830876911,0.8101067830876907,0.8101067830876909,ZL2_N3_L79_H44,0,450
0.8046848370297893,0.8050971074317373,0.8048909722307633,ZL2_N3_L79_H44,2,450
0.7850108927067293,0.7868935662153477,0.7859522294610385,ZL2_N3_L79_H44,4,450
0.7425467863097194,0.7478491899075257,0.7451979881086226,ZL2_N3_L79_H44,6,450
0.6694734615433056,0.6816393692358046,0.675556415389555,ZL2_N3_L79_H44,8,450
0.5674392019178783,0.5905640851821922,0.5790016435500352,ZL2_N3_L79_H44,10,450
0.4510784095655163,0.4872469060671112,0.4691626578163137,ZL2_N3_L79_H44,12,450
0.3399851915520305,0.38754866621023026,0.3637669288811304,ZL2_N3_L79_H44,14,450
0.24744236122144836,0.30223886534199723,0.2748406132817228,ZL2_N3_L79_H44,16,450
0.1770577684447207,0.2347645223001592,0.20591114537243996,ZL2_N3_L79_H44,18,450
0.12626877253807736,0.18375103432002263,0.15500990342905,ZL2_N3_L79_H44,20,450
0.09053202307720908,0.14601480745609288,0.11827341526665097,ZL2_N3_L79_H44,22,450
0.06558076203859167,0.11830889482443817,0.09194482843151491,ZL2_N3_L79_H44,24,450
0.048115933652389746,0.09796566984032769,0.07304080174635871,ZL2_N3_L79_H44,26,450
0.0357908959997006,0.0829860651493224,0.0593884805745115,ZL2_N3_L79_H44,28,450
0.02699636056678425,0.07193498221118497,0.04946567138898461,ZL2_N3_L79_H44,30,450
0.020643246140917063,0.06380281744685175,0.042223031793884404,ZL2_N3_L79_H44,32,450
