wavelength_nm,face,normal,transmission_T,power_W,sourcepower_W,source_normalized_power
400.00000000000006,ic1_flux_top,+z,0.006569407429228224,2.425390364692006e-17,3.691946938625089e-15,0.006569407429228224
401.0000000000001,ic1_flux_top,+z,0.007174370840131286,2.6224169716222246e-17,3.655257067216554e-15,0.007174370840131285
402.0000000000001,ic1_flux_top,+z,0.007788297706164503,2.8186019470419885e-17,3.619021836839957e-15,0.007788297706164503
403.0000000000001,ic1_flux_top,+z,0.007505971812210306,2.6895657182209716e-17,3.5832345038196555e-15,0.007505971812210306
404.00000000000006,ic1_flux_top,+z,0.007380727938500246,2.618599933837526e-17,3.5478884408922163e-15,0.007380727938500246
405.00000000000017,ic1_flux_top,+z,0.007190407251349821,2.5259736264721976e-17,3.5129771349154225e-15,0.007190407251349822
406.00000000000006,ic1_flux_top,+z,0.00710050194877218,2.469905473674315e-17,3.4784941846279072e-15,0.00710050194877218
407.0000000000001,ic1_flux_top,+z,0.007030508967926812,2.4216119194235394e-17,3.4444332984580984e-15,0.007030508967926813
408.00000000000006,ic1_flux_top,+z,0.006955269862646214,2.3722953017866753e-17,3.4107882923813796e-15,0.006955269862646214
409.0,ic1_flux_top,+z,0.006847543837057528,2.312794283086503e-17,3.3775530878241718e-15,0.006847543837057528
410.00000000000017,ic1_flux_top,+z,0.0068347759745227684,2.2860423582333655e-17,3.3447217096138784e-15,0.0068347759745227684
411.0,ic1_flux_top,+z,0.0068644660779723,2.2737090565801826e-17,3.3122882839735953e-15,0.0068644660779723
412.0000000000001,ic1_flux_top,+z,0.006842492137511097,2.2445064556758422e-17,3.280247036560372e-15,0.006842492137511097
413.0000000000001,ic1_flux_top,+z,0.0067788556333135816,2.2021738149108048e-17,3.248592290546181e-15,0.006778855633313581
414.00000000000006,ic1_flux_top,+z,0.006856330867237574,2.2058999899532813e-17,3.217318464740372e-15,0.006856330867237573
415.0000000000001,ic1_flux_top,+z,0.007094284714128012,2.2605371207826e-17,3.186420071752719e-15,0.007094284714128012
416.0,ic1_flux_top,+z,0.007185194575333036,2.2675696039550644e-17,3.1558917161960944e-15,0.007185194575333036
417.00000000000006,ic1_flux_top,+z,0.007356123019095809,2.299324037582016e-17,3.1257280929277357e-15,0.007356123019095809
418.00000000000006,ic1_flux_top,+z,0.0076487583781773,2.367997452097998e-17,3.0959239853283118e-15,0.0076487583781773
419.0000000000001,ic1_flux_top,+z,0.007760831041844858,2.3798388654103144e-17,3.06647426361777e-15,0.0077608310418448585
420.00000000000017,ic1_flux_top,+z,0.007559403115912072,2.2960733596906246e-17,3.037373883207172e-15,0.007559403115912073
421.00000000000006,ic1_flux_top,+z,0.007232901590443112,2.1761037071605597e-17,3.008617883085624e-15,0.007232901590443112
422.00000000000006,ic1_flux_top,+z,0.00688084071261311,2.0506291016474703e-17,2.9802013842414774e-15,0.00688084071261311
423.0,ic1_flux_top,+z,0.006619559734594363,1.9541731957206895e-17,2.952119588117046e-15,0.006619559734594364
424.00000000000006,ic1_flux_top,+z,0.006536373480249561,1.9114759971633536e-17,2.924367775095943e-15,0.006536373480249561
425.0,ic1_flux_top,+z,0.006733201570741039,1.9505689731855024e-17,2.8969413030224013e-15,0.006733201570741039
426.00000000000006,ic1_flux_top,+z,0.007085415245844237,2.033397695405981e-17,2.869835605751712e-15,0.007085415245844237
427.00000000000017,ic1_flux_top,+z,0.007632550349620041,2.169969320468348e-17,2.8430461917311456e-15,0.0076325503496200405
428.0,ic1_flux_top,+z,0.007899289517707062,2.2248891154476325e-17,2.8165686426106004e-15,0.007899289517707062
429.0000000000001,ic1_flux_top,+z,0.00797105901493681,2.224243201051133e-17,2.7903986118822702e-15,0.00797105901493681
430.00000000000006,ic1_flux_top,+z,0.007828676451806847,2.1642625187286605e-17,2.7645318235487326e-15,0.007828676451806847
431.0000000000001,ic1_flux_top,+z,0.007657140130945103,2.0972631703882683e-17,2.7389640708187066e-15,0.007657140130945103
432.0000000000001,ic1_flux_top,+z,0.007412984426281401,2.011655071327083e-17,2.713691214829917e-15,0.0074129844262814
433.0000000000001,ic1_flux_top,+z,0.007313070355260622,1.966271942302783e-17,2.6887091833983998e-15,0.007313070355260621
434.0000000000001,ic1_flux_top,+z,0.007342084226625163,1.955941494713111e-17,2.6640139697936598e-15,0.007342084226625162
435.0,ic1_flux_top,+z,0.007520241606470635,1.9850442014007928e-17,2.6396016315390758e-15,0.0075202416064706346
436.0000000000001,ic1_flux_top,+z,0.007797873359164913,2.039509049438171e-17,2.6154682892369843e-15,0.0077978733591649125
437.0000000000001,ic1_flux_top,+z,0.008093888314714666,2.0976202910416088e-17,2.5916101254178923e-15,0.008093888314714666
438.00000000000006,ic1_flux_top,+z,0.00823791997233138,2.1155171119633838e-17,2.568023383413228e-15,0.00823791997233138
439.00000000000006,ic1_flux_top,+z,0.008298136555473023,2.111630432446043e-17,2.5447043662511434e-15,0.008298136555473025
