case_id,geometry,geometry_hash,u_x_exact,polarization,wavelength_nm,status,metrics_available,T_total,R_total,eta_plus1,eta_0,eta_minus1,residual,provenance
NP_K6_M10_ALT1_UX_P0d224137931034_S_EXISTING,ALT1/B,00a951a831619fe0a34b5ffd5c58545282e2236d79190bd9d2d3961dd856f7b1,0.22413793103448276,S_YLIKE,445,EXACT_HF_CROSS_REFERENCE,False,,,,,,,good_angular_case_comparison.csv
NP_K6_M10_ALT1_UX_P0d224137931034_S_EXISTING,ALT1/B,00a951a831619fe0a34b5ffd5c58545282e2236d79190bd9d2d3961dd856f7b1,0.22413793103448276,S_YLIKE,446,EXACT_HF_CROSS_REFERENCE,False,,,,,,,good_angular_case_comparison.csv
NP_K6_M10_ALT1_UX_P0d224137931034_S_EXISTING,ALT1/B,00a951a831619fe0a34b5ffd5c58545282e2236d79190bd9d2d3961dd856f7b1,0.22413793103448276,S_YLIKE,447,EXACT_HF_CROSS_REFERENCE,False,,,,,,,good_angular_case_comparison.csv
NP_K6_M10_ALT1_UX_P0d224137931034_S_EXISTING,ALT1/B,00a951a831619fe0a34b5ffd5c58545282e2236d79190bd9d2d3961dd856f7b1,0.22413793103448276,S_YLIKE,448,EXACT_HF_CROSS_REFERENCE,False,,,,,,,good_angular_case_comparison.csv
NP_K6_M10_ALT1_UX_P0d224137931034_S_EXISTING,ALT1/B,00a951a831619fe0a34b5ffd5c58545282e2236d79190bd9d2d3961dd856f7b1,0.22413793103448276,S_YLIKE,449,EXACT_HF_CROSS_REFERENCE,False,,,,,,,good_angular_case_comparison.csv
NP_K6_M10_ALT1_UX_P0d224137931034_S_EXISTING,ALT1/B,00a951a831619fe0a34b5ffd5c58545282e2236d79190bd9d2d3961dd856f7b1,0.22413793103448276,S_YLIKE,450,EXACT_HF_CROSS_REFERENCE,False,,,,,,,good_angular_case_comparison.csv
NP_K6_M10_ALT1_UX_P0d224137931034_S_EXISTING,ALT1/B,00a951a831619fe0a34b5ffd5c58545282e2236d79190bd9d2d3961dd856f7b1,0.22413793103448276,S_YLIKE,451,EXACT_HF_CROSS_REFERENCE,False,,,,,,,good_angular_case_comparison.csv
NP_K6_M10_ALT1_UX_P0d224137931034_S_EXISTING,ALT1/B,00a951a831619fe0a34b5ffd5c58545282e2236d79190bd9d2d3961dd856f7b1,0.22413793103448276,S_YLIKE,452,EXACT_HF_CROSS_REFERENCE,False,,,,,,,good_angular_case_comparison.csv
NP_K6_M10_ALT1_UX_P0d224137931034_S_EXISTING,ALT1/B,00a951a831619fe0a34b5ffd5c58545282e2236d79190bd9d2d3961dd856f7b1,0.22413793103448276,S_YLIKE,453,EXACT_HF_CROSS_REFERENCE,False,,,,,,,good_angular_case_comparison.csv
NP_K6_M10_ALT1_UX_P0d224137931034_S_EXISTING,ALT1/B,00a951a831619fe0a34b5ffd5c58545282e2236d79190bd9d2d3961dd856f7b1,0.22413793103448276,S_YLIKE,454,EXACT_HF_CROSS_REFERENCE,False,,,,,,,good_angular_case_comparison.csv
NP_K6_M10_ALT1_UX_P0d224137931034_S_EXISTING,ALT1/B,00a951a831619fe0a34b5ffd5c58545282e2236d79190bd9d2d3961dd856f7b1,0.22413793103448276,S_YLIKE,455,EXACT_HF_CROSS_REFERENCE,False,,,,,,,good_angular_case_comparison.csv
NP_K6_M10_ALT1_UX_P0d378689399989_P_EXISTING,ALT1/B,00a951a831619fe0a34b5ffd5c58545282e2236d79190bd9d2d3961dd856f7b1,0.37868939998860307,P_XLIKE,445,EXACT_HF_CROSS_REFERENCE,False,,,,,,,good_angular_case_comparison.csv
