case_id,geometry,geometry_hash,u_x_exact,polarization,wavelength_nm,status,metrics_available,T_total,R_total,eta_plus1,eta_0,eta_minus1,residual,provenance
NP_K6_M10_ALT1_UX_P0d378689399989_P_EXISTING,ALT1/B,00a951a831619fe0a34b5ffd5c58545282e2236d79190bd9d2d3961dd856f7b1,0.37868939998860307,P_XLIKE,446,EXACT_HF_CROSS_REFERENCE,False,,,,,,,good_angular_case_comparison.csv
NP_K6_M10_ALT1_UX_P0d378689399989_P_EXISTING,ALT1/B,00a951a831619fe0a34b5ffd5c58545282e2236d79190bd9d2d3961dd856f7b1,0.37868939998860307,P_XLIKE,447,EXACT_HF_CROSS_REFERENCE,False,,,,,,,good_angular_case_comparison.csv
NP_K6_M10_ALT1_UX_P0d378689399989_P_EXISTING,ALT1/B,00a951a831619fe0a34b5ffd5c58545282e2236d79190bd9d2d3961dd856f7b1,0.37868939998860307,P_XLIKE,448,EXACT_HF_CROSS_REFERENCE,False,,,,,,,good_angular_case_comparison.csv
NP_K6_M10_ALT1_UX_P0d378689399989_P_EXISTING,ALT1/B,00a951a831619fe0a34b5ffd5c58545282e2236d79190bd9d2d3961dd856f7b1,0.37868939998860307,P_XLIKE,449,EXACT_HF_CROSS_REFERENCE,False,,,,,,,good_angular_case_comparison.csv
NP_K6_M10_ALT1_UX_P0d378689399989_P_EXISTING,ALT1/B,00a951a831619fe0a34b5ffd5c58545282e2236d79190bd9d2d3961dd856f7b1,0.37868939998860307,P_XLIKE,450,EXACT_HF_CROSS_REFERENCE,False,,,,,,,good_angular_case_comparison.csv
NP_K6_M10_ALT1_UX_P0d378689399989_P_EXISTING,ALT1/B,00a951a831619fe0a34b5ffd5c58545282e2236d79190bd9d2d3961dd856f7b1,0.37868939998860307,P_XLIKE,451,EXACT_HF_CROSS_REFERENCE,False,,,,,,,good_angular_case_comparison.csv
NP_K6_M10_ALT1_UX_P0d378689399989_P_EXISTING,ALT1/B,00a951a831619fe0a34b5ffd5c58545282e2236d79190bd9d2d3961dd856f7b1,0.37868939998860307,P_XLIKE,452,EXACT_HF_CROSS_REFERENCE,False,,,,,,,good_angular_case_comparison.csv
NP_K6_M10_ALT1_UX_P0d378689399989_P_EXISTING,ALT1/B,00a951a831619fe0a34b5ffd5c58545282e2236d79190bd9d2d3961dd856f7b1,0.37868939998860307,P_XLIKE,453,EXACT_HF_CROSS_REFERENCE,False,,,,,,,good_angular_case_comparison.csv
NP_K6_M10_ALT1_UX_P0d378689399989_P_EXISTING,ALT1/B,00a951a831619fe0a34b5ffd5c58545282e2236d79190bd9d2d3961dd856f7b1,0.37868939998860307,P_XLIKE,454,EXACT_HF_CROSS_REFERENCE,False,,,,,,,good_angular_case_comparison.csv
NP_K6_M10_ALT1_UX_P0d378689399989_P_EXISTING,ALT1/B,00a951a831619fe0a34b5ffd5c58545282e2236d79190bd9d2d3961dd856f7b1,0.37868939998860307,P_XLIKE,455,EXACT_HF_CROSS_REFERENCE,False,,,,,,,good_angular_case_comparison.csv
NP_K6_M10_ALT1_UX_P0d378689399989_S_EXISTING,ALT1/B,00a951a831619fe0a34b5ffd5c58545282e2236d79190bd9d2d3961dd856f7b1,0.37868939998860307,S_YLIKE,445,EXACT_HF_CROSS_REFERENCE,False,,,,,,,good_angular_case_comparison.csv
NP_K6_M10_ALT1_UX_P0d378689399989_S_EXISTING,ALT1/B,00a951a831619fe0a34b5ffd5c58545282e2236d79190bd9d2d3961dd856f7b1,0.37868939998860307,S_YLIKE,446,EXACT_HF_CROSS_REFERENCE,False,,,,,,,good_angular_case_comparison.csv
NP_K6_M10_ALT1_UX_P0d378689399989_S_EXISTING,ALT1/B,00a951a831619fe0a34b5ffd5c58545282e2236d79190bd9d2d3961dd856f7b1,0.37868939998860307,S_YLIKE,447,EXACT_HF_CROSS_REFERENCE,False,,,,,,,good_angular_case_comparison.csv
NP_K6_M10_ALT1_UX_P0d378689399989_S_EXISTING,ALT1/B,00a951a831619fe0a34b5ffd5c58545282e2236d79190bd9d2d3961dd856f7b1,0.37868939998860307,S_YLIKE,448,EXACT_HF_CROSS_REFERENCE,False,,,,,,,good_angular_case_comparison.csv
NP_K6_M10_ALT1_UX_P0d378689399989_S_EXISTING,ALT1/B,00a951a831619fe0a34b5ffd5c58545282e2236d79190bd9d2d3961dd856f7b1,0.37868939998860307,S_YLIKE,449,EXACT_HF_CROSS_REFERENCE,False,,,,,,,good_angular_case_comparison.csv
NP_K6_M10_ALT1_UX_P0d378689399989_S_EXISTING,ALT1/B,00a951a831619fe0a34b5ffd5c58545282e2236d79190bd9d2d3961dd856f7b1,0.37868939998860307,S_YLIKE,450,EXACT_HF_CROSS_REFERENCE,False,,,,,,,good_angular_case_comparison.csv
NP_K6_M10_ALT1_UX_P0d378689399989_S_EXISTING,ALT1/B,00a951a831619fe0a34b5ffd5c58545282e2236d79190bd9d2d3961dd856f7b1,0.37868939998860307,S_YLIKE,451,EXACT_HF_CROSS_REFERENCE,False,,,,,,,good_angular_case_comparison.csv
NP_K6_M10_ALT1_UX_P0d378689399989_S_EXISTING,ALT1/B,00a951a831619fe0a34b5ffd5c58545282e2236d79190bd9d2d3961dd856f7b1,0.37868939998860307,S_YLIKE,452,EXACT_HF_CROSS_REFERENCE,False,,,,,,,good_angular_case_comparison.csv
NP_K6_M10_ALT1_UX_P0d378689399989_S_EXISTING,ALT1/B,00a951a831619fe0a34b5ffd5c58545282e2236d79190bd9d2d3961dd856f7b1,0.37868939998860307,S_YLIKE,453,EXACT_HF_CROSS_REFERENCE,False,,,,,,,good_angular_case_comparison.csv
NP_K6_M10_ALT1_UX_P0d378689399989_S_EXISTING,ALT1/B,00a951a831619fe0a34b5ffd5c58545282e2236d79190bd9d2d3961dd856f7b1,0.37868939998860307,S_YLIKE,454,EXACT_HF_CROSS_REFERENCE,False,,,,,,,good_angular_case_comparison.csv
NP_K6_M10_ALT1_UX_P0d378689399989_S_EXISTING,ALT1/B,00a951a831619fe0a34b5ffd5c58545282e2236d79190bd9d2d3961dd856f7b1,0.37868939998860307,S_YLIKE,455,EXACT_HF_CROSS_REFERENCE,False,,,,,,,good_angular_case_comparison.csv
NP_K6_M10C_ALT1_UX_M0d378689399989_P_XLIKE,ALT1/B,00a951a831619fe0a34b5ffd5c58545282e2236d79190bd9d2d3961dd856f7b1,-0.3786893999886029,P_XLIKE,445.0,M10C_NEW_FDTD_ACCEPTED,True,0.6958243059604862,0.30173946832652304,0.5447557860404281,0.07301322512883401,0.03318178256664381,0.0024362257129907916,M10C independent post-FSP extraction
NP_K6_M10C_ALT1_UX_M0d378689399989_P_XLIKE,ALT1/B,00a951a831619fe0a34b5ffd5c58545282e2236d79190bd9d2d3961dd856f7b1,-0.3786893999886029,P_XLIKE,445.99999999999994,M10C_NEW_FDTD_ACCEPTED,True,0.6943242507858663,0.3032532817485577,0.542522630907541,0.0729281935767866,0.03389387856888982,0.0024224674655759504,M10C independent post-FSP extraction
NP_K6_M10C_ALT1_UX_M0d378689399989_P_XLIKE,ALT1/B,00a951a831619fe0a34b5ffd5c58545282e2236d79190bd9d2d3961dd856f7b1,-0.3786893999886029,P_XLIKE,446.99999999999994,M10C_NEW_FDTD_ACCEPTED,True,0.6921109425615171,0.3099471308227058,0.5377365939551998,0.0723217123524477,0.03445843783277581,-0.0020580733842228693,M10C independent post-FSP extraction
NP_K6_M10C_ALT1_UX_M0d378689399989_P_XLIKE,ALT1/B,00a951a831619fe0a34b5ffd5c58545282e2236d79190bd9d2d3961dd856f7b1,-0.3786893999886029,P_XLIKE,448.00000000000006,M10C_NEW_FDTD_ACCEPTED,True,0.6802213303439733,0.3160412374293879,0.519789865340945,0.07032698105434528,0.034371356658785955,0.0037374322266388593,M10C independent post-FSP extraction
NP_K6_M10C_ALT1_UX_M0d378689399989_P_XLIKE,ALT1/B,00a951a831619fe0a34b5ffd5c58545282e2236d79190bd9d2d3961dd856f7b1,-0.3786893999886029,P_XLIKE,449.0,M10C_NEW_FDTD_ACCEPTED,True,0.6996031578630661,0.2969364243816374,0.4808286963266864,0.07294011973117413,0.037141623748710786,0.00346041775529643,M10C independent post-FSP extraction
NP_K6_M10C_ALT1_UX_M0d378689399989_P_XLIKE,ALT1/B,00a951a831619fe0a34b5ffd5c58545282e2236d79190bd9d2d3961dd856f7b1,-0.3786893999886029,P_XLIKE,450.0,M10C_NEW_FDTD_ACCEPTED,True,0.7092578344421673,0.29750575344764385,0.5398816134613701,0.07824369204760351,0.04150912165298384,-0.006763587889811129,M10C independent post-FSP extraction
NP_K6_M10C_ALT1_UX_M0d378689399989_P_XLIKE,ALT1/B,00a951a831619fe0a34b5ffd5c58545282e2236d79190bd9d2d3961dd856f7b1,-0.3786893999886029,P_XLIKE,450.9999999999999,M10C_NEW_FDTD_ACCEPTED,True,0.7018469621341394,0.3011684581218697,0.5341689330700774,0.07860750553651392,0.042936247525404904,-0.003015420256009149,M10C independent post-FSP extraction
NP_K6_M10C_ALT1_UX_M0d378689399989_P_XLIKE,ALT1/B,00a951a831619fe0a34b5ffd5c58545282e2236d79190bd9d2d3961dd856f7b1,-0.3786893999886029,P_XLIKE,451.99999999999994,M10C_NEW_FDTD_ACCEPTED,True,0.7020825269967417,0.30258596293252243,0.530216560058377,0.0803647037904899,0.04507402551738376,-0.004668489929264108,M10C independent post-FSP extraction
NP_K6_M10C_ALT1_UX_M0d378689399989_P_XLIKE,ALT1/B,00a951a831619fe0a34b5ffd5c58545282e2236d79190bd9d2d3961dd856f7b1,-0.3786893999886029,P_XLIKE,453.00000000000006,M10C_NEW_FDTD_ACCEPTED,True,0.7027215594439821,0.30338136119150905,0.5261510651132291,0.08253272998568405,0.047330787598044724,-0.006102920635491116,M10C independent post-FSP extraction
NP_K6_M10C_ALT1_UX_M0d378689399989_P_XLIKE,ALT1/B,00a951a831619fe0a34b5ffd5c58545282e2236d79190bd9d2d3961dd856f7b1,-0.3786893999886029,P_XLIKE,453.9999999999999,M10C_NEW_FDTD_ACCEPTED,True,0.7044551554379667,0.30031191747519703,0.5222142758063347,0.0853679932595873,0.04971594643086209,-0.004767072913163695,M10C independent post-FSP extraction
NP_K6_M10C_ALT1_UX_M0d378689399989_P_XLIKE,ALT1/B,00a951a831619fe0a34b5ffd5c58545282e2236d79190bd9d2d3961dd856f7b1,-0.3786893999886029,P_XLIKE,455.00000000000006,M10C_NEW_FDTD_ACCEPTED,True,0.7086329341878692,0.2975758174378378,0.5201830901034317,0.08870549051210895,0.0521256509362019,-0.006208751625706999,M10C independent post-FSP extraction
NP_K6_M10C_ALT1_UX_M0d378689399989_S_YLIKE,ALT1/B,00a951a831619fe0a34b5ffd5c58545282e2236d79190bd9d2d3961dd856f7b1,-0.3786893999886029,S_YLIKE,445.0,M10C_NEW_FDTD_ACCEPTED,True,0.7779812906884465,0.21868015750109496,0.7038867657539629,0.013439857213366635,0.008047715644010134,0.0033385518104585843,M10C independent post-FSP extraction
NP_K6_M10C_ALT1_UX_M0d378689399989_S_YLIKE,ALT1/B,00a951a831619fe0a34b5ffd5c58545282e2236d79190bd9d2d3961dd856f7b1,-0.3786893999886029,S_YLIKE,445.99999999999994,M10C_NEW_FDTD_ACCEPTED,True,0.7743836059784143,0.22191729209886873,0.7046070670301924,0.013237983844937393,0.010322516654057947,0.0036991019227169963,M10C independent post-FSP extraction
NP_K6_M10C_ALT1_UX_M0d378689399989_S_YLIKE,ALT1/B,00a951a831619fe0a34b5ffd5c58545282e2236d79190bd9d2d3961dd856f7b1,-0.3786893999886029,S_YLIKE,446.99999999999994,M10C_NEW_FDTD_ACCEPTED,True,0.7691814418438496,0.22761833768492679,0.7039572211809467,0.013359770204547771,0.012518132938325394,0.0032002204712235915,M10C independent post-FSP extraction
NP_K6_M10C_ALT1_UX_M0d378689399989_S_YLIKE,ALT1/B,00a951a831619fe0a34b5ffd5c58545282e2236d79190bd9d2d3961dd856f7b1,-0.3786893999886029,S_YLIKE,448.00000000000006,M10C_NEW_FDTD_ACCEPTED,True,0.7616208182972433,0.23574452915404243,0.7008502803606106,0.013933113950032468,0.014328022257173634,0.0026346525487143113,M10C independent post-FSP extraction
NP_K6_M10C_ALT1_UX_M0d378689399989_S_YLIKE,ALT1/B,00a951a831619fe0a34b5ffd5c58545282e2236d79190bd9d2d3961dd856f7b1,-0.3786893999886029,S_YLIKE,449.0,M10C_NEW_FDTD_ACCEPTED,True,0.7514122784469107,0.2470718841698964,0.6951124472232458,0.015047084948230208,0.01530599769966878,0.0015158373831928862,M10C independent post-FSP extraction
NP_K6_M10C_ALT1_UX_M0d378689399989_S_YLIKE,ALT1/B,00a951a831619fe0a34b5ffd5c58545282e2236d79190bd9d2d3961dd856f7b1,-0.3786893999886029,S_YLIKE,450.0,M10C_NEW_FDTD_ACCEPTED,True,0.7373144047055932,0.2627813363601391,0.6848963548171816,0.016790983725791152,0.015024126849236832,-9.574106573229102e-05,M10C independent post-FSP extraction
NP_K6_M10C_ALT1_UX_M0d378689399989_S_YLIKE,ALT1/B,00a951a831619fe0a34b5ffd5c58545282e2236d79190bd9d2d3961dd856f7b1,-0.3786893999886029,S_YLIKE,450.9999999999999,M10C_NEW_FDTD_ACCEPTED,True,0.7176366335024815,0.2835642862198812,0.6673861859348011,0.019643055549808306,0.013209669792335744,-0.0012009197223627477,M10C independent post-FSP extraction
NP_K6_M10C_ALT1_UX_M0d378689399989_S_YLIKE,ALT1/B,00a951a831619fe0a34b5ffd5c58545282e2236d79190bd9d2d3961dd856f7b1,-0.3786893999886029,S_YLIKE,451.99999999999994,M10C_NEW_FDTD_ACCEPTED,True,0.6916996114291254,0.31018631465484625,0.6403353304112676,0.024169018466862223,0.010060815518442871,-0.0018859260839716452,M10C independent post-FSP extraction
NP_K6_M10C_ALT1_UX_M0d378689399989_S_YLIKE,ALT1/B,00a951a831619fe0a34b5ffd5c58545282e2236d79190bd9d2d3961dd856f7b1,-0.3786893999886029,S_YLIKE,453.00000000000006,M10C_NEW_FDTD_ACCEPTED,True,0.661121698527441,0.3402565146062388,0.6028843663249999,0.03117689767601384,0.006611179386142111,-0.001378213133679751,M10C independent post-FSP extraction
NP_K6_M10C_ALT1_UX_M0d378689399989_S_YLIKE,ALT1/B,00a951a831619fe0a34b5ffd5c58545282e2236d79190bd9d2d3961dd856f7b1,-0.3786893999886029,S_YLIKE,453.9999999999999,M10C_NEW_FDTD_ACCEPTED,True,0.6375450551202526,0.3621609737867343,0.5656605937320633,0.03969268471196034,0.004500254544466677,0.0002939710930131012,M10C independent post-FSP extraction
NP_K6_M10C_ALT1_UX_M0d378689399989_S_YLIKE,ALT1/B,00a951a831619fe0a34b5ffd5c58545282e2236d79190bd9d2d3961dd856f7b1,-0.3786893999886029,S_YLIKE,455.00000000000006,M10C_NEW_FDTD_ACCEPTED,True,0.6373153565079132,0.36136461241222556,0.5489146982638758,0.044926550130003004,0.005017667625962298,0.0013200310798612835,M10C independent post-FSP extraction
