node,u_x_exact,polarization,hf_max_abs_closure,hf_mean_abs_closure,rcwa_spectral_available,residual_status
plus_0.22413793103448276_S,0.22413793103448276,S_YLIKE,0.0033364261140408358,0.0021734032589973266,False,RCWA_MATCHING_ROW_NOT_AVAILABLE_IN_NP_AUTHORITY
plus_0.37868939998860307_P,0.37868939998860307,P_XLIKE,0.003561468566444681,0.0032043888523977508,False,RCWA_MATCHING_ROW_NOT_AVAILABLE_IN_NP_AUTHORITY
plus_0.37868939998860307_S,0.37868939998860307,S_YLIKE,0.002974215979772654,0.0015808511423354558,False,RCWA_MATCHING_ROW_NOT_AVAILABLE_IN_NP_AUTHORITY
minus_0.3786893999886029,-0.3786893999886029,P_XLIKE,0.006763587889811129,0.0041491690721973725,False,RCWA_MATCHING_ROW_NOT_AVAILABLE_IN_NP_AUTHORITY
minus_0.3786893999886029,-0.3786893999886029,S_YLIKE,0.0036991019227169963,0.0018693787559024718,False,RCWA_MATCHING_ROW_NOT_AVAILABLE_IN_NP_AUTHORITY
