angle_minus_positive_target_deg,angle_deg,incoherent_intensity_proxy
-82.11441877471913,-46.04291720757627,7.927300209524605e-06
-82.03189452402643,-45.96039295688358,7.772005624434516e-06
-81.94949300512224,-45.87799143797939,7.610331858906037e-06
-81.8672135023624,-45.79571193521955,7.44506673400941e-06
-81.78505530638986,-45.71355373924702,7.2787732114089424e-06
-81.70301771405693,-45.63151614691408,7.113746463960182e-06
-81.62110002834851,-45.54959846120565,6.9519836608088065e-06
-81.53930155830679,-45.46779999116394,6.795166492751337e-06
-81.45762161895712,-45.386120051814274,6.6446559705367566e-06
-81.37605953123474,-45.3045579640919,6.501498581355389e-06
-81.29461462191304,-45.223113054770195,6.366442503175779e-06
-81.21328622353266,-45.14178465638981,6.23996226582503e-06
-81.13207367433182,-45.06057210718896,6.122290021079333e-06
-81.05097631817769,-44.979474751034836,6.013451446940085e-06
-80.9699935044988,-44.898491937355956,5.913304265117551e-06
-80.88912458821855,-44.81762302107569,5.821577393026138e-06
-80.80836892968958,-44.73686736254672,5.7379088761618936e-06
-80.72772589462932,-44.656224327486456,5.661880944195391e-06
-80.64719485405641,-44.575693286913555,5.5930507923783096e-06
-80.56677518422818,-44.495273617085324,5.530975994760645e-06
-80.4864662665789,-44.41496469943605,5.475233791705856e-06
-80.40626748765911,-44.334765920516254,5.425433845084196e-06
-80.3261782390758,-44.25467667193294,5.381224404221062e-06
-80.2461979174335,-44.17469635029065,5.34229215886065e-06
-80.16632592427626,-44.094824357133405,5.308356358182583e-06
-80.08656166603038,-44.01506009888752,5.279158035352718e-06
-80.0069045539481,-43.93540298680525,5.254445385677279e-06
-79.92735400405222,-43.855852436909366,5.233956496355794e-06
-79.8479094370812,-43.776407869938346,5.2174007131796326e-06
-79.76857027843538,-43.69706871129252,5.204439953321883e-06
-79.68933595812388,-43.617834390981024,5.194671235473371e-06
-79.61020591071215,-43.53870434356931,5.1876116034886405e-06
-79.53117957527058,-43.45967800812773,5.182686474206974e-06
-79.45225639532345,-43.38075482818059,5.179222252888922e-06
-79.37343581879892,-43.30193425165608,5.176443840852798e-06
-79.29471729797973,-43.22321573083688,5.17347742039569e-06
-79.21610028945437,-43.144598722311514,5.169358653285726e-06
-79.13758425406914,-43.066082686926286,5.163046182198788e-06
-79.05916865688093,-42.987667089738075,5.153440089970873e-06
-78.98085296711045,-42.9093513999676,5.1394047588866554e-06
-78.90263665809637,-42.83113509095352,5.119795389416098e-06
-78.82451920724992,-42.75301764010706,5.093487291110218e-06
-78.74650009601015,-42.674998528867306,5.059406952137972e-06
-78.66857880980008,-42.59707724265723,5.016563830565372e-06
-78.59075483798294,-42.51925327084009,4.964081790353522e-06
-78.51302767381958,-42.44152610667673,4.9012291267281855e-06
-78.43539681442604,-42.36389524728319,4.827446185918347e-06
-78.35786176073198,-42.286360193589125,4.742369678720313e-06
-78.28042201743949,-42.208920450296645,4.645852910246653e-06
-78.20307709298272,-42.13157552583987,4.5379812931143454e-06
-78.12582649948766,-42.05432493234481,4.41908267133431e-06
-78.04866975273296,-41.97716818559011,4.289732150323158e-06
-77.97160637211081,-41.90010480496797,4.1507512980482e-06
-77.89463588058874,-41.82313431344589,4.003201747148292e-06
-77.81775780467167,-41.74625623752882,3.848373382523864e-06
-77.7409716743646,-41.66947010722175,3.687767438883232e-06
-77.66427702313575,-41.59277545599291,3.5230749546541866e-06
-77.5876733878803,-41.516171820737455,3.3561511302146306e-06
-77.5111603088844,-41.43965874174155,3.188986218355097e-06
-77.43473732978991,-41.36323576264706,3.0236736330705328e-06
-77.35840399755939,-41.28690243041654,2.8623759999008227e-06
-77.28215986244172,-41.21065829529886,2.7072898885468102e-06
-77.20600447793808,-41.13450291079522,2.5606099683771544e-06
-77.1299374007684,-41.058435833625545,2.42449331205403e-06
-77.05395819083824,-40.9824566236954,2.3010245443307373e-06
-76.97806641120621,-40.90656484406337,2.1921824945586273e-06
-76.9022616280516,-40.830760060908744,2.0998089648264303e-06
-76.82654341064259,-40.755041843499725,2.025580172852076e-06
-76.75091133130486,-40.67940976416201,1.970981371245631e-06
-76.6753649653906,-40.60386339824775,1.9372850835906075e-06
-76.5999038912479,-40.52840232410505,1.9255333335206078e-06
-76.52452769019047,-40.45302612304761,1.9365241757598463e-06
-76.44923594646781,-40.37773437932496,1.9708027677870294e-06
-76.374028247236,-40.30252668009314,2.0286571470026985e-06
-76.29890418252822,-40.22740261538536,2.110118800594832e-06
-76.22386334522646,-40.15236177808361,2.214968033350722e-06
-76.14890533103292,-40.07740376389007,2.342744052331492e-06
-76.07402973844214,-40.00252817129928,2.492759596849743e-06
-75.99923616871334,-39.92773460157049,2.664119848288868e-06
-75.92452422584321,-39.85302265870036,2.8557452582480105e-06
-75.84989351653886,-39.778391949396,3.066397837154619e-06
-75.77534365019135,-39.70384208304849,3.2947103513065327e-06
-75.70087423884931,-39.62937267170645,3.5392177872643253e-06
-75.62648489719312,-39.55498333005027,3.7983903620127465e-06
-75.55217524250921,-39.48067367536635,4.070667289026168e-06
-75.47794489466472,-39.40644332752186,4.354490458079976e-06
-75.40379347608265,-39.3322919089398,4.648337154007681e-06
-75.3297206117171,-39.25821904457424,4.950750929931515e-06
-75.25572592902881,-39.18422436188597,5.26036976654738e-06
-75.18180905796129,-39.11030749081844,5.575950692794417e-06
-75.10796963091681,-39.03646806377397,5.8963901156832445e-06
-75.03420728273306,-38.96270571559022,6.220739208064952e-06
-74.96052165065987,-38.889020083517025,6.548213831331216e-06
-74.88691237433628,-38.815410807193416,6.87819862279816e-06
-74.81337909576786,-38.74187752862501,7.210245050930171e-06
-74.73992145930447,-38.66841989216162,7.544063430507411e-06
-74.666539111618,-38.59503754447513,7.879509088196876e-06
-74.59323170168051,-38.52173013453765,8.216563069790742e-06
