angle_minus_positive_target_deg,angle_deg,incoherent_intensity_proxy
-68.06107182599794,-31.989570258855093,1.9918804791736387e-06
-67.99350863523416,-31.922007068091315,1.9842614454334323e-06
-67.92599504107862,-31.854493473935765,1.981785962223712e-06
-67.8585308409331,-31.787029273790253,1.9834728434071226e-06
-67.79111583321307,-31.719614266070224,1.9884059449031013e-06
-67.72374981733999,-31.652248250197143,1.9957311294638072e-06
-67.65643259373368,-31.584931026590837,2.0046525391793723e-06
-67.58916396380485,-31.517662396662004,2.0144287252177117e-06
-67.52194372994754,-31.450442162804677,2.0243691231938104e-06
-67.45477169553175,-31.3832701283889,2.0338312777774583e-06
-67.38764766489624,-31.31614609775339,2.04221911741578e-06
-67.3205714433411,-31.249069876198234,2.0489824658171187e-06
-67.25354283712059,-31.182041269977738,2.053617857931597e-06
-67.18656165343614,-31.11506008629329,2.0556706113918238e-06
-67.11962770042919,-31.04812613328633,2.0547379962166725e-06
-67.05274078717414,-30.981239220031295,2.0504732518263727e-06
-66.98590072367162,-30.914399156528773,2.042590125901208e-06
-66.91910732084142,-30.847605753698566,2.030867557978546e-06
-66.8523603905158,-30.780858823372945,2.015154104210215e-06
-66.78565974543272,-30.714158178289868,1.9953716992359863e-06
-66.7190051992292,-30.64750363208634,1.9715183760574083e-06
-66.65239656643462,-30.58089499929177,1.9436696131176837e-06
-66.58583366246431,-30.514332095321457,1.9119780462545028e-06
-66.51931630361287,-30.447814736470008,1.8766713674901705e-06
-66.45284430704788,-30.381342739905026,1.8380483276563719e-06
-66.38641749080347,-30.314915923660614,1.7964728600145337e-06
-66.32003567377399,-30.248534106631137,1.7523664415316354e-06
-66.25369867570775,-30.182197108564903,1.7061989016405253e-06
-66.18740631720087,-30.115904750058007,1.658477969927398e-06
-66.12115841969097,-30.049656852548125,1.60973791974194e-06
-66.05495480545133,-29.983453238308474,1.5605277106725353e-06
-65.98879529758457,-29.91729373044172,1.5113990567692228e-06
-65.92267972001687,-29.851178152874013,1.4628948481961976e-06
-65.85660789749193,-29.78510633034908,1.415538331835167e-06
-65.79057965556512,-29.719078088422272,1.3698234127184049e-06
-65.72459482059767,-29.65309325345482,1.326206375727318e-06
-65.65865321975083,-29.587151652607982,1.285099249476935e-06
-65.59275468098024,-29.52125311383738,1.2468649462807444e-06
-65.5268990330301,-29.455397465887255,1.211814218689792e-06
-65.46108610542777,-29.389584538284918,1.1802043797461916e-06
-65.39531572847797,-29.32381416133511,1.1522396461851307e-06
-65.32958773325737,-29.258086166114513,1.128072886437927e-06
-65.26390195160909,-29.192400384466236,1.1078084928977021e-06
-65.19825821613726,-29.126756648994412,1.0915060541101145e-06
-65.13265636020168,-29.061154793058822,1.0791844798741754e-06
-65.06709621791235,-28.995594650769494,1.070826231990999e-06
-65.00157762412434,-28.93007605698149,1.0663813355866574e-06
-64.93610041443247,-28.86459884728962,1.0657708892485355e-06
-64.8706644251661,-28.79916285802324,1.0688898540873125e-06
-64.80526949338395,-28.7337679262411,1.0756089785783995e-06
-64.7399154568691,-28.66841388972625,1.0857758030254367e-06
-64.67460215412379,-28.603100586980943,1.0992147794167575e-06
-64.6093294243645,-28.537827857221647,1.1157266336093205e-06
-64.54409710751685,-28.472595540373998,1.1350871813842981e-06
-64.47890504421082,-28.40740347706796,1.1570458824247005e-06
-64.41375307577569,-28.342251508632835,1.181324471672718e-06
-64.34864104423532,-28.277139477092472,1.2076160416832233e-06
-64.28356879230324,-28.212067225160396,1.2355849594476608e-06
-64.21853616337796,-28.147034596235102,1.2648679849610312e-06
-64.15354300153811,-28.08204143439526,1.2950769162122358e-06
-64.08858915153792,-28.017087584395064,1.3258030174487842e-06
-64.0236744588024,-27.95217289165955,1.3566233971216919e-06
-63.95879876942284,-27.887297202279992,1.3871093928477582e-06
-63.8939619301522,-27.822460363009345,1.4168368982263022e-06
-63.82916378840053,-27.757662221257675,1.4453984365708966e-06
-63.764404192230515,-27.692902625087665,1.4724166563872524e-06
-63.699682990353026,-27.628181423210176,1.4975587999030877e-06
-63.63500003212266,-27.563498464979812,1.5205515862627708e-06
-63.57035516753335,-27.498853600390497,1.5411958618691366e-06
-63.505748247214036,-27.434246680071183,1.5593803077598507e-06
-63.44117912242433,-27.369677555281474,1.575093462731596e-06
-63.376647645050255,-27.3051460779074,1.5884333246853181e-06
-63.31215366759996,-27.24065210045711,1.5996138332776328e-06
-63.24769704319957,-27.17619547605672,1.6089676145989317e-06
-63.18327762558896,-27.111776058446107,1.6169444816162737e-06
-63.118895269117615,-27.04739370197476,1.624105329082066e-06
-63.05454982874054,-26.983048261597688,1.6311112333946442e-06
-62.990241160014186,-26.918739592871333,1.638707759884674e-06
-62.92596911909239,-26.85446755194954,1.6477046843462323e-06
-62.86173356272239,-26.790231995579536,1.6589515435944712e-06
-62.797534348240816,-26.726032781097967,1.6733096321663248e-06
-62.73337133356977,-26.661869766426918,1.6916212496492784e-06
-62.66924437721291,-26.59774281007006,1.7146771665297732e-06
-62.605153338251554,-26.533651771108705,1.7431834076677264e-06
-62.54109807634086,-26.46959650919801,1.7777285444617646e-06
-62.47707845170596,-26.405576884563104,1.8187527339243559e-06
-62.4130943251382,-26.34159275799535,1.8665197414974097e-06
-62.349145557991406,-26.277643990848556,1.9210931327874414e-06
-62.2852320121781,-26.213730445035242,1.982317717909224e-06
-62.22135355016582,-26.14985198302297,2.0498071833938696e-06
-62.1575100349735,-26.08600846783064,2.1229386553397375e-06
-62.09370133016773,-26.022199763024883,2.2008547102971152e-06
-62.02992729985925,-25.958425732716403,2.2824730955957963e-06
-61.966187808699296,-25.894686241556442,2.366504148110603e-06
-61.90248272187605,-25.830981154733195,2.4514756204234227e-06
-61.83881190511114,-25.767310337968294,2.535764347093149e-06
-61.77517522465615,-25.7036736575133,2.617633922427267e-06
-61.71157254728909,-25.640070980146234,2.6952773254512535e-06
-61.64800374031098,-25.57650217316813,2.7668632274703915e-06
-61.584468671542496,-25.51296710439964,2.830584561149092e-06
-61.52096720932043,-25.44946564217758,2.884707824119221e-06
-61.45749922249449,-25.385997655351634,2.9276215394849463e-06
-61.39406458042383,-25.322563013280973,2.9578823027095723e-06
-61.33066315297381,-25.25916158583096,2.9742569094038974e-06
-61.267294810512695,-25.195793243369838,2.975759179288435e-06
-61.20395942390836,-25.1324578567655,2.961680263611227e-06
-61.14065686452508,-25.069155297382224,2.9316114400303543e-06
-61.07738700422031,-25.005885437077463,2.8854586520723774e-06
-61.01414971534153,-24.94264814819868,2.823448329966168e-06
-60.95094487072299,-24.879443303580135,2.746124325100628e-06
-60.887772343682656,-24.816270776539806,2.654336090165782e-06
-60.82463200801908,-24.75313044087623,2.5492185297135603e-06
-60.761523738008265,-24.690022170865415,2.4321642203076606e-06
-60.69844740840064,-24.62694584125779,2.3047889453567724e-06
-60.63540289441799,-24.563901327275136,2.1688916981444863e-06
-60.572390071750426,-24.500888504607573,2.0264104701108333e-06
-60.50940881655342,-24.437907249410568,1.8793752546471586e-06
-60.446459005444794,-24.37495743830194,1.7298597561930285e-06
-60.383540515501764,-24.312038948358914,1.5799332991455976e-06
-60.32065322425805,-24.249151657115203,1.43161438210958e-06
-60.257797009700894,-24.186295442558045,1.2868272235681398e-06
-60.19497175026824,-24.12347018312538,1.1473625003378784e-06
-60.132177324845784,-24.06067575770293,1.0148432970743765e-06
-60.06941361276425,-23.997912045621394,8.906970718723578e-07
-60.00668049379641,-23.93517892665356,7.761342088878985e-07
-59.94397784815443,-23.87247628101158,6.721334836918122e-07
-59.88130555648697,-23.80980398934412,5.794345206616655e-07
-59.81866349987649,-23.747161932733636,4.985370837518014e-07
-59.75605155983645,-23.684549992693594,4.297068213569208e-07
-59.69346961830864,-23.621968051165787,3.7298689054867454e-07
-59.63091755766046,-23.559415990517607,3.282147221887884e-07
-59.568395260682216,-23.496893693539363,2.950430611751541e-07
-59.505902610584464,-23.43440104344161,2.729643284706439e-07
-59.44343949099539,-23.371937923852535,2.6133730488423574e-07
-59.38100578595815,-23.3095042188153,2.5941513029836645e-07
-59.31860137992829,-23.247099812785436,2.663736439349113e-07
-59.256226157771124,-23.184724590628274,2.8133915756207615e-07
-59.19388000475922,-23.12237843761637,3.0341484921123493e-07
-59.131562806569804,-23.06006123942695,3.31705083942957e-07
-59.06927444928222,-22.997772882139362,3.6533710375171314e-07
-59.00701481937544,-22.935513252232585,4.0347967378405466e-07
-58.9447838037256,-22.87328223658275,4.4535841964883597e-07
-58.882581289603465,-22.811079722460615,4.902677340668477e-07
-58.82040716467198,-22.74890559752912,5.37579264453848e-07
-58.758261316983806,-22.686759749840956,5.867471111919667e-07
-58.69614363497901,-22.624642067836156,6.373099653807641e-07
-58.6340540074825,-22.562552440339644,6.888904920908911e-07
-58.57199232370172,-22.500490756558865,7.411923192144914e-07
-58.50995847322425,-22.4384569060814,7.939950228783477e-07
-58.4479523460155,-22.37645077887264,8.471475092609542e-07
-58.385973832416276,-22.314472265273423,9.005601818381986e-07
-58.32402282314052,-22.252521255997664,9.541962557893555e-07
-58.262099209273,-22.190597642130147,1.0080625414158173e-06
-58.20020288226699,-22.12870131512414,1.0621999702621964e-06
-58.13833373394202,-22.066832166799166,1.1166740856213077e-06
-58.076491656481565,-22.004990089338712,1.1715656675511355e-06
-58.01467654243089,-21.94317497528804,1.2269616153369188e-06
-57.95288828469474,-21.881386717551887,1.2829461707766854e-06
-57.89112677653515,-21.8196252093923,1.3395925362295234e-06
-57.829391911569246,-21.75789034442639,1.396954923581622e-06
-57.76768358376709,-21.696182016624235,1.4550610646856167e-06
-57.70600168744946,-21.634500120306605,1.5139052199259444e-06
-57.64434611728574,-21.57284455014289,1.5734417379022865e-06
-57.582716768291746,-21.511215201148897,1.633579243496544e-06
-57.52111353582765,-21.4496119686848,1.6941755607951192e-06
-57.45953631559581,-21.388034748452956,1.75503350799203e-06
-57.397985003638695,-21.326483436495845,1.8158977297621905e-06
-57.33645949633687,-21.26495792919402,1.8764527549342243e-06
-57.2749596904068,-21.20345812326395,1.936322480131408e-06
-57.21348548289892,-21.141983915756065,1.9950712804115146e-06
-57.1520367711955,-21.080535204052644,2.0522069335610074e-06
-57.09061345300871,-21.019111885865854,2.107185514220861e-06
-57.029215426378514,-20.957713859235664,2.159418367095473e-06
-56.96784258967077,-20.896341022527917,2.208281205870355e-06
-56.90649484157514,-20.834993274432286,2.25312530798479e-06
-56.84517208110321,-20.773670513960354,2.293290687961268e-06
-56.783874207586464,-20.712372640443615,2.3281210373957784e-06
-56.7226011206744,-20.651099553531548,2.356980122521194e-06
-56.661352720332516,-20.589851153189663,2.3792692355504716e-06
-56.600128906840496,-20.52862733969764,2.394445209129025e-06
-56.53892958079019,-20.467428013647336,2.4020384294911288e-06
-56.4777546430838,-20.406253075940942,2.4016702283170514e-06
-56.416603994931975,-20.345102427789122,2.3930690002095528e-06
-56.355477537851925,-20.283975970709072,2.376084385655299e-06
-56.294375173665586,-20.22287360652273,2.3506988807071823e-06
-56.23329680449774,-20.161795237354884,2.317036285527011e-06
-56.17224233277423,-20.100740765631382,2.2753664840661196e-06
-56.111211661220125,-20.039710094077268,2.2261061547761315e-06
-56.05020469285785,-19.978703125714993,2.1698151441369985e-06
-55.98922133100547,-19.917719763862618,2.1071883864248213e-06
-55.928261479274894,-19.856759912132038,2.0390434188015143e-06
-55.86732504157001,-19.79582347442716,1.9663037138280915e-06
-55.806411922085054,-19.7349103549422,1.8899782245588375e-06
-55.74552202530273,-19.674020458159884,1.8111377028037852e-06
-55.68465525599261,-19.61315368884976,1.7308885013105825e-06
-55.623811519209255,-19.5523099520664,1.6503446982523502e-06
-55.56299072029058,-19.491489153147725,1.5705994809922975e-06
-55.50219276485616,-19.430691197713305,1.4926967901709583e-06
-55.44141755880548,-19.369915991662634,1.4176042506268867e-06
-55.3806650083163,-19.309163441173446,1.346188400002028e-06
-55.3199350198429,-19.248433452700052,1.2791931683350699e-06
-55.259227500114555,-19.187725932971702,1.2172224635812076e-06
-55.198542356133714,-19.127040788990858,1.160727581722273e-06
-55.137879495174474,-19.06637792803162,1.1099999906065088e-06
-55.077238824780906,-19.00573725763805,1.0651698401256729e-06
-55.01662025276544,-18.94511868562259,1.0262103353826975e-06
-54.956023687207235,-18.88452212006438,9.929478827388907e-07
-54.895449036450586,-18.823947469307733,9.650776903350183e-07
-54.834896209103334,-18.76339464196048,9.421842844003097e-07
-54.774365114035305,-18.702863546892452,9.237661997876383e-07
-54.71385566037667,-18.64235409323382,9.092639265190367e-07
-54.65336775751645,-18.581866190373592,8.980900515373169e-07
-54.59290131510093,-18.52139974795808,8.896604328466078e-07
-54.532456243032115,-18.460954675889266,8.834251866571971e-07
-54.47203245146621,-18.40053088432336,8.788982600221809e-07
-54.411629850812055,-18.340128283669202,8.756844027294744e-07
-54.351248351729666,-18.279746784586816,8.735024417623296e-07
-54.29088786512871,-18.219386297985853,8.722038962679194e-07
-54.23054830216694,-18.15904673502408,8.717861455346965e-07
-54.17022957424879,-18.09872800710594,8.723995700959834e-07
-54.10993159302391,-18.038430025881055,8.743483184213765e-07
-54.04965427038559,-17.97815270324273,8.780845993043887e-07
-53.989397518469374,-17.917895951326518,8.841966528883579e-07
-53.9291612496516,-17.857659682508746,8.933908009209406e-07
-53.868945376547956,-17.797443809405102,9.064682091123997e-07
-53.808749812012024,-17.73724824486917,9.242972018508952e-07
-53.74857446913386,-17.677072901991,9.477821435047787e-07
-53.688419261238565,-17.616917694095715,9.778300340393335e-07
-53.628284101884944,-17.55678253474209,1.0153160543368447e-06
-53.56816890486398,-17.496667337721124,1.0610493350265206e-06
-53.50807358419753,-17.43657201705468,1.1157402104875927e-06
-53.447998054136946,-17.376496486994096,1.1799701578060223e-06
-53.38794222916164,-17.31644066201879,1.2541655117559516e-06
-53.32790602397775,-17.25640445683489,1.3385758962067159e-06
-53.26788935351675,-17.196387786373894,1.4332581263179042e-06
-53.20789213293416,-17.13639056579131,1.538066122498325e-06
-53.147914277608145,-17.07641271046529,1.6526471454553982e-06
-53.087955703138164,-17.016454135995307,1.7764444214942079e-06
-53.028016325343685,-16.956514758200832,1.9087059885135325e-06
-52.968096060262866,-16.896594493120013,2.0484993656530777e-06
-52.90819482415118,-16.83669325700833,2.1947314424028284e-06
-52.848312533480176,-16.776810966337322,2.3461728042998646e-06
-52.788449104936134,-16.71694753779328,2.501485568855287e-06
-52.728604455418804,-16.657102888275947,2.659253702183126e-06
-52.668778502040084,-16.59727693489723,2.8180147272199847e-06
-52.60897116212277,-16.53746959497992,2.9762917197603543e-06
-52.54918235319931,-16.47768078605646,3.1326245181543773e-06
-52.48941199301048,-16.41791042586763,3.285599143890527e-06
-52.42965999950417,-16.358158432361318,3.4338745391386956e-06
-52.36992629083411,-16.298424723691255,3.576205867867194e-06
-52.31021078535868,-16.23870921821582,3.7114637923573136e-06
-52.25051340163958,-16.17901183449673,3.838649318931342e-06
-52.19083405844074,-16.119332491297886,3.956903997096353e-06
-52.13117267472693,-16.05967110758408,4.065515446593901e-06
-52.07152916966272,-16.000027602519864,4.163918368825616e-06
-52.011903462611116,-15.940401895468264,4.251691365240955e-06
-51.95229547313248,-15.880793905989625,4.328550028951156e-06
-51.892705120983265,-15.821203553840416,4.39433689175489e-06
-51.833132326114864,-15.761630758972007,4.449008893075444e-06
-51.77357700867239,-15.702075441529535,4.492623087767328e-06
-51.71403908899353,-15.642537521850677,4.525321325760801e-06
-51.65451848760742,-15.583016920464562,4.547314619116419e-06
-51.59501512523336,-15.523513558090508,4.558867863830423e-06
-51.535528922779804,-15.464027355636949,4.5602855085906375e-06
-51.476059801343084,-15.404558234200227,4.551898665679046e-06
-51.41660768220636,-15.34510611506351,4.5340540462329034e-06
-51.35717248683845,-15.285670919695601,4.5071049795110505e-06
-51.29775413689268,-15.226252569749828,4.471404650249028e-06
-51.238352554205775,-15.16685098706292,4.42730156605505e-06
-51.17896766079675,-15.107466093653898,4.3751371540574455e-06
-51.1195993788658,-15.048097811722943,4.315245287862034e-06
-51.06024763079314,-14.988746063650293,4.247953466515104e-06
-51.000912339138026,-14.929410771995169,4.173585309611543e-06
-50.94159342663749,-14.870091859494636,4.0924639986530195e-06
-50.8822908162054,-14.810789249062543,4.004916284615445e-06
-50.823004430931285,-14.751502863788433,3.9112766944692415e-06
-50.76373419407933,-14.692232626936482,3.8118916029199486e-06
-50.704480029087236,-14.632978461944386,3.7071228866340497e-06
-50.64524185956518,-14.573740292422327,3.5973509425526523e-06
-50.58601960929475,-14.5145180421519,3.4829769248295706e-06
-50.526813202227935,-14.45531163508508,3.3644241313810665e-06
-50.467622562485985,-14.39612099534313,3.2421385458867484e-06
-50.408447614358444,-14.33694604721559,3.1165886094714226e-06
-50.34928828230207,-14.277786715159218,2.9882643538895494e-06
-50.29014449093984,-14.218642923796985,2.857676071259941e-06
-50.231016165059856,-14.159514597917006,2.725352721654002e-06
-50.171903229614394,-14.10040166247154,2.591840287628482e-06
-50.11280560971884,-14.041304042575987,2.45770027379928e-06
-50.05372323065069,-13.98222166350784,2.323508520659247e-06
-49.99465601784855,-13.923154450705693,2.1898544570748462e-06
-49.93560389691109,-13.86410232976824,2.0573408583036905e-06
-49.87656679359615,-13.805065226453294,1.9265841098543616e-06
-49.81754463381961,-13.746043066676759,1.7982149065850764e-06
-49.75853734365451,-13.687035776511655,1.6728792459975025e-06
-49.699544849329996,-13.628043282187146,1.5512395096993592e-06
-49.64056707723043,-13.569065510087574,1.4339753722540868e-06
-49.581603953894295,-13.510102386751441,1.3217842363924877e-06
-49.522655406013335,-13.45115383887048,1.215380871374209e-06
-49.46372136043152,-13.392219793288664,1.1154959297398554e-06
-49.404801744144144,-13.33330017700129,1.0228730382413152e-06
-49.34589648429682,-13.274394917153968,9.382642015912426e-07
-49.28700550818456,-13.215503941041707,8.624233217584772e-07
-49.22812874325083,-13.156627176107975,7.960977185179628e-07
-49.169266117086586,-13.097764549943731,7.40017635332021e-07
-49.110417557429365,-13.03891599028651,6.948838238707355e-07
-49.051582992162324,-12.98008142501947,6.613534152450931e-07
-48.992762349313374,-12.921260782170519,6.400244004575039e-07
-48.93395555705416,-12.862453989911312,6.314191505521661e-07
-48.875162543699254,-12.803660976556401,6.359675024182095e-07
-48.816383237705125,-12.74488167056227,6.53990013490269e-07
-48.757617567669335,-12.686116000526484,6.856820427186263e-07
-48.69886546232958,-12.627363895186726,7.310993421217074e-07
-48.64012685056277,-12.568625283419921,7.901458401614575e-07
-48.5814016613842,-12.509900094241344,8.625642636450423e-07
-48.52268982394658,-12.451188256803725,9.479301788907406e-07
-48.46399126753921,-12.392489700396354,1.0456499370670702e-06
-48.405305921587036,-12.333804354444185,1.1549628859831875e-06
-48.34663371564986,-12.275132148507002,1.2749480656241096e-06
-48.28797457942134,-12.216473012278486,1.4045354430441094e-06
-48.22932844272823,-12.157826875585375,1.5425215704820157e-06
-48.170695235529436,-12.099193668386581,1.6875893760445122e-06
-48.112074887915206,-12.040573320772355,1.838331626664716e-06
-48.053467330106244,-11.981965762963389,1.993277445920419e-06
-47.99487249245283,-11.923370925309975,2.150921131959923e-06
-47.936290305434,-11.864788738291145,2.309752409787057e-06
-47.87772069965671,-11.80621913251386,2.468287173020763e-06
-47.81916360585497,-11.747662038712111,2.625097727178244e-06
-47.760618954888955,-11.689117387746101,2.7788415422169104e-06
-47.70208667774426,-11.63058511060141,2.9282875575167003e-06
-47.64356670553103,-11.572065138388176,3.07233915695083e-06
-47.58505896948308,-11.513557402340227,3.2100530427016958e-06
-47.52656340095713,-11.455061833814277,3.340653379903489e-06
-47.46807993143197,-11.396578364289121,3.4635407544273317e-06
-47.40960849250763,-11.338106925364775,3.5782956763203615e-06
-47.35114901590454,-11.279647448761686,3.684676563772757e-06
-47.29270143346277,-11.221199866319912,3.782612348622522e-06
-47.23426567714119,-11.162764109998337,3.872190045694245e-06
-47.17584167901667,-11.104340111873816,3.953637816241999e-06
-47.117429371283265,-11.045927804140415,4.0273042225052355e-06
-47.059028686251445,-10.987527119108591,4.093634508864893e-06
-47.00063955634728,-10.929137989204426,4.153144849495827e-06
-46.94226191411164,-10.870760346968789,4.206395568421828e-06
-46.88389569219943,-10.812394125056578,4.253964362834907e-06
-46.82554082337878,-10.754039256235929,4.296420543579421e-06
-46.7671972405303,-10.69569567338745,4.334301248792792e-06
-46.70886487664626,-10.637363309503407,4.368090490587862e-06
-46.65054366482982,-10.579042097686964,4.398201764762152e-06
-46.59223353829429,-10.520731971151436,4.424964795679843e-06
-46.533934430362336,-10.462432863219483,4.448616809722504e-06
-46.47564627446521,-10.404144707322358,4.469298538929888e-06
-46.41736900414199,-10.345867436999136,4.48705496002831e-06
-46.35910255303885,-10.287600985895995,4.5018405814554195e-06
-46.300846854908244,-10.229345287765392,4.513528910446651e-06
-46.24260184360821,-10.171100276465362,4.521925571310731e-06
-46.184367453101586,-10.112865885958735,4.526784411268241e-06
-46.126143617455284,-10.05464205031243,4.527825826962168e-06
-46.0679302708395,-9.996428703696647,4.524756476777209e-06
-46.00972734752704,-9.938225780384188,4.517289513572733e-06
-45.95153478189252,-9.880033214749666,4.505164479759019e-06
-45.893352508411674,-9.821850941268822,4.48816605051682e-06
-45.835180461660585,-9.763678894517735,4.466140888426176e-06
-45.77701857631497,-9.705517009172123,4.439011979405358e-06
-45.71886678714949,-9.647365220006636,4.4067899499934415e-06
-45.660725029036925,-9.589223461894075,4.369581013011038e-06
-45.60259323694757,-9.531091669804715,4.327591345248025e-06
-45.54447134594841,-9.472969778805554,4.281127859525563e-06
-45.486359291202504,-9.414857724059653,4.230595486827997e-06
-45.42825700796819,-9.356755440825339,4.176491225209884e-06
-45.37016443159841,-9.29866286445556,4.119395334643452e-06
-45.31208149753999,-9.240579930397136,4.059960155734041e-06
-45.254008141332946,-9.18250657419009,3.998897101442338e-06
-45.19594429860976,-9.124442731466909,3.936962412218019e-06
-45.13788990509472,-9.066388337951862,3.874942275426697e-06
-45.079844896603134,-9.008343329460283,3.8136378903607033e-06
-45.02180920904077,-8.950307641897917,3.7538510126841853e-06
-44.96378277840303,-8.892281211260176,3.696370440455337e-06
-44.905765540774325,-8.834263973631469,3.6419598126315583e-06
-44.847757432327384,-8.776255865184533,3.591346985831304e-06
-44.78975838932256,-8.718256822179708,3.5452151423291795e-06
-44.73176834810714,-8.660266780964283,3.504195668291063e-06
-44.67378724511465,-8.602285677971796,3.4688627325340266e-06
-44.61581501686423,-8.54431344972138,3.4397293986312936e-06
-44.55785159995991,-8.48635003281706,3.417245022270465e-06
-44.499896931089935,-8.428395363947082,3.401793625719112e-06
-44.4419509470261,-8.370449379883249,3.3936929051563206e-06
-44.38401358462312,-8.31251201748027,3.3931935162313587e-06
-44.3260847808179,-8.254583213675048,3.4004782988052977e-06
-44.2681644726289,-8.196662905486045,3.4156611422578246e-06
-44.21025259715546,-8.13875103001261,3.4387852554499087e-06
-44.15234909157719,-8.08084752443434,3.469820686621318e-06
-44.09445389315323,-8.022952326010378,3.508661033318063e-06
-44.03656693922163,-7.9650653720787785,3.555119385240588e-06
-43.97868816719874,-7.9071866000558835,3.6089236475360776e-06
-43.920817514578474,-7.849315947435617,3.6697114922066896e-06
-43.86295491893172,-7.791453351788864,3.7370252748130783e-06
-43.80510031790566,-7.733598750762809,3.8103073268448322e-06
-43.74725364922318,-7.675752082080326,3.888896086122957e-06
-43.689414850682134,-7.617913283539281,3.972023554564365e-06
-43.63158386015478,-7.560082293011923,4.0588145720092775e-06
-43.573760615587084,-7.502259048444228,4.148288365439843e-06
-43.515945054998156,-7.444443487855299,4.2393627751452075e-06
-43.45813711647952,-7.386635549336667,4.330861475054078e-06
-43.40033673819456,-7.3288351710517095,4.421524396823442e-06
-43.34254385837784,-7.271042291234983,4.510021440885062e-06
-43.28475841533449,-7.2132568481916355,4.594969418121936e-06
-43.22698034743958,-7.1554787802967255,4.674952019591617e-06
-43.16920959313748,-7.097708025994624,4.748542465647157e-06
-43.111446090941264,-7.039944523798408,4.8143283470041795e-06
-43.05368977943205,-6.982188212289195,4.870938045656597e-06
-42.995940597258404,-6.92443903011555,4.917068019421027e-06
-42.93819848313571,-6.866696915992851,4.951510155817312e-06
-42.88046337584556,-6.808961808702702,4.973178353375457e-06
-42.82273521423513,-6.751233647092278,4.981133474356718e-06
-42.76501393721658,-6.693512370073727,4.97460583383756e-06
-42.70729948376641,-6.6357979166235594,4.9530144460775755e-06
-42.64959179292491,-6.578090225782053,4.9159823384075805e-06
-42.591890803795465,-6.520389236652609,4.863347362311456e-06
-42.53419645554402,-6.462694888401169,4.795168076297415e-06
-42.47650868739845,-6.405007120255595,4.711724439715672e-06
-42.41882743864795,-6.3473258715051015,4.613513234088171e-06
-42.361152648642445,-6.289651081499596,4.501238311348e-06
-42.30348425679197,-6.231982689649115,4.375795948922831e-06
-42.24582220256609,-6.174320635423236,4.238255762185303e-06
-42.18816642549329,-6.116664858350441,4.089837778198981e-06
-42.1305168651604,-6.059015298017545,3.93188640442954e-06
-42.07287346121195,-6.001371894069095,3.765842126737682e-06
-42.015236153349655,-5.943734586206799,3.5932118383974123e-06
-41.95760488133174,-5.886103314188889,3.415538733452499e-06
-41.89997958497243,-5.828478017829571,3.2343726924072326e-06
-41.842360204141265,-5.770858636998409,3.0512420466626567e-06
-41.78474667876263,-5.713245111619775,2.8676275324876375e-06
-41.72713894881507,-5.655637381672216,2.684939139382583e-06
-41.66953695433075,-5.598035387187902,2.5044964264971637e-06
-41.61194063539487,-5.540439068252022,2.3275127304141394e-06
-41.554349932145094,-5.482848365002241,2.155083525000061e-06
-41.49676478477092,-5.425263217628068,1.9881790264863077e-06
-41.439185133513156,-5.3676835663703,1.8276409719166897e-06
-41.38161091866333,-5.310109351520477,1.6741833437656316e-06
-41.324042080563096,-5.25254051342024,1.528396674492404e-06
-41.26647855960366,-5.194976992460812,1.3907554477602406e-06
-41.20892029622524,-5.137418729082384,1.2616280225742986e-06
-41.15136723091645,-5.079865663773594,1.1412884458883985e-06
-41.09381930421375,-5.022317737070899,1.0299294900242875e-06
-41.03627645670089,-4.964774889558035,9.276762537216665e-07
-40.97873862900829,-4.907237061865437,8.345996984480653e-07
-40.92120576181256,-4.8497041946697035,7.507295519632375e-07
-40.863677795835834,-4.79217622869298,6.760660949937472e-07
-40.80615467184528,-4.734653104702426,6.105904491148341e-07
-40.74863633065249,-4.677134763509638,5.54273098658036e-07
-40.69112271311297,-4.619621145970112,5.070805002868549e-07
-40.6336137601255,-4.562112192982645,4.6897975428174525e-07
-40.57610941263164,-4.504607845488783,4.3994142520610386e-07
-40.51860961161516,-4.447108044472305,4.1994070064617643e-07
-40.46111429810145,-4.389612730958596,4.089571600847833e-07
-40.40362341315699,-4.332121846014139,4.0697348768121544e-07
-40.34613689788878,-4.274635330745929,4.1397350002635684e-07
-40.28865469344382,-4.217153126300962,4.299398714308129e-07
-40.231176741008476,-4.159675173865624,4.548519250205575e-07
-40.17370298180803,-4.102201414665172,4.886838193089717e-07
-40.116233357106026,-4.04473178996317,5.31403399762603e-07
-40.05876780820382,-3.987266241060962,5.829719071289986e-07
-40.001306276439934,-3.9298047092970827,6.43344643854146e-07
-39.94384870318959,-3.872347136046731,7.124726023833167e-07
-39.88639502986407,-3.8148934627212148,7.903049605055748e-07
-39.82894519791028,-3.7574436307674275,8.767922552361011e-07
-39.771499148810115,-3.69999758166726,9.718899638500557e-07
-39.714056824079925,-3.642555256937074,1.0755621538439681e-06
-39.65661816527004,-3.585116598127184,1.1877848172190755e-06
-39.599183113964116,-3.5276815468212637,1.3085484818839312e-06
-39.54175161177869,-3.4702500446358386,1.4378596962195867e-06
-39.48432360036258,-3.412822033219723,1.575741012606049e-06
-39.426899021396366,-3.355397454253513,1.7222291511988092e-06
-39.36947781659185,-3.2979762494489977,1.8773711042753205e-06
