dominant_signed_target_angle_deg,center_x_intensity_at_target,center_z_outofplane_intensity_at_target,center_x_fraction,center_z_outofplane_fraction,contribution_classification
36.07150156714285,1.3691461284767164e-05,3.8115561107827917e-06,0.7822343413912245,0.2177656586087756,center_x_dominated
