topology_family,N,H_nm,L_nm,C_nm,M,total_thickness_nm,physical_layer_count,count,FWHM_min,FWHM_median,FWHM_max,T450_min,T450_median,T450_max,T448_min,T448_median,T448_max,T453_min,T453_median,T453_max,ratio_min,ratio_median,ratio_max
Explicit,4,46,81,155,,1171,17,1,2.0,2.0,2.0,0.027496822175649763,0.027496822175649763,0.027496822175649763,0.05651795104298621,0.05651795104298621,0.05651795104298621,0.35469035661992876,0.35469035661992876,0.35469035661992876,28.700359619851003,28.700359619851003,28.700359619851003
Explicit,4,46,81,156,,1172,17,1,2.0,2.0,2.0,0.02009397819708431,0.02009397819708431,0.02009397819708431,0.03671867329772442,0.03671867329772442,0.03671867329772442,0.15290298570270405,0.15290298570270405,0.15290298570270405,15.334967807604976,15.334967807604976,15.334967807604976
Explicit,4,46,81,157,,1173,17,1,2.0,2.0,2.0,0.015319279649574793,0.015319279649574793,0.015319279649574793,0.025695417590314483,0.025695417590314483,0.025695417590314483,0.08057021540279719,0.08057021540279719,0.08057021540279719,9.38855007998366,9.38855007998366,9.38855007998366
Explicit,4,46,81,158,,1174,17,1,2.0,2.0,2.0,0.012066187619584865,0.012066187619584865,0.012066187619584865,0.01896633437731152,0.01896633437731152,0.01896633437731152,0.048960824280660856,0.048960824280660856,0.048960824280660856,6.269096213452187,6.269096213452187,6.269096213452187
Explicit,4,46,81,159,,1175,17,1,2.0,2.0,2.0,0.009752769084806986,0.009752769084806986,0.009752769084806986,0.014569853529282766,0.014569853529282766,0.014569853529282766,0.03271562759685244,0.03271562759685244,0.03271562759685244,4.438251247641467,4.438251247641467,4.438251247641467
Explicit,4,46,81,160,,1176,17,1,2.0,2.0,2.0,0.00805010058941559,0.00805010058941559,0.00805010058941559,0.011544435448107928,0.011544435448107928,0.011544435448107928,0.023352764571974848,0.023352764571974848,0.023352764571974848,3.275699026683408,3.275699026683408,3.275699026683408
Explicit,4,46,81,161,,1177,17,1,2.0,2.0,2.0,0.006761200998810975,0.006761200998810975,0.006761200998810975,0.009375821286773053,0.009375821286773053,0.009375821286773053,0.017491547824997407,0.017491547824997407,0.017491547824997407,2.4935304410982533,2.4935304410982533,2.4935304410982533
Explicit,4,46,81,162,,1178,17,1,2.0,2.0,2.0,0.005762390617250831,0.005762390617250831,0.005762390617250831,0.007769427844577279,0.007769427844577279,0.007769427844577279,0.013588629133788967,0.013588629133788967,0.013588629133788967,1.9434664975692855,1.9434664975692855,1.9434664975692855
Explicit,4,46,82,152,,1176,17,1,2.0,2.0,2.0,0.06774464563073739,0.06774464563073739,0.06774464563073739,0.21747657336112353,0.21747657336112353,0.21747657336112353,0.49850432358476915,0.49850432358476915,0.49850432358476915,136.32238658694374,136.32238658694374,136.32238658694374
Explicit,4,46,82,153,,1177,17,1,2.0,2.0,2.0,0.0428073285178355,0.0428073285178355,0.0428073285178355,0.10582104696864067,0.10582104696864067,0.10582104696864067,0.8248384038741607,0.8248384038741607,0.8248384038741607,77.110304826207,77.110304826207,77.110304826207
Explicit,4,46,82,154,,1178,17,1,2.0,2.0,2.0,0.02937947550315373,0.02937947550315373,0.02937947550315373,0.06095279128338632,0.06095279128338632,0.06095279128338632,0.39568100798563766,0.39568100798563766,0.39568100798563766,33.76949119590149,33.76949119590149,33.76949119590149
Explicit,4,46,82,155,,1179,17,1,2.0,2.0,2.0,0.02137900046502888,0.02137900046502888,0.02137900046502888,0.039283724000738665,0.039283724000738665,0.039283724000738665,0.1681030461910108,0.1681030461910108,0.1681030461910108,17.7482465935546,17.7482465935546,17.7482465935546
Explicit,4,46,82,156,,1180,17,1,2.0,2.0,2.0,0.016246263652556225,0.016246263652556225,0.016246263652556225,0.02733386791462726,0.02733386791462726,0.02733386791462726,0.08717379942184907,0.08717379942184907,0.08717379942184907,10.744646513075068,10.744646513075068,10.744646513075068
Explicit,4,46,82,157,,1181,17,1,2.0,2.0,2.0,0.012763739342626299,0.012763739342626299,0.012763739342626299,0.020090432783696738,0.020090432783696738,0.020090432783696738,0.05239316099836508,0.05239316099836508,0.05239316099836508,7.118646575382116,7.118646575382116,7.118646575382116
Explicit,4,46,82,158,,1182,17,1,2.0,2.0,2.0,0.010295375262899463,0.010295375262899463,0.010295375262899463,0.01538324929494351,0.01538324929494351,0.01538324929494351,0.03474370966309765,0.03474370966309765,0.03474370966309765,5.010314399976909,5.010314399976909,5.010314399976909
Explicit,4,46,82,159,,1183,17,1,2.0,2.0,2.0,0.008483585609572828,0.008483585609572828,0.008483585609572828,0.012157610558040776,0.012157610558040776,0.012157610558040776,0.024664957649004567,0.024664957649004567,0.024664957649004567,3.6808134766473204,3.6808134766473204,3.6808134766473204
Explicit,4,46,82,160,,1184,17,1,2.0,2.0,2.0,0.007115167022489754,0.007115167022489754,0.007115167022489754,0.009853257361676405,0.009853257361676405,0.009853257361676405,0.018398742323689057,0.018398742323689057,0.018398742323689057,2.7911250791355715,2.7911250791355715,2.7911250791355715
Explicit,4,46,82,161,,1185,17,1,2.0,2.0,2.0,0.006056745717949997,0.006056745717949997,0.006056745717949997,0.008151016047109343,0.008151016047109343,0.008151016047109343,0.014248026732270394,0.014248026732270394,0.014248026732270394,2.1681649936485963,2.1681649936485963,2.1681649936485963
Explicit,4,46,82,162,,1186,17,1,2.0,2.0,2.0,0.005221486001774814,0.005221486001774814,0.005221486001774814,0.006858530639748954,0.006858530639748954,0.006858530639748954,0.011361128678865065,0.011361128678865065,0.011361128678865065,1.7161182591181532,1.7161182591181532,1.7161182591181532
Explicit,4,47,76,152,,1136,17,1,1.5,1.5,1.5,0.37878177742527475,0.37878177742527475,0.37878177742527475,0.5802701881815592,0.5802701881815592,0.5802701881815592,0.07395505827108875,0.07395505827108875,0.07395505827108875,79.80520190827771,79.80520190827771,79.80520190827771
Explicit,4,47,76,153,,1137,17,1,2.0,2.0,2.0,0.15715492033236483,0.15715492033236483,0.15715492033236483,0.7541190457236333,0.7541190457236333,0.7541190457236333,0.13760591970447997,0.13760591970447997,0.13760591970447997,133.30683818648149,133.30683818648149,133.30683818648149
Explicit,4,47,76,154,,1138,17,1,2.0,2.0,2.0,0.08074447301103388,0.08074447301103388,0.08074447301103388,0.3126752922045878,0.3126752922045878,0.3126752922045878,0.31211978978393173,0.31211978978393173,0.31211978978393173,102.48543117090584,102.48543117090584,102.48543117090584
Explicit,4,47,76,155,,1139,17,1,2.0,2.0,2.0,0.04832036457410832,0.04832036457410832,0.04832036457410832,0.13629860385005027,0.13629860385005027,0.13629860385005027,0.7471664298365492,0.7471664298365492,0.7471664298365492,76.44870539514234,76.44870539514234,76.44870539514234
Explicit,4,47,76,156,,1140,17,1,1.5,1.5,1.5,0.03196805567570503,0.03196805567570503,0.03196805567570503,0.07280475889166084,0.07280475889166084,0.07280475889166084,0.5975416251820302,0.5975416251820302,0.5975416251820302,32.926922463323,32.926922463323,32.926922463323
Explicit,4,47,76,157,,1141,17,1,2.0,2.0,2.0,0.022662446007454224,0.022662446007454224,0.022662446007454224,0.044675448231220535,0.044675448231220535,0.044675448231220535,0.23759883945163818,0.23759883945163818,0.23759883945163818,15.882473652864,15.882473652864,15.882473652864
Explicit,4,47,76,158,,1142,17,1,2.0,2.0,2.0,0.016889449038467647,0.016889449038467647,0.016889449038467647,0.030058918949292565,0.030058918949292565,0.030058918949292565,0.1118546143491313,0.1118546143491313,0.1118546143491313,9.111861516723488,9.111861516723488,9.111861516723488
Explicit,4,47,76,159,,1143,17,1,2.0,2.0,2.0,0.01307100925105548,0.01307100925105548,0.01307100925105548,0.02156514872511827,0.02156514872511827,0.02156514872511827,0.06305040757606808,0.06305040757606808,0.06305040757606808,5.841366699812093,5.841366699812093,5.841366699812093
Explicit,4,47,76,160,,1144,17,1,2.0,2.0,2.0,0.010417962963063701,0.010417962963063701,0.010417962963063701,0.01621475179481814,0.01621475179481814,0.01621475179481814,0.04006668011338056,0.04006668011338056,0.04006668011338056,4.025832044506822,4.025832044506822,4.025832044506822
Explicit,4,47,76,161,,1145,17,1,2.0,2.0,2.0,0.008501522605308044,0.008501522605308044,0.008501522605308044,0.012634703070639613,0.012634703070639613,0.012634703070639613,0.027608944061375297,0.027608944061375297,0.027608944061375297,2.917204296020197,2.917204296020197,2.917204296020197
Explicit,4,47,76,162,,1146,17,1,2.0,2.0,2.0,0.007072918135390167,0.007072918135390167,0.007072918135390167,0.010124740059756478,0.010124740059756478,0.010124740059756478,0.020149931106227932,0.020149931106227932,0.020149931106227932,2.192382792265509,2.192382792265509,2.192382792265509
Explicit,4,47,77,152,,1144,17,1,1.5,1.5,1.5,0.17359181687863115,0.17359181687863115,0.17359181687863115,0.7957661569623353,0.7957661569623353,0.7957661569623353,0.127739789435583,0.127739789435583,0.127739789435583,144.8799644390191,144.8799644390191,144.8799644390191
Explicit,4,47,77,153,,1145,17,1,2.0,2.0,2.0,0.0874279746398681,0.0874279746398681,0.0874279746398681,0.3499995654325657,0.3499995654325657,0.3499995654325657,0.2826300894479373,0.2826300894479373,0.2826300894479373,115.1757724156595,115.1757724156595,115.1757724156595
Explicit,4,47,77,154,,1146,17,1,2.0,2.0,2.0,0.05162424515926444,0.05162424515926444,0.05162424515926444,0.14923750290757792,0.14923750290757792,0.14923750290757792,0.6959858720720205,0.6959858720720205,0.6959858720720205,89.70738258401752,89.70738258401752,89.70738258401752
Explicit,4,47,77,155,,1147,17,1,2.0,2.0,2.0,0.03384528243930296,0.03384528243930296,0.03384528243930296,0.07823929410001365,0.07823929410001365,0.07823929410001365,0.6546415040551901,0.6546415040551901,0.6546415040551901,39.70333028728503,39.70333028728503,39.70333028728503
Explicit,4,47,77,156,,1148,17,1,1.5,1.5,1.5,0.023838971588445515,0.023838971588445515,0.023838971588445515,0.047417587188166556,0.047417587188166556,0.047417587188166556,0.2624478870700727,0.2624478870700727,0.2624478870700727,18.71307548456838,18.71307548456838,18.71307548456838
Explicit,4,47,77,157,,1149,17,1,2.0,2.0,2.0,0.017681400729188678,0.017681400729188678,0.017681400729188678,0.03163424429292111,0.03163424429292111,0.03163424429292111,0.12075225458373776,0.12075225458373776,0.12075225458373776,10.55692902594021,10.55692902594021,10.55692902594021
Explicit,4,47,77,158,,1150,17,1,2.0,2.0,2.0,0.013633581626857301,0.013633581626857301,0.013633581626857301,0.022557634851353488,0.022557634851353488,0.022557634851353488,0.06696141514647466,0.06696141514647466,0.06696141514647466,6.6927675064834204,6.6927675064834204,6.6927675064834204
Explicit,4,47,77,159,,1151,17,1,2.0,2.0,2.0,0.010834667854900342,0.010834667854900342,0.010834667854900342,0.01688397011693931,0.01688397011693931,0.01688397011693931,0.042091909099078395,0.042091909099078395,0.042091909099078395,4.576143692019567,4.576143692019567,4.576143692019567
Explicit,4,47,77,160,,1152,17,1,2.0,2.0,2.0,0.008820647839759827,0.008820647839759827,0.008820647839759827,0.013109879898158091,0.013109879898158091,0.013109879898158091,0.028786673219150738,0.028786673219150738,0.028786673219150738,3.2959298903725722,3.2959298903725722,3.2959298903725722
Explicit,4,47,77,161,,1153,17,1,2.0,2.0,2.0,0.007324039397105365,0.007324039397105365,0.007324039397105365,0.01047607826034059,0.01047607826034059,0.01047607826034059,0.020894677594613706,0.020894677594613706,0.020894677594613706,2.464909102751194,2.464909102751194,2.464909102751194
Explicit,4,47,77,162,,1154,17,1,2.0,2.0,2.0,0.006182066574147379,0.006182066574147379,0.006182066574147379,0.00856685013168186,0.00856685013168186,0.00856685013168186,0.01584802440363256,0.01584802440363256,0.01584802440363256,1.8962696319707355,1.8962696319707355,1.8962696319707355
Explicit,4,47,78,152,,1152,17,1,1.5,1.5,1.5,0.09506923763465452,0.09506923763465452,0.09506923763465452,0.3921488602218314,0.3921488602218314,0.3921488602218314,0.2580852909580047,0.2580852909580047,0.2580852909580047,129.6624087861546,129.6624087861546,129.6624087861546
Explicit,4,47,78,153,,1153,17,1,2.0,2.0,2.0,0.05540565189195766,0.05540565189195766,0.05540565189195766,0.16417534035256148,0.16417534035256148,0.16417534035256148,0.6426614226135177,0.6426614226135177,0.6426614226135177,103.31945137059516,103.31945137059516,103.31945137059516
Explicit,4,47,78,154,,1154,17,1,2.0,2.0,2.0,0.036002408507643344,0.036002408507643344,0.036002408507643344,0.08450677983271232,0.08450677983271232,0.08450677983271232,0.7099989959885418,0.7099989959885418,0.7099989959885418,47.76503951571184,47.76503951571184,47.76503951571184
Explicit,4,47,78,155,,1155,17,1,2.0,2.0,2.0,0.02519860236507216,0.02519860236507216,0.02519860236507216,0.050587039565692035,0.050587039565692035,0.050587039565692035,0.291359229649755,0.291359229649755,0.291359229649755,22.0380090334307,22.0380090334307,22.0380090334307
Explicit,4,47,78,156,,1156,17,1,2.0,2.0,2.0,0.018602538050594062,0.018602538050594062,0.018602538050594062,0.03346487018845198,0.03346487018845198,0.03346487018845198,0.1311634998530783,0.1311634998530783,0.1311634998530783,12.224090631335581,12.224090631335581,12.224090631335581
Explicit,4,47,78,157,,1157,17,1,2.0,2.0,2.0,0.014292350962855641,0.014292350962855641,0.014292350962855641,0.023719250162314236,0.023719250162314236,0.023719250162314236,0.07154333288088366,0.07154333288088366,0.07154333288088366,7.663162011597296,7.663162011597296,7.663162011597296
Explicit,4,47,78,158,,1158,17,1,2.0,2.0,2.0,0.011325930499618551,0.011325930499618551,0.011325930499618551,0.017673547128710904,0.017673547128710904,0.017673547128710904,0.04447872336282967,0.04447872336282967,0.04447872336282967,5.1981635599226514,5.1981635599226514,5.1981635599226514
Explicit,4,47,78,159,,1159,17,1,2.0,2.0,2.0,0.009199361919786842,0.009199361919786842,0.009199361919786842,0.013675236979197211,0.013675236979197211,0.013675236979197211,0.030187663289272974,0.030187663289272974,0.030187663289272974,3.7214125896488244,3.7214125896488244,3.7214125896488244
Explicit,4,47,78,160,,1160,17,1,2.5,2.5,2.5,0.007623955554040945,0.007623955554040945,0.007623955554040945,0.010897635295974869,0.010897635295974869,0.010897635295974869,0.021790644252439973,0.021790644252439973,0.021790644252439973,2.7696507451220165,2.7696507451220165,2.7696507451220165
Explicit,4,47,78,161,,1161,17,1,2.0,2.0,2.0,0.0064249197487593526,0.0064249197487593526,0.0064249197487593526,0.008891526102800272,0.008891526102800272,0.008891526102800272,0.016458709505295713,0.016458709505295713,0.016458709505295713,2.1220390861419625,2.1220390861419625,2.1220390861419625
Explicit,4,47,78,162,,1162,17,1,2.0,2.0,2.0,0.005491506372621431,0.005491506372621431,0.005491506372621431,0.007396293336618028,0.007396293336618028,0.007396293336618028,0.012869449022075796,0.012869449022075796,0.012869449022075796,1.6625411450075152,1.6625411450075152,1.6625411450075152
