topology_family,N,H_nm,L_nm,C_nm,M,total_thickness_nm,physical_layer_count,count,FWHM_min,FWHM_median,FWHM_max,T450_min,T450_median,T450_max,T448_min,T448_median,T448_max,T453_min,T453_median,T453_max,ratio_min,ratio_median,ratio_max
Explicit,3,45,76,156,,882,13,1,7.0,7.0,7.0,0.8086614603708193,0.8086614603708193,0.8086614603708193,0.5594229563170207,0.5594229563170207,0.5594229563170207,0.264634291227414,0.264634291227414,0.264634291227414,21.519255715376936,21.519255715376936,21.519255715376936
Explicit,3,45,76,157,,883,13,1,7.0,7.0,7.0,0.8112567351069331,0.8112567351069331,0.8112567351069331,0.7237818406415724,0.7237818406415724,0.7237818406415724,0.3546802015994447,0.3546802015994447,0.3546802015994447,27.81212114010727,27.81212114010727,27.81212114010727
Explicit,3,45,76,158,,884,13,1,7.0,7.0,7.0,0.6805520877988374,0.6805520877988374,0.6805520877988374,0.8268046439509291,0.8268046439509291,0.8268046439509291,0.4804689989699016,0.4804689989699016,0.4804689989699016,33.15752108757706,33.15752108757706,33.15752108757706
Explicit,3,45,76,159,,885,13,1,7.0,7.0,7.0,0.5137552654345042,0.5137552654345042,0.5137552654345042,0.7865589348037685,0.7865589348037685,0.7865589348037685,0.6387612647381742,0.6387612647381742,0.6387612647381742,34.60468976412674,34.60468976412674,34.60468976412674
Explicit,3,45,76,160,,886,13,1,7.0,7.0,7.0,0.3755075306726812,0.3755075306726812,0.3755075306726812,0.6380852746109177,0.6380852746109177,0.6380852746109177,0.7855833150668141,0.7855833150668141,0.7855833150668141,31.35264729513065,31.35264729513065,31.35264729513065
Explicit,3,45,76,161,,887,13,1,7.5,7.5,7.5,0.2763897235089098,0.2763897235089098,0.2763897235089098,0.4769875716535398,0.4769875716535398,0.4769875716535398,0.8305747420306446,0.8305747420306446,0.8305747420306446,25.24357842442623,25.24357842442623,25.24357842442623
Explicit,3,45,76,162,,888,13,1,7.0,7.0,7.0,0.20790128898914023,0.20790128898914023,0.20790128898914023,0.34984273730150284,0.34984273730150284,0.34984273730150284,0.7359562991551796,0.7359562991551796,0.7359562991551796,18.776142868432256,18.776142868432256,18.776142868432256
Explicit,3,45,77,152,,884,13,1,6.5,6.5,6.5,0.34727108901212733,0.34727108901212733,0.34727108901212733,0.21388612647690652,0.21388612647690652,0.21388612647690652,0.11935758786247325,0.11935758786247325,0.11935758786247325,9.60756501039051,9.60756501039051,9.60756501039051
Explicit,3,45,77,153,,885,13,1,7.0,7.0,7.0,0.47548689885229534,0.47548689885229534,0.47548689885229534,0.2840247102713529,0.2840247102713529,0.2840247102713529,0.14904054639740774,0.14904054639740774,0.14904054639740774,12.306172507347386,12.306172507347386,12.306172507347386
Explicit,3,45,77,154,,886,13,1,7.0,7.0,7.0,0.6384433937902564,0.6384433937902564,0.6384433937902564,0.38497523829358393,0.38497523829358393,0.38497523829358393,0.19019372072294982,0.19019372072294982,0.19019372072294982,16.103675864504332,16.103675864504332,16.103675864504332
Explicit,3,45,77,155,,887,13,1,6.5,6.5,6.5,0.7873641202789157,0.7873641202789157,0.7873641202789157,0.5243571771784121,0.5243571771784121,0.5243571771784121,0.2484411724509523,0.2484411724509523,0.2484411724509523,21.323969779239494,21.323969779239494,21.323969779239494
Explicit,3,45,77,156,,888,13,1,7.0,7.0,7.0,0.8231577425064807,0.8231577425064807,0.8231577425064807,0.6894186400593469,0.6894186400593469,0.6894186400593469,0.3318495062145502,0.3318495062145502,0.3318495062145502,27.804130222980184,27.804130222980184,27.804130222980184
Explicit,3,45,77,157,,889,13,1,7.0,7.0,7.0,0.7139192352692527,0.7139192352692527,0.7139192352692527,0.8140039696895013,0.8140039696895013,0.8140039696895013,0.44957370317147183,0.44957370317147183,0.44957370317147183,33.878357165549154,33.878357165549154,33.878357165549154
Explicit,3,45,77,158,,890,13,1,7.5,7.5,7.5,0.5472204801159224,0.5472204801159224,0.5472204801159224,0.8055146468951635,0.8055146468951635,0.8055146468951635,0.6027443773079326,0.6027443773079326,0.6027443773079326,36.420717437488584,36.420717437488584,36.420717437488584
Explicit,3,45,77,159,,891,13,1,7.0,7.0,7.0,0.4009227516345817,0.4009227516345817,0.4009227516345817,0.6714481390590794,0.6714481390590794,0.6714481390590794,0.7584118722744961,0.7584118722744961,0.7584118722744961,33.911750612546825,33.911750612546825,33.911750612546825
Explicit,3,45,77,160,,892,13,1,7.0,7.0,7.0,0.29410564162362596,0.29410564162362596,0.29410564162362596,0.5071688433909898,0.5071688433909898,0.5071688433909898,0.831074071447098,0.831074071447098,0.831074071447098,27.87993006561618,27.87993006561618,27.87993006561618
Explicit,3,45,77,161,,893,13,1,7.5,7.5,7.5,0.22008759801883349,0.22008759801883349,0.22008759801883349,0.3720359552381864,0.3720359552381864,0.3720359552381864,0.7613764374698293,0.7613764374698293,0.7613764374698293,20.970848061332045,20.970848061332045,20.970848061332045
Explicit,3,45,77,162,,894,13,1,7.0,7.0,7.0,0.1688351891372984,0.1688351891372984,0.1688351891372984,0.27497234518120295,0.27497234518120295,0.27497234518120295,0.6064950309236627,0.6064950309236627,0.6064950309236627,15.136200803572367,15.136200803572367,15.136200803572367
Explicit,3,45,78,152,,890,13,1,7.0,7.0,7.0,0.44503826346351405,0.44503826346351405,0.44503826346351405,0.26680578727151183,0.26680578727151183,0.26680578727151183,0.1415740795043286,0.1415740795043286,0.1415740795043286,12.245670056740257,12.245670056740257,12.245670056740257
Explicit,3,45,78,153,,891,13,1,6.5,6.5,6.5,0.6024267200563411,0.6024267200563411,0.6024267200563411,0.3603528608521047,0.3603528608521047,0.3603528608521047,0.1798505832968748,0.1798505832968748,0.1798505832968748,15.949729880746736,15.949729880746736,15.949729880746736
Explicit,3,45,78,154,,892,13,1,7.0,7.0,7.0,0.7616434638372797,0.7616434638372797,0.7616434638372797,0.491451770385137,0.491451770385137,0.491451770385137,0.2338347967812845,0.2338347967812845,0.2338347967812845,21.08681288784908,21.08681288784908,21.08681288784908
Explicit,3,45,78,155,,893,13,1,7.0,7.0,7.0,0.8288127314301978,0.8288127314301978,0.8288127314301978,0.6542753912585133,0.6542753912585133,0.6542753912585133,0.31108980828696886,0.31108980828696886,0.31108980828696886,27.665384930191497,27.665384930191497,27.665384930191497
Explicit,3,45,78,156,,894,13,1,7.0,7.0,7.0,0.7457633800411227,0.7457633800411227,0.7457633800411227,0.7957202814636386,0.7957202814636386,0.7957202814636386,0.4209144362216275,0.4209144362216275,0.4209144362216275,34.35326628610658,34.35326628610658,34.35326628610658
Explicit,3,45,78,157,,895,13,1,7.0,7.0,7.0,0.5828105597272291,0.5828105597272291,0.5828105597272291,0.8195630111073533,0.8195630111073533,0.8195630111073533,0.5676471770476874,0.5676471770476874,0.5676471770476874,38.01833281532454,38.01833281532454,38.01833281532454
Explicit,3,45,78,158,,896,13,1,7.0,7.0,7.0,0.4290571704506561,0.4290571704506561,0.4290571704506561,0.7048286227103251,0.7048286227103251,0.7048286227103251,0.728278843776746,0.728278843776746,0.728278843776746,36.42860546340023,36.42860546340023,36.42860546340023
Explicit,3,45,78,159,,897,13,1,7.0,7.0,7.0,0.31401819248095353,0.31401819248095353,0.31401819248095353,0.5398767736122105,0.5398767736122105,0.5398767736122105,0.8259574893886213,0.8259574893886213,0.8259574893886213,30.64437050423944,30.64437050423944,30.64437050423944
Explicit,3,45,78,160,,898,13,1,7.0,7.0,7.0,0.23386515232893887,0.23386515232893887,0.23386515232893887,0.39683409947351755,0.39683409947351755,0.39683409947351755,0.7844622379171042,0.7844622379171042,0.7844622379171042,23.373848136882373,23.373848136882373,23.373848136882373
Explicit,3,45,78,161,,899,13,1,7.5,7.5,7.5,0.17846741926590864,0.17846741926590864,0.17846741926590864,0.292334721151176,0.292334721151176,0.292334721151176,0.6389254185440201,0.6389254185440201,0.6389254185440201,16.935578836109745,16.935578836109745,16.935578836109745
Explicit,3,45,78,162,,900,13,1,7.5,7.5,7.5,0.1395811636681768,0.1395811636681768,0.1395811636681768,0.21962475884110783,0.21962475884110783,0.21962475884110783,0.48045287823468547,0.48045287823468547,0.48045287823468547,12.15484107441138,12.15484107441138,12.15484107441138
Explicit,3,45,79,152,,896,13,1,7.0,7.0,7.0,0.5679680680736892,0.5679680680736892,0.5679680680736892,0.33823589027249745,0.33823589027249745,0.33823589027249745,0.17061782022405847,0.17061782022405847,0.17061782022405847,15.797827079472347,15.797827079472347,15.797827079472347
Explicit,3,45,79,153,,897,13,1,6.5,6.5,6.5,0.7328526925665753,0.7328526925665753,0.7328526925665753,0.4610802564313454,0.4610802564313454,0.4610802564313454,0.22075842280480346,0.22075842280480346,0.22075842280480346,20.828382484066122,20.828382484066122,20.828382484066122
Explicit,3,45,79,154,,898,13,1,7.0,7.0,7.0,0.8279395983718858,0.8279395983718858,0.8279395983718858,0.6194620601436731,0.6194620601436731,0.6194620601436731,0.29238193668876866,0.29238193668876866,0.29238193668876866,27.429204368364935,27.429204368364935,27.429204368364935
Explicit,3,45,79,155,,899,13,1,7.0,7.0,7.0,0.7747290944033023,0.7747290944033023,0.7747290944033023,0.7728882597272004,0.7728882597272004,0.7728882597272004,0.3946602343464187,0.3946602343464187,0.3946602343464187,34.600545211798,34.600545211798,34.600545211798
Explicit,3,45,79,156,,900,13,1,7.53883005885092,7.53883005885092,7.53883005885092,0.6198603709487449,0.6198603709487449,0.6198603709487449,0.8278414914431513,0.8278414914431513,0.8278414914431513,0.5341455660841076,0.5341455660841076,0.5341455660841076,41.374176909770455,41.374176909770455,41.374176909770455
Explicit,3,45,79,157,,901,13,1,7.0,7.0,7.0,0.45981667026518225,0.45981667026518225,0.45981667026518225,0.7370402797508996,0.7370402797508996,0.7370402797508996,0.6962864518891646,0.6962864518891646,0.6962864518891646,38.843365684090614,38.843365684090614,38.843365684090614
Explicit,3,45,79,158,,902,13,1,7.0,7.0,7.0,0.3362005765462165,0.3362005765462165,0.3362005765462165,0.5746915774019363,0.5746915774019363,0.5746915774019363,0.8152402520836567,0.8152402520836567,0.8152402520836567,33.491014465438745,33.491014465438745,33.491014465438745
Explicit,3,45,79,159,,903,13,1,7.5,7.5,7.5,0.24932108849731627,0.24932108849731627,0.24932108849731627,0.42423027791621615,0.42423027791621615,0.42423027791621615,0.8039864967133,0.8039864967133,0.8039864967133,25.970922659253805,25.970922659253805,25.970922659253805
Explicit,3,45,79,160,,904,13,1,7.0,7.0,7.0,0.18930241090355798,0.18930241090355798,0.18930241090355798,0.3117946732514761,0.3117946732514761,0.3117946732514761,0.6721908207749256,0.6721908207749256,0.6721908207749256,18.93320345038307,18.93320345038307,18.93320345038307
Explicit,3,45,79,161,,905,13,1,7.5,7.5,7.5,0.14733264522582984,0.14733264522582984,0.14733264522582984,0.23316538306181625,0.23316538306181625,0.23316538306181625,0.5107609337541765,0.5107609337541765,0.5107609337541765,13.571835356543318,13.571835356543318,13.571835356543318
Explicit,3,45,79,162,,906,13,1,7.5,7.5,7.5,0.11733079977615599,0.11733079977615599,0.11733079977615599,0.17856561467054527,0.17856561467054527,0.17856561467054527,0.3768412556837566,0.3768412556837566,0.3768412556837566,9.82346083884906,9.82346083884906,9.82346083884906
Explicit,3,45,80,152,,902,13,1,7.0,7.0,7.0,0.7024311814934117,0.7024311814934117,0.7024311814934117,0.43346647008270944,0.43346647008270944,0.43346647008270944,0.20914316535411825,0.20914316535411825,0.20914316535411825,20.56698114612963,20.56698114612963,20.56698114612963
Explicit,3,45,80,153,,903,13,1,7.0,7.0,7.0,0.820854402432657,0.820854402432657,0.820854402432657,0.5859219621546577,0.5859219621546577,0.5859219621546577,0.2756704743612446,0.2756704743612446,0.2756704743612446,27.129232047618935,27.129232047618935,27.129232047618935
Explicit,3,45,80,154,,904,13,1,7.0,7.0,7.0,0.7995641616171076,0.7995641616171076,0.7995641616171076,0.746746738765064,0.746746738765064,0.746746738765064,0.3708868575676901,0.3708868575676901,0.3708868575676901,34.6522238185304,34.6522238185304,34.6522238185304
Explicit,3,45,80,155,,905,13,1,7.544540913509877,7.544540913509877,7.544540913509877,0.6575094561848384,0.6575094561848384,0.6575094561848384,0.8299740160751427,0.8299740160751427,0.8299740160751427,0.5027569234724436,0.5027569234724436,0.5027569234724436,42.48932331589163,42.48932331589163,42.48932331589163
Explicit,3,45,80,156,,906,13,1,7.0,7.0,7.0,0.4929900920435434,0.4929900920435434,0.4929900920435434,0.7668302571897581,0.7668302571897581,0.7668302571897581,0.6635681716003895,0.6635681716003895,0.6635681716003895,41.09815398790605,41.09815398790605,41.09815398790605
Explicit,3,45,80,157,,907,13,1,7.5,7.5,7.5,0.36068372855410175,0.36068372855410175,0.36068372855410175,0.6110144642716653,0.6110144642716653,0.6110144642716653,0.7994190137803948,0.7994190137803948,0.7994190137803948,36.366307538285554,36.366307538285554,36.366307538285554
Explicit,3,45,80,158,,908,13,1,7.0,7.0,7.0,0.26653011829682705,0.26653011829682705,0.26653011829682705,0.4541350207235102,0.4541350207235102,0.4541350207235102,0.8189026712729259,0.8189026712729259,0.8189026712729259,28.73662796594799,28.73662796594799,28.73662796594799
Explicit,3,45,80,159,,909,13,1,7.5,7.5,7.5,0.20140588367711443,0.20140588367711443,0.20140588367711443,0.3334144180661013,0.3334144180661013,0.3334144180661013,0.7053358066528403,0.7053358066528403,0.7053358066528403,21.129988713612782,21.129988713612782,21.129988713612782
Explicit,3,45,80,160,,910,13,1,7.5,7.5,7.5,0.15600376368672864,0.15600376368672864,0.15600376368672864,0.24831121132745526,0.24831121132745526,0.24831121132745526,0.5433439025612515,0.5433439025612515,0.5433439025612515,15.150572485111724,15.150572485111724,15.150572485111724
Explicit,3,45,80,161,,911,13,1,7.0,7.0,7.0,0.12369166321377262,0.12369166321377262,0.12369166321377262,0.18924483814708307,0.18924483814708307,0.18924483814708307,0.4018393423503741,0.4018393423503741,0.4018393423503741,10.924680536527418,10.924680536527418,10.924680536527418
Explicit,3,45,80,162,,912,13,1,7.5,7.5,7.5,0.10014048816969719,0.10014048816969719,0.10014048816969719,0.1477509992427613,0.1477509992427613,0.1477509992427613,0.2975255817196436,0.2975255817196436,0.2975255817196436,8.024228284837239,8.024228284837239,8.024228284837239
Explicit,3,45,81,152,,908,13,1,7.0,7.0,7.0,0.8084107003766905,0.8084107003766905,0.8084107003766905,0.5543920852720388,0.5543920852720388,0.5543920852720388,0.26087685715951847,0.26087685715951847,0.26087685715951847,26.797112573234873,26.797112573234873,26.797112573234873
Explicit,3,45,81,153,,909,13,1,7.0,7.0,7.0,0.8192978375832939,0.8192978375832939,0.8192978375832939,0.7186613052540036,0.7186613052540036,0.7186613052540036,0.34959790133135016,0.34959790133135016,0.34959790133135016,34.54942072382607,34.54942072382607,34.54942072382607
Explicit,3,45,81,154,,910,13,1,7.5,7.5,7.5,0.6947412573352789,0.6947412573352789,0.6947412573352789,0.8261347237865466,0.8261347237865466,0.8261347237865466,0.47384148922062586,0.47384148922062586,0.47384148922062586,41.21450052218088,41.21450052218088,41.21450052218088
Explicit,3,45,81,155,,911,13,1,7.0,7.0,7.0,0.5282265446174561,0.5282265446174561,0.5282265446174561,0.7930179932472449,0.7930179932472449,0.7930179932472449,0.6311761836397558,0.6311761836397558,0.6311761836397558,43.142198349458894,43.142198349458894,43.142198349458894
Explicit,3,45,81,156,,912,13,1,7.0,7.0,7.0,0.38743798754425435,0.38743798754425435,0.38743798754425435,0.6480699838548472,0.6480699838548472,0.6480699838548472,0.7793915763244756,0.7793915763244756,0.7793915763244756,39.21246465265559,39.21246465265559,39.21246465265559
Explicit,3,45,81,157,,913,13,1,7.5,7.5,7.5,0.2855448242817217,0.2855448242817217,0.2855448242817217,0.4863523672339264,0.4863523672339264,0.4863523672339264,0.8284955617298269,0.8284955617298269,0.8284955617298269,31.634305709436994,31.634305709436994,31.634305709436994
Explicit,3,45,81,158,,914,13,1,7.0,7.0,7.0,0.21483615762019798,0.21483615762019798,0.21483615762019798,0.35721567025100953,0.35721567025100953,0.35721567025100953,0.7372850176395329,0.7372850176395329,0.7372850176395329,23.518881620071877,23.518881620071877,23.518881620071877
Explicit,3,45,81,159,,915,13,1,7.5,7.5,7.5,0.16564211354009473,0.16564211354009473,0.16564211354009473,0.2651264618560337,0.2651264618560337,0.2651264618560337,0.5777741906055986,0.5777741906055986,0.5777741906055986,16.897014790537373,16.897014790537373,16.897014790537373
Explicit,3,45,81,160,,916,13,1,7.5,7.5,7.5,0.1307690201720514,0.1307690201720514,0.1307690201720514,0.20114057188612866,0.20114057188612866,0.20114057188612866,0.4292253776039152,0.4292253776039152,0.4292253776039152,12.148395821132235,12.148395821132235,12.148395821132235
Explicit,3,45,81,161,,917,13,1,7.0,7.0,7.0,0.10546286314530776,0.10546286314530776,0.10546286314530776,0.15632049875270657,0.15632049875270657,0.15632049875270657,0.31722008626936293,0.31722008626936293,0.31722008626936293,8.881318213809934,8.881318213809934,8.881318213809934
Explicit,3,45,81,162,,918,13,1,7.5,7.5,7.5,0.08666266517987277,0.08666266517987277,0.08666266517987277,0.12428654711923462,0.12428654711923462,0.12428654711923462,0.23824758974742524,0.23824758974742524,0.23824758974742524,6.631046126459437,6.631046126459437,6.631046126459437
Explicit,3,45,82,152,,914,13,1,7.0,7.0,7.0,0.8333935167216134,0.8333935167216134,0.8333935167216134,0.6899633421261147,0.6899633421261147,0.6899633421261147,0.3307457780967254,0.3307457780967254,0.3307457780967254,34.33739652044125,34.33739652044125,34.33739652044125
Explicit,3,45,82,153,,915,13,1,7.0,7.0,7.0,0.7304632326047594,0.7304632326047594,0.7304632326047594,0.8170137219969473,0.8170137219969473,0.8170137219969473,0.4476204542159329,0.4476204542159329,0.4476204542159329,41.747893326094534,41.747893326094534,41.747893326094534
Explicit,3,45,82,154,,916,13,1,7.0,7.0,7.0,0.5650235291056966,0.5650235291056966,0.5650235291056966,0.8146535830584748,0.8146535830584748,0.8146535830584748,0.6000070974229846,0.6000070974229846,0.6000070974229846,44.93719421552461,44.93719421552461,44.93719421552461
Explicit,3,45,82,155,,917,13,1,7.5,7.5,7.5,0.41635399063748363,0.41635399063748363,0.41635399063748363,0.6849387064205821,0.6849387064205821,0.6849387064205821,0.7563196725152266,0.7563196725152266,0.7563196725152266,41.97144954380744,41.97144954380744,41.97144954380744
Explicit,3,45,82,156,,918,13,1,7.0,7.0,7.0,0.306384128623284,0.306384128623284,0.306384128623284,0.5205600221002415,0.5205600221002415,0.5205600221002415,0.8324936540868826,0.8324936540868826,0.8324936540868826,34.617557889271,34.617557889271,34.617557889271
Explicit,3,45,82,157,,919,13,1,7.5,7.5,7.5,0.22963794544754937,0.22963794544754937,0.22963794544754937,0.3831630935092694,0.3831630935092694,0.3831630935092694,0.7669355006395657,0.7669355006395657,0.7669355006395657,26.083297122897783,26.083297122897783,26.083297122897783
Explicit,3,45,82,158,,920,13,1,7.5,7.5,7.5,0.17629005202503795,0.17629005202503795,0.17629005202503795,0.28365317317826333,0.28365317317826333,0.28365317317826333,0.6134697067314916,0.6134697067314916,0.6134697067314916,18.812460962207737,18.812460962207737,18.812460962207737
Explicit,3,45,82,159,,921,13,1,7.0,7.0,7.0,0.1385975612191363,0.1385975612191363,0.1385975612191363,0.2143030942982202,0.2143030942982202,0.2143030942982202,0.45887448460175995,0.45887448460175995,0.45887448460175995,13.500219030726063,13.500219030726063,13.500219030726063
Explicit,3,45,82,160,,922,13,1,7.5,7.5,7.5,0.11135602911495815,0.11135602911495815,0.11135602911495815,0.16582060314744132,0.16582060314744132,0.16582060314744132,0.3389198868661063,0.3389198868661063,0.3389198868661063,9.828384683167984,9.828384683167984,9.828384683167984
Explicit,3,45,82,161,,923,13,1,7.5,7.5,7.5,0.09120044796066734,0.09120044796066734,0.09120044796066734,0.13129829996310433,0.13129829996310433,0.13129829996310433,0.25362819198383196,0.25362819198383196,0.25362819198383196,7.303634593423585,7.303634593423585,7.303634593423585
Explicit,3,45,82,162,,924,13,1,7.5,7.5,7.5,0.07595368874027059,0.07595368874027059,0.07595368874027059,0.10614959709800331,0.10614959709800331,0.10614959709800331,0.19400970461609593,0.19400970461609593,0.19400970461609593,5.540601567554511,5.540601567554511,5.540601567554511
Explicit,3,46,76,152,,884,13,1,7.0,7.0,7.0,0.630481126367176,0.630481126367176,0.630481126367176,0.37955065327494564,0.37955065327494564,0.37955065327494564,0.18762619279547493,0.18762619279547493,0.18762619279547493,16.468239418584105,16.468239418584105,16.468239418584105
Explicit,3,46,76,153,,885,13,1,7.0,7.0,7.0,0.7814712679704036,0.7814712679704036,0.7814712679704036,0.5165638166188845,0.5165638166188845,0.5165638166188845,0.24469015764222538,0.24469015764222538,0.24469015764222538,21.759580875648883,21.759580875648883,21.759580875648883
Explicit,3,46,76,154,,886,13,1,7.0,7.0,7.0,0.8254854282593335,0.8254854282593335,0.8254854282593335,0.6807276515471506,0.6807276515471506,0.6807276515471506,0.3263511320729004,0.3263511320729004,0.3263511320729004,28.367024479560595,28.367024479560595,28.367024479560595
Explicit,3,46,76,155,,887,13,1,7.0,7.0,7.0,0.7238445857771405,0.7238445857771405,0.7238445857771405,0.8097979218676896,0.8097979218676896,0.8097979218676896,0.44179448688664746,0.44179448688664746,0.44179448688664746,34.68397766553864,34.68397766553864,34.68397766553864
Explicit,3,46,76,156,,888,13,1,7.0,7.0,7.0,0.5587603049899922,0.5587603049899922,0.5587603049899922,0.8104912141122468,0.8104912141122468,0.8104912141122468,0.593123754521668,0.593123754521668,0.593123754521668,37.534077147187574,37.534077147187574,37.534077147187574
Explicit,3,46,76,157,,889,13,1,7.0,7.0,7.0,0.4106358561862955,0.4106358561862955,0.4106358561862955,0.6821984972964736,0.6821984972964736,0.6821984972964736,0.750431531053851,0.750431531053851,0.750431531053851,35.18503188519563,35.18503188519563,35.18503188519563
Explicit,3,46,76,158,,890,13,1,7.0,7.0,7.0,0.3014596689191929,0.3014596689191929,0.3014596689191929,0.5179747446222549,0.5179747446222549,0.5179747446222549,0.8307149626775475,0.8307149626775475,0.8307149626775475,29.07807127267311,29.07807127267311,29.07807127267311
Explicit,3,46,76,159,,891,13,1,7.5,7.5,7.5,0.22552481803885602,0.22552481803885602,0.22552481803885602,0.3806154505965771,0.3806154505965771,0.3806154505965771,0.7693269432911061,0.7693269432911061,0.7693269432911061,21.937646953916392,21.937646953916392,21.937646953916392
Explicit,3,46,76,160,,892,13,1,7.5,7.5,7.5,0.17288518455070293,0.17288518455070293,0.17288518455070293,0.28129972605494047,0.28129972605494047,0.28129972605494047,0.6170623585079047,0.6170623585079047,0.6170623585079047,15.8431636119786,15.8431636119786,15.8431636119786
Explicit,3,46,76,161,,893,13,1,7.0,7.0,7.0,0.13577208528129664,0.13577208528129664,0.13577208528129664,0.2122270414517648,0.2122270414517648,0.2122270414517648,0.4617842849208942,0.4617842849208942,0.4617842849208942,11.387318074155553,11.387318074155553,11.387318074155553
Explicit,3,46,76,162,,894,13,1,7.5,7.5,7.5,0.10899340158815399,0.10899340158815399,0.10899340158815399,0.16402820907832272,0.16402820907832272,0.16402820907832272,0.3408572577071902,0.3408572577071902,0.3408572577071902,8.305659575671228,8.305659575671228,8.305659575671228
Explicit,3,46,77,152,,890,13,1,7.0,7.0,7.0,0.7551452554276072,0.7551452554276072,0.7551452554276072,0.4847112002856074,0.4847112002856074,0.4847112002856074,0.23070856930305805,0.23070856930305805,0.23070856930305805,21.496684284013025,21.496684284013025,21.496684284013025
Explicit,3,46,77,153,,891,13,1,7.0,7.0,7.0,0.8290843984217495,0.8290843984217495,0.8290843984217495,0.6459427834534208,0.6459427834534208,0.6459427834534208,0.3064012164657056,0.3064012164657056,0.3064012164657056,28.172299718140536,28.172299718140536,28.172299718140536
Explicit,3,46,77,154,,892,13,1,7.5,7.5,7.5,0.754387029538719,0.754387029538719,0.754387029538719,0.7901860088009752,0.7901860088009752,0.7901860088009752,0.41405933064984757,0.41405933064984757,0.41405933064984757,35.059586036863806,35.059586036863806,35.059586036863806
Explicit,3,46,77,155,,893,13,1,7.0,7.0,7.0,0.5944078645605089,0.5944078645605089,0.5944078645605089,0.8225493152127419,0.8225493152127419,0.8225493152127419,0.5586420125321018,0.5586420125321018,0.5586420125321018,39.0267617132322,39.0267617132322,39.0267617132322
Explicit,3,46,77,156,,894,13,1,7.0,7.0,7.0,0.43939050666505286,0.43939050666505286,0.43939050666505286,0.7148846843939594,0.7148846843939594,0.7148846843939594,0.7196835709082847,0.7196835709082847,0.7196835709082847,37.65082387719423,37.65082387719423,37.65082387719423
Explicit,3,46,77,157,,895,13,1,7.5,7.5,7.5,0.3220373711611255,0.3220373711611255,0.3220373711611255,0.5511106319612826,0.5511106319612826,0.5511106319612826,0.823673805046262,0.823673805046262,0.823673805046262,31.85323780279165,31.85323780279165,31.85323780279165
Explicit,3,46,77,158,,896,13,1,7.0,7.0,7.0,0.23986172020356814,0.23986172020356814,0.23986172020356814,0.4061498506744939,0.4061498506744939,0.4061498506744939,0.7911082619458192,0.7911082619458192,0.7911082619458192,24.387853283808752,24.387853283808752,24.387853283808752
Explicit,3,46,77,159,,897,13,1,7.0,7.0,7.0,0.18295936388096637,0.18295936388096637,0.18295936388096637,0.29933997757408853,0.29933997757408853,0.29933997757408853,0.6496242897966229,0.6496242897966229,0.6496242897966229,17.694252690969506,17.694252690969506,17.694252690969506
Explicit,3,46,77,160,,898,13,1,7.5,7.5,7.5,0.14299948679450047,0.14299948679450047,0.14299948679450047,0.22478288083260883,0.22478288083260883,0.22478288083260883,0.4903048311824256,0.4903048311824256,0.4903048311824256,12.693057719926845,12.693057719926845,12.693057719926845
Explicit,3,46,77,161,,899,13,1,7.0,7.0,7.0,0.11430351853506188,0.11430351853506188,0.11430351853506188,0.17287426591968505,0.17287426591968505,0.17287426591968505,0.3618134211253001,0.3618134211253001,0.3618134211253001,9.2149971265276,9.2149971265276,9.2149971265276
Explicit,3,46,77,162,,900,13,1,7.5,7.5,7.5,0.0931992510707839,0.0931992510707839,0.0931992510707839,0.13612840609166532,0.13612840609166532,0.13612840609166532,0.26945884788363894,0.26945884788363894,0.26945884788363894,6.826245136049383,6.826245136049383,6.826245136049383
Explicit,3,46,78,152,,896,13,1,7.0,7.0,7.0,0.8264084213870484,0.8264084213870484,0.8264084213870484,0.6118464065968219,0.6118464065968219,0.6118464065968219,0.2884866537935519,0.2884866537935519,0.2884866537935519,27.89304670489189,27.89304670489189,27.89304670489189
Explicit,3,46,78,153,,897,13,1,7.0,7.0,7.0,0.781693678859502,0.781693678859502,0.781693678859502,0.7665315307488751,0.7665315307488751,0.7665315307488751,0.38877018137143327,0.38877018137143327,0.38877018137143327,35.21837500097327,35.21837500097327,35.21837500097327
Explicit,3,46,78,154,,898,13,1,7.0,7.0,7.0,0.631168198505968,0.631168198505968,0.631168198505968,0.8287975569571404,0.8287975569571404,0.8287975569571404,0.5259722212816719,0.5259722212816719,0.5259722212816719,40.25394440331083,40.25394440331083,40.25394440331083
Explicit,3,46,78,155,,899,13,1,7.0,7.0,7.0,0.4706241351129378,0.4706241351129378,0.4706241351129378,0.7459786099775945,0.7459786099775945,0.7459786099775945,0.6875229957669655,0.6875229957669655,0.6875229957669655,39.98960693526493,39.98960693526493,39.98960693526493
Explicit,3,46,78,156,,900,13,1,7.0,7.0,7.0,0.3448476740608599,0.3448476740608599,0.3448476740608599,0.5860886320055464,0.5860886320055464,0.5860886320055464,0.8112406197250623,0.8112406197250623,0.8112406197250623,34.686204922659456,34.686204922659456,34.686204922659456
Explicit,3,46,78,157,,901,13,1,7.5,7.5,7.5,0.25587862041622633,0.25587862041622633,0.25587862041622633,0.434196636674103,0.434196636674103,0.434196636674103,0.8089715370791513,0.8089715370791513,0.8089715370791513,27.017308620581268,27.017308620581268,27.017308620581268
