object,property,before,target_y_min_nm,target_y_max_nm,target_y_center_nm,target_y_span_nm,set_y_status,set_y_span_status,after,note
FDTD,y/y span,"{""y"": ""-4.9999999999999945e-08"", ""y span"": ""2.9e-06"", ""x span"": ""2e-05"", ""z span"": ""1.02e-06""}",-2800.0,1400.0,-700.0,4200.0,set,set,"{""y"": ""-7.000000000000001e-07"", ""y span"": ""4.2000000000000004e-06"", ""x span"": ""2e-05"", ""z span"": ""1.02e-06""}","x span, z span, boundary, and mesh settings intentionally left unchanged unless Lumerical internals adjust them"
