case_id,attempt_id,solver_entered,entered_utc,pre_fsp_sha256,physical_contract_sha256,geometry_hash_sha256,input_polarization,wavelengths_nm
LPML_R1_GLOBAL_SOBOL_038,LPML_R1_GLOBAL_SOBOL_038_x,True,1785741957.0872097,16a32aa5f37c546ef2493868b4760325b3c632f97b8e89320148725a9d8689d4,ca7f60b5a8ce1d67e6b59b10a696edd0f65832cc5599cbed551a49688b91e9c2,b57c4e2b9456fa2c09331b95640e2b390bfceb86a2be80484dc4d8572fb79ae2,x,"[450.0, 450.5, 451.0, 451.5, 452.0, 452.5, 453.0, 453.5, 454.0]"
LPML_R1_GLOBAL_SOBOL_038,LPML_R1_GLOBAL_SOBOL_038_y,True,1785741977.8559046,53b63b999277b5cb79565f47de7ee1ca8f7b988f03faf2f4b0f03690a247b831,ca7f60b5a8ce1d67e6b59b10a696edd0f65832cc5599cbed551a49688b91e9c2,b57c4e2b9456fa2c09331b95640e2b390bfceb86a2be80484dc4d8572fb79ae2,y,"[450.0, 450.5, 451.0, 451.5, 452.0, 452.5, 453.0, 453.5, 454.0]"
LPML_R1_GLOBAL_SOBOL_039,LPML_R1_GLOBAL_SOBOL_039_x,True,1785741998.5737684,eb1aa3136cf247e994106d5477706274969747d87cf5a02174a012f7fc28a2b4,ca7f60b5a8ce1d67e6b59b10a696edd0f65832cc5599cbed551a49688b91e9c2,3cfa86925cd5fc1b09a401139803ef5cd7794846f3a77096bbccb99cb4a3720d,x,"[450.0, 450.5, 451.0, 451.5, 452.0, 452.5, 453.0, 453.5, 454.0]"
LPML_R1_GLOBAL_SOBOL_039,LPML_R1_GLOBAL_SOBOL_039_y,True,1785742019.3865073,a4fcc2a5413b993da6691b474b72c061fea646f7682ba07768e035998c758b66,ca7f60b5a8ce1d67e6b59b10a696edd0f65832cc5599cbed551a49688b91e9c2,3cfa86925cd5fc1b09a401139803ef5cd7794846f3a77096bbccb99cb4a3720d,y,"[450.0, 450.5, 451.0, 451.5, 452.0, 452.5, 453.0, 453.5, 454.0]"
LPML_R1_GLOBAL_SOBOL_040,LPML_R1_GLOBAL_SOBOL_040_x,True,1785742040.1276298,e8e611dc36bc5eb9414158e021a73f7344fdb24b14b71de0b9e821421c1f9012,ca7f60b5a8ce1d67e6b59b10a696edd0f65832cc5599cbed551a49688b91e9c2,e8edd46ecce8ca151afcb4ace4d50b0776e5150886adbd9300fcf73b70bf439d,x,"[450.0, 450.5, 451.0, 451.5, 452.0, 452.5, 453.0, 453.5, 454.0]"
LPML_R1_GLOBAL_SOBOL_040,LPML_R1_GLOBAL_SOBOL_040_y,True,1785742060.8436716,bbd029d93dc64c23db3472d58b1728942d2335a8bd7521ff3924f8c114db0c5c,ca7f60b5a8ce1d67e6b59b10a696edd0f65832cc5599cbed551a49688b91e9c2,e8edd46ecce8ca151afcb4ace4d50b0776e5150886adbd9300fcf73b70bf439d,y,"[450.0, 450.5, 451.0, 451.5, 452.0, 452.5, 453.0, 453.5, 454.0]"
LPML_R1_GLOBAL_SOBOL_041,LPML_R1_GLOBAL_SOBOL_041_x,True,1785742081.6398668,e43b5d7b47e748248a9fcd919cebdf9ed9062168dce06d8c36478cd43396f1f1,ca7f60b5a8ce1d67e6b59b10a696edd0f65832cc5599cbed551a49688b91e9c2,1c14725d9042b020cad438dd026635971a6d07923c539bfa2677d66e78baebd3,x,"[450.0, 450.5, 451.0, 451.5, 452.0, 452.5, 453.0, 453.5, 454.0]"
LPML_R1_GLOBAL_SOBOL_041,LPML_R1_GLOBAL_SOBOL_041_y,True,1785742102.3747551,3ae1a89936536c2086ddd890f152a979ce551d66080b34abe71144b0eee473ba,ca7f60b5a8ce1d67e6b59b10a696edd0f65832cc5599cbed551a49688b91e9c2,1c14725d9042b020cad438dd026635971a6d07923c539bfa2677d66e78baebd3,y,"[450.0, 450.5, 451.0, 451.5, 452.0, 452.5, 453.0, 453.5, 454.0]"
LPML_R1_GLOBAL_SOBOL_042,LPML_R1_GLOBAL_SOBOL_042_x,True,1785742123.0759158,e9d6f2ce7db67f90106bf28e44cfddc7a9a2dd08ad1ed643777658242c144de0,ca7f60b5a8ce1d67e6b59b10a696edd0f65832cc5599cbed551a49688b91e9c2,5fe0b0ccb111a6c915c7fa4f88bcffbbcc024ea16e07e75fae1c58bf13014fc1,x,"[450.0, 450.5, 451.0, 451.5, 452.0, 452.5, 453.0, 453.5, 454.0]"
LPML_R1_GLOBAL_SOBOL_042,LPML_R1_GLOBAL_SOBOL_042_y,True,1785742143.7212827,bb464a6b83622e5be0fe73e2c6b5f7454ec2d52d8c01e0b0b89df317330f0906,ca7f60b5a8ce1d67e6b59b10a696edd0f65832cc5599cbed551a49688b91e9c2,5fe0b0ccb111a6c915c7fa4f88bcffbbcc024ea16e07e75fae1c58bf13014fc1,y,"[450.0, 450.5, 451.0, 451.5, 452.0, 452.5, 453.0, 453.5, 454.0]"
LPML_R1_GLOBAL_SOBOL_043,LPML_R1_GLOBAL_SOBOL_043_x,True,1785742164.4560287,2b3c5d046e29b046f852b4cd6e29d6074b3ed1a130d1517ebbe81a046865e742,ca7f60b5a8ce1d67e6b59b10a696edd0f65832cc5599cbed551a49688b91e9c2,8cbcc166824abed861c82c903d891dd1b9be9dbaf4107de7ab7c78cdd05b38b7,x,"[450.0, 450.5, 451.0, 451.5, 452.0, 452.5, 453.0, 453.5, 454.0]"
LPML_R1_GLOBAL_SOBOL_043,LPML_R1_GLOBAL_SOBOL_043_y,True,1785742185.1980007,cde4c78a19eaa65a2a8ca6b0752a1f7d272a416018aa5d7c39186f53e491b2aa,ca7f60b5a8ce1d67e6b59b10a696edd0f65832cc5599cbed551a49688b91e9c2,8cbcc166824abed861c82c903d891dd1b9be9dbaf4107de7ab7c78cdd05b38b7,y,"[450.0, 450.5, 451.0, 451.5, 452.0, 452.5, 453.0, 453.5, 454.0]"
LPML_R1_GLOBAL_SOBOL_044,LPML_R1_GLOBAL_SOBOL_044_x,True,1785742206.0189574,cb771b461760f3b256254baf3eda788ba945341010382ecf7aa317ca767353b4,ca7f60b5a8ce1d67e6b59b10a696edd0f65832cc5599cbed551a49688b91e9c2,2e18f7b538a3548db4f32c6cb9f373e20fccb5d5243958e2319f2543b6f1af2d,x,"[450.0, 450.5, 451.0, 451.5, 452.0, 452.5, 453.0, 453.5, 454.0]"
LPML_R1_GLOBAL_SOBOL_044,LPML_R1_GLOBAL_SOBOL_044_y,True,1785742226.7250228,d081ed0940df6632bae32898a739f57329aaecab07904adaf6bcc6465a0e4138,ca7f60b5a8ce1d67e6b59b10a696edd0f65832cc5599cbed551a49688b91e9c2,2e18f7b538a3548db4f32c6cb9f373e20fccb5d5243958e2319f2543b6f1af2d,y,"[450.0, 450.5, 451.0, 451.5, 452.0, 452.5, 453.0, 453.5, 454.0]"
LPML_R1_GLOBAL_SOBOL_045,LPML_R1_GLOBAL_SOBOL_045_x,True,1785742247.455623,2f4a3e0a872760f6322f47f3b3e60251344bea26e386feb1985475b17ae96ccb,ca7f60b5a8ce1d67e6b59b10a696edd0f65832cc5599cbed551a49688b91e9c2,797546e211206fad70d6a1be04a005992c3873f0931a9f87f8325b263bd06bdc,x,"[450.0, 450.5, 451.0, 451.5, 452.0, 452.5, 453.0, 453.5, 454.0]"
LPML_R1_GLOBAL_SOBOL_045,LPML_R1_GLOBAL_SOBOL_045_y,True,1785742268.1558444,6e0a3ea33bece1251f63d5464167ad935647a686b11d692e344f423765b808a1,ca7f60b5a8ce1d67e6b59b10a696edd0f65832cc5599cbed551a49688b91e9c2,797546e211206fad70d6a1be04a005992c3873f0931a9f87f8325b263bd06bdc,y,"[450.0, 450.5, 451.0, 451.5, 452.0, 452.5, 453.0, 453.5, 454.0]"
LPML_R1_GLOBAL_SOBOL_046,LPML_R1_GLOBAL_SOBOL_046_x,True,1785742288.9059439,239470f5574051fe8ed0449dc20105c6f8e56e66aef80127eb8c579c36ac2ba8,ca7f60b5a8ce1d67e6b59b10a696edd0f65832cc5599cbed551a49688b91e9c2,6e6fd3f5454e1f6fa607c6483b2a4d6ba66f88bf863517625bb70c7169bb5d1f,x,"[450.0, 450.5, 451.0, 451.5, 452.0, 452.5, 453.0, 453.5, 454.0]"
LPML_R1_GLOBAL_SOBOL_046,LPML_R1_GLOBAL_SOBOL_046_y,True,1785742309.5411832,9459a70cb5fedba6e529d42e637d6cfa564d5c4954561af3b591e52d2649bddc,ca7f60b5a8ce1d67e6b59b10a696edd0f65832cc5599cbed551a49688b91e9c2,6e6fd3f5454e1f6fa607c6483b2a4d6ba66f88bf863517625bb70c7169bb5d1f,y,"[450.0, 450.5, 451.0, 451.5, 452.0, 452.5, 453.0, 453.5, 454.0]"
LPML_R1_GLOBAL_SOBOL_047,LPML_R1_GLOBAL_SOBOL_047_x,True,1785742330.445052,a4c8eddab17f497c8d6a224bef5b7db727b23dd7d9f00747ce35631366d5ddc2,ca7f60b5a8ce1d67e6b59b10a696edd0f65832cc5599cbed551a49688b91e9c2,2c3216b4853d5132d9cf6f3715def7e9c961f8cb5c353476c02d58e34d6b945e,x,"[450.0, 450.5, 451.0, 451.5, 452.0, 452.5, 453.0, 453.5, 454.0]"
LPML_R1_GLOBAL_SOBOL_047,LPML_R1_GLOBAL_SOBOL_047_y,True,1785742351.2289665,68bc49279455a1ff5cf8c58ae0a752dca80837d0b1aeaf958379cb24964ac24e,ca7f60b5a8ce1d67e6b59b10a696edd0f65832cc5599cbed551a49688b91e9c2,2c3216b4853d5132d9cf6f3715def7e9c961f8cb5c353476c02d58e34d6b945e,y,"[450.0, 450.5, 451.0, 451.5, 452.0, 452.5, 453.0, 453.5, 454.0]"
LPML_R1_GLOBAL_SOBOL_048,LPML_R1_GLOBAL_SOBOL_048_x,True,1785742371.9928396,cfccaaf4be47b4e85c1d96648459c88bb14bf1d27f591b6d858a689695d37a6e,ca7f60b5a8ce1d67e6b59b10a696edd0f65832cc5599cbed551a49688b91e9c2,00338b2f4f44eccfd0dc913a3e2d48d4885d41e4a5762df825d1d4dbbc17c33a,x,"[450.0, 450.5, 451.0, 451.5, 452.0, 452.5, 453.0, 453.5, 454.0]"
LPML_R1_GLOBAL_SOBOL_048,LPML_R1_GLOBAL_SOBOL_048_y,True,1785742392.682123,02f36e78f2b5accea616d14cb67c86d701249b8014acecced6d9c420f590d1d7,ca7f60b5a8ce1d67e6b59b10a696edd0f65832cc5599cbed551a49688b91e9c2,00338b2f4f44eccfd0dc913a3e2d48d4885d41e4a5762df825d1d4dbbc17c33a,y,"[450.0, 450.5, 451.0, 451.5, 452.0, 452.5, 453.0, 453.5, 454.0]"
LPML_R1_GLOBAL_SOBOL_049,LPML_R1_GLOBAL_SOBOL_049_x,True,1785742413.4755685,c7e76502df4acaa4e4d2f0d0998228aceb35d3c4daa0b17d83341bd1b4854cfb,ca7f60b5a8ce1d67e6b59b10a696edd0f65832cc5599cbed551a49688b91e9c2,d850d6dae292acaf4eaa2eae4e084c5728ca3ae8e84892a7dc9cc7828dee86ae,x,"[450.0, 450.5, 451.0, 451.5, 452.0, 452.5, 453.0, 453.5, 454.0]"
LPML_R1_GLOBAL_SOBOL_049,LPML_R1_GLOBAL_SOBOL_049_y,True,1785742434.1768298,23d8a505f04122567808e5d49e27efa585217f30dfb4bfef3a72b3058ea916d5,ca7f60b5a8ce1d67e6b59b10a696edd0f65832cc5599cbed551a49688b91e9c2,d850d6dae292acaf4eaa2eae4e084c5728ca3ae8e84892a7dc9cc7828dee86ae,y,"[450.0, 450.5, 451.0, 451.5, 452.0, 452.5, 453.0, 453.5, 454.0]"
LPML_R1_GLOBAL_SOBOL_050,LPML_R1_GLOBAL_SOBOL_050_x,True,1785742454.9203,324bddb78bb5f9e0ee0bfdb6dbf7e06e1b1e694781986c00c52c5b2aba8a705f,ca7f60b5a8ce1d67e6b59b10a696edd0f65832cc5599cbed551a49688b91e9c2,4f48828b5d3bdc540d2173ffac28d35af3e2bcbc0fa9eee6fb2a6774667f10df,x,"[450.0, 450.5, 451.0, 451.5, 452.0, 452.5, 453.0, 453.5, 454.0]"
LPML_R1_GLOBAL_SOBOL_050,LPML_R1_GLOBAL_SOBOL_050_y,True,1785742475.7788572,2360059a1eb7a5bcefa4d4e39fdab8c3abe15e2217457a12e97616d855e9e428,ca7f60b5a8ce1d67e6b59b10a696edd0f65832cc5599cbed551a49688b91e9c2,4f48828b5d3bdc540d2173ffac28d35af3e2bcbc0fa9eee6fb2a6774667f10df,y,"[450.0, 450.5, 451.0, 451.5, 452.0, 452.5, 453.0, 453.5, 454.0]"
LPML_R1_GLOBAL_SOBOL_051,LPML_R1_GLOBAL_SOBOL_051_x,True,1785742496.4612236,0fc016e665732487c45f1a47053c7ba4d6cf6a9cc69b529c8856f62e97b42433,ca7f60b5a8ce1d67e6b59b10a696edd0f65832cc5599cbed551a49688b91e9c2,561179631b3cd91d4e1f90569f156a12a093e00f53baea13d9bcb1f1ba118ab2,x,"[450.0, 450.5, 451.0, 451.5, 452.0, 452.5, 453.0, 453.5, 454.0]"
LPML_R1_GLOBAL_SOBOL_051,LPML_R1_GLOBAL_SOBOL_051_y,True,1785742517.2904086,591e2b281a4540433cd5283f72800ab3c577b0e39bca1b502061daa5fa8db024,ca7f60b5a8ce1d67e6b59b10a696edd0f65832cc5599cbed551a49688b91e9c2,561179631b3cd91d4e1f90569f156a12a093e00f53baea13d9bcb1f1ba118ab2,y,"[450.0, 450.5, 451.0, 451.5, 452.0, 452.5, 453.0, 453.5, 454.0]"
LPML_R1_GLOBAL_SOBOL_052,LPML_R1_GLOBAL_SOBOL_052_x,True,1785742537.9720087,42a2b6f54a10254335048cfa219cfe6788e9aafb2122104682458903f821e33b,ca7f60b5a8ce1d67e6b59b10a696edd0f65832cc5599cbed551a49688b91e9c2,ba4a55d4dff7b927de32c31394b1e5c8a132a1ecfaf84ad07597139eb57b5594,x,"[450.0, 450.5, 451.0, 451.5, 452.0, 452.5, 453.0, 453.5, 454.0]"
LPML_R1_GLOBAL_SOBOL_052,LPML_R1_GLOBAL_SOBOL_052_y,True,1785742558.7283814,56f363819abbe7e35c30c6c3c1545051fe2434e08208010771bf26ec85f4156e,ca7f60b5a8ce1d67e6b59b10a696edd0f65832cc5599cbed551a49688b91e9c2,ba4a55d4dff7b927de32c31394b1e5c8a132a1ecfaf84ad07597139eb57b5594,y,"[450.0, 450.5, 451.0, 451.5, 452.0, 452.5, 453.0, 453.5, 454.0]"
LPML_R1_GLOBAL_SOBOL_053,LPML_R1_GLOBAL_SOBOL_053_x,True,1785742579.8740013,52b82afbc0b5694462135704f95f3b1286d52752b19217950e64d853195c26d1,ca7f60b5a8ce1d67e6b59b10a696edd0f65832cc5599cbed551a49688b91e9c2,8f28d56c0f29ce48ea27676b667513109dc025b218a518461b372b1e3bfd5047,x,"[450.0, 450.5, 451.0, 451.5, 452.0, 452.5, 453.0, 453.5, 454.0]"
LPML_R1_GLOBAL_SOBOL_053,LPML_R1_GLOBAL_SOBOL_053_y,True,1785742600.5524387,bbe4cfaebeeab86f96988d1543067b5a0a8d569582d29ea742e934e40c148abd,ca7f60b5a8ce1d67e6b59b10a696edd0f65832cc5599cbed551a49688b91e9c2,8f28d56c0f29ce48ea27676b667513109dc025b218a518461b372b1e3bfd5047,y,"[450.0, 450.5, 451.0, 451.5, 452.0, 452.5, 453.0, 453.5, 454.0]"
LPML_R1_GLOBAL_SOBOL_054,LPML_R1_GLOBAL_SOBOL_054_x,True,1785742621.2292304,c18654a0982410e8923dd6d25ada5367294a7c2aca4986255c4f2095fd59f867,ca7f60b5a8ce1d67e6b59b10a696edd0f65832cc5599cbed551a49688b91e9c2,f6bcfd429f3cd1b722f520bc67dbc62501854a686b17d8deae492cc66e950b21,x,"[450.0, 450.5, 451.0, 451.5, 452.0, 452.5, 453.0, 453.5, 454.0]"
LPML_R1_GLOBAL_SOBOL_054,LPML_R1_GLOBAL_SOBOL_054_y,True,1785742642.043447,1722dd72a9957d5e8b61acd1a052ec3e1336ceb303d24ec4afac33817bb3a457,ca7f60b5a8ce1d67e6b59b10a696edd0f65832cc5599cbed551a49688b91e9c2,f6bcfd429f3cd1b722f520bc67dbc62501854a686b17d8deae492cc66e950b21,y,"[450.0, 450.5, 451.0, 451.5, 452.0, 452.5, 453.0, 453.5, 454.0]"
