case_id,source_kind,wavelength_nm,theta_air_in_label_deg,ux_in,uy_in,real_kx_in,polarization_branch,R_total,T_total,residual_1_minus_R_minus_T,eta_plus1,eta_zero,eta_minus1,eta_plus2,eta_minus2,theta_out_plus1_deg,directionality,spacer_nm,total_sio2_separation_nm,no_polarization_averaging,no_interpolation,no_extrapolation,joint_geometry_hash,material_contract_id,source_contract_id,post_fsp_sha256
STAGE_A_BB_XM10_445_455NM_P_XLIKE,new_solver_case,445.00000000000006,-10,-0.17364817766693033,0.0,-2451828.491090712,P_XLIKE,0.1447768049770313,0.2618149681326361,0.5934082268903327,0.10591276230478555,0.03625758100040073,0.0047704229124585044,0.04779543004067371,0.04436219925862208,4.7092239810756205,0.9569002021120432,237.0,316.0,True,True,True,00cfc071ca6f72bdf00ce5ef98aebf56ae684dc2e34df459289d3bbc0430ca0e,MDC_NATIVE_M1,BROADBAND_FIXED_UX_SOURCE_CONTRACT_V1,402cd1f8f761d5c619cbfc70b729a096ffc3d1787bccdbc331246321f8fc7fa6
STAGE_A_BB_XM10_445_455NM_P_XLIKE,new_solver_case,446.00000000000006,-10,-0.17364817766693033,0.0,-2446331.1177923023,P_XLIKE,0.10927795262502646,0.31660457239381656,0.574117474981157,0.18316596316619202,0.018784506918951942,0.007564562558671875,0.031484549222377284,0.0598555533580635,4.742264914118285,0.9603390043102799,237.0,316.0,True,True,True,00cfc071ca6f72bdf00ce5ef98aebf56ae684dc2e34df459289d3bbc0430ca0e,MDC_NATIVE_M1,BROADBAND_FIXED_UX_SOURCE_CONTRACT_V1,402cd1f8f761d5c619cbfc70b729a096ffc3d1787bccdbc331246321f8fc7fa6
STAGE_A_BB_XM10_445_455NM_P_XLIKE,new_solver_case,447.00000000000006,-10,-0.17364817766693033,0.0,-2440858.3412424317,P_XLIKE,0.0970137348161362,0.3299775607900724,0.5730087043937915,0.22443476724723377,0.021176084421212136,0.00356078562352451,0.015205627137022377,0.05120008260836276,4.775307427896781,0.9843822145709,237.0,316.0,True,True,True,00cfc071ca6f72bdf00ce5ef98aebf56ae684dc2e34df459289d3bbc0430ca0e,MDC_NATIVE_M1,BROADBAND_FIXED_UX_SOURCE_CONTRACT_V1,402cd1f8f761d5c619cbfc70b729a096ffc3d1787bccdbc331246321f8fc7fa6
STAGE_A_BB_XM10_445_455NM_P_XLIKE,new_solver_case,448.0000000000001,-10,-0.17364817766693033,0.0,-2435409.996730729,P_XLIKE,0.08789992542222443,0.3503633142062846,0.5617367603714909,0.26646778291437967,0.018356858913587317,0.00830938114451633,0.0043859980193335256,0.04319233161333017,4.8083515336289935,0.9697595643619958,237.0,316.0,True,True,True,00cfc071ca6f72bdf00ce5ef98aebf56ae684dc2e34df459289d3bbc0430ca0e,MDC_NATIVE_M1,BROADBAND_FIXED_UX_SOURCE_CONTRACT_V1,402cd1f8f761d5c619cbfc70b729a096ffc3d1787bccdbc331246321f8fc7fa6
STAGE_A_BB_XM10_445_455NM_P_XLIKE,new_solver_case,449.00000000000006,-10,-0.17364817766693033,0.0,-2429985.92101418,P_XLIKE,0.0932031298074208,0.3444295181609432,0.5623673520316359,0.2777890038376188,0.01692723645989254,0.008733602567048042,0.0016032046461930505,0.03128923630719749,4.841397242537623,0.9695186265522336,237.0,316.0,True,True,True,00cfc071ca6f72bdf00ce5ef98aebf56ae684dc2e34df459289d3bbc0430ca0e,MDC_NATIVE_M1,BROADBAND_FIXED_UX_SOURCE_CONTRACT_V1,402cd1f8f761d5c619cbfc70b729a096ffc3d1787bccdbc331246321f8fc7fa6
STAGE_A_BB_XM10_445_455NM_P_XLIKE,new_solver_case,450.0000000000001,-10,-0.17364817766693033,0.0,-2424585.952300815,P_XLIKE,0.1077990260069589,0.3122786925941679,0.5799222813988731,0.26146469389232624,0.015559670147754842,0.006554848310856758,0.0008136979990152831,0.020407175605856098,4.874444565850225,0.9755433941235242,237.0,316.0,True,True,True,00cfc071ca6f72bdf00ce5ef98aebf56ae684dc2e34df459289d3bbc0430ca0e,MDC_NATIVE_M1,BROADBAND_FIXED_UX_SOURCE_CONTRACT_V1,402cd1f8f761d5c619cbfc70b729a096ffc3d1787bccdbc331246321f8fc7fa6
STAGE_A_BB_XM10_445_455NM_P_XLIKE,new_solver_case,451.00000000000006,-10,-0.17364817766693033,0.0,-2419209.9302336294,P_XLIKE,0.13132950286004186,0.26924040587491865,0.5994300912650394,0.22887737367979186,0.014850838354151387,0.004478676928418346,9.200779728056951e-05,0.01374253726371888,4.907493514799251,0.9808075388799848,237.0,316.0,True,True,True,00cfc071ca6f72bdf00ce5ef98aebf56ae684dc2e34df459289d3bbc0430ca0e,MDC_NATIVE_M1,BROADBAND_FIXED_UX_SOURCE_CONTRACT_V1,402cd1f8f761d5c619cbfc70b729a096ffc3d1787bccdbc331246321f8fc7fa6
STAGE_A_BB_XM10_445_455NM_P_XLIKE,new_solver_case,452.00000000000006,-10,-0.17364817766693033,0.0,-2413857.6958747054,P_XLIKE,0.15878596030530326,0.21662971637113068,0.6245843233235661,0.18011677870771742,0.015503196418956297,0.0022743616725276854,0.0011480443231369545,0.009147887615817793,4.940544100622079,0.98753030619916,237.0,316.0,True,True,True,00cfc071ca6f72bdf00ce5ef98aebf56ae684dc2e34df459289d3bbc0430ca0e,MDC_NATIVE_M1,BROADBAND_FIXED_UX_SOURCE_CONTRACT_V1,402cd1f8f761d5c619cbfc70b729a096ffc3d1787bccdbc331246321f8fc7fa6
STAGE_A_BB_XM10_445_455NM_P_XLIKE,new_solver_case,453.00000000000006,-10,-0.17364817766693033,0.0,-2408529.0916895512,P_XLIKE,0.19269118434643348,0.1501939623308522,0.6571148533227142,0.10535355537398991,0.015271958609374702,0.0002984171941367102,0.013749331789621282,0.002731260684441152,4.97359633456104,0.9971754697344217,237.0,316.0,True,True,True,00cfc071ca6f72bdf00ce5ef98aebf56ae684dc2e34df459289d3bbc0430ca0e,MDC_NATIVE_M1,BROADBAND_FIXED_UX_SOURCE_CONTRACT_V1,402cd1f8f761d5c619cbfc70b729a096ffc3d1787bccdbc331246321f8fc7fa6
STAGE_A_BB_XM10_445_455NM_P_XLIKE,new_solver_case,453.99999999999994,-10,-0.17364817766693033,0.0,-2403223.9615316456,P_XLIKE,0.21160617177241003,0.12089031440582959,0.6675035138217604,0.0904754297667079,0.007834116955042138,0.0017228582616065967,0.011491601705513537,0.0016503349455071563,5.006650227863474,0.9813135547475947,237.0,316.0,True,True,True,00cfc071ca6f72bdf00ce5ef98aebf56ae684dc2e34df459289d3bbc0430ca0e,MDC_NATIVE_M1,BROADBAND_FIXED_UX_SOURCE_CONTRACT_V1,402cd1f8f761d5c619cbfc70b729a096ffc3d1787bccdbc331246321f8fc7fa6
STAGE_A_BB_XM10_445_455NM_P_XLIKE,new_solver_case,455.00000000000006,-10,-0.17364817766693033,0.0,-2397942.1506271795,P_XLIKE,0.21382612528998657,0.12348910592437794,0.6626847687856355,0.10978289688767069,0.0024154764674922877,0.0007911642769156757,0.004394848502566126,0.0005873207240975585,5.039705791781751,0.99284493787618,237.0,316.0,True,True,True,00cfc071ca6f72bdf00ce5ef98aebf56ae684dc2e34df459289d3bbc0430ca0e,MDC_NATIVE_M1,BROADBAND_FIXED_UX_SOURCE_CONTRACT_V1,402cd1f8f761d5c619cbfc70b729a096ffc3d1787bccdbc331246321f8fc7fa6
