S0,S1,S2,S3,DoLP,psi_deg,P_LP_axisfree,total_power,circular_contamination,sigma1,sigma2,sigma2_over_sigma1,geometry_id,wavelength_nm,dominant_vector_overlap_adjacent,dominant_vector_drift_angle_deg
0.7453336321909971,-0.2363863047632629,-2.725998133496e-09,5.346641507001968e-09,0.31715502233325654,90.0000003303664,0.49085996847713004,0.37266681609549857,7.173487517643444e-09,0.9908178121906468,0.7134054439291405,0.7200167731662374,BF01,449.0,1.0,0.0
0.6616644490817851,-0.33397346222119745,-8.03921763421205e-10,4.03844353345536e-09,0.5047474784003646,90.00000006895955,0.49781895565149126,0.33083222454089256,6.103461564331663e-09,0.9978165719725158,0.572442998787292,0.5736956218873658,BF01,450.0,1.0,0.0
0.5266944024473663,-0.44461184289191413,-6.7897177172217664e-09,-3.1032387689731457e-09,0.8441552460515188,90.00000043748516,0.4856531226696402,0.26334720122368316,5.891915225514968e-09,0.9855487026724153,0.2865005402358817,0.2907015548384432,BF01,451.0,0.9999999999999998,1.2074182697257333e-06
0.5107199629925537,-0.46564801560217195,-5.40532559744579e-09,-6.4328420042232745e-09,0.9117482169165985,90.00000033254983,0.48818398929736284,0.25535998149627687,1.2595634536253804e-08,0.9881133429899251,0.2123015482524367,0.2148554614291868,BF01,452.0,1.0,0.0
0.7320179823220752,-0.24382281896162888,-5.624696410201226e-09,-9.975102608055883e-09,0.33308310021044146,90.00000066087203,0.48792040064185205,0.3660089911610376,1.3626854597769994e-08,0.9878465474372546,0.6987096416684444,0.7073058497608654,BF01,453.0,1.0,0.0
0.9385791884839048,-0.03020657270438687,-2.87469092210661e-08,-1.584539252179196e-08,0.032183296918391606,90.00002726354606,0.48439288059415264,0.4692895942419524,1.6882318206295583e-08,0.9842691507856525,0.9530858386207928,0.9683183079140814,BF01,454.0,0.999999999999863,2.9991647633427174e-05
0.9547724394617301,-0.02876634063307254,-1.1393462764693907e-08,-3.203990326713694e-08,0.030129001890013007,90.00001134654802,0.49176939004740244,0.47738621973086504,3.355763315204197e-08,0.991735236892802,0.9622921068099007,0.9703115015100711,BF01,455.0,0.9999999999999178,2.3225154141253322e-05
0.5473712861278411,-0.41955837206234503,1.0607442547791178e-08,-2.0125029887494582e-08,0.766496859983911,89.9999992757126,0.48346482909509314,0.27368564306392057,3.676668907837867e-08,0.9833258148702223,0.35750932024983006,0.36357158008407775,BF01,456.0,0.9999999999998362,3.2789799062738985e-05
0.5528688612599392,-0.43340638226101863,4.312464987616992e-09,-5.036066853896406e-09,0.7839225766365714,89.99999971494879,0.49313762176047893,0.2764344306299696,9.108971777538087e-09,0.993113912661059,0.34563344600735685,0.34803001106008924,BF01,457.0,1.0,0.0
0.6757181304498519,-0.29748002734634793,5.9753978957293525e-09,-1.7668710356512394e-09,0.4402427786691234,89.99999942455787,0.48659907889809995,0.3378590652249259,2.614804836559535e-09,0.9865080627122115,0.6150106528374154,0.623421820949505,BF01,458.0,0.9999999999999999,8.537736462515939e-07
