wavelength_nm,formal_T,formal_R,lower_inside_flux,upper_inside_flux,upper_outside_flux
445.0,0.7764262482360513,0.2175192430790344,0.7812162025245599,0.7766261714929378,0.776603347390339
445.99999999999994,0.7781393096847421,0.22415117368054416,0.7747434457488706,0.7779334772924924,0.7779535181339553
446.99999999999994,0.7687268099722041,0.2217853668983208,0.7769869049210602,0.7689568752311058,0.7689329899479792
448.00000000000006,0.7790656993992268,0.2381051144214313,0.7611672413498728,0.7788113659767343,0.7788363522353641
449.0,0.747012992285637,0.3037701700332879,0.6958621318983009,0.7472039418737549,0.7471925707201997
450.0,0.7354313228587809,0.266224210740428,0.7332512459691101,0.7351521913573879,0.7351751071064471
450.9999999999999,0.7386240283276952,0.2567621538562581,0.7425346007192457,0.7388792181578391,0.7388619842826455
451.99999999999994,0.7574901318778142,0.24418248702559495,0.7555064025115173,0.7572814098308296,0.7572916078400274
453.00000000000006,0.7524377903197703,0.24221899035068922,0.7573879308393686,0.7525668128362224,0.7525632969127721
453.9999999999999,0.7653150441663599,0.2368790677348408,0.762986980967759,0.765301921963904,0.7652942821791616
455.00000000000006,0.7640846763133593,0.2314616419042948,0.7685305571875275,0.7639704877246586,0.763986015202453
