geometry_id,role,L1_nm,W1_nm,L2_nm,W2_nm,delta_theta_deg,D_nm,direct_clearance_nm,periodic_image_clearance_nm,boundary_margin_nm,legacy_aggregate_minimum_nm,physical_polygon_minimum_nm,containment_pass,no_overlap_or_touch_pass,integer_lateral_dimensions_pass,half_grid_centers_pass,old_planning_geometry_valid,current_inherited_gate_pass,geometry_hash_sha256
ANISO_A01,ANISOTROPY_CONTRAST_J1_ENHANCED,264.5,85.0,153.0,103.49999999999999,25.0,178.0,56.268274997689862065432980738162553439079763877327,132.26827499768986206543298073816255343907976387733,47.768274997689862065432980738162553439079763877327,47.768274997689862065432980738162553439079763877327,56.268274997689862065432980738162553439079763877327,True,True,False,True,True,False,f65f6c10f993e1ad4b84f9fdb0abe8ca11757900816df2e0a00e9fac02041bd0
ANISO_A02,ANISOTROPY_CONTRAST_REVERSE,195.5,114.99999999999999,206.99999999999997,76.5,65.0,212.0,44.531995530124993964860678346651961425291898838349,52.531995530124993964860678346651961425291898838349,0.031995530124988964860678346651961425291898838349183,0.031995530124988964860678346651961425291898838349183,44.531995530124993964860678346651961425291898838349,True,True,False,True,True,False,afb0c95fc10171e9cb41f0773c4213a7d5be1821a88703981706d59236f5ceb3
ANISO_A03,INITIAL_SOBOL,221.37499999999997,96.24999999999999,186.74999999999997,100.12499999999999,33.75,176.25,34.62318202589848882428288639981889244492013648068,114.12318202589848882428288639981889244492013648068,34.37318202589848382428288639981889244492013648068,34.37318202589848382428288639981889244492013648068,34.62318202589848882428288639981889244492013648068,True,True,False,False,True,False,3625dcdc6fecec660439c8c549c7420e502b64b5b76fde9751f3c559b7e809b1
ANISO_A04,INITIAL_SOBOL,255.87499999999997,111.24999999999999,159.75,86.62499999999999,78.75,201.25,58.834926155468418250318965603507970352950742436124,88.334926155468418250318965603507970352950742436124,28.584926155468413250318965603507970352950742436124,28.584926155468413250318965603507970352950742436124,58.834926155468418250318965603507970352950742436124,True,True,False,False,True,False,a520706b9818e1d15396bb844f17e263479ba4360a616eaeb5bfc00cef8dafd5
ANISO_A05,CONDITIONAL_SOBOL,260.18749999999994,86.875,190.12499999999997,81.5625,28.125,198.125,73.909496143772252049586087856196271691360891385905,109.65949614377225204958608785619627169136089138591,36.159496143772252049586087856196271691360891385905,36.159496143772252049586087856196271691360891385905,73.909496143772252049586087856196271691360891385905,True,True,False,False,True,False,57b41ebfa965e147622bf30b39626d150b90d63aa22b1e09684b1959d223c89a
ANISO_A06,CONDITIONAL_SOBOL,204.125,103.74999999999999,173.24999999999997,79.875,11.25,188.75,80.805188719248880662020250454490794564765262390018,135.30518871924888066202025045449079456476526239002,65.555188719248875662020250454490794564765262390018,65.555188719248875662020250454490794564765262390018,80.805188719248880662020250454490794564765262390018,True,True,False,False,True,False,5156e730cd7dc61fb423b87afe474bf288fe2942daffdc7f7a56adb3792fd5cb
ANISO_A07,CONDITIONAL_SOBOL,208.4375,94.375,203.62499999999997,88.3125,50.625,185.625,31.722944763155383242032699688532013903336696461979,92.472944763155383242032699688532013903336696461979,16.472944763155383242032699688532013903336696461979,16.472944763155383242032699688532013903336696461979,31.722944763155383242032699688532013903336696461979,True,True,False,False,True,False,07ab7ba196ba2c23fc86cafafee36e0e2a07ec3bac2c23fe47fd1bb2cb7bb8f5
ANISO_A08,CONDITIONAL_SOBOL,242.93749999999997,109.375,176.625,101.81249999999999,5.625,210.625,96.620238802489161571910006480839285953871615562015,107.37023880248916157191000648083928595387161556202,51.370238802489161571910006480839285953871615562015,51.370238802489161571910006480839285953871615562015,96.620238802489161571910006480839285953871615562015,True,True,False,False,True,False,c14d4dce07391a1fd4c22cb80444fc2b76adca47909db846c01503fd287711ca
