geometry_id,batch,a1,b1,a2,b2,delta_theta_deg,D_nm,L1_nm,W1_nm,L2_nm,W2_nm,AR1,AR2,relative_anisotropy,min_edge_gap_nm,geometry_valid,no_overlap_pass,cell_containment_pass,validity_reasons,source,sobol_index,geometry_hash_sha256
ANISO_A01,INITIAL_PLANNED_BATCH,1.15,0.85,0.85,1.15,25.0,178.0,264.5,85.0,153.0,103.49999999999999,3.111764705882353,1.4782608695652175,2.105017301038062,47.76827499768987,True,True,True,[],EXPLICIT_CONTRAST_ANCHOR,,f65f6c10f993e1ad4b84f9fdb0abe8ca11757900816df2e0a00e9fac02041bd0
ANISO_A02,INITIAL_PLANNED_BATCH,0.85,1.15,1.15,0.85,65.0,212.0,195.5,114.99999999999999,206.99999999999997,76.5,1.7000000000000002,2.705882352941176,0.6282608695652175,0.03199553012498768,True,True,True,[],EXPLICIT_REVERSE_CONTRAST_ANCHOR,,afb0c95fc10171e9cb41f0773c4213a7d5be1821a88703981706d59236f5ceb3
ANISO_A03,INITIAL_PLANNED_BATCH,0.9624999999999999,0.9624999999999999,1.0374999999999999,1.1124999999999998,33.75,176.25,221.37499999999997,96.24999999999999,186.74999999999997,100.12499999999999,2.3,1.8651685393258426,1.2331325301204819,34.37318202589847,True,True,True,[],SOBOL_SPACE_FILLING_SEED_20260818_INDEX_4,4,3625dcdc6fecec660439c8c549c7420e502b64b5b76fde9751f3c559b7e809b1
ANISO_A04,INITIAL_PLANNED_BATCH,1.1124999999999998,1.1124999999999998,0.8875,0.9624999999999999,78.75,201.25,255.87499999999997,111.24999999999999,159.75,86.62499999999999,2.3,1.8441558441558445,1.2471830985915489,28.584926155468395,True,True,True,[],SOBOL_SPACE_FILLING_SEED_20260818_INDEX_5,5,a520706b9818e1d15396bb844f17e263479ba4360a616eaeb5bfc00cef8dafd5
ANISO_A05,CONDITIONAL_PLANNED_BATCH,1.1312499999999999,0.86875,1.05625,0.90625,28.125,198.125,260.18749999999994,86.875,190.12499999999997,81.5625,2.9949640287769776,2.3310344827586205,1.28482184666468,36.15949614377223,True,True,True,[],DETERMINISTIC_REPLACEMENT_FOR_SOBOL_SPACE_FILLING_SEED_20260818_INDEX_6,10,57b41ebfa965e147622bf30b39626d150b90d63aa22b1e09684b1959d223c89a
ANISO_A06,CONDITIONAL_PLANNED_BATCH,0.8875,1.0374999999999999,0.9624999999999999,0.8875,11.25,188.75,204.125,103.74999999999999,173.24999999999997,79.875,1.9674698795180725,2.169014084507042,0.9070802691284621,65.55518871924889,True,True,True,[],SOBOL_SPACE_FILLING_SEED_20260818_INDEX_7,7,5156e730cd7dc61fb423b87afe474bf288fe2942daffdc7f7a56adb3792fd5cb
ANISO_A07,CONDITIONAL_PLANNED_BATCH,0.90625,0.94375,1.1312499999999999,0.98125,50.625,185.625,208.4375,94.375,203.62499999999997,88.3125,2.2086092715231787,2.3057324840764326,0.9578775017379534,16.472944763155397,True,True,True,[],SOBOL_SPACE_FILLING_SEED_20260818_INDEX_8,8,07ab7ba196ba2c23fc86cafafee36e0e2a07ec3bac2c23fe47fd1bb2cb7bb8f5
ANISO_A08,CONDITIONAL_PLANNED_BATCH,1.05625,1.09375,0.98125,1.1312499999999999,5.625,210.625,242.93749999999997,109.375,176.625,101.81249999999999,2.221142857142857,1.7348066298342544,1.2803403093721564,51.370238802489155,True,True,True,[],SOBOL_SPACE_FILLING_SEED_20260818_INDEX_9,9,c14d4dce07391a1fd4c22cb80444fc2b76adca47909db846c01503fd287711ca
