structure_id,angle_convention_id,delta_angular_FWHM_deg,delta_maximum_angle_deg,delta_T0,delta_Tmax,delta_T0_over_Tmax,delta_ratio,legacy_hl_unchanged,no_finite_GaN_propagation
P1_EXPLICIT_FAB_G3_A3,air_side_far_field_conserved_real_kx_v1,0.10966578572446295,0.0,-0.0006212724803159597,0.00027006348098401745,-0.001074178856016128,0.7556708290548926,true,true
P1_ZL1_NOMINAL_G3_A3,air_side_far_field_conserved_real_kx_v1,0.10047797681324866,-1.0,-0.004759044595408546,0.001300269539376675,-0.006068810157301208,1.4267894542167099,true,true
P1_ZL1_ALTERNATIVE_G3_A3,air_side_far_field_conserved_real_kx_v1,0.07569774174642951,0.0,0.00600334495290622,0.00600334495290622,0.0,1.406672900319812,true,true
