structure_id,gan_representation,delta_T450,delta_R450,delta_power_entering_450,delta_A_stack_450,tolerance,status
P1_EXPLICIT_FAB_G3_A3,legacy_n241,0.0,0.0,0.0,0.0,1e-12,pass
P1_EXPLICIT_FAB_G3_A3,native_m1_raw_table,0.0,0.0,0.0,0.0,1e-12,pass
P1_EXPLICIT_FAB_G3_A3,native_m1_lumerical_query_diagnostic,0.0,0.0,0.0,0.0,1e-12,pass
P1_ZL1_NOMINAL_G3_A3,legacy_n241,0.0,0.0,0.0,0.0,1e-12,pass
P1_ZL1_NOMINAL_G3_A3,native_m1_raw_table,0.0,0.0,0.0,0.0,1e-12,pass
P1_ZL1_NOMINAL_G3_A3,native_m1_lumerical_query_diagnostic,0.0,0.0,0.0,0.0,1e-12,pass
P1_ZL1_ALTERNATIVE_G3_A3,legacy_n241,0.0,0.0,0.0,0.0,1e-12,pass
P1_ZL1_ALTERNATIVE_G3_A3,native_m1_raw_table,0.0,0.0,0.0,0.0,1e-12,pass
P1_ZL1_ALTERNATIVE_G3_A3,native_m1_lumerical_query_diagnostic,0.0,0.0,0.0,0.0,1e-12,pass
