structure_id,geometry_hash,canonical_sequence_hash,gan_material_id,gan_representation,angle_convention_id,ratio_definition_id,ratio_numerator,ratio_denominator,ratio,ratio_status,ratio_source_pipeline
P1_EXPLICIT_FAB_G3_A3,d44569052e0f3a8a152560418bd816b72732300d993a080fe75186331599ebdf,b9e36efe180e91309a5b25d830192573c74d76fca7b48f8945cd36eab8a1cb58,APCD_GAN_LEGACY_N241,legacy_n241,air_side_far_field_conserved_real_kx_v1,MDC1B_normal_to_40_60_ratio_fixed_8_angles_v1,0.7603096189893472,0.019316883338424563,39.35984939542303,finite,frozen_native_m1_angle_spectra_postprocess_only
P1_EXPLICIT_FAB_G3_A3,d44569052e0f3a8a152560418bd816b72732300d993a080fe75186331599ebdf,b9e36efe180e91309a5b25d830192573c74d76fca7b48f8945cd36eab8a1cb58,APCD_GAN_NATIVE_M1,native_m1_lumerical_query_diagnostic,air_side_far_field_conserved_real_kx_v1,MDC1B_normal_to_40_60_ratio_fixed_8_angles_v1,0.7624205914367147,0.019006260102736074,40.114182764812284,finite,frozen_native_m1_angle_spectra_postprocess_only
P1_EXPLICIT_FAB_G3_A3,d44569052e0f3a8a152560418bd816b72732300d993a080fe75186331599ebdf,b9e36efe180e91309a5b25d830192573c74d76fca7b48f8945cd36eab8a1cb58,APCD_GAN_NATIVE_M1,native_m1_raw_table,air_side_far_field_conserved_real_kx_v1,MDC1B_normal_to_40_60_ratio_fixed_8_angles_v1,0.7624084624820835,0.019005324079453732,40.115520224477926,finite,frozen_native_m1_angle_spectra_postprocess_only
P1_ZL1_ALTERNATIVE_G3_A3,c38694d6f162c04322ae8a87def91622d4fd4f272e4ec286e85acc978f74d888,07a8ecbcb195f5620d693d95fb485c416395b380d1cb60b1e76aac0ef0127730,APCD_GAN_LEGACY_N241,legacy_n241,air_side_far_field_conserved_real_kx_v1,MDC1B_normal_to_40_60_ratio_fixed_8_angles_v1,0.6550551303529446,0.014800183863219083,44.25993193103942,finite,frozen_native_m1_angle_spectra_postprocess_only
P1_ZL1_ALTERNATIVE_G3_A3,c38694d6f162c04322ae8a87def91622d4fd4f272e4ec286e85acc978f74d888,07a8ecbcb195f5620d693d95fb485c416395b380d1cb60b1e76aac0ef0127730,APCD_GAN_NATIVE_M1,native_m1_lumerical_query_diagnostic,air_side_far_field_conserved_real_kx_v1,MDC1B_normal_to_40_60_ratio_fixed_8_angles_v1,0.6614876590036566,0.01448583250683455,45.66445585309374,finite,frozen_native_m1_angle_spectra_postprocess_only
P1_ZL1_ALTERNATIVE_G3_A3,c38694d6f162c04322ae8a87def91622d4fd4f272e4ec286e85acc978f74d888,07a8ecbcb195f5620d693d95fb485c416395b380d1cb60b1e76aac0ef0127730,APCD_GAN_NATIVE_M1,native_m1_raw_table,air_side_far_field_conserved_real_kx_v1,MDC1B_normal_to_40_60_ratio_fixed_8_angles_v1,0.661487261769,0.014485142134209133,45.66660483135923,finite,frozen_native_m1_angle_spectra_postprocess_only
P1_ZL1_NOMINAL_G3_A3,ad8cbef5a96144d8d7d0e2d9bdba185905a6250f90a83b945bfb99b967482af5,e111e88a5a13e61d7bcb89f48307f6e54fc850b296565ea03bba57c3fd1f2747,APCD_GAN_LEGACY_N241,legacy_n241,air_side_far_field_conserved_real_kx_v1,MDC1B_normal_to_40_60_ratio_fixed_8_angles_v1,0.7588883478819145,0.01230722787026405,61.66200511453052,finite,frozen_native_m1_angle_spectra_postprocess_only
P1_ZL1_NOMINAL_G3_A3,ad8cbef5a96144d8d7d0e2d9bdba185905a6250f90a83b945bfb99b967482af5,e111e88a5a13e61d7bcb89f48307f6e54fc850b296565ea03bba57c3fd1f2747,APCD_GAN_NATIVE_M1,native_m1_lumerical_query_diagnostic,air_side_far_field_conserved_real_kx_v1,MDC1B_normal_to_40_60_ratio_fixed_8_angles_v1,0.761179502561684,0.012065737323967863,63.08603296457039,finite,frozen_native_m1_angle_spectra_postprocess_only
P1_ZL1_NOMINAL_G3_A3,ad8cbef5a96144d8d7d0e2d9bdba185905a6250f90a83b945bfb99b967482af5,e111e88a5a13e61d7bcb89f48307f6e54fc850b296565ea03bba57c3fd1f2747,APCD_GAN_NATIVE_M1,native_m1_raw_table,air_side_far_field_conserved_real_kx_v1,MDC1B_normal_to_40_60_ratio_fixed_8_angles_v1,0.7611758924335438,0.01206515194396523,63.08879456874723,finite,frozen_native_m1_angle_spectra_postprocess_only
