seed_uid,wavelength_nm,observable,first_derivative_per_nm,second_derivative_per_nm2,plus10,zero,minus10,derivative_type
K6_L0_A,451.0,eta_x_minus1,-0.0012738884910382094,0.00025395376341915435,0.002952932334070301,0.0029941290734946772,0.028430702154834488,LOCAL_EMPIRICAL_FULLWAVE_SENSITIVITY
K6_L0_A,451.0,eta_y_plus1,-0.0003409597328184545,3.508678478036894e-05,0.0017543551177770795,0.003409613206943178,0.00857354977414617,LOCAL_EMPIRICAL_FULLWAVE_SENSITIVITY
K6_L0_A,451.0,projector_error,-0.011105210856506193,-0.001317537080950999,0.7175874379365451,0.8945164005491569,0.939691655066669,LOCAL_EMPIRICAL_FULLWAVE_SENSITIVITY
K6_L0_A,451.0,x_cross,-1.690684342136896e-05,-4.559756111643064e-07,3.906587559804407e-05,0.000230933090369949,0.0003772027440254233,LOCAL_EMPIRICAL_FULLWAVE_SENSITIVITY
K6_L0_A,451.0,y_leak,-1.6514254863635436e-05,4.560904852071297e-06,0.000530067149607336,0.0004671644556401255,0.0008603522468800447,LOCAL_EMPIRICAL_FULLWAVE_SENSITIVITY
K6_L0_A,451.0,aa_power,-0.0002520571252177706,2.5733643219024602e-05,0.001280352781176727,0.0025142418724032026,0.006321495285532139,LOCAL_EMPIRICAL_FULLWAVE_SENSITIVITY
K6_L0_A,451.5,eta_x_plus1,2.3106717520544525e-05,2.1513825729798856e-05,0.0015456163612256177,0.0002388578995302296,0.0010834820108147271,LOCAL_EMPIRICAL_FULLWAVE_SENSITIVITY
K6_L0_A,451.5,eta_x_0,0.003611580815356319,-0.0006592491707613135,0.9480746174278806,0.9449212678123831,0.8758430011207542,LOCAL_EMPIRICAL_FULLWAVE_SENSITIVITY
K6_L0_A,451.5,eta_x_minus1,-0.00014878974495569118,5.294656524248594e-05,0.0023659587604249795,0.0012065279478575943,0.005341753659538803,LOCAL_EMPIRICAL_FULLWAVE_SENSITIVITY
K6_L0_A,451.5,eta_y_plus1,-0.00035809060071591823,3.71244014384372e-05,0.0023316368974559696,0.004056322832693292,0.009493448911774335,LOCAL_EMPIRICAL_FULLWAVE_SENSITIVITY
K6_L0_A,451.5,projector_error,-0.00711489712298981,-0.001979970394865541,0.8082031428161667,0.9783506337893418,0.9505010852759629,LOCAL_EMPIRICAL_FULLWAVE_SENSITIVITY
K6_L0_A,451.5,x_cross,-6.329851020067609e-05,1.026209982605941e-05,0.00030182729034533096,0.0004217074010491214,0.0015677974943588528,LOCAL_EMPIRICAL_FULLWAVE_SENSITIVITY
K6_L0_A,451.5,y_leak,-2.6072896921019616e-05,1.4851206671105631e-05,0.0017503048227362546,0.0012684734583911692,0.002271762761156647,LOCAL_EMPIRICAL_FULLWAVE_SENSITIVITY
K6_L0_A,451.5,aa_power,-0.00022602102641238294,2.022475072169195e-05,0.000964411944154283,0.002213384672193515,0.005484832472401942,LOCAL_EMPIRICAL_FULLWAVE_SENSITIVITY
K6_L0_A,452.0,eta_x_plus1,0.00023032377942526456,3.232470903313991e-05,0.007153584146069378,0.0032341109001597372,0.002547108557564087,LOCAL_EMPIRICAL_FULLWAVE_SENSITIVITY
K6_L0_A,452.0,eta_x_0,-0.008571362121078863,-0.0010136894948654873,0.758513639075303,0.894911735029366,0.9299408814968803,LOCAL_EMPIRICAL_FULLWAVE_SENSITIVITY
K6_L0_A,452.0,eta_x_minus1,7.827030495960737e-05,2.7874578490919814e-05,0.004547460291287908,0.002371028317145844,0.002982054192095761,LOCAL_EMPIRICAL_FULLWAVE_SENSITIVITY
K6_L0_A,452.0,eta_y_plus1,-0.0003954361591073406,4.261712515063354e-05,0.0029033690292298857,0.004726874362771615,0.010812092211376698,LOCAL_EMPIRICAL_FULLWAVE_SENSITIVITY
K6_L0_A,452.0,projector_error,-0.017172549252961966,-0.000938426001199253,0.5599631568105788,0.7786099494001611,0.9034141418698182,LOCAL_EMPIRICAL_FULLWAVE_SENSITIVITY
K6_L0_A,452.0,x_cross,-3.932628314597029e-05,1.6199704409421403e-05,0.002355699242456948,0.0019389768534455807,0.0031422249053763536,LOCAL_EMPIRICAL_FULLWAVE_SENSITIVITY
K6_L0_A,452.0,y_leak,2.5969411351737776e-05,2.5294363616413484e-05,0.00498861098067407,0.003464198686336018,0.004469222753639314,LOCAL_EMPIRICAL_FULLWAVE_SENSITIVITY
K6_L0_A,452.0,aa_power,-0.00023227396033045377,2.069679783791314e-05,0.0002936898400858064,0.001581589551494687,0.004939169046694882,LOCAL_EMPIRICAL_FULLWAVE_SENSITIVITY
K6_L0_A,452.5,eta_x_plus1,0.001242011649716624,0.00010265018637031259,0.03356507200650028,0.016012446190818413,0.008724839012167803,LOCAL_EMPIRICAL_FULLWAVE_SENSITIVITY
K6_L0_A,452.5,eta_x_0,-0.031832017454696444,-0.0024844544677331513,0.19657133498563015,0.6391142329192522,0.833211684079559,LOCAL_EMPIRICAL_FULLWAVE_SENSITIVITY
K6_L0_A,452.5,eta_x_minus1,0.00028891983564458554,1.6454267620628504e-05,0.012012323057486875,0.008300411320009594,0.006233926344595164,LOCAL_EMPIRICAL_FULLWAVE_SENSITIVITY
K6_L0_A,452.5,eta_y_plus1,-0.0004161393817788307,4.513743365277028e-05,0.0036574947556159277,0.005562016890765721,0.011980282391192542,LOCAL_EMPIRICAL_FULLWAVE_SENSITIVITY
K6_L0_A,452.5,projector_error,-0.02199657302938763,0.0006011209789863237,0.3261345553904045,0.5160442367349646,0.766066015978157,LOCAL_EMPIRICAL_FULLWAVE_SENSITIVITY
K6_L0_A,452.5,x_cross,0.00011793427760054577,3.416441395497075e-05,0.008570184631695975,0.0056826211579419795,0.006211499079685059,LOCAL_EMPIRICAL_FULLWAVE_SENSITIVITY
K6_L0_A,452.5,y_leak,0.00016944933598992624,1.9857182573562778e-05,0.011433358674965324,0.008746006186387923,0.0080443719551668,LOCAL_EMPIRICAL_FULLWAVE_SENSITIVITY
K6_L0_A,452.5,aa_power,-0.000139857540855584,3.6597710181515804e-05,0.0011215801326044353,0.000690270032084485,0.003918730949716115,LOCAL_EMPIRICAL_FULLWAVE_SENSITIVITY
K6_L0_A,453.0,eta_x_plus1,0.0010133548942721509,-0.00022649962868246255,0.04542168733147194,0.04661311982287356,0.025154589446028927,LOCAL_EMPIRICAL_FULLWAVE_SENSITIVITY
K6_L0_A,453.0,eta_x_0,-0.022169764018541777,0.0031424078713142125,0.11870528732740539,0.18328253394711252,0.5621005676982409,LOCAL_EMPIRICAL_FULLWAVE_SENSITIVITY
K6_L0_A,453.0,eta_x_minus1,6.569737404318009e-06,-0.00015959629098285494,0.01412318314748222,0.022037300322581787,0.01399178839939586,LOCAL_EMPIRICAL_FULLWAVE_SENSITIVITY
K6_L0_A,453.0,eta_y_plus1,-0.0004144815881901749,4.725086035979421e-05,0.00468664825529073,0.00646892111920277,0.01297628001909423,LOCAL_EMPIRICAL_FULLWAVE_SENSITIVITY
K6_L0_A,453.0,projector_error,-0.013756711754883497,0.001925413938282033,0.31437701311804206,0.3556734337527754,0.589511248215712,LOCAL_EMPIRICAL_FULLWAVE_SENSITIVITY
K6_L0_A,453.0,x_cross,-0.00012977113915801737,-5.2829303568593926e-05,0.009448906270089714,0.013388082840099584,0.012044329053250062,LOCAL_EMPIRICAL_FULLWAVE_SENSITIVITY
K6_L0_A,453.0,y_leak,-0.00021211653466404173,-9.114974675634612e-05,0.009834025534205173,0.016512678218662896,0.014076356227486007,LOCAL_EMPIRICAL_FULLWAVE_SENSITIVITY
K6_L0_A,453.0,aa_power,0.00012463105564598293,5.612710474673342e-05,0.005134623414778194,0.0010819576209816933,0.002642002301858535,LOCAL_EMPIRICAL_FULLWAVE_SENSITIVITY
K6_L0_A,453.5,eta_x_plus1,-0.0007691012418470581,-0.0003733627553654363,0.03529901582843607,0.06165816601517847,0.050681040665377236,LOCAL_EMPIRICAL_FULLWAVE_SENSITIVITY
K6_L0_A,453.5,eta_x_0,0.01287187416058346,0.0038807076663583797,0.4157704190941411,0.09301629417038752,0.15833293588247188,LOCAL_EMPIRICAL_FULLWAVE_SENSITIVITY
K6_L0_A,453.5,eta_x_minus1,-0.0008009561969823445,-0.00019640529040306732,0.010600035932824641,0.02842986242280145,0.026619159872471532,LOCAL_EMPIRICAL_FULLWAVE_SENSITIVITY
K6_L0_A,453.5,eta_y_plus1,-0.00043153584054964403,4.783977977817403e-05,0.005620031721542293,0.0075434011381300325,0.014250748532535175,LOCAL_EMPIRICAL_FULLWAVE_SENSITIVITY
K6_L0_A,453.5,projector_error,-0.004842345571784845,0.0018036423321332994,0.37736541357835696,0.33560675268954043,0.47421232501405386,LOCAL_EMPIRICAL_FULLWAVE_SENSITIVITY
K6_L0_A,453.5,x_cross,-0.0006023458418625383,-7.432724442533942e-05,0.006340704376553306,0.01608052501644566,0.01838762121380407,LOCAL_EMPIRICAL_FULLWAVE_SENSITIVITY
K6_L0_A,453.5,y_leak,-0.0007905270633941835,-7.998730941160364e-05,0.005050588204089322,0.01695522430861134,0.02086112947197299,LOCAL_EMPIRICAL_FULLWAVE_SENSITIVITY
K6_L0_A,453.5,aa_power,0.00019731612701882973,1.7683296454028904e-05,0.007209873897696133,0.004352547804806391,0.003263551357319539,LOCAL_EMPIRICAL_FULLWAVE_SENSITIVITY
K6_L0_A,454.0,eta_x_plus1,-0.0016432923172102771,-0.0001732144482804044,0.02722091640638131,0.0523145619925043,0.06008676275058685,LOCAL_EMPIRICAL_FULLWAVE_SENSITIVITY
K6_L0_A,454.0,eta_x_0,0.025338446252039248,0.0005558308537483375,0.5992280866517898,0.3180520814439805,0.09245916161100493,LOCAL_EMPIRICAL_FULLWAVE_SENSITIVITY
K6_L0_A,454.0,eta_x_minus1,-0.0010289594324399576,-0.00011264003700547778,0.008459683809842581,0.024381279984516047,0.029038872458641733,LOCAL_EMPIRICAL_FULLWAVE_SENSITIVITY
K6_L0_A,454.0,eta_y_plus1,-0.000422561469864363,6.297959953930001e-05,0.00682564004183935,0.007902274763517979,0.01527686943912661,LOCAL_EMPIRICAL_FULLWAVE_SENSITIVITY
K6_L0_A,454.0,projector_error,2.1191857533470192e-05,0.0017699401149134531,0.4562598389531555,0.3675509146321482,0.4558360018024861,LOCAL_EMPIRICAL_FULLWAVE_SENSITIVITY
K6_L0_A,454.0,x_cross,-0.0006945023699185427,-8.375999607336572e-06,0.0046248233013850655,0.011988646980937321,0.01851487069975592,LOCAL_EMPIRICAL_FULLWAVE_SENSITIVITY
K6_L0_A,454.0,y_leak,-0.0008427166034264986,-6.397306612179708e-06,0.003327000154749063,0.012074031519623036,0.020181332223279037,LOCAL_EMPIRICAL_FULLWAVE_SENSITIVITY
K6_L0_A,454.0,aa_power,4.728619666769834e-05,1.4233558288547039e-05,0.007886891403790898,0.006702351522686563,0.006941167470436931,LOCAL_EMPIRICAL_FULLWAVE_SENSITIVITY
K6_L1_C,450.0,eta_x_plus1,-3.659998206578135e-05,-1.3215995486878197e-05,0.006362962286339091,0.0073897618813408145,0.007094961927654718,LOCAL_EMPIRICAL_FULLWAVE_SENSITIVITY
K6_L1_C,450.0,eta_x_0,-0.00215549586934205,-8.374333665932765e-05,0.8445302255265574,0.8702723510529443,0.8876401429133984,LOCAL_EMPIRICAL_FULLWAVE_SENSITIVITY
K6_L1_C,450.0,eta_x_minus1,0.0001476284505312812,1.0227014850471717e-05,0.007532573330073573,0.0055449380822371755,0.004580004319447949,LOCAL_EMPIRICAL_FULLWAVE_SENSITIVITY
K6_L1_C,450.0,eta_y_plus1,0.00038929396513480744,3.646846608509738e-05,0.01035527012766346,0.004638907172060516,0.002569390824967311,LOCAL_EMPIRICAL_FULLWAVE_SENSITIVITY
K6_L1_C,450.0,projector_error,0.013492857310697392,0.0004969454688143581,0.793328566963282,0.6335527204155902,0.5234714207493342,LOCAL_EMPIRICAL_FULLWAVE_SENSITIVITY
K6_L1_C,450.0,x_cross,0.00015896195965067034,1.1404624704670334e-05,0.005862189282312733,0.0037023384505725132,0.0026829500892993265,LOCAL_EMPIRICAL_FULLWAVE_SENSITIVITY
K6_L1_C,450.0,y_leak,0.00014283815836150306,1.5903967528594602e-05,0.005922542137235049,0.0036989621771902886,0.003065778970004988,LOCAL_EMPIRICAL_FULLWAVE_SENSITIVITY
K6_L1_C,450.0,aa_power,0.00014604720933410323,9.550208068912192e-06,0.0034268695223642794,0.0014888870255776374,0.0005059253356822147,LOCAL_EMPIRICAL_FULLWAVE_SENSITIVITY
K6_L1_C,450.5,eta_x_plus1,-9.000372781294572e-05,-2.0214707244819668e-05,0.005446144828036948,0.0073569174684073885,0.007246219384295862,LOCAL_EMPIRICAL_FULLWAVE_SENSITIVITY
K6_L1_C,450.5,eta_x_0,-0.0019151643818613618,9.604689125475852e-05,0.8153910893559168,0.8297403886117924,0.853694376993144,LOCAL_EMPIRICAL_FULLWAVE_SENSITIVITY
K6_L1_C,450.5,eta_x_minus1,0.00017419401651665747,1.1839358543741171e-05,0.009728070691886328,0.0073941625995326945,0.006244190361553178,LOCAL_EMPIRICAL_FULLWAVE_SENSITIVITY
K6_L1_C,450.5,eta_y_plus1,0.0004038792681091167,3.1173981098823156e-05,0.011436981451624488,0.0058394897155921634,0.003359396089442154,LOCAL_EMPIRICAL_FULLWAVE_SENSITIVITY
K6_L1_C,450.5,projector_error,0.012842996282904195,0.0004804187381877223,0.8275453383172634,0.6750944385788353,0.5706854126591795,LOCAL_EMPIRICAL_FULLWAVE_SENSITIVITY
K6_L1_C,450.5,x_cross,8.415012122178092e-05,5.019109577734221e-06,0.004997154287898572,0.003904697596794052,0.003314151863462954,LOCAL_EMPIRICAL_FULLWAVE_SENSITIVITY
K6_L1_C,450.5,y_leak,0.00010918980779461832,6.711035241150063e-06,0.005653895147499332,0.004226445307495646,0.003470098991606966,LOCAL_EMPIRICAL_FULLWAVE_SENSITIVITY
K6_L1_C,450.5,aa_power,0.00018252453007055772,5.971403725564138e-06,0.004406473848236691,0.002282658361252907,0.0007559832468255364,LOCAL_EMPIRICAL_FULLWAVE_SENSITIVITY
K6_L1_C,451.0,eta_x_plus1,-0.00022932121357285484,1.90684814992622e-06,0.002233842599958575,0.004431712328190813,0.0068202668714156724,LOCAL_EMPIRICAL_FULLWAVE_SENSITIVITY
K6_L1_C,451.0,eta_x_0,0.001593961464303173,-0.00023076939843352128,0.8795448081364808,0.8751436634151252,0.8476655788504174,LOCAL_EMPIRICAL_FULLWAVE_SENSITIVITY
K6_L1_C,451.0,eta_x_minus1,-0.00018508652731473728,2.351230422739917e-05,0.0028126033602344025,0.003487853422011817,0.006514333906529148,LOCAL_EMPIRICAL_FULLWAVE_SENSITIVITY
K6_L1_C,451.0,eta_y_plus1,0.0004798580753372474,3.6191784982933025e-05,0.013910609670632314,0.00730243966811319,0.004313448163887367,LOCAL_EMPIRICAL_FULLWAVE_SENSITIVITY
K6_L1_C,451.0,projector_error,0.01507126570420495,-0.00029469309682543353,0.931196571075858,0.7952185688750801,0.629771256991759,LOCAL_EMPIRICAL_FULLWAVE_SENSITIVITY
K6_L1_C,451.0,x_cross,3.701384349415269e-05,2.624125870520008e-05,0.0037240473393168262,0.0020418459691152954,0.0029837704694337724,LOCAL_EMPIRICAL_FULLWAVE_SENSITIVITY
K6_L1_C,451.0,y_leak,4.366122116334554e-05,1.6274466399847556e-05,0.004074746040490365,0.002824410508864532,0.0032015216172234543,LOCAL_EMPIRICAL_FULLWAVE_SENSITIVITY
K6_L1_C,451.0,aa_power,0.00022955380247927475,-1.2438368269408057e-05,0.006599979958134574,0.004926360346812229,0.002008903908549079,LOCAL_EMPIRICAL_FULLWAVE_SENSITIVITY
K6_L1_C,451.5,eta_x_plus1,7.326995037308721e-05,4.672852540146232e-05,0.004316631773891798,0.0012475060000878104,0.002851232766430054,LOCAL_EMPIRICAL_FULLWAVE_SENSITIVITY
K6_L1_C,451.5,eta_x_0,-0.00477719420581354,-0.0007698709564622708,0.803912186244168,0.890177676125417,0.8994560703604388,LOCAL_EMPIRICAL_FULLWAVE_SENSITIVITY
K6_L1_C,451.5,eta_x_minus1,0.0004692713498556739,7.555264666901492e-05,0.010243398020261136,0.0017730521882536507,0.0008579710231476582,LOCAL_EMPIRICAL_FULLWAVE_SENSITIVITY
K6_L1_C,451.5,eta_y_plus1,0.0005164686717808325,2.9315271037078848e-05,0.01577498330801858,0.009144533038356311,0.005445609872401928,LOCAL_EMPIRICAL_FULLWAVE_SENSITIVITY
K6_L1_C,451.5,projector_error,0.0038131598925004893,-0.0017807342006801862,0.8913071798421086,0.942212290951113,0.8150439819920988,LOCAL_EMPIRICAL_FULLWAVE_SENSITIVITY
K6_L1_C,451.5,x_cross,0.00021460341557482792,3.77522882655788e-05,0.005602521638609069,0.0015688730695818504,0.001310453327112511,LOCAL_EMPIRICAL_FULLWAVE_SENSITIVITY
K6_L1_C,451.5,y_leak,0.00023769189592491615,2.1454255127157514e-05,0.006366896489610744,0.0029172647740037068,0.0016130585711124207,LOCAL_EMPIRICAL_FULLWAVE_SENSITIVITY
K6_L1_C,451.5,aa_power,0.0001511019306372855,-5.254506062723195e-06,0.006873556992393514,0.005625262989156819,0.003851518379647804,LOCAL_EMPIRICAL_FULLWAVE_SENSITIVITY
K6_L1_C,452.0,eta_x_plus1,0.0007880386053998109,4.569587545546565e-05,0.01794448059851481,0.007779300771743417,0.0021837084905185896,LOCAL_EMPIRICAL_FULLWAVE_SENSITIVITY
K6_L1_C,452.0,eta_x_0,-0.011918099248737985,-0.0006086803849597955,0.5174110325988188,0.6670260443341884,0.7557730175735785,LOCAL_EMPIRICAL_FULLWAVE_SENSITIVITY
K6_L1_C,452.0,eta_x_minus1,0.0015483828732882102,4.915522418554663e-05,0.03427919975677208,0.016337609814612644,0.0033115422910078734,LOCAL_EMPIRICAL_FULLWAVE_SENSITIVITY
K6_L1_C,452.0,eta_y_plus1,0.0005209384193050048,1.4841176547665925e-05,0.017105157486444873,0.01115371446601153,0.006686389100344779,LOCAL_EMPIRICAL_FULLWAVE_SENSITIVITY
K6_L1_C,452.0,projector_error,-0.008346064547694359,0.00027997572173141916,0.7050517284349205,0.7745135878252931,0.8719730193888077,LOCAL_EMPIRICAL_FULLWAVE_SENSITIVITY
K6_L1_C,452.0,x_cross,0.0002852051984198579,8.739326856282253e-06,0.007679716249534958,0.004390697922522267,0.0019756122811378004,LOCAL_EMPIRICAL_FULLWAVE_SENSITIVITY
K6_L1_C,452.0,y_leak,0.0003469643788296006,-1.243236482913487e-05,0.009422501189905364,0.006574475643066101,0.0024832136133133512,LOCAL_EMPIRICAL_FULLWAVE_SENSITIVITY
K6_L1_C,452.0,aa_power,0.0002516856455129685,1.6495893500218468e-05,0.00868721848922756,0.005345567359086951,0.0036535055789681894,LOCAL_EMPIRICAL_FULLWAVE_SENSITIVITY
K6_L1_C,452.5,eta_x_plus1,0.0015362814054963145,4.352360221856831e-05,0.041798395789705414,0.024259401623813855,0.011072767679779126,LOCAL_EMPIRICAL_FULLWAVE_SENSITIVITY
K6_L1_C,452.5,eta_x_0,-0.008594431266278995,-0.0006126460587595506,0.20423590335292197,0.32081251895368945,0.3761245286785019,LOCAL_EMPIRICAL_FULLWAVE_SENSITIVITY
K6_L1_C,452.5,eta_x_minus1,0.0020725798880651264,-1.7836926001387269e-06,0.061429478038953336,0.04079286378830901,0.019977880277650805,LOCAL_EMPIRICAL_FULLWAVE_SENSITIVITY
K6_L1_C,452.5,eta_y_plus1,0.0006010939982683577,1.3383603890252082e-05,0.0200782092242493,0.013398089047053119,0.008056329258882146,LOCAL_EMPIRICAL_FULLWAVE_SENSITIVITY
K6_L1_C,452.5,projector_error,-0.003967125748881339,0.0002344209093381444,0.5756459171575544,0.6035961291794606,0.6549884321351812,LOCAL_EMPIRICAL_FULLWAVE_SENSITIVITY
K6_L1_C,452.5,x_cross,0.00022479848059060557,-1.4766686126277085e-05,0.009193792803633784,0.007684142304041582,0.0046978231918216725,LOCAL_EMPIRICAL_FULLWAVE_SENSITIVITY
K6_L1_C,452.5,y_leak,0.0002503463084917586,-5.4166579365357226e-05,0.010379231872945127,0.010584097756295402,0.005372305703109955,LOCAL_EMPIRICAL_FULLWAVE_SENSITIVITY
K6_L1_C,452.5,aa_power,0.0005631428134803577,3.534319703954236e-05,0.015158012069425613,0.007759424082644918,0.0038951557998184584,LOCAL_EMPIRICAL_FULLWAVE_SENSITIVITY
K6_L1_C,453.0,eta_x_plus1,0.001480396566158976,-4.061378084533624e-05,0.05554299591227202,0.04276971929294907,0.0259350645890925,LOCAL_EMPIRICAL_FULLWAVE_SENSITIVITY
K6_L1_C,453.0,eta_x_0,0.00401065267175914,7.434406925337894e-05,0.15054982083827328,0.10672609065801295,0.0703367674030905,LOCAL_EMPIRICAL_FULLWAVE_SENSITIVITY
K6_L1_C,453.0,eta_x_minus1,0.0013579576410008357,-0.00015112043113373747,0.06662287447714184,0.060599319623820355,0.039463721657125125,LOCAL_EMPIRICAL_FULLWAVE_SENSITIVITY
K6_L1_C,453.0,eta_y_plus1,0.0007240016232153139,1.3478926856646724e-05,0.02391611922377932,0.016002156648793845,0.009436086759473042,LOCAL_EMPIRICAL_FULLWAVE_SENSITIVITY
K6_L1_C,453.0,projector_error,0.0016104199186360857,0.00019743076437405804,0.5545827077162899,0.5286069703112262,0.5223743093435682,LOCAL_EMPIRICAL_FULLWAVE_SENSITIVITY
K6_L1_C,453.0,x_cross,2.0782428470669757e-05,-5.470284413518335e-05,0.007067303642022419,0.009594621564074889,0.006651655072609024,LOCAL_EMPIRICAL_FULLWAVE_SENSITIVITY
K6_L1_C,453.0,y_leak,1.5667024028090696e-05,-8.508278850407666e-05,0.007471736789101666,0.011569205974024591,0.007158396308539852,LOCAL_EMPIRICAL_FULLWAVE_SENSITIVITY
K6_L1_C,453.0,aa_power,0.0008441325887980338,3.071902667161387e-05,0.02365469188556797,0.01367741466400694,0.0067720401096072955,LOCAL_EMPIRICAL_FULLWAVE_SENSITIVITY
K6_L1_C,453.5,eta_x_plus1,0.001159739253375504,-9.552643412899804e-05,0.05362577004875178,0.04680469922144664,0.030430984981241693,LOCAL_EMPIRICAL_FULLWAVE_SENSITIVITY
K6_L1_C,453.5,eta_x_0,0.007334653197231898,0.0009331044771811317,0.3001839578025775,0.18018220197120194,0.15349089385793954,LOCAL_EMPIRICAL_FULLWAVE_SENSITIVITY
K6_L1_C,453.5,eta_x_minus1,0.0006321402121002726,-0.0002271549032106905,0.055030343416788585,0.060066686456320385,0.042387539174783134,LOCAL_EMPIRICAL_FULLWAVE_SENSITIVITY
K6_L1_C,453.5,eta_y_plus1,0.0005270363545059579,-5.090539733455312e-05,0.021420634898387834,0.01869554122005591,0.010879907808268675,LOCAL_EMPIRICAL_FULLWAVE_SENSITIVITY
K6_L1_C,453.5,projector_error,0.0010883586689812486,-0.00022419560346154777,0.5408932297332137,0.5412194232164786,0.5191260563535888,LOCAL_EMPIRICAL_FULLWAVE_SENSITIVITY
K6_L1_C,453.5,x_cross,-8.58339877079358e-05,-5.9456619809471286e-05,0.004196872301448567,0.00802804316900149,0.005913552055607283,LOCAL_EMPIRICAL_FULLWAVE_SENSITIVITY
K6_L1_C,453.5,y_leak,-8.547047998463913e-05,-8.361347149916273e-05,0.004203329000328869,0.009238707375133397,0.005912738600021652,LOCAL_EMPIRICAL_FULLWAVE_SENSITIVITY
K6_L1_C,453.5,aa_power,0.00068532177372805,-4.040402725058285e-05,0.023744676248482574,0.018911659873731217,0.010038240773921575,LOCAL_EMPIRICAL_FULLWAVE_SENSITIVITY
K6_L1_C,454.0,eta_x_plus1,0.0009936179013734937,-0.00011284834049082128,0.04710161094733863,0.04280784895814476,0.02722925291986876,LOCAL_EMPIRICAL_FULLWAVE_SENSITIVITY
K6_L1_C,454.0,eta_x_0,0.005463516921417874,0.0010795576730600748,0.45412122889230216,0.3455081760251197,0.3448508904639447,LOCAL_EMPIRICAL_FULLWAVE_SENSITIVITY
