candidate_uid,base_candidate_uid,A_nm,wavelength_nm,target_order_n,target_order_m,basis,txx_re,txx_im,txy_re,txy_im,tyx_re,tyx_im,tyy_re,tyy_im,eta_x_plus1,eta_y_plus1,theta_deg,alpha_star_from_alpha_re,alpha_star_from_alpha_im,beta_star_from_alpha_re,beta_star_from_alpha_im,alpha_star_from_beta_re,alpha_star_from_beta_im,beta_star_from_beta_re,beta_star_from_beta_im,target_projector_error,target_phase_deg,target_x_input_cross_power,target_y_input_leakage_power,target_alpha_star_from_alpha_power
K6_L0_A_POS_PLUS10,K6_L0_A,10.0,450.0,1,0,"Cartesian transverse Ex,Ey -> authoritative alpha/beta transform",0.008866190706048441,0.03754954787967092,0.012574163088479369,-0.00963993410885021,-0.009871745712098744,0.012725395910399576,-0.01955133178697626,0.022224625926913,0.0017942466269727938,0.0011350315500528786,10.000000005514977,-0.017840193151818704,0.02105308449993175,-0.025927539940357437,0.010464762189297518,-0.003481631139779327,-0.011900567829952259,0.004164927359955408,0.03407119169684908,0.6944553635504958,130.27763933915617,0.0007817485750373811,0.0001537452700687757,0.0007615048586554655
K6_L0_A_POS_PLUS10,K6_L0_A,10.0,450.5,1,0,"Cartesian transverse Ex,Ey -> authoritative alpha/beta transform",-0.02752448916787489,-0.05826928417555962,-0.01279742167394911,0.00135951416135365,0.013590898713683191,-0.011963664550017277,0.03305001390576066,-0.008153838424760414,0.004610163695136805,0.001329571982866305,10.011225523725704,0.032967176293851055,-0.01735849614691692,0.021336285374609604,-0.014585845190332836,-0.005052035013022697,-0.001262666478961904,-0.00930439260101022,-0.0602937343280396,0.5334959642438173,-27.76854377137648,0.0006679839535031353,2.7117384409901295e-05,0.0013881521012723845
K6_L0_A_POS_PLUS10,K6_L0_A,10.0,451.0,1,0,"Cartesian transverse Ex,Ey -> authoritative alpha/beta transform",-0.03191565788459928,-0.028913037335427435,-0.011162966667439407,-0.0021785771391770116,0.01347702142368014,-0.00606677437817013,0.039712461374838165,0.006623983360850513,0.002130934278732927,0.0017543551177770795,10.022451430195186,0.034085726125402206,-0.010886507965403809,0.001714821147468383,-0.006010429604465831,-0.022925166943651164,-0.0021222323654727163,-0.01492671891640995,-0.041845320254091586,0.7175874379365451,-17.712760572289717,3.906587559804407e-05,0.000530067149607336,0.001280352781176727
K6_L0_A_POS_PLUS10,K6_L0_A,10.0,451.5,1,0,"Cartesian transverse Ex,Ey -> authoritative alpha/beta transform",0.03399519462737354,-0.01315167203778162,0.011968364860722018,0.0019518652912409401,-0.012475807701406381,0.004442673855579691,-0.044858109881991994,-0.012951132914219414,0.0015456163612256177,0.0023316368974559696,10.0336777253947,-0.029891295984315863,0.008421541933179778,0.016846835751223133,-0.004243985805424081,0.04129100831335153,-0.0067347943697628355,0.025507594079511788,0.012801361352295444,0.8082031428161667,164.26540501173707,0.00030182729034533096,0.0017503048227362546,0.000964411944154283
K6_L0_A_POS_PLUS10,K6_L0_A,10.0,452.0,1,0,"Cartesian transverse Ex,Ey -> authoritative alpha/beta transform",-0.025857504658662874,-0.07801570907037604,0.011199010571342918,-0.0034194522602592828,-0.010502869730769545,0.008732682564539136,-0.052484261140014345,0.0027127055641383096,0.007153584146069378,0.0029033690292298857,10.044904409795663,-0.015847688677486354,0.00652231582087813,0.02225534597062582,-0.04313234074548583,0.04395722627273829,-0.055284475570284264,0.003472517300510454,-0.04680427242346414,0.5599631568105788,157.62976715419862,0.002355699242456948,0.00498861098067407,0.0002936898400858064
K6_L0_A_POS_PLUS10,K6_L0_A,10.0,452.5,1,0,"Cartesian transverse Ex,Ey -> authoritative alpha/beta transform",0.15840173024679213,-0.0852100452092733,-0.0011040206117741557,0.009123417661096225,-0.0016483200958752736,-0.013895219158715996,0.034715876220332405,-0.048633230191962154,0.03356507200650028,0.0036574947556159277,10.056131483869633,0.03347218425941004,-0.001092251577493951,0.07865814276769283,0.04881681275988045,0.07920244225179396,0.07183544957969268,0.11898509159985446,-0.03033013870788368,0.3261345553904045,-1.8689908777635553,0.008570184631695975,0.011433358674965324,0.0011215801326044353
K6_L0_A_POS_PLUS10,K6_L0_A,10.0,453.0,1,0,"Cartesian transverse Ex,Ey -> authoritative alpha/beta transform",-0.19712835266597153,-0.07104701210686959,0.006985359824298191,0.002263515842234535,-0.010925911979315495,0.0033284584497836416,-0.054090206693676465,-0.04129503005029312,0.04542168733147194,0.00468664825529073,10.06735894808831,-0.028018367286515942,-0.06595145570323742,-0.004011124445288904,-0.09712269122493528,0.013900147358324774,-0.09818763383248437,-0.13194800142230903,-0.0830351610270762,0.31437701311804206,-113.01739620790333,0.009448906270089714,0.009834025534205173,0.005134623414778194
K6_L0_A_POS_PLUS10,K6_L0_A,10.0,453.5,1,0,"Cartesian transverse Ex,Ey -> authoritative alpha/beta transform",-0.13108277276944846,-0.13031445985900858,0.0016599674909018006,0.007993098853844239,-0.004145784976393118,-0.006160178936087573,-0.005063767928066666,-0.07433464466570884,0.03529901582843607,0.005620031721542293,10.078586802923537,0.011751428337864717,-0.08409386321079657,0.038568211713971054,-0.0696648937538816,0.04437396418126597,-0.0555116159639498,-0.07911520294463972,-0.1223815000403309,0.37736541357835696,-82.04489915601992,0.006340704376553306,0.005050588204089322,0.007209873897696133
K6_L0_A_POS_PLUS10,K6_L0_A,10.0,454.0,1,0,"Cartesian transverse Ex,Ey -> authoritative alpha/beta transform",0.13502590022639546,0.0898035253663888,-0.004632445740026726,-0.009897512806526499,0.005744338825343056,0.0076547457979036105,0.011641877209010006,0.08103644304911793,0.02722091640638131,0.00682564004183935,10.089815048847298,0.005086474418467837,0.08866238876649539,-0.024644625316448034,0.06338348163675575,-0.035021409881817823,0.04583122303232563,0.09311838092471977,0.09327577636383956,0.4562598389531555,86.71659619964508,0.0046248233013850655,0.003327000154749063,0.007886891403790898
K6_L0_A_POS_MINUS10,K6_L0_A,-10.0,450.0,1,0,"Cartesian transverse Ex,Ey -> authoritative alpha/beta transform",0.014871898022899404,0.005203291399733416,0.004830972210656049,-0.010416907145161412,0.005495830450882681,-0.0010757375870402072,-0.025513834862801774,0.07923536295111401,0.0002873272724664029,0.007065148141319362,10.000000005514977,-0.0060572250357408056,0.06760585852050446,-0.022006410866721664,-0.01472676477796109,-0.0226712691069483,-0.024067934336082297,0.02980195274087638,0.0071307516773279405,0.9829454880576067,95.11981108209503,0.0007011597200603605,0.0010932519061256376,0.00460724208142807
