candidate_uid,base_candidate_uid,A_nm,wavelength_nm,target_order_n,target_order_m,basis,txx_re,txx_im,txy_re,txy_im,tyx_re,tyx_im,tyy_re,tyy_im,eta_x_plus1,eta_y_plus1,theta_deg,alpha_star_from_alpha_re,alpha_star_from_alpha_im,beta_star_from_alpha_re,beta_star_from_alpha_im,alpha_star_from_beta_re,alpha_star_from_beta_im,beta_star_from_beta_re,beta_star_from_beta_im,target_projector_error,target_phase_deg,target_x_input_cross_power,target_y_input_leakage_power,target_alpha_star_from_alpha_power
K6_L0_A_POS_MINUS10,K6_L0_A,-10.0,450.5,1,0,"Cartesian transverse Ex,Ey -> authoritative alpha/beta transform",-0.006496653308247531,-0.021423739321785696,-0.009977675723668445,0.008949159960082682,-0.004816839810069224,-0.0032261659232041776,0.06695515313018366,-0.05687174377880149,0.0005504113159153348,0.00790262732339873,10.011225523725704,0.045143841337840045,-0.05690210235615123,0.0155977287489772,0.022718897265619244,0.010436892835377978,0.034894223148906105,-0.01725573134345198,-0.027789810132897445,0.9698249964302506,-51.57292886686656,0.0007594374350924313,0.0013265355412228187,0.0052758156632859874
K6_L0_A_POS_MINUS10,K6_L0_A,-10.0,451.0,1,0,"Cartesian transverse Ex,Ey -> authoritative alpha/beta transform",-0.0218848603533066,-0.02571588044268233,-0.011308603143656708,0.0048221926060441215,-0.004396734271150212,-0.004363885679883915,0.08631928711441891,-0.031091345657306868,0.001214242913866207,0.00857354977414617,10.022451430195186,0.0653603389870945,-0.04527163983140257,0.00041561932087349866,0.019417260481477298,-0.006496249551632999,0.028603338767405333,-0.02225689802667619,-0.04114653999075651,0.939691655066669,-34.70829178170701,0.0003772027440254233,0.0008603522468800447,0.006321495285532139
K6_L0_A_POS_MINUS10,K6_L0_A,-10.0,451.5,1,0,"Cartesian transverse Ex,Ey -> authoritative alpha/beta transform",0.022743651264086544,-0.022372340076185715,0.009205805857670954,-0.004089835522355072,0.005074961296924623,0.0028406151830477726,-0.09237374888222297,0.02925558320572971,0.0010834820108147271,0.009493448911774335,10.0336777253947,-0.0577724421503714,0.046337645606827405,0.020710142020827174,-0.033747407483183375,0.02484098658157351,-0.04067785818858623,0.03372587942120995,0.008947858782485826,0.9505010852759629,141.26788416165604,0.0015677974943588528,0.002271762761156647,0.005484832472401942
K6_L0_A_POS_MINUS10,K6_L0_A,-10.0,452.0,1,0,"Cartesian transverse Ex,Ey -> authoritative alpha/beta transform",-0.02120045985765554,-0.04462809263835664,0.006940131141530694,-0.00939020786703684,0.005260243101934509,0.0013104725948403556,-0.08046370799647402,0.06478475526634406,0.002547108557564087,0.010812092211376698,10.044904409795663,-0.03587663908587892,0.06043207604076223,0.0037993180388705425,-0.055926649173858665,0.005479206078466729,-0.06662732963573587,0.014655772908788604,-0.02264772626274623,0.9034141418698182,120.69628337855956,0.0031422249053763536,0.004469222753639314,0.004939169046694882
K6_L0_A_POS_MINUS10,K6_L0_A,-10.0,452.5,1,0,"Cartesian transverse Ex,Ey -> authoritative alpha/beta transform",0.09050281259578431,-0.015865762693129015,0.0033827787474109356,0.011939009649647968,-0.0031728657725722973,0.002605169327838037,-0.0010283354636059247,-0.10872165944540316,0.008724839012167803,0.011980282391192542,10.056131483869633,-0.020379287867331106,-0.0591896576754467,0.06360079203349983,0.04654501404443406,0.07015643655348305,0.055878854366244006,0.04449143850322107,0.01675366417301542,0.766066015978157,-108.99883543031804,0.006211499079685059,0.0080443719551668,0.003918730949716115
K6_L0_A_POS_MINUS10,K6_L0_A,-10.0,453.0,1,0,"Cartesian transverse Ex,Ey -> authoritative alpha/beta transform",-0.07216885326557435,-0.13844630825377852,0.00988323546560792,-0.004661009939790605,0.0028322472883285706,0.0015859929233822138,-0.11337009219844284,0.0005789939061095119,0.025154589446028927,0.01297628001909423,10.06735894808831,-0.05067279173207767,0.008618032254291925,0.0523394013957004,-0.09646199311018727,0.05939038957297976,-0.10270899597336011,-0.012547912207990081,-0.09186206704404008,0.589511248215712,170.3479351771077,0.012044329053250062,0.014076356227486007,0.002642002301858535
K6_L0_A_POS_MINUS10,K6_L0_A,-10.0,453.5,1,0,"Cartesian transverse Ex,Ey -> authoritative alpha/beta transform",-0.02406827817357889,-0.22032986806568108,0.01029204564161421,0.0010524310056026782,0.0005923924210300288,0.0020522058380170235,-0.08223775282808612,-0.08589112473725886,0.050681040665377236,0.014250748532535175,10.078586802923537,-0.027613257633022747,-0.05001059248011215,0.11523690281399154,-0.07147081532795564,0.12493655603457574,-0.07247059016036998,0.02121523231673902,-0.14287782977659214,0.47421232501405386,-118.90520449653799,0.01838762121380407,0.02086112947197299,0.003263551357319539
K6_L0_A_POS_MINUS10,K6_L0_A,-10.0,454.0,1,0,"Cartesian transverse Ex,Ey -> authoritative alpha/beta transform",0.1374435063412525,0.19836924609886825,-0.009002313148989733,-0.0010174605937631662,0.0009474158219192586,-0.0008038040089659946,0.08957366549281388,0.08466848375576466,0.06008676275058685,0.01527686943912661,10.089815048847298,0.03730547581011242,0.0744947578358239,-0.08111290002659677,0.10925002585368679,-0.09106262899750578,0.10903636926888961,0.06545889236663124,0.1536055093637877,0.4558360018024861,63.399212958336484,0.01851487069975592,0.020181332223279037,0.006941167470436931
K6_L1_C_POS_PLUS10,K6_L1_C,10.0,450.0,1,0,"Cartesian transverse Ex,Ey -> authoritative alpha/beta transform",0.07793396453868631,0.007169805815862512,0.006963992365086529,-0.0014864265107125247,-0.006321845010881924,0.002729579666077386,0.07016976625553457,-0.07334296726312743,0.006362962286339091,0.01035527012766346,10.000000005514977,0.029573079198317663,-0.05052031778496954,0.018533339640209173,0.07428798425111147,0.03181917701617763,0.07007197807432156,0.035517263203490274,0.0072898520575298865,0.793328566963282,-59.656573521047214,0.005862189282312733,0.005922542137235049,0.0034268695223642794
K6_L1_C_POS_PLUS10,K6_L1_C,10.0,450.5,1,0,"Cartesian transverse Ex,Ey -> authoritative alpha/beta transform",-0.07238790160022082,-0.00532078557518386,-0.00977585645252198,-0.0018338143642391224,0.0034183411916818003,0.0014024203929346487,-0.09574434807965476,0.04656165917715701,0.005446144828036948,0.011436981451624488,10.011225523725704,-0.052590994015931446,0.04050507618376928,-0.0005552614358358271,-0.07068837225906709,-0.013749459080039605,-0.07392460701624086,-0.0405709344783401,0.003513606072380264,0.8275453383172634,142.39688262736172,0.004997154287898572,0.005653895147499332,0.004406473848236691
K6_L1_C_POS_PLUS10,K6_L1_C,10.0,451.0,1,0,"Cartesian transverse Ex,Ey -> authoritative alpha/beta transform",-0.04462349846275882,0.012031627089847154,-0.008004981940058945,0.0018083842986198503,0.001604185055717861,0.005341954309286457,-0.11409923831699456,0.02867960767210486,0.002233842599958575,0.013910609670632314,10.022451430195186,-0.07246774190366814,0.03672065279264401,0.009380122597205717,-0.06029975654493322,-0.00022904439857108702,-0.06383332655559984,-0.027867022006700874,0.030004805747298163,0.931196571075858,153.12788209216345,0.0037240473393168262,0.004074746040490365,0.006599979958134574
K6_L1_C_POS_PLUS10,K6_L1_C,10.0,451.5,1,0,"Cartesian transverse Ex,Ey -> authoritative alpha/beta transform",0.06373656225334011,0.006435698813568456,0.0036614893875582333,-0.00011434573984009663,-0.007385263933996625,-0.005463724899773692,0.12025237461853011,-0.036062584805545105,0.004316631773891798,0.01577498330801858,10.0336777253947,0.07432873409856411,-0.03672596193019955,-0.008246700120281622,0.07439431144741657,0.0028000532012732397,0.07974369060735015,0.03173291369747525,-0.010619428969543682,0.8913071798421086,-26.294060660591114,0.005602521638609069,0.006366896489610744,0.006873556992393514
K6_L1_C_POS_PLUS10,K6_L1_C,10.0,452.0,1,0,"Cartesian transverse Ex,Ey -> authoritative alpha/beta transform",0.09240737807915587,-0.0938779434227106,0.005809994571650332,0.00035039625812909145,-0.006911348696886204,-0.00025399672796351904,0.09358148508576918,-0.09117412631765819,0.01794448059851481,0.017105157486444873,10.044904409795663,0.06726154434168068,-0.06452211358906096,0.059046926838397726,0.06475474253269689,0.07176827010693425,0.06535913551878951,0.0656525503450237,-0.06636583623764841,0.7050517284349205,-43.80914507254976,0.007679716249534958,0.009422501189905364,0.00868721848922756
K6_L1_C_POS_PLUS10,K6_L1_C,10.0,452.5,1,0,"Cartesian transverse Ex,Ey -> authoritative alpha/beta transform",0.1293314647280034,0.15425139354721568,-0.001978651970917829,0.00450116812842795,0.0006945152467865304,-0.0018696562312142259,0.031120264637544602,0.1381477560040061,0.041798395789705414,0.0200782092242493,10.056131483869633,0.019091329638830694,0.12162866932613839,-0.07716829291792449,0.056910872175421706,-0.07984146013562884,0.06328169653506388,0.08762911342565907,0.13487642054200502,0.5756459171575544,81.0794076706116,0.009193792803633784,0.010379231872945127,0.015158012069425613
K6_L1_C_POS_PLUS10,K6_L1_C,10.0,453.0,1,0,"Cartesian transverse Ex,Ey -> authoritative alpha/beta transform",0.08705052255281427,-0.21509841325321477,0.0028402574796482665,-0.0002808980848024006,0.0003816562454210515,-0.0007196903714575681,0.14856017910532435,-0.042867116521062044,0.05554299591227202,0.02391611922377932,10.06735894808831,0.14671646860693882,-0.046140759910052495,0.07379239452137724,0.040273889218994406,0.07625099575560443,0.040712681505649585,0.10550081039359789,-0.16863420064450851,0.5545827077162899,-17.457803948191504,0.007067303642022419,0.007471736789101666,0.02365469188556797
K6_L1_C_POS_PLUS10,K6_L1_C,10.0,453.5,1,0,"Cartesian transverse Ex,Ey -> authoritative alpha/beta transform",0.17205532989733766,-0.14942112041353736,0.0004097272089376954,0.002238570128188048,0.007001551156153033,-0.002544381480577731,0.12984206548537286,0.06750059435797034,0.05362577004875178,0.021420634898387834,10.078586802923537,0.14334589824814603,0.056538745156881065,0.040959688231456536,0.05019139608967306,0.034367864284241184,0.054974347698438855,0.17843574895908387,-0.09706431162570471,0.5408932297332137,21.525356367310778,0.004196872301448567,0.004203329000328869,0.023744676248482574
K6_L1_C_POS_PLUS10,K6_L1_C,10.0,454.0,1,0,"Cartesian transverse Ex,Ey -> authoritative alpha/beta transform",-0.12093671604065456,0.1760217416298768,0.004127686156560416,-0.0018692189656808985,-0.006276452009291872,0.002949795912048798,-0.15506133418859142,-0.06132741286798935,0.04710161094733863,0.027826250819462297,10.089815048847298,-0.16795236183963674,-0.03467872515460064,-0.036684291898344004,-0.036103394628943186,-0.02628015373249172,-0.040922409506672884,-0.14534201984747755,0.13391655478610465,0.6158908115991156,-168.33354535825157,0.002649192375816111,0.0023652900800352297,0.0294106098258606
K6_L1_C_POS_MINUS10,K6_L1_C,-10.0,450.0,1,0,"Cartesian transverse Ex,Ey -> authoritative alpha/beta transform",0.08023690337636237,0.020514568399982922,-0.0016205766170815942,0.010361137960085701,0.001645024192895303,0.004494333940451093,0.01513684833395259,-0.04718970020670594,0.007094961927654718,0.002569390824967311,10.000000005514977,-0.0025174745971285736,-0.02235145761097086,0.027332785566426862,0.04399851045750361,0.02406718475644997,0.04986531447713822,0.04353250282561833,0.03602709475469009,0.5234714207493342,-96.42621773648023,0.0026829500892993265,0.003065778970004988,0.0005059253356822147
K6_L1_C_POS_MINUS10,K6_L1_C,-10.0,450.5,1,0,"Cartesian transverse Ex,Ey -> authoritative alpha/beta transform",-0.08041620930304635,-0.02313977065040384,0.00574944840134744,-0.008471901895485927,0.00027437633147845715,-0.005071679410172675,-0.036611658956175665,0.04371368776591129,0.007246219384295862,0.003359396089442154,10.011225523725704,-0.01469062669936709,0.023241530371414427,-0.02246860795883128,-0.053002957651958414,-0.016993535888962297,-0.05640318013727166,-0.041405633979206456,-0.033607761603317424,0.5706854126591795,122.29637347028743,0.003314151863462954,0.003470098991606966,0.0007559832468255364
K6_L1_C_POS_MINUS10,K6_L1_C,-10.0,451.0,1,0,"Cartesian transverse Ex,Ey -> authoritative alpha/beta transform",-0.07895199165887844,0.018912428533188225,0.00597581163519758,-0.010211506112774509,0.0007971469807267721,-0.0047612055683825425,-0.05172045814925969,0.03865339458742512,0.0068202668714156724,0.004313448163887367,10.022451430195186,-0.03777442557315459,0.024124607378510514,-0.031443047305206695,-0.0446666010078706,-0.026264382650735895,-0.05011690155226257,-0.052240822613898744,-0.00042166954811102136,0.629771256991759,147.43569559172008,0.0029837704694337724,0.0032015216172234543,0.002008903908549079
K6_L1_C_POS_MINUS10,K6_L1_C,-10.0,451.5,1,0,"Cartesian transverse Ex,Ey -> authoritative alpha/beta transform",0.029814753966033655,-0.043193738649425155,-0.004180651485609112,0.012050513972025594,-0.0006910348603839259,0.003146807384343695,0.05597070940255286,-0.0463152639937333,0.002851232766430054,0.005445609872401928,10.0336777253947,0.04431861839491487,-0.043443969008525415,0.028069952413092028,0.02285893914072261,0.02458033578786684,0.03176264572840451,0.022378762486273403,-0.0304905882829596,0.8150439819920988,-44.42900430776249,0.001310453327112511,0.0016130585711124207,0.003851518379647804
K6_L1_C_POS_MINUS10,K6_L1_C,-10.0,452.0,1,0,"Cartesian transverse Ex,Ey -> authoritative alpha/beta transform",0.03032934648157368,-0.034486038816483024,0.0015538230051796522,0.010312941415029074,0.0005772120173522725,0.0028355698786794135,0.03347724648649003,-0.07384767459701673,0.0021837084905185896,0.006686389100344779,10.044904409795663,0.01636527222665515,-0.05818662598841472,0.0364937124421271,0.02537363263959534,0.037470323429954475,0.032851004175945,0.01564624010205997,-0.021056344911115122,0.8719730193888077,-74.29110332225751,0.0019756122811378004,0.0024832136133133512,0.0036535055789681894
K6_L1_C_POS_MINUS10,K6_L1_C,-10.0,452.5,1,0,"Cartesian transverse Ex,Ey -> authoritative alpha/beta transform",0.03334518692514616,0.09806323295053526,-0.009165023809168936,-0.0020118350717649542,-0.0026588262259483702,-0.00010044264503767011,0.04690653818266162,0.07592951931746013,0.011072767679779126,0.008056329258882146,10.056131483869633,0.03128679566325843,0.054002705644661655,-0.058697004016994556,0.03539046356365788,-0.06520320160021512,0.0334790711369306,0.013336747687452292,0.06815999875014983,0.6549884321351812,59.91388164163657,0.0046978231918216725,0.005372305703109955,0.0038951557998184584
K6_L1_C_POS_MINUS10,K6_L1_C,-10.0,453.0,1,0,"Cartesian transverse Ex,Ey -> authoritative alpha/beta transform",0.10617255753283775,-0.11776450087517586,-0.0011648501823873102,0.009147650431912582,0.0010611947199494804,0.0006288834921052651,0.07918187071971797,-0.05548514536976287,0.0259350645890925,0.009436086759473042,10.06735894808831,0.07404065783050522,-0.03591686369427796,0.06913960786904111,0.0432593307429074,0.06691356296670434,0.05177809768271471,0.0930526600245477,-0.0730419648659099,0.5223743093435682,-25.877861025341975,0.006651655072609024,0.007158396308539852,0.0067720401096072955
K6_L1_C_POS_MINUS10,K6_L1_C,-10.0,453.5,1,0,"Cartesian transverse Ex,Ey -> authoritative alpha/beta transform",0.15502689194342698,-0.07390881341518138,-0.0064829783060292925,0.00421786596757933,0.001815328730315541,-6.957861108738672e-05,0.10303494381805668,0.0142126331572029,0.030430984981241693,0.010879907808268675,10.078586802923537,0.09757440428873673,0.02274810764920303,0.03941983987911896,0.06602748124464469,0.031121532842774136,0.07031492582331139,0.13103773670809554,-0.03662988267001209,0.5191260563535888,13.123299997390973,0.005913552055607283,0.005912738600021652,0.010038240773921575
K6_L1_C_POS_MINUS10,K6_L1_C,-10.0,454.0,1,0,"Cartesian transverse Ex,Ey -> authoritative alpha/beta transform",-0.11686654267949453,0.1128377598515318,0.004915864316971896,-0.005385819111718763,-0.0017732946565022023,0.0005852739000942299,-0.11074975855351142,-0.002261887019000734,0.02722925291986876,0.012325481583159489,10.089815048847298,-0.10939801946713462,-0.002216985059760295,-0.04475389269110227,-0.047513920528783456,-0.03806473371762817,-0.053485013540596454,-0.11150110668440232,0.07577625768203794,0.5642615225452617,-178.83904202997346,0.004260483555022247,0.004309570626431724,0.011972841686086767
