candidate_id,H_nm,D_nm,polarization,T,R_total,txx_amplitude,txx_phase_deg_wrapped
NP_P1D_H500_D200,500,200,x,0.8687251967571059,0.11305085352544643,0.9680938052004006,57.99766376608143
