sample_index,delta_theta_deg,delta_theta_difference_from_IAR4_deg,delta_theta_difference_from_I03_deg,direct_clearance_nm,periodic_image_clearance_nm,global_minimum_clearance_nm,nearest_pair_kind,nearest_pair,overlap_or_touching_pass,cell_containment_pass,geometry_valid,validity_reasons,geometry_hash_sha256
1438,81.438,-1.3829093209999996,-4.381861293,60.250441143534125,72.25044114353415,60.250441143534125,direct,"{""distance_nm"": 60.250441143534125, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-23.948512329712543, 61.5], ""point_b_nm"": [-23.948512329712543, 1.2495588564658764], ""touch_or_overlap"": false}",True,True,True,,6266fa491956f97f585313b5b3be348068209aa2f08a77de41f5feaf7fe47ed5
1439,81.439,-1.381909321000009,-4.3808612930000095,60.25085914010794,72.25085914010793,60.25085914010794,direct,"{""distance_nm"": 60.25085914010794, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-23.95036673069572, 61.5], ""point_b_nm"": [-23.950366730695713, 1.2491408598920586], ""touch_or_overlap"": false}",True,True,True,,e2bbbcd6db28b8f520cae368e87d62705481e719a36670ae6e2854b60f558bb4
1440,81.44,-1.3809093210000043,-4.379861293000005,60.2512771690471,72.25127716904709,60.2512771690471,direct,"{""distance_nm"": 60.2512771690471, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-23.952221124383186, 61.5], ""point_b_nm"": [-23.952221124383186, 1.2487228309528993], ""touch_or_overlap"": false}",True,True,True,,20c55bcd890994e655e2fececf61fe4f211cee1e9e110913cf95b6843a97e52a
1441,81.441,-1.3799093209999995,-4.378861293,60.25169523035149,72.25169523035146,60.25169523035149,direct,"{""distance_nm"": 60.25169523035149, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-23.954075510774416, 61.5], ""point_b_nm"": [-23.954075510774416, 1.2483047696485148], ""touch_or_overlap"": false}",True,True,True,,d35db131c1cad74d3e53f97adf36478349d58099a64764f20d542ff4e0a3fcbf
1442,81.442,-1.378909321000009,-4.377861293000009,60.25211332402093,72.25211332402094,60.25211332402093,direct,"{""distance_nm"": 60.25211332402093, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-23.95592988986877, 61.5], ""point_b_nm"": [-23.95592988986877, 1.2478866759790668], ""touch_or_overlap"": false}",True,True,True,,b249ab5bafc6f5a74500c4054d309cada34144e89668262b4148c85da2a2b1c6
1443,81.443,-1.3779093210000042,-4.376861293000005,60.25253145005534,72.25253145005533,60.25253145005534,direct,"{""distance_nm"": 60.25253145005534, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-23.95778426166578, 61.5], ""point_b_nm"": [-23.95778426166578, 1.2474685499446583], ""touch_or_overlap"": false}",True,True,True,,5d8ae03085eda135db5eb40ea4bdf578d0a61bb89a7cd666533578fe2becdcc1
1444,81.444,-1.3769093209999994,-4.375861293,60.25294960845458,72.25294960845457,60.25294960845458,direct,"{""distance_nm"": 60.25294960845458, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-23.959638626164804, 61.5], ""point_b_nm"": [-23.959638626164814, 1.2470503915454216], ""touch_or_overlap"": false}",True,True,True,,8955ed35d730bcf6f72d6cb0d865d4195970eb0d94c10a58cc0dd850f77f8eca
1445,81.445,-1.3759093210000088,-4.374861293000009,60.25336779921852,72.25336779921852,60.25336779921852,direct,"{""distance_nm"": 60.25336779921852, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-23.961492983365304, 61.5], ""point_b_nm"": [-23.96149298336531, 1.2466322007814732], ""touch_or_overlap"": false}",True,True,True,,4fcb6b4576ce1a71655f49b4a0338546815ba8250b5e1558ef607b6ac910e17d
1446,81.446,-1.374909321000004,-4.3738612930000045,60.253786022347036,72.25378602234704,60.253786022347036,direct,"{""distance_nm"": 60.253786022347036, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-23.963347333266725, 61.5], ""point_b_nm"": [-23.963347333266725, 1.2462139776529613], ""touch_or_overlap"": false}",True,True,True,,235c2d3caa8e0aaa08c8e53a2f6b7dd6702757a04e0a0e0302bf2c385b89b645
1447,81.447,-1.3739093209999993,-4.372861293,60.25420427784002,72.25420427784002,60.25420427784002,direct,"{""distance_nm"": 60.25420427784002, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-23.965201675868514, 61.5], ""point_b_nm"": [-23.96520167586852, 1.2457957221599862], ""touch_or_overlap"": false}",True,True,True,,57fc5060f016456e97bee195f96c0fe89f64059be43baad15d40bef9c333c08f
1448,81.448,-1.3729093210000087,-4.371861293000009,60.25462256569729,72.25462256569728,60.25462256569729,direct,"{""distance_nm"": 60.25462256569729, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-23.96705601117003, 61.5], ""point_b_nm"": [-23.967056011170037, 1.2453774343027106], ""touch_or_overlap"": false}",True,True,True,,f30389a26dd9ce3cece5589fdd25d880ddd465aa8a86847a739d122a88608b7a
1449,81.449,-1.371909321000004,-4.370861293000004,60.255040885918774,72.25504088591876,60.255040885918774,direct,"{""distance_nm"": 60.255040885918774, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-23.968910339170833, 61.5], ""point_b_nm"": [-23.968910339170826, 1.2449591140812242], ""touch_or_overlap"": false}",True,True,True,,f81d98079bc6dcbd577050ca04cf52a26ac944aec09bfd3662b42d214f2665a0
1450,81.45,-1.3709093209999992,-4.369861293,60.25545923850432,72.25545923850433,60.25545923850432,direct,"{""distance_nm"": 60.25545923850432, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-23.97076465987027, 61.5], ""point_b_nm"": [-23.970764659870262, 1.244540761495677], ""touch_or_overlap"": false}",True,True,True,,5634b6dbaae817c13fe642073fe3f2ee13d4d688cdcb8c5b756f08b1d972b532
1451,81.451,-1.3699093210000086,-4.368861293000009,60.2558776234538,72.25587762345381,60.2558776234538,direct,"{""distance_nm"": 60.2558776234538, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-23.972618973267757, 61.5], ""point_b_nm"": [-23.972618973267735, 1.2441223765461986], ""touch_or_overlap"": false}",True,True,True,,1fc421a31152fe5b60278e5fd9a2a74b6ebdfd2d4ab96072d803c8b73c7247fb
1452,81.452,-1.3689093210000038,-4.367861293000004,60.2562960407671,72.2562960407671,60.2562960407671,direct,"{""distance_nm"": 60.2562960407671, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-23.974473279362797, 61.5], ""point_b_nm"": [-23.97447327936279, 1.243703959232902], ""touch_or_overlap"": false}",True,True,True,,aad29064884022de4946fed1e9debf63e91049628a31e87c880d7f567255b32f
1453,81.453,-1.367909320999999,-4.3668612929999995,60.256714490444075,72.25671449044407,60.256714490444075,direct,"{""distance_nm"": 60.256714490444075, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-23.976327578154766, 61.5], ""point_b_nm"": [-23.976327578154766, 1.243285509555923], ""touch_or_overlap"": false}",True,True,True,,b6b2b2f125e11d28f561735911d49108c7f2fca7ab7cc4f9a8028921f7b40317
1454,81.454,-1.3669093210000085,-4.365861293000009,60.25713297248461,72.25713297248461,60.25713297248461,direct,"{""distance_nm"": 60.25713297248461, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-23.97818186964315, 61.5], ""point_b_nm"": [-23.978181869643148, 1.2428670275153886], ""touch_or_overlap"": false}",True,True,True,,0a7f4ff49572e5d6347d22404609bb803d7422c4f49b0b61949ff984e5bb23c2
1455,81.455,-1.3659093210000037,-4.364861293000004,60.257551486888566,72.25755148688856,60.257551486888566,direct,"{""distance_nm"": 60.257551486888566, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-23.980036153827356, 61.5], ""point_b_nm"": [-23.98003615382735, 1.2424485131114356], ""touch_or_overlap"": false}",True,True,True,,7897652861480965a84c8ee202698a0b24a15422a742088d15b294b0ef135598
1456,81.456,-1.364909320999999,-4.363861292999999,60.25797003365584,72.25797003365582,60.25797003365584,direct,"{""distance_nm"": 60.25797003365584, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-23.98189043070684, 61.5], ""point_b_nm"": [-23.981890430706837, 1.2420299663441652], ""touch_or_overlap"": false}",True,True,True,,37f1fd65ca59b770cbf18ad3212a125cffdc2c02cc83c3f36c8870c3b563de4f
1457,81.457,-1.3639093210000084,-4.362861293000009,60.25838861278626,72.25838861278626,60.25838861278626,direct,"{""distance_nm"": 60.25838861278626, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-23.983744700280965, 61.5], ""point_b_nm"": [-23.98374470028098, 1.2416113872137382], ""touch_or_overlap"": false}",True,True,True,,356a1fba3cb203592b1db3cbe8576eb72bedde9906cb4a8e441d906923b8d4a0
1458,81.458,-1.3629093210000036,-4.361861293000004,60.25880722427974,72.25880722427974,60.25880722427974,direct,"{""distance_nm"": 60.25880722427974, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-23.985598962549304, 61.5], ""point_b_nm"": [-23.985598962549304, 1.2411927757202585], ""touch_or_overlap"": false}",True,True,True,,0d2c3d2705202564dc9f236cccf42ca2e89a1ade648cf0e5aec46583d7d3703a
1459,81.459,-1.3619093209999988,-4.360861292999999,60.25922586813614,72.25922586813616,60.25922586813614,direct,"{""distance_nm"": 60.25922586813614, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-23.98745321751116, 61.5], ""point_b_nm"": [-23.987453217511167, 1.2407741318638577], ""touch_or_overlap"": false}",True,True,True,,a085ff09f28ff3b277ec07f4366f37859489baae89efcac036ab6ac63470a655
1460,81.46,-1.3609093210000083,-4.359861293000009,60.259644544355325,72.2596445443553,60.259644544355325,direct,"{""distance_nm"": 60.259644544355325, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-23.989307465166036, 61.5], ""point_b_nm"": [-23.989307465166043, 1.2403554556446776], ""touch_or_overlap"": false}",True,True,True,,0c81adb28d5120e676f9f6fc51320ba1dbec41216ea5dd1ef4cb911ca3dbe457
1461,81.461,-1.3599093210000035,-4.358861293000004,60.26006325293717,72.26006325293719,60.26006325293717,direct,"{""distance_nm"": 60.26006325293717, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-23.99116170551335, 61.5], ""point_b_nm"": [-23.991161705513356, 1.2399367470628304], ""touch_or_overlap"": false}",True,True,True,,b6edc623f36d556338eb24e6461f7c954acc5030e952b878a2d795f1edca6c68
1462,81.462,-1.3589093209999987,-4.357861292999999,60.26048199388158,72.26048199388157,60.26048199388158,direct,"{""distance_nm"": 60.26048199388158, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-23.99301593855256, 61.5], ""point_b_nm"": [-23.99301593855256, 1.239518006118426], ""touch_or_overlap"": false}",True,True,True,,c2c6e28c36da7f3a3972b8d6964284c1215d7cae119dce499bed7c7c27bb10bb
1463,81.463,-1.3579093210000082,-4.356861293000009,60.26090076718837,72.26090076718836,60.26090076718837,direct,"{""distance_nm"": 60.26090076718837, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-23.994870164283043, 61.5], ""point_b_nm"": [-23.994870164283057, 1.2390992328116344], ""touch_or_overlap"": false}",True,True,True,,78b76fa266ffe8f4568f28611dbd69e6cb95c6dea99e033540712dfec6ccd879
1464,81.464,-1.3569093210000034,-4.355861293000004,60.26131957285743,72.26131957285742,60.26131957285743,direct,"{""distance_nm"": 60.26131957285743, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-23.996724382704272, 61.5], ""point_b_nm"": [-23.996724382704294, 1.2386804271425689], ""touch_or_overlap"": false}",True,True,True,,0268325e5bef26fbf6d3ae28307dd22ba0f841ef0e46a1d22b946fc55265c67c
1465,81.465,-1.3559093209999986,-4.354861292999999,60.261738410888654,72.26173841088865,60.261738410888654,direct,"{""distance_nm"": 60.261738410888654, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-23.998578593815736, 61.5], ""point_b_nm"": [-23.998578593815743, 1.2382615891113433], ""touch_or_overlap"": false}",True,True,True,,0c9e7f9e59fce0ff22bbd17a851c87c8a3853c454ad5fa913c0117987fe9d788
1466,81.466,-1.354909321000008,-4.3538612930000085,60.26215728128191,72.26215728128193,60.26215728128191,direct,"{""distance_nm"": 60.26215728128191, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-24.000432797616753, 61.5], ""point_b_nm"": [-24.000432797616753, 1.2378427187180927], ""touch_or_overlap"": false}",True,True,True,,888e3265fad4fa19e091f7ba7777d9b862719dc3468313cf127fef4b6560503b
1467,81.467,-1.3539093210000033,-4.352861293000004,60.262576184037066,72.26257618403707,60.262576184037066,direct,"{""distance_nm"": 60.262576184037066, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-24.002286994106854, 61.5], ""point_b_nm"": [-24.002286994106854, 1.2374238159629316], ""touch_or_overlap"": false}",True,True,True,,00bb2a9bd46853d6a545db1af4c18e8d94e4e14d1290829a7c9b7c58b32505c2
1468,81.468,-1.3529093209999985,-4.351861292999999,60.26299511915398,72.26299511915397,60.26299511915398,direct,"{""distance_nm"": 60.26299511915398, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-24.004141183285427, 61.5], ""point_b_nm"": [-24.004141183285427, 1.2370048808460234], ""touch_or_overlap"": false}",True,True,True,,bb71b495334b86c10f37e26ebaaae76896d2a7f51837c379c70bdbc8b970a8bd
1469,81.469,-1.351909321000008,-4.350861293000008,60.26341408663255,72.26341408663254,60.26341408663255,direct,"{""distance_nm"": 60.26341408663255, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-24.005995365151904, 61.5], ""point_b_nm"": [-24.00599536515191, 1.2365859133674526], ""touch_or_overlap"": false}",True,True,True,,32a62e1674418f99263f902fef2380328298efc4e3e9cb50a5c3aa6c98bdc68c
1470,81.47,-1.3509093210000032,-4.349861293000004,60.263833086472616,72.2638330864726,60.263833086472616,direct,"{""distance_nm"": 60.263833086472616, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-24.007849539705745, 61.5], ""point_b_nm"": [-24.00784953970576, 1.236166913527387], ""touch_or_overlap"": false}",True,True,True,,dd43fb34a2371acecd65d8a168210db12ac46a5809d51848ad9758f8a689da1c
1471,81.471,-1.3499093209999984,-4.348861292999999,60.264252118674094,72.26425211867408,60.264252118674094,direct,"{""distance_nm"": 60.264252118674094, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-24.009703706946425, 61.5], ""point_b_nm"": [-24.009703706946418, 1.2357478813259073], ""touch_or_overlap"": false}",True,True,True,,428cc242a64f87b83ba7f2d4c1fae146576f1cd7367422d653a4912af7195b67
1472,81.472,-1.3489093210000078,-4.347861293000008,60.26467118323681,72.2646711832368,60.26467118323681,direct,"{""distance_nm"": 60.26467118323681, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-24.01155786687326, 61.5], ""point_b_nm"": [-24.011557866873254, 1.2353288167631948], ""touch_or_overlap"": false}",True,True,True,,6337876214f9b267f646318994ccf77aaf1e6ac4b1c6644511a669ffd03f46a2
1473,81.473,-1.347909321000003,-4.3468612930000035,60.26509028016065,72.26509028016065,60.26509028016065,direct,"{""distance_nm"": 60.26509028016065, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-24.013412019485784, 61.5], ""point_b_nm"": [-24.013412019485806, 1.23490971983935], ""touch_or_overlap"": false}",True,True,True,,8a11cceacb028506fadb797096ca70db1f40ad3b18529329574ae821a95799ed
1474,81.474,-1.3469093209999983,-4.345861292999999,60.26550940944553,72.26550940944554,60.26550940944553,direct,"{""distance_nm"": 60.26550940944553, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-24.015266164783426, 61.5], ""point_b_nm"": [-24.015266164783448, 1.2344905905544685], ""touch_or_overlap"": false}",True,True,True,,8931657805f7248beb1ccfdf790bf4e62cc8a9c0dbbd4c25e31ff095b6dee6f2
1475,81.475,-1.3459093210000077,-4.344861293000008,60.26592857109125,72.26592857109125,60.26592857109125,direct,"{""distance_nm"": 60.26592857109125, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-24.017120302765562, 61.5], ""point_b_nm"": [-24.01712030276557, 1.2340714289087487], ""touch_or_overlap"": false}",True,True,True,,3d577eb1903f953c9de2d1c576de10316c6c619c5b7b5dec8c6278f677d2bffd
1476,81.476,-1.344909321000003,-4.343861293000003,60.26634776509775,72.26634776509775,60.26634776509775,direct,"{""distance_nm"": 60.26634776509775, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-24.01897443343171, 61.5], ""point_b_nm"": [-24.018974433431715, 1.233652234902249], ""touch_or_overlap"": false}",True,True,True,,85e4721630406f2a15b18634157a30e19ac9fa744b90fc15a92829bd9c68e6e1
1477,81.477,-1.3439093209999982,-4.342861292999999,60.266766991464856,72.26676699146483,60.266766991464856,direct,"{""distance_nm"": 60.266766991464856, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-24.020828556781225, 61.5], ""point_b_nm"": [-24.020828556781233, 1.233233008535147], ""touch_or_overlap"": false}",True,True,True,,97d02305a8c8b533b08e38b235bee7ddbc15e9204d765eee02ffa01ea06295ca
1478,81.478,-1.3429093210000076,-4.341861293000008,60.267186250192445,72.26718625019245,60.267186250192445,direct,"{""distance_nm"": 60.267186250192445, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-24.022682672813588, 61.5], ""point_b_nm"": [-24.022682672813588, 1.2328137498075558], ""touch_or_overlap"": false}",True,True,True,,7e93abb096277edbc880f4e2511db1e08aa763b9abcee1b7c1e7129b7073fc74
1479,81.479,-1.3419093210000028,-4.340861293000003,60.26760554128042,72.2676055412804,60.26760554128042,direct,"{""distance_nm"": 60.26760554128042, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-24.024536781528212, 61.5], ""point_b_nm"": [-24.024536781528216, 1.2323944587195843], ""touch_or_overlap"": false}",True,True,True,,6cdd4250f9c8149e0023a0567557a96a9224112d338aacd3bf5c0adb1298f61d
1480,81.48,-1.340909320999998,-4.3398612929999985,60.268024864728616,72.2680248647286,60.268024864728616,direct,"{""distance_nm"": 60.268024864728616, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-24.026390882924574, 61.5], ""point_b_nm"": [-24.02639088292458, 1.2319751352713872], ""touch_or_overlap"": false}",True,True,True,,3370b0e1bcbfe60a75c7062f323f5968cd7076e97522a2d132982f93b959001a
1481,81.481,-1.3399093210000075,-4.338861293000008,60.268444220536914,72.2684442205369,60.268444220536914,direct,"{""distance_nm"": 60.268444220536914, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-24.028244977002046, 61.5], ""point_b_nm"": [-24.028244977002043, 1.2315557794630863], ""touch_or_overlap"": false}",True,True,True,,1582772684f64dc18e371d98c7c3afdc23223d5b479c8db8c52469302231ff40
1482,81.482,-1.3389093210000027,-4.337861293000003,60.26886360870522,72.26886360870523,60.26886360870522,direct,"{""distance_nm"": 60.26886360870522, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-24.03009906376012, 61.5], ""point_b_nm"": [-24.030099063760115, 1.2311363912947835], ""touch_or_overlap"": false}",True,True,True,,d910381235a567729d5845c7c47d7075dbca18a3640106364f92dedde4f49b22
1483,81.483,-1.337909320999998,-4.336861292999998,60.26928302923337,72.26928302923338,60.26928302923337,direct,"{""distance_nm"": 60.26928302923337, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-24.031953143198194, 61.5], ""point_b_nm"": [-24.031953143198187, 1.2307169707666263], ""touch_or_overlap"": false}",True,True,True,,c6fa3dbedb520f6b4aa62b148003e3374b1b5263058558236a799c53c8b82514
1484,81.484,-1.3369093210000074,-4.335861293000008,60.26970248212124,72.26970248212123,60.26970248212124,direct,"{""distance_nm"": 60.26970248212124, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-24.033807215315704, 61.5], ""point_b_nm"": [-24.033807215315704, 1.2302975178787579], ""touch_or_overlap"": false}",True,True,True,,9336bdbc3bd4b62f4ea7866747565cfb16cfc3ab2e8932d137c16ec1b468d52a
1485,81.485,-1.3359093210000026,-4.334861293000003,60.270121967368716,72.27012196736871,60.270121967368716,direct,"{""distance_nm"": 60.270121967368716, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-24.035661280112095, 61.5], ""point_b_nm"": [-24.03566128011211, 1.2298780326312855], ""touch_or_overlap"": false}",True,True,True,,d83038f3208487b86a1d703baecab71b818d8441703d0971f6e115fc4ee5a34b
1486,81.486,-1.3349093209999978,-4.333861292999998,60.270541484975666,72.27054148497567,60.270541484975666,direct,"{""distance_nm"": 60.270541484975666, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-24.037515337586868, 61.5], ""point_b_nm"": [-24.037515337586854, 1.2294585150243371], ""touch_or_overlap"": false}",True,True,True,,23156f2d8feea90701f6dd53ac8a5844b49cc7cf1d4396cc24b56b82b8f9b44d
1487,81.487,-1.3339093210000073,-4.332861293000008,60.27096103494196,72.27096103494193,60.27096103494196,direct,"{""distance_nm"": 60.27096103494196, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-24.039369387739328, 61.5], ""point_b_nm"": [-24.039369387739328, 1.229038965058038], ""touch_or_overlap"": false}",True,True,True,,cac74673d771dd5c2f8fb48b13e03e7f71ac4e64954e48c055a4ad213a05c33f
1488,81.488,-1.3329093210000025,-4.331861293000003,60.27138061726747,72.27138061726748,60.27138061726747,direct,"{""distance_nm"": 60.27138061726747, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-24.041223430569005, 61.5], ""point_b_nm"": [-24.041223430568994, 1.228619382732532], ""touch_or_overlap"": false}",True,True,True,,2cee45e7a2ea5a8c8711f21d74f041a4a450056c639dfdaaea67b15bd283e660
1489,81.489,-1.3319093209999977,-4.330861292999998,60.27180023195206,72.27180023195206,60.27180023195206,direct,"{""distance_nm"": 60.27180023195206, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-24.043077466075317, 61.5], ""point_b_nm"": [-24.043077466075314, 1.2281997680479462], ""touch_or_overlap"": false}",True,True,True,,c8bee633e72e8e01b5fe3b4d06a0132f72f732d42cea034661b99b4fa2b91128
1490,81.49,-1.3309093210000071,-4.3298612930000075,60.2722198789956,72.2722198789956,60.2722198789956,direct,"{""distance_nm"": 60.2722198789956, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-24.04493149425764, 61.5], ""point_b_nm"": [-24.044931494257636, 1.2277801210043995], ""touch_or_overlap"": false}",True,True,True,,4a473bd1bc8894d15e9f8accbb59bd98fc87b41a096d4437137fb89470b91a3b
1491,81.491,-1.3299093210000024,-4.328861293000003,60.27263955839799,72.272639558398,60.27263955839799,direct,"{""distance_nm"": 60.27263955839799, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-24.046785515115516, 61.5], ""point_b_nm"": [-24.04678551511551, 1.22736044160201], ""touch_or_overlap"": false}",True,True,True,,8a09de6c80b9d0a31852a76d0fa48fa8fff48f6c3e4b00443ee4ae628350fbe6
1492,81.492,-1.3289093209999976,-4.327861292999998,60.273059270159074,72.27305927015908,60.273059270159074,direct,"{""distance_nm"": 60.273059270159074, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-24.048639528648295, 61.5], ""point_b_nm"": [-24.04863952864828, 1.2269407298409245], ""touch_or_overlap"": false}",True,True,True,,29bd633af68fc2f6558e1294ab5bd62ce6332c292183bb3340926a8632dd31e5
1493,81.493,-1.327909321000007,-4.326861293000007,60.273479014278756,72.27347901427873,60.273479014278756,direct,"{""distance_nm"": 60.273479014278756, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-24.05049353485542, 61.5], ""point_b_nm"": [-24.050493534855416, 1.226520985721244], ""touch_or_overlap"": false}",True,True,True,,16a39ba1d6cd62e31dcd37fe6471713db4cd24b42aef606e6e493de83d36eec6
1494,81.494,-1.3269093210000023,-4.325861293000003,60.27389879075685,72.27389879075687,60.27389879075685,direct,"{""distance_nm"": 60.27389879075685, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-24.052347533736366, 61.5], ""point_b_nm"": [-24.05234753373636, 1.2261012092431471], ""touch_or_overlap"": false}",True,True,True,,5d2e10edfefc4ed62f21328f9f11149281aaad2e3230a24b855368bfa86ef1e6
1495,81.495,-1.3259093209999975,-4.324861292999998,60.27431859959329,72.2743185995933,60.27431859959329,direct,"{""distance_nm"": 60.27431859959329, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-24.05420152529055, 61.5], ""point_b_nm"": [-24.054201525290566, 1.225681400406704], ""touch_or_overlap"": false}",True,True,True,,2c813203b5139a80044f0e5d37a4581df5a2f839cce854c93aab435d562b49dd
