geometry_id,geometry_hash,D1,D2,D3,D4,D5,D6,calibrated_eta_plus1,ridge_eta_plus1,residual_mlp_eta_plus1,cnn_eta_plus1,lf_eta_plus1,model_rank_variance,pairwise_model_reversal_proxy,predicted_ps_contrast,nearest_hf16_distance,lf_response_distance,residual_tail_score,performance_score,ps_risk_score,geometry_span,predicted_rank_vector,residual_tail_score_norm,performance_score_norm,ps_risk_score_norm,nearest_hf16_distance_norm,lf_response_distance_norm,model_rank_variance_norm,predicted_ps_contrast_norm,pairwise_model_reversal_proxy_norm,geometry_span_norm,ranking_ambiguity_score,residual_tail_role_score,polarization_stress_role_score,coverage_control_role_score,ranking_champion_stress_role_score,acquisition_role,selection_tier,expected_information_rationale
K6X_D105_D110_D115_D120_D135_D200,04dd1829254c4801f45f498a2b6458529817ace687391911b5e3426f2ea99ce3,105.0,110.0,115.0,120.0,135.0,200.0,0.7015343999320811,0.42308886958166664,0.4086568585850976,0.4202099252830852,0.21214851407686106,1.707825127659933,0.10294303719913096,0.15408499403433365,2.774859801187111,0.04335859482261267,0.8127509371595549,0.7910405381386237,0.05967564900361062,95.0,"{""LF_affine"": 6, ""LF_global_bias"": 5, ""LF_only"": 4, ""LF_ridge_residual"": 1, ""circular_cnn"": 2, ""corrected_residual_mlp"": 3}",0.7891079678804357,0.7720917596996937,0.0929451791671244,0.6152225556726596,0.09863818133019218,0.0,0.6562859776392062,0.5126180328835956,0.6666666666666666,0.33415113448662725,0.40337094066741963,0.2752296177328719,0.49636528428584414,0.4756585840186898,backup,backup,M7A deterministic role/coverage proxy
K6X_D105_D110_D115_D125_D165_D230,8562bc97d6c350f55a323b07984a1523cafda55a9534ed81b3eb0c333215b5ae,105.0,110.0,115.0,125.0,165.0,230.0,0.6528738601641222,0.2933981201237197,0.286817093803124,0.4706976616924459,0.27789377259660847,1.707825127659933,0.1426388247313546,0.22724110226739536,3.3135448659961524,0.1537760830061002,0.32305019224017895,0.6810940844222867,0.047151908771067445,125.0,"{""LF_affine"": 5, ""LF_global_bias"": 6, ""LF_only"": 4, ""LF_ridge_residual"": 2, ""circular_cnn"": 1, ""corrected_residual_mlp"": 3}",0.23757524638152283,0.6521751855922588,0.0734393790762729,0.7561612240056597,0.48156256776357353,0.0,1.0,0.7971693767558057,0.9523809523809523,0.3550864310288388,0.36297585352558753,0.2751650899915433,0.7267555056201966,0.42196352639096507,backup,backup,M7A deterministic role/coverage proxy
K6X_D105_D110_D165_D200_D215_D220,4ef84012a8f7313d144dc0f2eb6c8fecfe26d2127a794fcb3ca59499c7714070,105.0,110.0,165.0,200.0,215.0,220.0,0.6075827702879906,0.08422922856888787,0.06592267281799154,0.11317372863942926,0.398017921209291,1.707825127659933,0.05725862195011081,0.050160222348164425,3.156133782259585,0.30326919724995444,0.9600006704370685,0.5932298167664222,0.25499006406636043,115.0,"{""LF_affine"": 6, ""LF_global_bias"": 5, ""LF_only"": 3, ""LF_ridge_residual"": 2, ""circular_cnn"": 1, ""corrected_residual_mlp"": 4}",0.954950162275927,0.5563432455195582,0.3971485452810148,0.7149770331453643,1.0,0.0,0.16800957581939033,0.18513840440734522,0.8571428571428571,0.2039306545373365,0.6212602376780435,0.4071009130881811,0.8146659396585219,0.32587289429546284,backup,backup,M7A deterministic role/coverage proxy
K6X_D105_D115_D125_D135_D145_D150,c486ccec690462e55ec85915b6b8a30917e5fd7e501a9593a0aa01533cc16c72,105.0,115.0,125.0,135.0,145.0,150.0,0.7502292435277592,0.5512480642310972,0.6073666458780115,0.4312571314248172,0.44943755360231835,1.707825127659933,0.08609854278233171,0.12909110567786478,1.9291436708862606,0.04143423702229153,0.43783385278761566,0.8414349801293214,0.0,45.0,"{""LF_affine"": 4, ""LF_global_bias"": 3, ""LF_only"": 1, ""LF_ridge_residual"": 5, ""circular_cnn"": 6, ""corrected_residual_mlp"": 2}",0.366852045206401,0.8270560503458628,0.0,0.39395392771358845,0.09196456882470083,0.0,0.5388555933701304,0.3918716307809222,0.19047619047619047,0.3264911412599433,0.2297636841846,0.1444563231946662,0.27776104054388695,0.5325716001910128,backup,unselected,M7A deterministic role/coverage proxy
K6X_D105_D125_D135_D155_D160_D165,15c32c640ecaa81d7b0a38000cc3fb0e98bb69357d1c2a7876ba0a125bd274b5,105.0,125.0,135.0,155.0,160.0,165.0,0.810359538956122,0.6019263096689182,0.5736902559345419,0.5629913237961855,0.40205782268785756,1.707825127659933,0.07902797094705981,0.1239735023541884,2.0461288988307063,0.04032227512110363,0.7215973586452203,0.945725137587546,0.10819884693060484,60.0,"{""LF_affine"": 3, ""LF_global_bias"": 2, ""LF_only"": 1, ""LF_ridge_residual"": 4, ""circular_cnn"": 6, ""corrected_residual_mlp"": 5}",0.6864448991512816,0.9408034061976591,0.16852034928070697,0.42456131469760927,0.08810831982144424,0.0,0.5148112303536622,0.34118764533187684,0.3333333333333333,0.3504785509256731,0.330520323724685,0.28957098048235547,0.3222024697057128,0.5725680343826124,backup,unselected,M7A deterministic role/coverage proxy
K6X_D105_D170_D175_D180_D185_D190,0c9c4c33774ed2a2bdaab5099aa9dc400318c39554bf93146b6f815dee25ad43,105.0,170.0,175.0,180.0,185.0,190.0,0.4073354595086791,0.1764166754388774,0.13459850712255997,0.15662913430820813,0.1815578620244245,1.707825127659933,0.034712493027764565,0.04574187912724235,3.5131651654655625,0.07496671324426477,0.19543658463090374,0.36995503648753997,0.64205211650954,85.0,"{""LF_affine"": 5, ""LF_global_bias"": 6, ""LF_only"": 1, ""LF_ridge_residual"": 2, ""circular_cnn"": 3, ""corrected_residual_mlp"": 4}",0.09384852953402092,0.31282155081613544,1.0,0.8083888074628448,0.20825414481608148,0.0,0.1472505912682227,0.023520971354484763,0.5714285714285714,0.09855065951573758,0.08961471581182465,0.7388349712070466,0.6109630945942993,0.18144403351014046,backup,unselected,M7A deterministic role/coverage proxy
K6X_D110_D115_D120_D125_D130_D140,97c0058ee55e7c461711cba59eb27862b84901f89382791431dc3aa1c092def3,110.0,115.0,120.0,125.0,130.0,140.0,0.44914915480396966,0.3016320985842795,0.307577290318229,0.20061179318211295,0.4284523122482865,1.707825127659933,0.06568733635684007,0.020700059153816917,1.096937950126821,0.14026050977408885,0.16102970742931347,0.46608131941847836,0.0038566976287272383,30.0,"{""LF_affine"": 5, ""LF_global_bias"": 6, ""LF_only"": 3, ""LF_ridge_residual"": 2, ""circular_cnn"": 4, ""corrected_residual_mlp"": 1}",0.05509727416397597,0.41766471893231905,0.006006829554108219,0.17622009077396936,0.43469098363042397,0.0,0.029595006817503825,0.24555796428137291,0.047619047619047616,0.1744110085359703,0.17706838472127218,0.015633509467774115,0.21511760535709865,0.37726090179288696,backup,unselected,M7A deterministic role/coverage proxy
K6X_D110_D120_D130_D220_D225_D230,1349c3d97f9e4cadcb81c54d0a5e5c1f184b70035d02e442c130543a2558cc35,110.0,120.0,130.0,220.0,225.0,230.0,0.09930165840143507,0.1692777756563462,0.17143113961951298,0.02333681370047006,0.3222783024943453,1.707825127659933,0.07063234024816387,0.038716044276952744,1.5204759775346282,0.02178604778918353,0.16133971277997985,0.09415342293938118,0.23986434099740236,120.0,"{""LF_affine"": 5, ""LF_global_bias"": 4, ""LF_only"": 1, ""LF_ridge_residual"": 3, ""circular_cnn"": 6, ""corrected_residual_mlp"": 2}",0.05544642228454991,0.012009805533954206,0.37359014140690605,0.2870323064280317,0.023825264712727782,0.0,0.11424066202017777,0.28100523942580113,0.9047619047619048,0.05980398954534649,0.08156361186293463,0.2899058736173247,0.34477646566598036,0.1760984751472532,backup,unselected,M7A deterministic role/coverage proxy
K6X_D110_D125_D135_D150_D175_D195,8dec6f5b0c5e14724c2affbc607009cd1dc9594a8198830842a33521d111b112,110.0,125.0,135.0,150.0,175.0,195.0,0.8134463727474213,0.8178145889677372,0.8206962807611986,0.8258313807574186,0.43405536735140693,1.707825127659933,0.08304241194194371,0.1242373368956826,0.42340291434130045,0.019918855957009575,0.6200592803247292,0.9891521801483587,0.07172425387488976,85.0,"{""LF_affine"": 3, ""LF_global_bias"": 2, ""LF_only"": 1, ""LF_ridge_residual"": 6, ""circular_cnn"": 4, ""corrected_residual_mlp"": 5}",0.5720861336135852,0.9881684824823945,0.11171095309959007,0.0,0.017349901992100732,0.0,0.5160508210547665,0.36996436576002345,0.5714285714285714,0.370443417896723,0.27856049541478467,0.23861644474202487,0.11862318978373947,0.6816722536930799,RANKING-CHAMPION-STRESS,Primary4,M7A deterministic role/coverage proxy
K6X_D110_D125_D135_D155_D175_D195,a3ad99978a51c5a5a648762b417ca3aafec573a1e02d054ff42fa2f542719e2f,110.0,125.0,135.0,155.0,175.0,195.0,0.8128235326571898,0.8087141687879643,0.8154152144085277,0.8436894796111367,0.439209375755952,1.707825127659933,0.08249848012089164,0.13271736014973035,0.682973714200172,0.019876930794932628,0.6022067484936977,0.9690544941428495,0.10551395491721052,85.0,"{""LF_affine"": 3, ""LF_global_bias"": 2, ""LF_only"": 1, ""LF_ridge_residual"": 6, ""circular_cnn"": 4, ""corrected_residual_mlp"": 5}",0.5519794550582241,0.9662483061437783,0.16433861395991947,0.0679127105244872,0.017204506844750913,0.0,0.5558930566897748,0.36606529887466227,0.5714285714285714,0.36308755161806594,0.27070699575649865,0.281413586615721,0.15593883178537,0.657835725547269,backup,unselected,M7A deterministic role/coverage proxy
K6X_D115_D125_D135_D155_D180_D195,6b0dc7669084190a35b027ffcb34fdd72c7abeb62142a2c3b5c97fe4747d18c8,115.0,125.0,135.0,155.0,180.0,195.0,0.8160011321306229,0.7925859044504424,0.7929653904654763,0.7979619638486342,0.4340117426141784,1.707825127659933,0.08828278617647488,0.12130835923281583,0.5916049044910584,0.025124850395050913,0.6391298914145651,0.9827587187844309,0.055771422643575506,80.0,"{""LF_affine"": 3, ""LF_global_bias"": 2, ""LF_only"": 1, ""LF_ridge_residual"": 6, ""circular_cnn"": 4, ""corrected_residual_mlp"": 5}",0.5935646919865284,0.9811952518093204,0.08686432333059184,0.04400746568140124,0.03540412744821552,0.0,0.5022894179645201,0.4075289443596716,0.5238095238095238,0.3758643644147304,0.2981044629292732,0.22061937912297114,0.13781704274872936,0.673489264613881,backup,unselected,M7A deterministic role/coverage proxy
K6X_D125_D135_D145_D150_D155_D160,bbe83eb1d19ca94723907f2c4c2e23d543f4b2f5db5a699a068121238f388422,125.0,135.0,145.0,150.0,155.0,160.0,0.7585059986873106,0.3750242352063213,0.35111438686197455,0.17706692625175824,0.4260194106750656,1.707825127659933,0.08611140921507447,0.0187746448950334,2.999878637065584,0.11188488213176077,0.6318186059935198,0.8239647187134886,0.06386202256301556,35.0,"{""LF_affine"": 5, ""LF_global_bias"": 4, ""LF_only"": 1, ""LF_ridge_residual"": 2, ""circular_cnn"": 6, ""corrected_residual_mlp"": 3}",0.5853302484253116,0.8080015576638794,0.09946548094911024,0.6740952758394906,0.33628519679940727,0.0,0.020548709856367465,0.3919638612405099,0.09523809523809523,0.3207932395472658,0.3673296583968128,0.1322686034781818,0.4738713199591907,0.4679780319048986,backup,unselected,M7A deterministic role/coverage proxy
K6X_D125_D135_D150_D175_D195_D210,ba68207f7cbc118689cd26066f5c7ffe384d880c539cbbc9c6af112f2dc24d18,125.0,135.0,150.0,175.0,195.0,210.0,0.7772106596014716,0.7806883600429675,0.7699620506980203,0.8208765631372278,0.4431099387261615,1.707825127659933,0.10195321562817344,0.0523011792789806,0.47295657937191465,0.014915955473076212,0.4535103096395447,0.9078306677132467,0.16897110037166535,85.0,"{""LF_affine"": 3, ""LF_global_bias"": 2, ""LF_only"": 1, ""LF_ridge_residual"": 5, ""circular_cnn"": 4, ""corrected_residual_mlp"": 6}",0.38450788706636835,0.8994726051454726,0.263173496398177,0.012964954881216339,0.0,0.0,0.17806857070260199,0.505522694165828,0.5714285714285714,0.37094632037680736,0.2356822993063945,0.2582859503258811,0.12141643947038328,0.6527219507558022,backup,unselected,M7A deterministic role/coverage proxy
K6X_D135_D155_D190_D220_D225_D230,44825bb6c0ca299596847e936de26c97539f13b2aea4f8017223d24deeaaeb90,135.0,155.0,190.0,220.0,225.0,230.0,0.4339497336609797,0.5488754383370146,0.5486852878873999,0.2637008469213139,0.39390777131512755,1.707825127659933,0.17093432042560766,0.014401056549765846,2.146987084525302,0.29861741343682463,1.0,0.36510033404443554,0.5816639149187862,95.0,"{""LF_affine"": 3, ""LF_global_bias"": 2, ""LF_only"": 1, ""LF_ridge_residual"": 4, ""circular_cnn"": 6, ""corrected_residual_mlp"": 5}",1.0,0.30752661618559196,0.9059450159294717,0.45094930892818585,0.9838677596115626,0.0,0.0,1.0,0.6666666666666666,0.2922579848556776,0.7959669399028906,0.7341615111506301,0.6273223931467262,0.34819711549787924,RESIDUAL-TAIL,Primary4,M7A deterministic role/coverage proxy
K6X_D135_D160_D165_D205_D210_D215,a6d69bd20c0d465e33ff70a9f95436eb0cc9b8832bc5c48c41dcf5053df14e5a,135.0,160.0,165.0,205.0,210.0,215.0,0.43873210928656836,0.424786116118098,0.4340360469438813,0.41360786150802265,0.36992985982500515,1.707825127659933,0.11678279533732887,0.10369729318402031,2.6276741924323863,0.18421080932021142,0.4078350971418945,0.3901047844022752,0.45227533346964066,80.0,"{""LF_affine"": 3, ""LF_global_bias"": 2, ""LF_only"": 1, ""LF_ridge_residual"": 5, ""circular_cnn"": 6, ""corrected_residual_mlp"": 4}",0.3330655020685312,0.3347985101212307,0.7044215287824233,0.5767137031893882,0.5871092442169666,0.0,0.41954621994735863,0.6118255816416027,0.5238095238095238,0.22280466936468973,0.3857153531065481,0.6103108643440212,0.56873175257031,0.29649914708083647,backup,backup,M7A deterministic role/coverage proxy
K6X_D145_D170_D190_D210_D225_D230,7483f55aeff7ea22b89928dcfbc36f0e7c1c9cc5a2d9ba78d9bfd27e0c0c3e22,145.0,170.0,190.0,210.0,225.0,230.0,0.38634051856669516,0.5360980950306962,0.5415748113935644,0.5740598711100492,0.4273625661100471,1.707825127659933,0.06986415978859895,0.020385612141002308,3.575822943389009,0.15490117885849694,0.21186064496452908,0.3262648152304122,0.48983074331891685,85.0,"{""LF_affine"": 3, ""LF_global_bias"": 2, ""LF_only"": 1, ""LF_ridge_residual"": 6, ""circular_cnn"": 4, ""corrected_residual_mlp"": 5}",0.11234637089498943,0.26516943036968854,0.7629143035643878,0.8247822520896526,0.4854643648977542,0.0,0.028117620305231694,0.2754986908549199,0.5714285714285714,0.13465056728189057,0.21578705920866884,0.5508981736456168,0.6892820441594618,0.18191966233392134,backup,unselected,M7A deterministic role/coverage proxy
K6X_D150_D155_D160_D165_D195_D225,5bf51dafd6662aa3d6ab0915626262a3aa8cbf7eba4c42d374bf202838833ac1,150.0,155.0,160.0,165.0,195.0,225.0,0.7237832668152723,0.4168908265414757,0.4573515992272984,0.33231019567359577,0.3235669776815496,1.707825127659933,0.05994173303827437,0.1489131206815893,2.525173709200877,0.026588189330967987,0.675601994783195,0.7893696677230649,0.16201564600795537,75.0,"{""LF_affine"": 5, ""LF_global_bias"": 4, ""LF_only"": 2, ""LF_ridge_residual"": 3, ""circular_cnn"": 6, ""corrected_residual_mlp"": 1}",0.6346419389345639,0.7702693720806422,0.2523403347515451,0.549896027048211,0.04047894098906476,0.0,0.6319866342740681,0.20437175165547827,0.47619047619047616,0.2719551619552883,0.2731187642054592,0.3664997550743515,0.40780064536187743,0.45707918719219465,backup,unselected,M7A deterministic role/coverage proxy
K6X_D160_D165_D170_D175_D180_D220,35df0a885e8930de3868cebd5d71e2a3f516172023fcd0da2669969a72abb29b,160.0,165.0,170.0,175.0,180.0,220.0,0.6953605196692727,0.19578964956731026,0.25821958820928226,0.1374000216072256,0.24044708513367663,1.707825127659933,0.08672730031796431,0.1687326499006965,2.497573831874703,0.03027615533633666,0.7844562443343692,0.7561575479460221,0.3558719797326699,60.0,"{""LF_affine"": 5, ""LF_global_bias"": 6, ""LF_only"": 3, ""LF_ridge_residual"": 2, ""circular_cnn"": 4, ""corrected_residual_mlp"": 1}",0.757240650748991,0.7340455241265815,0.5542727304869528,0.5426749433192903,0.0532686914445923,0.0,0.725105996057148,0.39637875390044214,0.3333333333333333,0.2994894080180629,0.35762715140338336,0.6087361756271957,0.37845505835342447,0.4614233725831478,backup,backup,M7A deterministic role/coverage proxy
K6X_D160_D165_D180_D185_D210_D215,77da29089febc651bd851682b2653712c85724c3d45a0fa5de7e2d5afd5afb23,160.0,165.0,180.0,185.0,210.0,215.0,0.6325249908999964,0.29618656472661004,0.3371035327965563,0.38699318739500915,0.4275651289284912,1.707825127659933,0.0487411944705799,0.06918086111545563,2.883042076207677,0.07534035898067734,0.13414779132193752,0.6315327103245231,0.2547788570315345,55.0,"{""LF_affine"": 4, ""LF_global_bias"": 3, ""LF_only"": 1, ""LF_ridge_residual"": 6, ""circular_cnn"": 2, ""corrected_residual_mlp"": 5}",0.02482111774880143,0.5981195067688712,0.3968195890648526,0.6435267853138469,0.20954993651278694,0.0,0.2573754594958367,0.12408292254627418,0.2857142857142857,0.20425243653991618,0.08589145984953207,0.33173091601944427,0.4634700731936697,0.35285671323785006,backup,unselected,M7A deterministic role/coverage proxy
K6X_D170_D195_D205_D210_D225_D230,be637e356d054ce4c000720c4fd65f91320b4dc8d9bf6140ae536acc492fda32,170.0,195.0,205.0,210.0,225.0,230.0,0.13756200603463434,0.19395552678648942,0.21617349169471048,0.18826833841475574,0.39425416951968534,1.707825127659933,0.031431245191316265,0.04692924970930273,2.4832082194459835,0.04800551493059505,0.28400639877501044,0.10722026008403228,0.3685858794280456,60.0,"{""LF_affine"": 3, ""LF_global_bias"": 4, ""LF_only"": 1, ""LF_ridge_residual"": 5, ""circular_cnn"": 6, ""corrected_residual_mlp"": 2}",0.19360159534892907,0.026261564384212642,0.5740747050750808,0.538916401607707,0.11475355454169944,0.0,0.1528292904178914,0.0,0.3333333333333333,0.007878469315263792,0.09644894700755002,0.45177831117102774,0.39175907618633043,0.10403442365135429,backup,unselected,M7A deterministic role/coverage proxy
