candidate_id,family,center_wavelength_nm,cavity_span_nm,top_pair_count,bottom_pair_count,bottom_reflectivity_proxy,termination,spectral_peak_wavelength_nm_at_theta0,spectral_FWHM_nm_at_theta0,angular_peak_angle_deg_at_453,angular_FWHM_deg_at_453,peak_abs_angle_deg_at_453,I_normal_0_5deg_at_453,I_offaxis_20_30deg_at_453,eta5,eta10,eta20,eta30,normal_offaxis_ratio_at_453,pass_level,failure_reason,score,cavity_validity_class,effective_bottom_reflector,top_mirror_extraction_risk,angular_lobe_quality_flag,normal_offaxis_same_basis,I_proxy_normal_abs_at_453,I_proxy_offaxis_abs_at_453,I_proxy_peak_estimate_at_453,ratio_artifact_warning,fwhm_artifact_warning,physical_audit_warning,conservative_score
R2_1_04585,R2D_all_dielectric_highR_mediumR_scan,453,240,12,2,0.4727,TiO2_25nm,451.105,4.360571,0.0,5.0,0.0,0.880025,0.342744,0.45958,0.579009,0.651488,0.960502,2.567589,Level A,meets Level B or better constraints,1.077806,weak_bottom_reflector,weak DBR proxy,high,single_near_normal_lobe_proxy,yes_proxy_I_basis,0.880025,0.342744,0.880025,,proxy_formula_repeated_value_not_true_interpolated_TMM_FWHM,needs FDTD confirmation,1.023711
R2_1_00838,R2A_Taguchi2026_scaled_control,453,320,10,6,0.8534,SiO2_25nm,451.265,3.83718,3.0,7.0,3.0,0.898814,0.339293,0.437326,0.607418,0.678558,0.96357,2.649075,Level A,meets Level B or better constraints,1.074835,true_two_mirror_cavity,DBR proxy,high,single_near_normal_lobe_proxy,yes_proxy_I_basis,0.898814,0.339293,0.898814,,proxy_formula_repeated_value_not_true_interpolated_TMM_FWHM,needs FDTD confirmation,1.757293
R2_1_04660,R2D_all_dielectric_highR_mediumR_scan,453,280,12,4,0.722,TiO2_50nm,451.31,4.017483,0.0,4.0,0.0,0.869045,0.374273,0.463608,0.542302,0.611229,0.955939,2.321954,Level A,meets Level B or better constraints,1.074816,true_two_mirror_cavity,DBR proxy,high,single_near_normal_lobe_proxy,yes_proxy_I_basis,0.869045,0.374273,0.869045,,proxy_formula_repeated_value_not_true_interpolated_TMM_FWHM,needs FDTD confirmation,1.962131
R2_1_04792,R2D_all_dielectric_highR_mediumR_scan,453,310,12,8,0.9227,TiO2_50nm,451.97,3.778091,1.0,3.0,1.0,0.907043,0.550774,0.417064,0.424041,0.506889,0.944113,1.646853,Level A,meets Level B or better constraints,1.070312,true_two_mirror_cavity,DBR proxy,high,single_near_normal_lobe_proxy,yes_proxy_I_basis,0.907043,0.550774,0.907043,,proxy_formula_repeated_value_not_true_interpolated_TMM_FWHM,needs FDTD confirmation,1.561921
R2_1_02155,R2B_Khaidarov_hybrid_scaled_control,453,310,12,0,0.12,none,455.2,5.049393,1.0,9.0,1.0,0.955965,0.357615,0.368362,0.57325,0.73484,0.970562,2.673166,Level A,cavity center shifted away from 453 nm,1.064315,top_filter_only,none in proxy,high,single_near_normal_lobe_proxy,yes_proxy_I_basis,0.955965,0.357615,0.955965,,proxy_formula_repeated_value_not_true_interpolated_TMM_FWHM,"top-filter control, not true RCLED cavity",-1.276657
R2_1_00646,R2A_Taguchi2026_scaled_control,453,290,10,0,0.12,SiO2_25nm,450.725,4.926489,2.0,10.0,2.0,0.935092,0.28585,0.3909,0.621381,0.769108,0.974109,3.271268,Level A,cavity center shifted away from 453 nm,1.056834,top_filter_only,none in proxy,high,single_near_normal_lobe_proxy,yes_proxy_I_basis,0.935092,0.28585,0.935092,,proxy_formula_repeated_value_not_true_interpolated_TMM_FWHM,"top-filter control, not true RCLED cavity",-1.051095
R2_1_00359,R2A_Taguchi2026_scaled_control,453,320,8,0,0.12,none,450.8,5.029978,1.0,10.0,1.0,0.941194,0.320101,0.359162,0.579201,0.767254,0.974696,2.940304,Level A,cavity center shifted away from 453 nm,1.042287,top_filter_only,none in proxy,medium,single_near_normal_lobe_proxy,yes_proxy_I_basis,0.941194,0.320101,0.941194,,proxy_formula_repeated_value_not_true_interpolated_TMM_FWHM,"top-filter control, not true RCLED cavity",-0.577037
R2_1_00655,R2A_Taguchi2026_scaled_control,453,310,10,0,0.12,none,450.7,4.926489,1.0,8.0,1.0,0.890045,0.27915,0.424652,0.624012,0.741565,0.970838,3.188414,Level A,cavity center shifted away from 453 nm,1.03094,top_filter_only,none in proxy,high,single_near_normal_lobe_proxy,yes_proxy_I_basis,0.890045,0.27915,0.890045,,proxy_formula_repeated_value_not_true_interpolated_TMM_FWHM,"top-filter control, not true RCLED cavity",-0.907564
R2_1_04639,R2D_all_dielectric_highR_mediumR_scan,453,220,12,4,0.722,none,451.26,4.017483,0.0,4.0,0.0,0.843816,0.363408,0.463608,0.542302,0.611229,0.955939,2.321954,Level A,meets Level B or better constraints,1.030224,true_two_mirror_cavity,DBR proxy,high,single_near_normal_lobe_proxy,yes_proxy_I_basis,0.843816,0.363408,0.843816,,proxy_formula_repeated_value_not_true_interpolated_TMM_FWHM,needs FDTD confirmation,1.958346
R2_1_04394,R2D_all_dielectric_highR_mediumR_scan,453,210,10,6,0.8534,SiO2_25nm,451.265,3.890496,2.0,8.0,2.0,0.9068,0.371204,0.404931,0.587134,0.677311,0.963434,2.442864,Level A,meets Level B or better constraints,1.028896,true_two_mirror_cavity,DBR proxy,high,single_near_normal_lobe_proxy,yes_proxy_I_basis,0.9068,0.371204,0.9068,,proxy_formula_repeated_value_not_true_interpolated_TMM_FWHM,needs FDTD confirmation,1.650499
R2_1_04678,R2D_all_dielectric_highR_mediumR_scan,453,320,12,4,0.722,SiO2_25nm,454.885,4.017483,3.0,7.0,3.0,0.873304,0.332037,0.436146,0.605781,0.677117,0.963406,2.630138,Level A,meets Level B or better constraints,1.016071,true_two_mirror_cavity,DBR proxy,high,single_near_normal_lobe_proxy,yes_proxy_I_basis,0.873304,0.332037,0.873304,,proxy_formula_repeated_value_not_true_interpolated_TMM_FWHM,needs FDTD confirmation,1.72768
R2_1_00478,R2A_Taguchi2026_scaled_control,453,320,8,4,0.722,SiO2_25nm,451.185,4.063305,3.0,10.0,3.0,0.914649,0.33254,0.364287,0.589294,0.744054,0.9713,2.750495,Level A,meets Level B or better constraints,1.015258,true_two_mirror_cavity,DBR proxy,medium,single_near_normal_lobe_proxy,yes_proxy_I_basis,0.914649,0.33254,0.914649,,proxy_formula_repeated_value_not_true_interpolated_TMM_FWHM,needs FDTD confirmation,2.22243
R2_1_02116,R2B_Khaidarov_hybrid_scaled_control,453,220,12,0,0.12,TiO2_50nm,450.75,5.049393,0.0,9.0,0.0,0.922457,0.347604,0.372746,0.57336,0.729368,0.969879,2.653759,Level A,cavity center shifted away from 453 nm,1.002311,top_filter_only,none in proxy,high,single_near_normal_lobe_proxy,yes_proxy_I_basis,0.922457,0.347604,0.922457,,proxy_formula_repeated_value_not_true_interpolated_TMM_FWHM,"top-filter control, not true RCLED cavity",-1.213327
R2_1_02105,R2B_Khaidarov_hybrid_scaled_control,453,190,12,0,0.12,TiO2_25nm,450.725,5.049393,1.0,9.0,1.0,0.921704,0.344799,0.368362,0.57325,0.73484,0.970562,2.673166,Level A,cavity center shifted away from 453 nm,1.001109,top_filter_only,none in proxy,high,single_near_normal_lobe_proxy,yes_proxy_I_basis,0.921704,0.344799,0.921704,,proxy_formula_repeated_value_not_true_interpolated_TMM_FWHM,"top-filter control, not true RCLED cavity",-1.281796
R2_1_00774,R2A_Taguchi2026_scaled_control,453,310,10,4,0.722,SiO2_25nm,451.085,3.995503,3.0,8.0,3.0,0.866342,0.3004,0.423218,0.624434,0.714349,0.967633,2.883965,Level A,meets Level B or better constraints,1.000785,true_two_mirror_cavity,DBR proxy,high,single_near_normal_lobe_proxy,yes_proxy_I_basis,0.866342,0.3004,0.866342,,proxy_formula_repeated_value_not_true_interpolated_TMM_FWHM,needs FDTD confirmation,1.82069
R2_1_04724,R2D_all_dielectric_highR_mediumR_scan,453,290,12,6,0.8534,TiO2_50nm,451.49,3.857448,0.0,4.0,0.0,0.843515,0.421131,0.451975,0.486533,0.560625,0.950204,2.002975,Level A,meets Level B or better constraints,0.994899,true_two_mirror_cavity,DBR proxy,high,single_near_normal_lobe_proxy,yes_proxy_I_basis,0.843515,0.421131,0.843515,,proxy_formula_repeated_value_not_true_interpolated_TMM_FWHM,needs FDTD confirmation,1.779716
R2_1_04232,R2D_all_dielectric_highR_mediumR_scan,453,260,10,0,0.12,TiO2_50nm,450.75,5.014721,0.0,8.0,0.0,0.888319,0.318038,0.393117,0.589293,0.727821,0.96948,2.793127,Level A,cavity center shifted away from 453 nm,0.993601,top_filter_only,none in proxy,high,single_near_normal_lobe_proxy,yes_proxy_I_basis,0.888319,0.318038,0.888319,,proxy_formula_repeated_value_not_true_interpolated_TMM_FWHM,"top-filter control, not true RCLED cavity",-1.072054
R2_1_00710,R2A_Taguchi2026_scaled_control,453,300,10,2,0.4727,SiO2_25nm,450.905,4.334689,3.0,9.0,3.0,0.873546,0.282376,0.407152,0.627255,0.744293,0.971084,3.093553,Level A,cavity center shifted away from 453 nm,0.985215,weak_bottom_reflector,weak DBR proxy,high,single_near_normal_lobe_proxy,yes_proxy_I_basis,0.873546,0.282376,0.873546,,proxy_formula_repeated_value_not_true_interpolated_TMM_FWHM,needs FDTD confirmation,0.860389
R2_1_04221,R2D_all_dielectric_highR_mediumR_scan,453,230,10,0,0.12,TiO2_25nm,450.725,5.014721,0.0,8.0,0.0,0.88175,0.314381,0.391786,0.589711,0.729949,0.969735,2.804716,Level A,cavity center shifted away from 453 nm,0.981618,top_filter_only,none in proxy,high,single_near_normal_lobe_proxy,yes_proxy_I_basis,0.88175,0.314381,0.88175,,proxy_formula_repeated_value_not_true_interpolated_TMM_FWHM,"top-filter control, not true RCLED cavity",-1.066086
R2_1_04738,R2D_all_dielectric_highR_mediumR_scan,453,320,12,6,0.8534,SiO2_25nm,454.765,3.857448,3.0,6.0,3.0,0.847038,0.360443,0.447098,0.564173,0.629547,0.958015,2.349993,Level A,meets Level B or better constraints,0.977134,true_two_mirror_cavity,DBR proxy,high,single_near_normal_lobe_proxy,yes_proxy_I_basis,0.847038,0.360443,0.847038,,proxy_formula_repeated_value_not_true_interpolated_TMM_FWHM,needs FDTD confirmation,1.628456
R2_1_04649,R2D_all_dielectric_highR_mediumR_scan,453,250,12,4,0.722,TiO2_25nm,451.285,4.017483,0.0,4.0,0.0,0.817337,0.36884,0.45818,0.526952,0.597404,0.954372,2.215968,Level A,meets Level B or better constraints,0.974335,true_two_mirror_cavity,DBR proxy,high,single_near_normal_lobe_proxy,yes_proxy_I_basis,0.817337,0.36884,0.817337,,proxy_formula_repeated_value_not_true_interpolated_TMM_FWHM,needs FDTD confirmation,1.890783
R2_1_04064,R2D_all_dielectric_highR_mediumR_scan,453,290,8,4,0.722,TiO2_50nm,451.21,4.123139,0.0,8.0,0.0,0.880468,0.368953,0.367742,0.558151,0.701925,0.966569,2.386396,Level A,meets Level B or better constraints,0.972983,true_two_mirror_cavity,DBR proxy,medium,single_near_normal_lobe_proxy,yes_proxy_I_basis,0.880468,0.368953,0.880468,,proxy_formula_repeated_value_not_true_interpolated_TMM_FWHM,needs FDTD confirmation,2.354057
R2_1_04424,R2D_all_dielectric_highR_mediumR_scan,453,290,10,6,0.8534,TiO2_50nm,451.29,3.890496,0.0,6.0,0.0,0.849012,0.376993,0.429488,0.550955,0.628679,0.957917,2.252064,Level A,meets Level B or better constraints,0.970031,true_two_mirror_cavity,DBR proxy,high,single_near_normal_lobe_proxy,yes_proxy_I_basis,0.849012,0.376993,0.849012,,proxy_formula_repeated_value_not_true_interpolated_TMM_FWHM,needs FDTD confirmation,1.807351
R2_1_04517,R2D_all_dielectric_highR_mediumR_scan,453,220,12,0,0.12,TiO2_25nm,450.625,4.959948,0.0,6.0,0.0,0.838146,0.289348,0.446638,0.611628,0.699938,0.96601,2.896668,Level A,cavity center shifted away from 453 nm,0.969444,top_filter_only,none in proxy,high,single_near_normal_lobe_proxy,yes_proxy_I_basis,0.838146,0.289348,0.838146,,proxy_formula_repeated_value_not_true_interpolated_TMM_FWHM,"top-filter control, not true RCLED cavity",-0.893073
R2_1_00951,R2A_Taguchi2026_scaled_control,453,300,12,0,0.12,none,450.6,4.873616,1.0,6.0,1.0,0.823157,0.258762,0.489382,0.631689,0.700473,0.966054,3.181139,Level A,cavity center shifted away from 453 nm,0.967552,top_filter_only,none in proxy,high,single_near_normal_lobe_proxy,yes_proxy_I_basis,0.823157,0.258762,0.823157,,proxy_formula_repeated_value_not_true_interpolated_TMM_FWHM,"top-filter control, not true RCLED cavity",-0.797732
R2_1_04211,R2D_all_dielectric_highR_mediumR_scan,453,200,10,0,0.12,none,450.7,5.014721,1.0,9.0,1.0,0.882606,0.311366,0.387409,0.590458,0.736055,0.970473,2.834624,Level A,cavity center shifted away from 453 nm,0.953846,top_filter_only,none in proxy,high,single_near_normal_lobe_proxy,yes_proxy_I_basis,0.882606,0.311366,0.882606,,proxy_formula_repeated_value_not_true_interpolated_TMM_FWHM,"top-filter control, not true RCLED cavity",-1.188012
R2_1_04507,R2D_all_dielectric_highR_mediumR_scan,453,190,12,0,0.12,none,450.6,4.959948,1.0,7.0,1.0,0.84451,0.285564,0.443022,0.617063,0.708516,0.966986,2.957343,Level A,cavity center shifted away from 453 nm,0.953457,top_filter_only,none in proxy,high,single_near_normal_lobe_proxy,yes_proxy_I_basis,0.84451,0.285564,0.84451,,proxy_formula_repeated_value_not_true_interpolated_TMM_FWHM,"top-filter control, not true RCLED cavity",-0.995714
R2_1_00719,R2A_Taguchi2026_scaled_control,453,320,10,2,0.4727,none,450.88,4.334689,1.0,7.0,1.0,0.825612,0.277191,0.441726,0.618849,0.711448,0.96732,2.978493,Level A,cavity center shifted away from 453 nm,0.952033,weak_bottom_reflector,weak DBR proxy,high,single_near_normal_lobe_proxy,yes_proxy_I_basis,0.825612,0.277191,0.825612,,proxy_formula_repeated_value_not_true_interpolated_TMM_FWHM,needs FDTD confirmation,1.064162
R2_1_04528,R2D_all_dielectric_highR_mediumR_scan,453,250,12,0,0.12,TiO2_50nm,450.65,4.959948,0.0,6.0,0.0,0.828506,0.293159,0.44908,0.605052,0.690731,0.964963,2.826135,Level A,cavity center shifted away from 453 nm,0.948853,top_filter_only,none in proxy,high,single_near_normal_lobe_proxy,yes_proxy_I_basis,0.828506,0.293159,0.828506,,proxy_formula_repeated_value_not_true_interpolated_TMM_FWHM,"top-filter control, not true RCLED cavity",-0.936839
R2_1_01198,R2A_Taguchi2026_scaled_control,453,320,12,8,0.9227,SiO2_25nm,451.345,3.727791,3.0,4.0,3.0,0.798891,0.363872,0.46324,0.520071,0.589169,0.953439,2.19553,Level A,meets Level B or better constraints,0.94841,true_two_mirror_cavity,DBR proxy,high,single_near_normal_lobe_proxy,yes_proxy_I_basis,0.798891,0.363872,0.798891,,proxy_formula_repeated_value_not_true_interpolated_TMM_FWHM,needs FDTD confirmation,1.658928
R2_1_02215,R2B_Khaidarov_hybrid_scaled_control,453,310,12,2,0.4727,none,455.08,4.429555,1.0,8.0,1.0,0.86678,0.340406,0.383035,0.575255,0.708508,0.967192,2.546309,Level A,cavity center shifted away from 453 nm,0.945154,weak_bottom_reflector,weak DBR proxy,high,single_near_normal_lobe_proxy,yes_proxy_I_basis,0.86678,0.340406,0.86678,,proxy_formula_repeated_value_not_true_interpolated_TMM_FWHM,needs FDTD confirmation,0.743438
R2_1_04781,R2D_all_dielectric_highR_mediumR_scan,453,280,12,8,0.9227,TiO2_25nm,451.945,3.778091,0.0,2.0,0.0,0.826702,0.545225,0.398159,0.402791,0.488694,0.942051,1.516257,Level A,meets Level B or better constraints,0.942678,true_two_mirror_cavity,DBR proxy,high,single_near_normal_lobe_proxy,yes_proxy_I_basis,0.826702,0.545225,0.826702,,proxy_formula_repeated_value_not_true_interpolated_TMM_FWHM,needs FDTD confirmation,1.611512
R2_1_04000,R2D_all_dielectric_highR_mediumR_scan,453,280,8,2,0.4727,TiO2_50nm,451.03,4.485324,1.0,10.0,1.0,0.898687,0.359448,0.3432,0.552492,0.737515,0.971261,2.500184,Level A,meets Level B or better constraints,0.940926,weak_bottom_reflector,weak DBR proxy,medium,single_near_normal_lobe_proxy,yes_proxy_I_basis,0.898687,0.359448,0.898687,,proxy_formula_repeated_value_not_true_interpolated_TMM_FWHM,needs FDTD confirmation,1.196088
R2_1_01006,R2A_Taguchi2026_scaled_control,453,290,12,2,0.4727,SiO2_25nm,450.805,4.293703,2.0,7.0,2.0,0.814122,0.260309,0.475353,0.63957,0.704057,0.96646,3.127525,Level A,cavity center shifted away from 453 nm,0.938436,weak_bottom_reflector,weak DBR proxy,high,single_near_normal_lobe_proxy,yes_proxy_I_basis,0.814122,0.260309,0.814122,,proxy_formula_repeated_value_not_true_interpolated_TMM_FWHM,needs FDTD confirmation,1.075137
R2_1_04360,R2D_all_dielectric_highR_mediumR_scan,453,280,10,4,0.722,TiO2_50nm,451.11,4.053343,0.0,6.0,0.0,0.819356,0.334853,0.419585,0.5746,0.666271,0.962193,2.446913,Level A,meets Level B or better constraints,0.93486,true_two_mirror_cavity,DBR proxy,high,single_near_normal_lobe_proxy,yes_proxy_I_basis,0.819356,0.334853,0.819356,,proxy_formula_repeated_value_not_true_interpolated_TMM_FWHM,needs FDTD confirmation,1.906784
R2_1_04330,R2D_all_dielectric_highR_mediumR_scan,453,200,10,4,0.722,SiO2_25nm,451.085,4.053343,3.0,9.0,3.0,0.86309,0.330463,0.385841,0.594439,0.712877,0.967521,2.611759,Level A,meets Level B or better constraints,0.934217,true_two_mirror_cavity,DBR proxy,high,single_near_normal_lobe_proxy,yes_proxy_I_basis,0.86309,0.330463,0.86309,,proxy_formula_repeated_value_not_true_interpolated_TMM_FWHM,needs FDTD confirmation,1.592251
R2_1_02223,R2B_Khaidarov_hybrid_scaled_control,453,180,12,4,0.722,none,451.06,4.075965,1.0,7.0,1.0,0.841311,0.350531,0.396035,0.570726,0.679158,0.963693,2.400101,Level A,meets Level B or better constraints,0.92809,true_two_mirror_cavity,DBR proxy,high,single_near_normal_lobe_proxy,yes_proxy_I_basis,0.841311,0.350531,0.841311,,proxy_formula_repeated_value_not_true_interpolated_TMM_FWHM,needs FDTD confirmation,1.74018
R2_1_04053,R2D_all_dielectric_highR_mediumR_scan,453,260,8,4,0.722,TiO2_25nm,451.185,4.123139,0.0,8.0,0.0,0.855248,0.362696,0.371187,0.556437,0.695258,0.965771,2.358027,Level A,meets Level B or better constraints,0.926299,true_two_mirror_cavity,DBR proxy,medium,single_near_normal_lobe_proxy,yes_proxy_I_basis,0.855248,0.362696,0.855248,,proxy_formula_repeated_value_not_true_interpolated_TMM_FWHM,needs FDTD confirmation,2.333252
R2_1_04296,R2D_all_dielectric_highR_mediumR_scan,453,270,10,2,0.4727,TiO2_50nm,450.93,4.40285,0.0,7.0,0.0,0.828558,0.3151,0.406877,0.586345,0.699407,0.966029,2.629514,Level A,cavity center shifted away from 453 nm,0.925017,weak_bottom_reflector,weak DBR proxy,high,single_near_normal_lobe_proxy,yes_proxy_I_basis,0.828558,0.3151,0.828558,,proxy_formula_repeated_value_not_true_interpolated_TMM_FWHM,needs FDTD confirmation,0.929764
R2_1_04413,R2D_all_dielectric_highR_mediumR_scan,453,260,10,6,0.8534,TiO2_25nm,451.265,3.890496,0.0,5.0,0.0,0.809642,0.371085,0.428714,0.540142,0.617411,0.95664,2.181821,Level A,meets Level B or better constraints,0.924699,true_two_mirror_cavity,DBR proxy,high,single_near_normal_lobe_proxy,yes_proxy_I_basis,0.809642,0.371085,0.809642,,proxy_formula_repeated_value_not_true_interpolated_TMM_FWHM,needs FDTD confirmation,1.819299
R2_1_02169,R2B_Khaidarov_hybrid_scaled_control,453,200,12,2,0.4727,TiO2_25nm,450.905,4.429555,1.0,8.0,1.0,0.855296,0.337196,0.384415,0.574688,0.706257,0.966926,2.5365,Level A,cavity center shifted away from 453 nm,0.923897,weak_bottom_reflector,weak DBR proxy,high,single_near_normal_lobe_proxy,yes_proxy_I_basis,0.855296,0.337196,0.855296,,proxy_formula_repeated_value_not_true_interpolated_TMM_FWHM,needs FDTD confirmation,0.73583
R2_1_02233,R2B_Khaidarov_hybrid_scaled_control,453,210,12,4,0.722,TiO2_25nm,451.085,4.075965,0.0,7.0,0.0,0.840336,0.356018,0.399325,0.566308,0.670966,0.962755,2.360379,Level A,meets Level B or better constraints,0.923155,true_two_mirror_cavity,DBR proxy,high,single_near_normal_lobe_proxy,yes_proxy_I_basis,0.840336,0.356018,0.840336,,proxy_formula_repeated_value_not_true_interpolated_TMM_FWHM,needs FDTD confirmation,1.796201
R2_1_02180,R2B_Khaidarov_hybrid_scaled_control,453,230,12,2,0.4727,TiO2_50nm,450.93,4.429555,0.0,8.0,0.0,0.854864,0.341609,0.388109,0.572427,0.699205,0.966097,2.502464,Level A,cavity center shifted away from 453 nm,0.921119,weak_bottom_reflector,weak DBR proxy,high,single_near_normal_lobe_proxy,yes_proxy_I_basis,0.854864,0.341609,0.854864,,proxy_formula_repeated_value_not_true_interpolated_TMM_FWHM,needs FDTD confirmation,0.795344
R2_1_04403,R2D_all_dielectric_highR_mediumR_scan,453,230,10,6,0.8534,none,451.24,3.890496,0.0,5.0,0.0,0.805717,0.365195,0.429158,0.54389,0.621259,0.957076,2.206264,Level A,meets Level B or better constraints,0.920239,true_two_mirror_cavity,DBR proxy,high,single_near_normal_lobe_proxy,yes_proxy_I_basis,0.805717,0.365195,0.805717,,proxy_formula_repeated_value_not_true_interpolated_TMM_FWHM,needs FDTD confirmation,1.833376
R2_1_04703,R2D_all_dielectric_highR_mediumR_scan,453,230,12,6,0.8534,none,451.44,3.857448,0.0,3.0,0.0,0.786295,0.409256,0.444186,0.473997,0.549836,0.948981,1.921278,Level A,meets Level B or better constraints,0.917334,true_two_mirror_cavity,DBR proxy,high,single_near_normal_lobe_proxy,yes_proxy_I_basis,0.786295,0.409256,0.786295,,proxy_formula_repeated_value_not_true_interpolated_TMM_FWHM,needs FDTD confirmation,1.782115
R2_1_04690,R2D_all_dielectric_highR_mediumR_scan,453,200,12,6,0.8534,SiO2_25nm,451.165,3.857448,3.0,6.0,3.0,0.811614,0.343909,0.454293,0.559704,0.625176,0.957519,2.359964,Level A,meets Level B or better constraints,0.915818,true_two_mirror_cavity,DBR proxy,high,single_near_normal_lobe_proxy,yes_proxy_I_basis,0.811614,0.343909,0.811614,,proxy_formula_repeated_value_not_true_interpolated_TMM_FWHM,needs FDTD confirmation,1.629125
R2_1_02206,R2B_Khaidarov_hybrid_scaled_control,453,290,12,2,0.4727,SiO2_25nm,455.105,4.429555,2.0,10.0,2.0,0.882002,0.339974,0.355108,0.573063,0.736049,0.970534,2.594324,Level A,cavity center shifted away from 453 nm,0.913531,weak_bottom_reflector,weak DBR proxy,high,single_near_normal_lobe_proxy,yes_proxy_I_basis,0.882002,0.339974,0.882002,,proxy_formula_repeated_value_not_true_interpolated_TMM_FWHM,needs FDTD confirmation,0.57453
R2_1_02244,R2B_Khaidarov_hybrid_scaled_control,453,240,12,4,0.722,TiO2_50nm,451.11,4.075965,0.0,7.0,0.0,0.836361,0.361549,0.401661,0.560874,0.66223,0.961757,2.313269,Level A,meets Level B or better constraints,0.912172,true_two_mirror_cavity,DBR proxy,high,single_near_normal_lobe_proxy,yes_proxy_I_basis,0.836361,0.361549,0.836361,,proxy_formula_repeated_value_not_true_interpolated_TMM_FWHM,needs FDTD confirmation,1.767338
R2_1_04043,R2D_all_dielectric_highR_mediumR_scan,453,230,8,4,0.722,none,451.16,4.123139,0.0,8.0,0.0,0.846862,0.357606,0.370104,0.557093,0.697527,0.966042,2.368146,Level A,meets Level B or better constraints,0.912119,true_two_mirror_cavity,DBR proxy,medium,single_near_normal_lobe_proxy,yes_proxy_I_basis,0.846862,0.357606,0.846862,,proxy_formula_repeated_value_not_true_interpolated_TMM_FWHM,needs FDTD confirmation,2.338066
R2_1_03989,R2D_all_dielectric_highR_mediumR_scan,453,250,8,2,0.4727,TiO2_25nm,451.005,4.485324,1.0,10.0,1.0,0.880283,0.352348,0.348042,0.554101,0.733162,0.970679,2.498332,Level A,meets Level B or better constraints,0.908718,weak_bottom_reflector,weak DBR proxy,medium,single_near_normal_lobe_proxy,yes_proxy_I_basis,0.880283,0.352348,0.880283,,proxy_formula_repeated_value_not_true_interpolated_TMM_FWHM,needs FDTD confirmation,1.192216
R2_1_04266,R2D_all_dielectric_highR_mediumR_scan,453,190,10,2,0.4727,SiO2_25nm,450.905,4.40285,3.0,10.0,3.0,0.865041,0.31427,0.366887,0.590023,0.742321,0.971088,2.752542,Level A,cavity center shifted away from 453 nm,0.906312,weak_bottom_reflector,weak DBR proxy,high,single_near_normal_lobe_proxy,yes_proxy_I_basis,0.865041,0.31427,0.865041,,proxy_formula_repeated_value_not_true_interpolated_TMM_FWHM,needs FDTD confirmation,0.589053
R2_1_04713,R2D_all_dielectric_highR_mediumR_scan,453,260,12,6,0.8534,TiO2_25nm,451.465,3.857448,0.0,3.0,0.0,0.779876,0.4152,0.43974,0.467381,0.544148,0.948336,1.878317,Level A,meets Level B or better constraints,0.901053,true_two_mirror_cavity,DBR proxy,high,single_near_normal_lobe_proxy,yes_proxy_I_basis,0.779876,0.4152,0.779876,,proxy_formula_repeated_value_not_true_interpolated_TMM_FWHM,needs FDTD confirmation,1.755376
R2_1_02275,R2B_Khaidarov_hybrid_scaled_control,453,310,12,4,0.722,none,454.96,4.075965,1.0,7.0,1.0,0.825981,0.34593,0.397235,0.569366,0.676487,0.963387,2.38771,Level A,meets Level B or better constraints,0.900031,true_two_mirror_cavity,DBR proxy,high,single_near_normal_lobe_proxy,yes_proxy_I_basis,0.825981,0.34593,0.825981,,proxy_formula_repeated_value_not_true_interpolated_TMM_FWHM,needs FDTD confirmation,1.730446
R2_1_04275,R2D_all_dielectric_highR_mediumR_scan,453,210,10,2,0.4727,none,450.88,4.40285,0.0,7.0,0.0,0.813622,0.306007,0.404521,0.588612,0.704527,0.966621,2.658836,Level A,cavity center shifted away from 453 nm,0.899238,weak_bottom_reflector,weak DBR proxy,high,single_near_normal_lobe_proxy,yes_proxy_I_basis,0.813622,0.306007,0.813622,,proxy_formula_repeated_value_not_true_interpolated_TMM_FWHM,needs FDTD confirmation,0.945117
R2_1_04562,R2D_all_dielectric_highR_mediumR_scan,453,180,12,2,0.4727,SiO2_25nm,450.805,4.360571,3.0,8.0,3.0,0.822265,0.286745,0.419083,0.623897,0.715533,0.967768,2.867584,Level A,cavity center shifted away from 453 nm,0.898285,weak_bottom_reflector,weak DBR proxy,high,single_near_normal_lobe_proxy,yes_proxy_I_basis,0.822265,0.286745,0.822265,,proxy_formula_repeated_value_not_true_interpolated_TMM_FWHM,needs FDTD confirmation,0.775044
R2_1_03979,R2D_all_dielectric_highR_mediumR_scan,453,220,8,2,0.4727,none,450.98,4.485324,1.0,10.0,1.0,0.874315,0.3497,0.3432,0.552492,0.737515,0.971261,2.500184,Level A,cavity center shifted away from 453 nm,0.89693,weak_bottom_reflector,weak DBR proxy,medium,single_near_normal_lobe_proxy,yes_proxy_I_basis,0.874315,0.3497,0.874315,,proxy_formula_repeated_value_not_true_interpolated_TMM_FWHM,needs FDTD confirmation,1.192432
R2_1_04285,R2D_all_dielectric_highR_mediumR_scan,453,240,10,2,0.4727,TiO2_25nm,450.905,4.40285,0.0,7.0,0.0,0.811117,0.310344,0.407918,0.585055,0.696763,0.965724,2.613606,Level A,cavity center shifted away from 453 nm,0.892391,weak_bottom_reflector,weak DBR proxy,high,single_near_normal_lobe_proxy,yes_proxy_I_basis,0.811117,0.310344,0.811117,,proxy_formula_repeated_value_not_true_interpolated_TMM_FWHM,needs FDTD confirmation,0.917603
