case_id,candidate_id,group,H_nm,n_material,lambda_nm,L1_nm,W1_nm,theta1_deg,L2_nm,W2_nm,theta2_deg,center_dx_nm,PSI_deg,delta_theta_deg,fdtd_status,t_xx_real,t_xx_imag,t_yx_real,t_yx_imag,t_xy_real,t_xy_imag,t_yy_real,t_yy_imag,t_xx_amp,t_xx_phase_deg,t_yx_amp,t_xy_amp,t_yy_amp,selected_Tx,leakage_xin_to_yout,leakage_yin_to_xout,y_direct_leakage,leakage_sum,ratio,matrix_error,reassigned_bin,phase_err_to_bin_deg,x_status,y_status,notes,material_model_type,is_historical
LPML2A_A00_n2p25_wl450p0,A00,seed_audit,500.0,2.25,450.0,150.0,110.0,45.0,130.0,110.0,135.0,230.0,90.0,-90.0,ok,0.0798604697,-0.465000445,-0.064384483,-0.00204632178,-0.140596825,0.35022568,0.0128990923,0.0246962224,0.471808339,279.745067,0.0644169937,0.377393023,0.027861981,0.222603109,0.00414954908,0.142425494,0.000776289984,0.147351333,1.51069627,0.813600903,300,20.2549334,ok,ok,LP-ML2A onecase v1; two rotated rectangular pillars; object-defined dielectric index from n_material; FSP deleted unless --keep-fsp.,legacy_constant_index,true
LPML2A_A02_n2p35_wl450p0,A02,index_sweep,500.0,2.35,450.0,150.0,110.0,45.0,130.0,110.0,135.0,230.0,90.0,-90.0,ok,0.668882376,-0.37168273,-0.201030328,-0.192003833,0.00514652748,-0.337887936,0.119938904,0.787308844,0.765213489,330.940067,0.277990404,0.337927128,0.796392213,0.585551684,0.0772786649,0.114194744,0.634240556,0.825713965,0.709145914,1.18749612,0,29.0599326,ok,ok,LP-ML2A onecase v1; two rotated rectangular pillars; object-defined dielectric index from n_material; FSP deleted unless --keep-fsp.,legacy_constant_index,true
LPML2A_A04_n2p50_wl450p0,A04,index_sweep,500.0,2.5,450.0,150.0,110.0,45.0,130.0,110.0,135.0,230.0,90.0,-90.0,ok,0.934749269,0.0855438133,0.00354971901,0.276018175,-0.0684066746,0.136226022,0.771632643,0.26419138,0.93865539,5.22887272,0.276041,0.152436879,0.815606535,0.881073941,0.0761986336,0.0232370021,0.66521402,0.764649656,1.15225834,0.931590542,0,5.22887272,ok,ok,LP-ML2A onecase v1; two rotated rectangular pillars; object-defined dielectric index from n_material; FSP deleted unless --keep-fsp.,legacy_constant_index,true
LPML2A_A05_n2p60_wl450p0,A05,index_sweep,500.0,2.6,450.0,150.0,110.0,45.0,130.0,110.0,135.0,230.0,90.0,-90.0,ok,0.755326722,0.588184647,-0.19411539,0.0376626131,-0.245288121,0.139152596,0.103051146,0.931826897,0.957329429,37.9084458,0.197735321,0.282010119,0.937507815,0.916479635,0.0390992571,0.0795297069,0.878920904,0.997549868,0.918730647,1.04329205,60,22.0915542,ok,ok,LP-ML2A onecase v1; two rotated rectangular pillars; object-defined dielectric index from n_material; FSP deleted unless --keep-fsp.,legacy_constant_index,true
LPML2A_B02_n2p25_wl450p0,B02,D_sweep,500.0,2.25,450.0,150.0,110.0,45.0,130.0,110.0,135.0,235.0,90.0,-90.0,ok,0.226267512,-0.207337342,-0.0187948926,0.0263165049,-0.259526515,0.149078845,-0.00784912329,-0.0179345727,0.306896987,317.499812,0.0323389304,0.299296699,0.019576967,0.0941857605,0.00104580642,0.0895785139,0.000383257636,0.091007578,1.03492217,0.982983332,300,17.4998117,ok,ok,LP-ML2A onecase v1; two rotated rectangular pillars; object-defined dielectric index from n_material; FSP deleted unless --keep-fsp.,legacy_constant_index,true
LPML2A_C02_n2p25_wl450p0,C02,PSI_sweep,500.0,2.25,450.0,150.0,110.0,130.0,130.0,110.0,40.0,230.0,85.0,-90.0,ok,0.172968198,-0.604272741,0.483199031,-0.201088054,0.0551068411,-0.474045563,0.332504209,-0.0663970948,0.628540805,285.973342,0.523371483,0.477237844,0.339068759,0.395063543,0.273917709,0.227755959,0.114967623,0.616641291,0.640669946,1.24934627,300,14.0266576,ok,ok,LP-ML2A onecase v1; two rotated rectangular pillars; object-defined dielectric index from n_material; FSP deleted unless --keep-fsp.,legacy_constant_index,true
