FWHM_nm,T448,T449,T450,T450_10deg,T450_20deg,T450_30deg,T450_40deg,T450_50deg,T450_60deg,T451,T452,T453,TE_TM_split_20deg,TE_TM_split_40deg,Tpeak,blue_448_453_mean,blue_448_453_min,candidate_id,compiled_layer_sequence,complex_index_reconstruction,defect_material_id,duplicate_group_id,energy_max,extrapolation_policy,geometry,high_index_material_id,interpolation_axis,interpolation_method,interpolation_source_quantity,logical_layer_sequence,low_index_material_id,material_model,material_policy_id,normal_to_40_60_ratio,peak_count,peak_error_nm,peak_wavelength_nm,physical_sequence_hash,propagation_direction,topology_id,total_layer_count_compiled,total_layer_count_logical,total_thickness_nm
27.5,0.7645021342341201,0.7923338756538667,0.8132719731841371,0.8301964960160582,0.6642188197266105,0.32932565906069805,0.16027322193684304,0.10146665728120023,0.0857742665163775,0.8262028881587382,0.8305164933309571,0.8262321844748513,0.0709837198844363,0.13534879337249234,0.8305164933309571,0.8088432581727784,0.7645021342341201,EX_N2_L79_H47_C153,L79 H47 L79 H47 L153 H47 L79 H47 L79,physical_principal_square_root,APCD_SIO2_NATIVE_M1,DUP_8ccb0a1c47a4f382,1.0000000000000009,forbidden,"{""N"": 2, ""L_nm"": 79, ""H_nm"": 47, ""C_nm"": 153}",APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,L79 H47 L79 H47 L153 H47 L79 H47 L79,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,7.328510334539649,1,2.0,452.0,8ccb0a1c47a4f382,GaN -> reverse(stack) -> Air,Explicit,9,9,657
28.0,0.719981750605602,0.7544708785155683,0.7839779322335766,0.8249654334772413,0.7123628640766673,0.358360088667929,0.1696361848822195,0.10490538583163414,0.08727896958844301,0.8070310655185369,0.8224025166664124,0.8295064100416425,0.06418641601717912,0.14122503785163396,0.8298534849558543,0.7862284255968898,0.719981750605602,EX_N2_L79_H47_C154,L79 H47 L79 H47 L154 H47 L79 H47 L79,physical_principal_square_root,APCD_SIO2_NATIVE_M1,DUP_166ced946c160156,1.000000000000001,forbidden,"{""N"": 2, ""L_nm"": 79, ""H_nm"": 47, ""C_nm"": 154}",APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,L79 H47 L79 H47 L154 H47 L79 H47 L79,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,6.884044049741796,1,3.5,453.5,166ced946c160156,GaN -> reverse(stack) -> Air,Explicit,9,9,658
28.0,0.670167830759268,0.7086728003202423,0.7441893728398532,0.8051912015119087,0.7558988128531264,0.39048853110289033,0.1798631807894587,0.10856801203562733,0.08886198291248198,0.7751790198360364,0.800076029063864,0.8178777691533843,0.05625090991611992,0.1473980620583361,0.8294436302660921,0.7526938036621079,0.670167830759268,EX_N2_L79_H47_C155,L79 H47 L79 H47 L155 H47 L79 H47 L79,physical_principal_square_root,APCD_SIO2_NATIVE_M1,DUP_83f05faf7b22e169,1.000000000000001,forbidden,"{""N"": 2, ""L_nm"": 79, ""H_nm"": 47, ""C_nm"": 155}",APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,L79 H47 L79 H47 L155 H47 L79 H47 L79,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,6.352441791464836,1,4.5,454.5,83f05faf7b22e169,GaN -> reverse(stack) -> Air,Explicit,9,9,659
27.5,0.6182021210216588,0.6583597141112868,0.6973080260309656,0.7729205021221237,0.7916548054019197,0.4258900634825329,0.1910521421521687,0.11247267526025484,0.09052741166675572,0.7336645020058583,0.7658072783768083,0.7925764730092827,0.04816104122431242,0.15385814252234498,0.8292610792554965,0.7109863524259769,0.6182021210216588,EX_N2_L79_H47_C156,L79 H47 L79 H47 L156 H47 L79 H47 L79,physical_principal_square_root,APCD_SIO2_NATIVE_M1,DUP_d59bef1d2b1f7eb3,1.0000000000000016,forbidden,"{""N"": 2, ""L_nm"": 79, ""H_nm"": 47, ""C_nm"": 156}",APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,L79 H47 L79 H47 L156 H47 L79 H47 L79,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,5.76924506015043,1,6.0,456.0,d59bef1d2b1f7eb3,GaN -> reverse(stack) -> Air,Explicit,9,9,660
26.0,0.5665675667987882,0.6065110795693989,0.6466505745285783,0.7311826595959408,0.8165275922854289,0.46464802082253553,0.20331330790116947,0.1166393659449269,0.0922796722774327,0.6858789866910391,0.7227247002217905,0.7561041795606238,0.04116219852035252,0.16058511237376719,0.8289657580004492,0.6640728478950364,0.5665675667987882,EX_N2_L79_H47_C157,L79 H47 L79 H47 L157 H47 L79 H47 L79,physical_principal_square_root,APCD_SIO2_NATIVE_M1,DUP_532a6c1a283fc7c3,1.000000000000001,forbidden,"{""N"": 2, ""L_nm"": 79, ""H_nm"": 47, ""C_nm"": 157}",APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,L79 H47 L79 H47 L157 H47 L79 H47 L79,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,5.168630259602864,1,7.5,457.5,532a6c1a283fc7c3,GaN -> reverse(stack) -> Air,Explicit,9,9,661
24.5,0.517012430684676,0.5554242139637502,0.5950265976316942,0.6833490858262814,0.8280709296035593,0.5066852472198247,0.2167706180554445,0.12109014931088141,0.09412351965752591,0.6350167559647151,0.674180475696828,0.7116602714268002,0.03645244837113648,0.1675447310505396,0.8289169197978251,0.6147201242280772,0.517012430684676,EX_N2_L79_H47_C158,L79 H47 L79 H47 L158 H47 L79 H47 L79,physical_principal_square_root,APCD_SIO2_NATIVE_M1,DUP_3a1c0db5132b1021,1.0000000000000009,forbidden,"{""N"": 2, ""L_nm"": 79, ""H_nm"": 47, ""C_nm"": 158}",APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,L79 H47 L79 H47 L158 H47 L79 H47 L79,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,4.579031960152796,1,8.5,458.5,3a1c0db5132b1021,GaN -> reverse(stack) -> Air,Explicit,9,9,662
23.5,0.4706219087480693,0.5066784450172075,0.5445512619307318,0.6325748909605575,0.8250578884267245,0.5516765298611336,0.23156311620206554,0.125849420686819,0.0960640774409504,0.5837126122187231,0.6232300847716601,0.6625298224224084,0.034807917291870716,0.17468404694113224,0.8290839496023987,0.5652206891848001,0.4706219087480693,EX_N2_L79_H47_C159,L79 H47 L79 H47 L159 H47 L79 H47 L79,physical_principal_square_root,APCD_SIO2_NATIVE_M1,DUP_28503841527698b6,1.0000000000000013,forbidden,"{""N"": 2, ""L_nm"": 79, ""H_nm"": 47, ""C_nm"": 159}",APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,L79 H47 L79 H47 L159 H47 L79 H47 L79,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,4.021100931543491,1,10.0,460.0,28503841527698b6,GaN -> reverse(stack) -> Air,Explicit,9,9,663
22.0,0.42795672086741804,0.4612255525697776,0.49664393594382455,0.581450100141722,0.8077952277285587,0.5989391242662474,0.2478462550855878,0.13094419760675993,0.09810687160893644,0.5339041693284446,0.5723290456530288,0.6116172328097829,0.03632200736946489,0.1819255564212064,0.8291579978350352,0.5172794428620461,0.42795672086741804,EX_N2_L79_H47_C160,L79 H47 L79 H47 L160 H47 L79 H47 L79,physical_principal_square_root,APCD_SIO2_NATIVE_M1,DUP_69959f6751778ff4,1.0000000000000013,forbidden,"{""N"": 2, ""L_nm"": 79, ""H_nm"": 47, ""C_nm"": 160}",APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,L79 H47 L79 H47 L160 H47 L79 H47 L79,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,3.50768799267245,1,11.5,461.5,69959f6751778ff4,GaN -> reverse(stack) -> Air,Explicit,9,9,664
21.0,0.38920179155861406,0.41953161461957955,0.4521331385250331,0.5318717217952463,0.7780472595348022,0.6473119337464204,0.26579292842142044,0.1364044547961926,0.10025786797055618,0.48685972959155266,0.5232406717675215,0.5611991072747744,0.040400595276997686,0.18915998457805414,0.8294071388093183,0.4720276755561792,0.38920179155861406,EX_N2_L79_H47_C161,L79 H47 L79 H47 L161 H47 L79 H47 L79,physical_principal_square_root,APCD_SIO2_NATIVE_M1,DUP_f4f0746a4de95a66,1.0000000000000013,forbidden,"{""N"": 2, ""L_nm"": 79, ""H_nm"": 47, ""C_nm"": 161}",APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,L79 H47 L79 H47 L161 H47 L79 H47 L79,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,3.0450745691890733,1,12.5,462.5,f4f0746a4de95a66,GaN -> reverse(stack) -> Air,Explicit,9,9,665
19.5,0.354295249138148,0.38172061534024176,0.41139924161663205,0.4850764256711012,0.7386030584564373,0.6950512300031455,0.2855939384783255,0.14226350931969414,0.10252351403617785,0.44329399326834423,0.4770888674668358,0.5128720820997571,0.04600753336197316,0.19623759690158973,0.8299300571056015,0.4301116748216598,0.354295249138148,EX_N2_L79_H47_C162,L79 H47 L79 H47 L162 H47 L79 H47 L79,physical_principal_square_root,APCD_SIO2_NATIVE_M1,DUP_95a5c2102d995784,1.000000000000001,forbidden,"{""N"": 2, ""L_nm"": 79, ""H_nm"": 47, ""C_nm"": 162}",APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,L79 H47 L79 H47 L162 H47 L79 H47 L79,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,2.6346776138093126,1,14.0,464.0,95a5c2102d995784,GaN -> reverse(stack) -> Air,Explicit,9,9,666
27.5,0.7852025346782427,0.8088814550665853,0.8248647406361012,0.829191969954148,0.6409417255387593,0.3165080715218626,0.1560053600312139,0.0994271836281603,0.0838731300510735,0.8323115779314278,0.8309801278544661,0.8212048519339306,0.07663839125220695,0.13366703405334568,0.832730168493844,0.8172408813501256,0.7852025346782427,EX_N2_L80_H47_C152,L80 H47 L80 H47 L152 H47 L80 H47 L80,physical_principal_square_root,APCD_SIO2_NATIVE_M1,DUP_f41f4a65dbc86da6,1.000000000000001,forbidden,"{""N"": 2, ""L_nm"": 80, ""H_nm"": 47, ""C_nm"": 152}",APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,L80 H47 L80 H47 L152 H47 L80 H47 L80,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,7.557493501078913,1,1.5,451.5,f41f4a65dbc86da6,GaN -> reverse(stack) -> Air,Explicit,9,9,660
28.0,0.7442730697963047,0.7758675317690885,0.8015085668851369,0.8311172593778504,0.690200428965465,0.3441026517716679,0.1649991650438683,0.10277340598155824,0.08534627032777395,0.8198570292415615,0.8299513267485479,0.8314811042366703,0.07048911829083138,0.1395560818020803,0.8317947423603002,0.8004897714462182,0.7442730697963047,EX_N2_L80_H47_C153,L80 H47 L80 H47 L153 H47 L80 H47 L80,physical_principal_square_root,APCD_SIO2_NATIVE_M1,DUP_b845d309d4e837c5,1.000000000000001,forbidden,"{""N"": 2, ""L_nm"": 80, ""H_nm"": 47, ""C_nm"": 153}",APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,L80 H47 L80 H47 L153 H47 L80 H47 L80,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,7.160405383666821,1,2.5,452.5,b845d309d4e837c5,GaN -> reverse(stack) -> Air,Explicit,9,9,661
28.0,0.6964111087652165,0.7332740875117812,0.7661856499771847,0.8180211181276744,0.736248290418898,0.37466769668385136,0.17481465975515298,0.10633655438596451,0.08689613076348715,0.7936046342475568,0.8140906423001609,0.826810035749437,0.06270854793846425,0.14576415143815893,0.8311499817282894,0.7717293597585563,0.6964111087652165,EX_N2_L80_H47_C154,L80 H47 L80 H47 L154 H47 L80 H47 L80,physical_principal_square_root,APCD_SIO2_NATIVE_M1,DUP_20c9905b40611275,1.0000000000000013,forbidden,"{""N"": 2, ""L_nm"": 80, ""H_nm"": 47, ""C_nm"": 154}",APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,L80 H47 L80 H47 L154 H47 L80 H47 L80,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,6.660306745120237,1,4.0,454.0,20c9905b40611275,GaN -> reverse(stack) -> Air,Explicit,9,9,662
28.0,0.6449820841544871,0.6845770243965521,0.7221327372868164,0.7912941811223111,0.7760593709775525,0.408405971099169,0.18554405416637712,0.11013407670253407,0.08852673113132307,0.7561695610882335,0.7850619376659391,0.8076919062471004,0.0540732282942632,0.15228837447571214,0.8303885019064225,0.7334358751398549,0.6449820841544871,EX_N2_L80_H47_C155,L80 H47 L80 H47 L155 H47 L80 H47 L80,physical_principal_square_root,APCD_SIO2_NATIVE_M1,DUP_35944833b8077591,1.0000000000000013,forbidden,"{""N"": 2, ""L_nm"": 80, ""H_nm"": 47, ""C_nm"": 155}",APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,L80 H47 L80 H47 L155 H47 L80 H47 L80,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,6.091583149467877,1,5.5,455.5,35944833b8077591,GaN -> reverse(stack) -> Air,Explicit,9,9,663
26.5,0.5928029058144293,0.6330100842665993,0.6727746521466506,0.7535770933367214,0.8064416595353844,0.44544780130203904,0.19729105506221792,0.11418518418719983,0.0902423951077412,0.7108479267240688,0.7456678089084647,0.7760884452753598,0.045737179943033945,0.15911728068982628,0.8298357098308919,0.6885319705225954,0.5928029058144293,EX_N2_L80_H47_C156,L80 H47 L80 H47 L156 H47 L80 H47 L80,physical_principal_square_root,APCD_SIO2_NATIVE_M1,DUP_dfe448db332af59d,1.0000000000000013,forbidden,"{""N"": 2, ""L_nm"": 80, ""H_nm"": 47, ""C_nm"": 156}",APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,L80 H47 L80 H47 L156 H47 L80 H47 L80,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,5.489950092502429,1,6.5,456.5,dfe448db332af59d,GaN -> reverse(stack) -> Air,Explicit,9,9,664
25.5,0.5419681158650178,0.5812095179873931,0.6211989996427737,0.7081574845290783,0.8245665042450478,0.4857968643638987,0.21017217372157304,0.11851106142984522,0.09204777666656001,0.6609874715138864,0.6992305854513834,0.7349482508349576,0.039005581473519735,0.1662276238171997,0.8295495683842293,0.6399238235492354,0.5419681158650178,EX_N2_L80_H47_C157,L80 H47 L80 H47 L157 H47 L80 H47 L80,physical_principal_square_root,APCD_SIO2_NATIVE_M1,DUP_ff591ceb172a7137,1.0000000000000018,forbidden,"{""N"": 2, ""L_nm"": 80, ""H_nm"": 47, ""C_nm"": 157}",APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,L80 H47 L80 H47 L157 H47 L80 H47 L80,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,4.887117959436014,1,8.0,458.0,ff591ceb172a7137,GaN -> reverse(stack) -> Air,Explicit,9,9,665
24.0,0.4938626480517543,0.5310898616229329,0.5698602705507264,0.658350356939845,0.828567270884836,0.5292550295914501,0.22431805533558874,0.12313510529725508,0.09394788933608937,0.6095185483682023,0.648998429316737,0.687585661960829,0.03497122516011941,0.17358028679988768,0.8291560605267492,0.5901525699785304,0.4938626480517543,EX_N2_L80_H47_C158,L80 H47 L80 H47 L158 H47 L80 H47 L80,physical_principal_square_root,APCD_SIO2_NATIVE_M1,DUP_a430facbd956038e,1.0000000000000016,forbidden,"{""N"": 2, ""L_nm"": 80, ""H_nm"": 47, ""C_nm"": 158}",APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,L80 H47 L80 H47 L158 H47 L80 H47 L80,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,4.307632622750246,1,9.5,459.5,a430facbd956038e,GaN -> reverse(stack) -> Air,Explicit,9,9,666
23.0,0.4492774363172102,0.4838849976251518,0.5204999104320217,0.6070425589080415,0.8179971672948108,0.5753247862890025,0.23987474536906056,0.12808319745685406,0.09594813869136593,0.5587146204841091,0.5977347272719631,0.6371297717657642,0.03416215733132599,0.18111506475697992,0.8289509462289899,0.54120691064937,0.4492774363172102,EX_N2_L80_H47_C159,L80 H47 L80 H47 L159 H47 L80 H47 L80,physical_principal_square_root,APCD_SIO2_NATIVE_M1,DUP_a80efb1115082fbc,1.0000000000000016,forbidden,"{""N"": 2, ""L_nm"": 80, ""H_nm"": 47, ""C_nm"": 159}",APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,L80 H47 L80 H47 L159 H47 L80 H47 L80,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,3.7679893247124925,1,10.5,460.5,a80efb1115082fbc,GaN -> reverse(stack) -> Air,Explicit,9,9,667
21.5,0.4085584028595599,0.4402733976433353,0.4742106437935465,0.5564647285653971,0.7939497065315981,0.6230942809734763,0.257004750187382,0.1333840158747714,0.09805435851239586,0.5101513825631188,0.5475320307437527,0.5861719825941639,0.036382002623533305,0.18874412362394058,0.8290238466248667,0.4944829733662462,0.4085584028595599,EX_N2_L80_H47_C160,L80 H47 L80 H47 L160 H47 L80 H47 L80,physical_principal_square_root,APCD_SIO2_NATIVE_M1,DUP_d4890d200e251305,1.0000000000000016,forbidden,"{""N"": 2, ""L_nm"": 80, ""H_nm"": 47, ""C_nm"": 160}",APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,L80 H47 L80 H47 L160 H47 L80 H47 L80,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,3.2773896553644724,1,12.0,462.0,d4890d200e251305,GaN -> reverse(stack) -> Air,Explicit,9,9,668
20.5,0.3717468813346972,0.40052515610962347,0.43156808253952805,0.5081571796118421,0.758784291176219,0.6711229476131431,0.27588765901518475,0.1390693916581694,0.10027285110942238,0.46478983085934944,0.4998057313548476,0.5366287366402944,0.04082589450330232,0.19634397463301084,0.8290135340025336,0.45084406980639,0.3717468813346972,EX_N2_L80_H47_C161,L80 H47 L80 H47 L161 H47 L80 H47 L80,physical_principal_square_root,APCD_SIO2_NATIVE_M1,DUP_ad84bd65b026519f,1.000000000000001,forbidden,"{""N"": 2, ""L_nm"": 80, ""H_nm"": 47, ""C_nm"": 161}",APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,L80 H47 L80 H47 L161 H47 L80 H47 L80,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,2.8393169251774917,1,13.5,463.5,ad84bd65b026519f,GaN -> reverse(stack) -> Air,Explicit,9,9,669
19.0,0.33869326332803,0.3646353363122692,0.39277429821869464,0.4630552891494121,0.715579664046722,0.7173662040182597,0.2967199543134843,0.14517471877885174,0.10261043240000027,0.42311149114735225,0.4553921834663889,0.48976444528865176,0.0463930648048444,0.2037459295569165,0.8290873370332976,0.41072850296023117,0.33869326332803,EX_N2_L80_H47_C162,L80 H47 L80 H47 L162 H47 L80 H47 L80,physical_principal_square_root,APCD_SIO2_NATIVE_M1,DUP_7ab7572a019ea999,1.0000000000000013,forbidden,"{""N"": 2, ""L_nm"": 80, ""H_nm"": 47, ""C_nm"": 162}",APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,L80 H47 L80 H47 L162 H47 L80 H47 L80,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,2.4532714062640686,1,14.5,464.5,7ab7572a019ea999,GaN -> reverse(stack) -> Air,Explicit,9,9,670
27.5,0.7675829929490263,0.7957458199507068,0.8170358461637208,0.8346399182677497,0.667988203621595,0.33075620120944227,0.16062226592434098,0.1007680425518627,0.08354332813639107,0.8303106954147028,0.8349269193912969,0.8308766510607248,0.07657984084904734,0.13798309157478816,0.8349269193912969,0.8127464874883629,0.7675829929490263,EX_N2_L81_H47_C152,L81 H47 L81 H47 L152 H47 L81 H47 L81,physical_principal_square_root,APCD_SIO2_NATIVE_M1,DUP_37248dc84af3e2f3,1.0000000000000009,forbidden,"{""N"": 2, ""L_nm"": 81, ""H_nm"": 47, ""C_nm"": 152}",APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,L81 H47 L81 H47 L152 H47 L81 H47 L81,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,7.418917274813046,1,2.0,452.0,37248dc84af3e2f3,GaN -> reverse(stack) -> Air,Explicit,9,9,664
28.0,0.7223582965749809,0.7570668463816937,0.7868381651897047,0.8284855745526103,0.7158936892496206,0.35983893396134936,0.17004941542624055,0.10423610041143525,0.08506158602713741,0.8101848698588892,0.8258551182856643,0.8332370671579654,0.06926620077482415,0.1442122830007005,0.8337068892382504,0.789256727241483,0.7223582965749809,EX_N2_L81_H47_C153,L81 H47 L81 H47 L153 H47 L81 H47 L81,physical_principal_square_root,APCD_SIO2_NATIVE_M1,DUP_aa3ba1dc3fa59144,1.0000000000000013,forbidden,"{""N"": 2, ""L_nm"": 81, ""H_nm"": 47, ""C_nm"": 153}",APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,L81 H47 L81 H47 L153 H47 L81 H47 L81,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,6.95785263471443,1,3.5,453.5,aa3ba1dc3fa59144,GaN -> reverse(stack) -> Air,Explicit,9,9,665
28.0,0.672037008807389,0.7106467717126088,0.7463169800993428,0.8078413501335192,0.759046605815892,0.3919856105325825,0.18034543091583752,0.10793119958399938,0.08665897707478905,0.7775063499028878,0.8026385427649061,0.8206937538167768,0.060496033537497884,0.1507821830664629,0.8326253612287682,0.7549732345173185,0.672037008807389,EX_N2_L81_H47_C154,L81 H47 L81 H47 L154 H47 L81 H47 L81,physical_principal_square_root,APCD_SIO2_NATIVE_M1,DUP_1a969d8be28627c8,1.0000000000000009,forbidden,"{""N"": 2, ""L_nm"": 81, ""H_nm"": 47, ""C_nm"": 154}",APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,L81 H47 L81 H47 L154 H47 L81 H47 L81,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,6.41129247492315,1,4.5,454.5,1a969d8be28627c8,GaN -> reverse(stack) -> Air,Explicit,9,9,666
27.5,0.6197318814269441,0.6598962124822462,0.6988908178919805,0.7748278982430592,0.7942862649902869,0.42736169836566484,0.1916079496467555,0.11187180919313021,0.0883397348218903,0.7353388091212079,0.767619575224928,0.7945668203188758,0.05125522147303374,0.15768886523306375,0.8318854763358298,0.7126740194110304,0.6197318814269441,EX_N2_L81_H47_C155,L81 H47 L81 H47 L155 H47 L81 H47 L81,physical_principal_square_root,APCD_SIO2_NATIVE_M1,DUP_fd60e7637d91522b,1.0000000000000009,forbidden,"{""N"": 2, ""L_nm"": 81, ""H_nm"": 47, ""C_nm"": 155}",APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,L81 H47 L81 H47 L155 H47 L81 H47 L81,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,5.815338250339281,1,6.0,456.0,fd60e7637d91522b,GaN -> reverse(stack) -> Air,Explicit,9,9,667
26.0,0.5678860056216659,0.6077631477329271,0.6478608059667483,0.7325126625361194,0.8185432352544173,0.4660341908638541,0.20394658276680655,0.11607827637886803,0.09010841517570481,0.6870810378933097,0.7239608210787916,0.7574184229224339,0.04284183169624889,0.16491865718715315,0.8310293670914188,0.6653283735359794,0.5678860056216659,EX_N2_L81_H47_C156,L81 H47 L81 H47 L156 H47 L81 H47 L81,physical_principal_square_root,APCD_SIO2_NATIVE_M1,DUP_225ecf593ddefddb,1.000000000000001,forbidden,"{""N"": 2, ""L_nm"": 81, ""H_nm"": 47, ""C_nm"": 156}",APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,L81 H47 L81 H47 L156 H47 L81 H47 L81,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,5.204313984929473,1,7.5,457.5,225ecf593ddefddb,GaN -> reverse(stack) -> Air,Explicit,9,9,668
24.5,0.5182086029984294,0.5565060181664154,0.5960033790693026,0.6842701070958317,0.8294241217361276,0.5079078126250329,0.21748417201555295,0.12057305017053561,0.09196992473189142,0.6359068028458076,0.6750133848428461,0.712471386365289,0.036558880915116165,0.17244454264695147,0.8303332517895847,0.615684929048015,0.5182086029984294,EX_N2_L81_H47_C157,L81 H47 L81 H47 L157 H47 L81 H47 L81,physical_principal_square_root,APCD_SIO2_NATIVE_M1,DUP_68b8ee440a9fd3fd,1.0000000000000016,forbidden,"{""N"": 2, ""L_nm"": 81, ""H_nm"": 47, ""C_nm"": 157}",APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,L81 H47 L81 H47 L157 H47 L81 H47 L81,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,4.606502766239637,1,8.5,458.5,68b8ee440a9fd3fd,GaN -> reverse(stack) -> Air,Explicit,9,9,669
23.5,0.4717526407690792,0.5076677578785659,0.5453960809831424,0.6332338658943348,0.8257634015218609,0.5526396650734889,0.2323580087191724,0.1253809360791493,0.09392955218603041,0.5844167542859546,0.6238081876386893,0.6630025204699914,0.03332429074957577,0.18022152775095815,0.8299459052292855,0.5660073236709038,0.4717526407690792,EX_N2_L81_H47_C158,L81 H47 L81 H47 L158 H47 L81 H47 L81,physical_principal_square_root,APCD_SIO2_NATIVE_M1,DUP_fdbbd73c456f8c69,1.0000000000000009,forbidden,"{""N"": 2, ""L_nm"": 81, ""H_nm"": 47, ""C_nm"": 158}",APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,L81 H47 L81 H47 L158 H47 L81 H47 L81,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,4.042243682051265,1,10.0,460.0,fdbbd73c456f8c69,GaN -> reverse(stack) -> Air,Explicit,9,9,670
22.0,0.4290550757842835,0.4621708965241764,0.4974244359389135,0.5819610606561878,0.8079240161181438,0.5995336193339947,0.24872089909972028,0.13052938617151258,0.09599300323555754,0.5345123207663907,0.5727661018741599,0.611888530966855,0.03338005635752228,0.18818075648780763,0.8294702394767177,0.5179695603091298,0.4290550757842835,EX_N2_L81_H47_C159,L81 H47 L81 H47 L159 H47 L81 H47 L81,physical_principal_square_root,APCD_SIO2_NATIVE_M1,DUP_3eb20c3b534273ae,1.0000000000000009,forbidden,"{""N"": 2, ""L_nm"": 81, ""H_nm"": 47, ""C_nm"": 159}",APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,L81 H47 L81 H47 L159 H47 L81 H47 L81,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,3.5240291438767333,1,11.5,461.5,3eb20c3b534273ae,GaN -> reverse(stack) -> Air,Explicit,9,9,671
21.0,0.3902847691914446,0.420460344538952,0.45289042414386493,0.5323147770579679,0.7777096956273857,0.6474249773539,0.2667418876349241,0.13604883020974395,0.09816643943847256,0.48743039057396553,0.523615832664761,0.561371330264795,0.036253758919619794,0.19622217196270592,0.8290871336804544,0.47267551522963047,0.3902847691914446,EX_N2_L81_H47_C160,L81 H47 L81 H47 L160 H47 L81 H47 L81,physical_principal_square_root,APCD_SIO2_NATIVE_M1,DUP_c209d5547c6f6f3f,1.000000000000001,forbidden,"{""N"": 2, ""L_nm"": 81, ""H_nm"": 47, ""C_nm"": 160}",APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,L81 H47 L81 H47 L160 H47 L81 H47 L81,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,3.0578052401512212,1,12.5,462.5,c209d5547c6f6f3f,GaN -> reverse(stack) -> Air,Explicit,9,9,672
