T_TE,T_TM,T_unpolarized,candidate_id,complex_index_reconstruction,defect_material_id,extrapolation_policy,high_index_material_id,interpolation_axis,interpolation_method,interpolation_source_quantity,low_index_material_id,material_model,material_policy_id,physical_sequence_hash,propagation_direction,theta_air_external,wavelength_nm
0.2823275415957914,0.282327541595791,0.2823275415957912,EX_N2_L76_H42_C152,physical_principal_square_root,APCD_SIO2_NATIVE_M1,forbidden,APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,a7b84d0c5d4a1fbe,GaN -> reverse(stack) -> Air,0,453.0
0.41973281651688993,0.41973281651689054,0.4197328165168902,EX_N2_L76_H42_C153,physical_principal_square_root,APCD_SIO2_NATIVE_M1,forbidden,APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,4016e5042ed0e69e,GaN -> reverse(stack) -> Air,0,448.0
0.40621102228094724,0.40621102228094724,0.40621102228094724,EX_N2_L76_H42_C153,physical_principal_square_root,APCD_SIO2_NATIVE_M1,forbidden,APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,4016e5042ed0e69e,GaN -> reverse(stack) -> Air,0,448.5
0.393248373651335,0.39324837365133525,0.39324837365133514,EX_N2_L76_H42_C153,physical_principal_square_root,APCD_SIO2_NATIVE_M1,forbidden,APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,4016e5042ed0e69e,GaN -> reverse(stack) -> Air,0,449.0
0.3808309439395635,0.38083094393956374,0.3808309439395636,EX_N2_L76_H42_C153,physical_principal_square_root,APCD_SIO2_NATIVE_M1,forbidden,APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,4016e5042ed0e69e,GaN -> reverse(stack) -> Air,0,449.5
0.36894294389095095,0.3689429438909509,0.36894294389095095,EX_N2_L76_H42_C153,physical_principal_square_root,APCD_SIO2_NATIVE_M1,forbidden,APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,4016e5042ed0e69e,GaN -> reverse(stack) -> Air,0,450.0
0.3575672376784767,0.35756723767847676,0.35756723767847676,EX_N2_L76_H42_C153,physical_principal_square_root,APCD_SIO2_NATIVE_M1,forbidden,APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,4016e5042ed0e69e,GaN -> reverse(stack) -> Air,0,450.5
0.34669892588251955,0.3466989258825196,0.3466989258825196,EX_N2_L76_H42_C153,physical_principal_square_root,APCD_SIO2_NATIVE_M1,forbidden,APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,4016e5042ed0e69e,GaN -> reverse(stack) -> Air,0,451.0
0.33633327063107177,0.3363332706310713,0.33633327063107155,EX_N2_L76_H42_C153,physical_principal_square_root,APCD_SIO2_NATIVE_M1,forbidden,APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,4016e5042ed0e69e,GaN -> reverse(stack) -> Air,0,451.5
0.32641836877602703,0.32641836877602726,0.32641836877602715,EX_N2_L76_H42_C153,physical_principal_square_root,APCD_SIO2_NATIVE_M1,forbidden,APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,4016e5042ed0e69e,GaN -> reverse(stack) -> Air,0,452.0
0.3169357860420965,0.3169357860420966,0.31693578604209655,EX_N2_L76_H42_C153,physical_principal_square_root,APCD_SIO2_NATIVE_M1,forbidden,APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,4016e5042ed0e69e,GaN -> reverse(stack) -> Air,0,452.5
0.307867213837302,0.3078672138373018,0.30786721383730187,EX_N2_L76_H42_C153,physical_principal_square_root,APCD_SIO2_NATIVE_M1,forbidden,APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,4016e5042ed0e69e,GaN -> reverse(stack) -> Air,0,453.0
0.46190990647839464,0.46190990647839547,0.461909906478395,EX_N2_L76_H42_C154,physical_principal_square_root,APCD_SIO2_NATIVE_M1,forbidden,APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,e3804bcadc4049af,GaN -> reverse(stack) -> Air,0,448.0
0.44688343590140406,0.446883435901404,0.446883435901404,EX_N2_L76_H42_C154,physical_principal_square_root,APCD_SIO2_NATIVE_M1,forbidden,APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,e3804bcadc4049af,GaN -> reverse(stack) -> Air,0,448.5
0.4324304275527214,0.4324304275527215,0.43243042755272143,EX_N2_L76_H42_C154,physical_principal_square_root,APCD_SIO2_NATIVE_M1,forbidden,APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,e3804bcadc4049af,GaN -> reverse(stack) -> Air,0,449.0
0.4185460529379495,0.4185460529379498,0.41854605293794966,EX_N2_L76_H42_C154,physical_principal_square_root,APCD_SIO2_NATIVE_M1,forbidden,APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,e3804bcadc4049af,GaN -> reverse(stack) -> Air,0,449.5
0.40522170374544675,0.40522170374544697,0.40522170374544686,EX_N2_L76_H42_C154,physical_principal_square_root,APCD_SIO2_NATIVE_M1,forbidden,APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,e3804bcadc4049af,GaN -> reverse(stack) -> Air,0,450.0
0.39244578558164794,0.39244578558164805,0.392445785581648,EX_N2_L76_H42_C154,physical_principal_square_root,APCD_SIO2_NATIVE_M1,forbidden,APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,e3804bcadc4049af,GaN -> reverse(stack) -> Air,0,450.5
0.38022041097638876,0.38022041097638865,0.3802204109763887,EX_N2_L76_H42_C154,physical_principal_square_root,APCD_SIO2_NATIVE_M1,forbidden,APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,e3804bcadc4049af,GaN -> reverse(stack) -> Air,0,451.0
0.3685471425930589,0.3685471425930584,0.36854714259305865,EX_N2_L76_H42_C154,physical_principal_square_root,APCD_SIO2_NATIVE_M1,forbidden,APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,e3804bcadc4049af,GaN -> reverse(stack) -> Air,0,451.5
0.35736899826283736,0.35736899826283747,0.3573689982628374,EX_N2_L76_H42_C154,physical_principal_square_root,APCD_SIO2_NATIVE_M1,forbidden,APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,e3804bcadc4049af,GaN -> reverse(stack) -> Air,0,452.0
0.34666877921303835,0.3466687792130384,0.3466687792130384,EX_N2_L76_H42_C154,physical_principal_square_root,APCD_SIO2_NATIVE_M1,forbidden,APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,e3804bcadc4049af,GaN -> reverse(stack) -> Air,0,452.5
0.33642876655130505,0.3364287665513047,0.3364287665513049,EX_N2_L76_H42_C154,physical_principal_square_root,APCD_SIO2_NATIVE_M1,forbidden,APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,e3804bcadc4049af,GaN -> reverse(stack) -> Air,0,453.0
0.5079526625078241,0.507952662507825,0.5079526625078246,EX_N2_L76_H42_C155,physical_principal_square_root,APCD_SIO2_NATIVE_M1,forbidden,APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,e3ee2a2d010b714d,GaN -> reverse(stack) -> Air,0,448.0
0.49147313786098373,0.4914731378609837,0.4914731378609837,EX_N2_L76_H42_C155,physical_principal_square_root,APCD_SIO2_NATIVE_M1,forbidden,APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,e3ee2a2d010b714d,GaN -> reverse(stack) -> Air,0,448.5
0.4755433358148385,0.4755433358148388,0.47554333581483865,EX_N2_L76_H42_C155,physical_principal_square_root,APCD_SIO2_NATIVE_M1,forbidden,APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,e3ee2a2d010b714d,GaN -> reverse(stack) -> Air,0,449.0
0.46017415040914916,0.46017415040914944,0.46017415040914933,EX_N2_L76_H42_C155,physical_principal_square_root,APCD_SIO2_NATIVE_M1,forbidden,APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,e3ee2a2d010b714d,GaN -> reverse(stack) -> Air,0,449.5
0.4453699717125799,0.44536997171257975,0.44536997171257986,EX_N2_L76_H42_C155,physical_principal_square_root,APCD_SIO2_NATIVE_M1,forbidden,APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,e3ee2a2d010b714d,GaN -> reverse(stack) -> Air,0,450.0
0.43112980426346825,0.43112980426346814,0.4311298042634682,EX_N2_L76_H42_C155,physical_principal_square_root,APCD_SIO2_NATIVE_M1,forbidden,APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,e3ee2a2d010b714d,GaN -> reverse(stack) -> Air,0,450.5
0.4174674813998236,0.4174674813998235,0.41746748139982354,EX_N2_L76_H42_C155,physical_principal_square_root,APCD_SIO2_NATIVE_M1,forbidden,APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,e3ee2a2d010b714d,GaN -> reverse(stack) -> Air,0,451.0
0.40439510176849697,0.4043951017684963,0.40439510176849663,EX_N2_L76_H42_C155,physical_principal_square_root,APCD_SIO2_NATIVE_M1,forbidden,APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,e3ee2a2d010b714d,GaN -> reverse(stack) -> Air,0,451.5
0.3918528997016501,0.3918528997016498,0.39185289970164994,EX_N2_L76_H42_C155,physical_principal_square_root,APCD_SIO2_NATIVE_M1,forbidden,APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,e3ee2a2d010b714d,GaN -> reverse(stack) -> Air,0,452.0
0.37982752079571525,0.37982752079571563,0.37982752079571547,EX_N2_L76_H42_C155,physical_principal_square_root,APCD_SIO2_NATIVE_M1,forbidden,APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,e3ee2a2d010b714d,GaN -> reverse(stack) -> Air,0,452.5
0.3683040159507595,0.36830401595075923,0.36830401595075934,EX_N2_L76_H42_C155,physical_principal_square_root,APCD_SIO2_NATIVE_M1,forbidden,APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,e3ee2a2d010b714d,GaN -> reverse(stack) -> Air,0,453.0
0.5573914873135508,0.5573914873135515,0.5573914873135511,EX_N2_L76_H42_C156,physical_principal_square_root,APCD_SIO2_NATIVE_M1,forbidden,APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,7bf21e8664813b16,GaN -> reverse(stack) -> Air,0,448.0
0.5396547960893804,0.5396547960893799,0.5396547960893802,EX_N2_L76_H42_C156,physical_principal_square_root,APCD_SIO2_NATIVE_M1,forbidden,APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,7bf21e8664813b16,GaN -> reverse(stack) -> Air,0,448.5
0.5223848967441447,0.5223848967441447,0.5223848967441447,EX_N2_L76_H42_C156,physical_principal_square_root,APCD_SIO2_NATIVE_M1,forbidden,APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,7bf21e8664813b16,GaN -> reverse(stack) -> Air,0,449.0
0.5056170069756392,0.5056170069756394,0.5056170069756393,EX_N2_L76_H42_C156,physical_principal_square_root,APCD_SIO2_NATIVE_M1,forbidden,APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,7bf21e8664813b16,GaN -> reverse(stack) -> Air,0,449.5
0.4893763526101536,0.48937635261015344,0.48937635261015355,EX_N2_L76_H42_C156,physical_principal_square_root,APCD_SIO2_NATIVE_M1,forbidden,APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,7bf21e8664813b16,GaN -> reverse(stack) -> Air,0,450.0
0.4736795755799335,0.4736795755799337,0.47367957557993356,EX_N2_L76_H42_C156,physical_principal_square_root,APCD_SIO2_NATIVE_M1,forbidden,APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,7bf21e8664813b16,GaN -> reverse(stack) -> Air,0,450.5
0.4585587598517522,0.4585587598517522,0.4585587598517522,EX_N2_L76_H42_C156,physical_principal_square_root,APCD_SIO2_NATIVE_M1,forbidden,APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,7bf21e8664813b16,GaN -> reverse(stack) -> Air,0,451.0
0.44404253423178075,0.4440425342317804,0.4440425342317806,EX_N2_L76_H42_C156,physical_principal_square_root,APCD_SIO2_NATIVE_M1,forbidden,APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,7bf21e8664813b16,GaN -> reverse(stack) -> Air,0,451.5
0.43007242673694035,0.4300724267369405,0.43007242673694046,EX_N2_L76_H42_C156,physical_principal_square_root,APCD_SIO2_NATIVE_M1,forbidden,APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,7bf21e8664813b16,GaN -> reverse(stack) -> Air,0,452.0
0.416642952262696,0.416642952262696,0.416642952262696,EX_N2_L76_H42_C156,physical_principal_square_root,APCD_SIO2_NATIVE_M1,forbidden,APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,7bf21e8664813b16,GaN -> reverse(stack) -> Air,0,452.5
0.40374537547639977,0.4037453754763995,0.40374537547639966,EX_N2_L76_H42_C156,physical_principal_square_root,APCD_SIO2_NATIVE_M1,forbidden,APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,7bf21e8664813b16,GaN -> reverse(stack) -> Air,0,453.0
0.6092526668224364,0.609252666822437,0.6092526668224367,EX_N2_L76_H42_C157,physical_principal_square_root,APCD_SIO2_NATIVE_M1,forbidden,APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,0088650e2dbc6494,GaN -> reverse(stack) -> Air,0,448.0
0.5906598590672674,0.590659859067267,0.5906598590672671,EX_N2_L76_H42_C157,physical_principal_square_root,APCD_SIO2_NATIVE_M1,forbidden,APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,0088650e2dbc6494,GaN -> reverse(stack) -> Air,0,448.5
0.5723673467457594,0.5723673467457596,0.5723673467457595,EX_N2_L76_H42_C157,physical_principal_square_root,APCD_SIO2_NATIVE_M1,forbidden,APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,0088650e2dbc6494,GaN -> reverse(stack) -> Air,0,449.0
0.5544443569180513,0.5544443569180513,0.5544443569180513,EX_N2_L76_H42_C157,physical_principal_square_root,APCD_SIO2_NATIVE_M1,forbidden,APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,0088650e2dbc6494,GaN -> reverse(stack) -> Air,0,449.5
0.5369463096708796,0.5369463096708795,0.5369463096708795,EX_N2_L76_H42_C157,physical_principal_square_root,APCD_SIO2_NATIVE_M1,forbidden,APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,0088650e2dbc6494,GaN -> reverse(stack) -> Air,0,450.0
0.5199163047878461,0.5199163047878462,0.5199163047878461,EX_N2_L76_H42_C157,physical_principal_square_root,APCD_SIO2_NATIVE_M1,forbidden,APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,0088650e2dbc6494,GaN -> reverse(stack) -> Air,0,450.5
0.5034129688553863,0.5034129688553864,0.5034129688553863,EX_N2_L76_H42_C157,physical_principal_square_root,APCD_SIO2_NATIVE_M1,forbidden,APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,0088650e2dbc6494,GaN -> reverse(stack) -> Air,0,451.0
0.4874893309837104,0.48748933098370967,0.48748933098371006,EX_N2_L76_H42_C157,physical_principal_square_root,APCD_SIO2_NATIVE_M1,forbidden,APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,0088650e2dbc6494,GaN -> reverse(stack) -> Air,0,451.5
0.4720945550760004,0.4720945550760004,0.4720945550760004,EX_N2_L76_H42_C157,physical_principal_square_root,APCD_SIO2_NATIVE_M1,forbidden,APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,0088650e2dbc6494,GaN -> reverse(stack) -> Air,0,452.0
0.4572367906074874,0.4572367906074873,0.45723679060748734,EX_N2_L76_H42_C157,physical_principal_square_root,APCD_SIO2_NATIVE_M1,forbidden,APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,0088650e2dbc6494,GaN -> reverse(stack) -> Air,0,452.5
0.4429185786816021,0.4429185786816017,0.4429185786816019,EX_N2_L76_H42_C157,physical_principal_square_root,APCD_SIO2_NATIVE_M1,forbidden,APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,0088650e2dbc6494,GaN -> reverse(stack) -> Air,0,453.0
0.6619081205131753,0.6619081205131757,0.6619081205131755,EX_N2_L76_H42_C158,physical_principal_square_root,APCD_SIO2_NATIVE_M1,forbidden,APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,bd7a3a098271d1c0,GaN -> reverse(stack) -> Air,0,448.0
0.6431237501267324,0.6431237501267324,0.6431237501267324,EX_N2_L76_H42_C158,physical_principal_square_root,APCD_SIO2_NATIVE_M1,forbidden,APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,bd7a3a098271d1c0,GaN -> reverse(stack) -> Air,0,448.5
0.6243673119578422,0.6243673119578423,0.6243673119578423,EX_N2_L76_H42_C158,physical_principal_square_root,APCD_SIO2_NATIVE_M1,forbidden,APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,bd7a3a098271d1c0,GaN -> reverse(stack) -> Air,0,449.0
0.605750401094745,0.605750401094745,0.605750401094745,EX_N2_L76_H42_C158,physical_principal_square_root,APCD_SIO2_NATIVE_M1,forbidden,APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,bd7a3a098271d1c0,GaN -> reverse(stack) -> Air,0,449.5
0.5873677518344141,0.5873677518344137,0.5873677518344139,EX_N2_L76_H42_C158,physical_principal_square_root,APCD_SIO2_NATIVE_M1,forbidden,APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,bd7a3a098271d1c0,GaN -> reverse(stack) -> Air,0,450.0
0.5692983151715609,0.5692983151715608,0.5692983151715609,EX_N2_L76_H42_C158,physical_principal_square_root,APCD_SIO2_NATIVE_M1,forbidden,APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,bd7a3a098271d1c0,GaN -> reverse(stack) -> Air,0,450.5
0.5516364388981473,0.5516364388981471,0.5516364388981472,EX_N2_L76_H42_C158,physical_principal_square_root,APCD_SIO2_NATIVE_M1,forbidden,APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,bd7a3a098271d1c0,GaN -> reverse(stack) -> Air,0,451.0
0.5344687932392223,0.5344687932392214,0.5344687932392218,EX_N2_L76_H42_C158,physical_principal_square_root,APCD_SIO2_NATIVE_M1,forbidden,APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,bd7a3a098271d1c0,GaN -> reverse(stack) -> Air,0,451.5
0.517760940865109,0.5177609408651089,0.5177609408651089,EX_N2_L76_H42_C158,physical_principal_square_root,APCD_SIO2_NATIVE_M1,forbidden,APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,bd7a3a098271d1c0,GaN -> reverse(stack) -> Air,0,452.0
