candidate_id,compiled_layer_sequence,complex_index_reconstruction,defect_material_id,duplicate_group_id,extrapolation_policy,geometry,high_index_material_id,interpolation_axis,interpolation_method,interpolation_source_quantity,logical_layer_sequence,low_index_material_id,material_model,material_policy_id,physical_sequence_hash,propagation_direction,topology_id,total_layer_count_compiled,total_layer_count_logical,total_thickness_nm
EX_N4_L78_H44_C160,L78 H44 L78 H44 L78 H44 L78 H44 L160 H44 L78 H44 L78 H44 L78 H44 L78,physical_principal_square_root,APCD_SIO2_NATIVE_M1,DUP_49ab7d798abafaea,forbidden,"{""N"": 4, ""L_nm"": 78, ""H_nm"": 44, ""C_nm"": 160}",APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,L78 H44 L78 H44 L78 H44 L78 H44 L160 H44 L78 H44 L78 H44 L78 H44 L78,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,49ab7d798abafaea,GaN -> reverse(stack) -> Air,Explicit,17,17,1136
EX_N4_L78_H44_C161,L78 H44 L78 H44 L78 H44 L78 H44 L161 H44 L78 H44 L78 H44 L78 H44 L78,physical_principal_square_root,APCD_SIO2_NATIVE_M1,DUP_d96f1dd6356734e4,forbidden,"{""N"": 4, ""L_nm"": 78, ""H_nm"": 44, ""C_nm"": 161}",APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,L78 H44 L78 H44 L78 H44 L78 H44 L161 H44 L78 H44 L78 H44 L78 H44 L78,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,d96f1dd6356734e4,GaN -> reverse(stack) -> Air,Explicit,17,17,1137
EX_N4_L78_H44_C162,L78 H44 L78 H44 L78 H44 L78 H44 L162 H44 L78 H44 L78 H44 L78 H44 L78,physical_principal_square_root,APCD_SIO2_NATIVE_M1,DUP_599926682117e419,forbidden,"{""N"": 4, ""L_nm"": 78, ""H_nm"": 44, ""C_nm"": 162}",APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,L78 H44 L78 H44 L78 H44 L78 H44 L162 H44 L78 H44 L78 H44 L78 H44 L78,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,599926682117e419,GaN -> reverse(stack) -> Air,Explicit,17,17,1138
EX_N4_L79_H44_C152,L79 H44 L79 H44 L79 H44 L79 H44 L152 H44 L79 H44 L79 H44 L79 H44 L79,physical_principal_square_root,APCD_SIO2_NATIVE_M1,DUP_185ebd4b6761d4b3,forbidden,"{""N"": 4, ""L_nm"": 79, ""H_nm"": 44, ""C_nm"": 152}",APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,L79 H44 L79 H44 L79 H44 L79 H44 L152 H44 L79 H44 L79 H44 L79 H44 L79,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,185ebd4b6761d4b3,GaN -> reverse(stack) -> Air,Explicit,17,17,1136
EX_N4_L79_H44_C153,L79 H44 L79 H44 L79 H44 L79 H44 L153 H44 L79 H44 L79 H44 L79 H44 L79,physical_principal_square_root,APCD_SIO2_NATIVE_M1,DUP_c767b268f3ecc0e8,forbidden,"{""N"": 4, ""L_nm"": 79, ""H_nm"": 44, ""C_nm"": 153}",APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,L79 H44 L79 H44 L79 H44 L79 H44 L153 H44 L79 H44 L79 H44 L79 H44 L79,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,c767b268f3ecc0e8,GaN -> reverse(stack) -> Air,Explicit,17,17,1137
EX_N4_L79_H44_C154,L79 H44 L79 H44 L79 H44 L79 H44 L154 H44 L79 H44 L79 H44 L79 H44 L79,physical_principal_square_root,APCD_SIO2_NATIVE_M1,DUP_8b1216d6751e5253,forbidden,"{""N"": 4, ""L_nm"": 79, ""H_nm"": 44, ""C_nm"": 154}",APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,L79 H44 L79 H44 L79 H44 L79 H44 L154 H44 L79 H44 L79 H44 L79 H44 L79,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,8b1216d6751e5253,GaN -> reverse(stack) -> Air,Explicit,17,17,1138
EX_N4_L79_H44_C155,L79 H44 L79 H44 L79 H44 L79 H44 L155 H44 L79 H44 L79 H44 L79 H44 L79,physical_principal_square_root,APCD_SIO2_NATIVE_M1,DUP_f59595abd5c3bd5e,forbidden,"{""N"": 4, ""L_nm"": 79, ""H_nm"": 44, ""C_nm"": 155}",APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,L79 H44 L79 H44 L79 H44 L79 H44 L155 H44 L79 H44 L79 H44 L79 H44 L79,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,f59595abd5c3bd5e,GaN -> reverse(stack) -> Air,Explicit,17,17,1139
EX_N4_L79_H44_C156,L79 H44 L79 H44 L79 H44 L79 H44 L156 H44 L79 H44 L79 H44 L79 H44 L79,physical_principal_square_root,APCD_SIO2_NATIVE_M1,DUP_3bdf9a4d54de11e4,forbidden,"{""N"": 4, ""L_nm"": 79, ""H_nm"": 44, ""C_nm"": 156}",APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,L79 H44 L79 H44 L79 H44 L79 H44 L156 H44 L79 H44 L79 H44 L79 H44 L79,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,3bdf9a4d54de11e4,GaN -> reverse(stack) -> Air,Explicit,17,17,1140
EX_N4_L79_H44_C157,L79 H44 L79 H44 L79 H44 L79 H44 L157 H44 L79 H44 L79 H44 L79 H44 L79,physical_principal_square_root,APCD_SIO2_NATIVE_M1,DUP_6ad2764a73812238,forbidden,"{""N"": 4, ""L_nm"": 79, ""H_nm"": 44, ""C_nm"": 157}",APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,L79 H44 L79 H44 L79 H44 L79 H44 L157 H44 L79 H44 L79 H44 L79 H44 L79,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,6ad2764a73812238,GaN -> reverse(stack) -> Air,Explicit,17,17,1141
EX_N4_L79_H44_C158,L79 H44 L79 H44 L79 H44 L79 H44 L158 H44 L79 H44 L79 H44 L79 H44 L79,physical_principal_square_root,APCD_SIO2_NATIVE_M1,DUP_372fecd70dbc2d89,forbidden,"{""N"": 4, ""L_nm"": 79, ""H_nm"": 44, ""C_nm"": 158}",APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,L79 H44 L79 H44 L79 H44 L79 H44 L158 H44 L79 H44 L79 H44 L79 H44 L79,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,372fecd70dbc2d89,GaN -> reverse(stack) -> Air,Explicit,17,17,1142
EX_N4_L79_H44_C159,L79 H44 L79 H44 L79 H44 L79 H44 L159 H44 L79 H44 L79 H44 L79 H44 L79,physical_principal_square_root,APCD_SIO2_NATIVE_M1,DUP_6630bbf062dbcdf4,forbidden,"{""N"": 4, ""L_nm"": 79, ""H_nm"": 44, ""C_nm"": 159}",APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,L79 H44 L79 H44 L79 H44 L79 H44 L159 H44 L79 H44 L79 H44 L79 H44 L79,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,6630bbf062dbcdf4,GaN -> reverse(stack) -> Air,Explicit,17,17,1143
EX_N4_L79_H44_C160,L79 H44 L79 H44 L79 H44 L79 H44 L160 H44 L79 H44 L79 H44 L79 H44 L79,physical_principal_square_root,APCD_SIO2_NATIVE_M1,DUP_3783de70c4654f9d,forbidden,"{""N"": 4, ""L_nm"": 79, ""H_nm"": 44, ""C_nm"": 160}",APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,L79 H44 L79 H44 L79 H44 L79 H44 L160 H44 L79 H44 L79 H44 L79 H44 L79,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,3783de70c4654f9d,GaN -> reverse(stack) -> Air,Explicit,17,17,1144
EX_N4_L79_H44_C161,L79 H44 L79 H44 L79 H44 L79 H44 L161 H44 L79 H44 L79 H44 L79 H44 L79,physical_principal_square_root,APCD_SIO2_NATIVE_M1,DUP_64e171cee9724fe3,forbidden,"{""N"": 4, ""L_nm"": 79, ""H_nm"": 44, ""C_nm"": 161}",APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,L79 H44 L79 H44 L79 H44 L79 H44 L161 H44 L79 H44 L79 H44 L79 H44 L79,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,64e171cee9724fe3,GaN -> reverse(stack) -> Air,Explicit,17,17,1145
EX_N4_L79_H44_C162,L79 H44 L79 H44 L79 H44 L79 H44 L162 H44 L79 H44 L79 H44 L79 H44 L79,physical_principal_square_root,APCD_SIO2_NATIVE_M1,DUP_202d9530792f53a5,forbidden,"{""N"": 4, ""L_nm"": 79, ""H_nm"": 44, ""C_nm"": 162}",APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,L79 H44 L79 H44 L79 H44 L79 H44 L162 H44 L79 H44 L79 H44 L79 H44 L79,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,202d9530792f53a5,GaN -> reverse(stack) -> Air,Explicit,17,17,1146
EX_N4_L80_H44_C152,L80 H44 L80 H44 L80 H44 L80 H44 L152 H44 L80 H44 L80 H44 L80 H44 L80,physical_principal_square_root,APCD_SIO2_NATIVE_M1,DUP_9c0dcb2ab4fc2891,forbidden,"{""N"": 4, ""L_nm"": 80, ""H_nm"": 44, ""C_nm"": 152}",APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,L80 H44 L80 H44 L80 H44 L80 H44 L152 H44 L80 H44 L80 H44 L80 H44 L80,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,9c0dcb2ab4fc2891,GaN -> reverse(stack) -> Air,Explicit,17,17,1144
EX_N4_L80_H44_C153,L80 H44 L80 H44 L80 H44 L80 H44 L153 H44 L80 H44 L80 H44 L80 H44 L80,physical_principal_square_root,APCD_SIO2_NATIVE_M1,DUP_e72a9b41264a5853,forbidden,"{""N"": 4, ""L_nm"": 80, ""H_nm"": 44, ""C_nm"": 153}",APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,L80 H44 L80 H44 L80 H44 L80 H44 L153 H44 L80 H44 L80 H44 L80 H44 L80,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,e72a9b41264a5853,GaN -> reverse(stack) -> Air,Explicit,17,17,1145
EX_N4_L80_H44_C154,L80 H44 L80 H44 L80 H44 L80 H44 L154 H44 L80 H44 L80 H44 L80 H44 L80,physical_principal_square_root,APCD_SIO2_NATIVE_M1,DUP_e85fb0bb8aac5c6b,forbidden,"{""N"": 4, ""L_nm"": 80, ""H_nm"": 44, ""C_nm"": 154}",APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,L80 H44 L80 H44 L80 H44 L80 H44 L154 H44 L80 H44 L80 H44 L80 H44 L80,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,e85fb0bb8aac5c6b,GaN -> reverse(stack) -> Air,Explicit,17,17,1146
EX_N4_L80_H44_C155,L80 H44 L80 H44 L80 H44 L80 H44 L155 H44 L80 H44 L80 H44 L80 H44 L80,physical_principal_square_root,APCD_SIO2_NATIVE_M1,DUP_ac83aed7223895eb,forbidden,"{""N"": 4, ""L_nm"": 80, ""H_nm"": 44, ""C_nm"": 155}",APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,L80 H44 L80 H44 L80 H44 L80 H44 L155 H44 L80 H44 L80 H44 L80 H44 L80,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,ac83aed7223895eb,GaN -> reverse(stack) -> Air,Explicit,17,17,1147
EX_N4_L80_H44_C156,L80 H44 L80 H44 L80 H44 L80 H44 L156 H44 L80 H44 L80 H44 L80 H44 L80,physical_principal_square_root,APCD_SIO2_NATIVE_M1,DUP_da97523a2bca85bf,forbidden,"{""N"": 4, ""L_nm"": 80, ""H_nm"": 44, ""C_nm"": 156}",APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,L80 H44 L80 H44 L80 H44 L80 H44 L156 H44 L80 H44 L80 H44 L80 H44 L80,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,da97523a2bca85bf,GaN -> reverse(stack) -> Air,Explicit,17,17,1148
EX_N4_L80_H44_C157,L80 H44 L80 H44 L80 H44 L80 H44 L157 H44 L80 H44 L80 H44 L80 H44 L80,physical_principal_square_root,APCD_SIO2_NATIVE_M1,DUP_d74fe91f76a26599,forbidden,"{""N"": 4, ""L_nm"": 80, ""H_nm"": 44, ""C_nm"": 157}",APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,L80 H44 L80 H44 L80 H44 L80 H44 L157 H44 L80 H44 L80 H44 L80 H44 L80,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,d74fe91f76a26599,GaN -> reverse(stack) -> Air,Explicit,17,17,1149
EX_N4_L80_H44_C158,L80 H44 L80 H44 L80 H44 L80 H44 L158 H44 L80 H44 L80 H44 L80 H44 L80,physical_principal_square_root,APCD_SIO2_NATIVE_M1,DUP_a3cc937d7434f935,forbidden,"{""N"": 4, ""L_nm"": 80, ""H_nm"": 44, ""C_nm"": 158}",APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,L80 H44 L80 H44 L80 H44 L80 H44 L158 H44 L80 H44 L80 H44 L80 H44 L80,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,a3cc937d7434f935,GaN -> reverse(stack) -> Air,Explicit,17,17,1150
EX_N4_L80_H44_C159,L80 H44 L80 H44 L80 H44 L80 H44 L159 H44 L80 H44 L80 H44 L80 H44 L80,physical_principal_square_root,APCD_SIO2_NATIVE_M1,DUP_362067bbce41ef6c,forbidden,"{""N"": 4, ""L_nm"": 80, ""H_nm"": 44, ""C_nm"": 159}",APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,L80 H44 L80 H44 L80 H44 L80 H44 L159 H44 L80 H44 L80 H44 L80 H44 L80,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,362067bbce41ef6c,GaN -> reverse(stack) -> Air,Explicit,17,17,1151
EX_N4_L80_H44_C160,L80 H44 L80 H44 L80 H44 L80 H44 L160 H44 L80 H44 L80 H44 L80 H44 L80,physical_principal_square_root,APCD_SIO2_NATIVE_M1,DUP_d001b06095655cb5,forbidden,"{""N"": 4, ""L_nm"": 80, ""H_nm"": 44, ""C_nm"": 160}",APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,L80 H44 L80 H44 L80 H44 L80 H44 L160 H44 L80 H44 L80 H44 L80 H44 L80,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,d001b06095655cb5,GaN -> reverse(stack) -> Air,Explicit,17,17,1152
EX_N4_L80_H44_C161,L80 H44 L80 H44 L80 H44 L80 H44 L161 H44 L80 H44 L80 H44 L80 H44 L80,physical_principal_square_root,APCD_SIO2_NATIVE_M1,DUP_0eeaad8fbfcf49c1,forbidden,"{""N"": 4, ""L_nm"": 80, ""H_nm"": 44, ""C_nm"": 161}",APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,L80 H44 L80 H44 L80 H44 L80 H44 L161 H44 L80 H44 L80 H44 L80 H44 L80,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,0eeaad8fbfcf49c1,GaN -> reverse(stack) -> Air,Explicit,17,17,1153
EX_N4_L80_H44_C162,L80 H44 L80 H44 L80 H44 L80 H44 L162 H44 L80 H44 L80 H44 L80 H44 L80,physical_principal_square_root,APCD_SIO2_NATIVE_M1,DUP_b958f3a98d7d28cd,forbidden,"{""N"": 4, ""L_nm"": 80, ""H_nm"": 44, ""C_nm"": 162}",APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,L80 H44 L80 H44 L80 H44 L80 H44 L162 H44 L80 H44 L80 H44 L80 H44 L80,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,b958f3a98d7d28cd,GaN -> reverse(stack) -> Air,Explicit,17,17,1154
EX_N4_L81_H44_C152,L81 H44 L81 H44 L81 H44 L81 H44 L152 H44 L81 H44 L81 H44 L81 H44 L81,physical_principal_square_root,APCD_SIO2_NATIVE_M1,DUP_447c9a27cb1e65fb,forbidden,"{""N"": 4, ""L_nm"": 81, ""H_nm"": 44, ""C_nm"": 152}",APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,L81 H44 L81 H44 L81 H44 L81 H44 L152 H44 L81 H44 L81 H44 L81 H44 L81,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,447c9a27cb1e65fb,GaN -> reverse(stack) -> Air,Explicit,17,17,1152
EX_N4_L81_H44_C153,L81 H44 L81 H44 L81 H44 L81 H44 L153 H44 L81 H44 L81 H44 L81 H44 L81,physical_principal_square_root,APCD_SIO2_NATIVE_M1,DUP_3dd5c03b23caa63c,forbidden,"{""N"": 4, ""L_nm"": 81, ""H_nm"": 44, ""C_nm"": 153}",APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,L81 H44 L81 H44 L81 H44 L81 H44 L153 H44 L81 H44 L81 H44 L81 H44 L81,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,3dd5c03b23caa63c,GaN -> reverse(stack) -> Air,Explicit,17,17,1153
EX_N4_L81_H44_C154,L81 H44 L81 H44 L81 H44 L81 H44 L154 H44 L81 H44 L81 H44 L81 H44 L81,physical_principal_square_root,APCD_SIO2_NATIVE_M1,DUP_79075074924f5f6f,forbidden,"{""N"": 4, ""L_nm"": 81, ""H_nm"": 44, ""C_nm"": 154}",APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,L81 H44 L81 H44 L81 H44 L81 H44 L154 H44 L81 H44 L81 H44 L81 H44 L81,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,79075074924f5f6f,GaN -> reverse(stack) -> Air,Explicit,17,17,1154
EX_N4_L81_H44_C155,L81 H44 L81 H44 L81 H44 L81 H44 L155 H44 L81 H44 L81 H44 L81 H44 L81,physical_principal_square_root,APCD_SIO2_NATIVE_M1,DUP_cc6b57c3cd04c05e,forbidden,"{""N"": 4, ""L_nm"": 81, ""H_nm"": 44, ""C_nm"": 155}",APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,L81 H44 L81 H44 L81 H44 L81 H44 L155 H44 L81 H44 L81 H44 L81 H44 L81,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,cc6b57c3cd04c05e,GaN -> reverse(stack) -> Air,Explicit,17,17,1155
EX_N4_L81_H44_C156,L81 H44 L81 H44 L81 H44 L81 H44 L156 H44 L81 H44 L81 H44 L81 H44 L81,physical_principal_square_root,APCD_SIO2_NATIVE_M1,DUP_90fdcba9311daba3,forbidden,"{""N"": 4, ""L_nm"": 81, ""H_nm"": 44, ""C_nm"": 156}",APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,L81 H44 L81 H44 L81 H44 L81 H44 L156 H44 L81 H44 L81 H44 L81 H44 L81,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,90fdcba9311daba3,GaN -> reverse(stack) -> Air,Explicit,17,17,1156
EX_N4_L81_H44_C157,L81 H44 L81 H44 L81 H44 L81 H44 L157 H44 L81 H44 L81 H44 L81 H44 L81,physical_principal_square_root,APCD_SIO2_NATIVE_M1,DUP_64fefce1d7d54816,forbidden,"{""N"": 4, ""L_nm"": 81, ""H_nm"": 44, ""C_nm"": 157}",APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,L81 H44 L81 H44 L81 H44 L81 H44 L157 H44 L81 H44 L81 H44 L81 H44 L81,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,64fefce1d7d54816,GaN -> reverse(stack) -> Air,Explicit,17,17,1157
EX_N4_L81_H44_C158,L81 H44 L81 H44 L81 H44 L81 H44 L158 H44 L81 H44 L81 H44 L81 H44 L81,physical_principal_square_root,APCD_SIO2_NATIVE_M1,DUP_9a19b0be866f9dfc,forbidden,"{""N"": 4, ""L_nm"": 81, ""H_nm"": 44, ""C_nm"": 158}",APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,L81 H44 L81 H44 L81 H44 L81 H44 L158 H44 L81 H44 L81 H44 L81 H44 L81,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,9a19b0be866f9dfc,GaN -> reverse(stack) -> Air,Explicit,17,17,1158
EX_N4_L81_H44_C159,L81 H44 L81 H44 L81 H44 L81 H44 L159 H44 L81 H44 L81 H44 L81 H44 L81,physical_principal_square_root,APCD_SIO2_NATIVE_M1,DUP_d6f9d307fdb9d03c,forbidden,"{""N"": 4, ""L_nm"": 81, ""H_nm"": 44, ""C_nm"": 159}",APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,L81 H44 L81 H44 L81 H44 L81 H44 L159 H44 L81 H44 L81 H44 L81 H44 L81,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,d6f9d307fdb9d03c,GaN -> reverse(stack) -> Air,Explicit,17,17,1159
EX_N4_L81_H44_C160,L81 H44 L81 H44 L81 H44 L81 H44 L160 H44 L81 H44 L81 H44 L81 H44 L81,physical_principal_square_root,APCD_SIO2_NATIVE_M1,DUP_5eca066cbd7ffef9,forbidden,"{""N"": 4, ""L_nm"": 81, ""H_nm"": 44, ""C_nm"": 160}",APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,L81 H44 L81 H44 L81 H44 L81 H44 L160 H44 L81 H44 L81 H44 L81 H44 L81,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,5eca066cbd7ffef9,GaN -> reverse(stack) -> Air,Explicit,17,17,1160
EX_N4_L81_H44_C161,L81 H44 L81 H44 L81 H44 L81 H44 L161 H44 L81 H44 L81 H44 L81 H44 L81,physical_principal_square_root,APCD_SIO2_NATIVE_M1,DUP_bc9b4f2a81054cb6,forbidden,"{""N"": 4, ""L_nm"": 81, ""H_nm"": 44, ""C_nm"": 161}",APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,L81 H44 L81 H44 L81 H44 L81 H44 L161 H44 L81 H44 L81 H44 L81 H44 L81,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,bc9b4f2a81054cb6,GaN -> reverse(stack) -> Air,Explicit,17,17,1161
EX_N4_L81_H44_C162,L81 H44 L81 H44 L81 H44 L81 H44 L162 H44 L81 H44 L81 H44 L81 H44 L81,physical_principal_square_root,APCD_SIO2_NATIVE_M1,DUP_1330488d516cb70f,forbidden,"{""N"": 4, ""L_nm"": 81, ""H_nm"": 44, ""C_nm"": 162}",APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,L81 H44 L81 H44 L81 H44 L81 H44 L162 H44 L81 H44 L81 H44 L81 H44 L81,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,1330488d516cb70f,GaN -> reverse(stack) -> Air,Explicit,17,17,1162
EX_N4_L82_H44_C152,L82 H44 L82 H44 L82 H44 L82 H44 L152 H44 L82 H44 L82 H44 L82 H44 L82,physical_principal_square_root,APCD_SIO2_NATIVE_M1,DUP_0f683613636d3ded,forbidden,"{""N"": 4, ""L_nm"": 82, ""H_nm"": 44, ""C_nm"": 152}",APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,L82 H44 L82 H44 L82 H44 L82 H44 L152 H44 L82 H44 L82 H44 L82 H44 L82,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,0f683613636d3ded,GaN -> reverse(stack) -> Air,Explicit,17,17,1160
EX_N4_L82_H44_C153,L82 H44 L82 H44 L82 H44 L82 H44 L153 H44 L82 H44 L82 H44 L82 H44 L82,physical_principal_square_root,APCD_SIO2_NATIVE_M1,DUP_0941371e56d2705d,forbidden,"{""N"": 4, ""L_nm"": 82, ""H_nm"": 44, ""C_nm"": 153}",APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,L82 H44 L82 H44 L82 H44 L82 H44 L153 H44 L82 H44 L82 H44 L82 H44 L82,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,0941371e56d2705d,GaN -> reverse(stack) -> Air,Explicit,17,17,1161
EX_N4_L82_H44_C154,L82 H44 L82 H44 L82 H44 L82 H44 L154 H44 L82 H44 L82 H44 L82 H44 L82,physical_principal_square_root,APCD_SIO2_NATIVE_M1,DUP_88bb3bb67cbb8c70,forbidden,"{""N"": 4, ""L_nm"": 82, ""H_nm"": 44, ""C_nm"": 154}",APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,L82 H44 L82 H44 L82 H44 L82 H44 L154 H44 L82 H44 L82 H44 L82 H44 L82,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,88bb3bb67cbb8c70,GaN -> reverse(stack) -> Air,Explicit,17,17,1162
EX_N4_L82_H44_C155,L82 H44 L82 H44 L82 H44 L82 H44 L155 H44 L82 H44 L82 H44 L82 H44 L82,physical_principal_square_root,APCD_SIO2_NATIVE_M1,DUP_6bbd5eb3859baf57,forbidden,"{""N"": 4, ""L_nm"": 82, ""H_nm"": 44, ""C_nm"": 155}",APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,L82 H44 L82 H44 L82 H44 L82 H44 L155 H44 L82 H44 L82 H44 L82 H44 L82,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,6bbd5eb3859baf57,GaN -> reverse(stack) -> Air,Explicit,17,17,1163
EX_N4_L82_H44_C156,L82 H44 L82 H44 L82 H44 L82 H44 L156 H44 L82 H44 L82 H44 L82 H44 L82,physical_principal_square_root,APCD_SIO2_NATIVE_M1,DUP_0b5b7c6ac9f9d887,forbidden,"{""N"": 4, ""L_nm"": 82, ""H_nm"": 44, ""C_nm"": 156}",APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,L82 H44 L82 H44 L82 H44 L82 H44 L156 H44 L82 H44 L82 H44 L82 H44 L82,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,0b5b7c6ac9f9d887,GaN -> reverse(stack) -> Air,Explicit,17,17,1164
EX_N4_L82_H44_C157,L82 H44 L82 H44 L82 H44 L82 H44 L157 H44 L82 H44 L82 H44 L82 H44 L82,physical_principal_square_root,APCD_SIO2_NATIVE_M1,DUP_9fe1a9317ef48d62,forbidden,"{""N"": 4, ""L_nm"": 82, ""H_nm"": 44, ""C_nm"": 157}",APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,L82 H44 L82 H44 L82 H44 L82 H44 L157 H44 L82 H44 L82 H44 L82 H44 L82,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,9fe1a9317ef48d62,GaN -> reverse(stack) -> Air,Explicit,17,17,1165
