FWHM_nm,T448,T449,T450,T450_10deg,T450_20deg,T450_30deg,T450_40deg,T450_50deg,T450_60deg,T451,T452,T453,TE_TM_split_20deg,TE_TM_split_40deg,Tpeak,blue_448_453_mean,blue_448_453_min,candidate_id,compiled_layer_sequence,complex_index_reconstruction,defect_material_id,duplicate_group_id,energy_max,extrapolation_policy,gate_pass,geometry,high_index_material_id,interpolation_axis,interpolation_method,interpolation_source_quantity,logical_layer_sequence,low_index_material_id,material_model,material_policy_id,normal_to_40_60_ratio,peak_count,peak_error_nm,peak_wavelength_nm,physical_sequence_hash,propagation_direction,topology_id,total_layer_count_compiled,total_layer_count_logical,total_thickness_nm
0.0,0.007470922423307411,0.012330501316555144,0.023979627111208747,0.5646258408810356,0.004359298366465049,0.0008905616431145383,0.0006522373684829164,0.0012328926134328741,0.005034084408266382,0.06381797978612078,0.3525509601217962,0.36926034934904595,0.0035303386856052974,0.0011976249641537451,0.8303981183851934,0.13823505668467237,0.007470922423307411,ZL2_N5_L77_H47,H47 L77 H47 L77 H47 L77 H47 L77 H47 L154 H47 L77 H47 L77 H47 L77 H47 L77 H47,physical_principal_square_root,APCD_SIO2_NATIVE_M1,DUP_db595f6dce9447e9,1.0000000000000007,forbidden,False,"{""N"": 5, ""L_nm"": 77, ""H_nm"": 47, ""defect_origin"": ""natural_L_L_interface"", ""effective_defect_thickness_nm"": 154}",APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,H47 L77 H47 L77 H47 L77 H47 L77 H47 L77 L77 H47 L77 H47 L77 H47 L77 H47 L77 H47,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,104.34145940017748,1,2.5,452.5,db595f6dce9447e9,GaN -> reverse(stack) -> Air,ZL-2,19,20,1240
0.0,0.007208820187349184,0.011933601081932442,0.02327430437102713,0.5782110206026705,0.00417772194570338,0.0008725299476339205,0.0006604143871757629,0.001311217434734948,0.005710574817506873,0.0621166474464787,0.34555517356258647,0.36748345513178093,0.0032432651096076254,0.001210935430977217,0.828965572607077,0.13626200029685914,0.007208820187349184,ZL2_N5_L78_H46,H46 L78 H46 L78 H46 L78 H46 L78 H46 L156 H46 L78 H46 L78 H46 L78 H46 L78 H46,physical_principal_square_root,APCD_SIO2_NATIVE_M1,DUP_c8cc49cb8ecb3388,1.0000000000000016,forbidden,False,"{""N"": 5, ""L_nm"": 78, ""H_nm"": 46, ""defect_origin"": ""natural_L_L_interface"", ""effective_defect_thickness_nm"": 156}",APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,H46 L78 H46 L78 H46 L78 H46 L78 H46 L78 L78 H46 L78 H46 L78 H46 L78 H46 L78 H46,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,96.55785355555487,1,2.5,452.5,c8cc49cb8ecb3388,GaN -> reverse(stack) -> Air,ZL-2,19,20,1240
0.0,0.007016258720629711,0.011637764510076129,0.022722764154954472,0.5846774771999922,0.004067331705131888,0.0008666489267148895,0.0006776089711549218,0.0014141466464833627,0.00658297970749629,0.06058754576830762,0.33558904583073523,0.3741485427266902,0.003020141541452855,0.0012405951823882227,0.8269535236369859,0.13528365361856556,0.007016258720629711,ZL2_N5_L79_H45,H45 L79 H45 L79 H45 L79 H45 L79 H45 L158 H45 L79 H45 L79 H45 L79 H45 L79 H45,physical_principal_square_root,APCD_SIO2_NATIVE_M1,DUP_fddc73f2e7314b04,1.0000000000000009,forbidden,False,"{""N"": 5, ""L_nm"": 79, ""H_nm"": 45, ""defect_origin"": ""natural_L_L_interface"", ""effective_defect_thickness_nm"": 158}",APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,H45 L79 H45 L79 H45 L79 H45 L79 H45 L79 L79 H45 L79 H45 L79 H45 L79 H45 L79 H45,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,86.94192696986191,1,2.5,452.5,fddc73f2e7314b04,GaN -> reverse(stack) -> Air,ZL-2,19,20,1240
0.0,0.006904313377449478,0.011470499488819324,0.022407916120094677,0.5902388240768524,0.004015996374439733,0.0008722185930839251,0.0007044344628629231,0.0015469287858842498,0.007716216632616352,0.05961246590148174,0.3269353291494162,0.38503158443603913,0.002845019580868993,0.0012876400856292995,0.8242301464528945,0.1353936847455501,0.006904313377449478,ZL2_N5_L80_H44,H44 L80 H44 L80 H44 L80 H44 L80 H44 L160 H44 L80 H44 L80 H44 L80 H44 L80 H44,physical_principal_square_root,APCD_SIO2_NATIVE_M1,DUP_5a3dd64c9d7935db,1.000000000000001,forbidden,False,"{""N"": 5, ""L_nm"": 80, ""H_nm"": 44, ""defect_origin"": ""natural_L_L_interface"", ""effective_defect_thickness_nm"": 160}",APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,H44 L80 H44 L80 H44 L80 H44 L80 H44 L80 L80 H44 L80 H44 L80 H44 L80 H44 L80 H44,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,76.91953942482317,1,2.5,452.5,5a3dd64c9d7935db,GaN -> reverse(stack) -> Air,ZL-2,19,20,1240
0.0,0.0007527253955733878,0.001244239108480952,0.0024383510539191426,0.13146275681215439,0.00045638561507430704,0.00010462985213328654,9.830136316076137e-05,0.00027434423692293975,0.002000891195065179,0.006720018688595904,0.0534706626748369,0.06662779301323857,0.00043084333295580543,0.00018805597575896358,0.797564746432259,0.02187563165577414,0.0007527253955733878,ZL2_N6_L77_H47,H47 L77 H47 L77 H47 L77 H47 L77 H47 L77 H47 L154 H47 L77 H47 L77 H47 L77 H47 L77 H47 L77 H47,physical_principal_square_root,APCD_SIO2_NATIVE_M1,DUP_86473c55632c4bf7,1.0000000000000009,forbidden,False,"{""N"": 6, ""L_nm"": 77, ""H_nm"": 47, ""defect_origin"": ""natural_L_L_interface"", ""effective_defect_thickness_nm"": 154}",APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,H47 L77 H47 L77 H47 L77 H47 L77 H47 L77 H47 L77 L77 H47 L77 H47 L77 H47 L77 H47 L77 H47 L77 H47,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,72.21600026633952,1,2.5,452.5,86473c55632c4bf7,GaN -> reverse(stack) -> Air,ZL-2,23,24,1488
0.0,0.006885388406268087,0.011460663504262652,0.022412212326178512,0.6013325179514013,0.004015125755769161,0.0008890380491342395,0.0007419351373784233,0.0017167728434492424,0.009202719448623874,0.05955079035460038,0.323471891664585,0.39553421246495624,0.0027063403566583368,0.0013538773901013846,0.8223944363956164,0.13655252645347515,0.006885388406268087,ZL2_N5_L81_H43,H43 L81 H43 L81 H43 L81 H43 L81 H43 L162 H43 L81 H43 L81 H43 L81 H43 L81 H43,physical_principal_square_root,APCD_SIO2_NATIVE_M1,DUP_743b554d0b69eb0b,1.0000000000000009,forbidden,False,"{""N"": 5, ""L_nm"": 81, ""H_nm"": 43, ""defect_origin"": ""natural_L_L_interface"", ""effective_defect_thickness_nm"": 162}",APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,H43 L81 H43 L81 H43 L81 H43 L81 H43 L81 L81 H43 L81 H43 L81 H43 L81 H43 L81 H43,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,67.51285906514362,1,2.5,452.5,743b554d0b69eb0b,GaN -> reverse(stack) -> Air,ZL-2,19,20,1240
0.0,0.0007211731215873981,0.0011979630770454427,0.002360423737877611,0.1441528019390902,0.00043420060981943473,0.00010277236363723499,0.00010118196884613236,0.00030302792877949075,0.0024499527005224877,0.006551237066835532,0.05307068167079056,0.06372931788464709,0.0003960096335847966,0.00019347959400666139,0.8072185157699298,0.021271799426463938,0.0007211731215873981,ZL2_N6_L78_H46,H46 L78 H46 L78 H46 L78 H46 L78 H46 L78 H46 L156 H46 L78 H46 L78 H46 L78 H46 L78 H46 L78 H46,physical_principal_square_root,APCD_SIO2_NATIVE_M1,DUP_2649a60b6ecb8489,1.0000000000000007,forbidden,False,"{""N"": 6, ""L_nm"": 78, ""H_nm"": 46, ""defect_origin"": ""natural_L_L_interface"", ""effective_defect_thickness_nm"": 156}",APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,H46 L78 H46 L78 H46 L78 H46 L78 H46 L78 H46 L78 L78 H46 L78 H46 L78 H46 L78 H46 L78 H46 L78 H46,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,66.37245808165132,1,2.5,452.5,2649a60b6ecb8489,GaN -> reverse(stack) -> Air,ZL-2,23,24,1488
0.0,0.0069750056960175165,0.011642383882627453,0.022828396372943455,0.6239179074852221,0.004058551951629038,0.0009173632682436437,0.0007916599003212873,0.0019335682143072996,0.011175906990135924,0.06078393955010131,0.32888881762288263,0.40071699432686925,0.0025956367158810247,0.0014420126229498925,0.8241639934314733,0.13863925624190696,0.0069750056960175165,ZL2_N5_L82_H42,H42 L82 H42 L82 H42 L82 H42 L82 H42 L164 H42 L82 H42 L82 H42 L82 H42 L82 H42,physical_principal_square_root,APCD_SIO2_NATIVE_M1,DUP_1d2a65c6d9660cf5,1.0000000000000009,forbidden,False,"{""N"": 5, ""L_nm"": 82, ""H_nm"": 42, ""defect_origin"": ""natural_L_L_interface"", ""effective_defect_thickness_nm"": 164}",APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,H42 L82 H42 L82 H42 L82 H42 L82 H42 L82 L82 H42 L82 H42 L82 H42 L82 H42 L82 H42,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,59.25868356702019,1,2.5,452.5,1d2a65c6d9660cf5,GaN -> reverse(stack) -> Air,ZL-2,19,20,1240
0.0,0.0006993200876506317,0.0011661720985104136,0.002306212363347532,0.15501382443838166,0.000421171431048623,0.0001026924201633316,0.00010593471173931896,0.0003411157347414246,0.003075708205875888,0.006421018470779655,0.05205448840244513,0.06353331522709879,0.00037056330828361594,0.00020246993764600762,0.8030985128136114,0.021030087774972023,0.0006993200876506317,ZL2_N6_L79_H45,H45 L79 H45 L79 H45 L79 H45 L79 H45 L79 H45 L158 H45 L79 H45 L79 H45 L79 H45 L79 H45 L79 H45,physical_principal_square_root,APCD_SIO2_NATIVE_M1,DUP_4baddcd895090b54,1.0000000000000007,forbidden,False,"{""N"": 6, ""L_nm"": 79, ""H_nm"": 45, ""defect_origin"": ""natural_L_L_interface"", ""effective_defect_thickness_nm"": 158}",APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,H45 L79 H45 L79 H45 L79 H45 L79 H45 L79 H45 L79 L79 H45 L79 H45 L79 H45 L79 H45 L79 H45 L79 H45,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,58.4069289150591,1,2.5,452.5,4baddcd895090b54,GaN -> reverse(stack) -> Air,ZL-2,23,24,1488
0.0,0.0006879870886493362,0.0011513134587017402,0.002283945028741235,0.16845463068214267,0.00041578734666205446,0.00010433317542692993,0.00011281260280179735,0.00039154125763627296,0.003965675305379354,0.006372118546122812,0.05144285058609512,0.06465543982153592,0.00035231511942037747,0.0002155047072799577,0.7957121854156228,0.021098942421641027,0.0006879870886493362,ZL2_N6_L80_H44,H44 L80 H44 L80 H44 L80 H44 L80 H44 L80 H44 L160 H44 L80 H44 L80 H44 L80 H44 L80 H44 L80 H44,physical_principal_square_root,APCD_SIO2_NATIVE_M1,DUP_5a933431b747c569,1.0000000000000022,forbidden,False,"{""N"": 6, ""L_nm"": 80, ""H_nm"": 44, ""defect_origin"": ""natural_L_L_interface"", ""effective_defect_thickness_nm"": 160}",APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,H44 L80 H44 L80 H44 L80 H44 L80 H44 L80 H44 L80 L80 H44 L80 H44 L80 H44 L80 H44 L80 H44 L80 H44,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,50.56980696795122,1,2.5,452.5,5a933431b747c569,GaN -> reverse(stack) -> Air,ZL-2,23,24,1488
