FWHM_nm,T448,T449,T450,T450_10deg,T450_20deg,T450_30deg,T450_40deg,T450_50deg,T450_60deg,T451,T452,T453,TE_TM_split_20deg,TE_TM_split_40deg,Tpeak,blue_448_453_mean,blue_448_453_min,candidate_id,compiled_layer_sequence,complex_index_reconstruction,defect_material_id,duplicate_group_id,energy_max,extrapolation_policy,failed_conditions,gate_pass,geometry,global_rank,high_index_material_id,interpolation_axis,interpolation_method,interpolation_source_quantity,logical_layer_sequence,low_index_material_id,material_model,material_policy_id,normal_to_40_60_ratio,objective,peak_count,peak_error_nm,peak_wavelength_nm,physical_sequence_hash,propagation_direction,topology_id,total_layer_count_compiled,total_layer_count_logical,total_thickness_nm
1.5,0.16479146859131988,0.36986377495221734,0.7877740009767716,0.20819144830358433,0.015513807948138277,0.004107814264855729,0.0025842343126024365,0.0034938861345827766,0.009408274931249358,0.5858731805989053,0.2547172884922344,0.12739812917105525,0.008703200346388641,0.004180943303309991,0.7944329465015565,0.38173630713041723,0.12739812917105525,EX_N4_L79_H45_C156,L79 H45 L79 H45 L79 H45 L79 H45 L156 H45 L79 H45 L79 H45 L79 H45 L79,physical_principal_square_root,APCD_SIO2_NATIVE_M1,DUP_393fd2bda282ddb8,1.0000000000000013,forbidden,,true,"{""N"": 4, ""L_nm"": 79, ""H_nm"": 45, ""C_nm"": 156}",7,APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,L79 H45 L79 H45 L79 H45 L79 H45 L156 H45 L79 H45 L79 H45 L79 H45 L79,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,125.52941384692113,PERF,1,0.5,450.5,393fd2bda282ddb8,GaN -> reverse(stack) -> Air,Explicit,17.0,17,1148
1.5,0.16128424747059045,0.36182915189750553,0.7809281823397115,0.20876610743058915,0.015436413953242497,0.004128203970927424,0.002653240283943334,0.0037246169172717074,0.010660738246463256,0.595781492310498,0.2594024868729027,0.1295120600397474,0.008256689830308212,0.004274289554835481,0.8001554836348769,0.3814562701551593,0.1295120600397474,EX_N4_L80_H44_C158,L80 H44 L80 H44 L80 H44 L80 H44 L158 H44 L80 H44 L80 H44 L80 H44 L80,physical_principal_square_root,APCD_SIO2_NATIVE_M1,DUP_a3cc937d7434f935,1.0000000000000018,forbidden,,true,"{""N"": 4, ""L_nm"": 80, ""H_nm"": 44, ""C_nm"": 158}",8,APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,L80 H44 L80 H44 L80 H44 L80 H44 L158 H44 L80 H44 L80 H44 L80 H44 L80,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,114.85278020595277,PERF,1,0.5,450.5,a3cc937d7434f935,GaN -> reverse(stack) -> Air,Explicit,17.0,17,1150
1.5,0.17646048089066835,0.40214744370407485,0.8122256400675436,0.19102420982845913,0.014934995718900328,0.004041738620307474,0.0026067711703648337,0.003676316685594205,0.010666926430121383,0.5473980089133237,0.23981673896026046,0.12236715240771547,0.007939758682259998,0.00418765871906344,0.8122256400675436,0.38340257749059775,0.12236715240771547,EX_N4_L82_H43_C159,L82 H43 L82 H43 L82 H43 L82 H43 L159 H43 L82 H43 L82 H43 L82 H43 L82,physical_principal_square_root,APCD_SIO2_NATIVE_M1,DUP_b3875f02c45b9651,1.0000000000000016,forbidden,,true,"{""N"": 4, ""L_nm"": 82, ""H_nm"": 43, ""C_nm"": 159}",9,APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,L82 H43 L82 H43 L82 H43 L82 H43 L159 H43 L82 H43 L82 H43 L82 H43 L82,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,113.89132348748034,PERF,1,0.0,450.0,b3875f02c45b9651,GaN -> reverse(stack) -> Air,Explicit,17.0,17,1159
1.5,0.15914031133452494,0.35602569633581027,0.7742763377252804,0.2109570818104664,0.015519884632945386,0.004192481297579928,0.002752997009155176,0.004015922750665565,0.01224983464861977,0.6070697996496197,0.2657897221747633,0.13266793410104213,0.00789022673704742,0.0044148992017042105,0.8055426224025712,0.3824949668868401,0.13266793410104213,EX_N4_L81_H43_C160,L81 H43 L81 H43 L81 H43 L81 H43 L160 H43 L81 H43 L81 H43 L81 H43 L81,physical_principal_square_root,APCD_SIO2_NATIVE_M1,DUP_0ed943a1eb81f2b9,1.000000000000001,forbidden,,true,"{""N"": 4, ""L_nm"": 81, ""H_nm"": 43, ""C_nm"": 160}",10,APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,L81 H43 L81 H43 L81 H43 L81 H43 L160 H43 L81 H43 L81 H43 L81 H43 L81,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,103.75008767447689,PERF,1,0.5,450.5,0ed943a1eb81f2b9,GaN -> reverse(stack) -> Air,Explicit,17.0,17,1152
2.0,0.20959400276500134,0.47978464558927125,0.8326478948190779,0.17759661108827302,0.014954249540546336,0.00392986437797391,0.0023395227241524816,0.002867536075289336,0.006672412922059448,0.47654011069602964,0.21184679142559995,0.11080261117655002,0.009433115101862502,0.003817375339455655,0.8326478948190779,0.386869342745255,0.11080261117655002,EX_N4_L80_H46_C152,L80 H46 L80 H46 L80 H46 L80 H46 L152 H46 L80 H46 L80 H46 L80 H46 L80,physical_principal_square_root,APCD_SIO2_NATIVE_M1,DUP_e5fdd38c9eb732eb,1.0000000000000018,forbidden,,true,"{""N"": 4, ""L_nm"": 80, ""H_nm"": 46, ""C_nm"": 152}",11,APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,L80 H46 L80 H46 L80 H46 L80 H46 L152 H46 L80 H46 L80 H46 L80 H46 L80,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,153.14102087133074,PERF,1,0.0,450.0,e5fdd38c9eb732eb,GaN -> reverse(stack) -> Air,Explicit,17.0,17,1160
2.0,0.22929537927566618,0.5302274945610113,0.8268217660009991,0.16190584388755708,0.014297792406242541,0.0038005844272887405,0.002271933564816129,0.0027978725693613656,0.006584539950734511,0.433672976389993,0.1954537938009575,0.10418838011759701,0.008968314312008414,0.0036999470307937945,0.8268217660009991,0.38660996502437067,0.10418838011759701,EX_N4_L82_H45_C153,L82 H45 L82 H45 L82 H45 L82 H45 L153 H45 L82 H45 L82 H45 L82 H45 L82,physical_principal_square_root,APCD_SIO2_NATIVE_M1,DUP_112513f94d117815,1.0000000000000018,forbidden,,true,"{""N"": 4, ""L_nm"": 82, ""H_nm"": 45, ""C_nm"": 153}",12,APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,L82 H45 L82 H45 L82 H45 L82 H45 L153 H45 L82 H45 L82 H45 L82 H45 L82,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,149.34616740865818,PERF,1,0.0,450.0,112513f94d117815,GaN -> reverse(stack) -> Air,Explicit,17.0,17,1169
2.0,0.18802803352979067,0.4268506584175573,0.8220818517682225,0.19210396340694208,0.015312947859310113,0.004019983741849906,0.002433684505861276,0.0030746878493680438,0.007470230027195944,0.5246855360331965,0.23017102243510545,0.11793326054730366,0.009325592222388138,0.003961818783886252,0.8220818517682225,0.3849583937885293,0.11793326054730366,EX_N4_L79_H46_C153,L79 H46 L79 H46 L79 H46 L79 H46 L153 H46 L79 H46 L79 H46 L79 H46 L79,physical_principal_square_root,APCD_SIO2_NATIVE_M1,DUP_f4b0c6bb6cd6940e,1.0000000000000018,forbidden,,true,"{""N"": 4, ""L_nm"": 79, ""H_nm"": 46, ""C_nm"": 153}",13,APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,L79 H46 L79 H46 L79 H46 L79 H46 L153 H46 L79 H46 L79 H46 L79 H46 L79,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,145.39001791977753,PERF,1,0.0,450.0,f4b0c6bb6cd6940e,GaN -> reverse(stack) -> Air,Explicit,17.0,17,1153
2.0,0.2049521424332269,0.47256575961361713,0.8326781361807754,0.1741429401373003,0.014605701640737602,0.0038811982293882703,0.0023600024058080074,0.0029967142439017427,0.0073692410081448575,0.4768574044498386,0.21119998324875203,0.1103737323160573,0.008846089839427525,0.003834369332811698,0.8326781361807754,0.3847711930403779,0.1103737323160573,EX_N4_L81_H45_C154,L81 H45 L81 H45 L81 H45 L81 H45 L154 H45 L81 H45 L81 H45 L81 H45 L81,physical_principal_square_root,APCD_SIO2_NATIVE_M1,DUP_899b4a8256446fe1,1.0000000000000009,forbidden,,true,"{""N"": 4, ""L_nm"": 81, ""H_nm"": 45, ""C_nm"": 154}",14,APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,L81 H45 L81 H45 L81 H45 L81 H45 L154 H45 L81 H45 L81 H45 L81 H45 L81,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,143.42846657081267,PERF,1,0.0,450.0,899b4a8256446fe1,GaN -> reverse(stack) -> Air,Explicit,17.0,17,1162
2.0,0.1834451102254831,0.41851188843726594,0.8199881737878028,0.18944157017623509,0.015010383564571572,0.003983235024324676,0.0024635258147215735,0.003226966509301535,0.00829975736566753,0.5279955013759297,0.23080427997484715,0.11806403609439406,0.008760062708025554,0.00399381468042328,0.8199881737878028,0.38313483164928713,0.11806403609439406,EX_N4_L80_H45_C155,L80 H45 L80 H45 L80 H45 L80 H45 L155 H45 L80 H45 L80 H45 L80 H45 L80,physical_principal_square_root,APCD_SIO2_NATIVE_M1,DUP_40fd65635cc76076,1.000000000000001,forbidden,,true,"{""N"": 4, ""L_nm"": 80, ""H_nm"": 45, ""C_nm"": 155}",15,APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,L80 H45 L80 H45 L80 H45 L80 H45 L155 H45 L80 H45 L80 H45 L80 H45 L80,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,135.50168859083476,PERF,1,0.0,450.0,40fd65635cc76076,GaN -> reverse(stack) -> Air,Explicit,17.0,17,1155
2.0,0.15715492033236483,0.34361448899567,0.7541190457236333,0.2359902563258599,0.016755864995886004,0.004328915313856494,0.0026504292204491283,0.00343156122393905,0.00859671664716288,0.6366921922709574,0.27996864232155416,0.13760591970447997,0.009876260223133022,0.004311847910484712,0.81756023018218,0.3848592015581099,0.13760591970447997,EX_N4_L76_H47_C153,L76 H47 L76 H47 L76 H47 L76 H47 L153 H47 L76 H47 L76 H47 L76 H47 L76,physical_principal_square_root,APCD_SIO2_NATIVE_M1,DUP_c4afb189d5d1b567,1.0000000000000013,forbidden,,true,"{""N"": 4, ""L_nm"": 76, ""H_nm"": 47, ""C_nm"": 153}",16,APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,L76 H47 L76 H47 L76 H47 L76 H47 L153 H47 L76 H47 L76 H47 L76 H47 L76,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,133.30683818648149,PERF,1,0.5,450.5,c4afb189d5d1b567,GaN -> reverse(stack) -> Air,Explicit,17.0,17,1137
2.0,0.20040290499973704,0.4634395616444593,0.8324627975570061,0.17332276868227062,0.014444355544297061,0.003876813830491264,0.002406607827013829,0.003166859638809899,0.008246061159288134,0.4830045401920056,0.21353571411946887,0.11144132780547464,0.008380051215250981,0.0038923073464075877,0.8324627975570061,0.3840478077196919,0.11144132780547464,EX_N4_L82_H44_C156,L82 H44 L82 H44 L82 H44 L82 H44 L156 H44 L82 H44 L82 H44 L82 H44 L82,physical_principal_square_root,APCD_SIO2_NATIVE_M1,DUP_0b5b7c6ac9f9d887,1.0000000000000013,forbidden,,true,"{""N"": 4, ""L_nm"": 82, ""H_nm"": 44, ""C_nm"": 156}",17,APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,L82 H44 L82 H44 L82 H44 L82 H44 L156 H44 L82 H44 L82 H44 L82 H44 L82,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,133.2227294153685,PERF,1,0.0,450.0,0b5b7c6ac9f9d887,GaN -> reverse(stack) -> Air,Explicit,17.0,17,1164
2.0,0.179364395546754,0.40961586444757125,0.8164734675792782,0.18932134656497535,0.014891442232862834,0.003990998462915019,0.002520725855491502,0.0034249498498727282,0.009344911536617134,0.5363324762781303,0.2343000424883562,0.11964817470852998,0.008306537272981827,0.0040685212432167335,0.8164734675792782,0.38262240350810334,0.11964817470852998,EX_N4_L81_H44_C157,L81 H44 L81 H44 L81 H44 L81 H44 L157 H44 L81 H44 L81 H44 L81 H44 L81,physical_principal_square_root,APCD_SIO2_NATIVE_M1,DUP_64fefce1d7d54816,1.000000000000001,forbidden,,true,"{""N"": 4, ""L_nm"": 81, ""H_nm"": 44, ""C_nm"": 157}",18,APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,L81 H44 L81 H44 L81 H44 L81 H44 L157 H44 L81 H44 L81 H44 L81 H44 L81,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,124.98004665037435,PERF,1,0.0,450.0,64fefce1d7d54816,GaN -> reverse(stack) -> Air,Explicit,17.0,17,1157
2.0,0.1527605585171899,0.33564224413629085,0.7481387339392938,0.23180367578694852,0.016334601648473543,0.004268574366187643,0.0026726196756904873,0.0035926680480027973,0.009542670040089383,0.639725792177641,0.27991899397364917,0.13720013430152053,0.009209702131863224,0.0043323282360884455,0.8192861658183384,0.3822310761742642,0.13720013430152053,EX_N4_L77_H46_C155,L77 H46 L77 H46 L77 H46 L77 H46 L155 H46 L77 H46 L77 H46 L77 H46 L77,physical_principal_square_root,APCD_SIO2_NATIVE_M1,DUP_ef531e8c0c8aea73,1.000000000000001,forbidden,,true,"{""N"": 4, ""L_nm"": 77, ""H_nm"": 46, ""C_nm"": 155}",19,APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,L77 H46 L77 H46 L77 H46 L77 H46 L155 H46 L77 H46 L77 H46 L77 H46 L77,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,123.95823773360075,PERF,1,0.5,450.5,ef531e8c0c8aea73,GaN -> reverse(stack) -> Air,Explicit,17.0,17,1139
2.0,0.1488613452909739,0.32748315773553294,0.7395853592919182,0.23080559204829812,0.016119182289688762,0.004256426147566644,0.002724225780912716,0.0038038711650327873,0.010735316027280884,0.6477195947149661,0.2833676445170532,0.13852497696655353,0.008668654433096907,0.00439899751199886,0.8220198097141932,0.380923679752833,0.13852497696655353,EX_N4_L78_H45_C157,L78 H45 L78 H45 L78 H45 L78 H45 L157 H45 L78 H45 L78 H45 L78 H45 L78,physical_principal_square_root,APCD_SIO2_NATIVE_M1,DUP_7208ed92096b6b56,1.000000000000001,forbidden,,true,"{""N"": 4, ""L_nm"": 78, ""H_nm"": 45, ""C_nm"": 157}",20,APCD_TIO2_NATIVE_M1,frequency_hz,linear,complex_epsilon,L78 H45 L78 H45 L78 H45 L78 H45 L157 H45 L78 H45 L78 H45 L78 H45 L78,APCD_SIO2_NATIVE_M1,native_m1,MDC_NATIVE_M1,113.87753832831731,PERF,1,0.5,450.5,7208ed92096b6b56,GaN -> reverse(stack) -> Air,Explicit,17.0,17,1141
