candidate_id,category,wavelength_nm,geometry_hash_sha256,source_polarization_x_status,source_polarization_y_status,physics_origin,model_fill,Jones_complete,txx_real,txx_imag,txy_real,txy_imag,tyx_real,tyx_imag,tyy_real,tyy_imag,Txx,Txy,Tyx,Tyy,cross_power_xy_yx,combined_leakage,target_transmission,orthogonal_rejection,sigma1,sigma2,sigma2_over_sigma1,determinant_real,determinant_imag,jones_frobenius_norm,projection_error_apcd_v1,phase_wrapped_deg,primitive_valid,manufacturing_pass,phase_unwrapped_deg,x_checkpoint_sha256,y_checkpoint_sha256,J1_side_nm,J2_length_nm,J2_width_nm,D_nm,Psi_deg,exact_geometry_hash_sha256,canonical_relative_geometry_hash_sha256,symmetry_equivalence_geometry_hash_sha256,material,H_nm,period_x_nm,period_y_nm,split_geometry_level,clean_materialization_version,clean_admission_status,quarantine_status,admission_source,quarantine_identity,clean_split,J1_center_x_nm,J1_center_y_nm,J2_center_x_nm,J2_center_y_nm,direct_gap_nm,periodic_gap_nm,geometry_legality,authoritative_id,anchor_role,H_global_nm,source,physics_scope,projector_eligible,x_case_id,y_case_id,source_class,projector_error_apcd_v1,selected_throughput_Txx,projector_compatible,diffraction_order
LPML_R2_LOW_PHASE_AND_SIX_BIN_COVERAGE_024,,450.0,dbf1e41a1ea2f7640332844d5fdd265c07076ab5fee3307bb7f5eb9d6ae26c2b,,,H1A_AUTHORITATIVE_FULL_JONES,,True,0.3433250302196682,0.9109973471168874,0.02508852701286003,-0.0012053999104845747,0.025287743832790543,-0.0012391350651825745,-0.316126868220555,0.6551894702007329,0.9477882428293429,0.0006308871766192035,0.0006410054438626012,0.5292094386728532,0.0012718926204818048,0.530481331293335,0.9477882428293429,1.7866571110402638,0.9739370502573912,0.7278160456177162,0.7472926976393081,-0.7060430743878043,-0.06298622372731263,1.2158410973982898,0.35885290516661317,69.35021877672307,True,True,,529c591e1016dda88bef3db79221a01b8bb9957a76b17c52d7e2c18df91703c1,7c4ed598db8a8a045bbf4fbcba17062afc73b09ebf6a2a2a1bec8fd8a3c301fe,,,,,,,,,,,,,,,,,,,,,,,,,,,LPML_R2_LOW_PHASE_AND_SIX_BIN_COVERAGE_024,historical_low_phase,550.0,H1A_NEW_SOLVER_XY_FORMAL,FULL_JONES_H1A_PHYSICS,,H1A_LPML_R2_LOW_PHASE_AND_SIX_BIN_COVERAGE_024_dbf1e41a1ea2_H550_Px,H1A_LPML_R2_LOW_PHASE_AND_SIX_BIN_COVERAGE_024_dbf1e41a1ea2_H550_Py,H1A_EXISTING_AUTHORITATIVE,0.35885290516661317,0.9477882428293429,False,G0
LPML_R2_HIGH_UNCERTAINTY_007,,450.0,f447ce0e428d39f1d9055da8692b608a9f0b342aab7aee33131b269a1e037adb,,,H1A_AUTHORITATIVE_FULL_JONES,,True,-0.28878864427341233,0.946635822219533,-0.012256846945736555,0.02172349117259947,-0.01204490458442789,0.02130389011628506,0.23552971343362736,0.4058596287956215,0.9795182609705267,0.0006221403657772186,0.0005989354605347202,0.22019628419624632,0.0012210758263119389,0.22141736002255824,0.9795182609705267,4.42385484530541,0.990616647126393,0.4686302160863603,0.47306919124141034,-0.45190440772234436,0.10627598786709366,1.0958720824042762,0.1843707157586535,106.96528957076407,True,True,,719f60209975945e0dbe29eb05a28532068e109af5aba0eab3711a1c3e41b436,08d7f07fd03171bbb440e0956f347604dee373af6571b151e7fcf5dd6322ec28,,,,,,,,,,,,,,,,,,,,,,,,,,,LPML_R2_HIGH_UNCERTAINTY_007,historical_high_phase,550.0,H1A_NEW_SOLVER_XY_FORMAL,FULL_JONES_H1A_PHYSICS,,H1A_LPML_R2_HIGH_UNCERTAINTY_007_f447ce0e428d_H550_Px,H1A_LPML_R2_HIGH_UNCERTAINTY_007_f447ce0e428d_H550_Py,H1A_EXISTING_AUTHORITATIVE,0.1843707157586535,0.9795182609705267,True,G0
LPML_R1_GLOBAL_SOBOL_038,,450.0,b57c4e2b9456fa2c09331b95640e2b390bfceb86a2be80484dc4d8572fb79ae2,,,H1A_AUTHORITATIVE_FULL_JONES,,True,0.21709154465596867,0.930582413320995,-0.005069551888442498,0.0010201568332382973,-0.005052420998619138,0.0010159344530279773,0.23399832488336963,0.378062976058796,0.9131123667434419,2.6741076314013685e-05,2.6559080760136857e-05,0.19768682991465675,5.330015707415054e-05,0.19774013007173089,0.9131123667434419,4.617739284444728,0.9555893864818394,0.44463627973708386,0.4653005632200311,-0.3010442759502124,0.29983930592710395,1.0539698747189943,0.17800754883177927,76.8685674551491,True,True,,9d25a0e00ff21133948e56daf4dbcbdacde1c8e72bebef904765889ab9d7b23b,92ece9b5c40d682d7390302abecdb2a783919de295e6f3a5eafc83599a2036dc,,,,,,,,,,,,,,,,,,,,,,,,,,,LPML_R1_GLOBAL_SOBOL_038,projector_best,550.0,H1A_NEW_SOLVER_XY_FORMAL,FULL_JONES_H1A_PHYSICS,,H1A_LPML_R1_GLOBAL_SOBOL_038_b57c4e2b9456_H550_Px,H1A_LPML_R1_GLOBAL_SOBOL_038_b57c4e2b9456_H550_Py,H1A_EXISTING_AUTHORITATIVE,0.17800754883177927,0.9131123667434419,True,G0
LPML_R1_GLOBAL_SOBOL_126,,450.0,1aa1a1d470a312a92b5f9ca41a8070b2064aee3602a6a7781c131ebe1dac7844,,,H1A_AUTHORITATIVE_FULL_JONES,,True,0.12143610282924572,0.9844703082242183,-0.010390926234798868,-0.0005391933566149774,-0.010332560918212276,-0.0005160471964462882,0.291268984256038,0.3748508448923714,0.9839285148454424,0.00010826207749284908,0.00010702811983752777,0.22535077710606877,0.00021529019733037685,0.22556606730339915,0.9839285148454424,4.362041359359264,0.992029800777651,0.4747330371039029,0.4785471532526142,-0.3337660431153131,0.3322551589961205,1.0997702406179402,0.1864961370084426,82.96798918003071,True,True,,6d57734a5c1d4343bc7d77d3351e0119e0cfe299c0d25204e3d9222d02e8dbf7,40d6fa378b09af80ace1e78e71c3a37ebf66defac8aab9c035e6d4dd7f945256,,,,,,,,,,,,,,,,,,,,,,,,,,,LPML_R1_GLOBAL_SOBOL_126,balanced_good_throughput,550.0,H1A_NEW_SOLVER_XY_FORMAL,FULL_JONES_H1A_PHYSICS,,H1A_LPML_R1_GLOBAL_SOBOL_126_1aa1a1d470a3_H550_Px,H1A_LPML_R1_GLOBAL_SOBOL_126_1aa1a1d470a3_H550_Py,H1A_EXISTING_AUTHORITATIVE,0.1864961370084426,0.9839285148454424,True,G0
LPML_R2_BOUNDARY_AND_HIGH_GRADIENT_054,,450.0,2e07d48ba61d315bc1f13ae407cd25ba2d8b825a7de07c1f830c9bfb8b04d069,,,H1A_AUTHORITATIVE_FULL_JONES,,True,-0.3564087414390188,0.9241782610360612,0.0019752599859373518,0.009372377244687495,0.0020041021167353556,0.00919935399532775,0.15494842076854953,0.5498297028955106,0.9811326491457834,9.174310722878124e-05,8.864453922565577e-05,0.3263217152848329,0.00018038764645443702,0.3265021029312873,0.9811326491457834,3.004981102226664,0.990726183726471,0.5710484926482633,0.576393863438986,-0.5632833691286967,-0.05280110467553489,1.1435185840540898,0.24968906830647108,111.08910050508672,True,True,,2e6779336414f378fb32f55003667e8bf419f3b0d87ef7c13d33ab8f7090afba,f06c7c0f4959ad52264b8e931eb7e0cf473732b8bfd325034469c84a8166890b,,,,,,,,,,,,,,,,,,,,,,,,,,,LPML_R2_BOUNDARY_AND_HIGH_GRADIENT_054,boundary_sensitive,550.0,H1A_NEW_SOLVER_XY_FORMAL,FULL_JONES_H1A_PHYSICS,,H1A_LPML_R2_BOUNDARY_AND_HIGH_GRADIENT_054_2e07d48ba61d_H550_Px,H1A_LPML_R2_BOUNDARY_AND_HIGH_GRADIENT_054_2e07d48ba61d_H550_Py,H1A_EXISTING_AUTHORITATIVE,0.24968906830647108,0.9811326491457834,False,G0
LPML_R1_GLOBAL_SOBOL_002,,450.0,c4a870c85d7e72817465811491a3316fcabd28c16794fde9ffb73276ee150aac,,,H1A_AUTHORITATIVE_FULL_JONES,,True,-0.06242929911308352,0.975462562480445,1.1600570413951365e-08,-7.656566231085548e-09,-3.428399630163042e-09,-8.342627465617787e-09,0.4024905874465815,0.5024794664683373,0.9554246281886669,1.9319624038004328e-16,8.135335705418235e-17,0.41448428720539915,2.7454959743422563e-16,0.41448428720539937,0.9554246281886669,2.30509251540144,0.9774582488212311,0.6438045411500285,0.6586517039744937,-0.5152771132289145,0.3612450588945677,1.1704310810099272,0.3025633912939164,93.6619177404915,True,True,,5f7e51f9d2e40e2673371ace510b94e97d97a58083965cd7bc9d77d769f5d697,4cd13592f371b926b5371a56c4ee7ac68d44e994ffc720b00b849eaeaa7a218c,,,,,,,,,,,,,,,,,,,,,,,,,,,LPML_R1_GLOBAL_SOBOL_002,ordinary_interior_control,550.0,H1A_NEW_SOLVER_XY_FORMAL,FULL_JONES_H1A_PHYSICS,,H1A_LPML_R1_GLOBAL_SOBOL_002_c4a870c85d7e_H550_Px,H1A_LPML_R1_GLOBAL_SOBOL_002_c4a870c85d7e_H550_Py,H1A_EXISTING_AUTHORITATIVE,0.3025633912939164,0.9554246281886669,False,G0
H1B1_A_LOWER_COMPATIBLE_EDGE,,,220e4066a378f940c3c2153ab01f747aec264b6d35898101b1878b415c8a3693,,,H1B1_AUTHORITATIVE_FULL_JONES,,True,0.3997917605572774,0.9246552315638309,-0.005205617387010948,0.0034491813104040757,-0.005165588333916075,0.003403738849458572,0.2907817576230971,0.09470663597087448,1.014820749067849,3.899530409199146e-05,3.8268740990803425e-05,0.09352337746329732,7.726404508279488e-05,0.09360064150838011,1.014820749067849,10.842027711711692,1.0074140840170904,0.30584024244732083,0.30358940509127563,0.028666014439777024,0.30677134177364984,1.0528159338536955,0.08444499745689715,66.61786682418824,True,True,,79f63c6e4721ce16565df268870f48525ccd138c85af743c0866d361c755fbfe,472a8d6f49be5de18c3288d96ed286d8f2d761ef8d994802526f01bd11a3b823,108,106,98,196.01020381602586,0.5846305207051778,,,,,,,,,,,,,,,,,,,,,,H1B1_A_LOWER_COMPATIBLE_EDGE,A_lower_compatible_phase_edge_extension,550.0,,FULL_JONES_H1B1_PHYSICS,,H1B1_H1B1_A_LOWER_COMPATIBLE_EDGE_H550_Px,H1B1_H1B1_A_LOWER_COMPATIBLE_EDGE_H550_Py,H1B1_AUTHORITATIVE_FULL_JONES,0.08444499745689715,1.014820749067849,True,G0
H1B1_B_UPPER_COMPATIBLE_EDGE,,,ccb423acd0d8d63d79d56a521ade3dc661e87aaa32971bd4ff65b7a7a72f657c,,,H1B1_AUTHORITATIVE_FULL_JONES,,True,0.07370306190649492,0.9789145183204903,-0.006964110733234714,0.0011032967843995914,-0.006906641423285498,0.0010735778853263502,0.2380483268054717,0.5439712547591593,0.96370577551303,4.971610209922143e-05,4.8854265225704914e-05,0.3525717318991389,9.857036732492634e-05,0.3526703022664638,0.96370577551303,2.7325969023183925,0.981717197867484,0.5938075624229695,0.604866211687904,-0.5150033824061118,0.2731364068271925,1.1473343356578736,0.2679099903284172,85.69428998263459,True,True,,0335c2fa4dc7a23b14d4d08cc528902ee643ae0c000cca0879ca8a5c9ea36aa2,3f653ec491e5cc51aa9682605a716d4368629f89e9703ed9a1089d9428d5db5a,112,110,102,203.0221662774782,0.8466740238615051,,,,,,,,,,,,,,,,,,,,,,H1B1_B_UPPER_COMPATIBLE_EDGE,B_upper_compatible_phase_edge_extension,550.0,,FULL_JONES_H1B1_PHYSICS,,H1B1_H1B1_B_UPPER_COMPATIBLE_EDGE_H550_Px,H1B1_H1B1_B_UPPER_COMPATIBLE_EDGE_H550_Py,H1B1_AUTHORITATIVE_FULL_JONES,0.2679099903284172,0.96370577551303,False,G0
H1B1_C_J1_SIDE_CONTRAST,,,90ef44855a11e8784a0658e54f5f5ed3cec6579cfe935a8b50a1f9afd832468b,,,H1B1_AUTHORITATIVE_FULL_JONES,,True,0.2851458927567452,0.9725539391960678,-0.008121354180000338,0.0026593972099229327,-0.008111424949422822,0.0026726311047963846,0.38010258398323316,0.7191386259153506,1.0271693448018298,7.302878723715482e-05,7.293817173244418e-05,0.6616383376341493,0.00014596695896959902,0.6617843045931189,1.0271693448018298,1.5521210425704468,1.0135350964215193,0.8134496036736206,0.8025865177690057,-0.5910751809801924,0.5747729677386627,1.2995974951479974,0.3918309450529901,73.65923841543835,True,True,,1628f054ce52c34f3ead1cd4af379969ffa565e667cc36d304d93615c195589a,05631dfbf15756622b64931c988072e5de94a8cc50e4df2ede3f3278db1abef2,108,109,100,203.0098519776811,0.5644721753069635,,,,,,,,,,,,,,,,,,,,,,H1B1_C_J1_SIDE_CONTRAST,C_J1_side_directed_contrast,550.0,,FULL_JONES_H1B1_PHYSICS,,H1B1_H1B1_C_J1_SIDE_CONTRAST_H550_Px,H1B1_H1B1_C_J1_SIDE_CONTRAST_H550_Py,H1B1_AUTHORITATIVE_FULL_JONES,0.3918309450529901,1.0271693448018298,False,G0
H1B1_D_D_PSI_CONTRAST,,,81b90f264a0ca2202464ca91b9737b05efed58942ea81ccf88071321739f32b5,,,H1B1_AUTHORITATIVE_FULL_JONES,,True,0.10477042326823978,0.9821690044259078,-0.03238202200335222,-0.04983519574841658,-0.03357496667220516,-0.05139479904877715,-0.3253139097541705,-0.005877061414448952,0.975632794846785,0.0035321420843085847,0.0037687037563038715,0.1058636797304138,0.007300845840612457,0.11316452557102626,0.975632794846785,8.621366014868693,0.9906846159551449,0.327629840105597,0.33071053575382364,-0.026836963900105974,-0.3234664636311298,1.0434545128647492,0.10393534540257765,83.91114137230596,True,True,,14a2d0d37692b9839c59796566cd3ff8db4f8cf4a7aa5f95b96d502926f7b57c,8ba1a48e7eca157d72d3987a16212df670808a46b3d92c19201eb693f88cc4e7,111,110,101,199.0226117806718,0.863690044599587,,,,,,,,,,,,,,,,,,,,,,H1B1_D_D_PSI_CONTRAST,D_D_Psi_directed_contrast,550.0,,FULL_JONES_H1B1_PHYSICS,,H1B1_H1B1_D_D_PSI_CONTRAST_H550_Px,H1B1_H1B1_D_D_PSI_CONTRAST_H550_Py,H1B1_AUTHORITATIVE_FULL_JONES,0.10393534540257765,0.975632794846785,True,G0
