wavelength_nm,frequency_hz,T,R_raw,R_total,energy_residual,ax_real,ax_imag,ax_amplitude,ax_phase_deg,ay_real,ay_imag,ay_amplitude,ay_phase_deg
445.00000000000006,673690916853932.5,0.9757455058544742,-0.023424227044419606,0.023424227044419606,0.0008302671011062232,-0.3603087531654059,-1.1231596776854733,1.179538070257228,-107.78620059810537,-1.126336960579569e-24,-8.075623490947862e-25,1.3859263676123313e-24,-144.3601908019133
445.99999999999994,672180399103139.0,0.9757462300027525,-0.023510865795240404,0.023510865795240404,0.0007429042020070838,-0.41989952251404034,-1.102257360678167,1.1795282523859774,-110.85409292369937,-4.692362281056018e-24,3.9294283775691025e-24,6.120348940307455e-24,140.0568765070056
447.00000000000006,670676639821029.0,0.9757266743098989,-0.023618493857241265,0.023618493857241265,0.0006548318328598347,-0.47801810331834865,-1.0783019319870497,1.1795068306826695,-113.90801436189372,5.595557013596238e-24,4.318333403580539e-24,7.068115850556324e-24,37.65892242820531
448.0,669179593750000.0,0.9757109516754917,-0.023705854218901316,0.023705854218901316,0.0005831941056069732,-0.5345063981959282,-1.0514255879722845,1.1794883877153044,-116.94712218991944,-3.5660253204764484e-24,-2.510881356461814e-24,4.361314225380542e-24,-144.8501626405709
449.0,667689216035634.8,0.9757001673577442,-0.0238049638025863,0.0238049638025863,0.0004948688396694684,-0.5892490767203451,-1.0217353845177,1.1794734716776427,-119.97264980999446,-4.492596857858887e-24,-3.285503662369838e-24,5.565784836183408e-24,-143.82143379099043
450.00000000000006,666205462222222.1,0.9756702309090496,-0.023904173401776672,0.023904173401776672,0.0004255956891737432,-0.6420942356775797,-0.989349149220084,1.1794476446849513,-122.98384140570882,-6.800525045008772e-26,-4.4203412792556655e-25,4.472347083352267e-25,-98.74616226255529
450.9999999999999,664728288248337.1,0.9756574893083432,-0.02399073942040642,0.02399073942040642,0.0003517712712504083,-0.6929366766078447,-0.9544110041723941,1.1794327461426881,-125.9809975334392,4.700862937362278e-24,-2.176168014402791e-24,5.180137023552185e-24,-24.840809055278736
451.99999999999994,663257650442477.9,0.9756308993761924,-0.02409490675957038,0.02409490675957038,0.000274193864237212,-0.7416622120194084,-0.9170306338653009,1.1794100305597361,-128.96471708303116,2.336352256673896e-24,4.1334441289193606e-25,2.3726347108086794e-24,10.032877598122838
453.0,661793505518763.8,0.9756028509608818,-0.024182054518867353,0.024182054518867353,0.00021509452025080672,-0.7881559920740709,-0.8773618962080024,1.1793870292486537,-131.93414115711096,4.114317652230277e-24,8.687670744998641e-24,9.612660022957169e-24,64.6586440950162
453.9999999999999,660335810572687.4,0.9755855914600097,-0.024275362864088705,0.024275362864088705,0.0001390456759016237,-0.8323429344010085,-0.8355364754955198,1.1793710028361546,-134.89029410536355,-5.215152643891063e-24,3.7920896491210783e-25,5.228921163887792e-24,175.84117586301429
455.0,658884523076923.0,0.9755499994856214,-0.024372536805146283,0.024372536805146283,7.746370923233936e-05,-0.8741173985761332,-0.7916894141180126,1.1793444598250458,-137.8328175081423,2.8052165810660963e-25,-8.851308378894165e-25,9.285197902305057e-25,-72.41519759814503
