case_id,angle_deg,normalized_intensity
BARE_GAN_AIR_450_XDIPOLE,-64.4157111759837,0.004451988122507573
BARE_GAN_AIR_450_XDIPOLE,-64.28328558052225,0.004475896700111771
BARE_GAN_AIR_450_XDIPOLE,-64.15149245127414,0.004498967080461316
BARE_GAN_AIR_450_XDIPOLE,-64.02032212438473,0.0045211972049237804
BARE_GAN_AIR_450_XDIPOLE,-63.88976517517276,0.004542586000356812
BARE_GAN_AIR_450_XDIPOLE,-63.75981240993156,0.004563133387028579
BARE_GAN_AIR_450_XDIPOLE,-63.63045485808858,0.004582840284341794
BARE_GAN_AIR_450_XDIPOLE,-63.50168376470296,0.004601708614338572
BARE_GAN_AIR_450_XDIPOLE,-63.373490583284685,0.004619741302972233
BARE_GAN_AIR_450_XDIPOLE,-63.245866968917674,0.004636942279141083
BARE_GAN_AIR_450_XDIPOLE,-63.11880477167209,0.004653316471487893
BARE_GAN_AIR_450_XDIPOLE,-62.992296030290326,0.004668869802977743
BARE_GAN_AIR_450_XDIPOLE,-62.86633296613352,0.004683609183275255
BARE_GAN_AIR_450_XDIPOLE,-62.740907977375386,0.004697542498950802
BARE_GAN_AIR_450_XDIPOLE,-62.61601363343096,0.004710678601553293
BARE_GAN_AIR_450_XDIPOLE,-62.49164266960897,0.004723027293595237
BARE_GAN_AIR_450_XDIPOLE,-62.367787981976925,0.0047345993125030615
BARE_GAN_AIR_450_XDIPOLE,-62.24444262242852,0.004745406312593148
BARE_GAN_AIR_450_XDIPOLE,-62.12159979394389,0.004755460845140673
BARE_GAN_AIR_450_XDIPOLE,-61.999252846033514,0.00476477633661486
BARE_GAN_AIR_450_XDIPOLE,-61.877395270357084,0.0047733670651600914
BARE_GAN_AIR_450_XDIPOLE,-61.75602069650924,0.004781248135407868
BARE_GAN_AIR_450_XDIPOLE,-61.63512288796458,0.004788435451709536
BARE_GAN_AIR_450_XDIPOLE,-61.51469573817443,0.004794945689884075
BARE_GAN_AIR_450_XDIPOLE,-61.394733266808714,0.0048007962675792005
BARE_GAN_AIR_450_XDIPOLE,-61.27522961613622,0.004806005313347379
BARE_GAN_AIR_450_XDIPOLE,-61.15617904753719,0.004810591634541021
BARE_GAN_AIR_450_XDIPOLE,-61.0375759381423,0.004814574684133424
BARE_GAN_AIR_450_XDIPOLE,-60.91941477759253,0.004817974526573686
BARE_GAN_AIR_450_XDIPOLE,-60.80169016491469,0.004820811802784667
BARE_GAN_AIR_450_XDIPOLE,-60.68439680550744,0.004823107694413907
BARE_GAN_AIR_450_XDIPOLE,-60.56752950823322,0.004824883887447029
BARE_GAN_AIR_450_XDIPOLE,-60.451083182611534,0.004826162535292768
BARE_GAN_AIR_450_XDIPOLE,-60.33505283610932,0.004826966221447499
